janela,formacao_inicio,formacao_fim,negociacao_inicio,negociacao_fim,rank,ativo1,ativo2,ssd,spread_media,spread_desvio
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,12,571300Q,CMS,0.15000167682933352,-0.0042577514969884215,0.02402174771384099
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,13,8375930Q,COP,0.15154573743495803,0.020299755407338475,0.013698783375883056
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,14,DUK,UEP,0.15336408212357355,0.0049923445466035915,0.024157094622676834
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,15,DTE,TE,0.16191731272084553,-7.486804953770947e-05,0.025348045117219598
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,16,CIN,AYE,0.16211188913564456,0.006553029363922229,0.02449874584520147
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,17,PEG,UCM,0.1625564661584349,-0.0037075654818887784,0.025124982633047303
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,18,DTE,CIN,0.16445511772326427,-0.008304844041369533,0.024152754434054548
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,19,571300Q,DTE,0.16692057994856668,0.0023781785570986883,0.02562625757164796
1993-12_a_1994-11,1993-12,1994-11,1994-12,1995-05,20,CEG,WEC,0.16849515084544464,0.0034712344717550475,0.025622924635250146
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,1,MHFI,SPGI,0.03409334536013375,0.0019905807814371863,0.011482676641254642
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,2,0961514D,UEP,0.06788551434976853,-0.0020862910864770045,0.016312273445413937
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,3,CMS,TE,0.11140827337351311,0.0005088065600521537,0.021061760309084743
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,4,AEP,NEE,0.11804483290620738,-0.0015461026080269566,0.021630954258997432
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,5,DTE,CMS,0.1219918431721112,0.0023386695664179735,0.02192104271902559
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,6,UEP,FPC,0.12278136692430053,0.013897898419529806,0.017182772879780726
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,7,DTE,UEP,0.13859907162475338,-0.0034613133133808067,0.02324132342764133
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,8,0961514D,FPC,0.14378762024909975,0.011811607333052799,0.02080358488546822
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,9,DTE,0961514D,0.15287031026423392,-0.001375022226903801,0.024640349877284234
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,10,CIN,AYE,0.1555547452448991,0.003160198688419284,0.024692374873137194
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,11,SO,DTE,0.1560246211284948,0.00799181653301,0.02361119323922741
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,12,DUK,UEP,0.15703842315423344,0.0019722460511510565,0.024934831797051773
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,13,RHDCQ,L,0.1610475143825738,-0.008322156753543648,0.023918389176361115
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,14,8375930Q,COP,0.16477003938007329,0.022312934254230567,0.012514142844118155
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,15,DTE,TE,0.1676375314817733,0.002847476126470127,0.025685369141270908
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,16,1005945D,CIN,0.1693840069714838,0.00015803422654095091,0.025977136232526017
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,17,3277Q,TXT,0.17688566032694553,-0.009468219264554626,0.02479353565380629
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,18,MMM,PAS,0.17972314057584526,-0.0068753174255213635,0.025856723151905864
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,19,XOM,677004Q,0.18182352886526587,-0.006003075433072381,0.02623387202307897
1994-01_a_1994-12,1994-01,1994-12,1995-01,1995-06,20,PDG,HM,0.18407964402041443,-0.011755079008669397,0.02438550036414059
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,1,MHFI,SPGI,0.03144130009025048,-0.0019361850886104157,0.011022721786404163
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,2,TEG,SCG,0.08084526308357454,-0.001708797674633587,0.01786507930825538
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,3,8375930Q,COP,0.08241758133112853,0.01464058750261007,0.010637486732690443
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,4,PEG,AYE,0.08471877637578018,0.003238535170045519,0.01808300611443944
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,5,AEP,0961514D,0.10826769322920882,-0.006003967362630777,0.019878484631062947
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,6,TGNA,RNB,0.13220869964641224,-0.0012125732170624561,0.02291837025896182
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,7,DTE,CMS,0.13465937023772767,-0.007900587965732767,0.02176748819354734
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,8,SO,DTE,0.14411964035042502,0.001274631342606734,0.02392803118013757
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,9,DTE,UEP,0.14986958406308304,-0.005213758562240726,0.023870450311799685
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,10,NSC,L,0.15560490228818935,-0.008823840041244679,0.023275942448524073
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,11,CVX,677004Q,0.16245997750081642,-0.0013606588229342909,0.02540456923231723
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,12,0961514D,UEP,0.16536500986438796,-0.01934843522956311,0.016821751181354073
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,13,PDG,ABX,0.16998987492070228,0.004898260862754694,0.025557033253718203
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,14,TXU,AYE,0.17243964998766614,0.00611018332648975,0.02548582890636975
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,15,DD,1255173D,0.17349458831461106,0.003544718026202214,0.026049921564415206
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,16,1463Q,L,0.1745275150759653,0.003493592073160225,0.026135702276990993
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,17,571300Q,SCG,0.17629406442057416,-0.008521253223947508,0.025089155907411613
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,18,CIN,AYE,0.17985112046153517,-0.0036860937556493964,0.026512203015554767
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,19,3277Q,TXT,0.18088379512437314,-0.010649011995867739,0.024633296878343893
1994-02_a_1995-01,1994-02,1995-01,1995-02,1995-07,20,PEG,CIN,0.181965961509718,0.006924628925694918,0.026015811856030635
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,1,MHFI,SPGI,0.031097184965801716,0.0001528721420687581,0.011129676733633383
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,2,0961514D,UEP,0.08436382023023725,0.003231714386271978,0.018045089365878057
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,3,TEG,SCG,0.10907045503506652,0.006053200190375697,0.019943831928863773
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,4,AEP,FPC,0.11388942464191132,-0.01430284601134014,0.01575932416440919
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,5,AEP,0961514D,0.13013126487095406,-0.000376399210791987,0.02276640098152687
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,6,DTE,CMS,0.13038468723817687,0.0005591301754074102,0.022784798293016256
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,7,8375930Q,COP,0.13063149703646104,0.01912075941435253,0.012384836829916611
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,8,AEP,UEP,0.13225228073793005,0.0028553151754799905,0.022775342165580834
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,9,EMR,GPC,0.1487033365083903,7.295849342942998e-05,0.024340053976896685
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,10,AEP,NEE,0.15000530169129433,-0.0037397787041768024,0.024157587180375223
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,11,DTE,UEP,0.152608847216527,0.0010150339704713483,0.024636740381934672
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,12,PCH,WY,0.15460924582976077,0.0003094046841728981,0.02481686882539756
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,13,TEG,ES,0.15738506270645303,0.00015645924039557195,0.025040118716054584
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,14,NEE,FPC,0.15802920057217307,-0.010563067307163339,0.022750285323443857
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,15,HCN,GAS,0.16393944493631807,0.011755175663213427,0.02268061969160419
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,16,PG,BMY,0.16476112821908373,-0.008014639889078811,0.024329580161222285
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,17,0961514D,FPC,0.16577500151447566,-0.013926446800548152,0.021580999976018395
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,18,1005945D,UEP,0.16578602807953757,-0.01063142687250078,0.023388556151227948
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,19,2638Q,3075558Q,0.16763427340413273,0.007318880496943018,0.024780762880874933
1994-03_a_1995-02,1994-03,1995-02,1995-03,1995-08,20,375573Q,L,0.16897826217774536,-0.006797296831438889,0.025036630107779675
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,1,PPW,SO,0.100743333464834,0.001910521179809355,0.019942498064042635
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,2,PEG,AYE,0.1050434830445397,0.0002171804393409294,0.020456113442879193
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,3,1005945D,CNP,0.13367884295485055,0.000311337812956592,0.02307569531516948
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,4,DTE,CMS,0.13404174117636103,0.0028057498768157456,0.02293746379815606
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,5,TE,WEC,0.14143994190135345,0.0017286248317398582,0.023675001496584625
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,6,UEP,FPC,0.14892487171118773,-0.01268092409226381,0.02078171517422096
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,7,NEE,FPC,0.15746925542998724,-0.007134224941039349,0.024005574528700502
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,8,3393199Q,L,0.15761745244105896,0.006371821968164127,0.02423212968792066
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,9,TGNA,RNB,0.16211826660878614,0.0022770587596296454,0.025311733533092986
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,10,SCG,ES,0.16463299255804031,0.0034549136886282755,0.02537566457841619
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,11,UCM,AYE,0.17324009204344293,-0.0016375817203391587,0.026220358732168752
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,12,8375930Q,COP,0.17834927628859987,0.023346210685285588,0.012780369166155608
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,13,EMR,GPC,0.19499459377118455,0.002856044673241121,0.027725104190427317
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,14,DTE,UEP,0.19982960932077276,0.011900190716997588,0.02557254702264047
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,15,XOM,L,0.20017378653960805,0.006015038239538877,0.027589496089589223
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,16,NSC,TEG,0.20159516648050158,-0.0072014485259647935,0.027406213092998448
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,17,PEG,UCM,0.20251006528667403,0.001854762159680088,0.028343591174981433
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,18,2638Q,3075558Q,0.20452524133077077,-0.016350973660339146,0.023375673307005105
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,19,XEL,DUK,0.21004284835214548,0.016370298794906823,0.023827919304068256
1994-04_a_1995-03,1994-04,1995-03,1995-04,1995-09,20,ALL,AON,0.21034926241236462,0.005395609562551946,0.028439695517937912
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,1,MHFI,SPGI,0.03315555408801174,0.0028604655330077048,0.011130093407722185
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,2,AEP,FPC,0.06986664899329753,0.004707425207065883,0.016003282316313074
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,3,8375930Q,COP,0.07290049567313872,0.013573087721202906,0.010270225537550349
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,4,PPW,SO,0.1058269058685255,-0.006604952176798196,0.01943764232904484
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,5,XEL,DUK,0.12249857071401493,-0.000911213605727282,0.02207279991652009
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,6,0961514D,UEP,0.1279427720236299,-0.008813920646500294,0.020778292988508997
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,7,CMS,TE,0.12870746314854387,-0.0019757157634400155,0.022557919524230318
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,8,RDPL,210967Q,0.1376515948187489,-0.006808443363658343,0.022402525447905185
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,9,CMS,WEC,0.13886497990756652,0.010671899896601715,0.02095002963437782
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,10,NSC,677004Q,0.14247395751056047,0.002486755139179372,0.023694234327133815
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,11,DTE,WEC,0.14267514498749279,0.014311965433285419,0.019046743888100376
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,12,0961514D,FPC,0.14765036873154713,0.010215006322081312,0.021988324272566986
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,13,DTE,TE,0.14840771341721393,0.0016643497732436883,0.024258703474080098
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,14,HSY,BMY,0.1512018135042581,0.006286365757985723,0.023721758474414198
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,15,VFC,329556Q,0.15331574741639997,-0.0002818402746806769,0.024713153590988877
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,16,PCG,NI,0.1556351746506266,0.00848822475302573,0.023403492168606523
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,17,AEP,0961514D,0.15797275469037686,-0.00550758111501543,0.024472826247206935
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,18,1005945D,CNP,0.1582705329590226,0.0060887763139681255,0.024358550722191254
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,19,TE,WEC,0.16649653377714912,0.01264761566004173,0.022421715422329014
1994-05_a_1995-04,1994-05,1995-04,1995-05,1995-10,20,STI,41018Q,0.1672633356716915,-0.0026723389089464145,0.025675239911290573
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,1,MHFI,SPGI,0.03720972000792244,-0.005423920429320042,0.01086839291417581
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,2,PEG,TE,0.07979676644026767,-0.0035229253278216653,0.01744114624110582
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,3,AEP,FPC,0.08457130013050573,0.0040534328258529165,0.01786350693440647
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,4,8375930Q,COP,0.09426950152669633,0.01588163854062097,0.010993542750245526
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,5,DTE,AYE,0.10119620651948935,0.0005539417461000853,0.020031579542559307
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,6,DTE,WEC,0.12320773972396637,0.011149459594466463,0.01908182007557806
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,7,2638Q,2676187Q,0.13573262506679384,0.0064333346370180665,0.022295055420692322
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,8,45200Q,CIN,0.1455606744425495,4.9237041144186605e-05,0.024033711533452833
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,9,2638Q,390297Q,0.15390415919881661,-0.004047927491563981,0.024377859848798325
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,10,RDPL,300583Q,0.1541348281473347,-0.001267925698358984,0.02469882848149066
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,11,3075558Q,2676187Q,0.15803303969818217,-0.010774442104991771,0.022595706786141385
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,12,RDPL,SHW,0.15958249338086716,-0.0023324750504879195,0.02505597401249251
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,13,XEL,UEP,0.15962885328076482,0.005033881922939688,0.024657804197473147
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,14,CIN,AYE,0.16224014050771984,0.003932986272117226,0.0250655204992595
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,15,PCG,NI,0.16475999854395695,0.0129882870053129,0.022010099766192254
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,16,GWW,MMC,0.16884007648411625,-0.002885589557090075,0.025722376139166885
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,17,3393199Q,2972Q,0.1703524499946525,0.010456873322513008,0.023795412846145954
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,18,2500Q,GHC,0.1707888760267906,-0.006653920427511522,0.025165120402805847
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,19,NSC,TEG,0.1796320470033379,-0.01032816602037122,0.024611608487262043
1994-06_a_1995-05,1994-06,1995-05,1995-06,1995-11,20,1958Q,CMA,0.18107733742715482,0.00045095513453999656,0.026802177062444674
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,1,MHFI,SPGI,0.03313246999675812,-0.0033196829792231427,0.01097333263549817
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,2,677004Q,300583Q,0.10354293658247116,-0.003930647789398523,0.01988399777308311
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,3,2196Q,2638Q,0.12487240100642794,-0.005285340416723399,0.021621279449279912
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,4,D,SCG,0.1280476287261081,0.0016547033399844121,0.022480582786578215
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,5,8375930Q,COP,0.1331704247587595,0.019835163735725702,0.01155245000673686
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,6,PEG,TE,0.1358596290846208,-0.010074354369803305,0.02091004896685695
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,7,XEL,DUK,0.13694640385529055,-0.004742278567072553,0.022822350046580158
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,8,210967Q,GHC,0.1560173572182748,0.0002046493114071009,0.024881206750496727
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,9,DTE,WEC,0.15756674932652004,0.0035618855043290814,0.024749293011795556
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,10,BMY,69895Q,0.160729398719468,-0.006831109319476268,0.02430978907618987
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,11,AYE,TE,0.16102269491420884,-0.004185708690042966,0.024927680726499007
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,12,AIG,CIN,0.17127330609764613,0.0038229640235364227,0.02578726287157098
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,13,2196Q,2676187Q,0.17419441209176512,0.007637219227728508,0.025153311763750356
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,14,UEP,WEC,0.17805798657275318,0.003509396111343489,0.02634795206967538
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,15,3277Q,2223Q,0.17875097607634416,-0.005887923849763842,0.025971600891223807
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,16,NSC,TEG,0.1840134391546826,-0.010622193566350566,0.02483814248143956
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,17,VZ,2428Q,0.18438834952837624,-0.0006897408082392388,0.02704111997433782
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,18,329556Q,NCC,0.1843966762552327,0.009791752609460117,0.02520860871210789
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,19,210967Q,41018Q,0.18540410647187855,-0.004010782897599149,0.026824995190057183
1994-07_a_1995-06,1994-07,1995-06,1995-07,1995-12,20,SHW,41018Q,0.18669650804736193,0.002300101507672224,0.027120982615973104
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,1,MHFI,SPGI,0.029927068877441343,-0.0031563190278208657,0.010428630154132371
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,2,8375930Q,COP,0.06986784544153579,0.01307715847556156,0.010274369167609484
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,3,DTE,AYE,0.08943504502894939,-0.0026532365925204023,0.01865029149222634
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,4,677004Q,300583Q,0.0957119465077767,-0.0013429973707124844,0.019442183835447747
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,5,AEP,FPC,0.10166431878292315,-0.0001887421606477226,0.020084672550841263
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,6,PEG,TE,0.1113515731459529,-0.0043510758244323,0.020563665401501233
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,7,XEL,UEP,0.135495053411546,-0.010489135867281675,0.020669306157023174
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,8,RTN,2972Q,0.1368383200540393,-0.0013116726669025914,0.023265465696107417
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,9,2972Q,RTN_B,0.13683924447173013,0.0013116000937088877,0.02326554863989647
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,10,2638Q,2676187Q,0.14830808868043732,-0.0013738089434739442,0.024220431889820447
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,11,329556Q,AIV,0.14945673970078133,-0.002750596789430011,0.024196828196175395
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,12,UEP,WEC,0.15921801953766135,0.006835772050854272,0.02418479544297565
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,13,TGNA,KIM,0.15979034290648997,-0.004608553604638357,0.02475410299687651
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,14,3277Q,2223Q,0.160959219012625,0.0014741170410894754,0.025229851672636486
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,15,RDPL,677004Q,0.16357888935726805,0.011526067626839047,0.022710023302584845
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,16,DUK,TXU,0.16799938728331654,0.0027000850450572917,0.025677711066351087
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,17,CEG,0961514D,0.17314629079828592,-0.00860729429746699,0.024752958414844872
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,18,CEG,TXU,0.1745013867051739,0.0037048779224998782,0.02605158788072403
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,19,XEL,DUK,0.18209280270048112,0.014180619212736598,0.02281890772174831
1994-08_a_1995-07,1994-08,1995-07,1995-08,1996-01,20,45200Q,AYE,0.18572090611769454,-0.007062629618731369,0.026208949733348513
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,1,MHFI,SPGI,0.02821512337936838,-0.0012104769947659938,0.010511598653738559
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,2,8375930Q,COP,0.0927359967566872,0.015817086348371652,0.010808653381644152
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,3,BMY,236555Q,0.11915377032914876,0.000845667324150526,0.0217281943752304
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,4,PEG,WEC,0.1253544987072246,-0.00020001305511210547,0.0223024286337064
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,5,FPC,TE,0.12810032549919015,0.0009475461055778897,0.022526278398863328
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,6,677004Q,300583Q,0.12971338812496924,0.012029712396830178,0.01922101519131241
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,7,ED,AYE,0.13772342721176756,0.005001461992034663,0.02283435241308426
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,8,PEG,TE,0.14413733467540624,-0.010552345051107994,0.02145179925464414
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,9,USW,VZ,0.14710872335012937,0.0024388394598878677,0.024037330017289853
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,10,BEAM,9876566D,0.14908515733748118,0.004312878965511523,0.023936019490475222
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,11,CIN,NI,0.15007066420048432,-0.0021919414568485405,0.02430421435639978
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,12,TE,WEC,0.15430050194561318,0.01035233199599589,0.022465696528967027
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,13,AYE,TE,0.15451344069731476,-0.003638641032307074,0.024491964541596682
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,14,BMY,OMC,0.15746317015918976,0.0012449080573257612,0.024965934866983387
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,15,FPC,WEC,0.1581369923338798,0.01129987810157378,0.022345778277554462
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,16,CMS,TE,0.15823145913589087,0.00454568092832908,0.02464056419057117
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,17,RDPL,677004Q,0.16049177774891632,-0.009076241582508212,0.02354075349673131
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,18,XEL,FPC,0.16201004107256267,0.002653448860551959,0.025215635186978804
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,19,DTE,0961514D,0.1630671599618836,-0.008962288221060186,0.023800221720371204
1994-09_a_1995-08,1994-09,1995-08,1995-09,1996-02,20,CEG,DTE,0.16326248920427133,-0.003558340915375733,0.025202281352757684
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,1,MHFI,SPGI,0.02328070465671317,0.0006140125214655138,0.00961110284864737
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,2,XOM,3891289Q,0.08154313107434064,0.0009359974267909122,0.017999818070831626
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,3,8375930Q,COP,0.11378162571213579,0.018400164034693033,0.01064886588677279
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,4,AEP,CMS,0.12204652035347863,-0.0013040237944846698,0.022012129930479622
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,5,PEG,WEC,0.13840423964768434,0.0008341647438145713,0.023467268913994012
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,6,EMR,69895Q,0.14017441373493966,0.004823161111051433,0.0231324066155977
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,7,BMY,69895Q,0.14029008528450504,0.0010491649672068738,0.023618202937429406
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,8,WNDXQ,ADP,0.14141939041712703,0.004763483831534967,0.023251724376568517
1994-10_a_1995-09,1994-10,1995-09,1995-10,1996-03,9,NEE,DTE,0.14493569712044518,0.013552262413253618,0.019825173678599584
