janela,formacao_inicio,formacao_fim,negociacao_inicio,negociacao_fim,rank,ativo1,ativo2,ssd,spread_media,spread_desvio
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,2,DUK,SO,0.08582065655832594,0.010469202414281037,0.015182852974842639
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,3,AEP,WEC,0.09448233685657215,0.00279429221561027,0.019159615204241948
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,4,WMT,SCG,0.11180515118417134,-0.011313758129535398,0.01775280740836683
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,5,NEE,TE,0.11341211459648548,1.6749002161028848e-05,0.021214329877527603
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,6,NEE,ES,0.11626739992539115,0.013148686986348695,0.016964802925392507
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,7,ED,0961514D,0.13494166544057862,-0.00191203694749533,0.02306105822806483
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,8,XEL,AEP,0.14579642274884463,0.00630515823338932,0.023208715060618324
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,9,LLY,ABT,0.14644749241551835,-0.006001390419731775,0.02334483310257623
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,10,TEG,POM,0.1473509194986491,-0.01563468711804131,0.018420434742206424
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,11,EQR,AVB,0.1478608852268053,0.011982051428798544,0.02103830477119134
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,12,9876566D,CB,0.14899997969769174,-0.015227319016965684,0.018933525616624598
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,13,CMS,PNW,0.1561284229503599,0.017133452619981723,0.018023238711951006
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,14,ABT,DTE,0.15939024667341073,-0.014532786866238614,0.02050514525694954
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,15,YUM,TEG,0.1600642897092257,0.0015992570312200795,0.025151699355409417
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,16,XEL,AEE,0.166350419739274,0.011625288706071433,0.022900591188743047
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,17,KMB,CMS,0.16697951367973474,-0.0008590976040336566,0.02572695357633357
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,18,TE,ES,0.1687450689396428,0.013131937984187665,0.02228208198470207
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,19,XEL,POM,0.17205844411262206,-0.013587762720716028,0.022302727632922945
2010-12_a_2011-11,2010-12,2011-11,2011-12,2012-05,20,XEL,PEG,0.1741762469994228,-0.01009102055835067,0.024268143837054203
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,1,CMS,WEC,0.06608408560759926,0.0013732893112145706,0.01616755307462436
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,2,PNW,WEC,0.06921245071816884,0.005995564300264442,0.01548085301344468
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,3,BF_B,1958Q,0.07756928711501132,0.0052630316634945705,0.01676994709735909
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,4,CMS,PNW,0.0841556413967055,-0.0046222749890498715,0.017715272860845212
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,5,WMT,SCG,0.09803767225776028,-0.00839177477375665,0.01788535396801388
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,6,DUK,SO,0.09885803157703776,0.012828662892867887,0.015120397885890804
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,7,NEE,ES,0.1092763633823779,0.0019778466853680532,0.0207710504033526
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,8,TEG,POM,0.11013040907312188,-0.010505326560321692,0.018109803838907135
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,9,9876566D,CB,0.1194480003331364,-0.00567900704901532,0.021059649473751402
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,10,XEL,WEC,0.12661556404566454,-0.017323994356967694,0.014252297971505406
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,11,XEL,CMS,0.12706698568945285,-0.018697283668182265,0.012460408170269171
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,12,MHFI,SPGI,0.13368097565205517,-0.003912215742911826,0.022742627787016717
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,13,ABT,MDLZ,0.1386780048842411,0.00977971493821997,0.021365349051894203
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,14,XEL,AEP,0.1410521188495295,0.0017986792111329335,0.02363710000259981
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,15,POM,WEC,0.14549161352863393,-0.009841728010030434,0.02196365993133149
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,16,VTR,O,0.1457976331973896,-0.0022316562534361933,0.0239972276129533
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,17,DTE,GAS,0.14686301126016588,-0.00856148890339723,0.022616818479776403
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,18,TE,MKC,0.15144824922265343,0.0018522731165427533,0.02449356842702014
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,19,LLY,MDLZ,0.15659645455389182,0.0006789565465587651,0.024968528963749036
2011-01_a_2011-12,2011-01,2011-12,2012-01,2012-06,20,CMS,POM,0.15691813296496093,0.011215017321245005,0.02233593805774884
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,1,DUK,0961514D,0.0216210131736716,-0.0006701081698467525,0.009256816987103605
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,2,XEL,WEC,0.05469380783620181,0.006870368082347083,0.013058085758719832
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,3,ED,SO,0.06309562695696513,0.006704728815155367,0.014361215623271436
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,4,WMT,SCG,0.09062537551619698,0.008273518886820628,0.017097761391398455
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,5,DTE,PNW,0.09306230285142192,0.008422882423667543,0.017307182014964576
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,6,NEE,POM,0.09322050420621508,-0.005814594581487987,0.018369872664513197
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,7,DUK,SO,0.0942839284900856,-0.011217903272734078,0.01578893496798073
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,8,BF_B,1958Q,0.09505283801775022,0.008180512146969215,0.017649622380410148
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,9,CMS,WEC,0.09684160954043364,-0.011921325620202209,0.015592912936566661
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,10,SO,0961514D,0.09783625291083808,0.010547795102887324,0.016675929830613372
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,11,ED,NI,0.09809252024638226,-0.004640856636593045,0.019214148335947912
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,12,XOM,UPS,0.10234794000632519,0.004167211583343055,0.019756666695306364
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,13,ADP,PX,0.12012048861811309,-0.007113639493503141,0.020682413008717225
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,14,XEL,CMS,0.12742861515835102,0.01879169370254929,0.01237534201724859
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,15,SO,NI,0.12914066137159352,-0.011345585451748413,0.019628282651582424
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,16,EQR,BXP,0.13344656255571863,-0.004320730459544604,0.022647660425210454
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,17,LLY,DTE,0.14616178506469168,-0.007757685893193497,0.022845052214331724
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,18,POM,WEC,0.14662159725730817,0.003985793715667301,0.023836944965550347
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,19,EIX,POM,0.15291393812253773,0.007088791021712975,0.023638268037504476
2011-02_a_2012-01,2011-02,2012-01,2012-02,2012-07,20,DTE,GAS,0.15688974616421092,-0.006445583832656503,0.024152591550221567
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,1,DUK,0961514D,0.04094508500088523,-0.008508430363805145,0.009476277403788308
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,2,CMS,PNW,0.04655104882363048,0.0033089275355090873,0.013180816908190647
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,3,SO,0961514D,0.07434402378146387,-0.00020522263964887127,0.017174797929731422
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,4,XEL,WEC,0.07948185499105875,-0.010831917993612859,0.014057316317062063
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,5,DUK,SO,0.08275682604073609,-0.008303207724156273,0.01609916955828308
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,6,NEE,TEG,0.0867964983302727,-5.327994277338928e-05,0.01855876339933967
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,7,ED,SO,0.0888356680926563,0.012019202753900986,0.014404443714479919
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,8,ABT,DTE,0.09000973404590695,0.008077251920035767,0.01707865887327244
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,9,BF_B,1958Q,0.09207846958486243,0.00787402099500124,0.01741104572174663
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,10,TEG,POM,0.09356870962608355,-0.004498865928969671,0.01873457477458805
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,11,ADI,LLTC,0.10006442087205869,0.006305129430488429,0.018898905298866554
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,12,VTR,HCN,0.10296228208312641,-0.0056775984215753006,0.01939632551442157
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,13,JNJ,HNZ,0.10770936533629083,-0.005706570401958078,0.01986766077538974
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,14,NEE,POM,0.11328869682222376,-0.004552145871743061,0.02070637723986288
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,15,XEL,CMS,0.1136127762479191,0.016607906251573087,0.013188148702530458
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,16,POM,GAS,0.1192839684442788,-0.007695622625532374,0.0203443226278248
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,17,0961514D,AEE,0.12429871525637282,-0.0028951434670056553,0.02201894077922921
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,18,DTE,WEC,0.12532629910890591,0.015824058604451154,0.015682222385839623
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,19,ADP,PX,0.13108658253815975,0.008915885589296998,0.020985146819255892
2011-03_a_2012-02,2011-03,2012-02,2012-03,2012-08,20,EIX,TEG,0.1321757415172442,-0.01005324958213313,0.020567888098110526
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,1,DUK,0961514D,0.050237452945566474,-0.01100165621114064,0.008867387362872809
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,2,CMS,WEC,0.05077578114890002,-0.008457103306663692,0.011423064469652673
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,3,PNW,WEC,0.0566926812272186,0.001765038485131142,0.014924459227552339
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,4,XEL,PNW,0.06123072148238862,-0.0033169707304929507,0.015261093305108043
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,5,XEL,WEC,0.06209820747199046,-0.0015519322453618086,0.015652000758166626
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,6,DTE,CMS,0.06249832227740626,0.0024343612651043984,0.015589983166184387
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,7,XEL,CMS,0.06628317151103147,0.006905171061301881,0.014703911977714413
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,8,DTE,WEC,0.06678453733582046,-0.006022742041559292,0.015154402548550636
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,9,ED,SO,0.07188325851404898,-0.00550607246551763,0.01599843323344087
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,10,BF_B,1958Q,0.07249669481927867,-0.0017063140280973955,0.016908824508805143
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,11,CMS,PNW,0.07298639397822626,-0.010222141791794832,0.013633560055949892
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,12,DTE,PNW,0.08532760698199127,-0.0077877805266904345,0.016705073131161163
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,13,SCG,WEC,0.090468959696409,0.005122686790982062,0.018278064255700215
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,14,NEE,TEG,0.09451396658494104,0.00565820501395704,0.018558201226336474
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,15,ADI,LLTC,0.09751785936543911,-0.00432585548175166,0.01922835896413218
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,16,XEL,DTE,0.09835105165166169,0.004470809796197483,0.019281314397897417
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,17,L,AON,0.09884640813163514,0.001602635552257486,0.019779578292230263
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,18,CMS,SCG,0.10920996667709915,-0.013579790097645752,0.015809935665780518
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,19,VTR,HCN,0.11052961975872222,-0.008685527036561702,0.019094976292598213
2011-04_a_2012-03,2011-04,2012-03,2012-04,2012-09,20,ADP,PX,0.11064828884389044,0.0015127204499869014,0.020941165107202737
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,1,CMS,WEC,0.03837943484325024,-0.004774181498017518,0.011402740807948787
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,2,DUK,0961514D,0.059971984218918806,0.010976076235066776,0.010861766957352371
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,3,BF_B,1958Q,0.0692753897651528,-0.002978148855481327,0.016342975923639654
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,4,XEL,CMS,0.0699467265178555,-0.001510157099115292,0.016624757345135993
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,5,XEL,PNW,0.07637164067295998,0.00903681325862283,0.014909062221501594
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,6,ED,SO,0.08586863394145894,-0.00025471167949712883,0.018494349807490183
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,7,AVB,ESS,0.09088079376260794,0.0012769571288790663,0.01898519843317007
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,8,ADI,LLTC,0.09777990683772941,0.005803909374651876,0.018861119085495662
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,9,XEL,WEC,0.09879589851698256,-0.006284338597132809,0.018813795564882083
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,10,CMS,PNW,0.09897141334488424,0.01054697035773812,0.016811503631879395
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,11,MHFI,SPGI,0.10689863846596381,0.003405157757823546,0.020353124942734113
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,12,NEE,DTE,0.10796905401059576,0.0014014589345443,0.0206925996789705
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,13,DUK,SO,0.10839668515279755,-0.01442041294452946,0.014935947060238751
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,14,DTE,SCG,0.1125982935710681,0.0013965918843257977,0.02113387185263532
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,15,XEL,AEE,0.11344400446478176,-0.004817554823502066,0.020704271185531774
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,16,PCL,HSIC,0.11501728574404524,-0.00844919734392333,0.019661201498286436
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,17,WMT,SCG,0.11700001514213909,0.005912689536990468,0.020761414654928374
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,18,L,AON,0.11742236625150326,-0.0073741689889738,0.02032789160425054
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,19,ITW,PRU,0.12766293287921826,-0.0004810330215404209,0.022547393370742574
2011-05_a_2012-04,2011-05,2012-04,2012-05,2012-10,20,ETR,POM,0.13410971776818315,-0.009420402416663384,0.021099860687753
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,1,CMS,WEC,0.039411038239450136,-0.002969712288636741,0.012146555932367015
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,2,DUK,0961514D,0.04432490061935823,-0.005770202560190642,0.011935874548229164
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,3,CMS,SCG,0.05804127549276927,-0.00275740848237602,0.01492276946235647
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,4,DUK,SO,0.06913247433055858,0.0035002650995480987,0.016187487184673617
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,5,DTE,PNW,0.0886694800802843,0.00477765852550882,0.01813687998961799
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,6,SCG,WEC,0.09616070118033804,-0.0002123038062607209,0.01953317261177155
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,7,ED,SO,0.11021193532860707,-0.007028052687498158,0.019691607834036423
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,8,SO,0961514D,0.11947123363074752,-0.00927046765973874,0.019692881666703712
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,9,HNZ,HRL,0.12009160581402512,0.007600954655782071,0.02045849984018816
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,10,BF_B,1958Q,0.12679039547538196,0.015071537433811103,0.01658565209905734
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,11,POM,GAS,0.13909212433100038,-0.005139730700669792,0.02292228640332486
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,12,XEL,CMS,0.13965261890768943,-0.012068654311221115,0.02019768938499297
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,13,DTE,MDLZ,0.14075214382501144,-0.011040010970389365,0.0208847971726499
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,14,DD,XRAY,0.1411563950771324,0.007846071501894897,0.022323514460247797
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,15,XOM,TWX,0.14502309690510629,0.00167629785726742,0.023930469167653085
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,16,PGR,FISV,0.1481548828915038,-0.0021834791625557244,0.024148078634212658
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,17,XEL,PNW,0.14838384608651722,0.019988367308314665,0.013700529286899615
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,18,LLY,DTE,0.14860207774665923,-0.012853409030253513,0.020587012053261695
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,19,KMB,WEC,0.14939500022433094,-0.005420801221848042,0.023734692100524982
2011-06_a_2012-05,2011-06,2012-05,2012-06,2012-11,20,XEL,VZ,0.15077659729126935,0.003109171141313813,0.024261379277411597
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,1,DUK,0961514D,0.05531986562743896,-0.004762175865627733,0.014058065307181324
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,2,BF_B,1958Q,0.0655564518895062,-0.0001955839318234465,0.01615990958352723
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,3,CMS,WEC,0.08011087541444795,-0.004107228905355494,0.017384771973051803
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,4,DTE,PNW,0.10137863804550307,0.00875499834605135,0.018081581287209176
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,5,VTR,HCN,0.1026717202596501,0.009474768566157598,0.017858381354510386
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,6,ED,SO,0.10291277409385202,-0.005837567106367628,0.019385512548002685
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,7,XEL,CMS,0.11318719633777619,-0.005873649611779143,0.020403622137392618
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,8,EIX,DTE,0.11536411671193036,-0.0047722268821112,0.020898638993733485
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,9,NEE,MKC,0.11689693604841978,0.0009332511315079624,0.021560390005502653
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,10,DUK,SCG,0.11856081416817688,0.003328363934002689,0.021476305532979762
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,11,SO,AEE,0.12367754801061892,0.005021813011289445,0.021619901864904492
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,12,XEL,DTE,0.1261202745861283,0.009099810096482365,0.020477664982824856
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,13,DTE,CMS,0.1268098860388136,-0.014973459708261505,0.01673681358084731
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,14,LLY,DTE,0.12701170917773652,0.0016851232515007445,0.02243149107943512
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,15,XEL,PNW,0.12806955367261708,0.017854808442533718,0.01379032214112055
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,16,MHFI,SPGI,0.13150198186406215,-0.0119537527603342,0.019505147567609786
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,17,DUK,SO,0.1387475200355084,0.008126293655660113,0.02205627397113173
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,18,ED,AEE,0.14048617352978,-0.0008157540950781835,0.02364397945944744
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,19,XOM,ADP,0.14281053322503112,0.011961495177750634,0.020623260450079162
2011-07_a_2012-06,2011-07,2012-06,2012-07,2012-12,20,CAH,ABC,0.14509974293349615,0.004711208319476083,0.023575468461540183
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,1,AVB,ESS,0.07262789785283985,-0.00838834424817088,0.014749996648993652
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,2,CMS,PNW,0.08612888650714012,0.0008179886993983206,0.01846915090009758
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,3,CMS,SCG,0.09182558948509723,-0.012358623521695302,0.014527408267091431
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,4,AEP,POM,0.10060533735168065,0.004296787468695668,0.019511327048628475
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,5,MHFI,SPGI,0.10756146535391053,0.005591914143436383,0.01988561345803871
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,6,ED,SO,0.10778706441976738,0.006069593408572054,0.019767151834095966
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,7,JNJ,HNZ,0.1132987737091753,-0.0021411845668628643,0.021094915119048305
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,8,XEL,DTE,0.12384506415673968,0.004323417659662128,0.021741263823957878
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,9,EQR,BXP,0.13052257380252286,0.006178556757291333,0.021900243639561393
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,10,XEL,PNW,0.1433294785781527,-0.016603122764457166,0.01708830544817208
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,11,CVX,COP,0.14471071032647842,-0.0023334266915294322,0.02384915855350217
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,12,PNW,SCG,0.14559307012666522,-0.013176612221093623,0.02008577078589089
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,13,XEL,SO,0.15007976290462466,-0.01746527395630318,0.01700906701824792
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,14,XEL,AEE,0.1542182808873349,-0.004390470560813097,0.02434388178537227
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,15,LLY,TEG,0.1568730426122329,-0.0040469626672845985,0.02461847223801575
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,16,EIX,DTE,0.15692354007831,-0.011911862249166584,0.021914765183769926
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,17,SO,AEE,0.1589395149471784,0.013074803395490083,0.021426233970005346
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,18,ETR,POM,0.16386244781801906,-0.010054768211852137,0.023425376432911944
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,19,D,STR,0.16891036837864704,0.013764214346340654,0.02191058746447652
2011-08_a_2012-07,2011-08,2012-07,2012-08,2013-01,20,DUK,SCG,0.17058635022272028,0.0024832608998282693,0.025898627491253094
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,1,CMS,SCG,0.05973671463289065,-0.003890084505513947,0.014894886599358424
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,2,ED,D,0.07536171481251586,0.004206461991566827,0.016771698954127685
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,3,DTE,PNW,0.08628294476375231,0.005237278463377976,0.01774414570131902
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,4,XEL,SO,0.10299831314034691,0.008078147018582484,0.01852587518545484
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,5,SO,AEE,0.10804196921071707,0.0021831976670583495,0.02059011187224286
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,6,XEL,PNW,0.1164809338225723,0.0012488037463874299,0.021462996727750594
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,7,VZ,WEC,0.12225987992451337,-0.004512468430956854,0.021557251199230357
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,8,PNW,TEG,0.12632044145914278,0.011509211783126836,0.019190726785117348
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,9,MHFI,SPGI,0.1275375447546594,0.015616666012294009,0.016163332946377788
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,10,D,STR,0.12836316480786536,0.00605424915449363,0.021738865039080867
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,11,BF_B,1958Q,0.12933879529589376,0.016044969191914036,0.01596203495479183
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,12,EIX,CMS,0.14429516741154202,0.010014399719526095,0.021723574749183433
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,13,ADP,MDLZ,0.14504057495014422,-0.001790693711572645,0.023923597735181424
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,14,ABT,MKC,0.14793367166942062,0.011715440545433425,0.02119533400233904
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,15,EIX,SCG,0.15369057442751455,0.006124315214012148,0.02392126996571574
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,16,ED,STR,0.15743410530342317,0.010260711146060456,0.02278241719846528
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,17,XEL,DTE,0.15772067927730404,-0.003988474716990547,0.02469624777457322
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,18,L,LLL,0.1581349871067914,0.004941476014871393,0.024556154164328766
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,19,KMB,VZ,0.1594279198275217,-0.011725214803000133,0.022240149620608097
2011-09_a_2012-08,2011-09,2012-08,2012-09,2013-02,20,XEL,TEG,0.16114634379562176,0.012758015529514269,0.02181872492494105
2011-10_a_2012-09,2011-10,2012-09,2012-10,2013-03,1,DTE,SCG,0.0642096174561857,0.003261502543707746,0.015689439804767953
