janela,neg_inicio,neg_fim,ativo1,ativo2,rank,ssd,sigma,n_trades,n_fechados,n_forcados,retorno_total
1990-07_a_1991-06,1991-07,1991-12,GPUI,FPC,1,0.0809542524951894,0.0177321204288234,2,1,1,0.023824471545687897
1990-07_a_1991-06,1991-07,1991-12,FPC,ES,2,0.0979908553019868,0.0185435498825378,3,3,0,0.14177573766491636
1990-07_a_1991-06,1991-07,1991-12,45200Q,CNP,3,0.101924436282843,0.0201818903246399,2,2,0,0.08478402214631497
1990-07_a_1991-06,1991-07,1991-12,SCG,WEC,4,0.1039669079519853,0.020020891613964,3,3,0,0.1308259010432351
1990-07_a_1991-06,1991-07,1991-12,PEG,0961514D,5,0.1040522489389559,0.0170738077923311,2,1,1,0.04126286287608438
1990-07_a_1991-06,1991-07,1991-12,PEG,PPL,6,0.1115805322640426,0.0209446698310325,1,0,1,-0.02741314131887984
1990-07_a_1991-06,1991-07,1991-12,D,ES,7,0.1167627886636637,0.0196291910915544,3,2,1,0.1240293424778739
1990-07_a_1991-06,1991-07,1991-12,EIX,PPL,8,0.133446647926803,0.0225929749147443,1,1,0,0.0589688509865236
1990-07_a_1991-06,1991-07,1991-12,CNP,SO,9,0.1385639291197549,0.0214888960801983,3,2,1,0.08901339994481638
1990-07_a_1991-06,1991-07,1991-12,GPUI,ES,10,0.1405470378757627,0.0214987649185213,3,2,1,0.0917220709067944
1990-07_a_1991-06,1991-07,1991-12,AEP,CEG,11,0.1438760128178273,0.0235321955821525,1,0,1,0.023341185974200762
1990-07_a_1991-06,1991-07,1991-12,45200Q,SO,12,0.1525105009206981,0.0230036218739912,3,2,1,0.10104388919064655
1990-07_a_1991-06,1991-07,1991-12,D,GPUI,13,0.1586069531759903,0.0251696174169978,1,0,1,0.0035591323667356622
1990-07_a_1991-06,1991-07,1991-12,0961514D,PPL,14,0.1618043552990684,0.024012970044073,1,0,1,0.013291973091193565
1990-07_a_1991-06,1991-07,1991-12,ED,PEG,15,0.1622162394241968,0.0254562104106893,2,1,1,0.05140491358889354
1990-07_a_1991-06,1991-07,1991-12,SO,WEC,16,0.1711350777161442,0.0249367150811648,2,1,1,0.06831717140918825
1990-07_a_1991-06,1991-07,1991-12,D,FPC,17,0.1714240187822042,0.0261009802976864,1,0,1,0.04258364202424947
1990-07_a_1991-06,1991-07,1991-12,ED,PPL,18,0.171660856989547,0.0259435467679418,2,2,0,0.1032952657304389
1990-07_a_1991-06,1991-07,1991-12,D,TXU,19,0.1727547594515499,0.0252053336802986,1,0,1,0.009365395440405488
1990-07_a_1991-06,1991-07,1991-12,8375930Q,COP,20,0.1731132722279653,0.0132560810658912,1,0,1,-0.010592023087531488
1990-08_a_1991-07,1991-08,1992-01,PPL,ES,1,0.0732960148998245,0.0169722602649168,6,5,1,0.15185777530352806
1990-08_a_1991-07,1991-08,1992-01,PEG,SO,2,0.07374990911444,0.0165427587879597,2,1,1,-0.11181069579471647
1990-08_a_1991-07,1991-08,1992-01,8375930Q,COP,3,0.0875626495645747,0.0111362398124887,1,0,1,-0.010588031990812818
1990-08_a_1991-07,1991-08,1992-01,GPUI,FPC,4,0.0980878365178341,0.0177989869885565,2,1,1,0.05316487918736257
1990-08_a_1991-07,1991-08,1992-01,D,PPL,5,0.1006595342138325,0.0171068656891184,2,1,1,0.010357186244986938
1990-08_a_1991-07,1991-08,1992-01,SO,FPC,6,0.1135230126892565,0.0196582442709074,4,3,1,0.06994544971638617
1990-08_a_1991-07,1991-08,1992-01,PEG,PPL,7,0.1172213800039116,0.0214681958934644,1,0,1,-0.048691927852252403
1990-08_a_1991-07,1991-08,1992-01,45200Q,CNP,8,0.1208864191719385,0.0200451559085385,3,2,1,0.10605745181504611
1990-08_a_1991-07,1991-08,1992-01,PEG,FPC,9,0.1237602007923897,0.0183934242413221,1,0,1,-0.05841303362631933
1990-08_a_1991-07,1991-08,1992-01,PEG,ES,10,0.1253948925285612,0.0219907874608055,2,1,1,-0.05293140121201778
1990-08_a_1991-07,1991-08,1992-01,GPUI,PPL,11,0.1274222215532745,0.0216934749976427,3,2,1,0.13214499437738825
1990-08_a_1991-07,1991-08,1992-01,D,ES,12,0.1298087956881772,0.0192596556210286,3,3,0,0.14492718136300708
1990-08_a_1991-07,1991-08,1992-01,GPUI,ES,13,0.1311957398058894,0.0215168215163255,3,2,1,0.07714756893775843
1990-08_a_1991-07,1991-08,1992-01,SO,GPUI,14,0.1342037747245967,0.0230715496866373,2,1,1,0.009921716766411515
1990-08_a_1991-07,1991-08,1992-01,PEG,GPUI,15,0.1356557492978254,0.0228799579818183,2,1,1,0.013629704614070981
1990-08_a_1991-07,1991-08,1992-01,PCG,TE,16,0.150633849659016,0.0244086814032155,2,1,1,-0.009694037694190416
1990-08_a_1991-07,1991-08,1992-01,FPC,ES,17,0.1518974801790591,0.0185325497220133,5,4,1,0.15690084903879786
1990-08_a_1991-07,1991-08,1992-01,D,GPUI,18,0.1620075677581098,0.0249678600308798,1,0,1,-0.004130924339269204
1990-08_a_1991-07,1991-08,1992-01,EIX,AYE,19,0.1641167846571534,0.0252627850179814,1,0,1,-0.023744006208778146
1990-08_a_1991-07,1991-08,1992-01,SCG,WEC,20,0.1716932084520976,0.0252784731641639,0,0,0,0.0
1990-09_a_1991-08,1991-09,1992-02,GPUI,FPC,1,0.0963135964232151,0.0191024963192712,1,0,1,-0.0011112259437410232
1990-09_a_1991-08,1991-09,1992-02,PPL,ES,2,0.1100358342457639,0.0186207518282411,5,4,1,0.10963994503030328
1990-09_a_1991-08,1991-09,1992-02,AEP,AYE,3,0.1100997138548791,0.0208470705453233,2,1,1,0.05467475371758179
1990-09_a_1991-08,1991-09,1992-02,PEG,FPC,4,0.1104011409906888,0.0206255132810085,1,0,1,-0.045618231383663166
1990-09_a_1991-08,1991-09,1992-02,CNP,PEG,5,0.1220856166286239,0.0202256193626699,3,2,1,0.03608922890796218
1990-09_a_1991-08,1991-09,1992-02,8375930Q,COP,6,0.1223001234848766,0.0119253276982418,1,0,1,-0.0117965219835936
1990-09_a_1991-08,1991-09,1992-02,FPC,WEC,7,0.1315599953952642,0.0196627020993382,4,3,1,0.11699277632885541
1990-09_a_1991-08,1991-09,1992-02,1005945D,AYE,8,0.1319209422024414,0.0226477680680084,2,1,1,0.05178041529454791
1990-09_a_1991-08,1991-09,1992-02,CIN,AYE,9,0.1459428758728336,0.0240062710699498,1,0,1,0.014389120314017956
1990-09_a_1991-08,1991-09,1992-02,GPUI,WEC,10,0.1468036024155026,0.0230276185431152,1,0,1,0.00875203216284759
1990-09_a_1991-08,1991-09,1992-02,D,ES,11,0.1478619328893273,0.0205346782375235,4,3,1,0.13672149965824176
1990-09_a_1991-08,1991-09,1992-02,FPC,TEG,12,0.1497575634851955,0.0240453305817179,3,3,0,0.12906710008471955
1990-09_a_1991-08,1991-09,1992-02,CNP,SO,13,0.1520657203864175,0.0235724955450332,2,2,0,0.07767489158311025
1990-09_a_1991-08,1991-09,1992-02,PEG,SO,14,0.1563926560108939,0.0192614887604312,2,1,1,-0.02476850631019989
1990-09_a_1991-08,1991-09,1992-02,GPUI,TEG,15,0.1684556238154755,0.0259062987629914,4,3,1,0.18158301414469646
1990-09_a_1991-08,1991-09,1992-02,CEG,ES,16,0.1774049849610719,0.0265807677562907,2,1,1,0.018983841440678773
1990-09_a_1991-08,1991-09,1992-02,PEG,GPUI,17,0.1778107227427199,0.0266105126203669,1,0,1,0.001731002881018795
1990-09_a_1991-08,1991-09,1992-02,UEP,SCG,18,0.1778991918110932,0.0248173871548661,2,2,0,0.0852117063811394
1990-09_a_1991-08,1991-09,1992-02,DTE,TXU,19,0.1792773251476092,0.0246933979900195,2,2,0,0.09848482873083864
1990-09_a_1991-08,1991-09,1992-02,AEP,PPL,20,0.1810343311775568,0.0196703091048381,2,2,0,0.09595442161433743
1990-10_a_1991-09,1991-10,1992-03,AEP,PPL,1,0.0996099961195113,0.0196670424540223,5,4,1,0.18856012947141998
1990-10_a_1991-09,1991-10,1992-03,FPC,WEC,2,0.1004073272195,0.0199222500367058,3,2,1,0.06216944634988575
1990-10_a_1991-09,1991-10,1992-03,PEG,SO,3,0.1319450684821959,0.0204689531370153,1,0,1,-0.1068170156222713
1990-10_a_1991-09,1991-10,1992-03,UEP,FPC,4,0.1338525834725032,0.0208502112190846,2,1,1,0.04738980611341226
1990-10_a_1991-09,1991-10,1992-03,AYE,ES,5,0.14629580632743,0.0208326697187707,3,2,1,0.07188215322730551
1990-10_a_1991-09,1991-10,1992-03,PPW,DTE,6,0.1504633735402194,0.0239730451146765,1,0,1,-0.019484893890348687
1990-10_a_1991-09,1991-10,1992-03,D,ES,7,0.1553731566037868,0.0222739056388831,3,2,1,0.0759384323823088
1990-10_a_1991-09,1991-10,1992-03,GPUI,PPL,8,0.1562819846540151,0.0220456050592621,2,1,1,0.06203504046268682
1990-10_a_1991-09,1991-10,1992-03,45200Q,PEG,9,0.1570825518125502,0.0241941816788554,1,0,1,-0.07302533200653982
1990-10_a_1991-09,1991-10,1992-03,FPC,TEG,10,0.1572230626401278,0.0249690327939274,3,2,1,0.11220858539963308
1990-10_a_1991-09,1991-10,1992-03,PEG,0961514D,11,0.1588813981820749,0.019843957395733,1,0,1,-0.0696794908929318
1990-10_a_1991-09,1991-10,1992-03,PEG,FPC,12,0.1603783466388222,0.0220549494317882,1,0,1,-0.0180312057588482
1990-10_a_1991-09,1991-10,1992-03,CIN,AYE,13,0.17107200599105,0.0246744335004276,1,0,1,0.010476076488175612
1990-10_a_1991-09,1991-10,1992-03,D,PPL,14,0.1768514556828222,0.0182053538150804,2,2,0,0.0682780202222818
1990-10_a_1991-09,1991-10,1992-03,AEP,GPUI,15,0.1784050870961664,0.0223122049940814,2,2,0,0.09935106803418248
1990-10_a_1991-09,1991-10,1992-03,ED,FPC,16,0.1793449703812939,0.026381445807801,5,4,1,0.2279237235872852
1990-10_a_1991-09,1991-10,1992-03,UEP,WEC,17,0.1801983868499519,0.0253281473011086,1,1,0,0.03827271606538274
1990-10_a_1991-09,1991-10,1992-03,TEG,WEC,18,0.1814846267245684,0.0267678497386265,2,2,0,0.11014908318705674
1990-10_a_1991-09,1991-10,1992-03,D,GPUI,19,0.1841212842191453,0.0259216867092436,1,0,1,0.024562836032558266
1990-10_a_1991-09,1991-10,1992-03,PCG,TE,20,0.1843112765619707,0.0267459333346662,2,1,1,0.056266875788696935
1990-11_a_1991-10,1991-11,1992-04,PPL,FPC,1,0.0776908846821697,0.0172749454478324,3,2,1,0.11238772651256379
1990-11_a_1991-10,1991-11,1992-04,PPL,ES,2,0.0836184350671374,0.0170588434566287,6,5,1,0.19375599921351638
1990-11_a_1991-10,1991-11,1992-04,FPC,ES,3,0.0838136378949911,0.0179458703718136,2,1,1,0.046758927727832855
1990-11_a_1991-10,1991-11,1992-04,BLS,3054Q,4,0.0878669100732736,0.0184238959992052,2,1,1,0.05140443651846238
1990-11_a_1991-10,1991-11,1992-04,AYE,SCG,5,0.0966845413357759,0.0189013508809578,3,2,1,0.08202489814423353
1990-11_a_1991-10,1991-11,1992-04,45200Q,CNP,6,0.1038781526323191,0.0197004969780437,3,2,1,0.09196735923936328
1990-11_a_1991-10,1991-11,1992-04,CIN,SCG,7,0.1041245349011887,0.020210486306798,1,0,1,-0.0313257023232667
1990-11_a_1991-10,1991-11,1992-04,8375930Q,COP,8,0.10710367543561,0.0121748378665783,1,0,1,-0.011815680732823242
1990-11_a_1991-10,1991-11,1992-04,XEL,UEP,9,0.1104085645345094,0.0204879272125687,4,3,1,0.09773702226289838
1990-11_a_1991-10,1991-11,1992-04,AEP,TEG,10,0.116345190355787,0.0213574924703405,4,4,0,0.1713206419610337
1990-11_a_1991-10,1991-11,1992-04,UEP,FPC,11,0.1169502618770366,0.0205275272715084,1,1,0,0.03708953074318455
1990-11_a_1991-10,1991-11,1992-04,FPC,AYE,12,0.1170483632130299,0.0206212364740126,4,4,0,0.15981650291486493
1990-11_a_1991-10,1991-11,1992-04,SO,0961514D,13,0.1205065960347155,0.0217475838969416,2,1,1,0.05361154268771606
1990-11_a_1991-10,1991-11,1992-04,AEP,CNP,14,0.1248718035279807,0.0216315693270997,2,1,1,0.013171803539260729
1990-11_a_1991-10,1991-11,1992-04,45200Q,AEP,15,0.1259362690068428,0.0199112561802572,3,2,1,0.08528173214591905
1990-11_a_1991-10,1991-11,1992-04,AEP,GPUI,16,0.1269441620931957,0.0195314445670685,2,1,1,0.024460824261145264
1990-11_a_1991-10,1991-11,1992-04,45200Q,D,17,0.1300100671845712,0.0177579416370944,2,2,0,0.06429131849779013
1990-11_a_1991-10,1991-11,1992-04,UEP,AYE,18,0.137480751245107,0.0195378987832586,2,1,1,0.06663148083009962
1990-11_a_1991-10,1991-11,1992-04,PPW,DTE,19,0.1416558037308277,0.020347072510929,1,0,1,-0.10103156251516598
1990-11_a_1991-10,1991-11,1992-04,CIN,AYE,20,0.1421554730634397,0.0235652753084279,1,0,1,-0.002262147418136906
1990-12_a_1991-11,1991-12,1992-05,FPC,ES,1,0.0844981942930189,0.0176751085385994,1,0,1,-0.002446792006888021
1990-12_a_1991-11,1991-12,1992-05,FPC,WEC,2,0.0885858240790185,0.0183941936019274,1,0,1,-0.01137587201021184
1990-12_a_1991-11,1991-12,1992-05,BLS,3054Q,3,0.0969809267733126,0.0184539516677107,2,1,1,0.07341378679369037
1990-12_a_1991-11,1991-12,1992-05,PPL,ES,4,0.0980407289609957,0.0168032941918466,5,4,1,0.14758049859432376
1990-12_a_1991-11,1991-12,1992-05,XEL,UEP,5,0.0987054795652966,0.0198258140552382,3,2,1,0.11558567886683224
1990-12_a_1991-11,1991-12,1992-05,AEP,PPL,6,0.1004080804102613,0.0176136810553391,3,2,1,0.0749857732095548
1990-12_a_1991-11,1991-12,1992-05,PEG,0961514D,7,0.1023929647678869,0.0193115856244145,1,0,1,-0.04746195110781837
1990-12_a_1991-11,1991-12,1992-05,AYE,SCG,8,0.1057178467768835,0.0204180824622498,3,2,1,0.08308778273319828
1990-12_a_1991-11,1991-12,1992-05,AEP,GPUI,9,0.1119789871019065,0.0207199269581718,2,1,1,0.08020629522537603
1990-12_a_1991-11,1991-12,1992-05,WEC,ES,10,0.113315748671539,0.0212188194907447,3,3,0,0.12830551246844313
1990-12_a_1991-11,1991-12,1992-05,1005945D,SCG,11,0.1136921598580329,0.0200419082856614,1,1,0,0.04318167088771441
1990-12_a_1991-11,1991-12,1992-05,FPC,TE,12,0.1144577964961399,0.0211571753258041,2,1,1,0.062171567189158505
1990-12_a_1991-11,1991-12,1992-05,300583Q,COP,13,0.1159987016592367,0.0214158939004653,1,1,0,0.06192429406078537
1990-12_a_1991-11,1991-12,1992-05,AEP,CNP,14,0.119065277908362,0.0216014059442038,1,0,1,-0.02550433678772046
1990-12_a_1991-11,1991-12,1992-05,8375930Q,COP,15,0.1208029785235567,0.011797469413212,1,0,1,-0.011631770373343286
1990-12_a_1991-11,1991-12,1992-05,UEP,AYE,16,0.1241505636328383,0.0221569092087929,2,2,0,0.07483810983698247
1990-12_a_1991-11,1991-12,1992-05,45200Q,DTE,17,0.126996176410671,0.019190121861077,3,2,1,0.021908385180128054
1990-12_a_1991-11,1991-12,1992-05,PCG,UEP,18,0.1276433365904949,0.0223498039805588,2,1,1,0.027308525965227592
1990-12_a_1991-11,1991-12,1992-05,PPL,WEC,19,0.1338422454174406,0.0200198440424087,3,2,1,0.082196199538771
1990-12_a_1991-11,1991-12,1992-05,SO,PPL,20,0.1353756094265463,0.0226558970119108,1,0,1,-0.05862474775335447
1991-01_a_1991-12,1992-01,1992-06,AEP,FPC,1,0.081701452138077,0.0179433842319629,3,3,0,0.10155468190256145
1991-01_a_1991-12,1992-01,1992-06,FPC,WEC,2,0.0962719929573268,0.018174687223874,1,0,1,-0.001451287242162591
1991-01_a_1991-12,1992-01,1992-06,45200Q,FPC,3,0.0978959146137867,0.0188644244249416,2,1,1,-0.004930250833450112
1991-01_a_1991-12,1992-01,1992-06,AEP,WEC,4,0.0979960432446205,0.0177018154456514,3,2,1,0.04754889386364192
1991-01_a_1991-12,1992-01,1992-06,D,UEP,5,0.099931375921642,0.0191614793300585,2,1,1,0.07336444290944844
1991-01_a_1991-12,1992-01,1992-06,NEE,AYE,6,0.1010348906320359,0.0196821041404545,2,2,0,0.08950584142238949
1991-01_a_1991-12,1992-01,1992-06,AEP,ES,7,0.102250535382609,0.0176014314746154,4,3,1,0.11074734983098167
1991-01_a_1991-12,1992-01,1992-06,45200Q,DTE,8,0.106745235480389,0.0203776977115085,2,1,1,-0.05425884948137183
1991-01_a_1991-12,1992-01,1992-06,XEL,UEP,9,0.1094278634772081,0.0205977995857823,2,2,0,0.08723691033946113
1991-01_a_1991-12,1992-01,1992-06,45200Q,D,10,0.1102248059327166,0.0203284257246658,4,3,1,0.1354051488601239
1991-01_a_1991-12,1992-01,1992-06,D,DTE,11,0.1104905845381836,0.0208410077578236,2,1,1,-0.018040756616202636
1991-01_a_1991-12,1992-01,1992-06,FPC,ES,12,0.1136578430176769,0.017985103841211,1,0,1,0.012617075149182866
1991-01_a_1991-12,1992-01,1992-06,45200Q,ES,13,0.1138696066332158,0.0205106123928981,3,2,1,0.0743217469482389
1991-01_a_1991-12,1992-01,1992-06,PEG,0961514D,14,0.1198822135587533,0.0217179357281532,1,0,1,0.010186484162073572
1991-01_a_1991-12,1992-01,1992-06,PCG,UEP,15,0.120992666707707,0.0211651867586168,2,1,1,0.03836209269908375
1991-01_a_1991-12,1992-01,1992-06,PPL,TE,16,0.121732904962414,0.0218693229244787,2,1,1,0.02897853821826779
1991-01_a_1991-12,1992-01,1992-06,45200Q,AEP,17,0.1257317502557953,0.0219362561618659,2,1,1,-0.013941764552184988
1991-01_a_1991-12,1992-01,1992-06,300583Q,COP,18,0.1270105358629507,0.0220675221365737,1,1,0,0.06192429406078537
1991-01_a_1991-12,1992-01,1992-06,DTE,ES,19,0.1302196427183162,0.0225716315959111,2,1,1,0.006608754725384691
1991-01_a_1991-12,1992-01,1992-06,1005945D,SCG,20,0.1312634266217855,0.0226331818826952,2,1,1,0.052491575704191495
1991-02_a_1992-01,1992-02,1992-07,PPL,FPC,1,0.0634791516507675,0.0155985886356966,3,2,1,0.042104293653516534
1991-02_a_1992-01,1992-02,1992-07,PPL,WEC,2,0.0719461863309334,0.0167218372660657,4,4,0,0.1342555390920569
1991-02_a_1992-01,1992-02,1992-07,PPL,ES,3,0.0837607641307158,0.0181790760036109,4,4,0,0.17132696542344727
1991-02_a_1992-01,1992-02,1992-07,FPC,WEC,4,0.0870361240670263,0.0185775774934211,1,0,1,-0.0056747926631051104
1991-02_a_1992-01,1992-02,1992-07,FPC,ES,5,0.100498911566774,0.0194993818114616,1,0,1,0.004393930203406504
1991-02_a_1992-01,1992-02,1992-07,USW,BLS,6,0.1098167213604028,0.016488067058514,2,1,1,0.07027516100459608
1991-02_a_1992-01,1992-02,1992-07,45200Q,DTE,7,0.1146773157917095,0.0209406214680793,2,1,1,-0.059570439870495706
1991-02_a_1992-01,1992-02,1992-07,PCG,UEP,8,0.1164838983311256,0.021492386384089,1,0,1,-0.015970655231669184
1991-02_a_1992-01,1992-02,1992-07,45200Q,PPL,9,0.1186352173435807,0.0187613850834699,2,1,1,0.04620025789134519
1991-02_a_1992-01,1992-02,1992-07,AYE,TE,10,0.1195248728460001,0.0208218264910906,3,2,1,0.07793348286304735
1991-02_a_1992-01,1992-02,1992-07,AEP,FPC,11,0.12172726122742,0.0182212744665476,3,3,0,0.1070783666395555
1991-02_a_1992-01,1992-02,1992-07,AEP,WEC,12,0.125036309171719,0.0182339732518214,2,1,1,0.02928109685448832
1991-02_a_1992-01,1992-02,1992-07,45200Q,ES,13,0.1262317677397959,0.0202562691713127,3,2,1,0.09495143323102351
1991-02_a_1992-01,1992-02,1992-07,AEP,PPL,14,0.1267797695800254,0.0164760685719222,3,2,1,0.061663982302714415
1991-02_a_1992-01,1992-02,1992-07,45200Q,FPC,15,0.1333993199650649,0.0183881097502304,2,1,1,-0.0006343863714448617
1991-02_a_1992-01,1992-02,1992-07,EIX,AYE,16,0.1366187892319885,0.0225416867081308,2,1,1,0.1008157044302549
1991-02_a_1992-01,1992-02,1992-07,FPC,AYE,17,0.1371082453970302,0.0204975487482725,4,3,1,0.1523983170997032
1991-02_a_1992-01,1992-02,1992-07,WEC,ES,18,0.1376374712735923,0.0230586174144696,4,4,0,0.17570421923652868
1991-02_a_1992-01,1992-02,1992-07,D,AYE,19,0.138236561514077,0.0233992167867033,2,1,1,0.043716937449597926
1991-02_a_1992-01,1992-02,1992-07,PEG,0961514D,20,0.1418511339666111,0.0236742008871195,1,0,1,0.0112944554298543
1991-03_a_1992-02,1992-03,1992-08,PPL,WEC,1,0.0701750964587972,0.0162393596204832,4,4,0,0.12915988281136737
1991-03_a_1992-02,1992-03,1992-08,PPL,SCG,2,0.0728424722502723,0.0170010512519988,1,0,1,-0.027090779038860258
1991-03_a_1992-02,1992-03,1992-08,AEP,FPC,3,0.0766031805287639,0.0172803390712054,4,3,1,0.07867392989848121
1991-03_a_1992-02,1992-03,1992-08,AEP,PPL,4,0.0830738741761933,0.0160541993942633,3,2,1,0.032183237863583236
1991-03_a_1992-02,1992-03,1992-08,PPL,FPC,5,0.0906096461349079,0.0155872681024686,1,0,1,0.0030424421830503867
1991-03_a_1992-02,1992-03,1992-08,USW,BLS,6,0.0963144404296372,0.016451809737279,3,2,1,0.10648523239473284
1991-03_a_1992-02,1992-03,1992-08,PPL,AYE,7,0.0983649328534284,0.0196558498642002,2,1,1,0.05058455016181096
1991-03_a_1992-02,1992-03,1992-08,8375930Q,COP,8,0.102432304017725,0.010912223091202,1,0,1,-0.021803790831918968
1991-03_a_1992-02,1992-03,1992-08,AEP,SCG,9,0.1091689572690484,0.0190726317966035,2,2,0,0.07441207032764763
1991-03_a_1992-02,1992-03,1992-08,DTE,FPC,10,0.1136370594991831,0.019541643254333,2,1,1,0.01261131467160026
1991-03_a_1992-02,1992-03,1992-08,SCG,WEC,11,0.1161907740170136,0.0210989490727609,1,0,1,-0.0036225327682701813
1991-03_a_1992-02,1992-03,1992-08,AYE,SCG,12,0.1178150726273088,0.0215157136070082,1,0,1,-0.006866822483190149
1991-03_a_1992-02,1992-03,1992-08,FPC,SCG,13,0.1184015418322133,0.0188787401252541,1,0,1,0.0045945733846765036
1991-03_a_1992-02,1992-03,1992-08,AEP,WEC,14,0.1227487075001363,0.0183103150368672,2,1,1,0.0063013343265919675
1991-03_a_1992-02,1992-03,1992-08,DUK,FPC,15,0.1232673646863986,0.0201968066935242,1,0,1,0.008871094079465625
1991-03_a_1992-02,1992-03,1992-08,AYE,WEC,16,0.1241590735929776,0.0221199014575371,1,1,0,0.04457287700587653
1991-03_a_1992-02,1992-03,1992-08,45200Q,NEE,17,0.1244979292223433,0.0218524710487163,1,0,1,-0.036347697246661315
1991-03_a_1992-02,1992-03,1992-08,D,UEP,18,0.1259639655105502,0.0221671240287085,1,0,1,0.007066011180960841
1991-03_a_1992-02,1992-03,1992-08,45200Q,D,19,0.1259670572469531,0.019200239484638,4,3,1,0.11238264560722666
1991-03_a_1992-02,1992-03,1992-08,CEG,TE,20,0.1324623409238938,0.0207928344559219,3,2,1,0.07836943849504663
1991-04_a_1992-03,1992-04,1992-09,AEP,PPL,1,0.0651757874622944,0.0158383654583586,2,1,1,0.025384138560307967
1991-04_a_1992-03,1992-04,1992-09,AEP,TXU,2,0.0675604086389967,0.016132628726851,4,3,1,0.09825327316467736
1991-04_a_1992-03,1992-04,1992-09,AEP,FPC,3,0.0826030011974126,0.0175600276204211,2,1,1,0.0070858376330248385
1991-04_a_1992-03,1992-04,1992-09,TXU,PPL,4,0.0863394561515633,0.0184368951271388,1,0,1,-0.006329136031533067
1991-04_a_1992-03,1992-04,1992-09,PPL,FPC,5,0.0906412006058872,0.0177363819996384,2,2,0,0.06512590837502075
1991-04_a_1992-03,1992-04,1992-09,TXU,FPC,6,0.0928766339762887,0.0179842546233736,3,2,1,0.08182339256614535
1991-04_a_1992-03,1992-04,1992-09,USW,BLS,7,0.0938917678606685,0.017854499735375,3,2,1,0.1365916700052623
1991-04_a_1992-03,1992-04,1992-09,FPC,AYE,8,0.1017694722995656,0.0188490816367055,1,1,0,0.03795563316148198
1991-04_a_1992-03,1992-04,1992-09,CEG,DTE,9,0.1043335736840163,0.0202588872841723,2,1,1,0.040599571635276166
1991-04_a_1992-03,1992-04,1992-09,DTE,FPC,10,0.1162923948381831,0.0200266870787442,2,1,1,-0.0030862627480072735
1991-04_a_1992-03,1992-04,1992-09,CEG,SCG,11,0.1165850109953225,0.019453116798077,2,2,0,0.08719605295228927
1991-04_a_1992-03,1992-04,1992-09,CEG,FPC,12,0.1179722490601307,0.0203991197920697,3,2,1,0.07841835904405059
1991-04_a_1992-03,1992-04,1992-09,DUK,PPL,13,0.124631371321584,0.020744387601492,2,1,1,0.07631796538683866
1991-04_a_1992-03,1992-04,1992-09,8375930Q,COP,14,0.1259336923151295,0.0107563767547345,1,0,1,-0.010197043879864198
1991-04_a_1992-03,1992-04,1992-09,CEG,AYE,15,0.1263291492767848,0.0223004995071059,2,1,1,0.04648679174416748
1991-04_a_1992-03,1992-04,1992-09,DUK,FPC,16,0.130565883743202,0.0226370404752058,1,0,1,0.03795396745783963
1991-04_a_1992-03,1992-04,1992-09,BLS,3054Q,17,0.1315152888477655,0.0216665611214738,3,2,1,0.1086909130399587
1991-04_a_1992-03,1992-04,1992-09,PPL,AYE,18,0.1335309913968103,0.0187204995320662,2,2,0,0.08383013191763167
1991-04_a_1992-03,1992-04,1992-09,DUK,AYE,19,0.1347743516004129,0.0223759826943808,1,1,0,0.03876979116855117
1991-04_a_1992-03,1992-04,1992-09,1005945D,GPUI,20,0.1359077399341686,0.0224919650968852,1,0,1,-0.04024466580910602
1991-05_a_1992-04,1992-05,1992-10,8375930Q,COP,1,0.0779544332391992,0.0106160857026267,1,0,1,-0.010191866734220345
1991-05_a_1992-04,1992-05,1992-10,PPL,WEC,2,0.0795312974607895,0.0163193346829755,5,4,1,0.11601492608376418
1991-05_a_1992-04,1992-05,1992-10,AEP,FPC,3,0.0827397072037001,0.0176088896924284,2,1,1,0.0031847440050687403
1991-05_a_1992-04,1992-05,1992-10,RDPL,XOM,4,0.1008581141938975,0.0196340432528283,2,2,0,0.11198242568728456
1991-05_a_1992-04,1992-05,1992-10,PPL,AYE,5,0.1041298924386637,0.0187855193600515,2,2,0,0.084174062198903
1991-05_a_1992-04,1992-05,1992-10,CEG,SCG,6,0.1099087001020961,0.0200808277989809,3,2,1,0.09018016220302805
1991-05_a_1992-04,1992-05,1992-10,45200Q,PPL,7,0.1172398578530646,0.0153448155765608,2,2,0,0.057402240858197895
1991-05_a_1992-04,1992-05,1992-10,45200Q,AEP,8,0.1214778603416562,0.0206851660165107,1,0,1,-0.03355727684606569
1991-05_a_1992-04,1992-05,1992-10,AYE,SCG,9,0.1292149731174277,0.0225740542096945,1,0,1,-0.01379794506557075
1991-05_a_1992-04,1992-05,1992-10,AYE,WEC,10,0.1303035286375689,0.0226826079501811,2,1,1,0.06224273314777651
1991-05_a_1992-04,1992-05,1992-10,45200Q,FPC,11,0.1324555451666356,0.0226684256346409,1,1,0,0.06131443885922716
1991-05_a_1992-04,1992-05,1992-10,CEG,DTE,12,0.1336964819493005,0.0229141116243905,2,1,1,0.05174485381237359
1991-05_a_1992-04,1992-05,1992-10,D,DTE,13,0.1361793326617544,0.0228320464385618,1,0,1,-0.06179269983585167
1991-05_a_1992-04,1992-05,1992-10,FPC,TE,14,0.1386828262295694,0.0223167791898622,2,1,1,0.038212754142198824
