date,JWN
2019-06-14,27.410550638
2019-06-17,27.2928727144
2019-06-18,27.0070834713
2019-06-19,27.8812623325
2019-06-20,27.9148845964
2019-06-21,28.0745903499
2019-06-24,27.4693895998
2019-06-25,27.5450396936
2019-06-26,27.0659224331
2019-06-27,26.4355049851
2019-06-28,26.78013319
2019-07-01,26.469127249
2019-07-02,26.0152266865
2019-07-03,26.2673936657
2019-07-05,26.8809999817
2019-07-08,26.7465109261
2019-07-09,25.9900099885
2019-07-10,25.4940815961
2019-07-11,25.6958151795
2019-07-12,26.3598548914
2019-07-15,26.1833380059
2019-07-16,26.0656600823
2019-07-17,25.0317754676
2019-07-18,24.6871472627
2019-07-19,24.9813420718
2019-07-22,24.1744077384
2019-07-23,24.4349802835
2019-07-24,25.233509051
2019-07-25,25.4772704642
2019-07-26,25.6369762177
2019-07-29,26.0068211205
2019-07-30,25.7966819712
2019-07-31,27.8308289366
2019-08-01,25.9143598948
2019-08-02,25.8807376309
2019-08-05,25.3848092385
2019-08-06,25.6790040475
2019-08-07,25.3427814086
2019-08-08,25.3259702767
2019-08-09,24.6283083009
2019-08-12,24.0483242488
2019-08-13,24.4770081134
2019-08-14,21.8712826618
2019-08-15,21.3081097416
2019-08-16,21.2828930437
2019-08-19,21.9385271896
2019-08-20,21.1399984221
2019-08-21,22.3083720924
2019-08-22,25.847115367
2019-08-23,24.0147019849
2019-08-26,24.2500578321
2019-08-27,23.4431234987
2019-08-28,24.1239743425
2019-08-29,24.7964196204
2019-08-30,24.6602223276
2019-09-03,24.1579948104
2019-09-04,25.1198881908
2019-09-05,26.4478117956
2019-09-06,26.4478117956
2019-09-09,27.8949080316
2019-09-10,29.1462206592
2019-09-11,29.835719454
2019-09-12,29.4696892296
2019-09-13,29.622911184
2019-09-16,30.2783606556
2019-09-17,27.324581868
2019-09-18,27.7416860772
2019-09-19,27.367143522
2019-09-20,27.367143522
2019-09-23,27.537390138
2019-09-24,27.282020214
2019-09-25,27.4437544992
2019-09-26,27.4011928452
2019-09-27,27.9970560012
2019-09-30,28.6610178036
2019-10-01,28.4992835184
2019-10-02,27.1032612672
2019-10-03,27.3586311912
2019-10-04,27.6565627692
2019-10-07,28.1502779556
2019-10-08,28.0566423168
2019-10-09,28.175814948
2019-10-10,28.7376287808
2019-10-11,29.7761331384
2019-10-14,29.5207632144
2019-10-15,30.2017496784
2019-10-16,29.6739851688
2019-10-17,29.8272071232
2019-10-18,29.4356399064
2019-10-21,30.3975332868
2019-10-22,31.4360376444
2019-10-23,31.197692382
2019-10-24,30.8827361424
2019-10-25,31.6914075684
2019-10-28,32.3809063632
2019-10-29,31.5892595988
2019-10-30,29.9719167468
2019-10-31,30.559267572
2019-11-01,31.2317417052
2019-11-04,31.325377344
2019-11-05,31.0614950892
2019-11-06,31.2657910284
2019-11-07,31.6062842604
2019-11-08,31.197692382
2019-11-11,31.8616541844
2019-11-12,31.410500652
2019-11-13,31.6488459144
2019-11-14,32.1936350856
2019-11-15,32.3809063632
2019-11-18,32.2361967396
2019-11-19,30.21877434
2019-11-20,28.899363066
2019-11-21,29.2143193056
2019-11-22,32.304295386
2019-11-25,32.6533009488
2019-11-26,32.5000789944
2019-11-27,32.9342078652
2019-11-29,32.8052900369
2019-12-02,32.2638351581
2019-12-03,31.4559501009
2019-12-04,32.3841584645
2019-12-05,32.1521063736
2019-12-06,32.2810242019
2019-12-09,33.4412846564
2019-12-10,33.544418919
2019-12-11,33.3725284813
2019-12-12,34.1116573635
2019-12-13,32.9857749965
2019-12-16,33.398312047
2019-12-17,33.7678764881
2019-12-18,34.7906245924
2019-12-19,35.0140821615
2019-12-20,34.9453259864
2019-12-23,35.0054876396
2019-12-24,34.7390574611
2019-12-26,35.3664575588
2019-12-27,35.1515945116
2019-12-30,34.9453259864
2019-12-31,35.1773780773
2020-01-02,34.4726272827
2020-01-03,34.2749532793
2020-01-06,35.2203506867
2020-01-07,36.0883973971
2020-01-08,36.2173152254
2020-01-09,36.2688823567
2020-01-10,35.8821288719
2020-01-13,35.8133726968
2020-01-14,35.6672658248
2020-01-15,34.7304629392
2020-01-16,34.7992191143
2020-01-17,34.670301286
2020-01-21,34.1116573635
2020-01-22,34.2749532793
2020-01-23,33.8108490975
2020-01-24,33.2350161312
2020-01-27,32.8998297776
2020-01-28,33.097503781
2020-01-29,33.1060983029
2020-01-30,33.2350161312
2020-01-31,31.6794076699
2020-02-03,32.2466461143
2020-02-04,32.9170188214
2020-02-05,34.7734355487
2020-02-06,34.1976025823
2020-02-07,32.7623174275
2020-02-10,32.573237946
2020-02-11,33.0803147372
2020-02-12,34.1374409291
2020-02-13,33.8624162288
2020-02-14,34.6187341547
2020-02-18,34.3351149325
2020-02-19,34.82500268
2020-02-20,35.3062959056
2020-02-21,34.8421917237
2020-02-24,33.4928517877
2020-02-25,31.6278405386
2020-02-26,31.2668706194
2020-02-27,30.1152046867
2020-02-28,29.8229909426
2020-03-02,29.5823443298
2020-03-03,28.7400811851
2020-03-04,28.2587879595
2020-03-05,25.2421107777
2020-03-06,24.9584915554
2020-03-09,23.342721441
2020-03-10,23.6215445414
2020-03-11,20.9378721996
2020-03-12,17.3218851156
2020-03-13,18.8118460586
2020-03-16,14.9780284274
2020-03-17,16.3111513764
2020-03-18,17.2173264529
2020-03-19,18.5155965144
2020-03-20,15.561814294
2020-03-23,13.6013393689
2020-03-24,16.1717398262
2020-03-25,15.9103431695
2020-03-26,15.6228068472
2020-03-27,13.9498682445
2020-03-30,13.749464141
2020-03-31,13.3660823779
2020-04-01,11.5798718906
2020-04-02,11.4840264499
2020-04-03,11.3707545653
2020-04-06,14.1154194604
2020-04-07,15.718652288
2020-04-08,16.5551215893
2020-04-09,18.5765890676
2020-04-13,17.8098255414
2020-04-14,17.4700098877
2020-04-15,15.8144977288
2020-04-16,14.9431755399
2020-04-17,16.3808571516
2020-04-20,15.1610060871
2020-04-21,14.5336541111
2020-04-22,14.2199781231
2020-04-23,15.2829911935
2020-04-24,15.5443878502
2020-04-27,17.6617007693
2020-04-28,17.9666635354
2020-04-29,17.75754621
2020-04-30,16.3634307078
2020-05-01,15.3875498562
2020-05-04,15.561814294
2020-05-05,15.1087267557
2020-05-06,14.934462318
2020-05-07,15.0651606463
2020-05-08,15.7099390661
2020-05-11,14.9170358742
2020-05-12,14.0805665728
2020-05-13,13.5054939281
2020-05-14,13.6013393689
2020-05-15,14.2635442325
2020-05-18,14.4726615578
2020-05-19,13.7233244754
2020-05-20,13.1569650526
2020-05-21,13.9324418007
2020-05-22,13.6449054784
2020-05-26,14.6469259956
2020-05-27,17.1127677902
2020-05-28,15.7883580631
2020-05-29,14.0544269072
2020-06-01,14.4552351141
2020-06-02,15.4921085189
2020-06-03,16.9297901306
2020-06-04,18.5853022895
2020-06-05,19.7093079132
2020-06-08,20.5283507708
2020-06-09,18.4981700706
2020-06-10,17.0256355714
2020-06-11,14.9431755399
2020-06-12,15.3614101905
2020-06-15,15.0477342025
2020-06-16,16.9907826838
2020-06-17,16.0497547198
2020-06-18,15.875490282
2020-06-19,14.8734697647
2020-06-22,14.9954548712
2020-06-23,14.9867416493
2020-06-24,13.9150153569
2020-06-25,13.3922220436
2020-06-26,12.7997229551
2020-06-29,13.7581773629
2020-06-30,13.4967807063
2020-07-01,13.200531162
2020-07-02,13.5054939281
2020-07-06,13.7930302505
2020-07-07,13.278950159
2020-07-08,14.0108607977
2020-07-09,13.3225162685
2020-07-10,13.7320376973
2020-07-13,13.3747955998
2020-07-14,13.0349799461
2020-07-15,14.0370004634
2020-07-16,13.9237285788
2020-07-17,13.1308253869
2020-07-20,12.7561568457
2020-07-21,13.671045144
2020-07-22,13.1918179401
2020-07-23,13.4706410406
2020-07-24,13.122112165
2020-07-27,12.3117825293
2020-07-28,12.3902015263
2020-07-29,12.5818924079
2020-07-30,12.1636577572
2020-07-31,11.9284007662
2020-08-03,12.3640618607
2020-08-04,12.6864510706
2020-08-05,13.6361922565
2020-08-06,13.3138030466
2020-08-07,13.9411550226
2020-08-10,14.7253449926
2020-08-11,14.7166317707
2020-08-12,14.7253449926
2020-08-13,14.6120731081
2020-08-14,14.9170358742
2020-08-17,14.9257490961
2020-08-18,13.4619278187
2020-08-19,13.4183617093
2020-08-20,12.8694287302
2020-08-21,12.6167452955
2020-08-24,13.5664864814
2020-08-25,13.5403468157
2020-08-26,12.7997229551
2020-08-27,12.886855174
2020-08-28,13.6623319222
2020-08-31,13.9411550226
2020-09-01,13.2266708277
2020-09-02,13.5751997033
2020-09-03,13.8017434724
2020-09-04,14.1851252355
2020-09-08,14.2199781231
2020-09-09,13.4183617093
2020-09-10,13.0262667242
2020-09-11,12.6080320736
2020-09-14,13.1308253869
2020-09-15,12.8258626208
2020-09-16,13.1308253869
2020-09-17,13.0175535024
2020-09-18,12.6167452955
2020-09-21,11.5363057812
2020-09-22,11.3010487902
2020-09-23,10.6562703704
2020-09-24,10.5604249296
2020-09-25,10.3861604918
2020-09-28,10.691123258
2020-09-29,10.2728886073
2020-09-30,10.3861604918
2020-10-01,10.9786595803
2020-10-02,11.1529240181
2020-10-05,11.6060115563
2020-10-06,11.240056237
2020-10-07,11.4230338966
2020-10-08,12.3466354169
2020-10-09,12.0765255383
2020-10-12,11.8238421035
2020-10-13,11.6408644439
2020-10-14,11.5101661155
2020-10-15,11.7279966628
2020-10-16,11.2661959026
2020-10-19,10.6039910391
2020-10-20,10.7259761455
2020-10-21,10.847961252
2020-10-22,11.8238421035
2020-10-23,12.4860469671
2020-10-26,11.5363057812
2020-10-27,10.9612331365
2020-10-28,10.769542255
2020-10-29,10.6388439266
2020-10-30,10.5429984858
2020-11-02,10.612704261
2020-11-03,11.6408644439
2020-11-04,10.8915273614
2020-11-05,11.0396521335
2020-11-06,11.1877769056
2020-11-09,14.0805665728
2020-11-10,15.4485424094
2020-11-11,14.1328459042
2020-11-12,13.671045144
2020-11-13,15.0825870901
2020-11-16,16.7206728052
2020-11-17,17.7401197663
2020-11-18,18.1147883075
2020-11-19,18.7247138397
2020-11-20,18.550449402
2020-11-23,20.4237921081
2020-11-24,21.3909597378
2020-11-25,23.8829411981
2020-11-27,23.2904421096
2020-11-30,22.5846711366
2020-12-01,23.9003676419
2020-12-02,25.0505129312
2020-12-03,25.7214310167
2020-12-04,27.3943696194
2020-12-07,26.958708525
2020-12-08,27.4640753945
2020-12-09,27.7690381606
2020-12-10,27.6906191636
2020-12-11,26.8541498623
2020-12-14,25.930548342
2020-12-15,27.1503994065
2020-12-16,26.9499953031
2020-12-17,27.4205092851
2020-12-18,26.2442243301
2020-12-21,26.0786731142
2020-12-22,25.5558798008
2020-12-23,26.9151424155
2020-12-24,26.4359152116
2020-12-28,27.0458407439
2020-12-29,26.4184887678
2020-12-30,27.4727886164
2020-12-31,27.193965516
2021-01-04,26.4272019897
2021-01-05,27.429222507
2021-01-06,29.154440441
2021-01-07,29.3374181007
2021-01-08,29.8340717484
2021-01-11,30.2958725085
2021-01-12,32.456751537
2021-01-13,32.7442878593
2021-01-14,33.1276696225
2021-01-15,31.5767161262
2021-01-19,31.5767161262
2021-01-20,31.2630401382
2021-01-21,31.5767161262
2021-01-22,32.5613101997
2021-01-25,33.1015299568
2021-01-26,34.4085132402
2021-01-27,34.1993959148
2021-01-28,31.7161276764
2021-01-29,30.888371597
2021-02-01,31.2107608069
2021-02-02,30.095468405
2021-02-03,31.8032598953
2021-02-04,29.624954423
2021-02-05,29.6772337544
2021-02-08,30.3045857304
2021-02-09,29.6510940887
2021-02-10,30.4788501682
2021-02-11,30.0780419613
2021-02-12,30.3655782836
2021-02-16,31.437304576
2021-02-17,31.4111649103
2021-02-18,31.3850252446
2021-02-19,32.2737738773
2021-02-22,32.613589531
2021-02-23,32.7268614156
2021-02-24,32.5787366434
2021-02-25,32.2127813241
2021-02-26,31.7596937859
2021-03-01,33.084103513
2021-03-02,32.7442878593
2021-03-03,31.6028557919
2021-03-04,30.9493641502
2021-03-05,30.5572691652
2021-03-08,32.535170534
2021-03-09,32.7791407469
2021-03-10,32.8575597439
2021-03-11,32.5874498653
2021-03-12,36.0465989553
2021-03-15,39.8978430303
2021-03-16,39.0875133946
2021-03-17,38.2858969808
2021-03-18,37.1096120258
2021-03-19,37.0224798069
2021-03-22,34.8877404441
2021-03-23,32.1866416584
2021-03-24,30.6444013841
2021-03-25,32.6223027529
2021-03-26,33.7375951547
2021-03-29,32.5264573121
2021-03-30,33.2496547289
2021-03-31,32.9969712941
2021-04-01,32.0298036644
2021-04-05,32.0907962177
2021-04-06,32.4393250932
2021-04-07,32.0036639988
2021-04-08,32.221494546
2021-04-09,32.8227068563
2021-04-12,32.7442878593
2021-04-13,31.7161276764
2021-04-14,32.3521928743
2021-04-15,31.3153194695
2021-04-16,31.2194740287
2021-04-19,30.9755038158
2021-04-20,30.3307253961
2021-04-21,32.1169358833
2021-04-22,32.0733697739
2021-04-23,32.7617143031
2021-04-26,31.829399561
2021-04-27,32.6832953061
2021-04-28,33.2757943946
2021-04-29,32.8052804126
2021-04-30,31.9600978893
2021-05-03,33.8770067049
2021-05-04,33.2845076165
2021-05-05,33.6766026015
2021-05-06,33.476198498
2021-05-07,34.7134760063
2021-05-10,34.2778149118
2021-05-11,33.1015299568
2021-05-12,31.4024516884
2021-05-13,32.0733697739
2021-05-14,35.680643636
2021-05-17,37.562699564
2021-05-18,36.5781054906
2021-05-19,35.4279602012
2021-05-20,33.2060886195
2021-05-21,32.9446919628
2021-05-24,32.7181481937
2021-05-25,31.7858334515
2021-05-26,29.9473436329
2021-05-27,29.8863510797
2021-05-28,29.2241462161
2021-06-01,29.8253585265
2021-06-02,30.9842170377
2021-06-03,30.0344758518
2021-06-04,29.546535426
2021-06-07,30.0693287394
2021-06-08,30.3655782836
2021-06-09,30.5049898338
2021-06-10,29.9124907454
2021-06-11,30.731533603
2021-06-14,29.8514981921
2021-06-15,29.1805801067
2021-06-16,29.8776378578
2021-06-17,29.1195875535
2021-06-18,27.7951778263
2021-06-21,28.6752132371
2021-06-22,30.0257626299
2021-06-23,30.6356881622
2021-06-24,31.4285913541
2021-06-25,31.7335541202
2021-06-28,31.2281872506
2021-06-29,31.7596937859
2021-06-30,31.8642524485
2021-07-01,31.8032598953
2021-07-02,32.143075549
2021-07-06,31.5854293481
2021-07-07,30.3220121742
2021-07-08,29.4158370977
2021-07-09,31.3675988009
2021-07-12,31.6289954575
2021-07-13,30.3655782836
2021-07-14,29.6510940887
2021-07-15,28.9888892251
2021-07-16,28.4922355774
2021-07-19,27.5163547259
2021-07-20,28.8146247873
2021-07-21,29.2241462161
2021-07-22,27.8823100452
2021-07-23,27.0806936314
2021-07-26,28.213412477
2021-07-27,27.6993323855
2021-07-28,28.1001405924
2021-07-29,28.3266843616
2021-07-30,28.840764453
2021-08-02,29.8863510797
2021-08-03,30.173887402
2021-08-04,29.2502858818
2021-08-05,30.4701369463
2021-08-06,31.3675988009
2021-08-09,31.3414591352
2021-08-10,32.2127813241
2021-08-11,32.7442878593
2021-08-12,32.064656552
2021-08-13,31.2194740287
2021-08-16,30.6269749403
2021-08-17,29.0934478878
2021-08-18,28.4225298023
2021-08-19,29.5726750917
2021-08-20,30.5921220527
2021-08-23,31.9513846674
2021-08-24,32.9446919628
2021-08-25,27.1329729627
2021-08-26,24.8413956059
2021-08-27,25.46003436
2021-08-30,24.4231609552
2021-08-31,24.9285278248
2021-09-01,24.754263387
2021-09-02,24.7368369432
2021-09-03,23.5954048758
2021-09-07,24.3360287363
2021-09-08,23.6825370946
2021-09-09,23.6476842071
2021-09-10,23.10746445
2021-09-13,23.5431255444
2021-09-14,23.1684570032
2021-09-15,23.5256991006
2021-09-16,24.3360287363
2021-09-17,24.5015799522
2021-09-20,24.205330408
2021-09-21,24.1443378548
2021-09-22,24.8239691621
2021-09-23,25.6691516854
2021-09-24,25.6255855759
2021-09-27,25.9828276734
2021-09-28,25.6691516854
2021-09-29,25.3206228098
2021-09-30,23.0464718967
2021-10-01,23.4124272161
2021-10-04,23.3775743285
2021-10-05,23.342721441
2021-10-06,22.8809206808
2021-10-07,23.3862875504
2021-10-08,23.2730156659
2021-10-11,22.8199281276
2021-10-12,23.2817288877
2021-10-13,23.6825370946
2021-10-14,23.8219486449
2021-10-15,24.4667270647
2021-10-18,25.8085632356
2021-10-19,24.9198146029
2021-10-20,25.0592261531
2021-10-21,25.5123136914
2021-10-22,25.6342987978
2021-10-25,25.695291351
2021-10-26,25.067939375
2021-10-27,24.832682384
2021-10-28,24.8413956059
2021-10-29,25.0330864875
2021-11-01,25.9044086764
2021-11-02,26.7583044215
2021-11-03,28.0042951517
2021-11-04,27.9084497109
2021-11-05,28.5532281307
2021-11-08,29.0237421127
2021-11-09,29.9996229643
2021-11-10,29.3809842101
2021-11-11,29.9560568548
2021-11-12,29.2677123256
2021-11-15,28.9453231157
2021-11-16,29.1805801067
2021-11-17,28.91918345
2021-11-18,30.4875633901
2021-11-19,28.527088465
2021-11-22,28.1611331457
2021-11-23,27.821317492
2021-11-24,19.7441608008
2021-11-26,19.5263302535
2021-11-29,19.6308889162
2021-11-30,18.4458907393
2021-12-01,17.4525834439
2021-12-02,17.914384204
2021-12-03,17.5919949941
2021-12-06,17.9230974259
2021-12-07,18.6811477303
2021-12-08,18.6462948427
2021-12-09,18.3413320766
2021-12-10,18.1757808607
2021-12-13,17.0779149027
2021-12-14,17.6355611036
2021-12-15,17.8011123195
2021-12-16,17.4700098877
2021-12-17,17.6094214379
2021-12-20,17.5135759971
2021-12-21,18.0450825324
2021-12-22,18.5068832925
2021-12-23,18.9164047213
2021-12-27,19.2997864844
2021-12-28,19.3607790376
2021-12-29,19.6831682475
2021-12-30,19.9968442355
2021-12-31,19.7093079132
2022-01-03,20.8943060901
2022-01-04,21.1034234155
2022-01-05,19.9271384604
2022-01-06,20.4499317738
2022-01-07,20.2146747828
2022-01-10,19.9271384604
2022-01-11,20.6154829897
2022-01-12,20.2321012266
2022-01-13,20.43250533
2022-01-14,19.3956319252
2022-01-18,19.1952278217
2022-01-19,19.0122501621
2022-01-20,18.2106337483
2022-01-21,17.4264437783
2022-01-24,19.6831682475
2022-01-25,19.64831536
2022-01-26,19.1690881561
2022-01-27,19.099382381
2022-01-28,19.0383898277
2022-01-31,19.6047492505
2022-02-01,20.0926896763
2022-02-02,19.2475071531
2022-02-03,18.7334270616
2022-02-04,19.1690881561
2022-02-07,19.3172129282
2022-02-08,20.0578367888
2022-02-09,20.6329094335
2022-02-10,20.2233880047
2022-02-11,18.9251179432
2022-02-14,18.7421402835
2022-02-15,19.726734357
2022-02-16,19.7354475789
2022-02-17,18.6027287333
2022-02-18,18.8292725024
2022-02-22,17.6442743255
2022-02-23,17.0430620151
2022-02-24,17.8272519852
2022-02-25,18.1932073045
2022-02-28,18.071222198
2022-03-01,17.0256355714
2022-03-02,23.4647065474
2022-03-03,22.3755538113
2022-03-04,21.138276303
2022-03-07,20.4150788862
2022-03-08,21.2254085219
2022-03-09,20.9291589777
2022-03-10,20.8768796463
2022-03-11,20.0316971231
2022-03-14,21.1121366374
2022-03-15,21.530371288
2022-03-16,22.2448554829
2022-03-17,22.7502223525
2022-03-18,23.4124272161
2022-03-21,23.0203322311
2022-03-22,23.6825370946
2022-03-23,22.8199281276
2022-03-24,23.5256991006
2022-03-25,23.734816426
2022-03-28,23.9190793261
2022-03-29,24.8579426746
2022-03-30,23.7874629689
2022-03-31,23.7874629689
2022-04-01,24.1735376169
2022-04-04,24.8579426746
2022-04-05,25.1474986606
2022-04-06,24.7789728602
2022-04-07,24.3402516694
2022-04-08,24.1735376169
2022-04-11,24.4279959076
2022-04-12,24.9018147937
2022-04-13,25.5511221562
2022-04-14,25.3142127131
2022-04-18,25.0685288462
2022-04-19,25.2791150178
2022-04-20,25.2264684749
2022-04-21,24.4016726361
2022-04-22,23.1206067588
2022-04-25,23.6558466116
2022-04-26,23.0240880968
2022-04-27,22.9012461633
2022-04-28,23.6470721878
2022-04-29,22.5502692106
2022-05-02,23.5154558305
2022-05-03,23.4013883209
2022-05-04,24.2437330074
2022-05-05,22.5853669059
2022-05-06,21.2165567904
2022-05-09,20.4619563421
2022-05-10,20.3303399848
2022-05-11,19.0668229551
2022-05-12,20.1197538132
2022-05-13,21.0498427379
2022-05-16,21.4008196906
2022-05-17,21.7781199147
2022-05-18,19.7424535891
2022-05-19,19.8565210987
2022-05-20,18.5842296452
2022-05-23,18.8211390883
2022-05-24,18.1455084543
2022-05-25,20.6900913614
2022-05-26,21.7781199147
2022-05-27,23.4715837115
2022-05-31,23.3567002068
2022-06-01,22.6232132159
2022-06-02,22.9767009224
2022-06-03,22.7292595278
2022-06-06,23.1357703903
2022-06-07,23.7101879133
2022-06-08,24.1343731611
2022-06-09,24.3287913997
2022-06-10,23.6306531794
2022-06-13,22.0311213075
2022-06-14,22.8618174178
2022-06-15,23.5776300234
2022-06-16,21.3418202798
2022-06-17,21.6069360597
2022-06-21,21.2357739679
2022-06-22,20.6260076742
2022-06-23,20.3608918943
2022-06-24,21.4655409771
2022-06-27,21.8190286836
2022-06-28,20.5641473255
2022-06-29,19.6008933253
2022-06-30,18.6729880958
2022-07-01,18.3460119672
2022-07-05,18.4343838939
2022-07-06,17.9218267194
2022-07-07,18.5050814352
2022-07-08,18.6641509031
2022-07-11,17.9129895268
2022-07-12,18.1250821507
2022-07-13,18.1604309213
2022-07-14,17.541827435
2022-07-15,17.6832225176
2022-07-18,18.5757789765
2022-07-19,19.3534519308
2022-07-20,20.4050778576
2022-07-21,21.6334476377
2022-07-22,20.8027515274
2022-07-25,20.7762399494
2022-07-26,19.5743817473
2022-07-27,19.8394975272
2022-07-28,20.0692645364
2022-07-29,20.7762399494
2022-08-01,20.9794953807
2022-08-02,20.9087978394
2022-08-03,22.0929816561
2022-08-04,20.891123454
2022-08-05,20.7762399494
2022-08-08,21.0325185366
2022-08-09,19.3446147381
2022-08-10,20.3962406649
2022-08-11,21.4213550138
2022-08-12,21.5362385184
2022-08-15,22.0222841148
2022-08-16,23.7013507207
2022-08-17,22.7734454911
2022-08-18,21.6864707936
2022-08-19,21.3683318578
2022-08-22,20.2990315456
2022-08-23,20.5022869769
2022-08-24,16.4106667742
2022-08-25,16.2781088842
2022-08-26,15.9422955631
2022-08-29,15.8274120584
2022-08-30,15.8631398509
2022-08-31,15.2825632235
2022-09-01,15.6219772518
2022-09-02,15.791684266
2022-09-06,16.1221663462
2022-09-07,16.8367221954
2022-09-08,17.5066183039
2022-09-09,17.3279793416
2022-09-12,17.6763253181
2022-09-13,16.4258525821
2022-09-14,16.0596427094
2022-09-15,16.4079886859
2022-09-16,16.8813819359
2022-09-19,17.5423460964
2022-09-20,17.1940001199
2022-09-21,17.2654557048
2022-09-22,16.4079886859
2022-09-23,16.0417788132
2022-09-26,15.7202286811
2022-09-27,15.8452759547
2022-09-28,16.0953705019
2022-09-29,15.1217881574
2022-09-30,14.9431491951
2022-10-03,15.4879980301
2022-10-04,16.7027429736
2022-10-05,17.2833196011
2022-10-06,17.1850681718
2022-10-07,17.274387653
2022-10-10,16.4705123227
2022-10-11,16.6848790774
2022-10-12,16.5687637519
2022-10-13,16.7384707661
2022-10-14,16.184689983
2022-10-17,17.1761362237
2022-10-18,17.8460323323
2022-10-19,17.6138016813
2022-10-20,17.3369112898
2022-10-21,17.9621476577
2022-10-24,17.9264198653
2022-10-25,18.6677715588
2022-10-26,18.6141798701
2022-10-27,18.4176770116
2022-10-28,18.3283575304
2022-10-31,18.1675824644
2022-11-01,17.6941892143
2022-11-02,16.809926351
2022-11-03,17.0600208982
2022-11-04,17.0778847944
2022-11-07,17.4172988228
2022-11-08,18.0693310351
2022-11-09,17.0153611576
2022-11-10,18.4266089597
2022-11-11,19.2840759787
2022-11-14,18.9089341579
2022-11-15,19.3555315636
2022-11-16,17.8013725917
2022-11-17,18.8374785729
2022-11-18,19.1590287051
2022-11-21,18.998253639
2022-11-22,20.2308624788
2022-11-23,19.3733954598
2022-11-25,19.7664011768
2022-11-28,18.4891325965
2022-11-29,18.687455813
2022-11-30,18.9038084129
2022-12-01,18.0293833218
2022-12-02,18.209677155
2022-12-05,17.5065312055
2022-12-06,16.587032656
2022-12-07,15.9830483148
2022-12-08,15.8207838649
2022-12-09,15.7035928733
2022-12-12,16.1453127647
2022-12-13,15.7847250982
2022-12-14,15.8478279398
2022-12-15,15.126652607
2022-12-16,14.7300061739
2022-12-19,14.7750796322
2022-12-20,14.8562118571
2022-12-21,14.9824175404
2022-12-22,14.8652265488
2022-12-23,15.4241374318
2022-12-27,15.0274909987
2022-12-28,14.1620805993
2022-12-29,14.5046388824
2022-12-30,14.5497123407
2023-01-03,14.2071540576
2023-01-04,14.9824175404
2023-01-05,14.9824175404
2023-01-06,15.126652607
2023-01-09,14.8832559321
2023-01-10,15.1627113736
2023-01-11,15.6404900316
2023-01-12,15.7937397899
2023-01-13,15.9920630064
2023-01-17,16.0191070814
2023-01-18,15.8478279398
2023-01-19,15.7306369483
2023-01-20,15.7486663316
2023-01-23,16.8845174809
2023-01-24,16.4968857394
2023-01-25,16.614076731
2023-01-26,16.614076731
2023-01-27,16.6050620394
2023-01-30,16.9295909392
2023-01-31,17.6147075054
2023-02-01,18.0023392468
2023-02-02,19.0570581711
2023-02-03,23.7807566014
2023-02-06,21.797524436
2023-02-07,21.5811718362
2023-02-08,20.4272913036
2023-02-09,20.1388211704
2023-02-10,19.5168074458
2023-02-13,19.8593657289
2023-02-14,19.9314832622
2023-02-15,20.0667036371
2023-02-16,19.805277579
2023-02-17,19.6430131291
2023-02-21,18.0113539385
2023-02-22,17.7769719553
2023-02-23,17.8220454136
2023-02-24,17.3082079889
2023-02-27,17.4614577471
2023-02-28,17.5606193554
2023-03-01,17.1279141557
2023-03-02,17.4253989805
2023-03-03,17.8490894886
2023-03-06,17.6958397303
2023-03-07,17.6056928137
2023-03-08,17.5696340471
2023-03-09,16.9836790891
2023-03-10,16.4427975895
2023-03-13,15.3790639735
2023-03-14,15.1329260201
2023-03-15,15.7163641318
2023-03-16,15.6798992498
2023-03-17,15.0964611382
2023-03-20,14.6771149954
2023-03-21,14.9870664922
2023-03-22,14.6953474364
2023-03-23,14.0116308994
2023-03-24,14.0389795609
2023-03-27,14.0207471199
2023-03-28,14.1574904273
2023-03-29,14.2395364117
2023-03-30,14.1939553093
2023-03-31,14.8320907438
2023-04-03,15.0782286972
2023-04-04,14.8503231848
2023-04-05,14.5677203495
2023-04-06,14.6588825545
2023-04-10,15.1693909021
2023-04-11,15.31525043
2023-04-12,14.3945121601
2023-04-13,14.8959042873
2023-04-14,14.8412069643
2023-04-17,15.4975748399
2023-04-18,15.5796208244
2023-04-19,15.5522721629
2023-04-20,15.0873449177
2023-04-21,14.7409285389
2023-04-24,14.8047420824
2023-04-25,13.8657713715
2023-04-26,14.0116308994
2023-04-27,14.0207471199
2023-04-28,14.0936768838
2023-05-01,13.8840038125
2023-05-02,13.5649360952
2023-05-03,13.3826116853
2023-05-04,12.8721033376
2023-05-05,13.9295849149
2023-05-08,13.9295849149
2023-05-09,13.7290280641
2023-05-10,13.747260505
2023-05-11,13.7928416075
2023-05-12,13.4737738902
2023-05-15,13.7199118436
2023-05-16,13.2185197164
2023-05-17,14.1210255453
2023-05-18,14.649766334
2023-05-19,14.0754444428
2023-05-22,14.5677203495
2023-05-23,14.3762797191
2023-05-24,14.7226960979
2023-05-25,14.0389795609
2023-05-26,14.7773934209
2023-05-30,15.0356749538
2023-05-31,14.1132409076
2023-06-01,14.7773934209
2023-06-02,16.1425958093
2023-06-05,16.0411280642
2023-06-06,17.074254196
2023-06-07,17.9136691781
2023-06-08,17.8767718163
2023-06-09,18.2088480729
2023-06-12,18.6423920746
2023-06-13,18.3287644989
