date,TIF
2020-07-17,121.75
2020-07-20,121.41
2020-07-21,122.25
2020-07-22,121.65
2020-07-23,121.61
2020-07-24,121.41
2020-07-27,125.0
2020-07-28,124.95
2020-07-29,124.9
2020-07-30,124.65
2020-07-31,125.36
2020-08-03,125.47
2020-08-04,125.52
2020-08-05,125.21
2020-08-06,125.03
2020-08-07,124.82
2020-08-10,125.18
2020-08-11,124.98
2020-08-12,125.0
2020-08-13,124.8
2020-08-14,125.0
2020-08-17,125.42
2020-08-18,126.14
2020-08-19,127.25
2020-08-20,126.8
2020-08-21,126.01
2020-08-24,127.03
2020-08-25,121.99
2020-08-26,121.52
2020-08-27,123.23
2020-08-28,123.88
2020-08-31,122.5
2020-09-01,123.49
2020-09-02,122.39
2020-09-03,122.17
2020-09-04,121.79
2020-09-08,121.81
2020-09-09,113.96
2020-09-10,114.36
2020-09-11,113.81
2020-09-14,113.19
2020-09-15,114.05
2020-09-16,115.86
2020-09-17,115.2
2020-09-18,116.26
2020-09-21,115.21
2020-09-22,116.27
2020-09-23,116.42
2020-09-24,116.14
2020-09-25,115.65
2020-09-28,116.7
2020-09-29,116.44
2020-09-30,115.85
2020-10-01,116.03
2020-10-02,116.11
2020-10-05,116.99
2020-10-06,117.0
2020-10-07,117.7
2020-10-08,117.97
2020-10-09,118.41
2020-10-12,118.68
2020-10-13,118.96
2020-10-14,119.06
2020-10-15,121.69
2020-10-16,122.72
2020-10-19,122.19
2020-10-20,122.28
2020-10-21,122.8
2020-10-22,122.65
2020-10-23,123.54
2020-10-26,122.82
2020-10-27,128.88
2020-10-28,129.95
2020-10-29,130.81
2020-10-30,130.84
2020-11-02,130.92
2020-11-03,131.0
2020-11-04,130.97
2020-11-05,131.16
2020-11-06,131.15
2020-11-09,131.16
2020-11-10,131.17
2020-11-11,131.4
2020-11-12,131.33
2020-11-13,131.37
2020-11-16,131.49
2020-11-17,131.46
2020-11-18,131.37
2020-11-19,131.53
2020-11-20,131.43
2020-11-23,131.48
2020-11-24,131.51
2020-11-25,131.58
2020-11-27,131.72
2020-11-30,131.48
2020-12-01,131.35
2020-12-02,131.33
2020-12-03,131.39
2020-12-04,131.26
2020-12-07,131.27
2020-12-08,131.3
2020-12-09,131.28
2020-12-10,131.25
2020-12-11,131.22
2020-12-14,131.11
2020-12-15,131.2
2020-12-16,131.23
2020-12-17,131.22
2020-12-18,131.1
2020-12-21,131.13
2020-12-22,131.15
2020-12-23,131.15
2020-12-24,131.16
2020-12-28,131.31
2020-12-29,131.33
2020-12-30,131.35
2020-12-31,131.45
