date,GGP
2016-03-22,26.3009943728
2016-03-23,26.2014036885
2016-03-24,26.0203297169
2016-03-28,26.147081497
2016-03-29,26.4820683444
2016-03-30,26.7174645075
2016-03-31,26.9166458762
2016-04-01,26.7084108089
2016-04-04,26.5454442345
2016-04-05,26.2647795785
2016-04-06,26.2104573871
2016-04-07,26.038437114
2016-04-08,26.1742425927
2016-04-11,26.0293834155
2016-04-12,26.3734239615
2016-04-13,26.2828869757
2016-04-14,26.3102270107
2016-04-15,26.3922471157
2016-04-18,26.7385542256
2016-04-19,26.7932342956
2016-04-20,26.2464335957
2016-04-21,25.6722928608
2016-04-22,26.0459400057
2016-04-25,26.1279601107
2016-04-26,26.3375670457
2016-04-27,26.3740204257
2016-04-28,26.2008668707
2016-04-29,25.5447060308
2016-05-02,26.0915067307
2016-05-03,26.4195871507
2016-05-04,26.6109673956
2016-05-05,26.7932342956
2016-05-06,26.8023476406
2016-05-09,27.0119545756
2016-05-10,26.8479143656
2016-05-11,25.2621923359
2016-05-12,25.6358394808
2016-05-13,25.2166256109
2016-05-16,25.3988925108
2016-05-17,24.7153916359
2016-05-18,24.241497696
2016-05-19,23.8769638961
2016-05-20,24.268837731
2016-05-23,24.077457486
2016-05-24,24.496671356
2016-05-25,24.323517801
2016-05-26,24.405537906
2016-05-27,24.560464771
2016-05-31,24.487558011
2016-06-01,24.469331321
2016-06-02,24.359971181
2016-06-03,24.405537906
2016-06-06,24.396424561
2016-06-07,24.369084526
2016-06-08,25.0799254359
2016-06-09,25.1437188509
2016-06-10,25.0252453659
2016-06-13,25.1619455409
2016-06-14,25.2986457158
2016-06-15,25.5082526508
2016-06-16,25.7451996208
2016-06-17,25.7087462408
2016-06-20,25.9365798657
2016-06-21,26.1917535257
2016-06-22,26.2008668707
2016-06-23,26.4287004957
2016-06-24,26.0185999707
2016-06-27,26.0915067307
2016-06-28,26.7841209506
2016-06-29,27.2215615105
2016-06-30,27.1759947855
2016-07-01,27.2033348205
2016-07-05,27.4402817905
2016-07-06,27.5405285855
2016-07-07,27.3764883755
2016-07-08,28.2331428054
2016-07-11,28.3425029453
2016-07-12,28.3151629104
2016-07-13,28.5703365703
2016-07-14,28.4144650293
2016-07-15,28.4328028577
2016-07-18,28.4786474286
2016-07-19,28.5153230853
2016-07-20,28.6987013688
2016-07-21,28.8820796523
2016-07-22,29.0379511933
2016-07-25,29.1571470775
2016-07-26,29.3130186185
2016-07-27,28.7720526822
2016-07-28,29.0287822791
2016-07-29,29.2946807902
2016-08-01,29.2121605626
2016-08-02,28.6161811412
2016-08-03,28.4969852569
2016-08-04,28.3411137159
2016-08-05,28.4786474286
2016-08-08,28.4052961152
2016-08-09,28.3686204585
2016-08-10,28.1669043466
2016-08-11,27.194999444
2016-08-12,27.4608979551
2016-08-15,27.506742526
2016-08-16,27.1124792164
2016-08-17,27.3141953283
2016-08-18,27.2591818432
2016-08-19,26.7365537352
2016-08-22,26.8007361345
2016-08-23,26.7732293919
2016-08-24,26.6356956793
2016-08-25,26.9382698471
2016-08-26,26.6998780785
2016-08-29,26.984114418
2016-08-30,26.828242877
2016-08-31,26.7182159069
2016-09-01,26.5898511084
2016-09-02,26.8557496195
2016-09-06,26.9749455038
2016-09-07,26.9932833322
2016-09-08,26.8007361345
2016-09-09,25.7738177468
2016-09-12,26.1405743139
2016-09-13,25.205345068
2016-09-14,25.4345679224
2016-09-15,25.7004664334
2016-09-16,25.8196623177
2016-09-19,25.9847027729
2016-09-20,25.8930136311
2016-09-21,25.938858202
2016-09-22,26.2964458548
2016-09-23,26.3697971682
2016-09-26,26.2781080265
2016-09-27,25.9480271162
2016-09-28,25.8288312319
2016-09-29,25.2786963814
2016-09-30,25.3062031239
2016-10-03,24.8110817584
2016-10-04,24.3251293071
2016-10-05,23.9308659976
2016-10-06,23.9033592551
2016-10-07,23.8116701133
2016-10-10,23.9675416543
2016-10-11,23.5732783448
2016-10-12,24.0775686244
2016-10-13,24.022132933
2016-10-14,24.1792007253
2016-10-17,24.206918571
2016-10-18,24.2346364167
2016-10-19,24.3085506718
2016-10-20,24.1330043158
2016-10-21,24.022132933
2016-10-24,24.0960471882
2016-10-25,24.0683293425
2016-10-26,23.5232117106
2016-10-27,22.7563513131
2016-10-28,22.7286334674
2016-10-31,23.0520083338
2016-11-01,22.8210262864
2016-11-02,22.405258601
2016-11-03,22.580804957
2016-11-04,22.8025477226
2016-11-07,23.2645118174
2016-11-08,23.301468945
2016-11-09,22.941136951
2016-11-10,23.3291867907
2016-11-11,23.3846224821
2016-11-14,24.2438756986
2016-11-15,24.206918571
2016-11-16,23.7449544761
2016-11-17,23.5139724287
2016-11-18,23.2737510993
2016-11-21,23.125922589
2016-11-22,23.3661439183
2016-11-23,23.4770153011
2016-11-25,23.4954938649
2016-11-28,23.7357151942
2016-11-29,23.7079973485
2016-11-30,23.4123403278
2016-12-01,22.9503762329
2016-12-02,23.5232117106
2016-12-05,23.6433223752
2016-12-06,23.6710402209
2016-12-07,24.1052864701
2016-12-08,24.3270292356
2016-12-09,24.206918571
2016-12-12,24.5580112831
2016-12-13,24.474857746
2016-12-14,24.092874812
2016-12-15,23.9997082427
2016-12-16,24.3071579213
2016-12-19,24.3630578629
2016-12-20,24.2978412644
2016-12-21,23.6456752795
2016-12-22,23.1053091778
2016-12-23,23.1241399106
2016-12-27,23.133555277
2016-12-28,22.9829094144
2016-12-29,23.0770630785
2016-12-30,23.5195853
2017-01-03,23.8867845901
2017-01-04,24.4611219413
2017-01-05,24.4799526741
2017-01-06,24.4799526741
2017-01-09,24.0562611855
2017-01-10,23.5760774984
2017-01-11,23.4725084679
2017-01-12,23.4442623687
2017-01-13,23.3689394374
2017-01-17,23.4725084679
2017-01-18,23.6325696969
2017-01-19,23.1900474755
2017-01-20,23.5290006664
2017-01-23,24.1221687504
2017-01-24,23.7738001931
2017-01-25,23.3312779717
2017-01-26,23.2371243076
2017-01-27,22.8040174526
2017-01-30,22.5592179258
2017-01-31,23.3877701702
2017-02-01,23.2653704068
2017-02-02,23.3030318725
2017-02-03,23.4819238343
2017-02-06,23.5949082313
2017-02-07,23.3595240709
2017-02-08,23.5854928649
2017-02-09,23.8961999565
2017-02-10,23.9903536206
2017-02-13,23.8208770252
2017-02-14,23.566662132
2017-02-15,23.5478313992
2017-02-16,23.5384160328
2017-02-17,23.5572467656
2017-02-21,24.0939226512
2017-02-22,24.0185997199
2017-02-23,23.952692155
2017-02-24,23.5854928649
2017-02-27,23.7361387275
2017-02-28,23.406600903
2017-03-01,23.3312779717
2017-03-02,23.1429706434
2017-03-03,22.973494048
2017-03-06,22.8510942846
2017-03-07,22.5215564602
2017-03-08,22.2014340021
2017-03-09,21.5800198189
2017-03-10,21.7024195822
2017-03-13,21.9189730097
2017-03-14,21.6553427502
2017-03-15,22.2390954678
2017-03-16,22.0978649716
2017-03-17,21.9566344754
2017-03-20,21.834234712
2017-03-21,21.8530654448
2017-03-22,21.3352202921
2017-03-23,21.6647581166
2017-03-24,21.7589117807
2017-03-27,21.3917124906
2017-03-28,21.3540510249
2017-03-29,21.6553427502
2017-03-30,21.5988505517
2017-03-31,21.8248193456
2017-04-03,22.2108493685
2017-04-04,21.8813115441
2017-04-05,21.6365120173
2017-04-06,21.6930042158
2017-04-07,21.7118349486
2017-04-10,22.0790342388
2017-04-11,22.1261110708
2017-04-12,22.0595806681
2017-04-13,22.0025546087
2017-04-17,22.2781805627
2017-04-18,22.4112413681
2017-04-19,22.4777717708
2017-04-20,22.3732239952
2017-04-21,22.1546241006
2017-04-24,21.432294014
2017-04-25,21.4893200735
2017-04-26,20.8810421059
2017-04-27,21.0426159411
2017-04-28,20.5388857492
2017-05-01,21.4893200735
2017-05-02,21.898006833
2017-05-03,21.3182418951
2017-05-04,21.194685433
2017-05-05,21.1661724032
2017-05-08,21.0901376573
2017-05-09,21.194685433
2017-05-10,21.5368417897
2017-05-11,21.3182418951
2017-05-12,20.7574856438
2017-05-15,21.0711289708
2017-05-16,20.9190594789
2017-05-17,20.8620334194
2017-05-18,21.2802245222
2017-05-19,21.7649460276
2017-05-22,21.6699025951
2017-05-23,21.6794069384
2017-05-24,22.173632787
2017-05-25,22.5157891438
2017-05-26,21.5273374465
2017-05-30,21.0996420005
2017-05-31,21.1756767465
2017-06-01,21.4798157303
2017-06-02,21.3752679546
2017-06-05,21.2231984627
2017-06-06,21.4988244168
2017-06-07,22.1546241006
2017-06-08,21.9170155195
2017-06-09,22.1641284438
2017-06-12,22.8389368141
2017-06-13,22.8484411573
2017-06-14,22.8484411573
2017-06-15,23.0575367087
2017-06-16,22.952988933
2017-06-19,22.8864585303
2017-06-20,22.601328233
2017-06-21,22.4397543979
2017-06-22,22.3161979357
2017-06-23,22.4967804573
2017-06-26,22.7819107546
2017-06-27,22.8009194411
2017-06-28,22.8864585303
2017-06-29,22.6298412627
2017-06-30,22.3922326816
2017-07-03,22.8769541871
2017-07-05,21.9835459222
2017-07-06,21.470311387
2017-07-07,21.6318852222
2017-07-10,21.4798157303
2017-07-11,21.4988244168
2017-07-12,21.6235943799
2017-07-13,22.0075019588
2017-07-14,22.6409494639
2017-07-17,22.7369263586
2017-07-18,22.4585933639
2017-07-19,22.7273286691
2017-07-20,22.6793402218
2017-07-21,22.3434210903
2017-07-24,22.1706626798
2017-07-25,22.5161795008
2017-07-26,22.7945124954
2017-07-27,23.1016385585
2017-07-28,21.8635366167
2017-07-31,21.7003758957
2017-08-01,22.1130765429
2017-08-02,21.0285376326
2017-08-03,20.9037676695
2017-08-04,21.2972729378
2017-08-07,21.8635366167
2017-08-08,21.6043990009
2017-08-09,21.1533075958
2017-08-10,20.6926185011
2017-08-11,20.3471016801
2017-08-14,20.8557792221
2017-08-15,20.2511247854
2017-08-16,20.4910670222
2017-08-17,20.1263548223
2017-08-18,19.6752634171
2017-08-21,19.9439987223
2017-08-22,19.7424472434
2017-08-23,20.2991132328
2017-08-24,19.9152056539
2017-08-25,20.1839409591
2017-08-28,19.896010275
2017-08-29,19.876814896
2017-08-30,20.0495733065
2017-08-31,19.9152056539
2017-09-01,20.3471016801
2017-09-05,20.0975617539
2017-09-06,20.2703201644
2017-09-07,20.5006647117
2017-09-08,20.4238831959
2017-09-11,20.7214115695
2017-09-12,20.3183086117
2017-09-13,20.6638254327
2017-09-14,20.8269861537
2017-09-15,20.9421584274
2017-09-18,20.5006647117
2017-09-19,20.1071594433
2017-09-20,19.9152056539
2017-09-21,19.9056079644
2017-09-22,19.6752634171
2017-09-25,19.9152056539
2017-09-26,20.1935386486
2017-09-27,19.8672172066
2017-09-28,20.4238831959
2017-09-29,19.9344010329
2017-10-02,19.7616426224
2017-10-03,19.9152056539
2017-10-04,20.2991132328
2017-10-05,20.6734231222
2017-10-06,20.3566993696
2017-10-09,20.4334808854
2017-10-10,20.7694000169
2017-10-11,20.8077907748
2017-10-12,20.8077907748
2017-10-13,21.0017124036
2017-10-16,20.7980946933
2017-10-17,20.9144476707
2017-10-18,20.5363004944
2017-10-19,20.6138691459
2017-10-20,20.526604413
2017-10-23,20.6623495532
2017-10-24,20.2454180511
2017-10-25,19.9642316893
2017-10-26,19.8284865491
2017-10-27,19.343682477
2017-10-30,19.343682477
2017-10-31,18.8685744864
2017-11-01,18.8491823235
2017-11-02,19.0721921966
2017-11-03,18.5195155544
2017-11-06,18.4322508215
2017-11-07,21.5253008015
2017-11-08,21.0986732181
2017-11-09,21.3313791727
2017-11-10,21.5253008015
2017-11-13,23.3190758683
2017-11-14,23.2221150539
2017-11-15,23.1251542395
2017-11-16,23.1930268095
2017-11-17,22.9409286921
2017-11-20,22.7179188189
2017-11-21,22.6403501673
2017-11-22,22.6306540859
2017-11-24,22.6403501673
2017-11-27,22.5336932715
2017-11-28,22.6403501673
2017-11-29,22.6888305746
2017-11-30,22.785791389
2017-12-01,22.873056122
2017-12-04,22.9118404477
2017-12-05,22.8245757147
2017-12-06,22.6888305746
2017-12-07,22.6888305746
2017-12-08,22.7179188189
2017-12-11,22.6791344931
2017-12-12,23.0475855879
2017-12-13,22.9700169364
2017-12-14,22.9215365292
2017-12-15,22.8138777325
2017-12-18,22.7845162425
2017-12-19,22.8726007125
2017-12-20,22.6083473025
2017-12-21,22.5789858125
2017-12-22,22.9019622025
2017-12-26,22.9802595092
2017-12-27,22.9704723458
2017-12-28,22.9215365292
2017-12-29,22.8921750392
2018-01-02,23.2347257559
2018-01-03,23.0781311425
2018-01-04,22.7649419158
2018-01-05,23.2445129192
2018-01-08,23.0585568159
2018-01-09,22.7453675891
2018-01-10,22.8236648958
2018-01-11,22.7355804258
2018-01-12,22.6964317725
2018-01-16,22.5887729758
2018-01-17,22.7160060991
2018-01-18,22.5006885058
2018-01-19,22.5594114858
2018-01-22,22.6768574458
2018-01-23,23.0977054692
2018-01-24,23.1466412859
2018-01-25,23.0977054692
2018-01-26,23.3423845525
2018-01-29,22.9411108558
2018-01-30,22.6181344658
2018-01-31,22.5398371591
2018-02-01,22.3538810558
2018-02-02,22.0406918291
2018-02-05,21.1696342923
2018-02-06,21.130485639
2018-02-07,21.5023978457
2018-02-08,21.159847129
2018-02-09,21.7372897657
2018-02-12,22.0211175024
2018-02-13,21.8743100524
2018-02-14,21.2968674157
2018-02-15,21.6100566424
2018-02-16,21.5317593357
2018-02-20,21.159847129
2018-02-21,20.6509146356
2018-02-22,20.8270835756
2018-02-23,21.0619754956
2018-02-26,21.424100539
2018-02-27,20.6117659822
2018-02-28,20.7194247789
2018-03-01,20.7389991056
2018-03-02,20.6117659822
2018-03-05,20.8955937189
2018-03-06,20.9053808823
2018-03-07,20.7977220856
2018-03-08,20.6607017989
2018-03-09,20.6802761256
2018-03-12,20.9053808823
2018-03-13,20.9738910256
2018-03-14,21.2283572723
2018-03-15,21.1696342923
2018-03-16,21.2577187623
2018-03-19,21.0619754956
2018-03-20,20.7879349223
2018-03-21,20.6117659822
2018-03-22,20.6704889623
2018-03-23,20.6998504523
2018-03-26,20.7585734323
2018-03-27,19.6526239755
2018-03-28,20.1126206522
2018-03-29,20.0245361822
2018-04-02,19.9756003655
2018-04-03,19.9168773855
2018-04-04,20.1321949789
2018-04-05,20.0538976722
2018-04-06,19.8190057522
2018-04-09,19.7015597922
2018-04-10,19.7211341188
2018-04-11,19.6232624855
2018-04-12,19.6428368121
2018-04-13,19.5933586338
2018-04-16,19.5636717268
2018-04-17,20.1079316888
2018-04-18,20.1079316888
2018-04-19,19.6923149905
2018-04-20,19.435028463
2018-04-23,19.2865939279
2018-04-24,19.1975332068
2018-04-25,19.1876375712
2018-04-26,19.5042979127
2018-04-27,19.7516888046
2018-04-30,19.7813757116
2018-05-01,19.7220018975
2018-05-02,19.3657590133
2018-05-03,19.2865939279
2018-05-04,19.5735673624
2018-05-07,19.9001233397
2018-05-08,19.8407495256
2018-05-09,20.0881404175
2018-05-10,20.2068880455
2018-05-11,20.4245920304
2018-05-14,20.2860531309
2018-05-15,20.2068880455
2018-05-16,20.0881404175
2018-05-17,20.1772011385
2018-05-18,20.0683491461
2018-05-21,20.1277229602
2018-05-22,20.1673055028
2018-05-23,20.3058444023
2018-05-24,20.3553225806
2018-05-25,20.3355313093
2018-05-29,20.2860531309
2018-05-30,20.4245920304
2018-05-31,20.0683491461
2018-06-01,20.1475142315
2018-06-04,20.2068880455
2018-06-05,20.1772011385
2018-06-06,20.2365749526
2018-06-07,20.404800759
2018-06-08,20.4542789374
2018-06-11,20.5730265655
2018-06-12,20.7016698292
2018-06-13,20.5235483871
2018-06-14,20.5136527514
2018-06-15,20.4443833017
2018-06-18,20.4542789374
2018-06-19,20.375113852
2018-06-20,20.5433396584
2018-06-21,20.5334440228
2018-06-22,20.434487666
2018-06-25,20.2563662239
2018-06-26,20.2761574953
2018-06-27,20.345426945
2018-06-28,20.2761574953
2018-06-29,20.2167836812
2018-07-02,20.1772011385
2018-07-03,20.2761574953
2018-07-05,20.3553225806
2018-07-06,20.6225047438
2018-07-09,20.6719829222
2018-07-10,20.7610436433
2018-07-11,20.7214611006
2018-07-12,20.86
2018-07-13,20.9
2018-07-16,20.81
2018-07-17,20.7
2018-07-18,20.43
2018-07-19,20.79
2018-07-20,21.04
2018-07-23,21.29
2018-07-24,20.98
2018-07-25,21.35
2018-07-26,21.39
2018-07-27,21.26
2018-07-30,21.16
2018-07-31,21.32
2018-08-01,21.17
2018-08-02,21.39
2018-08-03,21.52
2018-08-06,21.61
2018-08-07,21.57
2018-08-08,21.5
2018-08-09,21.52
2018-08-10,21.42
2018-08-13,21.24
2018-08-14,21.45
2018-08-15,21.4
2018-08-16,21.53
2018-08-17,21.42
2018-08-20,21.63
2018-08-21,21.63
2018-08-22,21.62
2018-08-23,21.77
2018-08-24,21.93
2018-08-27,22.06
2018-08-28,22.06
