date,CMA
2015-07-01,34.9265358929
2015-07-02,34.6040130528
2015-07-06,34.2949286644
2015-07-07,33.1325025948
2015-07-08,32.0708649128
2015-07-09,32.9174873681
2015-07-10,33.3139216924
2015-07-13,33.4819023383
2015-07-14,33.3609562732
2015-07-15,33.6633214358
2015-07-16,33.9119327917
2015-07-17,31.7684997502
2015-07-20,32.3329147204
2015-07-21,32.554649173
2015-07-22,33.1190641432
2015-07-23,32.6554375605
2015-07-24,32.1582148487
2015-07-27,31.3317500709
2015-07-28,31.5803614268
2015-07-29,32.0439880095
2015-07-30,32.144776397
2015-07-31,31.8692881378
2015-08-03,31.573642201
2015-08-04,31.8289727827
2015-08-05,31.9499188478
2015-08-06,31.7617805244
2015-08-07,31.7080267177
2015-08-10,32.6285606572
2015-08-11,32.0036726545
2015-08-12,31.2914347159
2015-08-13,31.5198883943
2015-08-14,31.8827265894
2015-08-17,31.7752189761
2015-08-18,31.8692881378
2015-08-19,31.4594153618
2015-08-20,30.142447098
2015-08-21,28.9867402543
2015-08-24,27.448037538
2015-08-25,27.1523916012
2015-08-26,28.469359865
2015-08-27,29.4772437403
2015-08-28,29.5444359987
2015-08-31,29.5645936762
2015-09-01,28.1737139282
2015-09-02,28.6574981884
2015-09-03,28.7582865759
2015-09-04,28.3080984449
2015-09-08,29.0740901902
2015-09-09,28.4156060583
2015-09-10,28.50967522
2015-09-11,28.3954483808
2015-09-14,28.3549316887
2015-09-15,28.8073680838
2015-09-16,29.1855238768
2015-09-17,28.1050787541
2015-09-18,27.3150032581
2015-09-21,27.8957425116
2015-09-22,27.5716089747
2015-09-23,27.5108339366
2015-09-24,27.5581034107
2015-09-25,28.1726065742
2015-09-28,27.3960366423
2015-09-29,27.4905755905
2015-09-30,27.7539340892
2015-10-01,28.1726065742
2015-10-02,28.1455954462
2015-10-05,28.5980318413
2015-10-06,28.4967401111
2015-10-07,29.0234571084
2015-10-08,29.3475906452
2015-10-09,28.9289181601
2015-10-12,28.7668513917
2015-10-13,28.469728983
2015-10-14,28.064562062
2015-10-15,28.8478847759
2015-10-16,28.5372568032
2015-10-19,28.3414261247
2015-10-20,28.8546375579
2015-10-21,28.0375509339
2015-10-22,28.2806510865
2015-10-23,28.9626820702
2015-10-26,28.7330874816
2015-10-27,28.5102456751
2015-10-28,29.9755993727
2015-10-29,29.8472965144
2015-10-30,29.3070739531
2015-11-02,30.2997329096
2015-11-03,30.1174077951
2015-11-04,30.1849356153
2015-11-05,30.6778887025
2015-11-06,31.6030198388
2015-11-09,31.292391866
2015-11-10,31.278886302
2015-11-11,31.27213352
2015-11-12,30.5360802801
2015-11-13,30.2457106534
2015-11-16,30.7454165227
2015-11-17,30.7454165227
2015-11-18,31.5557503647
2015-11-19,31.292391866
2015-11-20,31.3396613401
2015-11-23,31.1978529178
2015-11-24,31.2383696099
2015-11-25,31.3126502121
2015-11-27,31.3261557761
2015-11-30,31.299144648
2015-12-01,31.5625031467
2015-12-02,30.9615055472
2015-12-03,30.5563386262
2015-12-04,31.3126502121
2015-12-07,29.9283298986
2015-12-08,29.0437154544
2015-12-09,28.6925707895
2015-12-10,28.7871097378
2015-12-11,28.3414261247
2015-12-14,27.9681554262
2015-12-15,29.1558349214
2015-12-16,29.3594371205
2015-12-17,28.7146968231
2015-12-18,27.513443848
2015-12-21,27.9206482464
2015-12-22,28.008875866
2015-12-23,28.7214835631
2015-12-24,28.7146968231
2015-12-28,28.5246681039
2015-12-29,28.6943366032
2015-12-30,28.4907344041
2015-12-31,28.3889333045
2016-01-04,28.1174637056
2016-01-05,27.8120604068
2016-01-06,27.4930836281
2016-01-07,26.9365709504
2016-01-08,26.4682858923
2016-01-11,26.298617393
2016-01-12,26.1357356336
2016-01-13,24.8869754787
2016-01-14,25.063430718
2016-01-15,24.4661976004
2016-01-19,23.5635611841
2016-01-20,23.0681291661
2016-01-21,22.599844108
2016-01-22,22.850953487
2016-01-25,21.7447148715
2016-01-26,22.3758816889
2016-01-27,22.7152186876
2016-01-28,23.2038639656
2016-01-29,23.2785181053
2016-02-01,22.8102330472
2016-02-02,22.6677115078
2016-02-03,23.2377976654
2016-02-04,23.7128694635
2016-02-05,23.4617600845
2016-02-08,21.9143833708
2016-02-09,22.0229712104
2016-02-10,21.7515016115
2016-02-11,21.0524673943
2016-02-12,22.3419479891
2016-02-16,23.2445844054
2016-02-17,22.9866882865
2016-02-18,23.1631435257
2016-02-19,23.2920915852
2016-02-22,24.1336473418
2016-02-23,23.0477689462
2016-02-24,23.0002617664
2016-02-25,23.2513711454
2016-02-26,23.7264429434
2016-02-29,22.9256076267
2016-03-01,23.828244043
2016-03-02,24.2897423612
2016-03-03,25.2534594372
2016-03-04,25.9457069144
2016-03-07,25.9049864746
2016-03-08,24.8462550389
2016-03-09,24.4865578204
2016-03-10,24.7173069794
2016-03-11,25.6674505756
2016-03-14,26.0291562072
2016-03-15,26.0359808417
2016-03-16,26.0223315726
2016-03-17,26.5137052608
2016-03-18,26.7730413741
2016-03-21,26.9777804108
2016-03-22,26.8685862579
2016-03-23,26.3226154932
2016-03-24,26.4659328189
2016-03-28,26.4045111079
2016-03-29,25.9404359579
2016-03-30,26.0905779182
2016-03-31,25.8448910741
2016-04-01,25.7152230175
2016-04-04,25.9882083998
2016-04-05,25.4831854425
2016-04-06,25.8517157086
2016-04-07,24.9440393123
2016-04-08,25.0873566381
2016-04-11,25.4217637314
2016-04-12,26.0701040145
2016-04-13,27.0869745638
2016-04-14,27.2098179858
2016-04-15,26.8890601616
2016-04-18,27.2712396969
2016-04-19,28.4177783027
2016-04-20,28.9023273564
2016-04-21,28.9978722402
2016-04-22,30.0420413277
2016-04-25,29.8100037527
2016-04-26,30.7995757637
2016-04-27,31.0725611461
2016-04-28,30.6630830726
2016-04-29,30.301377441
2016-05-02,30.2604296336
2016-05-03,29.5984400814
2016-05-04,28.8545549145
2016-05-05,28.8545549145
2016-05-06,28.8545549145
2016-05-09,28.7931332035
2016-05-10,29.2776822571
2016-05-11,29.3664025064
2016-05-12,29.1343649314
2016-05-13,28.6429912432
2016-05-16,29.031995413
2016-05-17,29.4482981211
2016-05-18,30.4583440358
2016-05-19,30.2809035373
2016-05-20,30.8336989365
2016-05-23,30.8132250329
2016-05-24,31.3387218939
2016-05-25,31.9392897351
2016-05-26,31.816446313
2016-05-27,32.0757824262
2016-05-31,32.1440287718
2016-06-01,32.3555924431
2016-06-02,32.109905599
2016-06-03,31.2568262792
2016-06-06,31.5639348343
2016-06-07,31.4615653159
2016-06-08,31.5366362961
2016-06-09,30.9087699167
2016-06-10,30.130761577
2016-06-13,29.8031791182
2016-06-14,29.1515560995
2016-06-15,29.3367542206
2016-06-16,28.7605822883
2016-06-17,28.952639599
2016-06-20,29.1035417718
2016-06-21,29.1309785305
2016-06-22,29.2064296168
2016-06-23,30.5096756542
2016-06-24,27.4504770612
2016-06-27,25.351565022
2016-06-28,26.6410926801
2016-06-29,27.4024627335
2016-06-30,28.2118471146
2016-07-01,27.9169019588
2016-07-05,26.8537275599
2016-07-06,27.3064340781
2016-07-07,27.7797181654
2016-07-08,28.4656371324
2016-07-11,28.5410882188
2016-07-12,29.3847685483
2016-07-13,29.3024582722
2016-07-14,29.9060669632
2016-07-15,29.9472221012
2016-07-18,29.9952364289
2016-07-19,30.722310534
2016-07-20,31.0241148795
2016-07-21,30.8663535171
2016-07-22,31.1818762419
2016-07-25,31.0515516382
2016-07-26,31.3945111217
2016-07-27,31.2710457076
2016-07-28,31.3327784147
2016-07-29,31.0309740692
2016-08-01,30.6125634993
2016-08-02,30.18043455
2016-08-03,30.681155396
2016-08-04,30.7497472927
2016-08-05,31.7100338466
2016-08-08,31.5659908635
2016-08-09,31.6071460015
2016-08-10,31.0927067762
2016-08-11,31.22303138
2016-08-12,30.9966781208
2016-08-15,31.6208643808
2016-08-16,31.2024538109
2016-08-17,31.325919225
2016-08-18,31.5179765358
2016-08-19,31.4493846391
2016-08-22,31.387651932
2016-08-23,31.4493846391
2016-08-24,31.4219478804
2016-08-25,31.6002868118
2016-08-26,32.1353036061
2016-08-29,32.3479384859
2016-08-30,32.5468549864
2016-08-31,32.4371079516
2016-09-01,32.2587690202
2016-09-02,32.6360244521
2016-09-06,32.1010076578
2016-09-07,32.2313322615
2016-09-08,32.2176138822
2016-09-09,31.6894562775
2016-09-12,31.8060625019
2016-09-13,31.7374706052
2016-09-14,31.6133884004
2016-09-15,32.1648648662
2016-09-16,31.9442742799
2016-09-19,31.9511677357
2016-09-20,31.8132986193
2016-09-21,32.0614630289
2016-09-22,32.2200125128
2016-09-23,32.3716685409
2016-09-26,31.5168800189
2016-09-27,31.9442742799
2016-09-28,32.8679973601
2016-09-29,32.1441844987
2016-09-30,32.6198329505
2016-10-03,32.6543002296
2016-10-04,32.9989730207
2016-10-05,33.9226961009
2016-10-06,33.915802645
2016-10-07,33.764146617
2016-10-10,34.1019259522
2016-10-11,33.529769119
2016-10-12,33.5090887515
2016-10-13,33.026546844
2016-10-14,33.3643261793
2016-10-17,33.1299486813
2016-10-18,34.5017463899
2016-10-19,35.6874207913
2016-10-20,35.5978058656
2016-10-21,35.4737236609
2016-10-24,35.6460600564
2016-10-25,35.7081011588
2016-10-26,35.8528637311
2016-10-27,36.0596674057
2016-10-28,35.8597571869
2016-10-31,35.9080113776
2016-11-01,35.9149048335
2016-11-02,34.7499107995
2016-11-03,34.8050584461
2016-11-04,34.8326322694
2016-11-07,35.8459702752
2016-11-08,35.8597571869
2016-11-09,37.7485640822
2016-11-10,38.8721973812
2016-11-11,39.8648550196
2016-11-14,40.7058566299
2016-11-15,41.4848171378
2016-11-16,40.816151923
2016-11-17,41.7536619148
2016-11-18,42.0776543385
2016-11-21,42.0018263244
2016-11-22,42.4292205854
2016-11-23,42.8566148464
2016-11-25,42.8497213906
2016-11-28,42.1396954409
2016-11-29,42.5670897019
2016-11-30,43.9457808663
2016-12-01,44.9039712256
2016-12-02,45.0556272537
2016-12-05,45.5381691612
2016-12-06,46.6618024602
2016-12-07,47.1167705445
2016-12-08,47.9922394339
2016-12-09,48.2748711226
2016-12-12,47.4614433356
2016-12-13,47.0616228979
2016-12-14,46.7088682289
2016-12-15,47.4558781162
2016-12-16,46.8057028439
2016-12-19,46.9578715247
2016-12-20,47.5319624566
2016-12-21,47.8293830598
2016-12-22,47.739465203
2016-12-23,47.898550642
2016-12-27,48.1337204213
2016-12-28,47.4697116326
2016-12-29,46.9786217993
2016-12-30,47.1100402054
2017-01-03,47.6979646537
2017-01-04,48.0991366302
2017-01-05,48.0991366302
2017-01-06,48.60405998
2017-01-09,48.0991366302
2017-01-10,48.1475539377
2017-01-11,48.285889102
2017-01-12,47.8778003673
2017-01-13,48.3619734424
2017-01-17,45.2148484544
2017-01-18,46.3837805928
2017-01-19,45.8650237266
2017-01-20,46.3146130106
2017-01-23,46.3699470764
2017-01-24,46.7987860857
2017-01-25,47.995385257
2017-01-26,48.1268036631
2017-01-27,47.801716027
2017-01-30,47.1031234472
2017-01-31,46.7088682289
2017-02-01,47.1307904801
2017-02-02,46.5290325153
2017-02-03,47.3728770176
2017-02-06,47.1861245458
2017-02-07,47.2068748204
2017-02-08,46.8610369097
2017-02-09,47.6633808627
2017-02-10,47.7187149284
2017-02-13,48.3066393767
2017-02-14,49.8214094259
2017-02-15,50.6583371699
2017-02-16,50.1810808531
2017-02-17,50.0565792052
2017-02-21,50.2571651934
2017-02-22,49.8006591512
2017-02-23,49.7660753601
2017-02-24,49.247318494
2017-02-27,49.5724061301
2017-02-28,49.3026525597
2017-03-01,51.5851827708
2017-03-02,50.2364149188
2017-03-03,50.8105058507
2017-03-06,50.6652539282
2017-03-07,50.2364149188
2017-03-08,50.0773294798
2017-03-09,50.1326635456
2017-03-10,49.9113272827
2017-03-13,49.9597445902
2017-03-14,49.605863066
2017-03-15,49.2727981021
2017-03-16,49.8834172026
2017-03-17,49.5156579716
2017-03-20,49.0229993791
2017-03-21,46.0531701174
2017-03-22,46.4695013223
2017-03-23,46.5944006838
2017-03-24,46.6499115111
2017-03-27,46.3029688403
2017-03-28,47.1633866638
2017-03-29,47.066242716
2017-03-30,47.96829366
2017-03-31,47.5866567221
2017-04-03,47.4895127743
2017-04-04,47.6144121358
2017-04-05,46.6707280713
2017-04-06,47.1911420775
2017-04-07,47.2813471719
2017-04-10,46.7054223384
2017-04-11,46.5250121496
2017-04-12,45.879698782
2017-04-13,45.2482631212
2017-04-17,46.4417459086
2017-04-18,46.982976475
2017-04-19,47.1633866638
2017-04-20,48.0238044873
2017-04-21,47.6768618165
2017-04-24,48.6483012947
2017-04-25,49.0229993791
2017-04-26,49.6683127467
2017-04-27,49.0923879133
2017-04-28,49.0576936462
2017-05-01,49.5989242126
2017-05-02,49.3907586101
2017-05-03,49.9458668833
2017-05-04,49.9181114697
2017-05-05,49.6821904536
2017-05-08,49.8972949094
2017-05-09,49.4115751704
2017-05-10,49.4948414114
2017-05-11,49.0160605257
2017-05-12,48.6413624413
2017-05-15,49.154837594
2017-05-16,49.4601471443
2017-05-17,46.6776669247
2017-05-18,46.9274656477
2017-05-19,47.434001947
2017-05-22,47.6282898426
2017-05-23,48.2736032103
2017-05-24,48.0168656339
2017-05-25,47.9266605395
2017-05-26,48.0307433407
2017-05-30,47.5311458948
2017-05-31,47.5727790153
2017-06-01,47.9335993929
2017-06-02,47.5797178687
2017-06-05,47.9544159532
2017-06-06,47.4756350675
2017-06-07,47.7740057644
2017-06-08,49.1201433269
2017-06-09,50.424647769
2017-06-12,50.5148528634
2017-06-13,51.4377203676
2017-06-14,51.7092881346
2017-06-15,51.5839491652
2017-06-16,51.6118022695
2017-06-19,51.9599660733
2017-06-20,51.0268870792
2017-06-21,50.358412576
2017-06-22,49.7317177292
2017-06-23,49.3348109929
2017-06-26,49.4880030666
2017-06-27,49.9963222201
2017-06-28,50.0938080851
2017-06-29,50.6856865515
2017-06-30,50.9990339749
2017-07-03,51.7998107236
2017-07-05,51.8276638279
2017-07-06,51.6187655456
2017-07-07,51.9947824537
2017-07-10,52.3150931531
2017-07-11,52.3847259139
2017-07-12,52.1479745273
2017-07-13,52.2942033249
2017-07-14,51.7092881346
2017-07-17,51.8903333125
2017-07-18,50.8667317295
2017-07-19,50.4767882693
2017-07-20,50.4350086128
2017-07-21,50.455898441
2017-07-24,51.0268870792
2017-07-25,51.6187655456
2017-07-26,50.5046413736
2017-07-27,50.1425510176
2017-07-28,50.1216611894
2017-07-31,50.3514492999
2017-08-01,50.3514492999
2017-08-02,50.4767882693
2017-08-03,50.7205029319
2017-08-04,51.4307570916
2017-08-07,51.1313362203
2017-08-08,51.1522260486
2017-08-09,50.4628617171
2017-08-10,49.3069578886
2017-08-11,48.8891613241
2017-08-14,49.9057996311
2017-08-15,50.0938080851
2017-08-16,49.898836355
2017-08-17,48.3808421706
2017-08-18,48.3042461338
2017-08-21,47.8864495693
2017-08-22,48.6384833854
2017-08-23,48.8195285634
2017-08-24,49.0005737413
2017-08-25,48.9657573609
2017-08-28,48.2137235448
2017-08-29,47.7611105999
2017-08-30,47.8028902564
2017-08-31,47.5243592134
2017-09-01,48.2555032013
2017-09-05,46.472904526
2017-09-06,46.5703903911
2017-09-07,44.8852775809
2017-09-08,45.0663227588
2017-09-11,46.4798678021
2017-09-12,48.1858704405
2017-09-13,47.8934128454
2017-09-14,47.6845145631
2017-09-15,48.320960856
2017-09-18,49.4329933898
2017-09-19,50.2442875655
2017-09-20,50.7268677216
2017-09-21,51.2863809462
2017-09-22,51.349326184
2017-09-25,51.4892044901
2017-09-26,51.601107135
2017-09-27,52.5382917862
2017-09-28,52.8180483984
2017-09-29,53.3355981311
2017-10-02,53.6083608281
2017-10-03,53.2726528934
2017-10-04,52.6641822617
2017-10-05,53.8531478639
2017-10-06,53.7971965414
2017-10-09,53.4405068608
2017-10-10,53.8181782873
2017-10-11,53.5524095057
2017-10-12,53.0348597729
2017-10-13,52.8390301444
2017-10-16,52.6921579229
2017-10-17,52.3144864963
2017-10-18,53.5524095057
2017-10-19,54.1888557986
2017-10-20,55.3008883324
2017-10-23,54.9302108211
2017-10-24,55.6435901825
2017-10-25,55.1505191533
2017-10-26,55.7484989121
2017-10-27,55.8044502345
2017-10-30,55.1260404497
2017-10-31,54.9511925671
2017-11-01,54.8672655834
2017-11-02,55.5596631988
2017-11-03,55.7764745733
2017-11-06,55.6296023518
2017-11-07,53.9650505088
2017-11-08,53.2516711475
2017-11-09,52.6501944311
2017-11-10,52.4054073953
2017-11-13,53.811184372
2017-11-14,55.0491073814
2017-11-15,55.1680039416
2017-11-16,54.8462838375
2017-11-17,55.3428518243
2017-11-20,55.8114441498
2017-11-21,55.5316875375
2017-11-22,55.4897240457
2017-11-24,55.0211317201
2017-11-27,55.0001499742
2017-11-28,56.5318174264
2017-11-29,58.3921988981
2017-11-30,58.2663084226
2017-12-01,58.595022442
2017-12-04,59.5252131778
2017-12-05,58.7069250869
2017-12-06,58.2103571001
2017-12-07,59.049626937
2017-12-08,59.7280367217
2017-12-11,59.2174809043
2017-12-12,60.0567507412
2017-12-13,59.3153957186
2017-12-14,58.7838581553
2017-12-15,59.8647792485
2017-12-18,60.5456191579
2017-12-19,60.7421502658
2017-12-20,60.7561882021
2017-12-21,61.5282746972
2017-12-22,61.5844264423
2017-12-26,61.2966487487
2017-12-27,61.1492504178
2017-12-28,61.2685728761
2017-12-29,60.9316624055
2018-01-02,60.7632071702
2018-01-03,60.7421502658
2018-01-04,61.4229901752
2018-01-05,62.0968111164
