date,CXO
2019-07-01,101.509995843
2019-07-02,97.1609699089
2019-07-03,96.9940772658
2019-07-05,99.0851439113
2019-07-08,99.0066061969
2019-07-09,98.4372077677
2019-07-10,101.1173072711
2019-07-11,100.8227908421
2019-07-12,100.3221129129
2019-07-15,97.2591420519
2019-07-16,96.9940772658
2019-07-17,96.4246788365
2019-07-18,97.033346123
2019-07-19,99.7625316979
2019-07-22,98.8495307682
2019-07-23,100.2043063413
2019-07-24,100.390833413
2019-07-25,96.5130337652
2019-07-26,95.354602478
2019-07-29,93.3617079755
2019-07-30,96.1399796219
2019-07-31,95.8945492644
2019-08-01,74.5813770231
2019-08-02,71.5184061621
2019-08-05,68.946296016
2019-08-06,65.4219160829
2019-08-07,66.7570572275
2019-08-08,72.1908853415
2019-08-09,70.715795735
2019-08-12,69.801240179
2019-08-13,70.037254516
2019-08-14,67.7262807992
2019-08-15,68.1098040969
2019-08-16,70.4404456752
2019-08-19,71.768026321
2019-08-20,71.1288208249
2019-08-21,71.5516798454
2019-08-22,71.836863836
2019-08-23,68.7981792466
2019-08-26,68.0409665819
2019-08-27,67.8737897599
2019-08-28,69.5553919113
2019-08-29,71.463174469
2019-08-30,71.9352031431
2019-09-03,68.2868148497
2019-09-04,71.7581923903
2019-09-05,69.191536475
2019-09-06,68.5228291867
2019-09-09,73.0071015904
2019-09-10,73.5282999181
2019-09-11,73.5086320567
2019-09-12,71.1878244091
2019-09-13,72.3383943022
2019-09-16,74.885382356
2019-09-17,73.1447766204
2019-09-18,72.2400549951
2019-09-19,71.4730083997
2019-09-20,72.0138745887
2019-09-23,71.699188806
2019-09-24,70.1847634767
2019-09-25,68.9948578608
2019-09-26,67.2149164023
2019-09-27,67.6574432842
2019-09-30,66.7723895204
2019-10-01,63.428853079
2019-10-02,62.0521027796
2019-10-03,63.8222103074
2019-10-04,63.5271923861
2019-10-07,62.2192796017
2019-10-08,60.921200748
2019-10-09,62.1111063639
2019-10-10,63.124001227
2019-10-11,64.648260487
2019-10-14,64.7269319327
2019-10-15,65.2186284682
2019-10-16,63.6943692082
2019-10-17,62.0914385024
2019-10-18,61.4128972835
2019-10-21,62.3274528395
2019-10-22,63.969719268
2019-10-23,64.3532425657
2019-10-24,64.7465997941
2019-10-25,64.7269319327
2019-10-28,63.9205496145
2019-10-29,65.3169677753
2019-10-30,65.7201589344
2019-10-31,66.3987001534
2019-11-01,68.1491398197
2019-11-04,70.2831027838
2019-11-05,71.5025101918
2019-11-06,70.4699474673
2019-11-07,71.5959325336
2019-11-08,71.66488844
2019-11-11,71.1132411888
2019-11-12,71.1821970952
2019-11-13,70.7684616567
2019-11-14,70.5517430938
2019-11-15,72.0687730346
2019-11-18,70.8768209382
2019-11-19,69.8621840297
2019-11-20,70.9556276884
2019-11-21,71.6747392837
2019-11-22,72.2559390663
2019-11-25,73.7335656321
2019-11-26,71.7141426588
2019-11-27,72.6204202858
2019-11-29,71.4777224083
2019-12-02,72.4234034104
2019-12-03,70.0099466863
2019-12-04,72.7780337862
2019-12-05,72.3051932851
2019-12-06,75.3589548544
2019-12-09,75.4377616046
2019-12-10,75.5264191985
2019-12-11,76.629713701
2019-12-12,78.7279434244
2019-12-13,77.5753947031
2019-12-16,79.5258617699
2019-12-17,79.5258617699
2019-12-18,79.910044677
2019-12-19,81.2202068986
2019-12-20,82.2643963385
2019-12-23,84.3626260618
2019-12-24,84.2444159366
2019-12-26,84.7763615003
2019-12-27,84.09665328
2019-12-30,84.2542667804
2019-12-31,86.2638389098
2020-01-02,85.653086596
2020-01-03,88.8546108218
2020-01-06,90.5588067943
2020-01-07,91.7212063594
2020-01-08,89.5047665107
2020-01-09,89.0023734784
2020-01-10,87.7513163194
2020-01-13,87.4754926937
2020-01-14,88.3128144143
2020-01-15,87.120862318
2020-01-16,88.4408753834
2020-01-17,88.7561023841
2020-01-21,86.7859336297
2020-01-22,84.8847207818
2020-01-23,82.9145520274
2020-01-24,81.3187153364
2020-01-27,77.6246489219
2020-01-28,78.9840653624
2020-01-29,76.9350898579
2020-01-30,77.2798693899
2020-01-31,74.6496941028
2020-02-03,74.4920806025
2020-02-04,75.0437278537
2020-02-05,80.5503495222
2020-02-06,79.259888988
2020-02-07,77.9103233913
2020-02-10,76.1371715124
2020-02-11,77.0040457643
2020-02-12,77.9595776102
2020-02-13,77.4670354216
2020-02-14,76.7676255138
2020-02-18,75.4968666672
2020-02-19,81.2202068986
2020-02-20,80.12676324
2020-02-21,78.1959978607
2020-02-24,73.477443694
2020-02-25,70.0789025927
2020-02-26,67.5373848996
2020-02-27,63.7251083599
2020-02-28,67.2132403573
2020-03-02,68.2409053083
2020-03-03,66.7883404256
2020-03-04,67.8752937392
2020-03-05,64.2092966541
2020-03-06,57.3120838095
2020-03-09,47.2231807803
2020-03-10,49.7034106141
2020-03-11,45.7706158975
2020-03-12,39.0611495343
2020-03-13,46.3140925543
2020-03-16,39.6145075849
2020-03-17,37.5394148952
2020-03-18,35.5730175369
2020-03-19,39.772609885
2020-03-20,40.0789330916
2020-03-23,37.5789404703
2020-03-24,43.7251673891
2020-03-25,43.2409790949
2020-03-26,44.2686440459
2020-03-27,41.6105491244
2020-03-30,40.5927655671
2020-03-31,42.3417722627
2020-04-01,41.1461236177
2020-04-02,46.1263460729
2020-04-03,47.2132993865
2020-04-06,47.4702156243
2020-04-07,48.2508457313
2020-04-08,51.5117056722
2020-04-09,52.1144706916
2020-04-13,51.4326545221
2020-04-14,50.5630918712
2020-04-15,48.5868131192
2020-04-16,45.4544112972
2020-04-17,51.3239591908
2020-04-20,49.9702082456
2020-04-21,49.0215944446
2020-04-22,52.4998450482
2020-04-23,53.3397635179
2020-04-24,52.4603194732
2020-04-27,53.211305399
2020-04-28,53.3990518804
2020-04-29,58.5867836046
2020-04-30,56.0472654082
2020-05-01,56.0571468019
2020-05-04,57.0354047842
2020-05-05,57.4306605346
2020-05-06,57.0551675717
2020-05-07,56.7093187901
2020-05-08,58.1471315589
2020-05-11,55.9457906301
2020-05-12,55.2318422208
2020-05-13,53.5163828484
2020-05-14,54.3889864598
2020-05-15,53.8039454022
2020-05-18,58.771836417
2020-05-19,56.8481420919
2020-05-20,57.6116702519
2020-05-21,56.243269134
2020-05-22,55.3607495725
2020-05-26,55.5293207247
2020-05-27,54.5377257118
2020-05-28,54.478230011
2020-05-29,54.0617601056
2020-06-01,56.1441096327
2020-06-02,59.0296511204
2020-06-03,63.7099795815
2020-06-04,63.7893071825
2020-06-05,69.6595496591
2020-06-08,71.722067286
2020-06-09,64.4338439409
2020-06-10,60.8244380938
2020-06-11,57.4034352992
2020-06-12,57.5125107506
2020-06-15,56.550663588
2020-06-16,57.5918383516
2020-06-17,56.4515040867
2020-06-18,56.5109997875
2020-06-19,55.0335232182
2020-06-22,55.6780599766
2020-06-23,54.3096588588
2020-06-24,51.1762186179
2020-06-25,51.3249578698
2020-06-26,49.8772291509
2020-06-29,49.5797506471
2020-06-30,51.0671431665
2020-07-01,50.4424383083
2020-07-02,51.0373953161
2020-07-06,51.3646216704
2020-07-07,50.2540352559
2020-07-08,50.0953800538
2020-07-09,47.1602588155
2020-07-10,48.8261384372
2020-07-13,48.6278194346
2020-07-14,50.2936990564
2020-07-15,51.6125204236
2020-07-16,50.8589082138
2020-07-17,50.0160524528
2020-07-20,50.343278807
2020-07-21,53.9725165544
2020-07-22,53.4271392973
2020-07-23,52.8321822895
2020-07-24,53.0106693918
2020-07-27,52.2372252817
2020-07-28,51.3150419197
2020-07-29,52.5347037856
2020-07-30,50.3234469068
2020-07-31,52.0984019799
2020-08-03,50.3135309566
2020-08-04,51.0373953161
2020-08-05,52.1479817306
2020-08-06,51.3844535706
2020-08-07,51.0360506502
2020-08-10,52.9871070043
2020-08-11,52.6984302989
2020-08-12,52.6287497148
2020-08-13,50.5582409309
2020-08-14,51.0260962811
2020-08-17,50.6677389916
2020-08-18,50.8469176363
2020-08-19,49.791754506
2020-08-20,48.3085535022
2020-08-21,48.2687360256
2020-08-24,49.8813438284
2020-08-25,51.3147729865
2020-08-26,50.8469176363
2020-08-27,51.5735865845
2020-08-28,52.0215331964
2020-08-31,51.7428108601
2020-09-01,50.9066438512
2020-09-02,49.6723020762
2020-09-03,49.2840816792
2020-09-04,50.4188797627
2020-09-08,47.4126602783
2020-09-09,48.5773214693
2020-09-10,45.2824252795
2020-09-11,45.1032466347
2020-09-14,46.7855350217
2020-09-15,45.9792311202
2020-09-16,48.5375039927
2020-09-17,48.5175952544
2020-09-18,47.8705612594
2020-09-21,46.0389573352
2020-09-22,45.3919233402
2020-09-23,43.1521902806
2020-09-24,43.3910951403
2020-09-25,43.5105475702
2020-09-28,44.734934976
2020-09-29,44.1973990418
2020-09-30,43.9186767055
2020-10-01,42.1567533653
2020-10-02,42.8734679443
2020-10-05,44.3068971024
2020-10-06,43.1820533881
2020-10-07,44.3865320557
2020-10-08,45.381968971
2020-10-09,44.8245242984
2020-10-12,44.5159388547
2020-10-13,43.9385854438
2020-10-14,48.4379603012
2020-10-15,49.3139447867
2020-10-16,48.3782340862
2020-10-19,47.0443486197
2020-10-20,46.8950330824
2020-10-21,44.0779466119
2020-10-22,45.8299155829
2020-10-23,46.7556719142
2020-10-26,43.5901825234
2020-10-27,43.5105475702
2020-10-28,41.2210426648
2020-10-29,41.9178485056
2020-10-30,41.3205863564
2020-11-02,43.5702737851
2020-11-03,42.2363883185
2020-11-04,43.9784029204
2020-11-05,43.63
2020-11-06,42.39
2020-11-09,48.53
2020-11-10,51.5
2020-11-11,51.15
2020-11-12,49.27
2020-11-13,51.22
2020-11-16,55.16
2020-11-17,56.23
2020-11-18,56.66
2020-11-19,57.24
2020-11-20,57.45
2020-11-23,61.97
2020-11-24,64.53
2020-11-25,63.37
2020-11-27,62.02
2020-11-30,57.48
2020-12-01,56.91
2020-12-02,58.14
2020-12-03,60.02
2020-12-04,64.44
2020-12-07,62.35
2020-12-08,62.18
2020-12-09,62.13
2020-12-10,63.96
2020-12-11,63.27
2020-12-14,61.59
2020-12-15,62.29
2020-12-16,61.6
2020-12-17,61.07
2020-12-18,59.56
2020-12-21,58.57
2020-12-22,56.77
2020-12-23,58.35
2020-12-24,57.46
2020-12-28,57.18
2020-12-29,56.89
2020-12-30,58.26
2020-12-31,58.35
2021-01-04,57.69
2021-01-05,61.03
2021-01-06,63.48
2021-01-07,65.17
2021-01-08,65.16
2021-01-11,66.2
2021-01-12,69.19
2021-01-13,68.6
2021-01-14,69.8
2021-01-15,65.6
