date,CXO
2015-10-14,113.2403723263
2015-10-15,113.8182792519
2015-10-16,114.2394656553
2015-10-19,109.4398996628
2015-10-20,111.4478813536
2015-10-21,109.4692847607
2015-10-22,110.517353253
2015-10-23,110.2920675023
2015-10-26,109.1656387489
2015-10-27,108.5093715622
2015-10-28,112.4273846173
2015-10-29,113.6223785992
2015-10-30,113.5342233054
2015-11-02,112.7800057923
2015-11-03,115.4148695719
2015-11-04,114.357006047
2015-11-05,110.8797694606
2015-11-06,109.1460486837
2015-11-09,109.24399901
2015-11-10,109.0578933899
2015-11-11,104.9831598126
2015-11-12,102.6617370774
2015-11-13,102.7694824364
2015-11-16,105.5512717056
2015-11-17,106.8442160138
2015-11-18,109.7631357398
2015-11-19,106.8833961443
2015-11-20,106.4817998062
2015-11-23,107.2556073845
2015-11-24,110.2235022738
2015-11-25,108.7248622802
2015-11-27,106.080203468
2015-11-30,107.1968371887
2015-12-01,109.6162102503
2015-12-02,103.8273459613
2015-12-03,104.0232466141
2015-12-04,103.6706254391
2015-12-07,97.5487300404
2015-12-08,98.1364319987
2015-12-09,97.3234442898
2015-12-10,101.5744884546
2015-12-11,96.9610280822
2015-12-14,100.3305193096
2015-12-15,106.3446693492
2015-12-16,100.0562583957
2015-12-17,93.5131765936
2015-12-18,90.0849151704
2015-12-21,84.8935478723
2015-12-22,86.5978835513
2015-12-23,94.5612450859
2015-12-24,93.8070275728
2015-12-28,88.6450453726
2015-12-29,90.8195426182
2015-12-30,89.7029088975
2015-12-31,90.9566730752
2016-01-04,88.4393496872
2016-01-05,89.1837721677
2016-01-06,82.5623301045
2016-01-07,80.7306590012
2016-01-08,82.6896655288
2016-01-11,80.4857831853
2016-01-12,78.8696028
2016-01-13,76.7930558808
2016-01-14,79.2907892035
2016-01-15,75.49031654
2016-01-19,74.4226579824
2016-01-20,71.0335766897
2016-01-21,79.7217706395
2016-01-22,84.1099452613
2016-01-25,79.0263233222
2016-01-26,86.3432127027
2016-01-27,86.1375170173
2016-01-28,89.2131572656
2016-01-29,93.1801454839
2016-02-01,90.1240953009
2016-02-02,87.0974302158
2016-02-03,89.4286479836
2016-02-04,88.1552937407
2016-02-05,85.4812498306
2016-02-08,85.3637094389
2016-02-09,83.8258893148
2016-02-10,84.2078955877
2016-02-11,83.1598270954
2016-02-12,85.3637094389
2016-02-16,86.3334176701
2016-02-17,93.5523567242
2016-02-18,92.0341266653
2016-02-19,90.3983562148
2016-02-22,93.0234249617
2016-02-23,89.0074615802
2016-02-24,89.663728767
2016-02-25,86.9602997589
2016-02-26,90.0457350398
2016-02-29,88.390374524
2016-03-01,89.3698777878
2016-03-02,94.7571457386
2016-03-03,95.2371023379
2016-03-04,96.1480403732
2016-03-07,99.0767551319
2016-03-08,93.4935865284
2016-03-09,94.6983755428
2016-03-10,94.855096065
2016-03-11,99.968103102
2016-03-14,100.0954385263
2016-03-15,100.399084538
2016-03-16,103.2102589051
2016-03-17,102.808662567
2016-03-18,102.7498923711
2016-03-21,102.1915755108
2016-03-22,101.2414573449
2016-03-23,99.4587614048
2016-03-24,101.4863331608
2016-03-28,99.7624074166
2016-03-29,101.3687927692
2016-03-30,99.860357743
2016-03-31,98.9690097729
2016-04-01,99.0571650667
2016-04-04,95.8933695246
2016-04-05,95.4819781538
2016-04-06,99.8113825798
2016-04-07,101.0161715942
2016-04-08,103.0437433503
2016-04-11,102.563786751
2016-04-12,104.8950045188
2016-04-13,105.0811101389
2016-04-14,105.5904518361
2016-04-15,102.5050165552
2016-04-18,105.1398803348
2016-04-19,107.7747441144
2016-04-20,109.6945705114
2016-04-21,109.7141605766
2016-04-22,111.9180429202
2016-04-25,110.8797694606
2016-04-26,116.52170826
2016-04-27,119.0194415826
2016-04-28,116.5902734884
2016-04-29,113.788894154
2016-05-02,114.6606520588
2016-05-03,110.517353253
2016-05-04,109.2635890753
2016-05-05,114.5137265692
2016-05-06,112.3098442257
2016-05-09,111.2030055376
2016-05-10,114.6900371567
2016-05-11,114.141515329
2016-05-12,115.1210185927
2016-05-13,113.4558630443
2016-05-16,115.7381056489
2016-05-17,116.3943728357
2016-05-18,114.4451613407
2016-05-19,114.4941365039
2016-05-20,115.3560993761
2016-05-23,115.2287639518
2016-05-24,115.2679440823
2016-05-25,117.7852674702
2016-05-26,119.8911994874
2016-05-27,119.685503802
2016-05-31,118.8529260278
2016-06-01,118.8137458972
2016-06-02,118.5003048528
2016-06-03,116.9037145328
2016-06-06,118.0399383188
2016-06-07,123.6720820856
2016-06-08,123.7014671835
2016-06-09,121.9187712434
2016-06-10,117.3249009363
2016-06-13,117.2171555772
2016-06-14,119.9499696832
2016-06-15,119.6561187041
2016-06-16,115.4246646045
2016-06-17,118.333789298
2016-06-20,119.9401746506
2016-06-21,122.9766347683
2016-06-22,123.1627403884
2016-06-23,127.286449129
2016-06-24,118.5786651139
2016-06-27,113.113036902
2016-06-28,116.3747827704
2016-06-29,118.0301432862
2016-06-30,116.8253542717
2016-07-01,116.5902734884
2016-07-05,114.1709004269
2016-07-06,115.9046212038
2016-07-07,113.4558630443
2016-07-08,115.9633913996
2016-07-11,115.8556460406
2016-07-12,119.8422243242
2016-07-13,118.5590750486
2016-07-14,120.7727524248
2016-07-15,120.4593113804
2016-07-18,119.6463236714
2016-07-19,118.9900564847
2016-07-20,119.0684167458
2016-07-21,118.6766154403
2016-07-22,120.3221809235
2016-07-25,116.0417516607
2016-07-26,118.2652240695
2016-07-27,117.1583853814
2016-07-28,117.2073605446
2016-07-29,121.6543053622
2016-08-01,115.6695404205
2016-08-02,118.8039508646
2016-08-03,123.4272062697
2016-08-04,123.3194609106
2016-08-05,126.2775607673
2016-08-08,127.2178839005
2016-08-09,126.8064925297
2016-08-10,125.8661693965
2016-08-11,129.421766244
2016-08-12,130.9889714661
2016-08-15,133.6434253109
2016-08-16,129.0789401017
2016-08-17,130.0682383981
2016-08-18,132.6639220472
2016-08-19,131.2534373473
2016-08-22,130.5090148668
2016-08-23,131.2730274126
2016-08-24,129.66664206
2016-08-25,129.3238159176
2016-08-26,130.1172135613
2016-08-29,130.2445489856
2016-08-30,129.5588967009
2016-08-31,126.5518216811
2016-09-01,127.825175924
2016-09-02,128.7948841552
2016-09-06,129.8135675495
2016-09-07,130.8714310744
2016-09-08,131.4199529021
2016-09-09,127.7957908261
2016-09-12,128.0994368379
2016-09-13,121.9677464066
2016-09-14,120.9196779144
2016-09-15,122.7807341156
2016-09-16,122.8199142461
2016-09-19,121.4779947747
2016-09-20,120.253615695
2016-09-21,125.6800637764
2016-09-22,125.0531816875
2016-09-23,122.4672930711
2016-09-26,123.9169579015
2016-09-27,120.3711560866
2016-09-28,127.3746044227
2016-09-29,130.9204062376
2016-09-30,134.534773281
2016-10-03,134.8384192928
2016-10-04,134.3878477914
2016-10-05,137.914059541
2016-10-06,137.9728297369
2016-10-07,136.7092705266
2016-10-10,138.9523330007
2016-10-11,137.2088171911
2016-10-12,135.8473076545
2016-10-13,135.4555063489
2016-10-14,133.8980961595
2016-10-17,134.1233819102
2016-10-18,133.75117067
2016-10-19,136.6113202002
2016-10-20,136.6309102655
2016-10-21,135.1714504024
2016-10-24,132.9675680589
2016-10-25,130.342499312
2016-10-26,131.2926174779
2016-10-27,130.910611205
2016-10-28,126.4832564527
2016-10-31,124.338144305
2016-11-01,125.9641197229
2016-11-02,125.7584240375
2016-11-03,126.3951011589
2016-11-04,124.0834734564
2016-11-07,128.4128778823
2016-11-08,131.3122075431
2016-11-09,129.9604930391
2016-11-10,128.5598033719
2016-11-11,124.2891691418
2016-11-14,125.7780141027
2016-11-15,130.8518410091
2016-11-16,128.8046791878
2016-11-17,127.7664057282
2016-11-18,127.3843994553
2016-11-21,134.1527670081
2016-11-22,135.7003821649
2016-11-23,135.5534566753
2016-11-25,131.5081081959
2016-11-28,126.8456726603
2016-11-29,124.7201505778
2016-11-30,140.0885567866
2016-12-01,138.8837677722
2016-12-02,139.6771654159
2016-12-05,139.7947058075
2016-12-06,140.3138425373
2016-12-07,139.5792150895
2016-12-08,139.8534760033
2016-12-09,139.4420846325
2016-12-12,137.9532396716
2016-12-13,139.0894634576
2016-12-14,134.8873944559
2016-12-15,136.3664443843
2016-12-16,135.4163262184
2016-12-19,135.7297672628
2016-12-20,134.0352266165
2016-12-21,133.8001458331
2016-12-22,133.6924004741
2016-12-23,133.5356799519
2016-12-27,134.1723570734
2016-12-28,132.2721207416
2016-12-29,131.3905678042
2016-12-30,129.882132778
2017-01-03,133.858916029
2017-01-04,132.8892077978
2017-01-05,132.370071068
2017-01-06,132.8206425694
2017-01-09,131.909704534
2017-01-10,130.9497913355
2017-01-11,132.4484313291
2017-01-12,131.6354436202
2017-01-13,131.9978598278
2017-01-17,132.6443319819
2017-01-18,132.8990028305
2017-01-19,131.7235989139
2017-01-20,133.3593693644
2017-01-23,133.2026488422
2017-01-24,136.1901337968
2017-01-25,140.186507113
2017-01-26,141.4990414865
2017-01-27,141.0876501157
2017-01-30,135.9354629482
2017-01-31,136.5819351023
2017-02-01,136.9541463425
2017-02-02,137.1794320932
2017-02-03,139.7751157422
2017-02-06,138.6780720868
2017-02-07,132.2329406111
2017-02-08,132.614946884
2017-02-09,136.9933264731
2017-02-10,140.1767120804
2017-02-13,139.3343392735
2017-02-14,141.3031408337
2017-02-15,139.8926561339
2017-02-16,137.3165625501
2017-02-17,137.1892271258
2017-02-21,138.4527863361
2017-02-22,129.0005798406
2017-02-23,130.5971701606
2017-02-24,130.5481949974
2017-02-27,130.3522943446
2017-02-28,129.7352072884
2017-03-01,131.7725740771
2017-03-02,129.7156172232
2017-03-03,129.6960271579
2017-03-06,131.2926174779
2017-03-07,130.802865846
2017-03-08,124.0149082279
2017-03-09,125.1315419486
2017-03-10,124.1030635217
2017-03-13,126.2089955388
2017-03-14,125.8661693965
2017-03-15,128.9222195795
2017-03-16,127.501939847
2017-03-17,127.7957908261
2017-03-20,127.9818964463
2017-03-21,125.1021568507
2017-03-22,123.770032412
2017-03-23,123.0060198662
2017-03-24,122.6142185607
2017-03-27,122.633808626
2017-03-28,125.0042065243
2017-03-29,126.5322316159
2017-03-30,125.1021568507
2017-03-31,125.7094488743
2017-04-03,125.7486290048
2017-04-04,127.501939847
2017-04-05,124.6417903167
2017-04-06,127.3256292595
2017-04-07,126.5714117464
2017-04-10,128.638163633
2017-04-11,129.2944308197
2017-04-12,129.5588967009
2017-04-13,127.4725547491
2017-04-17,128.8732444163
2017-04-18,126.7869024644
2017-04-19,123.1431503232
2017-04-20,124.8474860021
2017-04-21,125.3862127972
2017-04-24,126.7771074318
2017-04-25,128.2953374907
2017-04-26,126.5910018117
2017-04-27,124.5732250883
2017-04-28,124.0638833911
2017-05-01,122.8101192135
2017-05-02,123.1725354211
2017-05-03,126.150225343
2017-05-04,124.5046598598
2017-05-05,126.9142378887
2017-05-08,128.2267722622
2017-05-09,126.9436229866
2017-05-10,129.9506980065
2017-05-11,129.774387419
2017-05-12,130.6069651932
2017-05-15,131.2632323799
2017-05-16,130.3522943446
2017-05-17,129.7547973537
2017-05-18,127.4529646838
2017-05-19,129.989878137
2017-05-22,129.1083251996
2017-05-23,128.7654990573
2017-05-24,128.3149275559
2017-05-25,125.8073992006
2017-05-26,128.5891884698
2017-05-30,126.8554676929
2017-05-31,124.1814237828
2017-06-01,125.2588773729
2017-06-02,121.8600010476
2017-06-05,119.6365286388
2017-06-06,121.4388146442
2017-06-07,118.1378886452
2017-06-08,118.7157955708
2017-06-09,121.3408643178
2017-06-12,120.713982229
2017-06-13,122.2909824837
2017-06-14,119.0586217132
2017-06-15,114.1904904922
2017-06-16,114.5920868303
2017-06-19,113.8476643498
2017-06-20,113.5538133707
2017-06-21,112.43717965
2017-06-22,111.5458316799
2017-06-23,114.0925401658
2017-06-26,113.5342233054
2017-06-27,114.6116768956
2017-06-28,115.6891304857
2017-06-29,118.1672737431
2017-06-30,119.0390316479
2017-07-03,121.6934854927
2017-07-05,119.685503802
2017-07-06,119.2741124312
2017-07-07,118.2750191021
2017-07-10,119.0782117784
2017-07-11,121.037218306
2017-07-12,120.5180815762
2017-07-13,121.1253735998
2017-07-14,122.2322122878
2017-07-17,123.4370013023
2017-07-18,121.8306159497
2017-07-19,125.0237965896
2017-07-20,123.877777771
2017-07-21,124.5928151536
2017-07-24,125.7486290048
2017-07-25,129.0005798406
2017-07-26,129.3532010156
2017-07-27,129.3923811461
2017-07-28,127.8839461199
2017-07-31,127.5900951407
2017-08-01,128.0798467726
2017-08-02,126.0228899187
2017-08-03,115.0524533643
2017-08-04,116.2964225093
2017-08-07,113.7790991214
2017-08-08,115.5030248656
2017-08-09,116.384577803
2017-08-10,113.7105338929
2017-08-11,113.0444716735
2017-08-14,110.7916141668
2017-08-15,108.8032225413
2017-08-16,108.2840858115
2017-08-17,105.8353276521
2017-08-18,106.295694186
2017-08-21,106.2761041208
2017-08-22,107.1772471234
2017-08-23,107.784539147
2017-08-24,107.7453590164
2017-08-25,107.1968371887
2017-08-28,106.7070855568
2017-08-29,106.2467190228
2017-08-30,106.5307749693
2017-08-31,108.6954771823
2017-09-01,109.4986698586
2017-09-05,111.2030055376
2017-09-06,112.6428753354
2017-09-07,112.8485710208
2017-09-08,109.7729307725
2017-09-11,111.8200925938
2017-09-12,113.2501673589
2017-09-13,117.1877704793
2017-09-14,119.2839074638
2017-09-15,120.3221809235
2017-09-18,120.5278766088
2017-09-19,120.0185349117
2017-09-20,122.2224172552
2017-09-21,123.7112622161
2017-09-22,124.4556846966
2017-09-25,127.2668590637
2017-09-26,128.0112815442
2017-09-27,129.5393066357
2017-09-28,129.1475053302
2017-09-29,129.0201699059
2017-10-02,132.5463816555
2017-10-03,132.614946884
2017-10-04,132.4484313291
2017-10-05,132.9185928957
2017-10-06,132.1447853173
2017-10-09,132.1937604805
2017-10-10,132.3113008722
2017-10-11,132.8892077978
2017-10-12,132.2329406111
2017-10-13,130.6559403564
2017-10-16,130.5383999647
2017-10-17,130.6853254543
2017-10-18,130.3327042793
2017-10-19,129.5491016683
2017-10-20,131.3611827063
2017-10-23,129.0005798406
2017-10-24,127.9818964463
2017-10-25,127.8839461199
2017-10-26,127.4529646838
2017-10-27,129.6568470273
2017-10-30,130.0780334308
2017-10-31,131.4591330327
2017-11-01,137.3851277786
2017-11-02,137.1108668647
2017-11-03,139.9220412318
2017-11-06,143.6147685363
2017-11-07,143.70292383
2017-11-08,142.0867434448
2017-11-09,141.4696563886
2017-11-10,140.2746624068
2017-11-13,139.4910597957
2017-11-14,137.5810284314
2017-11-15,135.3281709246
2017-11-16,135.4065311858
2017-11-17,135.8081275239
2017-11-20,136.1803387641
2017-11-21,136.7680407224
2017-11-22,137.4145128765
2017-11-24,137.698568823
2017-11-27,135.5828417732
2017-11-28,134.9559596844
2017-11-29,134.6914938032
2017-11-30,136.9933264731
2017-12-01,138.5605316951
2017-12-04,136.3370592863
2017-12-05,135.4750964142
2017-12-06,133.183058777
2017-12-07,135.3771460878
2017-12-08,137.3361526154
2017-12-11,138.2568856834
2017-12-12,136.6407052981
2017-12-13,135.4555063489
2017-12-14,133.9960464859
2017-12-15,133.6042451804
2017-12-18,135.670997067
2017-12-19,137.4341029418
2017-12-20,143.8008741564
2017-12-21,146.758974013
2017-12-22,148.6592103448
2017-12-26,150.7651423619
2017-12-27,147.9343779296
2017-12-28,148.2282289087
2017-12-29,147.1409802859
2018-01-02,148.7865457691
2018-01-03,149.4624030211
2018-01-04,150.4614963501
2018-01-05,152.4107078451
2018-01-08,152.8416892811
2018-01-09,151.8132108542
2018-01-10,151.3430492875
2018-01-11,154.6243852212
2018-01-12,155.8291742357
2018-01-16,153.5077515005
2018-01-17,153.3706210436
2018-01-18,153.2628756846
2018-01-19,152.9886147707
2018-01-22,157.1221185439
2018-01-23,157.2396589355
2018-01-24,157.6020751431
2018-01-25,156.5148265203
2018-01-26,158.3464976236
2018-01-29,157.9742863834
2018-01-30,154.1346335893
2018-01-31,154.2129938504
2018-02-01,155.9956897905
2018-02-02,151.3626393528
2018-02-05,148.3359742677
2018-02-06,145.9949614673
2018-02-07,145.0644333667
2018-02-08,137.2186122238
2018-02-09,136.131363601
2018-02-12,140.539128288
2018-02-13,138.7564323479
2018-02-14,143.8498493196
2018-02-15,143.0466566433
2018-02-16,143.5168182099
2018-02-20,144.1339052661
2018-02-21,146.1027068263
2018-02-22,146.1222968916
2018-02-23,149.6778937391
2018-02-26,151.7740307236
2018-02-27,149.952154653
2018-02-28,147.7090921789
2018-03-01,147.2585206776
2018-03-02,147.4838064282
2018-03-05,149.815024196
2018-03-06,148.2576140066
2018-03-07,149.4232228905
2018-03-08,146.6708187193
2018-03-09,150.1480553057
2018-03-12,150.3341609258
2018-03-13,147.4152411998
2018-03-14,147.1311852533
2018-03-15,145.2211538889
2018-03-16,145.4464396396
2018-03-19,143.3405076224
2018-03-20,145.5933651291
2018-03-21,150.0207198814
2018-03-22,149.8835894245
2018-03-23,150.383136089
2018-03-26,153.9975031324
2018-03-27,153.7820124144
2018-03-28,140.3138425373
2018-03-29,147.2487256449
2018-04-02,137.5418483008
2018-04-03,138.6878671194
2018-04-04,138.2862707813
2018-04-05,136.7876307877
2018-04-06,130.8910211397
2018-04-09,130.6461453238
2018-04-10,137.5614383661
2018-04-11,143.7616940258
2018-04-12,143.3209175571
2018-04-13,147.9245828969
2018-04-16,150.2264155668
2018-04-17,150.3243658932
2018-04-18,153.6154968595
2018-04-19,154.2227888831
2018-04-20,153.1551303256
2018-04-23,153.9387329366
2018-04-24,148.6004401489
2018-04-25,151.4312045813
2018-04-26,151.9405462785
2018-04-27,151.4214095486
2018-04-30,153.9877080998
2018-05-01,153.8113975123
2018-05-02,154.4284845685
2018-05-03,148.8844960954
2018-05-04,149.6191235433
2018-05-07,152.087471768
2018-05-08,155.0749567226
2018-05-09,156.2013854759
2018-05-10,152.8123041832
2018-05-11,149.5701483801
2018-05-14,147.464216363
2018-05-15,146.5826634255
2018-05-16,146.2692223811
2018-05-17,151.7446456257
2018-05-18,150.3439559585
2018-05-21,150.7455522966
2018-05-22,144.4179612126
2018-05-23,140.7056438428
2018-05-24,139.3245442409
2018-05-25,136.7092705266
2018-05-29,134.3976428241
2018-05-30,138.266680716
2018-05-31,134.4955931504
2018-06-01,126.5616167138
2018-06-04,124.5438399904
2018-06-05,123.7896224773
2018-06-06,124.5144548925
2018-06-07,127.6684554018
2018-06-08,125.6506786784
2018-06-11,126.9730080846
2018-06-12,131.1163068904
2018-06-13,128.9026295142
2018-06-14,124.6417903167
2018-06-15,123.1627403884
2018-06-18,125.9837097881
2018-06-19,127.8741510872
2018-06-20,128.7165238941
2018-06-21,121.9187712434
2018-06-22,124.7495356758
2018-06-25,122.7807341156
2018-06-26,128.990784808
2018-06-27,134.9559596844
2018-06-28,134.5837484442
2018-06-29,135.5142765448
2018-07-02,132.614946884
2018-07-03,133.5160898866
2018-07-05,134.6131335421
2018-07-06,138.5605316951
2018-07-09,142.4295695871
2018-07-10,142.4099795218
2018-07-11,141.2933458011
2018-07-12,142.566700044
2018-07-13,145.0448433014
2018-07-16,144.8293525834
2018-07-17,145.0252532361
2018-07-18,146.5924584582
2018-07-19,145.2309489215
2018-07-20,141.3325259317
2018-07-23,140.4705630595
2018-07-24,142.4001844892
2018-07-25,144.2514456577
2018-07-26,146.3084025117
2018-07-27,145.2701290521
2018-07-30,146.0929117937
2018-07-31,142.8605510232
2018-08-01,140.2060971783
2018-08-02,139.0894634576
2018-08-03,130.7636857154
2018-08-06,132.3798661007
2018-08-07,133.6336302783
2018-08-08,132.1839654479
2018-08-09,132.0762200889
2018-08-10,134.9069845212
2018-08-13,133.1732637443
2018-08-14,134.3486676609
2018-08-15,128.6675487309
2018-08-16,130.8420459765
2018-08-17,132.2819157743
2018-08-20,132.9283879284
2018-08-21,132.262325709
2018-08-22,133.4964998214
2018-08-23,131.6060585223
2018-08-24,135.1616553698
2018-08-27,135.5926368059
2018-08-28,134.5445683136
2018-08-29,134.534773281
2018-08-30,135.6905871322
2018-08-31,134.3388726282
2018-09-04,132.6443319819
2018-09-05,132.7128972103
2018-09-06,130.0290582676
2018-09-07,130.1857787898
2018-09-10,129.8919278106
2018-09-11,133.75117067
2018-09-12,137.3361526154
2018-09-13,138.9229479027
2018-09-14,138.2177055528
2018-09-17,138.72704725
2018-09-18,140.6076935165
2018-09-19,142.0965384774
2018-09-20,140.0004014929
2018-09-21,139.9514263297
2018-09-24,144.055545005
2018-09-25,147.8560176685
2018-09-26,147.434831265
2018-09-27,148.3359742677
2018-09-28,149.6191235433
2018-10-01,150.6867821008
2018-10-02,150.5986268071
2018-10-03,153.9093478387
2018-10-04,152.4498879756
2018-10-05,154.9868014288
2018-10-08,153.1845154235
2018-10-09,156.6813420752
2018-10-10,150.0207198814
2018-10-11,147.4740113956
2018-10-12,147.3466759713
2018-10-15,147.9833530928
2018-10-16,149.844409294
2018-10-17,147.3662660366
2018-10-18,144.9175078771
2018-10-19,144.515911539
2018-10-22,143.8302592543
2018-10-23,138.8739727396
2018-10-24,131.8509343382
2018-10-25,133.5454749846
2018-10-26,132.4092511986
2018-10-29,128.2463623275
2018-10-30,132.9675680589
2018-10-31,136.23910896
2018-11-01,140.7056438428
2018-11-02,138.158935357
2018-11-05,139.050283327
2018-11-06,138.4723764014
2018-11-07,139.9906064603
2018-11-08,133.4573196908
2018-11-09,133.721785572
2018-11-12,127.17870377
2018-11-13,124.8866661327
2018-11-14,126.150225343
2018-11-15,131.8313442729
2018-11-16,135.5534566753
2018-11-19,136.1803387641
2018-11-20,131.126101923
2018-11-21,132.7324872756
2018-11-23,124.3577343702
2018-11-26,126.1404303103
2018-11-27,124.2989641744
2018-11-28,124.9748214264
2018-11-29,128.8046791878
2018-11-30,127.6684554018
2018-12-03,131.9782697625
2018-12-04,125.7780141027
2018-12-06,118.3435843306
2018-12-07,119.90099452
2018-12-10,117.981168123
2018-12-11,119.3524726923
2018-12-12,119.7050938673
2018-12-13,118.196658841
2018-12-14,112.6624654006
2018-12-17,107.5298682984
2018-12-18,102.7498923711
2018-12-19,102.6323519795
2018-12-20,99.4881465027
2018-12-21,97.803400889
2018-12-24,92.9548597333
2018-12-26,100.4676497665
2018-12-27,100.7419106804
2018-12-28,99.723227286
2018-12-31,100.6831404845
2019-01-02,104.5032032133
2019-01-03,104.6697187682
2019-01-04,109.8023158704
2019-01-07,112.6624654006
2019-01-08,117.0016648592
2019-01-09,120.4201312498
2019-01-10,119.8226342589
2019-01-11,117.981168123
2019-01-14,119.0488266805
2019-01-15,119.9205845853
2019-01-16,121.0959885018
2019-01-17,122.6533986913
2019-01-18,122.3105725489
2019-01-22,115.8850311385
2019-01-23,112.868161086
2019-01-24,113.7007388603
2019-01-25,116.1201119218
2019-01-28,113.6125835665
2019-01-29,114.8565527115
2019-01-30,118.5394849834
2019-01-31,117.3836711321
2019-02-01,117.7264972744
2019-02-04,117.520801589
2019-02-05,115.6107702246
2019-02-06,114.8663477442
2019-02-07,110.4389929919
2019-02-08,110.3410426655
2019-02-11,114.0239749373
2019-02-12,114.112130231
2019-02-13,117.060435055
2019-02-14,116.9233045981
2019-02-15,120.4495163477
2019-02-19,118.5198949181
2019-02-20,110.1451420127
2019-02-21,101.5744884546
2019-02-22,103.8665260918
2019-02-25,106.5895451652
2019-02-26,106.2467190228
2019-02-27,109.0872784878
2019-02-28,107.8677969244
2019-03-01,108.8680255868
2019-03-04,108.8876379135
2019-03-05,106.6420265048
2019-03-06,103.2981248002
2019-03-07,100.4837559168
2019-03-08,98.3362061416
2019-03-11,97.9145411173
2019-03-12,100.1797648527
2019-03-13,100.1209278726
2019-03-14,101.7095263364
2019-03-15,101.5428215593
2019-03-18,105.1514896746
2019-03-19,104.4356397495
2019-03-20,107.5049688802
2019-03-21,107.7795414542
2019-03-22,102.4842132415
2019-03-25,103.1118076964
2019-03-26,106.318423114
2019-03-27,106.838149772
2019-03-28,109.1524043241
2019-03-29,108.8091886067
2019-04-01,109.9368973927
2019-04-02,109.4269768981
2019-04-03,106.7597004651
2019-04-04,107.0931100192
2019-04-05,107.7010921473
2019-04-08,109.8290295958
2019-04-09,105.9948197233
2019-04-10,105.6516040058
2019-04-11,102.6999488354
2019-04-12,111.6823944702
2019-04-15,113.2023497905
2019-04-16,113.6436271415
2019-04-17,112.3296012517
2019-04-18,114.6928866207
2019-04-22,117.9093082017
2019-04-23,120.1745319372
2019-04-24,118.8310875573
2019-04-25,118.6643827802
2019-04-26,115.8205954067
2019-04-29,113.7220764484
2019-04-30,113.1435128104
2019-05-01,106.6616388315
2019-05-02,102.827428959
2019-05-03,107.3676825932
2019-05-06,105.8085026195
2019-05-07,104.1414548488
2019-05-08,108.0246955381
2019-05-09,108.8925409952
2019-05-10,110.3945747828
2019-05-13,109.2459607099
2019-05-14,109.874262425
2019-05-15,111.2094035696
2019-05-16,111.9456946419
2019-05-17,110.8363494262
2019-05-20,110.1295099968
2019-05-21,113.4869972867
2019-05-22,107.8617334939
2019-05-23,100.9896834852
2019-05-24,99.3796603403
2019-05-28,98.2997667675
2019-05-29,98.6531864822
2019-05-30,96.3363239078
2019-05-31,96.2185173363
2019-06-03,97.6420134095
2019-06-04,99.3992947689
2019-06-05,96.6013886939
2019-06-06,98.2703151246
2019-06-07,98.3881216962
2019-06-10,97.6812822667
2019-06-11,98.9967889826
2019-06-12,96.3657755507
2019-06-13,98.515745482
2019-06-14,96.5621198367
2019-06-17,99.2029504829
2019-06-18,102.9825779877
2019-06-19,100.7049842705
2019-06-20,103.0512984878
2019-06-21,104.9165692044
2019-06-24,101.3234687713
2019-06-25,100.2239407699
2019-06-26,100.6853498419
2019-06-27,99.9785104125
2019-06-28,101.2940171284
