date,WBA
2015-07-01,58.959175009
2015-07-02,58.986671418
2015-07-06,58.6979591234
2015-07-07,59.9765421421
2015-07-08,59.0554124405
2015-07-09,61.5575856599
2015-07-10,64.0047660614
2015-07-13,64.9465180698
2015-07-14,64.843406536
2015-07-15,64.5821906505
2015-07-16,66.0532485323
2015-07-17,65.8195290557
2015-07-20,65.7507880332
2015-07-21,65.7576621354
2015-07-22,66.4313241561
2015-07-23,65.6339282949
2015-07-24,65.3795865116
2015-07-27,64.8777770473
2015-07-28,66.1426118615
2015-07-29,66.3900795426
2015-07-30,66.3625831336
2015-07-31,66.4244500538
2015-08-03,65.9295146917
2015-08-04,65.7645362377
2015-08-05,66.4588205651
2015-08-06,64.430960401
2015-08-07,64.1216257997
2015-08-10,64.5821906505
2015-08-11,63.8947804254
2015-08-12,64.1766186177
2015-08-13,63.6129422331
2015-08-14,63.310481734
2015-08-17,63.9703955501
2015-08-18,63.4459349178
2015-08-19,63.0801926347
2015-08-20,61.9484617965
2015-08-21,59.0777299142
2015-08-24,56.772863451
2015-08-25,55.8964621312
2015-08-26,58.9397139583
2015-08-27,60.62350862
2015-08-28,60.3267743149
2015-08-31,59.7264049068
2015-09-01,59.3744642193
2015-09-02,60.6097070245
2015-09-03,60.9064413296
2015-09-04,60.3336751127
2015-09-08,62.1692873259
2015-09-09,61.3756955796
2015-09-10,61.6793306825
2015-09-11,62.3832120575
2015-09-14,62.2244937082
2015-09-15,62.7420535428
2015-09-16,62.735152745
2015-09-17,61.8863546163
2015-09-18,59.6850001201
2015-09-21,60.8995405318
2015-09-22,59.8368176715
2015-09-23,60.3405759105
2015-09-24,59.1743410833
2015-09-25,58.8776067782
2015-09-28,57.0212921716
2015-09-29,56.6279466973
2015-09-30,57.3456296679
2015-10-01,58.4014517304
2015-10-02,60.1128495833
2015-10-05,60.6994173958
2015-10-06,58.0357094473
2015-10-07,58.2703365723
2015-10-08,58.1599238076
2015-10-09,58.9121107671
2015-10-12,59.4917777818
2015-10-13,58.7533924179
2015-10-14,57.9874038627
2015-10-15,60.2163615502
2015-10-16,60.8236317561
2015-10-19,61.0444572855
2015-10-20,61.2376796237
2015-10-21,60.7546237781
2015-10-22,61.161770848
2015-10-23,62.0795769546
2015-10-26,61.7483386605
2015-10-27,65.6679918074
2015-10-28,58.6222772598
2015-10-29,57.8838918958
2015-10-30,58.4359557194
2015-11-02,59.7264049068
2015-11-03,60.8857389362
2015-11-04,60.3681791017
2015-11-05,59.3123570392
2015-11-06,58.4290549216
2015-11-09,57.6078599841
2015-11-10,57.6423639731
2015-11-11,56.4623275503
2015-11-12,55.7308429841
2015-11-13,54.8782442668
2015-11-16,56.7290073361
2015-11-17,57.5122890845
2015-11-18,58.6282922835
2015-11-19,57.415245328
2015-11-20,56.7220756392
2015-11-23,56.7775292143
2015-11-24,57.4845622969
2015-11-25,57.8103520507
2015-11-27,58.351024408
2015-11-30,58.2470489547
2015-12-01,58.2193221671
2015-12-02,57.7479667787
2015-12-03,56.798324305
2015-12-04,58.6560190711
2015-12-07,58.8293114933
2015-12-08,57.9905761698
2015-12-09,57.7687618694
2015-12-10,57.8242154445
2015-12-11,56.6388952765
2015-12-14,57.2280895121
2015-12-15,56.9161631521
2015-12-16,58.7184043431
2015-12-17,57.7687618694
2015-12-18,57.1934310276
2015-12-21,58.8431748871
2015-12-22,59.6195249386
2015-12-23,59.6472517262
2015-12-24,59.9314512986
2015-12-28,59.5016860915
2015-12-29,60.1809923866
2015-12-30,59.8829294204
2015-12-31,59.0268648546
2016-01-04,57.5677426596
2016-01-05,56.0566327379
2016-01-06,55.1971023237
2016-01-07,56.2645836445
2016-01-08,56.1814032819
2016-01-11,56.1606081912
2016-01-12,56.7151439423
2016-01-13,55.4050532304
2016-01-14,56.7498024267
2016-01-15,55.4050532304
2016-01-19,55.9387938908
2016-01-20,55.0723317797
2016-01-21,54.7465420259
2016-01-22,56.0358376472
2016-01-25,54.55938621
2016-01-26,55.0654000828
2016-01-27,54.3791620908
2016-01-28,53.7968995522
2016-01-29,55.2594875957
2016-02-01,55.5020969868
2016-02-02,54.0672357309
2016-02-03,53.2423638011
2016-02-04,53.5057682829
2016-02-05,52.1263606021
2016-02-08,50.5390020146
2016-02-09,51.9392047861
2016-02-10,52.68782805
2016-02-11,52.3551065994
2016-02-12,53.4295196171
2016-02-16,53.31168077
2016-02-17,54.4329323185
2016-02-18,53.31168077
2016-02-19,54.0220388939
2016-02-22,54.8786472198
2016-02-23,54.8298971525
2016-02-24,55.3173978258
2016-02-25,55.658648297
2016-02-26,55.4148979604
2016-02-29,54.9761473545
2016-03-01,55.9581129963
2016-03-02,55.3382907118
2016-03-03,55.658648297
2016-03-04,55.3313264164
2016-03-07,55.1223975564
2016-03-08,55.9859701777
2016-03-09,56.8286499129
2016-03-10,56.1740061517
2016-03-11,56.6963283016
