date,SNI
2016-03-07,62.4830323665
2016-03-08,61.260538255
2016-03-09,62.2113670084
2016-03-10,61.4545849393
2016-03-11,62.7352930562
2016-03-14,63.2495167697
2016-03-15,63.1524934275
2016-03-16,63.5890984674
2016-03-17,63.3562424461
2016-03-18,63.0554700854
2016-03-21,62.9875537458
2016-03-22,62.2016646741
2016-03-23,61.5904176184
2016-03-24,62.104641332
2016-03-28,62.7158883877
2016-03-29,62.861423401
2016-03-30,62.9002327379
2016-03-31,63.5502891305
2016-04-01,65.4034349662
2016-04-04,65.2578999529
2016-04-05,64.6951645683
2016-04-06,65.1608766108
2016-04-07,63.1913027644
2016-04-08,63.2398144355
2016-04-11,62.8905304036
2016-04-12,62.5897580429
2016-04-13,63.084577088
2016-04-14,62.2501763452
2016-04-15,61.9979156556
2016-04-18,62.1337483346
2016-04-19,61.8523806423
2016-04-20,61.5322036131
2016-04-21,61.8911899792
2016-04-22,63.1039817565
2016-04-25,61.9494039845
2016-04-26,62.2307716768
2016-04-27,62.5703533744
2016-04-28,61.7165479632
2016-04-29,60.4940538517
2016-05-02,60.6104818623
2016-05-03,59.0484060532
2016-05-04,59.261857406
2016-05-05,61.1829195812
2016-05-06,63.7734428175
2016-05-09,63.1427910933
2016-05-10,64.4720108812
2016-05-11,64.2779641969
2016-05-12,62.8808280694
2016-05-13,62.7449953904
2016-05-16,62.3471996874
2016-05-17,62.5703533744
2016-05-18,60.4261375122
2016-05-19,60.1156628172
2016-05-20,60.241793162
2016-05-23,59.9507231355
2016-05-24,61.1635149128
2016-05-25,61.0082775653
2016-05-26,61.0470869022
2016-05-27,61.9724855388
2016-05-31,62.6738402949
2016-06-01,62.849178984
2016-06-02,63.6771672378
2016-06-03,63.7356134675
2016-06-06,63.8719880034
2016-06-07,63.160892209
2016-06-08,63.1998563621
2016-06-09,63.1803742855
2016-06-10,62.3036808403
2016-06-13,61.2613897443
2016-06-14,61.319835974
2016-06-15,62.537465759
2016-06-16,62.8102148309
2016-06-17,62.3134218786
2016-06-20,63.404418166
2016-06-21,61.5731029693
2016-06-22,61.7776647732
2016-06-23,60.5795170647
2016-06-24,58.572863179
2016-06-27,57.8715084228
2016-06-28,58.6020862938
2016-06-29,59.3911103945
2016-06-30,60.6574453709
2016-07-01,61.1542383232
2016-07-05,60.1411703421
2016-07-06,60.6477043327
2016-07-07,61.6120671224
2016-07-08,62.7420275629
2016-07-11,63.9304342331
2016-07-12,64.4954144534
2016-07-13,64.3687809557
2016-07-14,65.0214305205
2016-07-15,64.3980040705
2016-07-18,64.1252549987
2016-07-19,64.1837012284
2016-07-20,64.9045380611
2016-07-21,65.0506536353
2016-07-22,65.1383229798
2016-07-25,64.3005936877
2016-07-26,65.1383229798
2016-07-27,65.3721078986
2016-07-28,65.3234027072
2016-07-29,64.3492988791
2016-08-01,64.0960318839
2016-08-02,64.79738664
2016-08-03,65.4597772431
2016-08-04,64.8266097549
2016-08-05,64.4369682237
2016-08-08,64.4564503002
2016-08-09,59.8781623085
2016-08-10,60.5015887585
2016-08-11,61.8555930794
2016-08-12,61.631549199
2016-08-15,62.4205732997
2016-08-16,62.118601113
2016-08-17,62.5472067973
2016-08-18,62.7030634098
2016-08-19,62.7517686012
2016-08-22,62.3816091465
2016-08-23,62.780991716
2016-08-24,62.9271072902
2016-08-25,62.4205732997
2016-08-26,61.7289595818
2016-08-29,62.1867883809
2016-08-30,61.9227463482
2016-08-31,61.9716430209
2016-09-01,62.1770090464
2016-09-02,62.4214924101
2016-09-06,61.7858356645
2016-09-07,61.9325256827
2016-09-08,62.1281123737
2016-09-09,60.4656255008
2016-09-12,61.4924556281
2016-09-13,60.0255554462
2016-09-14,60.1429074607
2016-09-15,60.7687848717
2016-09-16,58.5586552642
2016-09-19,58.7835799588
2016-09-20,58.3532892387
2016-09-21,58.4999792569
2016-09-22,60.1526867953
2016-09-23,60.2798181444
2016-09-26,60.7296675335
2016-09-27,60.6318741881
2016-09-28,61.2479722645
2016-09-29,62.5290650901
2016-09-30,62.0889950355
2016-10-03,62.7050931119
2016-10-04,62.1965677155
2016-10-05,62.3725957373
2016-10-06,62.09877437
2016-10-07,61.0034889008
2016-10-10,60.8959162208
2016-10-11,60.7687848717
2016-10-12,60.8079022099
2016-10-13,60.4069494935
2016-10-14,59.9277621007
2016-10-17,60.1429074607
2016-10-18,60.3287148171
2016-10-19,60.524301508
2016-10-20,61.1306202499
2016-10-21,64.5338286721
2016-10-24,64.6414013521
2016-10-25,63.7514819084
2016-10-26,64.4360353266
2016-10-27,62.3334783991
2016-10-28,62.1574503773
2016-10-31,62.939797141
2016-11-01,62.5779617628
2016-11-02,62.1378917082
2016-11-03,63.3114118538
2016-11-04,63.4092051992
2016-11-07,63.9861859375
2016-11-08,63.7612612429
2016-11-09,64.0546412793
2016-11-10,65.5313207958
2016-11-11,66.9591036396
2016-11-14,72.0736956074
2016-11-15,69.0714399016
2016-11-16,70.0884906945
2016-11-17,69.6190826362
2016-11-18,68.1130651161
2016-11-21,67.9370370943
2016-11-22,67.8001264106
2016-11-23,68.5922525089
2016-11-25,68.9443085525
2016-11-28,67.7414504033
2016-11-29,68.762185095
2016-11-30,67.9770045629
2016-12-01,68.3990390989
2016-12-02,67.2016387875
2016-12-05,67.918116023
2016-12-06,69.0566277945
2016-12-07,70.8330987483
2016-12-08,71.5888350104
2016-12-09,70.391434699
2016-12-12,69.1155163344
2016-12-13,69.9006968665
2016-12-14,70.2147690793
2016-12-15,69.154775361
2016-12-16,68.9977392546
2016-12-19,69.4394033039
2016-12-20,71.3336513375
2016-12-21,70.7938397217
2016-12-22,71.2551332843
2016-12-23,71.1668004744
2016-12-27,71.3827251207
2016-12-28,70.6956921552
2016-12-29,70.4601379956
2016-12-30,70.0479182162
2017-01-03,71.0293938813
2017-01-04,73.1101222913
2017-01-05,73.2966026676
2017-01-06,73.0021599681
2017-01-09,73.3751207208
2017-01-10,72.9138271583
2017-01-11,73.0316042381
2017-01-12,74.0032651465
2017-01-13,73.8953028233
2017-01-17,73.6303043938
2017-01-18,73.9443766066
2017-01-19,72.9825304548
2017-01-20,72.7666058085
2017-01-23,73.2475288844
2017-01-24,73.3162321809
2017-01-25,73.6106748805
2017-01-26,75.534367184
2017-01-27,74.8571489751
2017-01-30,74.8865932451
2017-01-31,74.7491866519
2017-02-01,74.4351144391
2017-02-02,74.3173373593
2017-02-03,74.7099276253
2017-02-06,74.1112274696
2017-02-07,74.1210422263
2017-02-08,73.7971552568
2017-02-09,75.7993656136
2017-02-10,76.3882510126
2017-02-13,76.0349197732
2017-02-14,75.4754786441
2017-02-15,75.7502918303
2017-02-16,75.6717737771
2017-02-17,74.6314095721
2017-02-21,79.9902667034
2017-02-22,80.9324833419
2017-02-23,80.1865618365
2017-02-24,79.5584174108
2017-02-27,79.5091613327
2017-02-28,79.5682686264
2017-03-01,78.7998738075
2017-03-02,77.7851985978
2017-03-03,77.3517451102
2017-03-06,77.0365062101
2017-03-07,77.1744232289
2017-03-08,77.3714475414
2017-03-09,77.9625204791
2017-03-10,78.1890984385
2017-03-13,77.8147522447
2017-03-14,77.3320426789
2017-03-15,78.573295848
2017-03-16,78.2974618104
2017-03-17,77.9625204791
2017-03-20,77.9329668322
2017-03-21,77.1251671507
2017-03-22,77.1350183663
2017-03-23,77.0857622882
2017-03-24,77.381298757
2017-03-27,77.3615963258
2017-03-28,77.1744232289
2017-03-29,77.4502572664
2017-03-30,77.4995133446
2017-03-31,77.2039768757
2017-04-03,76.2385577442
2017-04-04,77.0168037788
2017-04-05,76.6227551537
2017-04-06,76.5636478599
2017-04-07,75.9824261379
2017-04-10,76.0612358629
2017-04-11,75.4997165721
2017-04-12,74.3077194811
2017-04-13,73.1748296839
2017-04-17,73.7067953278
2017-04-18,73.4014076434
2017-04-19,74.1303975998
2017-04-20,74.4751901468
2017-04-21,74.0318854436
2017-04-24,74.3668267749
2017-04-25,74.8298339094
2017-04-26,75.3519483377
2017-04-27,74.5145950093
2017-04-28,73.6082831716
2017-05-01,72.5049470212
2017-05-02,70.8006867176
2017-05-03,67.3823148947
2017-05-04,69.1555337078
2017-05-05,71.4213133022
2017-05-08,69.9534821736
2017-05-09,68.751633867
2017-05-10,68.2984779481
2017-05-11,67.7369586573
2017-05-12,67.3527612479
2017-05-15,67.2641003072
2017-05-16,66.6730273695
2017-05-17,65.5105839254
2017-05-18,65.628798513
2017-05-19,67.0375223478
2017-05-22,67.2148442291
2017-05-23,66.476003057
2017-05-24,65.9046325506
2017-05-25,66.210020235
2017-05-26,66.0031447068
2017-05-30,66.1218909942
2017-05-31,65.5281595575
2017-06-01,66.141682042
2017-06-02,65.2510848871
2017-06-05,65.2016072674
2017-06-06,65.5875327012
2017-06-07,66.0328312787
2017-06-08,65.6568013688
2017-06-09,66.497920904
2017-06-12,67.7150703492
2017-06-13,66.7651000505
2017-06-14,66.0625178505
2017-06-15,66.9531150055
2017-06-16,66.6463537632
2017-06-19,66.7749955745
2017-06-20,65.4588908899
2017-06-21,65.6963834646
2017-06-22,65.9140849913
2017-06-23,66.6958313829
2017-06-26,67.8437121604
2017-06-27,67.7150703492
2017-06-28,68.7244137914
2017-06-29,67.8239211125
2017-06-30,67.5963240618
2017-07-03,67.7546524449
2017-07-05,67.8931897801
2017-07-06,66.7651000505
2017-07-07,66.4583388083
2017-07-10,66.6067716674
2017-07-11,66.7255179547
2017-07-12,66.4385477604
2017-07-13,66.4781298561
2017-07-14,67.032279197
2017-07-17,67.5072643463
2017-07-18,66.319801473
2017-07-19,76.0866836058
2017-07-20,78.184534682
2017-07-21,77.9272510594
2017-07-24,77.2741464791
2017-07-25,80.5990425243
2017-07-26,83.1916697977
2017-07-27,85.5072224006
2017-07-28,86.0019985978
2017-07-31,86.496774795
2017-08-01,86.6551031781
2017-08-02,87.0509241358
2017-08-03,87.1300883274
2017-08-04,86.3780285076
2017-08-07,86.7441628936
2017-08-08,86.8827002288
2017-08-09,86.3483419358
2017-08-10,85.9228344062
2017-08-11,85.7546104992
2017-08-14,85.8436702147
2017-08-15,85.249938778
2017-08-16,84.9530730597
2017-08-17,84.6858939132
2017-08-18,84.7749536287
2017-08-21,84.8046402005
2017-08-22,84.8541178203
2017-08-23,84.9134909639
2017-08-24,84.9629685836
2017-08-25,85.3192074456
2017-08-28,85.1114014428
2017-08-29,85.3488940175
2017-08-30,84.9020411692
2017-08-31,85.0509921186
2017-09-01,85.0509921186
2017-09-05,84.6140693337
2017-09-06,84.8523908527
2017-09-07,84.6438595235
2017-09-08,84.8722509793
2017-09-11,84.6438595235
2017-09-12,84.6041392704
2017-09-13,84.6438595235
2017-09-14,84.7431601565
2017-09-15,85.4084743972
2017-09-18,85.0609221819
2017-09-19,85.2098731313
2017-09-20,85.1502927516
2017-09-21,85.4779848403
2017-09-22,85.4382645871
2017-09-25,85.4283345238
2017-09-26,85.2793835744
2017-09-27,85.4481946504
2017-09-28,85.199943068
2017-09-29,85.2893136377
2017-10-02,85.5077750302
2017-10-03,85.5375652201
2017-10-04,85.6765861062
2017-10-05,85.468054777
2017-10-06,85.4184044605
2017-10-09,85.130432625
2017-10-10,84.862320916
2017-10-11,84.1572864221
2017-10-12,83.2536506623
2017-10-13,83.2337905357
2017-10-16,82.7869376874
2017-10-17,82.6578468646
2017-10-18,83.1841402192
2017-10-19,83.9090348397
2017-10-20,83.9090348397
2017-10-23,82.9557487634
2017-10-24,83.1046997129
2017-10-25,82.9259585736
2017-10-26,83.0451193331
2017-10-27,82.8266579406
2017-10-30,82.8465180672
2017-10-31,82.6975671178
2017-11-01,82.9358886369
2017-11-02,80.4037224967
2017-11-03,79.0532338887
2017-11-06,79.56959718
2017-11-07,79.8277788256
2017-11-08,78.2985490783
2017-11-09,77.7821857869
2017-11-10,78.626241167
2017-11-13,78.3283392681
2017-11-14,77.5240041413
2017-11-15,78.5567307239
2017-11-16,79.2518351545
2017-11-17,80.0561702814
2017-11-20,79.738408256
2017-11-21,79.5398069901
2017-11-22,80.244841484
2017-11-24,79.807918699
2017-11-27,79.1723946482
2017-11-28,79.9370095219
2017-11-29,81.0988269273
2017-11-30,81.5672606088
2017-12-01,82.0257276161
2017-12-04,83.0921617418
2017-12-05,81.7067940458
2017-12-06,81.2383603644
2017-12-07,81.3978271495
2017-12-08,81.5772272828
2017-12-11,81.5373605865
2017-12-12,81.3878604754
2017-12-13,81.2881937347
2017-12-14,81.1685936459
2017-12-15,82.9326949567
2017-12-18,83.11209509
2017-12-19,83.4908287047
2017-12-20,83.5705620973
2017-12-21,85.4243634748
2017-12-22,85.0655632082
2017-12-26,85.3944634526
2017-12-27,84.9658964675
2017-12-28,85.1951299711
2017-12-29,85.0954632304
2018-01-02,86.3512641635
2018-01-03,86.3512641635
2018-01-04,85.6735303266
2018-01-05,85.8529304599
2018-01-08,86.0223639191
2018-01-09,85.5240302155
2018-01-10,86.560564319
2018-01-11,87.3877982671
2018-01-12,87.5771650744
2018-01-16,87.51736503
2018-01-17,87.7465985337
2018-01-18,88.2249988891
2018-01-19,88.205065541
2018-01-22,88.4741657409
2018-01-23,87.8960986447
2018-01-24,88.0256654077
2018-01-25,88.0256654077
2018-01-26,88.0057320595
2018-01-29,88.065532104
2018-01-30,87.656898467
2018-01-31,87.6967651633
2018-02-01,88.3246656299
2018-02-02,87.656898467
2018-02-05,86.3911308598
2018-02-06,87.4376316374
2018-02-07,86.9093979116
2018-02-08,86.1718640302
2018-02-09,86.3213641413
2018-02-12,86.9990979782
2018-02-13,87.2083981337
2018-02-14,87.2881315263
2018-02-15,87.6070650966
2018-02-16,87.51736503
2018-02-20,87.8661986225
2018-02-21,87.8263319262
2018-02-22,87.4675316596
2018-02-23,87.4575649856
2018-02-26,88.2150322151
2018-02-27,89.72
2018-02-28,89.86
2018-03-01,89.64
2018-03-02,90.26
2018-03-05,90.1
2018-03-06,90.04
2018-03-07,90.04
2018-03-08,90.04
2018-03-09,90.04
2018-03-12,90.04
2018-03-13,90.04
2018-03-14,90.04
2018-03-15,90.04
2018-03-16,90.04
