date,KSU
2019-06-28,119.2634724729
2019-07-01,120.7417834517
2019-07-02,121.1138087311
2019-07-03,121.8774395679
2019-07-05,120.3599680334
2019-07-08,118.7348049706
2019-07-09,118.2257177461
2019-07-10,116.6690856559
2019-07-11,118.5879528866
2019-07-12,120.1935356715
2019-07-15,119.0480894164
2019-07-16,120.2424863662
2019-07-17,114.33903259
2019-07-18,115.5138492619
2019-07-19,120.839684841
2019-07-22,122.7096013771
2019-07-23,121.3585622045
2019-07-24,120.6438820624
2019-07-25,120.7319933128
2019-07-26,121.8480691511
2019-07-29,122.3767366534
2019-07-30,122.1221930412
2019-07-31,121.1431791479
2019-08-01,119.10683025
2019-08-02,118.6564838591
2019-08-05,113.3600186968
2019-08-06,115.2201450939
2019-08-07,114.4467241183
2019-08-08,116.659295517
2019-08-09,116.2774800986
2019-08-12,114.5054649519
2019-08-13,117.4327164926
2019-08-14,114.7012677305
2019-08-15,114.6131564801
2019-08-16,117.5501981598
2019-08-19,119.5180160852
2019-08-20,119.4886456684
2019-08-21,121.7207973449
2019-08-22,120.6145116456
2019-08-23,116.9921602407
2019-08-26,118.3431994133
2019-08-27,118.6662739981
2019-08-28,120.3697581723
2019-08-29,121.9753409572
2019-08-30,123.159947768
2019-09-03,123.7179856871
2019-09-04,124.8242713865
2019-09-05,127.1934850081
2019-09-06,126.5571259775
2019-09-09,129.4532823783
2019-09-10,130.6608323353
2019-09-11,130.2386807243
2019-09-12,130.0619660965
2019-09-13,130.6608323353
2019-09-16,130.3270380383
2019-09-17,129.5907270889
2019-09-18,130.4546652695
2019-09-19,129.8852514686
2019-09-20,129.6299970062
2019-09-23,129.2078453952
2019-09-24,130.1405059311
2019-09-25,130.1601408897
2019-09-26,130.8179120045
2019-09-27,130.1012360138
2019-09-30,130.5822925007
2019-10-01,126.6553007707
2019-10-02,124.2696532948
2019-10-03,124.7212573437
2019-10-04,125.4673857724
2019-10-07,125.7913625901
2019-10-08,124.4169154847
2019-10-09,126.7043881674
2019-10-10,128.0690177935
2019-10-11,131.0633489876
2019-10-14,129.5907270889
2019-10-15,131.7309375817
2019-10-16,131.8389298543
2019-10-17,132.948305018
2019-10-18,142.5988871944
2019-10-21,144.0224216965
2019-10-22,142.4123550872
2019-10-23,143.1879359539
2019-10-24,142.8443241775
2019-10-25,141.8527587657
2019-10-28,141.0280905024
2019-10-29,141.0084555438
2019-10-30,139.957985256
2019-10-31,138.2104739362
2019-11-01,143.5217302509
2019-11-04,146.6338711969
2019-11-05,147.0265703699
2019-11-06,148.6366369792
2019-11-07,151.0222844552
2019-11-08,150.5117755303
2019-11-11,150.3841482991
2019-11-12,149.7263771843
2019-11-13,151.4149836282
2019-11-14,150.5314104889
2019-11-15,150.7375775548
2019-11-18,151.8371352392
2019-11-19,151.3462612729
2019-11-20,149.2256857387
2019-11-21,150.07980644
2019-11-22,149.1569633834
2019-11-25,151.2088165624
2019-11-26,151.7487779252
2019-11-27,151.7389604459
2019-11-29,149.6380198704
2019-12-02,148.9998837142
2019-12-03,146.7614984282
2019-12-04,146.4866090071
2019-12-05,147.6058016501
2019-12-06,149.8540044155
2019-12-09,148.6071845413
2019-12-10,148.4010174754
2019-12-11,150.6197678029
2019-12-12,149.0882410282
2019-12-13,148.6759068965
2019-12-16,150.1976161919
2019-12-17,151.228451521
2019-12-18,151.1204592484
2019-12-19,150.2467035885
2019-12-20,152.2691043294
2019-12-23,150.8553873067
2019-12-24,150.4626881337
2019-12-26,150.7572125134
2019-12-27,151.6604206113
2019-12-30,150.6884901581
2019-12-31,150.7573920741
2020-01-02,153.0114690384
2020-01-03,152.8244495522
2020-01-06,152.4602537108
2020-01-07,152.9130377299
2020-01-08,156.2695453492
2020-01-09,157.4015053967
2020-01-10,155.7675456759
2020-01-13,157.6377405371
2020-01-14,156.8109175458
2020-01-15,157.2046427798
2020-01-16,159.0945239027
2020-01-17,163.9078148875
2020-01-21,162.8644430176
2020-01-22,162.2246395125
2020-01-23,164.1145206354
2020-01-24,163.9668736726
2020-01-27,161.5060909605
2020-01-28,164.8921279724
2020-01-29,167.0379304973
2020-01-30,167.9730279279
2020-01-31,166.0437742816
2020-02-03,168.7604783958
2020-02-04,169.784164004
2020-02-05,169.9318109668
2020-02-06,169.2920074616
2020-02-07,169.1640467606
2020-02-10,169.3018505925
2020-02-11,167.5694595631
2020-02-12,168.100988629
2020-02-13,170.7389476963
2020-02-14,170.9161240516
2020-02-18,174.4202786336
2020-02-19,173.6229850349
2020-02-20,173.2095735393
2020-02-21,171.4968687717
2020-02-24,164.7051084863
2020-02-25,158.9075044165
2020-02-26,158.2873871731
2020-02-27,149.9502553445
2020-02-28,148.3162956237
2020-03-02,152.6275869353
2020-03-03,149.8813534286
2020-03-04,156.1415846481
2020-03-05,151.603901327
2020-03-06,145.1664937522
2020-03-09,123.1171364608
2020-03-10,128.259354522
2020-03-11,127.5487216997
2020-03-12,113.0597080454
2020-03-13,125.9497978496
2020-03-16,112.7241314348
2020-03-17,119.6231917512
2020-03-18,107.8977501835
2020-03-19,114.9053794032
2020-03-20,107.1081581587
2020-03-23,99.2319777118
2020-03-24,120.7681001871
2020-03-25,128.4468826279
2020-03-26,131.7434293313
2020-03-27,126.2952443604
2020-03-30,127.6967702044
2020-03-31,125.5253921363
2020-04-01,120.54109248
2020-04-02,119.425793745
2020-04-03,121.3997738069
2020-04-06,132.7600290631
2020-04-07,136.3033232742
2020-04-08,137.9318568253
2020-04-09,134.8228382278
2020-04-13,134.8030984272
2020-04-14,137.5271909126
2020-04-15,132.4145825523
2020-04-16,133.2436541783
2020-04-17,137.5469307132
2020-04-20,129.5227017616
2020-04-21,129.3055639548
2020-04-22,127.6572906031
2020-04-23,127.1539256873
2020-04-24,129.7003599672
2020-04-27,130.1148957802
2020-04-28,131.5657711257
2020-04-29,134.2306442093
2020-04-30,128.8515485406
2020-05-01,126.6900403728
2020-05-04,122.3176745357
2020-05-05,123.7685498812
2020-05-06,125.5944814384
2020-05-07,129.6214007647
2020-05-08,134.8524479288
2020-05-11,132.4540621535
2020-05-12,130.4504723907
2020-05-13,133.1943046768
2020-05-14,132.3652330508
2020-05-15,132.1086156427
2020-05-18,137.1718745015
2020-05-19,140.7645182141
2020-05-20,146.8048972036
2020-05-21,144.4361211293
2020-05-22,145.3342820574
2020-05-26,151.5424493521
2020-05-27,152.7367072896
2020-05-28,150.1902730097
2020-05-29,148.5617394587
2020-06-01,147.32800192
2020-06-02,147.3674815212
2020-06-03,152.3912607787
2020-06-04,153.3585110091
2020-06-05,160.8398954437
2020-06-08,157.7529092614
2020-06-09,156.4963475783
2020-06-10,155.5366114896
2020-06-11,144.0296726116
2020-06-12,145.7116843134
2020-06-15,146.5625843508
2020-06-16,147.0276111155
2020-06-17,145.7017901269
2020-06-18,143.4854923551
2020-06-19,142.743428369
2020-06-22,144.0197784251
2020-06-23,146.0876633997
2020-06-24,141.0713108536
2020-06-25,145.7215784999
2020-06-26,144.1681912223
2020-06-29,146.0777692132
2020-06-30,147.7103099827
2020-07-01,143.0699365229
2020-07-02,145.6226366351
2020-07-06,147.017716929
2020-07-07,143.6042225929
2020-07-08,145.3752819731
2020-07-09,141.3285597021
2020-07-10,142.2190364854
2020-07-13,146.3647006212
2020-07-14,151.2326403701
2020-07-15,153.9733300255
2020-07-16,156.7437022403
2020-07-17,158.6038092989
2020-07-20,154.4185684172
2020-07-21,154.4284626036
2020-07-22,154.7054998251
2020-07-23,153.4885148879
2020-07-24,153.0630648692
2020-07-27,154.8341242494
2020-07-28,153.2213718529
2020-07-29,157.0801045807
2020-07-30,155.032007979
2020-07-31,170.031594685
2020-08-03,174.7313332637
2020-08-04,170.9319656548
2020-08-05,174.7214390773
2020-08-06,183.4580057404
2020-08-07,185.0608639504
2020-08-10,182.5378463977
2020-08-11,182.5279522112
2020-08-12,182.092608006
2020-08-13,181.1922370362
2020-08-14,181.9837719547
2020-08-17,182.5873173301
2020-08-18,180.3809137447
2020-08-19,178.8374206536
2020-08-20,178.9066799589
2020-08-21,180.8459405093
2020-08-24,181.6473696143
2020-08-25,182.0332428871
2020-08-26,181.2417079686
2020-08-27,180.5095381689
2020-08-28,182.3003859221
2020-08-31,180.1137707097
2020-09-01,182.3498568545
2020-09-02,191.729545639
2020-09-03,186.6241454145
2020-09-04,186.0107058527
2020-09-08,183.2106510784
2020-09-09,183.5074766729
2020-09-10,183.2106510784
2020-09-11,184.4870011345
2020-09-14,185.6371941976
2020-09-15,185.8156724315
2020-09-16,185.0720131235
2020-09-17,182.9798516036
2020-09-18,181.2942238387
2020-09-21,179.00375317
2020-09-22,179.5491033292
2020-09-23,179.092992287
2020-09-24,181.2149001792
2020-09-25,181.8197430831
2020-09-28,183.3169771566
2020-09-29,181.2248156367
2020-09-30,179.3012168932
2020-10-01,177.9328837665
2020-10-02,179.3904560102
2020-10-05,179.6383424462
2020-10-06,178.0816156281
2020-10-07,181.8296585405
2020-10-08,182.5039096465
2020-10-09,185.0620976661
2020-10-12,181.9883058596
2020-10-13,181.2843083813
2020-10-14,182.8410351994
2020-10-15,182.4543323593
2020-10-16,177.4966036391
2020-10-19,178.0717001706
2020-10-20,180.3225090096
2020-10-21,180.5406490733
2020-10-22,180.758789137
2020-10-23,182.9005279441
2020-10-26,178.2700093194
2020-10-27,174.6607828112
2020-10-28,171.7952156109
2020-10-29,173.7287298118
2020-10-30,174.6508673537
2020-11-02,176.6141279269
2020-11-03,181.9684749447
2020-11-04,178.101446543
2020-11-05,182.0577140616
2020-11-06,181.8792358277
2020-11-09,182.7517960825
2020-11-10,186.2023752717
2020-11-11,186.4304307928
2020-11-12,184.9629430917
2020-11-13,185.488462336
2020-11-16,186.7378099735
2020-11-17,189.9504181841
2020-11-18,186.9559500372
2020-11-19,187.4616383666
2020-11-20,186.8567954628
2020-11-23,184.6654793684
2020-11-24,188.2152131321
2020-11-25,187.9970730684
2020-11-27,187.897918494
2020-11-30,184.5960711664
2020-12-01,185.5182087083
2020-12-02,187.7690175473
2020-12-03,187.5013001964
2020-12-04,192.5581834909
2020-12-07,193.5993065222
2020-12-08,193.8372775007
2020-12-09,195.1857797126
2020-12-10,193.301842799
2020-12-11,194.9081469043
2020-12-14,190.396613769
2020-12-15,190.9915412154
2020-12-16,190.8626402686
2020-12-17,194.9577241915
2020-12-18,195.9492699355
2020-12-21,196.1674099992
2020-12-22,194.3132194579
2020-12-23,197.535743126
2020-12-24,198.0414314554
2020-12-28,199.3899336673
2020-12-29,198.1009242001
2020-12-30,200.103846603
2020-12-31,202.8464925613
2021-01-04,199.7162988046
2021-01-05,202.766995577
2021-01-06,209.4944278733
2021-01-07,214.2642469312
2021-01-08,215.3076448502
2021-01-11,212.8929239521
2021-01-12,212.8034898447
2021-01-13,212.4755647845
2021-01-14,211.1837387897
2021-01-15,211.4619782347
2021-01-19,210.3291462084
2021-01-20,214.3338067925
2021-01-21,211.6507835724
2021-01-22,216.2119230466
2021-01-25,216.7783390597
2021-01-26,210.1204666247
2021-01-27,200.2429663255
2021-01-28,206.6722849307
2021-01-29,201.3956725979
2021-02-01,204.0488844488
2021-02-02,211.0545561902
2021-02-03,209.7726673184
2021-02-04,209.673296088
2021-02-05,207.8647396952
2021-02-08,202.6676243467
2021-02-09,201.703723412
2021-02-10,205.3108990746
2021-02-11,208.0436079099
2021-02-12,207.9939222947
2021-02-16,209.8124158105
2021-02-17,208.5305269387
2021-02-18,205.2015907212
2021-02-19,211.2532986509
2021-02-22,212.3563193081
2021-02-23,211.28311002
2021-02-24,217.4341891801
2021-02-25,212.1675139704
2021-02-26,211.004870575
2021-03-01,214.7710402061
2021-03-02,208.8187035068
2021-03-03,206.0363090563
2021-03-04,200.0442238648
2021-03-05,210.8955622216
2021-03-08,209.7797653975
2021-03-09,211.9715091591
2021-03-10,213.455917434
2021-03-11,214.0536657326
2021-03-12,214.741076276
2021-03-15,218.9850891961
2021-03-16,218.9751267245
2021-03-17,222.2527798952
2021-03-18,222.481916743
2021-03-19,223.318764361
2021-03-22,248.1552061683
2021-03-23,245.9236125202
2021-03-24,253.1563669334
2021-03-25,251.7516584316
2021-03-26,252.6682058228
2021-03-29,254.2721637574
2021-03-30,258.6556512806
2021-03-31,262.9295516157
2021-04-01,265.9780679386
2021-04-05,265.7788185057
2021-04-06,261.7041676035
2021-04-07,263.0192138604
2021-04-08,261.216006493
2021-04-09,261.216006493
2021-04-12,262.7502271261
2021-04-13,259.1736998061
2021-04-14,259.9507725942
2021-04-15,257.6693665879
2021-04-16,256.5436072922
2021-04-19,255.4377729397
2021-04-20,294.3910370659
2021-04-21,296.5329684692
2021-04-22,295.4669840034
2021-04-23,300.4880697117
2021-04-26,299.7707717534
2021-04-27,298.2963259501
2021-04-28,293.9626507852
2021-04-29,293.5741143911
2021-04-30,291.1133838952
2021-05-03,292.3985427372
2021-05-04,293.0361409224
2021-05-05,293.4446022597
2021-05-06,295.197997269
2021-05-07,304.0745595034
2021-05-10,306.6648021307
2021-05-11,307.0134886382
2021-05-12,304.6523828587
2021-05-13,312.273673666
2021-05-14,307.8503362563
2021-05-17,295.925257699
2021-05-18,294.8592732331
2021-05-19,294.4308869525
2021-05-20,292.5679047551
2021-05-21,293.8929134837
2021-05-24,291.7310571371
2021-05-25,292.7372667731
2021-05-26,291.8904566834
2021-05-27,294.2515624629
2021-05-28,296.5628558842
2021-06-01,299.3423854727
2021-06-02,298.4756504397
2021-06-03,297.7085401232
2021-06-04,297.3000787858
2021-06-07,294.4906617823
2021-06-08,295.0485601943
2021-06-09,294.9588979496
2021-06-10,292.9265537343
2021-06-11,293.7335139374
2021-06-14,291.7972481643
2021-06-15,291.5477293791
2021-06-16,289.71127112
2021-06-17,285.9784700934
2021-06-18,281.0978826549
2021-06-21,283.0840521851
2021-06-22,283.0940329365
2021-06-23,282.7546873886
2021-06-24,284.6210879019
2021-06-25,285.9185855849
2021-06-28,283.8924930491
2021-06-29,284.4015113709
2021-06-30,282.8245526485
2021-07-01,284.2717616026
2021-07-02,284.0621658231
2021-07-06,282.6648606259
2021-07-07,284.7009339132
2021-07-08,262.2841662508
2021-07-09,273.4226848221
2021-07-12,269.8894988237
2021-07-13,267.9931560562
2021-07-14,266.7555428816
2021-07-15,268.8015969202
2021-07-16,265.8173522492
2021-07-19,262.3640122621
2021-07-20,265.4380836957
2021-07-21,268.8515006773
2021-07-22,269.2207884794
2021-07-23,270.8775932131
2021-07-26,266.8952734013
2021-07-27,260.9667070649
2021-07-28,260.5475155058
2021-07-29,263.511798674
2021-07-30,267.2845227062
2021-08-02,265.0887573964
2021-08-03,266.3064090682
2021-08-04,261.6154559065
2021-08-05,271.1969772581
2021-08-06,271.2468810152
2021-08-09,269.0810579596
2021-08-10,289.1922720468
2021-08-11,292.5757467741
2021-08-12,291.7473444072
2021-08-13,292.0966707065
2021-08-16,292.2962857347
2021-08-17,291.3081913453
2021-08-18,291.2483068368
2021-08-19,290.5097312326
2021-08-20,289.7012903686
2021-08-23,291.7273829044
2021-08-24,291.4279603622
2021-08-25,292.8552078135
2021-08-26,291.6375561417
2021-08-27,293.8932059599
2021-08-30,292.9949383332
2021-08-31,280.1297497683
2021-09-01,290.8790190347
2021-09-02,295.3503956655
2021-09-03,291.0686533115
2021-09-07,287.0164682398
2021-09-08,291.3481143509
2021-09-09,283.5431667498
2021-09-10,280.0
2021-09-13,281.46
2021-09-14,280.0
2021-09-15,281.48
2021-09-16,279.87
2021-09-17,277.46
2021-09-20,271.71
2021-09-21,269.55
2021-09-22,269.93
2021-09-23,271.69
2021-09-24,272.43
2021-09-27,275.6
2021-09-28,274.02
2021-09-29,273.1
2021-09-30,270.64
2021-10-01,276.96
2021-10-04,276.49
2021-10-05,279.17
2021-10-06,282.53
2021-10-07,282.59
2021-10-08,285.47
2021-10-11,283.0
2021-10-12,283.46
2021-10-13,286.68
2021-10-14,292.33
2021-10-15,295.59
2021-10-18,297.41
2021-10-19,297.5
2021-10-20,301.07
2021-10-21,301.96
2021-10-22,305.33
2021-10-25,302.38
2021-10-26,304.17
2021-10-27,304.63
2021-10-28,309.76
2021-10-29,310.25
2021-11-01,309.68
2021-11-02,311.08
2021-11-03,310.42
2021-11-04,306.73
2021-11-05,308.41
2021-11-08,309.25
2021-11-09,311.4
2021-11-10,310.56
2021-11-11,308.72
2021-11-12,310.95
2021-11-15,309.4
2021-11-16,310.17
2021-11-17,304.24
2021-11-18,306.43
2021-11-19,304.49
2021-11-22,301.49
2021-11-23,305.13
2021-11-24,304.16
2021-11-26,294.93
2021-11-29,296.19
2021-11-30,290.85
2021-12-01,287.54
2021-12-02,290.71
2021-12-03,287.95
2021-12-06,296.25
2021-12-07,299.98
2021-12-08,297.24
2021-12-09,297.13
2021-12-10,298.64
2021-12-13,293.59
