date,KSU
2015-12-31,69.6429543769
2016-01-04,68.7569117004
2016-01-05,68.9994075908
2016-01-06,65.8283074853
2016-01-07,64.513233618
2016-01-08,65.0355324589
2016-01-11,65.0728395189
2016-01-12,66.4718542714
2016-01-13,63.7577656516
2016-01-14,63.8137262417
2016-01-15,63.1048921005
2016-01-19,61.4447279276
2016-01-20,60.0177328801
2016-01-21,60.1949414154
2016-01-22,62.8717229751
2016-01-25,60.8105079065
2016-01-26,62.9276835652
2016-01-27,62.5452861995
2016-01-28,64.6811153883
2016-01-29,66.1081104358
2016-02-01,67.404530773
2016-02-02,65.2780283493
2016-02-03,66.5464683915
2016-02-04,70.5849576436
2016-02-05,70.6129379386
2016-02-08,72.0585865162
2016-02-09,73.2990462633
2016-02-10,72.9819362528
2016-02-11,72.3197359366
2016-02-12,74.0545142297
2016-02-16,75.2017063267
2016-02-17,77.10436639
2016-02-18,75.0804583815
2016-02-19,77.1416734501
2016-02-22,77.4214764006
2016-02-23,75.8265995828
2016-02-24,75.7053516376
2016-02-25,76.7965831445
2016-02-26,78.2795387821
2016-02-29,76.2089969484
2016-03-01,78.6992432078
2016-03-02,79.7904747147
2016-03-03,80.6019032711
2016-03-04,80.8164188665
2016-03-07,80.7044976863
2016-03-08,78.1489640718
2016-03-09,77.8225272963
2016-03-10,77.1883072752
2016-03-11,79.8945332611
2016-03-14,80.5687487317
2016-03-15,79.2203177906
2016-03-16,79.5199691108
2016-03-17,81.795446324
2016-03-18,81.9452719841
2016-03-21,81.0182257121
2016-03-22,80.01626661
2016-03-23,79.9226255724
2016-03-24,79.5386973183
2016-03-28,78.5929228388
2016-03-29,79.8945332611
2016-03-30,80.3440102415
2016-03-31,80.01626661
2016-04-01,80.362738449
2016-04-04,80.4844717979
2016-04-05,81.0744103346
2016-04-06,80.4189230716
2016-04-07,79.8477127424
2016-04-08,82.2823797194
2016-04-11,82.3666566532
2016-04-12,81.8797232578
2016-04-13,84.7825954227
2016-04-14,85.3631698557
2016-04-15,85.6440929684
2016-04-18,85.6534570722
2016-04-19,89.9141242819
2016-04-20,90.3542371586
2016-04-21,90.7568936201
2016-04-22,91.9742271086
2016-04-25,90.7568936201
2016-04-26,90.8505346577
2016-04-27,91.5247501283
2016-04-28,89.9328524895
2016-04-29,88.7248831047
2016-05-02,89.1837241888
2016-05-03,87.6386470688
2016-05-04,87.1329854659
2016-05-05,86.4962264104
2016-05-06,87.245354711
2016-05-09,85.6815493834
2016-05-10,87.245354711
2016-05-11,85.9343801849
2016-05-12,84.4454876874
2016-05-13,82.3760207569
2016-05-16,83.0876926425
2016-05-17,84.4267594799
2016-05-18,85.6721852797
2016-05-19,84.7545031114
2016-05-20,85.2788929219
2016-05-23,84.8387800452
2016-05-24,85.2227082993
2016-05-25,87.5450060312
2016-05-26,87.4794573049
2016-05-27,87.4326367861
2016-05-31,87.1798059847
2016-06-01,86.5149546179
2016-06-02,85.9343801849
2016-06-03,86.0561135337
2016-06-06,85.5129955158
2016-06-07,86.0280212225
2016-06-08,86.8895187682
2016-06-09,84.7545031114
2016-06-10,83.1755769057
2016-06-13,83.9838367491
2016-06-14,83.3823410517
2016-06-15,82.0665692137
2016-06-16,82.0759675839
2016-06-17,82.7150567624
2016-06-20,83.9556416383
2016-06-21,84.2845845978
2016-06-22,84.4255601519
2016-06-23,85.637949917
2016-06-24,81.8598050677
2016-06-27,79.4444239078
2016-06-28,81.4462767757
2016-06-29,83.7864709734
2016-06-30,84.669917779
2016-07-01,84.1906008951
2016-07-05,82.2263415083
2016-07-06,83.0909915733
2016-07-07,82.3861138029
2016-07-08,84.773299852
2016-07-11,84.9518688871
2016-07-12,85.8071205819
2016-07-13,86.9631201253
2016-07-14,89.19993225
2016-07-15,88.7018186256
2016-07-18,89.8672165393
2016-07-19,91.5589231882
2016-07-20,92.3201911802
2016-07-21,91.8502726667
2016-07-22,91.9536547396
2016-07-25,90.6096877908
2016-07-26,90.1491676475
2016-07-27,89.651054023
2016-07-28,89.8672165393
2016-07-29,90.3277366826
2016-08-01,89.4348915068
2016-08-02,88.4198675174
2016-08-03,89.4348915068
2016-08-04,90.5720943097
2016-08-05,92.5833455479
2016-08-08,92.1698172559
2016-08-09,91.2957688206
2016-08-10,90.7694600854
2016-08-11,91.4085492639
2016-08-12,91.1453948963
2016-08-15,91.2487769693
2016-08-16,90.7130698638
2016-08-17,91.6998987423
2016-08-18,92.4329716235
2016-08-19,93.1096542831
2016-08-22,93.0532640614
2016-08-23,93.0814591723
2016-08-24,93.4573939831
2016-08-25,93.3916053912
2016-08-26,93.485589094
2016-08-29,92.2731993289
2016-08-30,91.0890046746
2016-08-31,90.9010372692
2016-09-01,90.7036714935
2016-09-02,90.0081920934
2016-09-06,89.8202246879
2016-09-07,91.0890046746
2016-09-08,91.5401264477
2016-09-09,87.8528709165
2016-09-12,88.8053333427
2016-09-13,86.9004084903
2016-09-14,87.2776213324
2016-09-15,86.6929414272
2016-09-16,85.8819338167
2016-09-19,84.7314346484
2016-09-20,84.4768159801
2016-09-21,84.5899798327
2016-09-22,84.9011804274
2016-09-23,84.5428282274
2016-09-26,84.9671926747
2016-09-27,86.3817408325
2016-09-28,87.1644574798
2016-09-29,87.3813548639
2016-09-30,88.0037560533
2016-10-03,87.1173058745
2016-10-04,86.853256885
2016-10-05,88.1452108691
2016-10-06,88.0037560533
2016-10-07,86.7778143166
2016-10-10,88.5695753164
2016-10-11,90.1727298952
2016-10-12,88.2678050428
2016-10-13,87.947174127
2016-10-14,89.1636855427
2016-10-17,89.3145706795
2016-10-18,87.3059122955
2016-10-19,87.6359735323
2016-10-20,86.2591466588
2016-10-21,85.1840900589
2016-10-24,84.9860533168
2016-10-25,85.3255448747
2016-10-26,83.731820617
2016-10-27,84.1184637801
2016-10-28,83.7035296538
2016-10-31,82.7604975487
2016-11-01,81.185633933
2016-11-02,82.4964485592
2016-11-03,82.9679646118
2016-11-04,82.9585342907
2016-11-07,86.287437622
2016-11-08,87.2776213324
2016-11-09,77.7812880334
2016-11-10,76.4893340494
2016-11-11,77.3757842282
2016-11-14,80.2520321489
2016-11-15,80.3274747174
2016-11-16,80.1671592595
2016-11-17,81.1007610436
2016-11-18,82.5813214487
2016-11-21,83.6846690117
2016-11-22,81.7608835172
2016-11-23,83.0999891065
2016-11-25,82.7887885118
2016-11-28,83.4394806644
2016-11-29,82.9396736486
2016-11-30,83.6563780486
2016-12-01,81.7891744803
2016-12-02,80.8367120541
2016-12-05,80.6103843489
2016-12-06,79.0260904122
2016-12-07,81.3082281067
2016-12-08,81.3082281067
2016-12-09,81.1196216857
2016-12-12,80.5160811384
2016-12-13,81.0724700804
2016-12-14,79.8842496279
2016-12-15,80.7424088436
2016-12-16,81.6760106277
2016-12-19,81.534555812
2016-12-20,80.8461423752
2016-12-21,80.61981467
2016-12-22,80.4312082489
2016-12-23,80.4312082489
2016-12-27,81.2516461804
2016-12-28,80.0257044437
2016-12-29,79.9594344885
2016-12-30,80.3286528102
2017-01-03,76.5133968194
2017-01-04,76.8542137317
2017-01-05,77.3559719637
2017-01-06,79.344070619
2017-01-09,77.2044977805
2017-01-10,76.9488850962
2017-01-11,77.1098264159
2017-01-12,77.7441245583
2017-01-13,79.4198077107
2017-01-17,79.7700917595
2017-01-18,80.4327913112
2017-01-19,79.9973030343
2017-01-20,83.2255965651
2017-01-23,81.0386880443
2017-01-24,81.7487232783
2017-01-25,84.1344416646
2017-01-26,82.6291669685
2017-01-27,81.4173735024
2017-01-30,81.7581904147
2017-01-31,81.3321692743
2017-02-01,81.4647091847
2017-02-02,80.4138570383
2017-02-03,81.0481551807
2017-02-06,80.678936859
2017-02-07,80.470659857
2017-02-08,80.5274626758
2017-02-09,81.3795049566
2017-02-10,81.2280307733
2017-02-13,82.0516716448
2017-02-14,81.8149932335
2017-02-15,82.1274087364
2017-02-16,82.222080101
2017-02-17,82.2599486468
2017-02-21,82.9889181537
2017-02-22,83.0267866995
2017-02-23,82.7522397424
2017-02-24,83.6232162961
2017-02-27,83.7084205242
2017-02-28,83.9072303897
2017-03-01,85.5639792692
2017-03-02,84.7119369883
2017-03-03,84.7308712612
2017-03-06,84.5320613957
2017-03-07,84.2575144385
2017-03-08,83.5096106587
2017-03-09,82.9983852902
2017-03-10,82.9793794772
2017-03-13,83.0934143551
2017-03-14,82.2096440515
2017-03-15,83.1409288875
2017-03-16,81.5919551296
2017-03-17,79.9479523067
2017-03-20,79.2637430393
2017-03-21,78.037868102
2017-03-22,78.2184233253
2017-03-23,78.2374291383
2017-03-24,78.5320192395
2017-03-27,79.7293854574
2017-03-28,81.7059900074
2017-03-29,81.620463849
2017-03-30,82.6752864695
2017-03-31,81.4969260646
2017-04-03,81.7249958204
2017-04-04,82.181135332
2017-04-05,82.1336207995
2017-04-06,82.9033562253
2017-04-07,83.2739695784
2017-04-10,84.5283532352
2017-04-11,84.0056933782
2017-04-12,83.1599347005
2017-04-13,83.6255771186
2017-04-17,85.4121235388
2017-04-18,85.1270363441
2017-04-19,84.6328852066
2017-04-20,86.0678240867
2017-04-21,83.6160742121
2017-04-24,85.2125625025
2017-04-25,85.8682630504
2017-04-26,82.4662225267
2017-04-27,85.4121235388
2017-04-28,85.5926787622
2017-05-01,85.203059596
2017-05-02,85.4691409778
2017-05-03,85.203059596
2017-05-04,85.5641700427
2017-05-05,87.0656292682
2017-05-08,87.4077339019
2017-05-09,87.7593414421
2017-05-10,86.3529112814
2017-05-11,86.2958938425
2017-05-12,86.6379984761
2017-05-15,87.2176757721
2017-05-16,86.8375595124
2017-05-17,85.5261584167
2017-05-18,85.6877078271
2017-05-19,85.782736892
2017-05-22,86.1248415256
2017-05-23,86.0393153672
2017-05-24,85.8112456114
2017-05-25,88.4435507094
2017-05-26,91.1803877787
2017-05-30,91.2469081242
2017-05-31,90.4676697919
2017-06-01,91.0378441814
2017-06-02,90.8382831451
2017-06-05,91.2469081242
2017-06-06,91.7600650747
2017-06-07,92.6153266588
2017-06-08,94.2498265752
2017-06-09,94.9553892628
2017-06-12,95.2986359757
2017-06-13,97.01486954
2017-06-14,96.2711683288
2017-06-15,97.1197504801
2017-06-16,98.9980727699
2017-06-19,98.6834299498
2017-06-20,96.690692089
2017-06-21,95.5560710103
2017-06-22,96.9290578618
2017-06-23,97.1197504801
2017-06-26,98.006471155
2017-06-27,97.5202049784
2017-06-28,98.5404104861
2017-06-29,97.7204322276
2017-06-30,99.7799125048
2017-07-03,100.0373475394
2017-07-05,99.427131161
2017-07-06,98.3115793442
2017-07-07,99.4843389465
2017-07-10,99.7989817666
2017-07-11,99.1696961264
2017-07-12,100.189901634
2017-07-13,100.189901634
2017-07-14,99.9610704921
2017-07-17,99.3794580064
2017-07-18,99.3413194828
2017-07-19,98.7501723662
2017-07-20,99.2269039118
2017-07-21,100.3519903596
2017-07-24,100.1231592177
2017-07-25,99.4938735774
2017-07-26,99.3508541137
2017-07-27,96.7860383981
2017-07-28,98.3211139751
2017-07-31,98.3878563915
2017-08-01,96.5953457798
2017-08-02,97.3581162529
2017-08-03,97.3009084674
2017-08-04,97.6632244421
2017-08-07,98.3592524987
2017-08-08,99.0457459245
2017-08-09,99.0648151863
2017-08-10,97.4248586693
2017-08-11,98.1780945114
2017-08-14,100.1040899558
2017-08-15,101.3817304982
2017-08-16,102.4877476841
2017-08-17,100.9431374762
2017-08-18,100.8763950598
2017-08-21,102.5544901005
2017-08-22,103.5460917154
2017-08-23,100.8001180125
2017-08-24,99.7131700884
2017-08-25,99.5129428392
2017-08-28,98.6452914261
2017-08-29,98.1780945114
2017-08-30,97.9587980004
2017-08-31,98.6166875334
2017-09-01,98.9313303535
2017-09-05,97.9397287386
2017-09-06,98.8169147826
2017-09-07,99.1506268645
2017-09-08,99.9133973376
2017-09-11,101.453764758
2017-09-12,101.530304754
2017-09-13,101.1284697748
2017-09-14,101.7120872446
2017-09-15,102.6209996977
2017-09-18,101.6833847461
2017-09-19,101.7599247422
2017-09-20,102.8697546848
2017-09-21,103.2428871655
2017-09-22,103.0802396739
2017-09-25,102.9654296799
2017-09-26,102.8601871853
2017-09-27,103.5394796502
2017-09-28,103.5107771517
2017-09-29,103.9795846275
2017-10-02,102.4105147085
2017-10-03,102.1808947204
2017-10-04,102.3913797095
2017-10-05,102.7645121903
2017-10-06,99.2532398717
2017-10-09,99.6550748509
2017-10-10,100.2578273198
2017-10-11,100.3535023148
2017-10-12,100.8988497867
2017-10-13,99.6646423504
2017-10-16,97.4928199626
2017-10-17,97.0814174839
2017-10-18,98.3634624177
2017-10-19,99.2915098697
2017-10-20,100.6405273
2017-10-23,101.4250622595
2017-10-24,99.6072373534
2017-10-25,97.7320074503
2017-10-26,100.1525848252
2017-10-27,99.750749846
2017-10-30,100.4300423109
2017-10-31,99.7124798479
2017-11-01,100.8988497867
2017-11-02,101.1763072723
2017-11-03,100.3247998163
2017-11-06,101.4059272605
2017-11-07,101.472899757
2017-11-08,101.1667397728
2017-11-09,100.697932297
2017-11-10,100.2673948193
2017-11-13,100.5735548035
2017-11-14,99.7411823465
2017-11-15,97.7511424493
2017-11-16,99.0427548826
2017-11-17,98.2295174246
2017-11-20,99.3010773692
2017-11-21,100.4013398124
2017-11-22,101.3676572624
2017-11-24,101.8173297392
2017-11-27,101.5590072525
2017-11-28,102.2478672169
2017-11-29,105.3573045563
2017-11-30,107.2899394564
2017-12-01,105.6156270429
2017-12-04,108.5337143922
2017-12-05,107.2421019589
2017-12-06,106.601079492
2017-12-07,106.7637269836
2017-12-08,106.9072394762
2017-12-11,105.8452470311
2017-12-12,105.5295195474
2017-12-13,106.1609745148
2017-12-14,105.1181170686
2017-12-15,106.1609745148
2017-12-18,106.2470820103
2017-12-19,107.2229669599
2017-12-20,105.9026520281
2017-12-21,103.9221796304
2017-12-22,103.5107771517
2017-12-26,102.9845646789
2017-12-27,102.4679197056
2017-12-28,101.3867922614
2017-12-29,101.0123878586
2018-01-02,102.8748097598
2018-01-03,102.8076089696
2018-01-04,102.7212079535
2018-01-05,104.8236326771
2018-01-08,105.543641144
2018-01-09,106.0524471274
2018-01-10,102.2796027605
2018-01-11,103.3452152916
2018-01-12,105.9852463371
2018-01-16,106.5612531107
2018-01-17,106.3788509657
2018-01-18,107.0412587553
2018-01-19,105.6012418214
2018-01-22,106.5228526591
2018-01-23,107.1948605616
2018-01-24,108.1836721896
2018-01-25,106.9644578522
2018-01-26,108.9612813339
2018-01-29,109.1532835918
2018-01-30,107.7324668836
2018-01-31,108.6060771569
2018-02-01,108.3564742217
2018-02-02,105.7452435148
2018-02-05,100.973987407
2018-02-06,103.0284115661
2018-02-07,102.8172090825
2018-02-08,99.3899687797
2018-02-09,99.6203714892
2018-02-12,101.2043901165
2018-02-13,99.9563754404
2018-02-14,102.1260009542
2018-02-15,103.2780145013
2018-02-16,104.650830645
2018-02-20,103.0572119048
2018-02-21,103.6716191299
2018-02-22,102.8844098727
2018-02-23,104.4684285
2018-02-26,105.6780427245
2018-02-27,101.6171949709
2018-02-28,98.919563248
2018-03-01,99.7931735212
2018-03-02,100.436381085
2018-03-05,100.3883805206
2018-03-06,101.5979947451
2018-03-07,102.0395999382
2018-03-08,104.3244268067
2018-03-09,107.5308645129
2018-03-12,107.1359907605
2018-03-13,105.5372336168
2018-03-14,102.7538552161
2018-03-15,102.378243598
2018-03-16,101.6173892947
2018-03-19,102.7731173504
2018-03-20,102.7634862832
2018-03-21,105.8069034965
2018-03-22,104.3140880913
2018-03-23,104.0829424801
2018-03-26,105.4698161469
2018-03-27,103.04278723
2018-03-28,103.6206512579
2018-03-29,105.7972724294
2018-04-02,104.2370395542
2018-04-03,105.989893772
2018-04-04,107.4923402443
2018-04-05,108.0798353393
2018-04-06,104.4778162325
2018-04-09,104.7089618436
2018-04-10,104.9208453205
2018-04-11,105.3349812071
2018-04-12,106.5388645984
2018-04-13,106.066942309
2018-04-16,107.8005343925
2018-04-17,107.1841460962
2018-04-18,107.0011558207
2018-04-19,106.2210393831
2018-04-20,107.8679518624
2018-04-23,107.2804567675
2018-04-24,104.371874494
2018-04-25,105.0267870589
2018-04-26,102.7634862832
2018-04-27,105.2290394687
2018-04-30,102.6960688133
2018-05-01,102.3397193295
2018-05-02,102.6575445448
2018-05-03,102.5323406721
2018-05-04,103.5821269893
2018-05-07,102.9464765587
2018-05-08,103.9192143389
2018-05-09,105.4698161469
2018-05-10,105.7394860266
2018-05-11,105.9417384363
2018-05-14,104.7956414478
2018-05-15,104.6126511723
2018-05-16,104.9401074547
2018-05-17,104.8245346492
2018-05-18,104.9786317233
2018-05-21,105.3638744085
2018-05-22,104.1118356815
2018-05-23,104.7089618436
2018-05-24,107.9450003995
2018-05-25,107.906476131
2018-05-29,105.845427765
2018-05-30,106.5870199341
2018-05-31,103.1968843041
2018-06-01,104.4296608968
2018-06-04,102.8020105518
2018-06-05,101.8485349058
2018-06-06,103.4954473852
2018-06-07,103.8903211375
2018-06-08,105.5661268182
2018-06-11,106.3584766946
2018-06-12,106.6483607957
2018-06-13,105.1796146834
2018-06-14,104.9960214194
2018-06-15,106.3874651047
2018-06-18,105.1796146834
2018-06-19,103.2567168128
2018-06-20,103.9331130487
2018-06-21,104.6288348913
2018-06-22,104.6288348913
2018-06-25,102.4063901162
2018-06-26,102.1744828353
2018-06-27,101.1502256781
2018-06-28,101.7010054702
2018-06-29,102.3870645095
2018-07-02,103.3436820431
2018-07-03,101.5367378129
2018-07-05,101.9908895713
2018-07-06,102.9185186948
2018-07-09,104.7641141385
2018-07-10,104.8414165655
2018-07-11,102.7059370207
2018-07-12,102.0488663915
2018-07-13,103.0151467285
2018-07-16,101.4111213691
2018-07-17,101.1502256781
2018-07-18,102.9571699083
2018-07-19,104.7931025486
2018-07-20,107.3054314248
2018-07-23,107.334419835
2018-07-24,107.0445357339
2018-07-25,109.2766433123
2018-07-26,112.2721123571
2018-07-27,112.9098573795
2018-07-30,111.8952630256
2018-07-31,112.349414784
2018-08-01,111.1415643628
2018-08-02,111.6150417279
2018-08-03,111.8662746155
2018-08-06,111.5377393009
2018-08-07,111.7889721886
2018-08-08,111.8856002223
2018-08-09,111.7793093852
2018-08-10,111.1415643628
2018-08-13,108.5712586663
2018-08-14,109.5665274134
2018-08-15,109.0930500483
2018-08-16,109.9240511381
2018-08-17,111.4700996774
2018-08-20,112.6972757054
2018-08-21,114.0887193906
2018-08-22,112.2237983402
2018-08-23,110.8130290482
2018-08-24,109.8757371213
2018-08-27,115.0260113175
2018-08-28,114.3689406884
2018-08-29,115.4221862557
2018-08-30,112.0305422728
2018-08-31,112.0498678796
2018-09-04,110.9579710987
2018-09-05,113.1707530705
2018-09-06,114.6491619861
2018-09-07,114.436580312
2018-09-10,116.1908803913
2018-09-11,115.2604228907
2018-09-12,114.8339632029
2018-09-13,113.0796631236
2018-09-14,113.6321222646
2018-09-17,113.0505863267
2018-09-18,114.5916565621
2018-09-19,114.1555046087
2018-09-20,114.9405781248
2018-09-21,113.5061228113
2018-09-24,112.2461282792
2018-09-25,111.3544398411
2018-09-26,112.1298210917
2018-09-27,110.9667492159
2018-09-28,109.7939850744
2018-10-01,113.0312017954
2018-10-02,110.9958260128
2018-10-03,110.0072149183
2018-10-04,110.5015204656
2018-10-05,108.6502977299
2018-10-08,108.727835855
2018-10-09,106.1593854626
2018-10-10,101.255099053
2018-10-11,99.781874677
2018-10-12,99.413568583
2018-10-15,101.5264824907
2018-10-16,102.0401725692
2018-10-17,100.809254834
2018-10-18,99.520183505
2018-10-19,102.8543228822
2018-10-22,102.1855565537
2018-10-23,100.1695653023
2018-10-24,98.7157254576
2018-10-25,100.5087945994
2018-10-26,99.1034160828
2018-10-29,95.8177380337
2018-10-30,98.1826508478
2018-10-31,98.8223403795
2018-11-01,99.9272586615
2018-11-02,100.1695653023
2018-11-05,98.9483398327
2018-11-06,98.6672641294
2018-11-07,100.4118719431
2018-11-08,100.8577161621
2018-11-09,99.2681845986
2018-11-12,96.5058888936
2018-11-13,95.284663424
2018-11-14,94.2088219389
2018-11-15,97.4169618629
2018-11-16,97.7368066288
2018-11-19,95.9340452213
2018-11-20,93.6757473291
2018-11-21,95.6820463149
2018-11-23,95.178048502
2018-11-26,97.4557309255
2018-11-27,97.2909624097
2018-11-28,99.5880293644
2018-11-29,98.0663436602
2018-11-30,99.8787973334
2018-12-03,100.3634106149
2018-12-04,97.6495762381
2018-12-06,97.2715778785
2018-12-07,95.1974330333
2018-12-10,94.7903578768
2018-12-11,95.0229722519
2018-12-12,94.5383589704
2018-12-13,94.1603606107
2018-12-14,93.6951318604
2018-12-17,92.9003660786
2018-12-18,92.706520766
2018-12-19,91.8536013904
2018-12-20,90.312531155
2018-12-21,89.8860714672
2018-12-24,88.0445409972
2018-12-26,91.6500638121
2018-12-27,92.9488274068
2018-12-28,92.9972887349
2018-12-31,92.8610859896
2019-01-02,93.6588449264
2019-01-03,90.3510639692
2019-01-04,94.2717572802
2019-01-07,95.3711080101
2019-01-08,97.0152697212
2019-01-09,98.5524149895
2019-01-10,99.6906807895
2019-01-11,99.7587821622
2019-01-14,100.128475328
2019-01-15,98.6010588271
2019-01-16,99.1847848784
2019-01-17,101.3153849655
2019-01-18,107.5223386441
2019-01-22,105.5084837672
2019-01-23,104.3021165945
2019-01-24,104.4285905723
2019-01-25,105.9560070731
2019-01-28,106.364615309
2019-01-29,105.3139084167
2019-01-30,104.8761138783
2019-01-31,102.8817165364
2019-02-01,103.3097823074
2019-02-04,102.7357850236
2019-02-05,102.3563630903
2019-02-06,100.5662698664
2019-02-07,100.3327794459
2019-02-08,99.4474616015
2019-02-11,100.0311876527
2019-02-12,101.3251137331
2019-02-13,101.4515877108
2019-02-14,102.0547712971
2019-02-15,104.6231659227
2019-02-19,106.5786481945
2019-02-20,108.0476920902
2019-02-21,108.7189770492
2019-02-22,108.3298263483
2019-02-25,108.4757578611
2019-02-26,106.5397331244
2019-02-27,105.6933303501
2019-02-28,105.6933303501
2019-03-01,105.1290618338
2019-03-04,107.4055934338
2019-03-05,107.1429167107
2019-03-06,108.4757578611
2019-03-07,109.0108400748
2019-03-08,108.6314181415
2019-03-11,111.8522957683
2019-03-12,110.622506129
2019-03-13,111.7351729455
2019-03-14,112.1841437662
2019-03-15,111.754693416
2019-03-18,113.2772901123
2019-03-19,112.3793484709
2019-03-20,110.2418569549
2019-03-21,113.7165006978
2019-03-22,109.7636054285
2019-03-25,109.8904884865
2019-03-26,111.0129155383
2019-03-27,112.008459532
2019-03-28,113.3553719942
2019-03-29,113.1992082304
2019-04-01,114.9658108076
2019-04-02,114.0288282252
2019-04-03,113.7555416387
2019-04-04,114.3704364584
2019-04-05,114.5754013983
2019-04-08,114.7803663382
2019-04-09,113.6676995216
2019-04-10,114.311875047
2019-04-11,114.3216352822
2019-04-12,115.5416646863
2019-04-15,114.7901265734
2019-04-16,115.1610155122
2019-04-17,119.8654488945
2019-04-18,122.0322211161
2019-04-22,121.0757180633
2019-04-23,121.0952385338
2019-04-24,121.2026011214
2019-04-25,120.3534606561
2019-04-26,121.524688884
2019-04-29,119.7971272478
2019-04-30,120.1875366571
2019-05-01,119.4652792499
2019-05-02,120.6755484188
2019-05-03,122.2469462913
2019-05-06,121.3782853556
2019-05-07,119.6507237193
2019-05-08,118.5087761971
2019-05-09,119.2700745453
2019-05-10,117.7669983194
2019-05-13,114.5461206926
2019-05-14,116.156559506
2019-05-15,116.8592964427
2019-05-16,118.4599750209
2019-05-17,119.0260686644
2019-05-20,118.5087761971
2019-05-21,119.972811482
2019-05-22,118.8015832541
2019-05-23,117.9914837298
2019-05-24,117.9524427888
2019-05-28,117.7181971432
2019-05-29,115.151255277
2019-05-30,115.8247115081
2019-05-31,110.5639447176
2019-06-03,109.3634357839
2019-06-04,114.311875047
2019-06-05,116.4298460925
2019-06-06,114.5266002221
2019-06-07,115.0341324542
2019-06-10,117.4914573262
2019-06-11,116.6886659338
2019-06-12,115.9837759306
2019-06-13,114.5250452297
2019-06-14,114.4565142572
2019-06-17,112.0383499409
2019-06-18,114.0061678663
2019-06-19,114.8970705092
2019-06-20,115.5627999565
2019-06-21,116.9921602407
2019-06-24,115.4061577336
2019-06-25,115.3865774558
2019-06-26,116.0425167642
2019-06-27,118.2355078851
