date,DRE
2016-06-08,20.21757449
2016-06-09,20.4321283417
2016-06-10,20.3991200568
2016-06-13,20.3000952022
2016-06-14,20.3248514158
2016-06-15,20.5971697661
2016-06-16,20.9437567574
2016-06-17,21.0922940393
2016-06-20,21.1418064666
2016-06-21,21.1830668227
2016-06-22,20.9024964012
2016-06-23,20.9932691847
2016-06-24,20.9520088286
2016-06-27,21.0262774696
2016-06-28,21.5791662413
2016-06-29,21.6369307399
2016-06-30,22.0000218736
2016-07-01,21.8349804492
2016-07-05,21.942257375
2016-07-06,22.016526016
2016-07-07,21.7772159506
2016-07-08,22.1485591555
2016-07-11,22.3878692209
2016-07-12,22.4621378619
2016-07-13,22.6684396424
2016-07-14,22.4786420043
2016-07-15,22.4703899331
2016-07-18,22.5859189302
2016-07-19,22.6436834288
2016-07-20,22.6766917136
2016-07-21,22.6519355
2016-07-22,22.726204141
2016-07-25,22.7592124258
2016-07-26,22.7427082834
2016-07-27,22.6684396424
2016-07-28,23.2378325566
2016-07-29,23.7577130435
2016-08-01,23.6751923313
2016-08-02,23.4688905508
2016-08-03,23.3781177674
2016-08-04,23.3038491264
2016-08-05,23.0975473459
2016-08-08,23.2378325566
2016-08-09,23.3038491264
2016-08-10,23.2708408415
2016-08-11,23.2625887703
2016-08-12,23.3946219098
2016-08-15,23.4527555106
2016-08-16,23.3032691086
2016-08-17,23.2036115073
2016-08-18,23.1205635062
2016-08-19,23.1205635062
2016-08-22,23.2534403079
2016-08-23,23.3614027094
2016-08-24,23.2202211075
2016-08-25,23.1786971069
2016-08-26,23.0790395056
2016-08-29,23.3530979093
2016-08-30,23.3697075095
2016-08-31,23.3530979093
2016-09-01,23.261745108
2016-09-02,23.4942795111
2016-09-06,23.5025843112
2016-09-07,23.5108891113
2016-09-08,23.2451355078
2016-09-09,22.2319498944
2016-09-12,22.5143130981
2016-09-13,21.9412818906
2016-09-14,22.0243298917
2016-09-15,22.0990730927
2016-09-16,22.1655114935
2016-09-19,22.2319498944
2016-09-20,22.3399122958
2016-09-21,22.5890562991
2016-09-22,22.7551523013
2016-09-23,22.8548099027
2016-09-26,23.0209059049
2016-09-27,22.7717619016
2016-09-28,23.0375155051
2016-09-29,22.8548099027
2016-09-30,22.6970187006
2016-10-03,22.273473895
2016-10-04,21.8748434897
2016-10-05,21.3267266824
2016-10-06,21.2519834814
2016-10-07,21.1855450806
2016-10-10,21.2519834814
2016-10-11,21.0526682788
2016-10-12,21.2104594809
2016-10-13,21.3433362826
2016-10-14,21.3101170822
2016-10-17,21.442993884
2016-10-18,21.4928226846
2016-10-19,21.6173946863
2016-10-20,21.6173946863
2016-10-21,21.4596034842
2016-10-24,21.5509562854
2016-10-25,21.5924802859
2016-10-26,21.1606306802
2016-10-27,21.0941922793
2016-10-28,21.0858874792
2016-10-31,21.7170522876
2016-11-01,21.0775826791
2016-11-02,20.6955618741
2016-11-03,20.5045514715
2016-11-04,20.5128562716
2016-11-07,20.8367434759
2016-11-08,21.1689354803
2016-11-09,20.5045514715
2016-11-10,19.6408522601
2016-11-11,19.4166226571
2016-11-14,19.7986434622
2016-11-15,19.9828168897
2016-11-16,20.0749036035
2016-11-17,19.8656156177
2016-11-18,20.3176776671
2016-11-21,20.4348789392
2016-11-22,20.6274238862
2016-11-23,20.7027675611
2016-11-25,20.912055547
2016-11-28,21.2469163243
2016-11-29,21.60689166
2016-11-30,21.2887739215
2016-12-01,21.0543713773
2016-12-02,21.3892321547
2016-12-05,21.5817771017
2016-12-06,21.7659505293
2016-12-07,22.2682416953
2016-12-08,22.3100992925
2016-12-09,22.2347556176
2016-12-12,22.3017277731
2016-12-13,22.377071448
2016-12-14,21.6320062183
2016-12-15,21.4896903879
2016-12-16,21.9166378791
2016-12-19,21.8915233208
2016-12-20,21.8915233208
2016-12-21,21.7575790098
2016-12-22,21.7240929321
2016-12-23,21.7324644515
2016-12-27,21.6822353349
2016-12-28,21.4813188685
2016-12-29,21.8496657236
2016-12-30,22.2347556176
2017-01-03,22.2849847342
2017-01-04,22.7872759002
2017-01-05,22.6951891865
2017-01-06,22.628217031
2017-01-09,22.5026442395
2017-01-10,22.377071448
2017-01-11,22.2012695398
2017-01-12,22.2682416953
2017-01-13,22.2682416953
2017-01-17,22.243127137
2017-01-18,22.435672084
2017-01-19,22.2849847342
2017-01-20,22.2347556176
2017-01-23,22.243127137
2017-01-24,22.0254676317
2017-01-25,21.8496657236
2017-01-26,21.1213435328
2017-01-27,20.3511637449
2017-01-30,20.1251327201
2017-01-31,20.3679067837
2017-02-01,20.2758200699
2017-02-02,20.7111390805
2017-02-03,20.9036840275
2017-02-06,20.970656183
2017-02-07,20.8199688332
2017-02-08,21.0543713773
2017-02-09,21.0208852996
2017-02-10,21.1464580911
2017-02-13,21.1883156883
2017-02-14,21.1799441689
2017-02-15,21.0618560691
2017-02-16,21.3064671328
2017-02-17,21.2642928115
2017-02-21,21.534208468
2017-02-22,21.3402065899
2017-02-23,21.5932525178
2017-02-24,21.7366452103
2017-02-27,21.9306470884
2017-02-28,21.6269919749
2017-03-01,21.6691662962
2017-03-02,21.9222122242
2017-03-03,22.0993443737
2017-03-06,21.7788195317
2017-03-07,21.820993853
2017-03-08,21.5173387394
2017-03-09,21.247423083
2017-03-10,21.2980322686
2017-03-13,21.1377698475
2017-03-14,21.0281166121
2017-03-15,21.5004690109
2017-03-16,21.4920341466
2017-03-17,21.6101222464
2017-03-20,21.7450800746
2017-03-21,21.6354268391
2017-03-22,21.7029057533
2017-03-23,21.9137773599
2017-03-24,22.0740397809
2017-03-27,21.6269919749
2017-03-28,21.7703846674
2017-03-29,21.8125589887
2017-03-30,21.8969076314
2017-03-31,22.1583884236
2017-04-03,22.4536086728
2017-04-04,22.5042178584
2017-04-05,22.8500472933
2017-04-06,23.0103097143
2017-04-07,23.0356143071
2017-04-10,23.1368326783
2017-04-11,23.254920778
2017-04-12,23.415183199
2017-04-13,23.3983134705
2017-04-17,23.7188383125
2017-04-18,23.6176199414
2017-04-19,23.3308345564
2017-04-20,23.288660235
2017-04-21,23.3898786062
2017-04-24,23.1621372711
2017-04-25,23.1621372711
2017-04-26,23.1368326783
2017-04-27,23.5838804843
2017-04-28,23.3898786062
2017-05-01,23.3898786062
2017-05-02,23.4320529275
2017-05-03,23.2380510495
2017-05-04,23.3139648278
2017-05-05,23.5079667059
2017-05-08,23.7525777696
2017-05-09,23.5164015702
2017-05-10,23.6260548056
2017-05-11,23.6260548056
2017-05-12,23.5248364345
2017-05-15,23.8815307053
2017-05-16,23.8985161468
2017-05-17,24.1957613725
2017-05-18,24.0343996785
2017-05-19,24.2637031384
2017-05-22,24.3910939494
2017-05-23,24.4845138775
2017-05-24,24.6034119677
2017-05-25,24.5184847604
2017-05-26,24.340137625
2017-05-30,24.212746814
2017-05-31,24.3486303457
2017-06-01,24.6288901299
2017-06-02,24.7817591032
2017-06-05,24.5269774811
2017-06-06,24.3826012286
2017-06-07,24.2891813006
2017-06-08,24.0598778407
2017-06-09,24.1617904895
2017-06-12,24.340137625
2017-06-13,24.3316449042
2017-06-14,24.5184847604
2017-06-15,24.6798464543
2017-06-16,24.4845138775
2017-06-19,24.5269774811
2017-06-20,24.1702832103
2017-06-21,24.2042540932
2017-06-22,24.0174142371
2017-06-23,23.9155015882
2017-06-26,23.8220816602
2017-06-27,23.4993582723
2017-06-28,23.5757927589
2017-06-29,23.4823728308
2017-06-30,23.7371544528
2017-07-03,23.8560525431
2017-07-05,23.4568946686
2017-07-06,23.2106057673
2017-07-07,23.5248364345
2017-07-10,23.3040256954
2017-07-11,23.346489299
2017-07-12,23.6946908491
2017-07-13,23.4823728308
2017-07-14,23.635241804
2017-07-17,23.9070088675
2017-07-18,24.0853560029
2017-07-19,24.4505429945
2017-07-20,23.762632615
2017-07-21,23.5842854796
2017-07-24,23.7031835699
2017-07-25,23.5503145967
2017-07-26,24.1363123273
2017-07-27,24.4165721116
2017-07-28,24.5184847604
2017-07-31,24.2806885798
2017-08-01,24.5354702019
2017-08-02,24.5439629226
2017-08-03,24.3826012286
2017-08-04,24.3656157872
2017-08-07,24.1363123273
2017-08-08,24.4080793908
2017-08-09,24.2212395347
2017-08-10,24.0004287956
2017-08-11,24.0004287956
2017-08-14,24.6373828507
2017-08-15,24.6715776915
2017-08-16,24.7057725324
2017-08-17,24.3809215441
2017-08-18,24.6715776915
2017-08-21,25.158854174
2017-08-22,24.9451364186
2017-08-23,25.2528899864
2017-08-24,25.0733670718
2017-08-25,25.1161106229
2017-08-28,25.0477209412
2017-08-29,25.1417567536
2017-08-30,25.1930490149
2017-08-31,25.4067667704
2017-09-01,25.2443412762
2017-09-05,25.2015977251
2017-09-06,25.1674028842
2017-09-07,25.1417567536
2017-09-08,25.0733670718
2017-09-11,25.7658125996
2017-09-12,25.2272438558
2017-09-13,25.0990132025
2017-09-14,25.3896693499
2017-09-15,25.2785361171
2017-09-18,25.2870848273
2017-09-19,25.1759515945
2017-09-20,25.2101464353
2017-09-21,25.1503054638
2017-09-22,24.885295447
2017-09-25,25.0306235207
2017-09-26,24.6715776915
2017-09-27,24.4578599361
2017-09-28,24.7485160835
2017-09-29,24.6373828507
2017-10-02,24.7570647937
2017-10-03,24.7998083448
2017-10-04,24.8767467368
2017-10-05,24.7912596346
2017-10-06,24.7998083448
2017-10-09,24.808357055
2017-10-10,24.7057725324
2017-10-11,24.7314186631
2017-10-12,24.8340031857
2017-10-13,24.8169057653
2017-10-16,24.7399673733
2017-10-17,24.7485160835
2017-10-18,24.9109415777
2017-10-19,24.688675112
2017-10-20,24.6630289813
2017-10-23,24.5689931689
2017-10-24,24.4835060667
2017-10-25,24.6202854302
2017-10-26,24.4578599361
2017-10-27,24.4664086463
2017-10-30,24.261239601
2017-10-31,24.3467267032
2017-11-01,24.5433470383
2017-11-02,24.5433470383
2017-11-03,24.6373828507
2017-11-06,24.7228699529
2017-11-07,24.7741622142
2017-11-08,24.8169057653
2017-11-09,24.7314186631
2017-11-10,24.7570647937
2017-11-13,24.885295447
2017-11-14,24.8938441572
2017-11-15,24.7057725324
2017-11-16,24.9726293089
2017-11-17,24.826288496
2017-11-20,24.8865464778
2017-11-21,25.2222695192
2017-11-22,25.1534032543
2017-11-24,25.0931452725
2017-11-27,25.0328872907
2017-11-28,24.9640210258
2017-11-29,24.6627311169
2017-11-30,24.9468044596
2017-12-01,25.0798304343
2017-12-04,24.6984893068
2017-12-05,24.2639377893
2017-12-06,24.281674586
2017-12-07,24.6364105186
2017-12-08,24.7516996966
2017-12-11,24.5743317303
2017-12-12,24.6630157135
2017-12-13,24.5832001287
2017-12-14,24.6630157135
2017-12-15,24.6718841118
2017-12-18,24.6984893068
2017-12-19,24.1841222045
2017-12-20,23.9624122466
2017-12-21,23.7584390854
2017-12-22,23.8205178736
2017-12-26,23.8737282635
2017-12-27,24.0510962298
2017-12-28,24.2107273994
2017-12-29,24.1309118146
2018-01-02,23.8471230685
2018-01-03,23.776175882
2018-01-04,23.323887568
2018-01-05,23.465781941
2018-01-08,23.4835187376
2018-01-09,23.2618087798
2018-01-10,22.9425464404
2018-01-11,22.7297048809
2018-01-12,22.8006520674
2018-01-16,22.8804676522
2018-01-17,23.0844408135
2018-01-18,22.5168633213
2018-01-19,22.7385732792
2018-01-22,23.0400988219
2018-01-23,23.2352035848
2018-01-24,23.0755724151
2018-01-25,23.0667040168
2018-01-26,23.1376512033
2018-01-29,22.8715992539
2018-01-30,22.7917836691
2018-01-31,23.4214399494
2018-02-01,23.9180702551
2018-02-02,23.7495706871
2018-02-05,22.7119680842
2018-02-06,22.6321524994
2018-02-07,22.4991265247
2018-02-08,21.7453126679
2018-02-09,22.4991265247
2018-02-12,22.4370477365
2018-02-13,22.7208364826
2018-02-14,22.818388864
2018-02-15,22.9167054631
2018-02-16,23.1312144066
2018-02-20,22.7647616281
2018-02-21,22.1837999062
2018-02-22,22.2553028873
2018-02-23,22.7647616281
2018-02-26,22.7111343923
2018-02-27,22.1927377788
2018-02-28,22.139110543
2018-03-01,22.1212347977
2018-03-02,21.9782288353
2018-03-05,22.3268058685
2018-03-06,22.2910543779
2018-03-07,22.5145011941
2018-03-08,22.7379480102
2018-03-09,23.0239599349
2018-03-12,22.9971463169
2018-03-13,22.8809539725
2018-03-14,22.970332699
2018-03-15,23.1044007887
2018-03-16,23.3546612227
2018-03-19,23.3099718595
2018-03-20,23.3010339869
2018-03-21,23.2563446236
2018-03-22,23.0150220622
2018-03-23,22.5860041752
2018-03-26,22.7200722649
2018-03-27,23.2652824963
2018-03-28,23.4797914398
2018-03-29,23.6674867653
2018-04-02,23.0060841896
2018-04-03,23.1401522793
2018-04-04,23.2652824963
2018-04-05,23.2116552604
2018-04-06,22.9524569537
2018-04-09,22.8898918452
2018-04-10,22.9792705716
2018-04-11,22.9345812084
2018-04-12,22.693258647
2018-04-13,22.9882084443
2018-04-16,23.1848416425
2018-04-17,23.6317352748
2018-04-18,23.7926169824
2018-04-19,23.4261642039
2018-04-20,23.2563446236
2018-04-23,23.1937795151
2018-04-24,23.3099718595
2018-04-25,23.2027173878
2018-04-26,23.9177471994
2018-04-27,23.9713744353
2018-04-30,24.2216348694
2018-05-01,24.784720846
2018-05-02,24.784720846
2018-05-03,24.8651616998
2018-05-04,24.9545404263
2018-05-07,25.3924961859
2018-05-08,25.3746204406
2018-05-09,25.6516944926
2018-05-10,25.8125762003
2018-05-11,25.6695702379
2018-05-14,25.4818749124
2018-05-15,25.2494902236
2018-05-16,25.1684758165
2018-05-17,24.7454005792
2018-05-18,24.6643861721
2018-05-21,24.799410184
2018-05-22,24.8264149863
2018-05-23,25.1234678125
2018-05-24,25.0604566069
2018-05-25,25.1504726149
2018-05-29,25.1954806188
2018-05-30,25.492533445
2018-05-31,25.3125014291
2018-06-01,25.6185558561
2018-06-04,25.9516150854
2018-06-05,25.7265750656
2018-06-06,25.6365590577
2018-06-07,25.6545622593
2018-06-08,25.8525974767
2018-06-11,25.6905686624
2018-06-12,25.8886038799
2018-06-13,25.3395062315
2018-06-14,25.6995702632
2018-06-15,25.6005526545
2018-06-18,25.6635638601
2018-06-19,25.4565270418
2018-06-20,25.8075894727
2018-06-21,25.8615990775
2018-06-22,25.8886038799
2018-06-25,25.9966230894
2018-06-26,26.0596342949
2018-06-27,25.9426134846
2018-06-28,26.0866390973
2018-06-29,26.1316471013
2018-07-02,25.8706006783
2018-07-03,26.1766551052
2018-07-05,26.2936759156
2018-07-06,26.3116791171
2018-07-09,26.0236278918
2018-07-10,26.0416310934
2018-07-11,26.0686358957
2018-07-12,26.1226455005
2018-07-13,26.0326294926
2018-07-16,25.9516150854
2018-07-17,25.447525441
2018-07-18,25.5015350458
2018-07-19,25.6905686624
2018-07-20,25.2044822196
2018-07-23,25.0874614093
2018-07-24,24.9074293935
2018-07-25,25.2494902236
2018-07-26,26.1766551052
2018-07-27,25.8165910735
2018-07-30,25.7175734648
2018-07-31,26.2126615084
2018-08-01,26.3836919235
2018-08-02,26.2666711132
2018-08-03,26.4557047298
2018-08-06,26.3836919235
2018-08-07,26.2396663108
2018-08-08,26.23066471
2018-08-09,26.1046422989
2018-08-10,25.9516150854
2018-08-13,25.7265750656
2018-08-14,25.7445782672
2018-08-15,25.7715830696
2018-08-16,25.880362175
2018-08-17,26.2338942678
2018-08-20,25.9891412805
2018-08-21,25.581219635
2018-08-22,25.4361808277
2018-08-23,25.2458173932
2018-08-24,25.5630897841
2018-08-27,25.5540248586
2018-08-28,25.780647995
2018-08-29,25.7987778459
2018-08-30,25.680933815
2018-08-31,25.8259726223
2018-09-04,25.3636614241
2018-09-05,25.6990636659
2018-09-06,25.8622323241
2018-09-07,25.7443882932
2018-09-10,25.9528815787
2018-09-11,25.9710114296
2018-09-12,26.0344659078
2018-09-13,26.1523099387
2018-09-14,26.0525957587
2018-09-17,26.297348746
2018-09-18,26.0254009823
2018-09-19,25.6356091877
2018-09-20,26.0344659078
2018-09-21,26.0435308332
2018-09-24,25.4543106786
2018-09-25,25.4724405295
2018-09-26,25.0917136604
2018-09-27,25.1189084368
2018-09-28,25.7171935168
2018-10-01,25.4361808277
2018-10-02,25.381791275
2018-10-03,25.2004927659
2018-10-04,25.1551681386
2018-10-05,25.2004927659
2018-10-08,25.6084144114
2018-10-09,25.9438166532
2018-10-10,25.3636614241
2018-10-11,24.3302599222
2018-10-12,24.3030651458
2018-10-15,24.3030651458
2018-10-16,24.9013502259
2018-10-17,24.865090524
2018-10-18,24.9738696295
2018-10-19,25.1370382877
2018-10-22,24.7472464931
2018-10-23,25.0645188841
2018-10-24,25.3908562004
2018-10-25,25.7353233678
2018-10-26,25.1098435113
2018-10-29,25.4180509768
2018-10-30,25.3636614241
2018-10-31,24.9919994804
2018-11-01,25.2095576913
2018-11-02,24.964804704
2018-11-05,25.2730121695
2018-11-06,25.5630897841
2018-11-07,25.880362175
2018-11-08,25.9075569514
2018-11-09,25.9075569514
2018-11-12,25.780647995
2018-11-13,25.8531673987
2018-11-14,25.9030244887
2018-11-15,25.6929505947
2018-11-16,25.9760936692
2018-11-19,25.9943609643
2018-11-20,25.7660197752
2018-11-21,25.8299553082
2018-11-23,25.7477524801
2018-11-26,25.6016141191
2018-11-27,25.6016141191
2018-11-28,25.8299553082
2018-11-29,25.6381487093
2018-11-30,25.9943609643
2018-12-03,26.3323059241
2018-12-04,25.5924804715
2018-12-06,26.3323059241
2018-12-07,26.0491628497
2018-12-10,25.9669600216
2018-12-11,25.9760936692
2018-12-12,25.2545355117
2018-12-13,25.6290150618
2018-12-14,25.6290150618
2018-12-17,24.5147100591
2018-12-18,24.8800559616
2018-12-19,24.7339176006
2018-12-20,24.5147100591
2018-12-21,24.2681015749
2018-12-24,22.8341189075
2018-12-26,23.5374097699
2018-12-27,23.4826078845
2018-12-28,23.345603171
2018-12-31,23.6561471882
2019-01-02,22.8706534978
2019-01-03,22.8980544404
2019-01-04,23.2177321052
2019-01-07,23.4004050564
2019-01-08,24.1858987468
2019-01-09,24.3137698127
2019-01-10,24.7978531336
2019-01-11,25.1540653885
2019-01-14,25.1357980934
2019-01-15,25.4189411678
2019-01-16,25.5924804715
2019-01-17,25.7477524801
2019-01-18,25.9578263741
2019-01-22,25.7203515374
2019-01-23,25.9395590789
2019-01-24,25.9760936692
2019-01-25,26.4510433425
2019-01-28,26.7067854742
2019-01-29,26.9077257206
2019-01-30,27.3370071561
2019-01-31,26.7067854742
2019-02-01,26.962527606
2019-02-04,27.3096062134
2019-02-05,27.3187398609
2019-02-06,27.0812650243
2019-02-07,27.4374772793
2019-02-08,27.3826753939
2019-02-11,27.1452005572
2019-02-12,27.2000024426
2019-02-13,27.3141730372
2019-02-14,27.3141730372
2019-02-15,27.3969711366
2019-02-19,27.4889690249
2019-02-20,27.5257681803
2019-02-21,27.5901667021
2019-02-22,27.6821645904
2019-02-25,27.6637650127
2019-02-26,27.4521698696
2019-02-27,27.3417724037
2019-02-28,27.2037755712
2019-03-01,27.0933781052
2019-03-04,27.3601719813
2019-03-05,27.3693717701
2019-03-06,27.323372826
2019-03-07,27.268174093
2019-03-08,27.4981688138
2019-03-11,28.0409563548
2019-03-12,28.2525514979
2019-03-13,28.2893506532
2019-03-14,28.2525514979
2019-03-15,28.1237544542
2019-03-18,27.9121593111
2019-03-19,27.6637650127
2019-03-20,27.7373633234
2019-03-21,28.243351709
2019-03-22,28.2157523425
2019-03-25,28.1973527649
2019-03-26,28.3077502308
2019-03-27,28.1237544542
2019-03-28,28.3629489638
2019-03-29,28.1329542431
2019-04-01,28.3169500197
2019-04-02,28.4641466409
2019-04-03,28.3997481191
2019-04-04,28.3353495973
2019-04-05,28.4917460074
2019-04-08,28.1973527649
2019-04-09,27.9673580441
2019-04-10,28.3629489638
2019-04-11,28.1697533984
2019-04-12,28.3905483303
2019-04-15,28.1605536095
2019-04-16,27.5073686026
2019-04-17,27.3325726148
2019-04-18,27.7189637457
2019-04-22,27.3509721925
2019-04-23,27.8293612117
2019-04-24,28.1145546654
2019-04-25,28.353749175
2019-04-26,28.4273474856
2019-04-29,28.2157523425
2019-04-30,28.6297428399
2019-05-01,28.9241360825
2019-05-02,28.6665419952
2019-05-03,28.8689373495
2019-05-06,28.6021434734
2019-05-07,27.8753601558
2019-05-08,27.7649626898
2019-05-09,28.0133569883
2019-05-10,28.2249521314
2019-05-13,27.9949574106
2019-05-14,28.0041571994
2019-05-15,28.3123501252
2019-05-16,28.4791113498
2019-05-17,28.4698468373
2019-05-20,28.0436792635
2019-05-21,28.5254339122
2019-05-22,28.4883758623
2019-05-23,28.4698468373
2019-05-24,28.4420532999
2019-05-28,28.3586726876
2019-05-29,27.7657438892
2019-05-30,27.7935374266
2019-05-31,27.8769180389
2019-06-03,28.2474985379
2019-06-04,28.210440488
2019-06-05,28.9516014861
2019-06-06,29.1924788104
2019-06-07,29.146156248
2019-06-10,29.0442466108
2019-06-11,29.1090981981
2019-06-12,29.3129174726
2019-06-13,29.4704141847
2019-06-14,29.4148271098
2019-06-17,29.7761430964
2019-06-18,29.7112915091
2019-06-19,29.905846271
2019-06-20,30.0448139582
2019-06-21,29.5630593094
2019-06-24,29.4796786972
2019-06-25,29.0164530734
2019-06-26,28.5439629371
2019-06-27,28.9145434362
