date,DRE
2019-06-28,29.2851239352
2019-07-01,29.4611496722
2019-07-02,29.8873172461
2019-07-03,30.2208396952
2019-07-05,30.2115751827
2019-07-08,30.3690718948
2019-07-09,30.5636266568
2019-07-10,30.7489169063
2019-07-11,30.4617170196
2019-07-12,30.5173040944
2019-07-15,30.4987750695
2019-07-16,30.7952394687
2019-07-17,30.7674459313
2019-07-18,30.9805297182
2019-07-19,30.5358331194
2019-07-22,30.5265686069
2019-07-23,30.7952394687
2019-07-24,30.8508265435
2019-07-25,30.7767104437
2019-07-26,30.9990587432
2019-07-29,31.0175877681
2019-07-30,31.2028780176
2019-07-31,30.878620081
2019-08-01,30.5821556818
2019-08-02,30.470981532
2019-08-05,29.7205560215
2019-08-06,30.3320138449
2019-08-07,30.2671622576
2019-08-08,30.860091056
2019-08-09,30.7396523938
2019-08-12,30.6192137317
2019-08-13,30.7211233689
2019-08-14,30.392233176
2019-08-15,30.6906533852
2019-08-16,31.0170504889
2019-08-19,31.3620988558
2019-08-20,30.7372815428
2019-08-21,30.9424454366
2019-08-22,31.1849118566
2019-08-23,30.6160483329
2019-08-26,30.9051429105
2019-08-27,30.6813277536
2019-08-28,30.8585147528
2019-08-29,31.0543530151
2019-08-30,31.0263761205
2019-09-03,31.2035631196
2019-09-04,31.4646808027
2019-09-05,31.1476093304
2019-09-06,31.0730042781
2019-09-09,30.9237941736
2019-09-10,30.1124642299
2019-09-11,29.9539284938
2019-09-12,30.2057205453
2019-09-13,30.0844873353
2019-09-16,30.7093046482
2019-09-17,31.175586225
2019-09-18,31.0263761205
2019-09-19,31.1103068043
2019-09-20,31.1009811727
2019-09-23,31.2315400143
2019-09-24,31.2595169089
2019-09-25,31.3900757504
2019-09-26,31.800403538
2019-09-27,31.7444497487
2019-09-30,31.679170328
2019-10-01,31.3807501188
2019-10-02,31.5019833288
2019-10-03,31.8097291695
2019-10-04,31.9496136425
2019-10-07,31.5486114865
2019-10-08,31.5299602234
2019-10-09,31.2688425404
2019-10-10,31.0823299097
2019-10-11,31.2874938035
2019-10-14,31.1009811727
2019-10-15,31.2501912773
2019-10-16,31.2035631196
2019-10-17,31.6511934334
2019-10-18,31.679170328
2019-10-21,31.9775905371
2019-10-22,31.7537753803
2019-10-23,31.8843342218
2019-10-24,32.1361262732
2019-10-25,32.2293825886
2019-10-28,32.8728511646
2019-10-29,32.7702692177
2019-10-30,33.0966663215
2019-10-31,32.7702692177
2019-11-01,32.9567818484
2019-11-04,32.9754331115
2019-11-05,32.3692670617
2019-11-06,32.5464540608
2019-11-07,32.2853363778
2019-11-08,32.2573594832
2019-11-11,32.4158952193
2019-11-12,32.5464540608
2019-11-13,32.7096526127
2019-11-14,32.8504806234
2019-11-15,33.0006971681
2019-11-18,32.9349774298
2019-11-19,33.1696907809
2019-11-20,33.0382513043
2019-11-21,32.6439328744
2019-11-22,32.5124933978
2019-11-25,32.3998309892
2019-11-26,33.0945825086
2019-11-27,33.1227481107
2019-11-29,33.0288627702
2019-12-02,32.5218819318
2019-12-03,32.6157672723
2019-12-04,32.9255888958
2019-12-05,33.0758054405
2019-12-06,33.0194742362
2019-12-09,33.0006971681
2019-12-10,33.0100857022
2019-12-11,32.6908755446
2019-12-12,32.2120603083
2019-12-13,32.1181749679
2019-12-16,32.3341112509
2019-12-17,31.9773469572
2019-12-18,32.1087864338
2019-12-19,32.1838947062
2019-12-20,32.14634057
2019-12-23,31.939792821
2019-12-24,32.0149010934
2019-12-26,32.1557291041
2019-12-27,32.2402259105
2019-12-30,32.2777800466
2019-12-31,32.550047534
2020-01-02,32.2683915126
2020-01-03,32.8598691574
2020-01-06,32.5031048637
2020-01-07,32.2965571147
2020-01-08,32.4843277956
2020-01-09,32.3247227169
2020-01-10,32.7847608851
2020-01-13,33.2072449171
2020-01-14,32.8504806234
2020-01-15,33.0006971681
2020-01-16,33.2260219852
2020-01-17,33.4889009385
2020-01-21,33.7423913577
2020-01-22,33.4325697342
2020-01-23,33.7611684258
2020-01-24,33.8926079024
2020-01-27,33.808111096
2020-01-28,34.0052703109
2020-01-29,34.1554868556
2020-01-30,34.4840855472
2020-01-31,34.0897671173
2020-02-03,34.0897671173
2020-02-04,34.437142877
2020-02-05,34.446531411
2020-02-06,34.5028626153
2020-02-07,34.3902002068
2020-02-10,35.0098434537
2020-02-11,35.3196650772
2020-02-12,35.5449898943
2020-02-13,35.8407287167
2020-02-14,36.3508497897
2020-02-18,36.3886365358
2020-02-19,36.2374895512
2020-02-20,36.5303368338
2020-02-21,36.6814838184
2020-02-24,35.6329016129
2020-02-25,34.5087459152
2020-02-26,34.1970052595
2020-02-27,32.0053739832
2020-02-28,30.6733911817
2020-03-02,32.0242673563
2020-03-03,32.2320944601
2020-03-04,33.7907977385
2020-03-05,32.7233221599
2020-03-06,32.0715007889
2020-03-09,29.4358752455
2020-03-10,30.9001116585
2020-03-11,28.6801403226
2020-03-12,25.9217078542
2020-03-13,30.116036676
2020-03-16,24.703085291
2020-03-17,27.4993045056
2020-03-18,27.5087511922
2020-03-19,26.6679960905
2020-03-20,25.49660696
2020-03-23,24.7975521564
2020-03-24,27.4048376403
2020-03-25,26.94195
2020-03-26,28.9446475456
2020-03-27,30.3049704068
2020-03-30,31.2212990007
2020-03-31,30.5883710028
2020-04-01,28.510099965
2020-04-02,28.3683996669
2020-04-03,27.9527454593
2020-04-06,30.4183306452
2020-04-07,29.7759559608
2020-04-08,31.5708264025
2020-04-09,33.5924173212
2020-04-13,32.0242673563
2020-04-14,33.6396507539
2020-04-15,31.8353336256
2020-04-16,32.1470742812
2020-04-17,32.9878293829
2020-04-20,31.8920137448
2020-04-21,31.5424863429
2020-04-22,32.2698812062
2020-04-23,31.5897197756
2020-04-24,32.4021348177
2020-04-27,33.7435643058
2020-04-28,34.1970052595
2020-04-29,33.535737202
2020-04-30,32.7800022791
2020-05-01,31.4574661641
2020-05-04,30.9945785239
2020-05-05,31.0984920758
2020-05-06,31.1079387623
2020-05-07,31.3913393584
2020-05-08,32.0431607293
2020-05-11,32.0148206697
2020-05-12,29.8987628857
2020-05-13,28.9493708889
2020-05-14,29.025528392
2020-05-15,29.3491977805
2020-05-18,30.8913872195
2020-05-19,30.3392453216
2020-05-20,31.0913006653
2020-05-21,31.4530488053
2020-05-22,31.6815213148
2020-05-26,32.4811750979
2020-05-27,32.4906947858
2020-05-28,33.1570729385
2020-05-29,32.8238838622
2020-06-01,33.5093013906
2020-06-02,33.928167658
2020-06-03,34.832538008
2020-06-04,34.4136717406
2020-06-05,35.0419711417
2020-06-08,35.4227586575
2020-06-09,35.1276483328
2020-06-10,33.9376873459
2020-06-11,32.8714823016
2020-06-12,33.652096709
2020-06-15,34.470789868
2020-06-16,35.1371680207
2020-06-17,34.9562939507
2020-06-18,34.8134986322
2020-06-19,33.8900889064
2020-06-22,33.747293588
2020-06-23,33.6901754606
2020-06-24,32.9190807411
2020-06-25,33.3569863843
2020-06-26,32.9190807411
2020-06-29,32.9190807411
2020-06-30,33.6901754606
2020-07-01,34.385112677
2020-07-02,34.5183883075
2020-07-06,34.5945458106
2020-07-07,33.9472070338
2020-07-08,33.7853723396
2020-07-09,34.1756795433
2020-07-10,34.0709629764
2020-07-13,33.6140179575
2020-07-14,33.7948920275
2020-07-15,34.0995220401
2020-07-16,33.8044117154
2020-07-17,34.3470339254
2020-07-20,34.0709629764
2020-07-21,34.6421442501
2020-07-22,35.4037192817
2020-07-23,35.4798767849
2020-07-24,35.470357097
2020-07-27,35.9082627402
2020-07-28,36.5841605807
2020-07-29,38.2691453381
2020-07-30,38.0501925165
2020-07-31,38.2596256502
2020-08-03,37.7646018797
2020-08-04,37.9835547013
2020-08-05,37.8597987586
2020-08-06,37.7265231281
2020-08-07,37.8407593829
2020-08-10,37.7265231281
2020-08-11,36.9459087207
2020-08-12,37.6884443765
2020-08-13,37.1410623226
2020-08-14,36.2886759
2020-08-17,37.0740206938
2020-08-18,36.844163681
2020-08-19,36.2886759
2020-08-20,36.4898007862
2020-08-21,36.5472650394
2020-08-24,36.700503048
2020-08-25,36.9112053097
2020-08-26,37.0261338162
2020-08-27,37.2943003311
2020-08-28,37.0452885672
2020-08-31,36.9207826853
2020-09-01,36.9303600608
2020-09-02,37.6295084748
2020-09-03,37.1506396981
2020-09-04,36.556842415
2020-09-08,36.0588188872
2020-09-09,36.3174080266
2020-09-10,35.9151582542
2020-09-11,35.5799501105
2020-09-14,36.2982532755
2020-09-15,36.2216342713
2020-09-16,36.3748722798
2020-09-17,35.4745989796
2020-09-18,34.9957302029
2020-09-21,34.3157365399
2020-09-22,35.1010813337
2020-09-23,34.3827781687
2020-09-24,34.1529211558
2020-09-25,34.6988315613
2020-09-28,35.3692478487
2020-09-29,35.3979799753
2020-09-30,35.3405157221
2020-10-01,35.9055808786
2020-10-02,36.8154315544
2020-10-05,37.5624668461
2020-10-06,37.3421872088
2020-10-07,37.3421872088
2020-10-08,37.9934487451
2020-10-09,38.1371093782
2020-10-12,38.7883709145
2020-10-13,37.8976749898
2020-10-14,36.9974016896
2020-10-15,37.2943003311
2020-10-16,37.2176813268
2020-10-19,36.7771220523
2020-10-20,37.1027528204
2020-10-21,36.9016279342
2020-10-22,37.0357111917
2020-10-23,37.3038777067
2020-10-26,36.6047292926
2020-10-27,36.145015267
2020-10-28,35.589527486
2020-10-29,36.2312116468
2020-10-30,36.3844496553
2020-11-02,37.3900740865
2020-11-03,38.5680912772
2020-11-04,39.2001980625
2020-11-05,38.8745672943
2020-11-06,39.0565374295
2020-11-09,37.0261338162
2020-11-10,37.8976749898
2020-11-11,38.6255555304
2020-11-12,38.6638650325
2020-11-13,38.8697786065
2020-11-16,38.4457096111
2020-11-17,38.4071578842
2020-11-18,37.4048129859
2020-11-19,37.2891578053
2020-11-20,37.0192957173
2020-11-23,37.0482095124
2020-11-24,36.6048646535
2020-11-25,37.3084336687
2020-11-27,37.0000198538
2020-11-30,36.6819681072
2020-12-01,37.2024164198
2020-12-02,36.3639163606
2020-12-03,36.4313818826
2020-12-04,37.163864693
2020-12-07,37.231330215
2020-12-08,37.1253129661
2020-12-09,36.7879853561
2020-12-10,36.8554508781
2020-12-11,36.9518301953
2020-12-14,37.3084336687
2020-12-15,38.1469337279
2020-12-16,38.4071578842
2020-12-17,38.9854337871
2020-12-18,37.8192440496
2020-12-21,37.5782957567
2020-12-22,37.9830888888
2020-12-23,37.3373474639
2020-12-24,37.8770716399
2020-12-28,38.2818647719
2020-12-29,38.0120026839
2020-12-30,38.0216406156
2020-12-31,38.5228130648
2021-01-04,37.0192957173
2021-01-05,37.0482095124
2021-01-06,36.7976232878
2021-01-07,36.9807439904
2021-01-08,37.3469853956
2021-01-11,36.9518301953
2021-01-12,36.7783474244
2021-01-13,37.2409681467
2021-01-14,37.1831405564
2021-01-15,37.4915543713
2021-01-19,37.2891578053
2021-01-20,38.4553475428
2021-01-21,38.5613647917
2021-01-22,38.7830372211
2021-01-25,38.6384682454
2021-01-26,39.361313124
2021-01-27,38.6577441088
2021-01-28,38.0505544108
2021-01-29,38.1276578645
2021-02-01,39.2167441483
2021-02-02,39.8817614366
2021-02-03,39.4095027826
2021-02-04,39.56370969
2021-02-05,39.8817614366
2021-02-08,40.1034338661
2021-02-09,40.2672787052
2021-02-10,40.5467787249
2021-02-11,40.4407614761
2021-02-12,40.3202873296
2021-02-16,40.1360435924
2021-02-17,39.9711939328
2021-02-18,39.7772531569
2021-02-19,39.7481620405
2021-02-22,39.4378567989
2021-02-23,39.7966472345
2021-02-24,39.1275515573
2021-02-25,38.8075492769
2021-02-26,38.0608772893
2021-03-01,38.4487588413
2021-03-02,37.6536016597
2021-03-03,37.1396586033
2021-03-04,36.9457178273
2021-03-05,37.7796631641
2021-03-08,37.7117838925
2021-03-09,37.8572394745
2021-03-10,38.2257269489
2021-03-11,38.6136085009
2021-03-12,39.4960390317
2021-03-15,39.8936176225
2021-03-16,40.3687725236
2021-03-17,40.0681643208
2021-03-18,40.3590754848
2021-03-19,39.7093738853
2021-03-22,40.4754399504
2021-03-23,40.6596836876
2021-03-24,40.7178659204
2021-03-25,40.737259998
2021-03-26,41.5421142184
2021-03-29,41.416052714
2021-03-30,41.1930208216
2021-03-31,40.6596836876
2021-04-01,41.561508296
2021-04-05,41.5421142184
2021-04-06,41.755449072
2021-04-07,41.706963878
2021-04-08,41.6390846064
2021-04-09,41.803934266
2021-04-12,41.9687839256
2021-04-13,42.4730299432
2021-04-14,42.046360236
2021-04-15,42.919093728
2021-04-16,43.1324285816
2021-04-19,43.4718249396
2021-04-20,44.4027406644
2021-04-21,44.2960732376
2021-04-22,43.8694035304
2021-04-23,43.9954650348
2021-04-26,44.0245561512
2021-04-27,43.7142509096
2021-04-28,43.8984946468
2021-04-29,44.4512258584
2021-04-30,45.1106244968
2021-05-03,44.955471876
2021-05-04,44.810016294
2021-05-05,43.8791005692
2021-05-06,44.2475880436
2021-05-07,44.5384992076
2021-05-10,44.7227429448
2021-05-11,43.9663739184
2021-05-12,43.1227315428
2021-05-13,43.4572793814
2021-05-14,43.8376281013
2021-05-17,43.7791129136
2021-05-18,44.1009464458
2021-05-19,44.0424312582
2021-05-20,44.5105527596
2021-05-21,44.5398103534
2021-05-24,45.1444672927
2021-05-25,45.1249622302
2021-05-26,45.0469419799
2021-05-27,44.9884267923
2021-05-28,45.3102603245
2021-06-01,45.9539273889
2021-06-02,46.8121501415
2021-06-03,46.9486855794
2021-06-04,46.9876957046
2021-06-07,47.4070545496
2021-06-08,47.7386406131
2021-06-09,47.6118577064
2021-06-10,48.4505753965
2021-06-11,48.0799792079
2021-06-14,48.2750298334
2021-06-15,47.6898779567
2021-06-16,46.9291805169
2021-06-17,47.6021051752
2021-06-18,46.4220488903
2021-06-21,47.5435899875
2021-06-22,47.0462108922
2021-06-23,46.7438824226
2021-06-24,46.6561096411
2021-06-25,46.9096754543
2021-06-28,46.8901703918
2021-06-29,46.6561096411
2021-06-30,46.1782356084
2021-07-01,46.1879881396
2021-07-02,46.6268520472
2021-07-06,47.1827463301
2021-07-07,47.5728475813
2021-07-08,47.631362769
2021-07-09,48.6163684282
2021-07-12,49.133252586
2021-07-13,48.4798329903
2021-07-14,48.8504291789
2021-07-15,49.0649848671
2021-07-16,49.1527576486
2021-07-19,48.9382019605
2021-07-20,49.8061772443
2021-07-21,49.3185506804
2021-07-22,49.2502829614
2021-07-23,50.0304854638
2021-07-26,49.6403842126
2021-07-27,50.0207329325
2021-07-28,49.7574145879
2021-07-29,49.6501367439
2021-07-30,49.62087915
2021-08-02,49.4160759931
2021-08-03,49.6111266187
2021-08-04,49.4355810557
2021-08-05,49.62087915
2021-08-06,49.864692432
2021-08-09,49.6306316813
2021-08-10,49.025974742
2021-08-11,49.1430051173
2021-08-12,49.5136013059
2021-08-13,49.9768465417
2021-08-16,50.1728726117
2021-08-17,50.3198921642
2021-08-18,49.4867813668
2021-08-19,49.6043970088
2021-08-20,49.8102243822
2021-08-23,49.5357878843
2021-08-24,48.6830744798
2021-08-25,48.4870484099
2021-08-26,49.0947292268
2021-08-27,49.5847944018
2021-08-30,50.8491625531
2021-08-31,51.4666446736
2021-09-01,52.378165899
2021-09-02,52.5839932725
2021-09-03,52.554589362
2021-09-07,51.946908545
2021-09-08,52.2311463465
2021-09-09,50.3590973782
2021-09-10,49.7416152577
2021-09-13,49.5651917948
2021-09-14,49.5651917948
2021-09-15,49.6141983123
2021-09-16,49.5847944018
2021-09-17,48.4478431959
2021-09-20,48.1342014839
2021-09-21,47.9283741104
2021-09-22,48.4380418924
2021-09-23,48.3400288574
2021-09-24,47.8793675929
2021-09-27,47.11486592
2021-09-28,47.193276348
2021-09-29,47.6539376124
2021-09-30,46.91883985
2021-10-01,47.8303610754
2021-10-04,48.4282405889
2021-10-05,48.7222796938
2021-10-06,49.3103579038
2021-10-07,49.7024100437
2021-10-08,49.3985696353
2021-10-11,49.6141983123
2021-10-12,50.5257195377
2021-10-13,51.3098238176
2021-10-14,51.966511152
2021-10-15,52.162537222
2021-10-18,52.8290258599
2021-10-19,52.7408141285
2021-10-20,53.7699509959
2021-10-21,54.0933940113
2021-10-22,54.4168370268
2021-10-25,54.5932604898
2021-10-26,54.5050487583
2021-10-27,54.3384265988
2021-10-28,55.6125960537
2021-10-29,55.1225308787
2021-11-01,55.2205439137
2021-11-02,54.9853126297
2021-11-03,55.1813386997
2021-11-04,55.3185569487
2021-11-05,54.9265048087
2021-11-08,55.6125960537
2021-11-09,55.5243843222
2021-11-10,56.0536547111
2021-11-11,56.5731237966
2021-11-12,56.5241172791
2021-11-15,56.994579847
2021-11-16,56.8763951299
2021-11-17,57.2506467342
2021-11-18,57.3491339985
2021-11-19,57.8021754143
2021-11-22,57.8809652257
2021-11-23,58.2355193772
2021-11-24,59.0037200387
2021-11-26,57.4870161685
2021-11-29,58.5506786229
2021-11-30,57.4476212628
2021-12-01,57.6741419707
2021-12-02,58.8264429629
2021-12-03,58.7771993308
2021-12-06,59.8704079644
2021-12-07,60.4711802766
2021-12-08,60.8848267867
2021-12-09,60.1166261252
2021-12-10,60.6583060788
2021-12-13,61.8303045239
2021-12-14,61.1999860324
2021-12-15,61.9287917882
2021-12-16,61.6333299953
2021-12-17,61.1507424003
2021-12-20,61.3674143817
2021-12-21,61.3181707496
2021-12-22,61.8204557975
2021-12-23,61.6431787217
2021-12-27,63.3273109412
2021-12-28,63.4257982055
2021-12-29,64.1546039612
2021-12-30,64.1644526877
2021-12-31,64.6470402827
2022-01-03,63.5833778283
2022-01-04,62.7659335347
2022-01-05,61.121196221
2022-01-06,60.6189111731
2022-01-07,59.2991818315
2022-01-10,59.240089473
2022-01-11,59.3582741901
2022-01-12,59.2893331051
2022-01-13,59.2991818315
2022-01-14,58.9052327744
2022-01-18,58.1665782921
2022-01-19,57.2801929135
2022-01-20,56.9157900356
2022-01-21,56.7582104127
2022-01-24,56.167286827
2022-01-25,56.0884970155
2022-01-26,55.6059094205
2022-01-27,54.4634571547
2022-01-28,56.3248664498
2022-01-31,56.9059413092
2022-02-01,56.3445639027
2022-02-02,57.9696037636
2022-02-03,57.910511405
2022-02-04,56.8074540449
2022-02-07,56.443051167
2022-02-08,56.2263791856
2022-02-09,57.6544445178
2022-02-10,55.1036243726
2022-02-11,54.3748186168
2022-02-14,53.7248026725
2022-02-15,53.4588870589
2022-02-16,53.3301897382
2022-02-17,52.4788074628
2022-02-18,52.3897093177
2022-02-22,52.2313126153
2022-02-23,51.667024363
2022-02-24,51.8947196227
2022-02-25,53.3598891199
2022-02-28,52.4689076689
2022-03-01,52.3402103482
2022-03-02,52.756001692
2022-03-03,53.6073839674
2022-03-04,54.3597683038
2022-03-07,53.9736763417
2022-03-08,53.1123942724
2022-03-09,53.8251794332
2022-03-10,53.9637765478
2022-03-11,53.0925946846
2022-03-14,53.7558808759
2022-03-15,53.5578849979
2022-03-16,54.3201691282
2022-03-17,55.1715514036
2022-03-18,55.716040068
2022-03-21,55.4982446022
2022-03-22,55.51804419
2022-03-23,55.4487456327
2022-03-24,55.5279439839
2022-03-25,56.1813303813
2022-03-28,57.0624120384
2022-03-29,58.1117901918
2022-03-30,58.5176817417
2022-03-31,57.4782033822
2022-04-01,58.6364792685
2022-04-04,58.2404875125
2022-04-05,58.7057778258
2022-04-06,59.9630516511
2022-04-07,59.7551559792
2022-04-08,58.9235732916
2022-04-11,58.1315897796
2022-04-12,58.2998862759
2022-04-13,58.2701868942
2022-04-14,57.6662994663
2022-04-18,57.893994726
2022-04-19,59.6066590707
2022-04-20,60.9134318654
2022-04-21,60.3986425826
2022-04-22,59.279965872
2022-04-25,58.7354772075
2022-04-26,58.0721910162
2022-04-27,58.6265794746
2022-04-28,59.3492644293
2022-04-29,54.2013716014
2022-05-02,52.459007875
2022-05-03,52.5877051957
2022-05-04,52.4788074628
2022-05-05,50.5087484767
2022-05-06,49.2613744454
2022-05-09,47.2319166959
2022-05-10,49.0831781552
2022-05-11,52.9242981883
2022-05-12,51.7264231264
2022-05-13,53.3598891199
2022-05-16,53.1807623008
2022-05-17,54.2356202356
2022-05-18,51.489009009
2022-05-19,50.8222591823
2022-05-20,50.663035343
2022-05-23,50.7824532225
2022-05-24,50.2450727651
2022-05-25,50.9615800416
2022-05-26,51.3397366597
2022-05-27,53.1608593209
2022-05-31,52.5737214137
2022-06-01,52.3846431046
2022-06-02,53.5091614692
2022-06-03,53.0115869716
2022-06-06,52.7528482328
2022-06-07,52.6135273735
2022-06-08,51.7178932779
2022-06-09,51.5288149688
2022-06-10,49.5385169785
2022-06-13,50.0261399861
2022-06-14,50.9516285516
2022-06-15,53.4195980596
2022-06-16,51.897020097
2022-06-17,51.1904643105
2022-06-21,52.3348856549
2022-06-22,53.7778516979
2022-06-23,55.2009147609
2022-06-24,57.1713097713
2022-06-27,55.8975190575
2022-06-28,55.3302841303
2022-06-29,55.0814968815
2022-06-30,54.6834372834
2022-07-01,55.9273735274
2022-07-05,56.5642688843
2022-07-06,56.7632986833
2022-07-07,57.240970201
2022-07-08,56.9921829522
2022-07-11,57.022037422
2022-07-12,56.6438808039
2022-07-13,56.6040748441
2022-07-14,55.3203326403
2022-07-15,56.7533471933
2022-07-18,55.9074705475
2022-07-19,58.6043243243
2022-07-20,58.3256826057
2022-07-21,58.8133056133
2022-07-22,59.4004435204
2022-07-25,59.7387941788
2022-07-26,59.8582120582
2022-07-27,59.7686486486
2022-07-28,62.1470547471
2022-07-29,62.2565211365
2022-08-01,61.5101593902
2022-08-02,60.8036036036
2022-08-03,61.3907415107
2022-08-04,61.4504504505
2022-08-05,61.8186555787
2022-08-08,61.739043659
2022-08-09,62.5948717949
2022-08-10,63.182009702
2022-08-11,63.0824948025
2022-08-12,64.5453638254
2022-08-15,65.032986833
2022-08-16,64.4558004158
2022-08-17,64.5652668053
2022-08-18,64.2965765766
2022-08-19,63.182009702
2022-08-22,61.5002079002
2022-08-23,60.4353984754
2022-08-24,61.6494802495
2022-08-25,62.4057934858
2022-08-26,60.4453499653
2022-08-29,59.8781150381
2022-08-30,59.1218018018
2022-08-31,58.5645183645
2022-09-01,58.4948579349
2022-09-02,57.43004851
2022-09-06,58.2759251559
2022-09-07,59.5596673597
2022-09-08,60.1667082467
2022-09-09,60.932972973
2022-09-12,61.0921968122
2022-09-13,58.882966043
2022-09-14,57.44
2022-09-15,55.07
2022-09-16,53.89
2022-09-19,53.47
2022-09-20,52.58
2022-09-21,51.44
2022-09-22,51.42
2022-09-23,51.43
2022-09-26,49.3
2022-09-27,48.43
2022-09-28,49.28
2022-09-29,47.97
2022-09-30,48.2
2022-10-03,48.2
