date,PBCT
2015-07-01,12.206742203
2015-07-02,12.0877970902
2015-07-06,12.0134563947
2015-07-07,11.9242475601
2015-07-08,11.8350387255
2015-07-09,11.9316816296
2015-07-10,12.0060223251
2015-07-13,12.0729289511
2015-07-14,12.0506267425
2015-07-15,12.1621377857
2015-07-16,12.1844399944
2015-07-17,12.0283245338
2015-07-20,12.1398355771
2015-07-21,12.0357586034
2015-07-22,12.1881570292
2015-07-23,12.0729289511
2015-07-24,12.0060223251
2015-07-27,12.0134563947
2015-07-28,11.9985882556
2015-07-29,12.0487682251
2015-07-30,12.123885234
2015-07-31,12.2215373455
2015-08-03,12.1914905419
2015-08-04,12.2478282986
2015-08-05,12.2778751022
2015-08-06,12.3191894571
2015-08-07,12.2741192517
2015-08-10,12.4093298677
2015-08-11,12.2816309526
2015-08-12,12.1088618322
2015-08-13,12.2065139437
2015-08-14,12.3717713633
2015-08-17,12.3943064659
2015-08-18,12.4468883722
2015-08-19,12.3004102048
2015-08-20,12.0262331224
2015-08-21,11.8459523011
2015-08-24,11.2224811273
2015-08-25,11.042200306
2015-08-26,11.3276449398
2015-08-27,11.58304277
2015-08-28,11.6206012744
2015-08-31,11.6431363771
2015-09-01,11.1924343238
2015-09-02,11.3351566407
2015-09-03,11.4252970513
2015-09-04,11.3201332389
2015-09-08,11.6281129753
2015-09-09,11.5755310691
2015-09-10,11.6731831806
2015-09-11,11.6356246762
2015-09-14,11.6431363771
2015-09-15,11.7933703949
2015-09-16,11.8609757029
2015-09-17,11.6243571249
2015-09-18,11.4328087522
2015-09-21,11.6281129753
2015-09-22,11.5379725647
2015-09-23,11.6130895735
2015-09-24,11.6806948815
2015-09-25,11.7783469931
2015-09-28,11.6130895735
2015-09-29,11.6656714798
2015-09-30,11.8083937966
2015-10-01,11.7032299842
2015-10-02,11.5755310691
2015-10-05,11.819661348
2015-10-06,11.8083937966
2015-10-07,11.9285810109
2015-10-08,12.0412565242
2015-10-09,11.853464002
2015-10-12,11.9511161135
2015-10-13,11.9060459082
2015-10-14,11.5680193682
2015-10-15,11.7107416851
2015-10-16,11.8159054975
2015-10-19,11.9511161135
2015-10-20,12.1013501313
2015-10-21,11.9436044126
2015-10-22,12.1313969348
2015-10-23,12.3492362606
2015-10-26,12.3792830642
2015-10-27,12.4168415686
2015-10-28,12.7454784825
2015-10-29,12.4685677893
2015-10-30,12.100617964
2015-11-02,12.3509755771
2015-11-03,12.3054560111
2015-11-04,12.3054560111
2015-11-05,12.4647744921
2015-11-06,12.7378918881
2015-11-09,12.6771991335
2015-11-10,12.7303052938
2015-11-11,12.6923723221
2015-11-12,12.5254672468
2015-11-13,12.3585621714
2015-11-16,12.5482270298
2015-11-17,12.5634002184
2015-11-18,12.6089197844
2015-11-19,12.4647744921
2015-11-20,12.5937465958
2015-11-23,12.5785734071
2015-11-24,12.6240929731
2015-11-25,12.6544393505
2015-11-27,12.6696125391
2015-11-30,12.7075455108
2015-12-01,12.7834114541
2015-12-02,12.6316795675
2015-12-03,12.4951208694
2015-12-04,12.7606516711
2015-12-07,12.5102940581
2015-12-08,12.3206291997
2015-12-09,12.2751096337
2015-12-10,12.3130426054
2015-12-11,12.1309643414
2015-12-14,12.1309643414
2015-12-15,12.3813219544
2015-12-16,12.5406404354
2015-12-17,12.3358023884
2015-12-18,12.0626849923
2015-12-21,12.1537241244
2015-12-22,12.2751096337
2015-12-23,12.3813219544
2015-12-24,12.4040817374
2015-12-28,12.3964951431
2015-12-29,12.5330538411
2015-12-30,12.4040817374
2015-12-31,12.2523498507
2016-01-04,11.964059266
2016-01-05,11.9564726717
2016-01-06,11.8426737566
2016-01-07,11.5695563606
2016-01-08,11.3419585305
2016-01-11,11.3723049079
2016-01-12,11.3950646909
2016-01-13,10.9929751911
2016-01-14,11.2357462098
2016-01-15,10.9853885968
2016-01-19,10.9702154081
2016-01-20,10.9550422195
2016-01-21,10.8715896818
2016-01-22,10.5757125027
2016-01-25,10.3481146727
2016-01-26,10.7046846064
2016-01-27,10.7198577951
2016-01-28,10.7786539012
2016-01-29,11.0319983305
2016-02-01,10.9974513628
2016-02-02,10.8016852129
2016-02-03,10.8784562521
2016-02-04,11.0012899148
2016-02-05,10.9398730835
2016-02-08,11.0243212266
2016-02-09,11.1625090971
2016-02-10,10.9014875639
2016-02-11,10.6327889267
2016-02-12,11.0243212266
2016-02-16,11.3851451107
2016-02-17,11.2699885519
2016-02-18,11.1318006814
2016-02-19,11.262311448
2016-02-22,11.4081764225
2016-02-23,11.2853427598
2016-02-24,11.1778633049
2016-02-25,11.3467595911
2016-02-26,11.4465619421
2016-02-29,11.2162488245
2016-03-01,11.6154582283
2016-03-02,11.738291891
2016-03-03,11.922542385
2016-03-04,11.9839592163
2016-03-07,11.9993134242
2016-03-08,11.8841568654
2016-03-09,11.830417138
2016-03-10,12.0684073594
2016-03-11,12.2373036456
2016-03-14,12.20659523
2016-03-15,12.1912410221
2016-03-16,12.1605326065
2016-03-17,12.2373036456
2016-03-18,12.298720477
2016-03-21,12.3831686201
2016-03-22,12.4138770358
2016-03-23,12.2526578535
2016-03-24,12.1758868143
2016-03-28,12.1682097104
2016-03-29,12.2219494378
2016-03-30,12.3524602044
2016-03-31,12.2296265417
2016-04-01,12.3831686201
2016-04-04,12.3217517887
2016-04-05,12.0069905281
2016-04-06,12.0684073594
2016-04-07,11.7536460988
2016-04-08,11.8035472743
2016-04-11,11.8688026576
2016-04-12,12.014667632
2016-04-13,12.3063975809
2016-04-14,12.3831686201
2016-04-15,12.3371059966
2016-04-18,12.4292312436
2016-04-19,12.5520649063
2016-04-20,12.6518672572
2016-04-21,12.1835639182
2016-04-22,12.3524602044
2016-04-25,12.3140746848
2016-04-26,12.3985228279
2016-04-27,12.2680120613
2016-04-28,12.0507417655
2016-04-29,12.0274628052
2016-05-02,12.0662610723
2016-05-03,11.8722697367
2016-05-04,11.6860380546
2016-05-05,11.6394801341
2016-05-06,11.6705187478
2016-05-09,11.7403556286
2016-05-10,11.8024328559
2016-05-11,11.8257118162
2016-05-12,11.8567504299
2016-05-13,11.6705187478
2016-05-16,11.8024328559
2016-05-17,11.6317204806
2016-05-18,11.9343469641
2016-05-19,11.8489907765
2016-05-20,11.9653855778
2016-05-23,11.949866271
2016-05-24,12.1283382997
2016-05-25,12.2912910216
2016-05-26,12.15161726
2016-05-27,12.299050675
2016-05-31,12.3223296353
2016-06-01,12.3921665161
2016-06-02,12.4154454763
2016-06-03,12.2214541408
2016-06-06,12.3300892887
2016-06-07,12.2369734476
2016-06-08,12.3300892887
2016-06-09,12.2136944873
2016-06-10,12.1826558737
2016-06-13,12.0119434984
2016-06-14,11.7713942423
2016-06-15,11.8567504299
2016-06-16,11.748115282
2016-06-17,11.7713942423
2016-06-20,11.8877890436
2016-06-21,11.9731452312
2016-06-22,11.9731452312
2016-06-23,12.3456085955
2016-06-24,11.7015573614
2016-06-27,10.739360337
2016-06-28,10.9643902863
2016-06-29,11.2049395424
2016-06-30,11.3756519177
2016-07-01,11.3678922643
2016-07-05,11.1661412753
2016-07-06,11.2825360766
2016-07-07,11.3678922643
2016-07-08,11.5075660259
2016-07-11,11.6239608272
2016-07-12,11.8257118162
2016-07-13,11.8101925094
2016-07-14,11.9964241915
2016-07-15,12.0041838449
2016-07-18,11.8877890436
2016-07-19,11.9421066176
2016-07-20,11.8645100833
2016-07-21,11.7713942423
2016-07-22,11.9653855778
2016-07-25,11.9343469641
2016-07-26,11.895548697
2016-07-27,11.8334714696
2016-07-28,11.8877890436
2016-07-29,11.895635769
2016-08-01,11.7543947111
2016-08-02,11.6445405549
2016-08-03,11.8250152401
2016-08-04,11.8328619655
2016-08-05,12.1467309832
2016-08-08,12.1153440814
2016-08-09,12.162424434
2016-08-10,12.0839571796
2016-08-11,12.1231908068
2016-08-12,12.0761104542
2016-08-15,12.1702711595
2016-08-16,12.107497356
2016-08-17,12.162424434
2016-08-18,12.1781178849
2016-08-19,12.2487384139
2016-08-22,12.3115122174
2016-08-23,12.3193589429
2016-08-24,12.3193589429
2016-08-25,12.4056729227
2016-08-26,12.4527532754
2016-08-29,12.5312205298
2016-08-30,12.7038484895
2016-08-31,12.7509288421
2016-09-01,12.6960017641
2016-09-02,12.8137026457
2016-09-06,12.6489214114
2016-09-07,12.7744690185
2016-09-08,12.766622293
2016-09-09,12.6175345096
2016-09-12,12.6803083132
2016-09-13,12.5547607061
2016-09-14,12.4409831872
2016-09-15,12.499833628
2016-09-16,12.3272056683
2016-09-19,12.3272056683
2016-09-20,12.303665492
2016-09-21,12.3350523937
2016-09-22,12.4370598245
2016-09-23,12.4056729227
2016-09-26,12.1859646104
2016-09-27,12.2958187665
2016-09-28,12.429213099
2016-09-29,12.2565851393
2016-09-30,12.4135196482
2016-10-03,12.3585925701
2016-10-04,12.3664392955
2016-10-05,12.4606000008
2016-10-06,12.4527532754
2016-10-07,12.4213663736
2016-10-10,12.4684467263
2016-10-11,12.3821327464
2016-10-12,12.3507458446
2016-10-13,12.0918039051
2016-10-14,12.1702711595
2016-10-17,12.1153440814
2016-10-18,12.2722785902
2016-10-19,12.4056729227
2016-10-20,12.4959102653
2016-10-21,12.6253812351
2016-10-24,12.7273886658
2016-10-25,12.7744690185
2016-10-26,12.7430821167
2016-10-27,12.9157100764
2016-10-28,12.837242822
2016-10-31,12.8768884144
2016-11-01,12.8768884144
2016-11-02,12.8055263481
2016-11-03,12.8689592959
2016-11-04,12.8689592959
2016-11-07,13.26541522
2016-11-08,13.1980177129
2016-11-09,13.8640636654
2016-11-10,14.2248385563
2016-11-11,14.4944285847
2016-11-14,14.7323021391
2016-11-15,14.7085147837
2016-11-16,14.3596335705
2016-11-17,14.4785703477
2016-11-18,14.5023577032
2016-11-21,14.5975071249
2016-11-22,14.565790651
2016-11-23,14.6847274282
2016-11-25,14.7243730207
2016-11-28,14.5737197695
2016-11-29,14.6609400728
2016-11-30,14.8433097979
2016-12-01,15.009821286
2016-12-02,14.7481603761
2016-12-05,15.009821286
2016-12-06,15.208049248
2016-12-07,15.5965760537
2016-12-08,15.8582369636
2016-12-09,15.8027331342
2016-12-12,15.3904189731
2016-12-13,15.4221354471
2016-12-14,15.208049248
2016-12-15,15.3428442622
2016-12-16,15.1525454187
2016-12-19,15.2794113144
2016-12-20,15.3824898546
2016-12-21,15.3428442622
2016-12-22,15.3983480916
2016-12-23,15.3507733807
2016-12-27,15.4459228025
2016-12-28,15.453851921
2016-12-29,15.3587024992
2016-12-30,15.3507733807
2017-01-03,15.2952695513
2017-01-04,15.5410722243
2017-01-05,15.2873404329
2017-01-06,15.3983480916
2017-01-09,15.2794113144
2017-01-10,15.4617810395
2017-01-11,15.5807178167
2017-01-12,15.4221354471
2017-01-13,15.5886469352
2017-01-17,15.1485808594
2017-01-18,15.2952695513
2017-01-19,15.1684036556
2017-01-20,14.8195224424
2017-01-23,14.795735087
2017-01-24,14.9741402528
2017-01-25,15.1366871817
2017-01-26,15.2873404329
2017-01-27,15.0970415893
2017-01-30,14.9305301012
2017-01-31,15.0025423042
2017-02-01,14.9865395925
2017-02-02,14.8505165422
2017-02-03,15.1065599309
2017-02-06,15.0265463719
2017-02-07,14.9225287453
2017-02-08,14.7785043392
2017-02-09,14.9865395925
2017-02-10,14.9945409483
2017-02-13,15.0905572191
2017-02-14,15.2905911165
2017-02-15,15.330597896
2017-02-16,15.4266141667
2017-02-17,15.3546019636
2017-02-21,15.402610099
2017-02-22,15.402610099
2017-02-23,15.4106114549
2017-02-24,15.402610099
2017-02-27,15.4186128108
2017-02-28,15.3626033195
2017-03-01,15.7546697584
2017-03-02,15.402610099
2017-03-03,15.482623658
2017-03-06,15.3626033195
2017-03-07,15.2745884047
2017-03-08,15.0825558632
2017-03-09,15.1385653545
2017-03-10,15.1545680663
2017-03-13,15.1865734898
2017-03-14,15.1625694222
2017-03-15,15.0265463719
2017-03-16,15.1065599309
2017-03-17,15.0585517955
2017-03-20,14.9145273894
2017-03-21,14.2664175618
2017-03-22,14.2184094265
2017-03-23,14.3064243413
2017-03-24,14.4344460357
2017-03-27,14.2824202736
2017-03-28,14.4744528151
2017-03-29,14.4424473916
2017-03-30,14.7304962038
2017-03-31,14.56246773
2017-04-03,14.4424473916
2017-04-04,14.4184433239
2017-04-05,14.178402647
2017-04-06,14.3464311208
2017-04-07,14.2744189177
2017-04-10,14.2424134942
2017-04-11,14.3144256972
2017-04-12,14.1543985793
2017-04-13,13.8343443435
2017-04-17,14.0183755291
2017-04-18,13.8903538348
2017-04-19,14.0343782409
2017-04-20,14.0583823086
2017-04-21,14.0743850204
2017-04-24,14.3384297649
2017-04-25,14.3864379003
2017-04-26,14.482454171
2017-04-27,14.4124423069
2017-04-28,14.1135295461
2017-05-01,14.202395502
2017-05-02,14.0973720996
2017-05-03,14.1539231624
2017-05-04,14.1458444392
2017-05-05,14.081214653
2017-05-08,14.1296869926
2017-05-09,14.0085061436
2017-05-10,14.0165848669
2017-05-11,13.8550104016
2017-05-12,13.806538062
2017-05-15,13.8954040179
2017-05-16,13.8550104016
2017-05-17,13.4753104081
2017-05-18,13.5237827477
2017-05-19,13.5480189175
2017-05-22,13.5722550873
2017-05-23,13.685357213
2017-05-24,13.6126487036
2017-05-25,13.6126487036
2017-05-26,13.6288061501
2017-05-30,13.4914678546
