date,VAR
2020-01-27,145.55
2020-01-28,147.21
2020-01-29,147.34
2020-01-30,142.91
2020-01-31,140.57
2020-02-03,140.22
2020-02-04,141.43
2020-02-05,141.51
2020-02-06,142.46
2020-02-07,140.81
2020-02-10,142.2
2020-02-11,145.45
2020-02-12,147.38
2020-02-13,146.91
2020-02-14,146.92
2020-02-18,145.9
2020-02-19,146.6
2020-02-20,145.07
2020-02-21,143.44
2020-02-24,135.55
2020-02-25,131.98
2020-02-26,130.17
2020-02-27,126.1
2020-02-28,122.97
2020-03-02,126.55
2020-03-03,125.52
2020-03-04,131.39
2020-03-05,125.75
2020-03-06,124.31
2020-03-09,115.68
2020-03-10,120.66
2020-03-11,113.04
2020-03-12,104.25
2020-03-13,113.14
2020-03-16,103.52
2020-03-17,111.26
2020-03-18,110.32
2020-03-19,107.9
2020-03-20,99.52
2020-03-23,89.81
2020-03-24,102.32
2020-03-25,104.85
2020-03-26,108.22
2020-03-27,100.97
2020-03-30,103.72
2020-03-31,102.66
2020-04-01,94.44
2020-04-02,97.62
2020-04-03,96.35
2020-04-06,104.19
2020-04-07,107.12
2020-04-08,115.23
2020-04-09,113.15
2020-04-13,110.23
2020-04-14,112.7
2020-04-15,109.48
2020-04-16,108.38
2020-04-17,115.75
2020-04-20,112.04
2020-04-21,104.1
2020-04-22,107.22
2020-04-23,107.95
2020-04-24,108.68
2020-04-27,110.97
2020-04-28,108.86
2020-04-29,115.7
2020-04-30,114.38
2020-05-01,111.37
2020-05-04,114.37
2020-05-05,115.03
2020-05-06,116.06
2020-05-07,116.94
2020-05-08,118.7
2020-05-11,121.36
2020-05-12,119.07
2020-05-13,116.62
2020-05-14,114.04
2020-05-15,114.03
2020-05-18,118.97
2020-05-19,116.26
2020-05-20,119.91
2020-05-21,115.76
2020-05-22,115.41
2020-05-26,118.51
2020-05-27,121.74
2020-05-28,124.05
2020-05-29,121.39
2020-06-01,122.54
2020-06-02,124.2
2020-06-03,128.85
2020-06-04,127.1
2020-06-05,132.37
2020-06-08,134.2
2020-06-09,127.64
2020-06-10,123.11
2020-06-11,113.25
2020-06-12,115.29
2020-06-15,117.02
2020-06-16,117.83
2020-06-17,118.4
2020-06-18,119.47
2020-06-19,119.47
2020-06-22,118.7
2020-06-23,121.32
2020-06-24,115.41
2020-06-25,115.97
2020-06-26,116.72
2020-06-29,120.42
2020-06-30,122.52
2020-07-01,121.52
2020-07-02,122.39
2020-07-06,122.57
2020-07-07,120.19
2020-07-08,119.62
2020-07-09,118.49
2020-07-10,118.92
2020-07-13,119.25
2020-07-14,121.73
2020-07-15,126.17
2020-07-16,126.05
2020-07-17,129.41
2020-07-20,129.7
2020-07-21,128.59
2020-07-22,129.68
2020-07-23,129.17
2020-07-24,127.16
2020-07-27,133.05
2020-07-28,131.81
2020-07-29,136.55
2020-07-30,138.32
2020-07-31,142.72
2020-08-03,174.17
2020-08-04,174.5
2020-08-05,173.51
2020-08-06,173.09
2020-08-07,173.82
2020-08-10,173.33
2020-08-11,173.29
2020-08-12,173.42
2020-08-13,173.25
2020-08-14,173.15
2020-08-17,173.11
2020-08-18,173.08
2020-08-19,172.97
2020-08-20,172.75
2020-08-21,172.5
2020-08-24,172.74
2020-08-25,172.59
2020-08-26,172.25
2020-08-27,172.15
2020-08-28,172.75
2020-08-31,173.67
2020-09-01,173.8
2020-09-02,174.66
2020-09-03,174.38
2020-09-04,173.85
2020-09-08,173.31
2020-09-09,173.2
2020-09-10,172.96
2020-09-11,173.33
2020-09-14,173.15
2020-09-15,173.17
2020-09-16,173.28
2020-09-17,173.5
2020-09-18,172.86
2020-09-21,172.74
2020-09-22,172.5
2020-09-23,171.81
2020-09-24,171.86
2020-09-25,171.99
2020-09-28,171.95
2020-09-29,172.0
2020-09-30,172.0
2020-10-01,171.63
2020-10-02,171.93
2020-10-05,171.84
2020-10-06,171.68
2020-10-07,171.95
2020-10-08,171.83
2020-10-09,171.9
2020-10-12,171.88
2020-10-13,172.03
2020-10-14,172.0
2020-10-15,172.0
2020-10-16,171.96
2020-10-19,171.51
2020-10-20,171.8
2020-10-21,171.86
2020-10-22,171.73
2020-10-23,172.56
2020-10-26,172.46
2020-10-27,172.96
2020-10-28,172.41
2020-10-29,172.28
2020-10-30,172.8
2020-11-02,172.54
2020-11-03,172.87
2020-11-04,173.38
2020-11-05,173.38
2020-11-06,173.72
2020-11-09,172.98
2020-11-10,173.3
2020-11-11,173.43
2020-11-12,173.5
2020-11-13,173.84
2020-11-16,173.7
2020-11-17,173.62
2020-11-18,173.26
2020-11-19,173.68
2020-11-20,173.51
2020-11-23,173.5
2020-11-24,174.12
2020-11-25,174.11
2020-11-27,173.9
2020-11-30,173.98
2020-12-01,174.19
2020-12-02,174.26
2020-12-03,174.41
2020-12-04,174.66
2020-12-07,174.68
2020-12-08,174.61
2020-12-09,174.64
2020-12-10,174.88
2020-12-11,174.58
2020-12-14,174.13
2020-12-15,174.83
2020-12-16,174.48
2020-12-17,174.41
2020-12-18,174.8
2020-12-21,174.61
2020-12-22,174.52
2020-12-23,174.73
2020-12-24,174.77
2020-12-28,174.75
2020-12-29,174.96
2020-12-30,174.73
2020-12-31,175.01
2021-01-04,175.13
2021-01-05,175.44
2021-01-06,175.49
2021-01-07,175.78
2021-01-08,175.7
2021-01-11,175.75
2021-01-12,175.68
2021-01-13,175.48
2021-01-14,175.27
2021-01-15,175.47
2021-01-19,175.75
2021-01-20,175.86
2021-01-21,175.6
2021-01-22,175.47
2021-01-25,175.33
2021-01-26,175.35
2021-01-27,175.15
2021-01-28,175.39
2021-01-29,175.57
2021-02-01,176.09
2021-02-02,176.02
2021-02-03,175.76
2021-02-04,176.07
2021-02-05,176.4
2021-02-08,176.36
2021-02-09,176.21
2021-02-10,176.21
2021-02-11,176.09
2021-02-12,176.12
2021-02-16,176.15
2021-02-17,176.18
2021-02-18,176.15
2021-02-19,176.35
2021-02-22,176.03
2021-02-23,175.73
2021-02-24,175.8
2021-02-25,175.75
2021-02-26,175.27
2021-03-01,175.91
2021-03-02,176.06
2021-03-03,175.96
2021-03-04,175.7
2021-03-05,175.85
2021-03-08,175.81
2021-03-09,175.81
2021-03-10,176.01
2021-03-11,176.3
2021-03-12,176.22
2021-03-15,176.32
2021-03-16,176.2
2021-03-17,176.11
2021-03-18,176.55
2021-03-19,176.45
2021-03-22,176.3
2021-03-23,176.23
2021-03-24,176.44
2021-03-25,176.59
2021-03-26,176.6
2021-03-29,176.7
2021-03-30,176.93
2021-03-31,176.53
2021-04-01,176.8
2021-04-05,176.85
2021-04-06,176.98
2021-04-07,177.29
2021-04-08,177.22
2021-04-09,177.21
2021-04-12,177.12
2021-04-13,177.11
2021-04-14,177.07
2021-04-15,177.07
2021-04-16,177.07
