date,ATVI
2015-11-25,35.2287734424
2015-11-27,35.2382359118
2015-11-30,35.6356596251
2015-12-01,36.4967443372
2015-12-02,36.3169574193
2015-12-03,35.5978097476
2015-12-04,36.7995433568
2015-12-07,36.6102939696
2015-12-08,37.2442794169
2015-12-09,36.5156692759
2015-12-10,36.3169574193
2015-12-11,35.219310973
2015-12-14,35.919533706
2015-12-15,36.6292189083
2015-12-16,37.1023423765
2015-12-17,36.7806184181
2015-12-18,36.4021196435
2015-12-21,36.6576063164
2015-12-22,37.1023423765
2015-12-23,36.75223101
2015-12-24,36.8279307649
2015-12-28,36.9320179279
2015-12-29,37.452453743
2015-12-30,37.3105167025
2015-12-31,36.6292189083
2016-01-04,35.5978097476
2016-01-05,35.1436112181
2016-01-06,34.8124247904
2016-01-07,34.3203763835
2016-01-08,33.7904780991
2016-01-11,34.2636015673
2016-01-12,35.1246862794
2016-01-13,32.9861682031
2016-01-14,33.4971415488
2016-01-15,33.0334805499
2016-01-19,33.2605798147
2016-01-20,32.8442311627
2016-01-21,32.7022941222
2016-01-22,33.9891899557
2016-01-25,32.8631561014
2016-01-26,33.4025168551
2016-01-27,32.2386331234
2016-01-28,31.9736839812
2016-01-29,32.9483183257
2016-02-01,32.8063812852
2016-02-02,31.6235726147
2016-02-03,31.3396985338
2016-02-04,30.2231271488
2016-02-05,28.8889189685
2016-02-08,27.1762120136
2016-02-09,27.2613742379
2016-02-10,28.5293451326
2016-02-11,28.8794564991
2016-02-12,26.6084638517
2016-02-16,27.8385848691
2016-02-17,27.8669722772
2016-02-18,27.3276115234
2016-02-19,28.5671950101
2016-02-22,29.8257034355
2016-02-23,29.0781683558
2016-02-24,30.0054903534
2016-02-25,30.5827009846
2016-02-26,30.175814802
2016-02-29,29.967640476
2016-03-01,30.4786138216
2016-03-02,30.2893644344
2016-03-03,29.8257034355
2016-03-04,29.5134419465
2016-03-07,29.3147300899
2016-03-08,29.1254807026
2016-03-09,29.2011804575
2016-03-10,29.5702167627
2016-03-11,29.8257034355
2016-03-14,30.6678632089
2016-03-15,30.7341004945
2016-03-16,31.0274370448
2016-03-17,30.8476501268
2016-03-18,30.4691513523
2016-03-21,30.3177518425
2016-03-22,30.7908753107
2016-03-23,30.8287251881
2016-03-24,30.4786138216
2016-03-28,30.6584007396
2016-03-29,31.707692613
2016-03-30,32.4994310267
2016-03-31,32.2800336349
2016-04-01,32.8332966228
2016-04-04,32.6520552992
2016-04-05,32.1560264135
2016-04-06,32.4326579074
2016-04-07,31.8793949196
2016-04-08,32.4040408563
2016-04-11,31.8698559026
2016-04-12,31.9366290218
2016-04-13,33.5391838831
2016-04-14,33.3007084573
2016-04-15,32.9763818782
2016-04-18,33.80627636
2016-04-19,33.5868789683
2016-04-20,33.6250350364
2016-04-21,33.5678009342
2016-04-22,33.0526940145
2016-04-25,33.3102474743
2016-04-26,33.5868789683
2016-04-27,32.7856015376
2016-04-28,32.3372677371
2016-04-29,32.8809917079
2016-05-02,32.9859208953
2016-05-03,32.5375870948
2016-05-04,32.6997503843
2016-05-05,33.3007084573
2016-05-06,36.1242574987
2016-05-09,35.4374482724
2016-05-10,34.7315610121
2016-05-11,35.3992922043
2016-05-12,36.1624135668
2016-05-13,36.524896214
2016-05-16,37.5741880875
2016-05-17,36.3627329245
2016-05-18,36.6965985206
2016-05-19,36.0574843794
2016-05-20,35.7999309196
2016-05-23,35.9907112602
2016-05-24,37.2212444573
2016-05-25,37.1544713381
2016-05-26,37.292787085
2016-05-27,37.5264930023
2016-05-31,37.4501808661
2016-06-01,36.8683008271
2016-06-02,36.9064568953
2016-06-03,36.0670233965
2016-06-06,36.0193283113
2016-06-07,36.3722719415
2016-06-08,36.3627329245
2016-06-09,36.7633716398
2016-06-10,36.0288673284
2016-06-13,35.8953210899
2016-06-14,36.6393644184
2016-06-15,36.5630522821
2016-06-16,37.2307834743
2016-06-17,36.3245768563
2016-06-20,36.9064568953
2016-06-21,36.8778398442
2016-06-22,36.5535132651
2016-06-23,37.125854287
2016-06-24,35.2752849829
2016-06-27,34.4835465692
2016-06-28,35.4660653235
2016-06-29,36.2673427541
2016-06-30,37.8031244962
2016-07-01,37.7840464622
2016-07-05,38.2991533819
2016-07-06,38.642557995
2016-07-07,38.5280897906
2016-07-08,39.3866013235
2016-07-11,40.2546518734
2016-07-12,40.6934466568
2016-07-13,40.1688007201
2016-07-14,39.9207862772
2016-07-15,40.2546518734
2016-07-18,40.1974177712
2016-07-19,39.6059987152
2016-07-20,39.4724524768
2016-07-21,39.3675232894
2016-07-22,39.5296865789
2016-07-25,40.445432214
2016-07-26,39.6441547833
2016-07-27,39.0050406422
2016-07-28,38.4136215863
2016-07-29,38.3086923989
2016-08-01,38.2228412456
2016-08-02,37.9175927006
2016-08-03,38.5185507736
2016-08-04,38.94780654
2016-08-05,38.6902530802
2016-08-08,38.7379481653
2016-08-09,39.3484452553
2016-08-10,39.2053599999
2016-08-11,39.4056793575
2016-08-12,39.243516068
2016-08-15,39.5678426471
2016-08-16,37.4978759512
2016-08-17,38.041599922
2016-08-18,38.1751461605
2016-08-19,38.1369900923
2016-08-22,38.2705363308
2016-08-23,38.7665652164
2016-08-24,38.7951822675
2016-08-25,39.1004308125
2016-08-26,39.1576649147
2016-08-29,39.3866013235
2016-08-30,39.6632328174
2016-08-31,39.4629134597
2016-09-01,40.2069567882
2016-09-02,40.8269928952
2016-09-06,41.5042631045
2016-09-07,41.3802558831
2016-09-08,41.3039437468
2016-09-09,40.3405030266
2016-09-12,41.4565680193
2016-09-13,41.4088729342
2016-09-14,41.64734836
2016-09-15,42.5344769439
2016-09-16,42.3723136544
2016-09-19,42.0861431434
2016-09-20,42.0956821604
2016-09-21,42.6107890802
2016-09-22,42.4581648076
2016-09-23,42.3150795522
2016-09-26,41.952596905
2016-09-27,42.1719942967
2016-09-28,42.1242992115
2016-09-29,42.1719942967
2016-09-30,42.25784545
2016-10-03,42.0670651094
2016-10-04,42.0956821604
2016-10-05,42.4772428417
2016-10-06,41.962135922
2016-10-07,41.8953628028
2016-10-10,41.7713555814
2016-10-11,40.9223830656
2016-10-12,41.3325607979
2016-10-13,41.1703975084
2016-10-14,41.6759654111
2016-10-17,41.5233411386
2016-10-18,42.1433772456
2016-10-19,41.7713555814
2016-10-20,42.276923484
2016-10-21,42.4867818587
2016-10-24,43.3739104427
2016-10-25,42.9828107444
2016-10-26,42.3913916884
2016-10-27,41.7045824622
2016-10-28,41.3230217809
2016-10-31,41.1799365254
2016-11-01,40.6362125546
2016-11-02,40.6362125546
2016-11-03,41.370716866
2016-11-04,39.7777010218
2016-11-07,39.1958209828
2016-11-08,39.1195088466
2016-11-09,38.2991533819
2016-11-10,36.9159959123
2016-11-11,37.5932661215
2016-11-14,36.0288673284
2016-11-15,36.7538326228
2016-11-16,37.1735493721
2016-11-17,38.0988340242
2016-11-18,36.6202863843
2016-11-21,36.6584424524
2016-11-22,35.4565263065
2016-11-23,35.5423774597
2016-11-25,35.5042213916
2016-11-28,35.6473066471
2016-11-29,36.2005696349
2016-11-30,34.9223413527
2016-12-01,33.9398225984
2016-12-02,34.0638298198
2016-12-05,34.7983341313
2016-12-06,35.008192506
2016-12-07,35.7236187833
2016-12-08,35.6663846812
2016-12-09,35.0940436593
2016-12-12,35.4565263065
2016-12-13,35.5996115619
2016-12-14,35.0463485741
2016-12-15,35.2848239999
2016-12-16,34.7887951142
2016-12-19,34.9414193867
2016-12-20,35.1321997274
2016-12-21,35.1989728466
2016-12-22,34.7601780631
2016-12-23,34.8174121653
2016-12-27,34.8460292164
2016-12-28,34.7506390461
2016-12-29,34.7983341313
2016-12-30,34.4453905011
2017-01-03,34.9509584038
2017-01-04,35.6377676301
2017-01-05,36.1910306179
2017-01-06,36.1624135668
2017-01-09,35.9620942091
2017-01-10,36.6107473673
2017-01-11,37.3929467639
2017-01-12,37.3261736446
2017-01-13,37.1544713381
2017-01-17,37.1544713381
2017-01-18,37.2784785595
2017-01-19,37.0686201848
2017-01-20,37.1735493721
2017-01-23,36.7538326228
2017-01-24,37.2975565936
2017-01-25,37.736351377
2017-01-26,37.6505002237
2017-01-27,37.7840464622
2017-01-30,37.7840464622
2017-01-31,38.3563874841
2017-02-01,38.6044019269
2017-02-02,38.6044019269
2017-02-03,38.1656071434
2017-02-06,38.33730945
2017-02-07,38.2037632116
2017-02-08,37.3834077468
2017-02-09,37.8985146665
2017-02-10,45.0527774402
2017-02-13,43.5933078344
2017-02-14,42.9064986081
2017-02-15,43.3834494597
2017-02-16,43.2975983064
2017-02-17,43.2403642042
2017-02-21,43.2499032213
2017-02-22,43.1449740339
2017-02-23,43.0018887785
2017-02-24,43.4502225789
2017-02-27,43.5837688174
2017-02-28,43.0495838636
2017-03-01,44.966926287
2017-03-02,44.5281315035
2017-03-03,44.9001531677
2017-03-06,45.6060404281
2017-03-07,45.8445158539
2017-03-08,46.3405447395
2017-03-09,46.7602614889
2017-03-10,46.9319637955
2017-03-13,47.2181343064
2017-03-14,46.8174955911
2017-03-15,46.9510418295
2017-03-16,46.8365736252
2017-03-17,46.8651906762
2017-03-20,46.7030273867
2017-03-21,45.9971401264
2017-03-22,46.4359349098
2017-03-23,46.5313250801
2017-03-24,46.8556516592
2017-03-27,47.0273539658
2017-03-28,47.7523192602
2017-03-29,48.1169872931
2017-03-30,48.164969929
2017-03-31,47.848284532
2017-04-03,47.531599135
2017-04-04,47.061369303
2017-04-05,47.214913738
2017-04-06,47.3684581729
2017-04-07,47.6083713524
2017-04-10,47.061369303
2017-04-11,47.0997554118
2017-04-12,46.6775082157
2017-04-13,46.4663846177
2017-04-17,46.8310526507
2017-04-18,47.1861241564
2017-04-19,47.3588616457
2017-04-20,47.9346532767
2017-04-21,47.8578810592
2017-04-24,48.8271303046
2017-04-25,49.2877636094
2017-04-26,49.2877636094
2017-04-27,49.8155726044
2017-04-28,50.1418545286
2017-05-01,50.5736982518
2017-05-02,50.8903836489
2017-05-03,50.7080496324
2017-05-04,50.9575593391
2017-05-05,51.6581058235
2017-05-08,51.8116502584
2017-05-09,52.4162314709
2017-05-10,53.7309556949
2017-05-11,53.5006390425
2017-05-12,53.7501487493
2017-05-15,54.1340098366
2017-05-16,54.4890813423
2017-05-17,52.0419669108
2017-05-18,52.9248474116
2017-05-19,53.6253938959
2017-05-22,54.8153632665
2017-05-23,55.4679271149
2017-05-24,56.1492805449
2017-05-25,56.8306339748
2017-05-26,55.9285604197
2017-05-30,56.2164562352
2017-05-31,56.2164562352
2017-06-01,57.1569158991
2017-06-02,57.2432846437
2017-06-05,57.3872325514
2017-06-06,57.4256186602
2017-06-07,58.0877790358
2017-06-08,58.1069720901
2017-06-09,55.6886472401
2017-06-12,54.4698882879
2017-06-13,55.5638923868
2017-06-14,56.0917013818
2017-06-15,56.5331416322
2017-06-16,56.4275798332
2017-06-19,57.8862519649
2017-06-20,57.7231110028
2017-06-21,58.2317269435
2017-06-22,58.6923602483
2017-06-23,58.0014102911
2017-06-26,57.7902866931
2017-06-27,55.9381569469
2017-06-28,56.4371763604
2017-06-29,55.2568035169
2017-06-30,55.2472069897
2017-07-03,53.9900619288
2017-07-05,54.8537493752
2017-07-06,54.3355369074
2017-07-07,55.7462264032
2017-07-10,56.1492805449
2017-07-11,55.6406646042
2017-07-12,58.5580088677
2017-07-13,58.0589894542
2017-07-14,58.2989026338
2017-07-17,58.0589894542
2017-07-18,58.8555012104
2017-07-19,58.8555012104
2017-07-20,58.6155880308
2017-07-21,58.4716401231
2017-07-24,58.9610630094
2017-07-25,58.4908331774
2017-07-26,60.1126462713
2017-07-27,58.7019567754
2017-07-28,58.9706595365
2017-07-31,59.2873449336
2017-08-01,59.8823296189
2017-08-02,58.9706595365
2017-08-03,61.3889843865
2017-08-04,59.5080650588
2017-08-07,59.9878914179
2017-08-08,58.8555012104
2017-08-09,58.9034838463
2017-08-10,57.7806901659
2017-08-11,58.2893061066
2017-08-14,59.3929067326
2017-08-15,59.46967895
2017-08-16,60.3525594508
2017-08-17,58.8938873191
2017-08-18,59.5080650588
2017-08-21,59.2873449336
2017-08-22,61.6672836748
2017-08-23,61.4273704953
2017-08-24,60.8707719187
2017-08-25,60.0550671082
2017-08-28,60.2182080703
2017-08-29,60.9187545546
2017-08-30,63.0299905347
2017-08-31,62.9148322086
2017-09-01,62.4925850125
2017-09-05,62.4254093223
2017-09-06,61.4177739681
2017-09-07,63.1739384425
2017-09-08,62.3102509961
2017-09-11,63.4906238395
2017-09-12,63.4234481492
2017-09-13,62.7612877736
2017-09-14,62.5405676484
2017-09-15,62.3774266863
2017-09-18,61.6097045117
2017-09-19,61.7152663107
2017-09-20,62.3774266863
2017-09-21,61.5233357671
2017-09-22,61.3218086963
2017-09-25,59.6328199121
2017-09-26,59.2681518792
2017-09-27,60.5444899945
2017-09-28,60.9763337177
2017-09-29,61.9071968544
2017-10-02,60.83238581
2017-10-03,60.889964973
2017-10-04,60.1030497441
2017-10-05,60.5444899945
2017-10-06,60.6980344294
2017-10-09,58.7115533026
2017-10-10,58.9706595365
2017-10-11,58.8842907919
2017-10-12,59.5464511675
2017-10-13,58.6155880308
2017-10-16,58.9994491181
2017-10-17,59.1721866074
2017-10-18,59.0186421725
2017-10-19,59.4888720044
2017-10-20,60.1030497441
2017-10-23,58.9802560637
2017-10-24,60.1990150159
2017-10-25,59.3161345151
2017-10-26,59.5560476947
2017-10-27,61.5521253486
2017-10-30,62.6653225018
2017-10-31,62.8476565183
2017-11-01,62.6941120834
2017-11-02,62.8092704096
2017-11-03,60.6500517935
2017-11-06,58.41406096
2017-11-07,58.5004297046
2017-11-08,61.9455829631
2017-11-09,60.7556135925
2017-11-10,60.4581212498
2017-11-13,61.0531059352
2017-11-14,61.4465635496
2017-11-15,60.3525594508
2017-11-16,61.5425288215
2017-11-17,61.5137392399
2017-11-20,61.3505982778
2017-11-21,61.8976003272
2017-11-22,62.5117780669
2017-11-24,63.3658689861
2017-11-27,63.0875696978
2017-11-28,63.308289823
2017-11-29,59.5080650588
2017-11-30,59.8823296189
2017-12-01,59.4600824229
2017-12-04,56.2356492895
2017-12-05,57.1473193719
2017-12-06,58.2989026338
2017-12-07,59.0858178627
2017-12-08,59.9111192004
2017-12-11,60.6212622119
2017-12-12,61.8016350554
2017-12-13,61.993565599
2017-12-14,62.4062162679
2017-12-15,64.0376258889
2017-12-18,63.3466759318
2017-12-19,62.2814614145
2017-12-20,61.782442001
2017-12-21,62.4541989038
2017-12-22,61.9071968544
2017-12-26,60.889964973
2017-12-27,60.784403174
2017-12-28,60.8419823371
2017-12-29,60.7652101197
2018-01-02,61.7152663107
2018-01-03,62.674919029
2018-01-04,62.0511447621
2018-01-05,63.6921509103
2018-01-08,63.9416606171
2018-01-09,63.5194134211
2018-01-10,64.1335911607
2018-01-11,66.4463542117
2018-01-12,67.5211652562
2018-01-16,65.9377382711
2018-01-17,67.5211652562
2018-01-18,66.9837597339
2018-01-19,67.722692327
2018-01-22,68.4232388113
2018-01-23,68.6631519909
2018-01-24,67.2524624951
2018-01-25,67.9626055066
2018-01-26,69.5940151276
2018-01-29,69.5268394373
2018-01-30,68.720731154
2018-01-31,71.139056004
2018-02-01,70.3905268837
2018-02-02,68.5383971375
2018-02-05,65.2371917867
2018-02-06,66.8877944621
2018-02-07,66.6574778097
2018-02-08,63.1739384425
2018-02-09,64.3735043403
2018-02-12,65.5634737109
2018-02-13,65.2851744226
2018-02-14,66.8398118262
2018-02-15,69.0853991869
2018-02-16,67.3580242941
2018-02-20,67.9817985609
2018-02-21,67.3868138756
2018-02-22,66.6862673913
2018-02-23,69.1621714044
2018-02-26,70.2081928673
2018-02-27,69.6803838722
2018-02-28,70.1794032857
2018-03-01,69.1045922413
2018-03-02,71.0238976778
2018-03-05,72.0699191407
2018-03-06,70.9375289331
2018-03-07,71.0814768409
2018-03-08,73.7109252889
2018-03-09,75.0640356216
2018-03-12,73.7589079248
2018-03-13,72.8664308968
2018-03-14,71.2254247486
2018-03-15,70.4193164653
2018-03-16,68.7879068443
2018-03-19,68.1833256318
2018-03-20,68.4904145016
2018-03-21,68.720731154
2018-03-22,66.9453736252
2018-03-23,65.2947709498
2018-03-26,67.2524624951
2018-03-27,63.6153786929
2018-03-28,63.6345717472
2018-03-29,65.0718237088
2018-04-02,62.7857249512
2018-04-03,63.1619184176
2018-04-04,63.9239513368
2018-04-05,64.1747469811
2018-04-06,62.2744876763
2018-04-09,63.4416520209
2018-04-10,64.1651009948
2018-04-11,63.5188199114
2018-04-12,64.8403200371
2018-04-13,63.5477578704
2018-04-16,64.2036849401
2018-04-17,65.862794587
2018-04-18,66.258280026
2018-04-19,65.2840354078
2018-04-20,63.9528892958
2018-04-23,63.8853673915
2018-04-24,63.0268746091
2018-04-25,62.5252833205
2018-04-26,63.9914732411
2018-04-27,63.4609439935
2018-04-30,64.0011192274
2018-05-01,65.3997872436
2018-05-02,65.9689004365
2018-05-03,64.4544805844
2018-05-04,67.3675684527
2018-05-07,67.8788057277
2018-05-08,67.1457107674
2018-05-09,68.7855284417
2018-05-10,70.3192402664
2018-05-11,69.1617219081
2018-05-14,69.1617219081
2018-05-15,67.6858860013
2018-05-16,67.8402217824
2018-05-17,69.1231379628
2018-05-18,69.4414555114
2018-05-21,68.9205722501
2018-05-22,68.8241123869
2018-05-23,69.2003058534
2018-05-24,68.2935831394
2018-05-25,68.9302182364
2018-05-29,68.1392473583
2018-05-30,68.1874772899
2018-05-31,68.3996889889
2018-06-01,70.4446380885
2018-06-04,70.2131344169
2018-06-05,70.1938424443
2018-06-06,72.1423316807
2018-06-07,71.3320688299
2018-06-08,71.6600323648
2018-06-11,72.3448973934
2018-06-12,73.2516201074
2018-06-13,73.9557771087
2018-06-14,74.9589596859
2018-06-15,74.6695800963
2018-06-18,75.113295467
2018-06-19,74.5055983289
2018-06-20,74.1197588761
2018-06-21,73.3577259569
2018-06-22,73.2902040527
2018-06-25,72.0555178038
2018-06-26,72.605339024
2018-06-27,70.820831555
2018-06-28,73.3191420116
2018-06-29,73.6181675875
2018-07-02,74.5441822742
2018-07-03,73.1937441895
2018-07-05,73.4927697654
2018-07-06,74.4573683973
2018-07-09,74.1197588761
2018-07-10,73.4927697654
2018-07-11,75.8270984546
2018-07-12,78.4893906787
2018-07-13,78.6147885008
2018-07-16,77.3897482383
2018-07-17,78.0842592533
2018-07-18,78.3929308155
2018-07-19,77.7562957184
2018-07-20,76.8302810318
2018-07-23,76.926740895
2018-07-24,75.6341787282
2018-07-25,76.6373613054
2018-07-26,74.901083768
2018-07-27,72.6921529009
2018-07-30,70.1745504716
2018-07-31,70.820831555
2018-08-01,70.4928680201
2018-08-02,71.4381746794
2018-08-03,68.795174428
2018-08-06,68.071725454
2018-08-07,67.7437619192
2018-08-08,67.5315502202
2018-08-09,68.0042035498
2018-08-10,68.1103093993
2018-08-13,68.0234955224
2018-08-14,68.766236469
2018-08-15,66.8563311778
2018-08-16,67.222878658
2018-08-17,66.7019953967
2018-08-20,66.4897836977
2018-08-21,67.193940699
2018-08-22,68.9012802775
2018-08-23,68.6504846332
2018-08-24,71.4671126384
2018-08-27,71.4671126384
2018-08-28,71.3802987615
2018-08-29,72.2580835165
2018-08-30,71.4767586247
2018-08-31,69.5475613609
2018-09-04,70.396408157
2018-09-05,69.1134919765
2018-09-06,69.4125175524
2018-09-07,70.9655213498
2018-09-10,71.6310944058
2018-09-11,76.685591237
2018-09-12,77.6694818416
2018-09-13,77.5826679647
2018-09-14,78.3929308155
2018-09-17,76.0875400852
2018-09-18,76.8109890592
2018-09-19,76.7627591276
2018-09-20,77.7948796637
2018-09-21,77.4476241562
2018-09-24,77.7466497321
2018-09-25,77.6791278279
2018-09-26,78.6823104051
2018-09-27,79.9362886266
2018-09-28,80.2449601888
2018-10-01,80.3317740656
2018-10-02,80.4378799152
2018-10-03,80.0809784214
2018-10-04,77.5151460605
2018-10-05,76.7724051139
2018-10-08,74.8817917953
2018-10-09,74.8914377817
2018-10-10,70.9751673361
2018-10-11,71.2356089667
2018-10-12,75.1615253986
2018-10-15,72.9911784768
2018-10-16,75.9428502904
2018-10-17,75.5280728787
2018-10-18,69.2678277576
2018-10-19,67.2807545759
2018-10-22,67.3096925348
2018-10-23,66.5380136293
2018-10-24,64.8692579961
2018-10-25,67.8305757961
2018-10-26,66.4029698208
2018-10-29,62.9111227733
2018-10-30,65.0911156814
2018-10-31,66.6055355335
2018-11-01,66.8659771642
2018-11-02,66.5476596156
2018-11-05,62.0622759772
2018-11-06,61.9754621004
2018-11-07,62.7857249512
2018-11-08,60.5671480978
2018-11-09,53.0625707415
2018-11-12,51.9822202737
2018-11-13,50.689658107
2018-11-14,49.7732894067
2018-11-15,51.6639027252
2018-11-16,49.1366543096
2018-11-19,47.4003767722
2018-11-20,47.516128608
2018-11-21,49.0498404327
2018-11-23,48.2781615272
2018-11-26,49.1077163506
2018-11-27,48.9533805695
2018-11-28,49.2138222002
2018-11-29,50.6993040933
2018-11-30,48.1141797598
2018-12-03,44.9502962471
2018-12-04,44.8731283566
2018-12-06,46.4454241266
2018-12-07,45.5579933852
2018-12-10,46.184982496
2018-12-11,46.4936540582
2018-12-12,46.7348037161
2018-12-13,46.7926796341
2018-12-14,46.0595846738
2018-12-17,45.4133035904
2018-12-18,45.6448072621
2018-12-19,44.6898546165
2018-12-20,45.3843656315
2018-12-21,44.2268472732
2018-12-24,42.4326938178
2018-12-26,44.7766684934
2018-12-27,45.3747196451
2018-12-28,45.1432159735
2018-12-31,44.9213582882
2019-01-02,45.3650736588
2019-01-03,43.7541939435
2019-01-04,45.5001174673
2019-01-07,46.7830336477
2019-01-08,48.2009936367
2019-01-09,49.0305484601
2019-01-10,49.5321397487
2019-01-11,44.8924203292
2019-01-14,45.6158693031
2019-01-15,45.1817999188
2019-01-16,45.461533522
2019-01-17,45.70268318
2019-01-18,46.9277234425
2019-01-22,45.3940116178
2019-01-23,44.3908290406
2019-01-24,45.5965773305
2019-01-25,46.1078146054
2019-01-28,45.0853400556
2019-01-29,44.1110954373
2019-01-30,44.6705626439
2019-01-31,45.5676393715
2019-02-01,44.3811830543
2019-02-04,45.1239240009
2019-02-05,46.1463985507
2019-02-06,41.4777411722
2019-02-07,42.4037558589
2019-02-08,41.8732266113
2019-02-11,38.690051126
2019-02-12,40.1948249918
2019-02-13,42.9921610243
2019-02-14,43.8217158478
2019-02-15,43.0210989833
2019-02-19,42.9053471475
2019-02-20,41.2655294732
2019-02-21,40.4166826771
2019-02-22,40.0308432244
2019-02-25,40.474558595
2019-02-26,40.5903104309
2019-02-27,40.3105768276
2019-02-28,40.6481863488
2019-03-01,41.3234053911
2019-03-04,40.3105768276
2019-03-05,40.3973907045
2019-03-06,41.0533177742
2019-03-07,39.9536753338
2019-03-08,40.5420804993
2019-03-11,41.4005732817
2019-03-12,41.1208396784
2019-03-13,42.1529602146
2019-03-14,41.7864127344
2019-03-15,43.0500369422
2019-03-18,43.3780004771
2019-03-19,44.7766684934
2019-03-20,44.5258728491
2019-03-21,46.8794935109
2019-03-22,45.2107378777
2019-03-25,45.3168437272
2019-03-26,44.7863144797
2019-03-27,44.2654312185
2019-03-28,44.3626751359
2019-03-29,44.2751556102
2019-04-01,45.8213338975
2019-04-02,46.1519632168
2019-04-03,46.3367266599
2019-04-04,45.6657436296
2019-04-05,45.9866485571
2019-04-08,46.258931526
2019-04-09,45.7143655883
2019-04-10,46.5409388865
2019-04-11,45.8699558562
2019-04-12,45.9769241654
2019-04-15,44.4890922286
2019-04-16,43.8181091982
2019-04-17,43.7403140643
2019-04-18,44.0612189918
2019-04-22,44.0903921671
2019-04-23,45.2281460011
2019-04-24,45.461531403
2019-04-25,46.1033412581
2019-04-26,46.8229462471
2019-04-29,47.0660560407
2019-04-30,46.8812925976
2019-05-01,47.2216463086
2019-05-02,48.1843610913
2019-05-03,45.8505070727
2019-05-06,46.8326706389
2019-05-07,45.3934606607
2019-05-08,45.5296021452
2019-05-09,45.3545630938
2019-05-10,44.7516508056
2019-05-13,42.2135845605
2019-05-14,43.4680310954
2019-05-15,45.004484991
2019-05-16,45.9866485571
2019-05-17,45.1114533002
2019-05-20,42.4080723954
2019-05-21,42.2524821275
2019-05-22,41.7273649733
2019-05-23,41.0272087677
2019-05-24,41.1244526852
2019-05-28,42.3108284779
2019-05-29,42.7775992816
2019-05-30,42.3594504366
2019-05-31,42.1746869935
2019-06-03,41.2119722109
2019-06-04,42.4080723954
2019-06-05,43.2929920441
2019-06-06,42.8651188073
2019-06-07,44.129289734
2019-06-10,44.7419264139
2019-06-11,45.4129094442
2019-06-12,43.8472823735
2019-06-13,44.7808239809
2019-06-14,44.3626751359
2019-06-17,43.82783359
2019-06-18,44.508541012
2019-06-19,44.0806677753
2019-06-20,44.4112970946
2019-06-21,44.6446824965
2019-06-24,45.8505070727
2019-06-25,44.926689857
2019-06-26,45.4420826195
2019-06-27,45.9769241654
