date,MJN
2015-10-28,77.3160686733
2015-10-29,80.2431656696
2015-10-30,79.4774681109
2015-11-02,79.9330096965
2015-11-03,81.5613285553
2015-11-04,80.9119394866
2015-11-05,80.7568615
2015-11-06,80.4079360303
2015-11-09,79.9523944448
2015-11-10,79.7973164582
2015-11-11,79.9620868189
2015-11-12,78.7408476748
2015-11-13,78.8086942939
2015-11-16,79.7876240841
2015-11-17,79.0510036479
2015-11-18,80.0299334381
2015-11-19,80.2140885471
2015-11-20,79.5550071042
2015-11-23,79.0800807704
2015-11-24,78.6633086815
2015-11-25,79.1673121378
2015-11-27,79.4871604851
2015-11-30,78.1108433544
2015-12-01,78.2174594702
2015-12-02,77.664994143
2015-12-03,76.8799118361
2015-12-04,77.4323771632
2015-12-07,77.6456093947
2015-12-08,76.8217575911
2015-12-09,76.6182177338
2015-12-10,76.5624865824
2015-12-11,75.51995845
2015-12-14,75.4127826607
2015-12-15,75.0522822784
2015-12-16,76.4650540466
2015-12-17,75.5979044786
2015-12-18,75.0230525177
2015-12-21,75.8902020858
2015-12-22,76.4163377788
2015-12-23,77.1665683039
2015-12-24,77.2640008397
2015-12-28,76.8255544289
2015-12-29,77.7609067719
2015-12-30,77.2932306004
2015-12-31,76.9229869646
2016-01-04,76.1727564394
2016-01-05,75.5589314643
2016-01-06,75.5102151964
2016-01-07,73.6979700317
2016-01-08,71.2134403704
2016-01-11,68.7386539627
2016-01-12,68.8555730055
2016-01-13,67.3161389409
2016-01-14,67.3940849695
2016-01-15,67.9494504232
2016-01-19,67.4622877445
2016-01-20,66.2638675549
2016-01-21,65.9033671727
2016-01-22,68.3586670733
2016-01-25,67.1407603766
2016-01-26,68.3294373126
2016-01-27,66.4489893728
2016-01-28,68.3976400876
2016-01-29,70.628845156
2016-02-01,70.0832229558
2016-02-02,67.199219898
2016-02-03,67.1602468837
2016-02-04,67.8520178874
2016-02-05,70.0929662094
2016-02-08,66.46847588
2016-02-09,66.1761782728
2016-02-10,68.9042892734
2016-02-11,67.4428012374
2016-02-12,68.7191674555
2016-02-16,70.6678181703
2016-02-17,73.0646585494
2016-02-18,72.7431311815
2016-02-19,72.8697934779
2016-02-22,72.1000764456
2016-02-23,71.0380618061
2016-02-24,70.8139669739
2016-02-25,71.4862514704
2016-02-26,71.0965213275
2016-02-29,71.8662383598
2016-03-01,72.1487927135
2016-03-02,71.2816431454
2016-03-03,73.7174565388
2016-03-04,75.2568906035
2016-03-07,73.8441188353
2016-03-08,72.7041581672
2016-03-09,73.0938883101
2016-03-10,74.0609062273
2016-03-11,73.8551814878
2016-03-14,73.9041635686
2016-03-15,82.0743746524
2016-03-16,81.1241222842
2016-03-17,80.3893910716
2016-03-18,81.5747574279
2016-03-21,79.8407917662
2016-03-22,79.360767374
2016-03-23,80.0367200896
2016-03-24,80.3110197423
2016-03-28,80.9281939608
2016-03-29,82.1233567333
2016-03-30,83.2597410087
2016-03-31,83.2401481764
2016-04-01,84.3079575387
2016-04-04,83.10299835
2016-04-05,81.7315000866
2016-04-06,83.2499445925
2016-04-07,82.4270456345
2016-04-08,82.8482915297
2016-04-11,82.7307345357
2016-04-12,82.5935847093
2016-04-13,83.220555344
2016-04-14,81.8980391614
2016-04-15,82.5348062123
2016-04-18,82.5348062123
2016-04-19,82.5250097961
2016-04-20,82.2311173111
2016-04-21,81.3200506075
2016-04-22,82.1919316464
2016-04-25,82.3290814728
2016-04-26,82.5935847093
2016-04-27,83.2009625117
2016-04-28,86.1300909458
2016-04-29,85.3757669009
2016-05-02,85.6794558021
2016-05-03,83.3577051704
2016-05-04,83.1421840147
2016-05-05,83.1911660955
2016-05-06,83.3185195057
2016-05-09,82.8286986973
2016-05-10,84.2883647063
2016-05-11,83.3283159219
2016-05-12,83.3381123381
2016-05-13,82.0057997393
2016-05-16,83.1225911824
2016-05-17,81.6041466764
2016-05-18,80.9771760417
2016-05-19,81.1045294518
2016-05-20,80.5265408979
2016-05-23,80.5069480656
2016-05-24,80.7812477183
2016-05-25,81.114325868
2016-05-26,81.1339187003
2016-05-27,81.525775347
2016-05-31,80.6049122273
2016-06-01,81.290661359
2016-06-02,81.525775347
2016-06-03,81.5159789309
2016-06-06,81.4767932662
2016-06-07,81.8980391614
2016-06-08,81.9176319937
2016-06-09,82.456434883
2016-06-10,82.0841710686
2016-06-13,81.8196678321
2016-06-14,80.9183975447
2016-06-15,82.7184890155
2016-06-16,83.9479392445
2016-06-17,84.8535689831
2016-06-20,85.9954499578
2016-06-21,87.0290491159
2016-06-22,86.0840441713
2016-06-23,87.225925146
2016-06-24,86.1824821864
2016-06-27,83.0718409104
2016-06-28,84.9224755936
2016-06-29,86.2809202014
2016-06-30,89.3324986684
2016-07-01,88.8698399976
2016-07-05,87.4424887792
2016-07-06,87.8460846409
2016-07-07,86.5565466436
2016-07-08,87.964210259
2016-07-11,88.3678061208
2016-07-12,89.1159350352
2016-07-13,89.5293746985
2016-07-14,90.2676598114
2016-07-15,89.9526581632
2016-07-18,89.7754697361
2016-07-19,89.7065631256
2016-07-20,89.8148449422
2016-07-21,89.8148449422
2016-07-22,90.4251606355
2016-07-25,90.8189126958
2016-07-26,91.5473540072
2016-07-27,90.1692217964
2016-07-28,88.4859317388
2016-07-29,87.8067094349
2016-08-01,86.349826812
2016-08-02,85.9265433472
2016-08-03,86.9109234978
2016-08-04,86.0938879728
2016-08-05,86.2513887969
2016-08-08,86.5171714376
2016-08-09,87.225925146
2016-08-10,87.088111925
2016-08-11,87.3932697716
2016-08-12,87.5606143972
2016-08-15,87.90514745
2016-08-16,86.408889621
2016-08-17,85.2177896388
2016-08-18,84.5287235334
2016-08-19,84.5582549379
2016-08-22,83.8691888324
2016-08-23,83.5246557797
2016-08-24,82.5993384381
2016-08-25,81.9496475387
2016-08-26,81.9496475387
2016-08-29,82.382774805
2016-08-30,82.441837614
2016-08-31,83.7412194129
2016-09-01,82.0185541493
2016-09-02,82.8848086818
2016-09-06,83.3179359481
2016-09-07,78.7110368432
2016-09-08,78.7405682477
2016-09-09,76.3682120848
2016-09-12,78.0711897453
2016-09-13,76.1319608486
2016-09-14,76.2500864667
2016-09-15,76.4887986532
2016-09-16,75.9543963855
2016-09-19,76.5481766829
2016-09-20,75.9642927238
2016-09-21,77.329987408
2016-09-22,78.4284809583
2016-09-23,77.5378105121
2016-09-26,76.1028414598
2016-09-27,75.9840854003
2016-09-28,77.4982251589
2016-09-29,77.4289507909
2016-09-30,78.1909688393
2016-10-03,78.2602432073
2016-10-04,77.8050116459
2016-10-05,78.2899322222
2016-10-06,79.6457305681
2016-10-07,79.3389440811
2016-10-10,79.6160415532
2016-10-11,79.0222612558
2016-10-12,79.3587367577
2016-10-13,79.8139683191
2016-10-14,80.1207548061
2016-10-17,78.7847491368
2016-10-18,79.2795660513
2016-10-19,79.0915356238
2016-10-20,78.5769260327
2016-10-21,79.0222612558
2016-10-24,78.4581699732
2016-10-25,80.0415840998
2016-10-26,79.7347976127
2016-10-27,73.8761653443
2016-10-28,75.4100977795
2016-10-31,73.9949214038
2016-11-01,73.8167873146
2016-11-02,72.4016109389
2016-11-03,72.8370498237
2016-11-04,71.9265867009
2016-11-07,72.6292267196
2016-11-08,73.153732649
2016-11-09,73.4407264595
2016-11-10,69.957215381
2016-11-11,71.0557089313
2016-11-14,71.5010441544
2016-11-15,70.8775748421
2016-11-16,71.6099038756
2016-11-17,70.8478858272
2016-11-18,70.264001868
2016-11-21,71.5505258459
2016-11-22,71.4812514778
2016-11-23,71.6395928905
2016-11-25,71.8375196563
2016-11-28,70.9864345633
2016-11-29,71.75834895
2016-11-30,71.3427027417
2016-12-01,70.5905810316
2016-12-02,70.4619286338
2016-12-05,71.4317697864
2016-12-06,70.2145201765
2016-12-07,71.9760683924
2016-12-08,71.7088672585
2016-12-09,72.9360132066
2016-12-12,71.2536356971
2016-12-13,71.2338430205
2016-12-14,72.0948244519
2016-12-15,71.1843613291
2016-12-16,71.115086961
2016-12-19,71.5406295076
2016-12-20,71.3130137269
2016-12-21,71.3248893328
2016-12-22,70.7774613516
2016-12-23,70.9168066559
2016-12-27,71.5339072893
2016-12-28,70.4290980908
2016-12-29,70.518677215
2016-12-30,70.4290980908
2017-01-03,71.1059181403
2017-01-04,71.4443281651
2017-01-05,71.3348425688
2017-01-06,71.2651699167
2017-01-09,71.2651699167
2017-01-10,70.8272275317
2017-01-11,70.0807348301
2017-01-12,70.2598930785
2017-01-13,70.060828358
2017-01-17,71.1059181403
2017-01-18,74.8981010647
2017-01-19,74.4999716238
2017-01-20,74.4900183878
2017-01-23,74.3208133754
2017-01-24,74.569644276
2017-01-25,74.569644276
2017-01-26,72.6984359038
2017-01-27,70.9068534199
2017-01-30,69.8020442215
2017-01-31,70.1305010102
2017-02-01,69.1749903521
2017-02-02,83.9854055527
2017-02-03,83.686808472
2017-02-06,83.4777905155
2017-02-07,83.4479308075
2017-02-08,83.5673696397
2017-02-09,82.6616251617
2017-02-10,87.309786384
2017-02-13,87.787541713
2017-02-14,87.6282899367
2017-02-15,87.2699734399
2017-02-16,87.1903475517
2017-02-17,87.0908151915
2017-02-21,87.0609554834
2017-02-22,87.0908151915
2017-02-23,87.2003007877
2017-02-24,87.4789913963
2017-02-27,87.4391784522
2017-02-28,87.3794590361
2017-03-01,87.6979625888
2017-03-02,87.5685705205
2017-03-03,87.6880093528
2017-03-06,87.9268870173
2017-03-07,87.9169337813
2017-03-08,87.6282899367
2017-03-09,87.69
2017-03-10,87.73
2017-03-13,87.8
2017-03-14,87.7
2017-03-15,87.73
2017-03-16,87.75
2017-03-17,87.63
2017-03-20,87.87
2017-03-21,88.15
2017-03-22,88.21
2017-03-23,88.29
2017-03-24,88.36
2017-03-27,88.44
2017-03-28,88.31
2017-03-29,88.38
2017-03-30,89.0
2017-03-31,89.08
2017-04-03,89.19
2017-04-04,89.4
2017-04-05,89.3
2017-04-06,89.32
2017-04-07,89.33
2017-04-10,89.32
2017-04-11,88.73
2017-04-12,88.69
2017-04-13,88.67
2017-04-17,88.83
2017-04-18,88.75
2017-04-19,88.74
2017-04-20,88.78
2017-04-21,88.76
2017-04-24,88.96
2017-04-25,88.8
2017-04-26,88.78
2017-04-27,88.75
2017-04-28,88.72
2017-05-01,88.75
2017-05-02,88.8
2017-05-03,88.85
2017-05-04,88.82
2017-05-05,88.85
2017-05-08,88.84
2017-05-09,88.85
2017-05-10,88.88
2017-05-11,89.0
2017-05-12,88.95
2017-05-15,88.99
2017-05-16,88.97
2017-05-17,88.97
2017-05-18,88.97
2017-05-19,89.0
2017-05-22,89.02
2017-05-23,89.04
2017-05-24,89.11
2017-05-25,89.19
2017-05-26,89.29
2017-05-30,89.35
2017-05-31,89.42
2017-06-01,89.8
2017-06-02,89.99
2017-06-05,89.96
2017-06-06,89.94
2017-06-07,89.99
2017-06-08,89.98
2017-06-09,89.97
2017-06-12,89.98
2017-06-13,89.99
2017-06-14,89.98
2017-06-15,89.98
2017-06-16,89.98
2017-06-19,89.98
2017-06-20,89.98
2017-06-21,89.98
2017-06-22,89.98
2017-06-23,89.98
2017-06-26,89.98
2017-06-27,89.98
2017-06-28,89.98
2017-06-29,89.98
2017-06-30,89.98
2017-07-03,89.98
2017-07-05,89.98
2017-07-07,89.98
2017-07-10,89.98
2017-07-11,89.98
2017-07-12,89.98
2017-07-14,89.98
