date,ABMD
2021-11-24,337.78
2021-11-26,325.98
2021-11-29,319.12
2021-11-30,314.78
2021-12-01,305.71
2021-12-02,312.44
2021-12-03,300.63
2021-12-06,308.15
2021-12-07,320.78
2021-12-08,324.41
2021-12-09,312.18
2021-12-10,306.03
2021-12-13,312.39
2021-12-14,311.27
2021-12-15,315.46
2021-12-16,310.0
2021-12-17,315.55
2021-12-20,316.23
2021-12-21,332.2
2021-12-22,343.4
2021-12-23,352.21
2021-12-27,357.83
2021-12-28,357.44
2021-12-29,361.84
2021-12-30,362.06
2021-12-31,359.17
2022-01-03,366.29
2022-01-04,361.59
2022-01-05,338.2
2022-01-06,336.44
2022-01-07,319.28
2022-01-10,306.8
2022-01-11,319.1
2022-01-12,315.43
2022-01-13,306.79
2022-01-14,301.22
2022-01-18,292.38
2022-01-19,302.02
2022-01-20,302.75
2022-01-21,304.57
2022-01-24,311.94
2022-01-25,296.84
2022-01-26,297.14
2022-01-27,277.3
2022-01-28,277.25
2022-01-31,295.87
2022-02-01,301.35
2022-02-02,307.96
2022-02-03,290.52
2022-02-04,295.65
2022-02-07,289.84
2022-02-08,309.03
2022-02-09,315.92
2022-02-10,307.11
2022-02-11,294.82
2022-02-14,290.43
2022-02-15,304.7
2022-02-16,325.42
2022-02-17,307.11
2022-02-18,298.38
2022-02-22,296.64
2022-02-23,290.68
2022-02-24,306.92
2022-02-25,312.3
2022-02-28,310.74
2022-03-01,313.49
2022-03-02,315.85
2022-03-03,311.18
2022-03-04,313.72
2022-03-07,298.64
2022-03-08,290.39
2022-03-09,306.74
2022-03-10,305.62
2022-03-11,286.79
2022-03-14,277.55
2022-03-15,289.64
2022-03-16,294.53
2022-03-17,307.65
2022-03-18,304.33
2022-03-21,306.74
2022-03-22,313.34
2022-03-23,311.03
2022-03-24,321.47
2022-03-25,318.88
2022-03-28,321.81
2022-03-29,331.5
2022-03-30,328.51
2022-03-31,331.24
2022-04-01,338.64
2022-04-04,325.7
2022-04-05,322.66
2022-04-06,313.76
2022-04-07,317.52
2022-04-08,314.53
2022-04-11,299.76
2022-04-12,299.64
2022-04-13,304.43
2022-04-14,306.08
2022-04-18,301.51
2022-04-19,323.42
2022-04-20,325.98
2022-04-21,315.64
2022-04-22,295.83
2022-04-25,302.14
2022-04-26,285.87
2022-04-27,277.15
2022-04-28,287.22
2022-04-29,286.58
2022-05-02,285.71
2022-05-03,285.87
2022-05-04,295.21
2022-05-05,272.25
2022-05-06,257.54
2022-05-09,234.1
2022-05-10,237.63
2022-05-11,233.49
2022-05-12,234.35
2022-05-13,254.16
2022-05-16,253.79
2022-05-17,258.23
2022-05-18,240.46
2022-05-19,238.65
2022-05-20,235.75
2022-05-23,249.22
2022-05-24,249.19
2022-05-25,254.29
2022-05-26,260.97
2022-05-27,266.34
2022-05-31,263.7
2022-06-01,255.36
2022-06-02,269.63
2022-06-03,262.25
2022-06-06,260.1
2022-06-07,268.23
2022-06-08,265.36
2022-06-09,257.11
2022-06-10,250.43
2022-06-13,240.57
2022-06-14,229.66
2022-06-15,232.35
2022-06-16,224.73
2022-06-17,229.79
2022-06-21,232.27
2022-06-22,236.3
2022-06-23,248.62
2022-06-24,255.32
2022-06-27,254.78
2022-06-28,249.08
2022-06-29,256.49
2022-06-30,247.51
2022-07-01,254.56
2022-07-05,256.66
2022-07-06,253.33
2022-07-07,267.32
2022-07-08,267.0
2022-07-11,262.07
2022-07-12,256.26
2022-07-13,256.94
2022-07-14,258.88
2022-07-15,268.23
2022-07-18,263.04
2022-07-19,269.35
2022-07-20,276.16
2022-07-21,284.81
2022-07-22,281.7
2022-07-25,280.44
2022-07-26,278.51
2022-07-27,285.18
2022-07-28,292.2
2022-07-29,293.01
2022-08-01,291.9
2022-08-02,293.63
2022-08-03,301.46
2022-08-04,292.24
2022-08-05,291.5
2022-08-08,293.77
2022-08-09,281.71
2022-08-10,293.34
2022-08-11,290.93
2022-08-12,293.59
2022-08-15,295.06
2022-08-16,291.12
2022-08-17,281.82
2022-08-18,278.18
2022-08-19,270.68
2022-08-22,261.35
2022-08-23,262.23
2022-08-24,268.04
2022-08-25,274.45
2022-08-26,258.12
2022-08-29,256.98
2022-08-30,258.65
2022-08-31,259.28
2022-09-01,259.53
2022-09-02,261.24
2022-09-06,263.89
2022-09-07,268.18
2022-09-08,275.57
2022-09-09,282.28
2022-09-12,279.16
2022-09-13,266.39
2022-09-14,264.33
2022-09-15,263.72
2022-09-16,258.67
2022-09-19,257.87
2022-09-20,258.99
2022-09-21,252.81
2022-09-22,247.26
2022-09-23,245.53
2022-09-26,242.49
2022-09-27,244.4
2022-09-28,250.05
2022-09-29,248.96
2022-09-30,245.66
2022-10-03,255.15
2022-10-04,264.01
2022-10-05,264.255
2022-10-06,267.21
2022-10-07,257.09
2022-10-10,247.03
2022-10-11,243.14
2022-10-12,242.77
2022-10-13,258.08
2022-10-14,249.28
2022-10-17,257.87
2022-10-18,259.17
2022-10-19,253.24
2022-10-20,252.51
2022-10-21,256.22
2022-10-24,260.28
2022-10-25,264.29
2022-10-26,268.25
2022-10-27,267.58
2022-10-28,258.06
2022-10-31,252.08
2022-11-01,377.82
2022-11-02,373.51
2022-11-03,373.63
2022-11-04,373.99
2022-11-07,373.29
2022-11-08,374.0
2022-11-09,374.0
2022-11-10,372.78
2022-11-11,373.99
2022-11-14,374.1
2022-11-15,374.2
2022-11-16,374.4
2022-11-17,376.86
2022-11-18,377.29
2022-11-21,376.62
2022-11-22,378.0
2022-11-23,377.78
2022-11-25,378.08
2022-11-28,377.23
2022-11-29,377.33
2022-11-30,377.79
2022-12-01,377.44
2022-12-02,377.2
2022-12-05,378.22
2022-12-06,377.95
2022-12-07,377.79
2022-12-08,380.75
2022-12-09,380.75
2022-12-12,380.01
2022-12-13,380.3
2022-12-14,380.11
2022-12-15,380.16
2022-12-16,381.0
2022-12-19,381.3
2022-12-20,380.79
2022-12-21,381.02
2022-12-22,381.02
2023-01-03,381.02
