date,VIAB
2019-06-14,29.1659908537
2019-06-17,29.0766768293
2019-06-18,29.5827896341
2019-06-19,30.2377591463
2019-06-20,30.475929878
2019-06-21,30.5652439024
2019-06-24,30.1881402439
2019-06-25,29.295
2019-06-26,28.8087347561
2019-06-27,29.0469054878
2019-06-28,29.6423323171
2019-07-01,30.2675304878
2019-07-02,30.3766920732
2019-07-03,30.9225
2019-07-05,31.1308993902
2019-07-08,31.1606707317
2019-07-09,31.0118140244
2019-07-10,31.0415853659
2019-07-11,31.4683079268
2019-07-12,31.4583841463
2019-07-15,31.4881554878
2019-07-16,31.4683079268
2019-07-17,30.8034146341
2019-07-18,30.3469207317
2019-07-19,30.2576067073
2019-07-22,29.7911890244
2019-07-23,29.8209603659
2019-07-24,30.5255487805
2019-07-25,30.5950152439
2019-07-26,30.7339481707
2019-07-29,30.7438719512
2019-07-30,30.7240243902
2019-07-31,30.1186737805
2019-08-01,29.6919512195
2019-08-02,29.5530182927
2019-08-05,29.0766768293
2019-08-06,29.4339329268
2019-08-07,29.4438567073
2019-08-08,30.5453963415
2019-08-09,29.7812652439
2019-08-12,28.3125457317
2019-08-13,28.9873628049
2019-08-14,26.5163414634
2019-08-15,25.7522103659
2019-08-16,25.8216768293
2019-08-19,26.0300762195
2019-08-20,26.04
2019-08-21,26.0300762195
2019-08-22,25.672820122
2019-08-23,24.4621189024
2019-08-26,24.6010518293
2019-08-27,24.1842530488
2019-08-28,24.6407469512
2019-08-29,24.9682317073
2019-08-30,24.7896036585
2019-09-03,24.372804878
2019-09-04,24.6308231707
2019-09-05,25.4842682927
2019-09-06,25.6827439024
2019-09-09,26.0697713415
2019-09-10,26.3377134146
2019-09-11,26.020152439
2019-09-12,26.020152439
2019-09-13,26.04
2019-09-16,26.17
2019-09-17,25.75
2019-09-18,25.76
2019-09-19,25.21
2019-09-20,24.94
2019-09-23,25.0
2019-09-24,24.6
2019-09-25,24.61
2019-09-26,24.05
2019-09-27,23.98
2019-09-30,24.03
2019-10-01,23.95
2019-10-02,23.005
2019-10-03,22.93
2019-10-04,23.26
2019-10-07,23.08
2019-10-08,22.175
2019-10-09,22.465
2019-10-10,22.54
2019-10-11,23.02
2019-10-14,22.73
2019-10-15,22.76
2019-10-16,22.83
2019-10-17,22.62
2019-10-18,22.05
2019-10-21,21.89
2019-10-22,21.83
2019-10-23,21.95
2019-10-24,21.485
2019-10-25,21.655
2019-10-28,21.53
2019-10-29,21.66
2019-10-30,21.23
2019-10-31,21.56
2019-11-01,21.99
2019-11-04,22.22
2019-11-05,22.39
2019-11-06,22.01
2019-11-07,22.57
2019-11-08,22.75
2019-11-11,23.45
2019-11-12,22.555
2019-11-13,22.05
2019-11-14,22.47
2019-11-15,23.06
2019-11-18,23.46
2019-11-19,23.55
2019-11-20,23.29
2019-11-21,23.27
2019-11-22,23.65
2019-11-25,23.91
2019-11-26,24.18
2019-11-27,24.13
2019-11-29,24.07
2019-12-02,23.76
2019-12-03,23.47
2019-12-04,24.22
