date,DNB
2020-07-01,24.1155906477
2020-07-02,25.780375012
2020-07-06,26.0562535637
2020-07-07,25.3047223365
2020-07-08,25.2000787478
2020-07-09,24.6197824837
2020-07-10,24.9717654636
2020-07-13,24.2392603433
2020-07-14,24.1536428618
2020-07-15,24.2582864504
2020-07-16,24.343903932
2020-07-17,24.4580605741
2020-07-20,24.8385827145
2020-07-21,24.42000836
2020-07-22,24.4390344671
2020-07-23,24.2202342363
2020-07-24,23.915816524
2020-07-27,24.0585123267
2020-07-28,23.9824078986
2020-07-29,24.0489992731
2020-07-30,23.468703009
2020-07-31,24.2582864504
2020-08-03,24.3153647714
2020-08-04,25.2476440154
2020-08-05,25.7232966909
2020-08-06,23.8301990424
2020-08-07,24.7815043934
2020-08-10,23.4972421696
2020-08-11,23.5448074371
2020-08-12,24.6102694302
2020-08-13,23.6779901863
2020-08-14,24.1251037012
2020-08-17,23.9253295775
2020-08-18,23.87776431
2020-08-19,24.5436780557
2020-08-20,24.7719913399
2020-08-21,24.2297472898
2020-08-24,24.4675736276
2020-08-25,24.2012081293
2020-08-26,24.0489992731
2020-08-27,24.2107211828
2020-08-28,24.0680253802
2020-08-31,24.1251037012
2020-09-01,24.381956146
2020-09-02,24.6768608048
2020-09-03,23.2594158318
2020-09-04,23.4591899555
2020-09-08,23.4211377415
2020-09-09,23.8397120959
2020-09-10,23.9253295775
2020-09-11,23.87776431
2020-09-14,23.9443556845
2020-09-15,24.0204601126
2020-09-16,24.2677995039
2020-09-17,23.5257813301
2020-09-18,23.5923727047
2020-09-21,22.8884067449
2020-09-22,22.7361978888
2020-09-23,22.926458959
2020-09-24,23.3355202599
2020-09-25,23.3545463669
2020-09-28,24.0299731661
2020-09-29,24.0109470591
2020-09-30,24.4104953065
2020-10-01,24.1536428618
2020-10-02,24.2963386644
2020-10-05,25.0954351592
2020-10-06,24.6483216443
2020-10-07,24.6578346978
2020-10-08,26.7602195235
2020-10-09,26.788758684
2020-10-12,26.2560276875
2020-10-13,25.9706360822
2020-10-14,26.1228449383
2020-10-15,26.1799232594
2020-10-16,26.0372274567
2020-10-19,25.4759572996
2020-10-20,25.2286179084
2020-10-21,25.5425486742
2020-10-22,25.3618006575
2020-10-23,25.4759572996
2020-10-26,25.4569311926
2020-10-27,25.0668959987
2020-10-28,24.4295214135
2020-10-29,24.6197824837
2020-10-30,24.5817302697
2020-11-02,24.7815043934
2020-11-03,25.4759572996
2020-11-04,26.7602195235
2020-11-05,25.2381309619
2020-11-06,24.8576088215
2020-11-09,24.6197824837
2020-11-10,24.867121875
2020-11-11,25.3047223365
2020-11-12,25.7042705839
2020-11-13,26.0657666173
2020-11-16,26.6841150954
2020-11-17,26.5699584533
2020-11-18,25.6852444769
2020-11-19,26.265540741
2020-11-20,26.0562535637
2020-11-23,25.8089141725
2020-11-24,25.4188789786
2020-11-25,25.6281661558
2020-11-27,25.3808267645
2020-11-30,25.5044964602
2020-12-01,25.7137836374
2020-12-02,25.6091400488
2020-12-03,25.4854703531
2020-12-04,25.7328097444
2020-12-07,25.6852444769
2020-12-08,25.4093659251
2020-12-09,24.7624782864
2020-12-10,24.4675736276
2020-12-11,24.3058517179
2020-12-14,24.5056258416
2020-12-15,24.7339391259
2020-12-16,25.6567053163
2020-12-17,25.9516099751
2020-12-18,26.0182013497
2020-12-21,25.9325838681
2020-12-22,25.6471922628
2020-12-23,25.390339818
2020-12-24,25.2000787478
2020-12-28,24.9717654636
2020-12-29,24.6102694302
2020-12-30,24.1726689688
2020-12-31,23.6875032398
2021-01-04,23.1357461362
2021-01-05,22.8598675844
2021-01-06,23.4972421696
2021-01-07,24.6007563767
2021-01-08,24.2297472898
2021-01-11,24.5531911092
2021-01-12,24.6863738583
2021-01-13,24.3914691995
2021-01-14,24.3724430925
2021-01-15,23.7826337749
2021-01-19,23.7921468284
2021-01-20,23.8587382029
2021-01-21,23.7636076678
2021-01-22,23.5543204906
2021-01-25,23.392598581
2021-01-26,23.0691547616
2021-01-27,22.0417449825
2021-01-28,22.8693806379
2021-01-29,22.498371551
2021-02-01,23.3545463669
2021-02-02,23.5448074371
2021-02-03,23.7826337749
2021-02-04,24.1726689688
2021-02-05,24.5722172162
2021-02-08,23.5733465976
2021-02-09,23.1642852967
2021-02-10,21.9371013939
2021-02-11,21.6897620027
2021-02-12,22.3461626949
2021-02-16,22.6030151396
2021-02-17,22.6981456747
2021-02-18,22.5269107116
2021-02-19,22.3937279624
2021-02-22,22.3937279624
2021-02-23,22.4888584975
2021-02-24,21.5946314676
2021-02-25,21.489987879
2021-02-26,20.7955349727
2021-03-01,21.6421967351
2021-03-02,22.0417449825
2021-03-03,22.0797971966
2021-03-04,21.1855701667
2021-03-05,21.1665440596
2021-03-08,20.8906655078
2021-03-09,21.2807007018
2021-03-10,20.9382307754
2021-03-11,21.2997268088
2021-03-12,21.5756053606
2021-03-15,22.5078846045
2021-03-16,22.926458959
2021-03-17,23.2974680459
2021-03-18,22.4888584975
2021-03-19,23.0311025476
2021-03-22,23.3545463669
2021-03-23,22.8218153704
2021-03-24,23.0120764406
2021-03-25,23.1642852967
2021-03-26,23.5828596512
2021-03-29,23.1737983502
2021-03-30,22.7457109423
2021-03-31,22.6505804072
2021-04-01,22.2985974273
2021-04-05,22.3176235343
2021-04-06,22.4127540694
2021-04-07,22.0512580361
2021-04-08,22.032231929
2021-04-09,22.1559016247
2021-04-12,21.8039186448
2021-04-13,21.7468403237
2021-04-14,21.3758312368
2021-04-15,21.8800230729
2021-04-16,22.2795713203
2021-04-19,22.498371551
2021-04-20,22.3081104808
2021-04-21,22.460319337
2021-04-22,23.0215894941
2021-04-23,23.1357461362
2021-04-26,23.0881808686
2021-04-27,23.2118505643
2021-04-28,22.8218153704
2021-04-29,23.1642852967
2021-04-30,22.6030151396
2021-05-03,22.964511173
2021-05-04,22.7076587282
2021-05-05,21.6517097886
2021-05-06,21.4995009325
2021-05-07,21.4804748255
2021-05-10,21.6421967351
2021-05-11,22.0797971966
2021-05-12,21.1475179526
2021-05-13,20.7574827587
2021-05-14,21.061900471
2021-05-17,20.7955349727
2021-05-18,20.7289435982
2021-05-19,20.595760849
2021-05-20,20.9287177219
2021-05-21,20.8811524543
2021-05-24,20.6052739025
2021-05-25,20.6813783306
2021-05-26,20.4435519929
2021-05-27,20.2342648157
2021-05-28,20.4245258859
2021-06-01,20.0059515314
2021-06-02,20.1486473341
2021-06-03,20.3198822972
2021-06-04,20.6528391701
2021-06-07,20.2057256551
2021-06-08,20.1676734411
2021-06-09,19.8347165682
2021-06-10,20.3008561902
2021-06-11,20.3959867253
2021-06-14,20.1771864946
2021-06-15,19.7395860331
2021-06-16,19.7966643542
2021-06-17,19.8252035147
2021-06-18,19.9774123709
2021-06-21,20.1391342806
2021-06-22,20.4530650464
2021-06-23,20.8906655078
2021-06-24,21.4709617719
2021-06-25,21.6802489492
2021-06-28,20.6052739025
2021-06-29,20.8431002403
2021-06-30,20.3293953508
2021-07-01,20.2152387086
2021-07-02,20.7669958122
2021-07-06,20.2152387086
2021-07-07,20.2723170297
2021-07-08,20.3864736718
2021-07-09,20.2342648157
2021-07-12,20.2628039762
2021-07-13,20.072542906
2021-07-14,19.7871513007
2021-07-15,19.5778641235
2021-07-16,19.9774123709
2021-07-19,19.5778641235
2021-07-20,20.053516799
2021-07-21,20.0249776384
2021-07-22,19.8727687823
2021-07-23,19.8347165682
2021-07-26,19.3400377857
2021-07-27,19.3400377857
2021-07-28,19.7205599261
2021-07-29,19.7395860331
2021-07-30,19.9393601568
2021-08-02,19.6539685515
2021-08-03,18.0462625084
2021-08-04,17.9986972408
2021-08-05,17.722818689
2021-08-06,17.4564531908
2021-08-09,17.2281399065
2021-08-10,17.5801228864
2021-08-11,17.8845405987
2021-08-12,18.13187999
2021-08-13,18.2936018996
2021-08-16,17.8655144917
2021-08-17,17.5420706723
2021-08-18,17.199600746
2021-08-19,17.0759310504
2021-08-20,17.3327834951
2021-08-23,17.1900876925
2021-08-24,17.4945054048
2021-08-25,17.4088879232
2021-08-26,17.5230445653
2021-08-27,17.4754792978
2021-08-30,17.3898618162
2021-08-31,17.4374270837
2021-09-01,17.7989231171
2021-09-02,17.8369753311
2021-09-03,17.5991489934
2021-09-07,17.3898618162
2021-09-08,17.4279140302
2021-09-09,17.3232704416
2021-09-10,16.9332352477
2021-09-13,16.9617744082
2021-09-14,16.7239480705
2021-09-15,16.4766086792
2021-09-16,16.69540891
