date,DNB
2021-09-17,16.7049219635
2021-09-20,16.1055995923
2021-09-21,16.0199821108
2021-09-22,15.9629037897
2021-09-23,15.9724168432
2021-09-24,16.3624520371
2021-09-27,16.4195303582
2021-09-28,16.1531648599
2021-09-29,15.8867993616
2021-09-30,15.9914429502
2021-10-01,16.733461124
2021-10-04,17.0188527293
2021-10-05,17.3327834951
2021-10-06,18.0748016689
2021-10-07,18.2270105251
2021-10-08,18.4648368628
2021-10-11,18.0843147224
2021-10-12,17.3327834951
2021-10-13,17.3422965486
2021-10-14,17.7894100636
2021-10-15,17.4659662443
2021-10-18,17.7418447961
2021-10-19,17.6181751004
2021-10-20,17.5801228864
2021-10-21,17.8274622776
2021-10-22,17.6752534215
2021-10-25,17.7989231171
2021-10-26,17.6086620469
2021-10-27,17.5896359399
2021-10-28,17.6372012074
2021-10-29,17.9225928127
2021-11-01,18.0748016689
2021-11-02,17.7418447961
2021-11-03,17.7513578496
2021-11-04,18.9309764848
2021-11-05,18.1223669364
2021-11-08,18.1604191505
2021-11-09,18.5504543444
2021-11-10,18.3982454882
2021-11-11,18.3126280066
2021-11-12,19.2639333576
2021-11-15,19.2639333576
2021-11-16,18.5504543444
2021-11-17,19.0070809129
2021-11-18,18.636071826
2021-11-19,18.0462625084
2021-11-22,17.4849923513
2021-11-23,17.3613226557
2021-11-24,17.7989231171
2021-11-26,17.2661921206
2021-11-29,17.646714261
2021-11-30,18.0748016689
2021-12-01,17.6942795285
2021-12-02,18.1223669364
2021-12-03,17.9035667057
2021-12-06,18.188958311
2021-12-07,18.4838629698
2021-12-08,18.13187999
2021-12-09,17.7418447961
2021-12-10,17.4469401372
2021-12-13,17.684766475
2021-12-14,17.4469401372
2021-12-15,17.9511319733
2021-12-16,18.3221410602
2021-12-17,18.5980196119
2021-12-20,18.3887324347
2021-12-21,18.636071826
2021-12-22,19.0070809129
2021-12-23,19.1117245015
2021-12-27,19.140263662
2021-12-28,19.4541944278
2021-12-29,19.2353941971
2021-12-30,19.3305247322
2021-12-31,19.4922466419
2022-01-03,19.4161422138
2022-01-04,19.4161422138
2022-01-05,18.9690286988
2022-01-06,18.9309764848
2022-01-07,18.7121762541
2022-01-10,18.8548720567
2022-01-11,19.1783158761
2022-01-12,19.1783158761
2022-01-13,18.617045719
2022-01-14,18.7407154146
2022-01-18,18.6836370935
2022-01-19,18.9404895383
2022-01-20,19.1497767155
2022-01-21,19.121237555
2022-01-24,19.2068550366
2022-01-25,19.140263662
2022-01-26,19.121237555
2022-01-27,19.159289769
2022-01-28,18.6075326655
2022-01-31,19.083185341
2022-02-01,19.6729946586
2022-02-02,19.6349424445
2022-02-03,18.7216893076
2022-02-04,18.655097933
2022-02-07,18.5599673979
2022-02-08,18.7882806821
2022-02-09,18.7597415216
2022-02-10,18.3221410602
2022-02-11,18.1033408294
2022-02-14,18.169932204
2022-02-15,18.9595156453
2022-02-16,17.4088879232
2022-02-17,17.0854441039
2022-02-18,17.3422965486
2022-02-22,16.9332352477
2022-02-23,16.8285916591
2022-02-24,17.1710615855
2022-02-25,17.2471660135
2022-02-28,17.6562273145
2022-03-01,17.256679067
2022-03-02,17.1425224249
2022-03-03,17.218626853
2022-03-04,16.229269288
2022-03-07,15.744103559
2022-03-08,15.6204338633
2022-03-09,16.3148867696
2022-03-10,15.7726427195
2022-03-11,14.9164679036
2022-03-14,15.3635814186
2022-03-15,15.5062772212
2022-03-16,15.9819298967
2022-03-17,16.1055995923
2022-03-18,16.248295395
2022-03-21,16.0485212713
2022-03-22,16.248295395
2022-03-23,15.9438776827
2022-03-24,16.0104690572
2022-03-25,16.1626779134
2022-03-28,16.0865734853
2022-03-29,16.7905394451
2022-03-30,16.8381047126
2022-03-31,16.6668697494
2022-04-01,16.5717392143
2022-04-04,16.6288175354
2022-04-05,16.4956347862
2022-04-06,16.5717392143
2022-04-07,16.6383305889
2022-04-08,16.5241739468
2022-04-11,16.3719650906
2022-04-12,16.286347609
2022-04-13,16.3434259301
2022-04-14,16.229269288
2022-04-18,16.1912170739
2022-04-19,16.733461124
2022-04-20,16.7429741775
2022-04-21,16.286347609
2022-04-22,15.8963124151
2022-04-25,16.1912170739
2022-04-26,15.2303986694
2022-04-27,15.1542942413
2022-04-28,15.5157902747
2022-04-29,15.0211114922
2022-05-02,15.1828334019
2022-05-03,15.0686767598
2022-05-04,15.296990044
2022-05-05,14.6120501913
2022-05-06,14.4122760676
2022-05-09,13.7463623219
2022-05-10,14.8879287431
2022-05-11,14.5644849237
2022-05-12,14.7452329404
2022-05-13,15.316016151
2022-05-16,15.1542942413
2022-05-17,15.7916688265
2022-05-18,15.6204338633
2022-05-19,15.744103559
2022-05-20,15.820207987
2022-05-23,15.9533907362
2022-05-24,15.9248515757
2022-05-25,15.9248515757
2022-05-26,16.3339128766
2022-05-27,16.6288175354
2022-05-31,16.4290434117
2022-06-01,15.9153385221
2022-06-02,15.744103559
2022-06-03,15.6489730239
2022-06-06,15.7536166125
2022-06-07,15.3255292045
2022-06-08,15.0401375992
2022-06-09,14.326658586
2022-06-10,14.0222408737
2022-06-13,13.2611965929
2022-06-14,13.1375268972
2022-06-15,13.9651625526
2022-06-16,13.4609707166
2022-06-17,13.860518964
2022-06-21,13.8890581245
2022-06-22,13.9271103386
2022-06-23,14.1173714088
2022-06-24,14.6120501913
2022-06-27,14.7547459939
2022-06-28,14.3551977465
2022-06-29,14.2981194254
2022-06-30,14.2981194254
2022-07-01,14.3647108
2022-07-05,13.6322056798
2022-07-06,13.9746756061
2022-07-07,13.9556494991
2022-07-08,14.0317539272
2022-07-11,13.7178231613
2022-07-12,13.5941534657
2022-07-13,13.6797709473
2022-07-14,13.5751273587
2022-07-15,13.8890581245
2022-07-18,13.9271103386
2022-07-19,14.5549718702
2022-07-20,14.5930240843
2022-07-21,14.792798208
2022-07-22,15.0306245457
2022-07-25,14.5359457632
2022-07-26,14.4788674421
2022-07-27,14.5549718702
2022-07-28,14.9069548501
2022-07-29,14.9925723317
2022-08-01,14.9259809571
2022-08-02,14.7832851545
2022-08-03,15.4777380607
2022-08-04,15.5253033282
2022-08-05,15.1162420273
2022-08-08,15.335042258
2022-08-09,14.8403634755
2022-08-10,15.2399117229
2022-08-11,15.335042258
2022-08-12,15.4777380607
2022-08-15,15.763129666
2022-08-16,15.6584860774
2022-08-17,15.5253033282
2022-08-18,15.5062772212
2022-08-19,15.1828334019
2022-08-22,14.6596154588
2022-08-23,14.3171455325
2022-08-24,14.2505541579
2022-08-25,14.2790933184
2022-08-26,13.898571178
2022-08-29,13.6797709473
2022-08-30,13.6417187333
2022-08-31,13.6036665192
2022-09-01,13.6132129519
2022-09-02,13.5177486254
2022-09-06,13.5750272213
2022-09-07,14.0237095556
2022-09-08,14.0523488535
2022-09-09,14.3005561023
2022-09-12,14.5105776205
2022-09-13,13.9664309597
2022-09-14,13.9664309597
2022-09-15,13.9759773924
2022-09-16,13.6609451151
2022-09-19,13.2886342419
2022-09-20,12.8494983403
2022-09-21,13.0499734258
2022-09-22,12.534466063
2022-09-23,12.4485481692
2022-09-26,12.1144230266
2022-09-27,11.9616801043
2022-09-28,12.1907944878
2022-09-29,11.9521336716
2022-09-30,11.8280300472
2022-10-03,12.0285051328
2022-10-04,12.5249196303
2022-10-05,12.4676410345
2022-10-06,12.1048765939
2022-10-07,11.7898443167
2022-10-10,11.6561942596
2022-10-11,11.3411619823
2022-10-12,11.4366263088
2022-10-13,11.3698012803
2022-10-14,11.1693261947
2022-10-17,11.3029762518
2022-10-18,11.4366263088
2022-10-19,11.0738618683
2022-10-20,10.9879439745
2022-10-21,10.921118946
2022-10-24,10.9593046765
2022-10-25,11.5416370679
2022-10-26,11.7230192881
2022-10-27,11.8757622105
2022-10-28,12.3435374101
2022-10-31,12.2671659489
2022-11-01,12.3530838427
2022-11-02,11.8375764799
2022-11-03,11.6752871249
2022-11-04,12.3530838427
2022-11-07,12.8113126097
2022-11-08,12.6108375241
2022-11-09,12.4867338998
2022-11-10,13.2695413766
2022-11-11,13.555934356
2022-11-14,13.6227593845
2022-11-15,13.9377916618
2022-11-16,13.6609451151
2022-11-17,13.422284299
2022-11-18,12.4390017365
2022-11-21,12.5440124956
2022-11-22,12.5631053609
2022-11-23,12.7635804465
2022-11-25,12.8685912056
2022-11-28,12.534466063
2022-11-29,12.4676410345
2022-11-30,12.8972305035
2022-12-01,13.1559416651
2022-12-02,13.4146528268
2022-12-05,13.2517606139
2022-12-06,13.0792865061
2022-12-07,13.1367778754
2022-12-08,12.6481012367
2022-12-09,12.4085538648
2022-12-12,12.6001917623
2022-12-13,12.8205753445
2022-12-14,12.8014115547
2022-12-15,12.4564633392
2022-12-16,12.2648254417
2022-12-19,11.9869504902
2022-12-20,11.7665669081
2022-12-21,11.8240582773
2022-12-22,11.6515841696
2022-12-23,11.6515841696
2022-12-27,11.4982738515
2022-12-28,11.3928730079
2022-12-29,11.8815496466
2022-12-30,11.7474031183
2023-01-03,12.00611428
2023-01-04,12.2839892314
2023-01-05,12.00611428
2023-01-06,12.1115151236
2023-01-09,12.1210970185
2023-01-10,12.1210970185
2023-01-11,12.1210970185
2023-01-12,12.3798081802
2023-01-13,12.5331184982
2023-01-17,13.0505408215
2023-01-18,13.0217951369
2023-01-19,13.1846873498
2023-01-20,13.3954890371
2023-01-23,13.3092519832
2023-01-24,13.2613425088
2023-01-25,13.0984502959
2023-01-26,13.16552356
2023-01-27,13.711691568
2023-01-30,13.8554199911
2023-01-31,14.0374759938
2023-02-01,14.3345147349
2023-02-02,14.248277681
2023-02-03,13.9320751501
2023-02-06,13.6158726192
2023-02-07,13.6637820936
2023-02-08,13.6158726192
2023-02-09,13.4242347217
2023-02-10,13.3763252473
2023-02-13,13.5487993551
2023-02-14,13.5487993551
2023-02-15,13.6733639885
2023-02-16,11.4695281669
2023-02-17,11.6899117491
2023-02-21,11.6228384849
2023-02-22,11.6899117491
2023-02-23,11.6420022747
2023-02-24,11.5461833259
2023-02-27,11.5557652208
2023-02-28,11.5078557464
2023-03-01,11.6036746952
2023-03-02,11.66140442
2023-03-03,11.8442152154
2023-03-06,11.8057287322
2023-03-07,11.5940530744
2023-03-08,11.5363233495
2023-03-09,11.2188098628
2023-03-10,10.8820531345
2023-03-13,10.7281072016
2023-03-14,10.6799990976
2023-03-15,10.6415126143
2023-03-16,10.4298369565
2023-03-17,10.2470261612
2023-03-20,10.3143775068
2023-03-21,10.8724315137
2023-03-22,10.8724315137
2023-03-23,10.9205396178
2023-03-24,10.9686477218
2023-03-27,10.9782693426
2023-03-28,10.7858369265
2023-03-29,10.9494044802
2023-03-30,10.9686477218
2023-03-31,11.2957828293
2023-04-03,11.0841071715
2023-04-04,10.9782693426
2023-04-05,11.0456206883
2023-04-06,11.0552423091
2023-04-10,11.1033504131
2023-04-11,11.1899450004
2023-04-12,10.959026101
2023-04-13,11.0744855507
2023-04-14,10.9301612386
2023-04-17,11.0937287923
2023-04-18,10.9494044802
2023-04-19,10.8820531345
2023-04-20,11.1514585172
2023-04-21,11.2669179669
2023-04-24,10.9686477218
2023-04-25,10.6318909935
2023-04-26,10.4683234398
2023-04-27,10.6030261311
2023-04-28,10.7473504432
2023-05-01,10.6511342351
2023-05-02,10.0642153658
2023-05-03,9.7274586375
2023-05-04,9.9872423993
2023-05-05,10.5356747854
2023-05-08,10.3817288525
2023-05-09,10.4490801982
2023-05-10,10.6126477519
2023-05-11,10.4202153357
2023-05-12,10.1219450907
2023-05-15,9.9391342953
2023-05-16,9.6408640502
2023-05-17,9.7467018791
2023-05-18,9.6601072918
2023-05-19,9.6312424294
2023-05-22,9.8332964664
2023-05-23,9.7563234999
2023-05-24,9.4388100133
2023-05-25,9.352215426
2023-05-26,9.3425938052
2023-05-30,9.2463775971
2023-05-31,9.6697289127
2023-06-01,9.6503894548
2023-06-02,10.298261292
2023-06-05,10.1048667137
2023-06-06,10.4433072257
2023-06-07,10.3466099365
2023-06-08,10.2692521052
2023-06-09,10.1628850872
2023-06-12,10.5303347859
2023-06-13,10.743068822
2023-06-14,10.7237293641
2023-06-15,11.2458947254
2023-06-16,11.3232525567
2023-06-20,10.743068822
2023-06-21,10.7817477376
2023-06-22,10.5400045148
2023-06-23,10.7043899063
2023-06-26,10.8977844846
2023-06-27,10.9267936713
2023-06-28,10.9848120448
2023-06-29,11.1588671652
2023-06-30,11.1878763519
2023-07-03,11.2168855387
2023-07-05,11.2458947254
2023-07-06,11.1491974363
2023-07-07,11.2072158098
2023-07-10,11.3812709302
2023-07-11,11.5843352374
2023-07-12,11.4876379482
2023-07-13,11.5746655085
2023-07-14,11.4779682193
2023-07-17,11.3232525567
2023-07-18,11.6423536108
2023-07-19,11.9324454782
2023-07-20,11.6616930687
2023-07-21,11.7003719843
2023-07-24,11.6423536108
2023-07-25,11.4296195748
2023-07-26,11.400610388
2023-07-27,11.1975460809
2023-07-28,11.4102801169
2023-07-31,11.4296195748
2023-08-01,11.2555644543
2023-08-02,10.8881147557
2023-08-03,10.9171239424
2023-08-04,11.3716012013
2023-08-07,11.178206623
2023-08-08,10.5786834304
2023-08-09,10.6173623461
2023-08-10,10.5593439726
2023-08-11,10.733399093
2023-08-14,10.743068822
2023-08-15,10.3176007498
2023-08-16,10.3562796655
2023-08-17,10.1918942739
2023-08-18,10.2692521052
2023-08-21,10.2789218342
2023-08-22,10.3369402076
2023-08-23,10.4529769546
2023-08-24,10.3369402076
2023-08-25,10.3466099365
2023-08-28,10.5690137015
2023-08-29,10.5883531594
2023-08-30,10.5496742437
2023-08-31,10.5400045148
2023-09-01,10.4723164124
2023-09-05,10.1725548161
2023-09-06,10.3369402076
2023-09-07,10.1232064815
2023-09-08,10.162067159
2023-09-11,10.239788514
2023-09-12,10.2495036833
2023-09-13,10.2980795302
2023-09-14,10.4243767319
2023-09-15,10.0066244491
2023-09-18,9.8123210618
2023-09-19,10.2592188527
2023-09-20,9.9969092797
2023-09-21,9.7345997068
2023-09-22,9.8317514005
2023-09-25,9.8026058924
2023-09-26,9.7151693681
2023-09-27,9.68602386
2023-09-28,9.68602386
2023-09-29,9.7054541987
2023-10-02,9.6957390293
2023-10-03,9.2585564078
2023-10-04,9.4625749645
2023-10-05,9.4722901339
2023-10-06,9.4042839483
2023-10-09,9.3751384402
2023-10-10,9.5305811501
2023-10-11,9.5402963194
2023-10-12,9.2682715771
2023-10-13,9.239126069
2023-10-16,9.6180176744
2023-10-17,9.7443148762
2023-10-18,9.4431446258
2023-10-19,9.4042839483
2023-10-20,9.3751384402
2023-10-23,9.1808350528
2023-10-24,9.1419743754
2023-10-25,8.9185254799
2023-10-26,8.9379558186
2023-10-27,8.6173552295
2023-10-30,8.5979248907
2023-10-31,8.5104883664
2023-11-01,8.9185254799
2023-11-02,9.0351075123
2023-11-03,9.4528597951
2023-11-06,9.3654232708
2023-11-07,9.5694418276
2023-11-08,9.3071322546
2023-11-09,9.1225440366
2023-11-10,9.132259206
2023-11-13,9.0351075123
2023-11-14,9.4722901339
2023-11-15,9.5694418276
2023-11-16,9.501435642
2023-11-17,9.6374480131
2023-11-20,9.7151693681
2023-11-21,9.6471631825
2023-11-22,9.8900424167
2023-11-24,9.9386182635
2023-11-27,9.8997575861
2023-11-28,10.1037761428
2023-11-29,10.2495036833
2023-11-30,10.2883643608
2023-12-01,10.5701042725
2023-12-04,10.5215284256
2023-12-05,10.4146615626
2023-12-06,10.2009278365
2023-12-07,10.4059225586
2023-12-08,10.3375909845
2023-12-11,10.3571142914
2023-12-12,10.415684212
2023-12-13,10.981860111
2023-12-14,11.4797044361
2023-12-15,11.2259014468
2023-12-18,11.2161397934
2023-12-19,11.343041288
2023-12-20,11.2161397934
2023-12-21,11.5187510498
2023-12-22,11.5480360101
2023-12-26,11.567559317
2023-12-27,11.5187510498
2023-12-28,11.5187510498
2023-12-29,11.4211345155
2024-01-02,11.3820879018
2024-01-03,11.2551864071
2024-01-04,11.3625645949
2024-01-05,11.6846991581
2024-01-08,11.704222465
2024-01-09,11.3625645949
2024-01-10,11.3235179812
2024-01-11,11.2454247537
2024-01-12,11.3039946743
2024-01-16,11.3039946743
2024-01-17,11.274709714
2024-01-18,11.0892382988
2024-01-19,11.343041288
2024-01-22,11.5285127032
2024-01-23,11.635890891
2024-01-24,11.5187510498
2024-01-25,11.6261292376
2024-01-26,11.6846991581
2024-01-29,11.7139841184
2024-01-30,11.5577976635
2024-01-31,11.3137563277
2024-02-01,11.5089893964
2024-02-02,11.3332796346
2024-02-05,10.9330518439
2024-02-06,10.6206789341
2024-02-07,10.6890105081
2024-02-08,10.776865389
2024-02-09,10.8256736561
2024-02-12,10.9428134973
2024-02-13,10.6206789341
2024-02-14,10.7182954684
2024-02-15,10.5913939738
2024-02-16,10.4254458654
2024-02-20,10.3571142914
2024-02-21,10.2692594105
2024-02-22,10.4254458654
2024-02-23,10.3863992517
2024-02-26,10.3180676777
2024-02-27,10.2985443708
2024-02-28,10.2106894899
2024-02-29,10.2887827174
2024-03-01,10.347352638
2024-03-04,10.2692594105
2024-03-05,10.122834609
2024-03-06,10.1521195693
2024-03-07,10.2109724364
2024-03-08,10.2403988699
2024-03-11,10.2502076811
2024-03-12,10.2796341146
2024-03-13,10.0736490799
2024-03-14,9.8480464228
2024-03-15,9.9951785905
2024-03-18,9.6911054439
2024-03-19,9.6616790104
2024-03-20,9.8284288004
2024-03-21,9.475311598
2024-03-22,9.1810472627
2024-03-25,9.416458731
2024-03-26,9.5145468427
2024-03-27,9.7695759334
2024-03-28,9.8480464228
2024-04-01,9.7597671222
2024-04-02,9.6028261433
2024-04-03,9.475311598
2024-04-04,9.3870322974
2024-04-05,9.308561808
2024-04-08,9.4262675421
2024-04-09,9.6518701992
2024-04-10,9.3968411086
2024-04-11,9.4360763533
2024-04-12,9.2399001298
2024-04-15,9.2104736962
2024-04-16,9.0142974727
2024-04-17,8.9652534168
2024-04-18,8.9750622279
2024-04-19,8.9946798503
2024-04-22,9.0142974727
2024-04-23,9.1320032068
2024-04-24,9.1712384515
2024-04-25,9.0633415286
2024-04-26,9.1712384515
2024-04-29,9.1908560739
2024-04-30,8.9260181721
2024-05-01,9.0535327174
2024-05-02,9.308561808
2024-05-03,9.5341644651
2024-05-06,10.0344138352
2024-05-07,10.0147962128
2024-05-08,9.9363257234
2024-05-09,10.2207812476
2024-05-10,10.2600164923
2024-05-13,10.3482957929
2024-05-14,10.466001527
2024-05-15,10.5248543941
2024-05-16,10.4856191494
2024-05-17,10.4463839047
2024-05-20,10.4365750935
2024-05-21,10.2600164923
2024-05-22,10.2403988699
2024-05-23,9.9657521569
2024-05-24,9.8382376116
2024-05-28,9.3772234862
2024-05-29,9.1908560739
2024-05-30,9.2889441856
2024-05-31,9.4066499198
2024-06-03,9.4066499198
2024-06-04,9.3183706192
2024-06-05,9.416458731
2024-06-06,9.4066499198
2024-06-07,9.3672090396
2024-06-10,9.2094455189
2024-06-11,9.1502841987
2024-06-12,9.2390261791
2024-06-13,9.0319615582
2024-06-14,8.8840582576
2024-06-17,8.8840582576
2024-06-18,8.7953162772
2024-06-20,9.0418217782
2024-06-21,9.0615422183
2024-06-24,9.0418217782
2024-06-25,8.9333593578
2024-06-26,9.0122411181
2024-06-27,8.9728002379
2024-06-28,9.1305637586
2024-07-01,9.0122411181
2024-07-02,9.1009830985
