date,ETFC
2016-02-12,20.641698723
2016-02-16,21.3346351814
2016-02-17,21.7445412553
2016-02-18,21.4712705393
2016-02-19,21.9494942923
2016-02-22,22.2520440135
2016-02-23,22.1251683239
2016-02-24,22.0275716397
2016-02-25,22.6717097559
2016-02-26,23.657436267
2016-02-29,22.8961821297
2016-03-01,24.2820550463
2016-03-02,24.389411399
2016-03-03,24.6334031097
2016-03-04,24.7114804571
2016-03-07,24.8090771414
2016-03-08,23.7745522881
2016-03-09,23.8623893039
2016-03-10,23.7843119565
2016-03-11,24.7993174729
2016-03-14,24.2430163726
2016-03-15,24.2234970357
2016-03-16,23.8331102987
2016-03-17,24.3991710674
2016-03-18,24.5553257623
2016-03-21,24.6138837728
2016-03-22,24.6041241044
2016-03-23,24.2039776989
2016-03-24,24.0673423409
2016-03-28,23.8428699671
2016-03-29,23.8331102987
2016-03-30,24.0673423409
2016-03-31,23.9014279776
2016-04-01,24.3698920621
2016-04-04,24.0868616778
2016-04-05,23.3548865457
2016-04-06,23.5110412406
2016-04-07,22.3984390399
2016-04-08,22.6424307506
2016-04-11,22.9059417981
2016-04-12,23.247530193
2016-04-13,24.2722953779
2016-04-14,24.1746986936
2016-04-15,23.9307069829
2016-04-18,24.0868616778
2016-04-19,23.9014279776
2016-04-20,24.389411399
2016-04-21,24.7309997939
2016-04-22,25.5117732681
2016-04-25,25.3360992364
2016-04-26,25.6288892892
2016-04-27,25.531292605
2016-04-28,24.8090771414
2016-04-29,24.5748450991
2016-05-02,25.1018671942
2016-05-03,24.6822014518
2016-05-04,24.2625357094
2016-05-05,24.3503727253
2016-05-06,24.3308533884
2016-05-09,24.3113340516
2016-05-10,25.0335495152
2016-05-11,24.7114804571
2016-05-12,24.7017207887
2016-05-13,24.2918147147
2016-05-16,24.6041241044
2016-05-17,24.5748450991
2016-05-18,26.0095163579
2016-05-19,25.7557649788
2016-05-20,26.0485550316
2016-05-23,25.9314390105
2016-05-24,26.7024528162
2016-05-25,26.92692519
2016-05-26,26.7122124846
2016-05-27,27.1513975638
2016-05-31,27.2197152428
2016-06-01,27.268513585
2016-06-02,27.4539472851
2016-06-03,26.0485550316
2016-06-06,26.5462981214
2016-06-07,26.2047097264
2016-06-08,26.2535080685
2016-06-09,25.8436019946
2016-06-10,25.18970421
2016-06-13,24.8578754835
2016-06-14,24.2625357094
2016-06-15,24.3698920621
2016-06-16,24.2820550463
2016-06-17,24.1746986936
2016-06-20,24.6236434412
2016-06-21,24.4674887464
2016-06-22,24.6431627781
2016-06-23,25.5605716102
2016-06-24,22.5545937347
2016-06-27,21.3053561761
2016-06-28,21.7055025816
2016-06-29,22.4960357242
2016-06-30,22.925461135
2016-07-01,22.5057953926
2016-07-05,21.7933395974
2016-07-06,22.0275716397
2016-07-07,22.4960357242
2016-07-08,23.0230578192
2016-07-11,23.0718561614
2016-07-12,23.9599859882
2016-07-13,23.8721489724
2016-07-14,24.252776041
2016-07-15,24.3015743832
2016-07-18,24.2625357094
2016-07-19,24.32109372
2016-07-20,24.8481158151
2016-07-21,24.6138837728
2016-07-22,25.18970421
2016-07-25,24.389411399
2016-07-26,24.6334031097
2016-07-27,24.6334031097
2016-07-28,24.526046757
2016-07-29,24.4772484148
2016-08-01,24.3015743832
