date,AGN
2019-07-01,164.7957789512
2019-07-02,166.7829295809
2019-07-03,166.8517912363
2019-07-05,164.9630144002
2019-07-08,162.267572457
2019-07-09,163.7431793602
2019-07-10,163.9891138441
2019-07-11,163.2709851512
2019-07-12,163.1529365989
2019-07-15,163.3791963241
2019-07-16,161.5887932815
2019-07-17,159.8180649977
2019-07-18,159.4147324441
2019-07-19,160.5066815525
2019-07-22,159.9853004467
2019-07-23,159.2573343745
2019-07-24,158.3621328532
2019-07-25,157.4472565732
2019-07-26,158.3621328532
2019-07-29,158.3522954738
2019-07-30,158.2539216803
2019-07-31,157.8899386441
2019-08-01,158.2932711977
2019-08-02,158.4014823706
2019-08-05,158.0178245758
2019-08-06,156.8963633293
2019-08-07,156.2569336712
2019-08-08,157.2505089861
2019-08-09,157.2406716067
2019-08-12,156.7979895358
2019-08-13,158.072930642
2019-08-14,155.5625814871
2019-08-15,154.5149554618
2019-08-16,156.4026589602
2019-08-19,157.3909853991
2019-08-20,157.2526196977
2019-08-21,159.367638277
2019-08-22,159.0513738165
2019-08-23,157.1043707318
2019-08-26,158.3496620449
2019-08-27,158.8932415863
2019-08-28,158.1124636995
2019-08-29,157.7961992391
2019-08-30,157.8554988254
2019-09-03,157.9345649405
2019-09-04,159.8025019101
2019-09-05,160.5140969461
2019-09-06,161.3541744192
2019-09-09,160.4745638886
2019-09-10,162.085535984
2019-09-11,163.9040566316
2019-09-12,164.4081031155
2019-09-13,164.2005545633
2019-09-16,163.6273252287
2019-09-17,164.1610215058
2019-09-18,164.0621888619
2019-09-19,163.7953407234
2019-09-20,164.5267022882
2019-09-23,164.9121495994
2019-09-24,164.7441341047
2019-09-25,164.0127725399
2019-09-26,164.9417993925
2019-09-27,166.2859233495
2019-09-30,166.325456407
2019-10-01,164.5168190238
2019-10-02,163.4691929985
2019-10-03,165.2679471174
2019-10-04,166.4737053729
2019-10-07,166.019075211
2019-10-08,165.1493479447
2019-10-09,164.7935504267
2019-10-10,165.8708262451
2019-10-11,167.1161175582
2019-10-14,166.9678685923
2019-10-15,168.1736268478
2019-10-16,168.9247549414
2019-10-17,170.4863107149
2019-10-18,171.5734697977
2019-10-21,172.6606288805
2019-10-22,172.8780606971
2019-10-23,172.9571268122
2019-10-24,171.8996175226
2019-10-25,171.8106681431
2019-10-28,172.1862321899
2019-10-29,172.6013292942
2019-10-30,173.737904699
2019-10-31,174.0541691594
2019-11-01,176.2087207963
2019-11-04,176.7127672801
2019-11-05,176.327319969
2019-11-06,176.4656856704
2019-11-07,176.5941681075
2019-11-08,179.1638168487
2019-11-11,179.4603147804
2019-11-12,180.567240392
2019-11-13,180.2099959067
2019-11-14,181.0733367461
2019-11-15,182.2046109495
2019-11-18,183.0877987047
2019-11-19,183.8022876753
2019-11-20,183.5442777693
2019-11-21,183.1274925364
2019-11-22,182.3832331921
2019-11-25,183.583971601
2019-11-26,183.5045839376
2019-11-27,183.9610630021
2019-11-29,183.5244308534
2019-12-02,182.929023378
2019-12-03,183.6732827223
2019-12-04,185.2312656164
2019-12-05,184.6557050568
2019-12-06,184.9434853366
2019-12-09,183.8519049649
2019-12-10,184.1893025344
2019-12-11,185.2114187006
2019-12-12,186.8289423422
2019-12-13,186.8984065477
2019-12-16,188.6647820582
2019-12-17,189.1708784124
2019-12-18,188.8830981326
2019-12-19,188.1586857041
2019-12-20,188.8434043009
2019-12-23,190.0639896256
2019-12-24,189.9548315884
2019-12-26,190.1136069152
2019-12-27,189.9349846726
2019-12-30,189.1113376648
2019-12-31,189.7067451403
2020-01-02,190.7685551382
2020-01-03,189.617434019
2020-01-06,190.0342192518
2020-01-07,189.0121030856
2020-01-08,189.6868982245
2020-01-09,191.1754169131
2020-01-10,190.3616933633
2020-01-13,189.9151377567
2020-01-14,191.0662588759
2020-01-15,192.366231864
2020-01-16,192.3463849482
2020-01-17,191.2051872869
2020-01-21,191.1059527076
2020-01-22,190.1929945786
2020-01-23,189.1411080386
2020-01-24,186.7495546788
2020-01-27,187.5533547707
2020-01-28,187.8014412188
2020-01-29,187.3548856122
2020-01-30,186.1739941192
2020-01-31,185.2114187006
2020-02-03,186.997641127
2020-02-04,188.7044758899
2020-02-05,190.6296267273
2020-02-06,191.4036564454
2020-02-07,195.5417383998
2020-02-10,198.1218374602
2020-02-11,199.451580822
2020-02-12,200.5530846516
2020-02-13,198.4691584875
2020-02-14,197.5328892464
2020-02-18,197.214159292
2020-02-19,198.0209444891
2020-02-20,197.9512223116
2020-02-21,199.3556261732
2020-02-24,197.3834845803
2020-02-25,192.9611064629
2020-02-26,192.4232496648
2020-02-27,188.7678155001
2020-02-28,189.9132512738
2020-03-02,193.0706698847
2020-03-03,191.1782107804
2020-03-04,195.1623352105
2020-03-05,192.1244403325
2020-03-06,191.1881710914
2020-03-09,184.7239292035
2020-03-10,188.4590458568
2020-03-11,184.7637704478
2020-03-12,173.8771504425
2020-03-13,183.1203191204
2020-03-16,164.0463234111
2020-03-17,171.1579855189
2020-03-18,168.5583443282
2020-03-19,170.5802874765
2020-03-20,170.2017956557
2020-03-23,167.0344167337
2020-03-24,170.1719147224
2020-03-25,168.3292571735
2020-03-26,174.8433006168
2020-03-27,172.3133816036
2020-03-30,175.6102445696
2020-03-31,176.3971091445
2020-04-01,174.205840708
2020-04-02,176.8353628319
2020-04-03,175.0126259051
2020-04-06,177.4429418075
2020-04-07,177.5525052293
2020-04-08,180.3613129525
2020-04-09,181.476867793
2020-04-13,183.1003984983
2020-04-14,185.9888887101
2020-04-15,185.71
2020-04-16,185.19
2020-04-17,187.0
2020-04-20,187.39
2020-04-21,184.04
2020-04-22,185.34
2020-04-23,185.55
2020-04-24,186.9
2020-04-27,188.24
2020-04-28,187.35
2020-04-29,189.29
2020-04-30,187.34
2020-05-01,189.74
2020-05-04,188.7
2020-05-05,192.78
2020-05-06,193.89
2020-05-07,192.99
2020-05-08,193.02
