date,PDCO
2016-04-26,32.3504240131
2016-04-27,32.096439078
2016-04-28,31.6102393452
2016-04-29,31.4578483842
2016-05-02,31.6465229074
2016-05-03,31.4578483842
2016-05-04,31.1095261875
2016-05-05,31.2256335864
2016-05-06,31.1893500243
2016-05-09,31.5957259203
2016-05-10,31.9658182543
2016-05-11,31.7263467441
2016-05-12,32.2125464769
2016-05-13,32.3721941504
2016-05-16,33.0906086809
2016-05-17,32.5753820984
2016-05-18,32.7858267589
2016-05-19,32.6769760724
2016-05-20,33.2284862171
2016-05-23,32.6842327848
2016-05-24,33.3663637533
2016-05-25,33.0325549815
2016-05-26,34.9700972003
2016-05-27,35.4925804953
2016-05-31,35.420013371
2016-06-01,35.470810358
2016-06-02,35.77559228
2016-06-03,35.6304580314
2016-06-06,35.6957684433
2016-06-07,35.7102818682
2016-06-08,36.2690487253
2016-06-09,36.5157769479
2016-06-10,35.9932936529
2016-06-13,35.6522281687
2016-06-14,35.1297448738
2016-06-15,34.9846106252
2016-06-16,34.6000048664
2016-06-17,34.3169930816
2016-06-20,34.8757599387
2016-06-21,34.7669092523
2016-06-22,34.7596525398
2016-06-23,35.1660284359
2016-06-24,33.6348621132
2016-06-27,33.1414056679
2016-06-28,33.7001725251
2016-06-29,34.5346944545
2016-06-30,34.7523958274
2016-07-01,35.1732851483
2016-07-05,35.0789478868
2016-07-06,35.6014311817
2016-07-07,35.623201319
2016-07-08,36.1601980388
2016-07-11,35.9860369405
2016-07-12,35.8336459795
2016-07-13,35.9932936529
2016-07-14,36.0735056121
2016-07-15,35.891205705
2016-07-18,36.1683015637
2016-07-19,36.1099655935
2016-07-20,36.1683015637
2016-07-21,35.9714176641
2016-07-22,36.1026735972
2016-07-25,36.0224616381
2016-07-26,35.9787096604
2016-07-27,35.6214018425
2016-07-28,35.6724458165
2016-07-29,35.9932936529
2016-08-01,35.8693297161
2016-08-02,35.6505698276
2016-08-03,35.8620377198
2016-08-04,34.5348943963
2016-08-05,35.067210125
2016-08-08,33.7765267829
2016-08-09,33.5285989093
2016-08-10,33.5869348795
2016-08-11,33.8421547495
2016-08-12,33.521306913
2016-08-15,33.4775549353
2016-08-16,33.5140149167
2016-08-17,32.8358592624
2016-08-18,33.2077510728
2016-08-19,33.95882669
2016-08-22,34.2140465599
2016-08-23,34.0900826231
2016-08-24,33.3535909985
2016-08-25,33.5358909056
2016-08-26,33.6817308312
2016-08-29,33.7984027718
2016-08-30,33.6963148238
2016-08-31,33.5431829018
2016-09-01,33.5650588907
2016-09-02,34.192170571
2016-09-06,34.2723825301
2016-09-07,34.4036384632
2016-09-08,34.0244546565
2016-09-09,32.8285672661
2016-09-12,33.3827589836
2016-09-13,33.0254511658
2016-09-14,33.0546191509
2016-09-15,33.5650588907
2016-09-16,33.6452708498
2016-09-19,33.5796428833
2016-09-20,33.7108988164
2016-09-21,34.1265426045
2016-09-22,34.4036384632
2016-09-23,34.0390386491
2016-09-26,33.470262939
2016-09-27,33.470262939
2016-09-28,33.6744388349
2016-09-29,33.1494151026
2016-09-30,33.4994309241
2016-10-03,33.0473271546
2016-10-04,32.6243913702
2016-10-05,32.8941952327
2016-10-06,33.0764951397
2016-10-07,33.0619111472
2016-10-10,33.4848469316
2016-10-11,33.1785830877
2016-10-12,33.3535909985
2016-10-13,33.2069818073
2016-10-14,32.5545709064
2016-10-17,32.3199962005
2016-10-18,32.679188719
2016-10-19,32.5399099873
2016-10-20,32.2906743623
2016-10-21,32.1880479284
2016-10-24,32.1074128733
2016-10-25,32.5765622851
2016-10-26,31.4989847298
2016-10-27,31.2497491047
2016-10-28,31.345045079
2016-10-31,31.3083927812
2016-11-01,32.2100393071
2016-11-02,33.2363036455
2016-11-03,33.2656254838
2016-11-04,33.5405177173
2016-11-07,34.211254767
2016-11-08,34.211254767
2016-11-09,34.4604903921
2016-11-10,34.8050219914
2016-11-11,34.9369702635
2016-11-14,35.0982403738
2016-11-15,35.2375191054
2016-11-16,35.4501024327
2016-11-17,35.3548064584
2016-11-18,34.0793064949
2016-11-21,34.8270133701
2016-11-22,28.9992980198
2016-11-23,28.779384233
2016-11-25,28.6254445822
2016-11-28,28.4421830932
2016-11-29,28.4934963101
2016-11-30,28.3982003359
2016-12-01,28.6181141227
2016-12-02,28.7354014756
2016-12-05,29.0359503176
2016-12-06,29.5930652442
2016-12-07,29.2705250235
2016-12-08,29.1972204279
2016-12-09,29.6150566228
2016-12-12,29.7470048949
2016-12-13,29.8862836266
2016-12-14,29.4244646743
2016-12-15,29.6077261633
2016-12-16,30.0182318986
2016-12-19,29.5417520272
2016-12-20,29.5270911081
2016-12-21,29.761665814
2016-12-22,29.9302663839
2016-12-23,29.944927303
2016-12-27,29.99624052
2016-12-28,30.0035709795
2016-12-29,30.1575106303
2016-12-30,30.0768755751
2017-01-03,31.1911054283
2017-01-04,31.4843238107
2017-01-05,31.095809454
2017-01-06,31.1031399135
2017-01-09,31.1837749687
2017-01-10,30.6339905017
2017-01-11,29.8423008692
2017-01-12,29.7243179648
2017-01-13,30.4395893225
2017-01-17,30.2552410344
2017-01-18,30.3879718018
2017-01-19,30.0045273627
2017-01-20,30.1151363355
2017-01-23,30.3437282127
2017-01-24,30.3584760757
2017-01-25,30.800911967
2017-01-26,30.800911967
2017-01-27,30.601815816
2017-01-30,30.2331192399
2017-01-31,30.6829290627
2017-02-01,30.9115209399
2017-02-02,30.8599034192
2017-02-03,31.0663735018
2017-02-06,31.0516256388
2017-02-07,31.0516256388
2017-02-08,31.0958692279
2017-02-09,31.5014354616
2017-02-10,31.5825487084
2017-02-13,31.8185145171
2017-02-14,32.0692281888
2017-02-15,32.0766021203
2017-02-16,32.2904461345
2017-02-17,32.5042901486
2017-02-21,33.0425871497
2017-02-22,32.8877345877
2017-02-23,32.8877345877
2017-02-24,33.3449183421
2017-02-27,33.4186576573
2017-02-28,33.5145187671
2017-03-01,33.8389717541
2017-03-02,33.6767452606
2017-03-03,33.1826918486
2017-03-06,32.312567929
2017-03-07,32.5559076693
2017-03-08,32.7181341627
2017-03-09,32.7476298888
2017-03-10,32.8656127932
2017-03-13,33.3670401367
2017-03-14,33.315422616
2017-03-15,33.7726063704
2017-03-16,33.5808841508
2017-03-17,33.5366405617
2017-03-20,33.5808841508
2017-03-21,33.0278392867
2017-03-22,32.6886384367
2017-03-23,32.6001512584
2017-03-24,32.7992474095
2017-03-27,32.961473903
2017-03-28,33.1974397117
2017-03-29,33.2416833008
2017-03-30,33.3817879997
2017-03-31,33.3522922736
2017-04-03,33.300674753
2017-04-04,33.1531961225
2017-04-05,32.6075251899
2017-04-06,32.9467260399
2017-04-07,32.8213692041
2017-04-10,32.7697516834
2017-04-11,32.8582388617
2017-04-12,32.5615504746
2017-04-13,32.301948136
2017-04-17,32.5467160553
2017-04-18,32.4132062811
2017-04-19,32.5022127972
2017-04-20,32.8359872326
2017-04-21,32.279696507
2017-04-24,32.4502923295
2017-04-25,32.8063183939
2017-04-26,33.0659207326
2017-04-27,33.1771788777
2017-04-28,32.9991658455
2017-05-01,32.9398281681
2017-05-02,33.0436691035
2017-05-03,33.0510863132
2017-05-04,33.5628737808
2017-05-05,33.6518802969
2017-05-08,33.0733379422
2017-05-09,32.7692323456
2017-05-10,32.1832727812
2017-05-11,32.1239351038
2017-05-12,32.2203588296
2017-05-15,32.3316169747
2017-05-16,32.0868490554
2017-05-17,31.7679090394
2017-05-18,31.5305583298
2017-05-19,31.7382402007
2017-05-22,32.257444878
2017-05-23,32.3093653457
2017-05-24,31.9459220716
2017-05-25,33.1920132971
2017-05-26,32.5912193134
2017-05-30,32.576384894
2017-05-31,32.7543979262
2017-06-01,34.9573091998
2017-06-02,34.8534682643
2017-06-05,34.4381045225
2017-06-06,34.1933366032
2017-06-07,34.1636677645
2017-06-08,34.2155882322
2017-06-09,34.2155882322
2017-06-12,34.3342635871
2017-06-13,34.6309519741
2017-06-14,34.6606208128
2017-06-15,34.7347929095
2017-06-16,34.7718789579
2017-06-19,35.0314812965
2017-06-20,35.3059180545
2017-06-21,35.3949245706
2017-06-22,35.5506859738
2017-06-23,35.4839310867
2017-06-26,35.4616794577
2017-06-27,35.3133352642
2017-06-28,35.432010619
2017-06-29,35.2985008448
2017-06-30,34.8237994256
2017-07-03,35.2391631674
2017-07-05,35.17982549
2017-07-06,32.7469807165
2017-07-07,32.9324109584
2017-07-10,32.6357225714
2017-07-11,32.1610211522
2017-07-12,32.2351932489
2017-07-13,32.1829602969
2017-07-14,32.3844302547
2017-07-17,32.160574746
2017-07-18,32.0635706923
2017-07-19,32.1008799437
2017-07-20,32.0411851414
2017-07-21,32.00387589
2017-07-24,32.0859562432
2017-07-25,32.0859562432
2017-07-26,32.00387589
2017-07-27,31.6158596749
2017-07-28,31.4815463697
2017-07-31,31.1308394061
2017-08-01,30.4070399281
2017-08-02,29.8772485576
2017-08-03,29.6011600969
2017-08-04,29.2728386842
2017-08-07,29.2728386842
2017-08-08,28.8922843194
2017-08-09,28.4520351524
2017-08-10,27.9595530333
2017-08-11,28.340107398
2017-08-14,28.2804125957
2017-08-15,27.4222998125
2017-08-16,27.8252397281
2017-08-17,27.4297616628
2017-08-18,27.1984443038
2017-08-21,27.1312876512
2017-08-22,27.6088460697
2017-08-23,27.0641309986
2017-08-24,27.4894564651
2017-08-25,28.1684848414
2017-08-28,28.0938663385
2017-08-29,28.287874446
2017-08-30,28.571424757
2017-08-31,28.7281236131
2017-09-01,28.2654888951
2017-09-05,28.1311755899
2017-09-06,29.0191357743
2017-09-07,29.6757785998
2017-09-08,29.3773045882
2017-09-11,30.0264855634
2017-09-12,30.3324214252
2017-09-13,29.4295375402
2017-09-14,28.5266536552
2017-09-15,28.7505091639
2017-09-18,28.3102599969
2017-09-19,27.7431593749
2017-09-20,28.2207177934
2017-09-21,27.6983882732
2017-09-22,27.9073200813
2017-09-25,28.3475692483
2017-09-26,28.8773606188
2017-09-27,29.1832964807
2017-09-28,28.8773606188
2017-09-29,28.8400513674
2017-10-02,28.7952802657
2017-10-03,28.8698987685
2017-10-04,28.7281236131
2017-10-05,28.7281236131
2017-10-06,28.2580270448
2017-10-09,28.0864044882
2017-10-10,27.5342275668
2017-10-11,27.5715368182
2017-10-12,27.9744767339
2017-10-13,28.1097280315
2017-10-16,28.3877445878
2017-10-17,28.4703981586
2017-10-18,28.6507332222
2017-10-19,29.1541686079
2017-10-20,29.5824643839
2017-10-23,29.4622410082
2017-10-24,29.950648472
2017-10-25,29.8679949012
2017-10-26,29.6801458766
2017-10-27,27.5912647238
2017-10-30,27.3132481675
2017-10-31,27.8016556313
2017-11-01,27.1404270649
2017-11-02,27.0277176502
2017-11-03,27.1629689479
2017-11-06,26.291349474
2017-11-07,26.2387517471
2017-11-08,25.6000650637
2017-11-09,25.5700092198
2017-11-10,25.081601756
2017-11-13,25.2243670147
2017-11-14,25.1943111707
2017-11-15,25.885595581
2017-11-16,27.10285726
2017-11-17,27.0803153771
2017-11-20,26.1636121373
2017-11-21,26.1485842154
2017-11-22,26.5167683035
2017-11-24,26.5017403815
2017-11-27,27.095343299
2017-11-28,27.2982202455
2017-11-29,27.7640858264
2017-11-30,27.4635273871
2017-12-01,26.6069358352
2017-12-04,28.0270744607
2017-12-05,27.2907062845
2017-12-06,26.1560981764
2017-12-07,26.4566566156
2017-12-08,26.6520196011
2017-12-11,26.6820754451
2017-12-12,26.8924663525
2017-12-13,27.0427455722
2017-12-14,26.3890309668
2017-12-15,27.4259575822
2017-12-18,27.5837507628
2017-12-19,28.1247559535
2017-12-20,27.4334715432
2017-12-21,27.2831923236
2017-12-22,27.2381085577
2017-12-26,27.2305945967
2017-12-27,27.3357900504
2017-12-28,27.3658458944
2017-12-29,27.1479410259
2018-01-02,28.4628841976
2018-01-03,27.9744767339
2018-01-04,28.1548117974
2018-01-05,28.312604978
2018-01-08,28.3877445878
2018-01-09,28.0646442656
2018-01-10,27.4860692701
2018-01-11,27.7490579044
2018-01-12,28.3847058084
2018-01-16,28.8538744995
2018-01-17,27.8852681696
2018-01-18,27.499339085
2018-01-19,27.6960872457
2018-01-22,28.0139111977
2018-01-23,27.9079698804
2018-01-24,28.1576886998
2018-01-25,28.2787644911
2018-01-26,28.4301092301
2018-01-29,28.5738867322
2018-01-30,27.8020285631
2018-01-31,27.1588134221
2018-02-01,26.9847669722
2018-02-02,26.6518085463
2018-02-05,25.4940212926
2018-02-06,25.9783244576
2018-02-07,25.6150970838
2018-02-08,24.8810750995
2018-02-09,25.0853904972
2018-02-12,24.9113440473
2018-02-13,23.6173465284
2018-02-14,23.9578721913
2018-02-15,23.4584345524
2018-02-16,24.0259773238
2018-02-20,23.9124687696
2018-02-21,24.2454271955
2018-02-22,24.1092169303
2018-02-23,24.4119064084
2018-02-26,24.480011541
2018-02-27,24.0940824564
2018-02-28,23.8973342956
2018-03-01,18.2446082922
2018-03-02,18.9256596179
2018-03-05,18.9710630396
2018-03-06,18.6532390876
2018-03-07,19.0240336983
2018-03-08,18.8575544854
2018-03-09,19.1375422526
2018-03-12,18.9256596179
2018-03-13,18.6835080355
2018-03-14,18.7213442202
2018-03-15,18.4943271116
2018-03-16,18.0932635532
2018-03-19,17.5332880187
2018-03-20,16.9506107734
2018-03-21,17.0489848537
2018-03-22,16.7235936648
2018-03-23,16.5419799779
2018-03-26,16.5495472149
2018-03-27,16.4133369497
2018-03-28,16.8673711669
2018-03-29,16.8219677452
2018-04-02,16.1938870781
2018-04-03,16.367933528
2018-04-04,16.6781902431
2018-04-05,16.9203418255
2018-04-06,17.2911364362
2018-04-09,17.0414176168
2018-04-10,17.487884597
2018-04-11,17.7376034164
2018-04-12,17.4954518339
2018-04-13,17.5184117445
2018-04-16,17.8628104026
2018-04-17,17.9699566518
2018-04-18,18.0388363834
2018-04-19,17.2658527285
2018-04-20,17.0898267477
2018-04-23,17.4418787093
2018-04-24,17.4495320128
2018-04-25,17.5949447796
2018-04-26,17.8934236167
2018-04-27,18.1842491502
2018-04-30,17.8168905815
2018-05-01,17.6791311183
2018-05-02,17.8398504921
2018-05-03,17.5949447796
2018-05-04,17.824543885
2018-05-07,17.2275862109
2018-05-08,16.9061474633
2018-05-09,17.0132937125
2018-05-10,17.3959588882
2018-05-11,17.4648386199
2018-05-14,17.258199425
2018-05-15,17.2122796039
2018-05-16,17.4724919234
2018-05-17,17.3423857636
2018-05-18,17.1663597828
2018-05-21,16.9138007668
2018-05-22,16.6918549649
2018-05-23,16.2862298786
2018-05-24,16.6842016614
2018-05-25,16.6000153227
2018-05-29,16.2096968435
2018-05-30,16.4086827349
2018-05-31,16.0107109521
2018-06-01,16.0566307732
2018-06-04,16.2556166646
2018-06-05,16.3015364857
2018-06-06,16.454602556
2018-06-07,16.4086827349
2018-06-08,16.6688950544
2018-06-11,17.005640409
2018-06-12,17.1893196933
2018-06-13,17.0668668371
2018-06-14,17.0898267477
2018-06-15,17.1280932652
2018-06-18,16.6995082684
2018-06-19,17.1893196933
2018-06-20,17.2428928179
2018-06-21,17.8168905815
2018-06-22,18.8424332525
2018-06-25,18.4597680767
2018-06-26,18.1765958467
2018-06-27,18.1765958467
2018-06-28,17.6485179042
2018-06-29,17.3500390672
2018-07-02,17.2046263004
2018-07-03,17.510758441
2018-07-05,17.4112654953
2018-07-06,17.6638245112
2018-07-09,17.8015839745
2018-07-10,17.7250509394
2018-07-11,17.4189187988
2018-07-12,17.7020910288
2018-07-13,17.7407925833
2018-07-16,17.4389204582
2018-07-17,17.609207298
2018-07-18,17.2454126857
2018-07-19,17.7872344487
2018-07-20,18.2980949681
2018-07-23,18.7857345548
2018-07-24,18.8553973529
2018-07-25,18.4683818079
2018-07-26,18.1123275065
2018-07-27,18.3987190098
2018-07-30,18.7857345548
2018-07-31,18.9792423274
2018-08-01,18.7392926894
2018-08-02,18.5767461605
2018-08-03,18.9947229492
2018-08-06,19.3430369397
2018-08-07,17.5163235672
2018-08-08,17.4234398364
2018-08-09,17.4931026345
2018-08-10,17.376997971
2018-08-13,17.7253119615
2018-08-14,17.6943507179
2018-08-15,17.9110794231
2018-08-16,17.8723778686
2018-08-17,18.2129515482
2018-08-20,18.305835279
2018-08-21,18.5612655387
2018-08-22,18.3600174553
2018-08-23,18.1897306155
2018-08-24,18.1200678174
2018-08-27,18.2903546572
2018-08-28,18.3290562117
2018-08-29,18.3677577662
2018-08-30,17.4466607691
2018-08-31,17.45440108
2018-09-04,18.1665096828
2018-09-05,18.3600174553
2018-09-06,18.6309283368
2018-09-07,18.9018392183
2018-09-10,18.4374205643
2018-09-11,18.4683818079
2018-09-12,19.0798663691
2018-09-13,19.1495291672
2018-09-14,19.1030873018
2018-09-17,19.2191919653
2018-09-18,19.3120756961
2018-09-19,19.4901028468
2018-09-20,19.6913509302
2018-09-21,19.8693780809
2018-09-24,19.4281803596
2018-09-25,19.010203571
2018-09-26,18.847657042
2018-09-27,18.8012151766
2018-09-28,18.925060151
2018-10-01,18.6541492695
2018-10-02,18.4683818079
2018-10-03,18.3522771444
2018-10-04,18.4529011861
2018-10-05,18.6386686477
2018-10-08,18.4141996316
2018-10-09,18.3135755899
2018-10-10,18.8786182856
2018-10-11,18.1200678174
2018-10-12,17.955695712
2018-10-15,18.3235761385
2018-10-16,19.0749914778
2018-10-17,19.153263909
2018-10-18,18.2374764642
2018-10-19,18.3157488954
2018-10-22,18.1278950605
2018-10-23,18.3627123541
2018-10-24,18.0026591707
2018-10-25,18.4175030559
2018-10-26,17.8304598221
2018-10-29,17.8304598221
2018-10-30,18.159204033
2018-10-31,17.6739149597
2018-11-01,18.3940213265
2018-11-02,18.0026591707
2018-11-05,18.2609581935
2018-11-06,18.4018485697
2018-11-07,19.153263909
2018-11-08,19.4506991474
2018-11-09,18.6444931063
2018-11-12,19.0280280191
2018-11-13,19.2628453126
2018-11-14,19.8029250877
2018-11-15,19.8577157896
2018-11-16,20.0299151381
2018-11-19,20.1160148124
2018-11-20,19.4663536337
2018-11-21,19.7324798997
2018-11-23,19.4428719043
2018-11-26,19.7872706015
2018-11-27,20.4760679958
2018-11-28,19.3019815282
2018-11-29,19.223709097
2018-11-30,19.8577157896
2018-12-03,19.9046792483
2018-12-04,19.2315363401
2018-12-06,18.0731043587
2018-12-07,17.9009050101
2018-12-10,17.6426059872
2018-12-11,17.955695712
2018-12-12,18.2139947348
2018-12-13,17.7991508496
2018-12-14,16.9068451342
2018-12-17,17.0320810241
2018-12-18,16.8207454599
2018-12-19,16.2884929279
2018-12-20,15.8345128271
2018-12-21,15.4901141299
2018-12-24,15.1378881896
2018-12-26,15.631004506
2018-12-27,15.3805327262
2018-12-28,15.5527320748
2018-12-31,15.3883599694
2019-01-02,15.7249314234
2019-01-03,15.5840410473
2019-01-04,16.0849846068
2019-01-07,16.2415294692
2019-01-08,16.1319480655
2019-01-09,16.6015826526
2019-01-10,17.1181806984
2019-01-11,17.2845304414
2019-01-14,17.2686876087
2019-01-15,17.5300943477
2019-01-16,17.6013870948
2019-01-17,17.5459371804
2019-01-18,17.6568370091
2019-01-22,17.4508801844
2019-01-23,17.4350373517
2019-01-24,17.3795874374
2019-01-25,17.6568370091
2019-01-28,17.6568370091
2019-01-29,17.5380157641
2019-01-30,17.6013870948
2019-01-31,17.6568370091
2019-02-01,17.7122869234
2019-02-04,17.8627938338
2019-02-05,18.1796504872
2019-02-06,18.2905503158
2019-02-07,18.0687506585
2019-02-08,17.4825658497
2019-02-11,17.7994225031
2019-02-12,17.9736936625
2019-02-13,18.0766720748
2019-02-14,18.3222359812
2019-02-15,18.3222359812
2019-02-19,18.6945425489
2019-02-20,18.1004363238
2019-02-21,17.4667230171
2019-02-22,17.7439725888
2019-02-25,17.7518940051
2019-02-26,17.5142515151
2019-02-27,17.7122869234
2019-02-28,17.8627938338
2019-03-01,18.3380788138
2019-03-04,18.2667860668
2019-03-05,17.9816150788
2019-03-06,17.3558231884
2019-03-07,17.181552029
2019-03-08,17.110259282
2019-03-11,17.6093085111
2019-03-12,17.5142515151
2019-03-13,17.8390295848
2019-03-14,17.7360511724
2019-03-15,17.6885226744
2019-03-18,17.7122869234
2019-03-19,17.8548724175
2019-03-20,17.5697014294
2019-03-21,18.0687506585
2019-03-22,17.6489155928
2019-03-25,17.134023531
2019-03-26,17.3003732741
2019-03-27,17.134023531
2019-03-28,17.062730784
2019-03-29,17.3082946904
2019-04-01,17.5934656784
2019-04-02,17.3716660211
2019-04-03,17.3795874374
2019-04-04,17.5697014294
2019-04-05,17.7915010868
2019-04-08,17.6409941764
2019-04-09,17.4746444334
2019-04-10,17.4112731027
2019-04-11,17.2449233597
2019-04-12,17.3892323418
2019-04-15,17.4052666731
2019-04-16,17.3972495075
2019-04-17,16.8360479105
2019-04-18,17.1086315433
2019-04-22,16.9001852358
2019-04-23,17.2769920224
2019-04-24,17.3731980105
2019-04-25,17.2048375314
2019-04-26,17.5575928209
2019-04-29,17.4453525015
2019-04-30,17.5094898269
2019-05-01,17.4453525015
2019-05-02,17.774056294
2019-05-03,18.0867257552
2019-05-06,17.9985369328
2019-05-07,18.1027600866
2019-05-08,18.2631034
2019-05-09,18.4715497075
2019-05-10,18.287154897
2019-05-13,17.653798809
2019-05-14,17.8622451164
2019-05-15,17.6618159746
2019-05-16,17.7580219627
2019-05-17,17.677850306
2019-05-20,17.8462107851
2019-05-21,18.0546570925
2019-05-22,18.0626742582
2019-05-23,17.5175069925
2019-05-24,17.6938846373
2019-05-28,17.6377644776
2019-05-29,17.4373353358
2019-05-30,17.236906194
2019-05-31,16.8520822418
2019-06-03,17.1487173717
2019-06-04,17.6698331403
2019-06-05,17.5014726612
2019-06-06,17.2930263537
2019-06-07,17.4453525015
2019-06-10,17.701901803
2019-06-11,17.7179361343
2019-06-12,17.774056294
2019-06-13,17.9023309448
2019-06-14,17.9584511045
2019-06-17,18.0947429209
2019-06-18,18.6559445179
2019-06-19,18.5837900269
2019-06-20,18.5517213642
2019-06-21,19.0487856358
2019-06-24,18.8082706657
2019-06-25,19.4015409254
2019-06-26,19.9306738597
2019-06-27,18.9605968134
2019-06-28,18.3593093881
