date,HBI
2017-07-26,18.7005427755
2017-07-27,18.4846750308
2017-07-28,18.6046015557
2017-07-31,18.3247729977
2017-08-01,18.4207142176
2017-08-02,18.9084154186
2017-08-03,19.0603223501
2017-08-04,19.4201019247
2017-08-07,19.4201019247
2017-08-08,19.6839402793
2017-08-09,19.436092128
2017-08-10,19.1482684683
2017-08-11,19.2522047899
2017-08-14,19.4774708718
2017-08-15,19.3487473964
2017-08-16,19.557923044
2017-08-17,19.2119787038
2017-08-18,18.9303961014
2017-08-21,18.7453561055
2017-08-22,18.8660343637
2017-08-23,18.8982152325
2017-08-24,19.1878430522
2017-08-25,19.5257421751
2017-08-28,19.7188273882
2017-08-29,19.6222847817
2017-08-30,19.4131091341
2017-08-31,19.5176969579
2017-09-01,19.9119126013
2017-09-05,19.8555960808
2017-09-06,20.2980830275
2017-09-07,20.2176308554
2017-09-08,20.2176308554
2017-09-11,20.4589873718
2017-09-12,20.5957560644
2017-09-13,20.6520725849
2017-09-14,20.2980830275
2017-09-15,20.3302638964
2017-09-18,19.8958221669
2017-09-19,19.8797317325
2017-09-20,19.823415212
2017-09-21,19.710782171
2017-09-22,19.7429630398
2017-09-25,19.4774708718
2017-09-26,19.7751439087
2017-09-27,20.2659021587
2017-09-28,19.7027369538
2017-09-29,19.823415212
2017-10-02,20.0969525972
2017-10-03,19.1958882694
2017-10-04,19.0832552284
2017-10-05,19.1234813145
2017-10-06,19.10739088
2017-10-09,18.9223508842
2017-10-10,19.1395717489
2017-10-11,19.0349839251
2017-10-12,19.0510743596
2017-10-13,19.0913004456
2017-10-16,18.8177630604
2017-10-17,18.6085874129
2017-10-18,18.6729491506
2017-10-19,18.6246778473
2017-10-20,18.8982152325
2017-10-23,18.3913665481
2017-10-24,18.5924969784
2017-10-25,18.3350500276
2017-10-26,18.3591856793
2017-10-27,18.1178291629
2017-10-30,18.2304622039
2017-10-31,18.1017387285
2017-11-01,17.707523085
2017-11-02,16.154796163
2017-11-03,15.5755405237
2017-11-06,15.5594500893
2017-11-07,15.3502744417
2017-11-08,15.8410326917
2017-11-09,15.664037913
2017-11-10,15.5192240032
2017-11-13,15.5916309581
2017-11-14,15.6078469029
2017-11-15,15.5591990684
2017-11-16,15.5835229857
2017-11-17,15.8105462134
2017-11-20,16.0132455238
2017-11-21,15.8186541858
2017-11-22,16.0700013307
2017-11-24,16.0700013307
2017-11-27,15.9483817445
2017-11-28,16.0132455238
2017-11-29,16.4672919792
2017-11-30,16.9375543794
2017-12-01,16.8970145173
2017-12-04,17.1483616622
2017-12-05,16.7672869586
2017-12-06,16.6537753448
2017-12-07,16.6862072344
2017-12-08,16.8240427655
2017-12-11,16.7429630413
2017-12-12,16.9862022139
2017-12-13,17.221333414
2017-12-14,17.2375493588
2017-12-15,17.3997088071
2017-12-18,17.1240377449
2017-12-19,16.9213384345
2017-12-20,16.4591840067
2017-12-21,16.3699963102
2017-12-22,16.5483717033
2017-12-26,16.9537703242
2017-12-27,17.1078218001
2017-12-28,17.0510659932
2017-12-29,16.9537703242
2018-01-02,17.2699812485
2018-01-03,17.0510659932
2018-01-04,17.2375493588
2018-01-05,17.2132254415
2018-01-08,17.513220421
2018-01-09,17.6186240624
2018-01-10,17.5537602831
2018-01-11,18.1132103798
2018-01-12,18.1780741592
2018-01-16,17.9186190418
2018-01-17,17.7888914832
2018-01-18,17.8375393177
2018-01-19,18.8104960077
2018-01-22,18.6483365594
2018-01-23,18.6321206145
2018-01-24,18.8429278974
2018-01-25,18.4942850834
2018-01-26,18.3807734696
2018-01-29,18.3159096903
2018-01-30,17.6348400072
2018-01-31,17.61051609
2018-02-01,17.3916008347
2018-02-02,17.0186341035
2018-02-05,16.9051224897
2018-02-06,17.5375443382
2018-02-07,17.805107428
2018-02-08,15.8673020203
2018-02-09,15.6159548754
2018-02-12,15.9645976893
2018-02-13,16.1591890273
2018-02-14,17.1402536898
2018-02-15,16.7997188483
2018-02-16,16.7348550689
2018-02-20,16.277484701
2018-02-21,16.301986685
2018-02-22,16.440831261
2018-02-23,16.285652029
2018-02-26,16.547006525
2018-02-27,16.293819357
2018-02-28,15.8446163171
2018-03-01,15.9344569251
2018-03-02,16.326488669
2018-03-05,16.571508509
2018-03-06,16.596010493
2018-03-07,16.6613491169
2018-03-08,15.9589589091
2018-03-09,16.342823325
2018-03-12,16.457165917
2018-03-13,16.146807453
2018-03-14,15.8282816611
2018-03-15,15.8691183011
2018-03-16,16.089636157
2018-03-19,15.8282816611
2018-03-20,15.6240984611
2018-03-21,15.5097558692
2018-03-22,15.1830627492
2018-03-23,15.0523855012
2018-03-26,15.3464093092
2018-03-27,15.3464093092
2018-03-28,15.0115488612
2018-03-29,15.0442181732
2018-04-02,14.8482023013
2018-04-03,14.9952142052
2018-04-04,15.5097558692
2018-04-05,15.6976044131
2018-04-06,15.4199152612
2018-04-09,15.1748954212
2018-04-10,15.3627439652
2018-04-11,15.3382419812
2018-04-12,15.1585607652
2018-04-13,14.8073656613
2018-04-16,14.7420270373
2018-04-17,14.9952142052
2018-04-18,14.6276844453
2018-04-19,14.3908319334
2018-04-20,14.0559714854
2018-04-23,14.8808716133
2018-04-24,14.8155329893
2018-04-25,14.7093577253
2018-04-26,14.9217082533
2018-04-27,15.2565687012
2018-04-30,15.0850548132
2018-05-01,14.4806725413
2018-05-02,14.1131427814
2018-05-03,13.4842585255
2018-05-04,13.7292783655
2018-05-07,13.7537803495
2018-05-08,13.6802743975
2018-05-09,13.5250951655
2018-05-10,13.5414298215
2018-05-11,13.6639397415
2018-05-14,13.7946169895
2018-05-15,14.2313641223
2018-05-16,14.5857061358
2018-05-17,14.9482886612
2018-05-18,15.1460609478
2018-05-21,14.9318076373
2018-05-22,15.0224532687
2018-05-23,14.9318076373
2018-05-24,15.0059722448
2018-05-25,14.9894912209
2018-05-29,15.0966178762
2018-05-30,15.3273522105
2018-05-31,15.0224532687
2018-06-01,15.0801368523
2018-06-04,15.3767952822
2018-06-05,15.533365009
2018-06-06,15.953631118
2018-06-07,16.3244541554
2018-06-08,16.5551884897
2018-06-11,16.8930494793
2018-06-12,17.2391509809
2018-06-13,17.36275866
2018-06-14,16.6211125853
2018-06-15,16.7282392405
2018-06-18,17.1814673973
2018-06-19,17.2968345645
2018-06-20,17.6594170899
2018-06-21,18.1620883183
2018-06-22,18.0961642227
2018-06-25,18.2280124138
2018-06-26,18.3763416287
2018-06-27,17.9560755197
2018-06-28,18.1785693422
2018-06-29,18.1456072944
2018-07-02,18.1703288302
2018-07-03,18.2280124138
2018-07-05,18.343379581
2018-07-06,18.3928226526
2018-07-09,18.5081898198
2018-07-10,18.3186580452
2018-07-11,18.0384806392
2018-07-12,17.8489488645
2018-07-13,17.8654298884
2018-07-16,18.0137591033
2018-07-17,18.1785693422
2018-07-18,18.063202175
2018-07-19,18.2939365093
2018-07-20,18.2692149735
2018-07-23,18.3845821407
2018-07-24,17.8736704003
2018-07-25,17.9395944959
2018-07-26,18.1373667824
2018-07-27,17.9560755197
2018-07-30,18.0879237108
2018-07-31,18.343379581
2018-08-01,14.7999594463
2018-08-02,15.0636558284
2018-08-03,14.8081999582
2018-08-06,14.9318076373
2018-08-07,15.0142127568
2018-08-08,15.3108711866
2018-08-09,15.4756814255
2018-08-10,15.3438332344
2018-08-13,15.1130989001
2018-08-14,15.1130989001
2018-08-15,15.154641228
2018-08-16,15.1712581591
2018-08-17,15.2875766773
2018-08-20,15.7279253534
2018-08-21,15.8857861995
2018-08-22,15.2875766773
2018-08-23,14.772451811
2018-08-24,14.6561332928
2018-08-27,14.5315063091
2018-08-28,14.5481232402
2018-08-29,14.9552380539
2018-08-30,14.5481232402
2018-08-31,14.573048637
2018-09-04,14.6312078961
2018-09-05,14.8306110701
2018-09-06,14.672750224
2018-09-07,14.6228994305
2018-09-10,14.7641433455
2018-09-11,14.7890687422
2018-09-12,14.8887703292
2018-09-13,14.5979740337
2018-09-14,14.6976756208
2018-09-17,14.8721533981
2018-09-18,15.0300142442
2018-09-19,15.1463327624
2018-09-20,15.4786713858
2018-09-21,15.5368306449
2018-09-24,15.0466311754
2018-09-25,14.8804618637
2018-09-26,15.0383227098
2018-09-27,15.0632481065
2018-09-28,15.3125020741
2018-10-01,14.9220041916
2018-10-02,14.7973772078
2018-10-03,14.813994139
2018-10-04,14.3154862038
2018-10-05,14.2822523415
2018-10-08,14.4650385844
2018-10-09,14.4484216532
2018-10-10,13.8252867343
2018-10-11,13.4347888518
2018-10-12,13.5926496979
2018-10-15,13.8169782687
2018-10-16,14.1742422889
2018-10-17,14.0246899083
2018-10-18,13.750510544
2018-10-19,13.5594158356
2018-10-22,13.7754359408
2018-10-23,13.8502121311
2018-10-24,13.792052872
2018-10-25,14.0080729772
2018-10-26,13.6425004914
2018-10-29,13.8834459934
2018-10-30,14.6145909649
2018-10-31,14.2573269447
2018-11-01,13.4763311797
2018-11-02,13.2603110745
2018-11-05,13.7422020784
2018-11-06,13.7172766817
2018-11-07,14.0496153051
2018-11-08,13.8834459934
2018-11-09,13.8834459934
2018-11-12,13.5564807798
2018-11-13,13.2378992896
2018-11-14,13.2965853536
2018-11-15,13.1372946085
2018-11-16,12.5001316281
2018-11-19,12.516899075
2018-11-20,12.3659920533
2018-11-21,13.1792132256
2018-11-23,12.8354805651
2018-11-26,13.1456783319
2018-11-27,13.0366899274
2018-11-28,13.2714341833
2018-11-29,13.1289108851
2018-11-30,13.3385039707
2018-12-03,13.5480970564
2018-12-04,12.9528526931
2018-12-06,13.1624457788
2018-12-07,12.7097247138
2018-12-10,12.5336665218
2018-12-11,12.4749804578
2018-12-12,12.3911432236
2018-12-13,11.5695383278
2018-12-14,11.376712689
2018-12-17,10.8736892835
2018-12-18,10.706014815
2018-12-19,10.1610727923
2018-12-20,10.135921622
2018-12-21,9.9682471535
2018-12-24,9.741886621
2018-12-26,10.3874333248
2018-12-27,10.3035960905
2018-12-28,10.2197588562
2018-12-31,10.5048054527
2019-01-02,10.6221775807
2019-01-03,10.4964217293
2019-01-04,10.8150032195
2019-01-07,11.15873588
2019-01-08,11.5276197107
2019-01-09,11.5863057747
2019-01-10,11.4186313062
2019-01-11,11.4857010936
2019-01-14,11.5779220513
2019-01-15,11.552770881
2019-01-16,11.5779220513
2019-01-17,12.005491946
2019-01-18,12.4414455641
2019-01-22,12.2234687551
2019-01-23,12.4079106704
2019-01-24,12.3324571596
2019-01-25,12.7432596075
2019-01-28,12.8773991823
2019-01-29,12.7684107777
2019-01-30,12.5336665218
2019-01-31,12.5672014155
2019-02-01,12.734875884
2019-02-04,12.8857829057
2019-02-05,13.0786085445
2019-02-06,13.0534573742
2019-02-07,15.68594653
2019-02-08,14.9565625919
2019-02-11,15.4176673803
2019-02-12,15.5937255723
2019-02-13,15.7781674877
2019-02-14,15.68594653
2019-02-15,15.8620047219
2019-02-19,15.8789061654
2019-02-20,16.0225684351
2019-02-21,16.1746814266
2019-02-22,16.1662307049
2019-02-25,16.0901742091
2019-02-26,15.7943989479
2019-02-27,15.8704554437
2019-02-28,15.7098917304
2019-03-01,15.6507366782
2019-03-04,15.5662294607
2019-03-05,15.6507366782
2019-03-06,15.4394686345
2019-03-07,15.490172965
2019-03-08,15.456370078
2019-03-11,15.1183412081
2019-03-12,14.9915803818
2019-03-13,14.9493267731
2019-03-14,15.0000311036
2019-03-15,14.8986224426
2019-03-18,14.9155238861
2019-03-19,15.0845383211
2019-03-20,14.8732702773
2019-03-21,15.0253832688
2019-03-22,14.2986211985
2019-03-25,14.2732690332
2019-03-26,14.4591849117
2019-03-27,14.5098892422
2019-03-28,14.9746789383
2019-03-29,15.1098904863
2019-04-01,15.3634121388
2019-04-02,15.1352426516
2019-04-03,15.0676368776
2019-04-04,15.5408772955
2019-04-05,15.6000323477
2019-04-08,15.4986236867
2019-04-09,15.1943977038
2019-04-10,15.2282005908
2019-04-11,15.4817222432
2019-04-12,15.6507366782
2019-04-15,15.625384513
2019-04-16,15.8451032784
2019-04-17,15.8958076089
2019-04-18,15.9634133829
2019-04-22,15.7436946174
2019-04-23,15.9042583307
2019-04-24,16.0225684351
2019-04-25,15.8366525567
2019-04-26,15.8704554437
2019-04-29,15.6845395652
2019-04-30,15.2704541995
2019-05-01,15.3296092518
2019-05-02,14.5605935727
2019-05-03,15.0591861558
2019-05-06,15.0422847123
2019-05-07,15.0000311036
2019-05-08,14.8056645034
2019-05-09,14.8056645034
2019-05-10,14.3662269724
2019-05-13,13.7493242848
2019-05-14,14.0563811547
2019-05-15,13.9881462947
2019-05-16,14.3463793096
2019-05-17,14.3463793096
2019-05-20,14.1331453722
2019-05-21,14.406084812
2019-05-22,13.9881462947
2019-05-23,13.5531490624
2019-05-24,13.4593261299
2019-05-28,13.4337380574
2019-05-29,13.22050412
2019-05-30,12.9390353226
2019-05-31,12.6660958827
2019-06-03,12.7087426702
2019-06-04,13.4166793424
2019-06-05,13.5702077774
2019-06-06,13.6981481398
2019-06-07,13.8602059323
2019-06-10,13.9369701497
2019-06-11,13.9966756522
2019-06-12,13.7066774973
2019-06-13,13.9966756522
2019-06-14,14.1502040871
2019-06-17,14.3719673821
2019-06-18,14.7984352569
2019-06-19,14.6960829669
2019-06-20,14.9690224068
2019-06-21,15.0287279093
2019-06-24,14.2440270196
2019-06-25,14.2013802321
2019-06-26,14.4316728845
2019-06-27,14.491378387
2019-06-28,14.6875536094
2019-07-01,14.474319672
