date,SYMC
2016-10-27,12.3014557125
2016-10-28,12.2767837195
2016-10-31,12.3507996986
2016-11-01,12.444553272
2016-11-02,12.4494876706
2016-11-03,12.5580444398
2016-11-04,11.590902314
2016-11-07,12.0399325867
2016-11-08,12.1928989433
2016-11-09,12.2570461251
2016-11-10,12.3606684958
2016-11-11,12.3359965027
2016-11-14,12.1534237545
2016-11-15,11.9511134119
2016-11-16,11.7932126566
2016-11-17,11.7956798559
2016-11-18,11.7560804271
2016-11-21,12.1372249294
2016-11-22,12.4292707168
2016-11-23,12.3005725732
2016-11-25,12.2857227874
2016-11-28,12.0778257862
2016-11-29,12.0382263574
2016-11-30,12.0728758576
2016-12-01,11.7610303557
2016-12-02,11.6372821407
2016-12-05,12.0530761432
2016-12-06,11.9788272142
2016-12-07,12.0976255006
2016-12-08,12.1570246438
2016-12-09,12.2857227874
2016-12-12,12.2263236442
2016-12-13,12.3302721448
2016-12-14,12.2956226446
2016-12-15,12.2758229302
2016-12-16,11.9194280709
2016-12-19,11.9887270714
2016-12-20,11.9540775712
2016-12-21,12.0035768572
2016-12-22,11.9342778568
2016-12-23,11.9491276426
2016-12-27,12.0580260718
2016-12-28,11.9540775712
2016-12-29,11.993677
2016-12-30,11.8253794275
2017-01-03,11.8847785707
2017-01-04,11.9887270714
2017-01-05,12.2015740012
2017-01-06,12.3797714308
2017-01-09,12.3698715736
2017-01-10,12.439170574
2017-01-11,12.6074681465
2017-01-12,12.7213165043
2017-01-13,12.9391133627
2017-01-17,12.9688129343
2017-01-18,13.072761435
2017-01-19,13.147010364
2017-01-20,13.1915597214
2017-01-23,13.246008936
2017-01-24,13.5380547234
2017-01-25,13.493505366
2017-01-26,13.468755723
2017-01-27,13.5380547234
2017-01-30,13.4984552946
2017-01-31,13.6370532955
2017-02-01,13.4885554374
2017-02-02,13.7410017961
2017-02-03,14.0627471551
2017-02-06,13.9884982261
2017-02-07,14.0775969409
2017-02-08,14.1617457272
2017-02-09,14.349843014
2017-02-10,14.3646927998
2017-02-13,14.3844925142
2017-02-14,14.1963952274
2017-02-15,14.1543208343
2017-02-16,14.1295061063
2017-02-17,14.2932833109
2017-02-21,14.2982462565
2017-02-22,14.194024399
2017-02-23,14.1840985078
2017-02-24,14.3131350933
2017-02-27,14.2337279638
2017-02-28,14.1791355622
2017-03-01,14.4372087331
2017-03-02,14.4918011346
2017-03-03,14.5017270258
2017-03-06,14.4520975699
2017-03-07,14.536467645
2017-03-08,14.7052077952
2017-03-09,14.6903189584
2017-03-10,14.903725619
2017-03-13,15.2610577017
2017-03-14,15.208946773
2017-03-15,15.2461688649
2017-03-16,15.2511318105
2017-03-17,15.2362429738
2017-03-20,15.2759465385
2017-03-21,14.8888367822
2017-03-22,15.2163911914
2017-03-23,15.2362429738
2017-03-24,15.1220952251
2017-03-27,15.1220952251
2017-03-28,15.0675028236
2017-03-29,15.3007612665
2017-03-30,15.2114282458
2017-03-31,15.2263170826
2017-04-03,15.0079474764
2017-04-04,15.0774287147
2017-04-05,15.0277992588
2017-04-06,15.1667617354
2017-04-07,15.2908353753
2017-04-10,15.2163911914
2017-04-11,15.0873546059
2017-04-12,14.9136515101
2017-04-13,14.9086885645
2017-04-17,15.012910422
2017-04-18,15.0873546059
2017-04-19,15.0923175515
2017-04-20,15.1369840619
2017-04-21,15.2362429738
2017-04-24,15.3702425048
2017-04-25,15.5092049814
2017-04-26,15.5092049814
2017-04-27,15.6233527301
2017-04-28,15.697796914
2017-05-01,15.9409812481
2017-05-02,15.8367593906
2017-05-03,15.8417223362
2017-05-04,15.9906107041
2017-05-05,16.0303142688
2017-05-08,16.1047584527
2017-05-09,16.065054888
2017-05-10,16.4472016987
2017-05-11,15.6134268389
2017-05-12,15.3900942872
2017-05-15,15.881425901
2017-05-16,15.5439456006
2017-05-17,14.9483921293
2017-05-18,14.7598001967
2017-05-19,14.402468114
2017-05-22,14.6803930672
2017-05-23,14.7846149247
2017-05-24,14.8243184895
2017-05-25,14.8640220542
2017-05-26,14.695281904
2017-05-30,14.9186144557
2017-05-31,15.0426880956
2017-06-01,15.0575769324
2017-06-02,14.9285403469
2017-06-05,14.9607994933
2017-06-06,15.0603059748
2017-06-07,15.0603059748
2017-06-08,14.9807007896
2017-06-09,14.7816878266
2017-06-12,14.6921319932
2017-06-13,14.5826748636
2017-06-14,14.4732177339
2017-06-15,14.1348956968
2017-06-16,14.1547969931
2017-06-19,14.3687359284
2017-06-20,14.209525558
2017-06-21,14.4035631969
2017-06-22,14.3339086598
2017-06-23,14.1945995857
2017-06-26,14.3587852802
2017-06-27,13.9856359746
2017-06-28,14.3737112524
2017-06-29,13.9607593542
2017-06-30,14.0552905117
2017-07-03,13.6672152338
2017-07-05,13.8264256042
2017-07-06,13.7915983357
2017-07-07,14.1348956968
2017-07-10,14.4284398173
2017-07-11,14.4334151413
2017-07-12,14.8861696322
2017-07-13,15.1050838915
2017-07-14,14.9657748174
2017-07-17,15.1846890767
2017-07-18,15.209565697
2017-07-19,15.4334552804
2017-07-20,15.5080851415
2017-07-21,15.5130604656
2017-07-24,15.4633072249
2017-07-25,15.6822214842
2017-07-26,15.5578383823
2017-07-27,15.3936526878
2017-07-28,15.4384306045
2017-07-31,15.4185293082
2017-08-01,15.5180357897
2017-08-02,15.3787267156
2017-08-03,15.0603059748
2017-08-04,14.5130203265
2017-08-07,14.3637606043
2017-08-08,14.1746982894
2017-08-09,14.2294268543
2017-08-10,13.8513022246
2017-08-11,14.075191808
2017-08-14,14.214500882
2017-08-15,14.1348956968
2017-08-16,14.080167132
2017-08-17,13.9881236366
2017-08-18,14.1926575415
2017-08-21,14.0380099549
2017-08-22,14.347305128
2017-08-23,14.5717935601
2017-08-24,14.6566003012
2017-08-25,14.7014979876
2017-08-28,14.9259864197
2017-08-29,14.8112478877
2017-08-30,14.9110205242
2017-08-31,14.9559182106
2017-09-01,14.8960546287
2017-09-05,14.8711114696
2017-09-06,14.7663502013
2017-09-07,15.2652133838
2017-09-08,15.7790424617
2017-09-11,16.3377692261
2017-09-12,16.8266551449
2017-09-13,16.5023940763
2017-09-14,16.4375418626
2017-09-15,16.5822121855
2017-09-18,16.8466096722
2017-09-19,17.0411663134
2017-09-20,16.8216665131
2017-09-21,16.482439549
2017-09-22,16.4724622854
2017-09-25,16.3876555444
2017-09-26,16.3327805943
2017-09-27,16.4874281808
2017-09-28,16.4974054445
2017-09-29,16.3677010171
2017-10-02,16.3527351216
2017-10-03,16.4724622854
2017-10-04,16.5872008173
2017-10-05,16.8116892495
2017-10-06,16.9214391496
2017-10-09,16.2779056442
2017-10-10,15.7590879344
2017-10-11,15.7690651981
2017-10-12,15.913735521
2017-10-13,16.1432125849
2017-10-16,15.9935536302
2017-10-17,15.9686104711
2017-10-18,16.0384513166
2017-10-19,16.1282466895
2017-10-20,16.2928715397
2017-10-23,16.0733717394
2017-10-24,16.1432125849
2017-10-25,16.0534172121
2017-10-26,15.8937809937
2017-10-27,16.0085195257
2017-10-30,16.1681557441
2017-10-31,16.2130534305
2017-11-01,16.0434399484
2017-11-02,14.6566003012
2017-11-03,14.9035375765
2017-11-06,14.4171459736
2017-11-07,14.3073960734
2017-11-08,14.4819981873
2017-11-09,14.262498387
2017-11-10,14.147759855
2017-11-13,13.9532032139
2017-11-14,14.0180554276
2017-11-15,13.8234987864
2017-11-16,14.1078508004
2017-11-17,14.0255383753
2017-11-20,14.1005680029
2017-11-21,14.0605522015
2017-11-22,14.2206154069
2017-11-24,14.2856410841
2017-11-27,14.4256963889
2017-11-28,14.4907220661
2017-11-29,14.2906430593
2017-11-30,14.4907220661
2017-12-01,14.5607497185
2017-12-04,13.8804810954
2017-12-05,13.7254198652
2017-12-06,13.6854040638
2017-12-07,13.7854435672
2017-12-08,13.9955265243
2017-12-11,14.6157714453
2017-12-12,14.4657121902
2017-12-13,14.3206549103
2017-12-14,14.3806786124
2017-12-15,14.4957240413
2017-12-18,14.3306588607
2017-12-19,14.1605917049
2017-12-20,14.0855620774
2017-12-21,14.2456252828
2017-12-22,14.1655936801
2017-12-26,14.1205759035
2017-12-27,14.2306193573
2017-12-28,14.2456252828
2017-12-29,14.0355423257
2018-01-02,14.4607102151
2018-01-03,14.4607102151
2018-01-04,14.4907220661
2018-01-05,14.7608287252
2018-01-08,14.7908405763
2018-01-09,14.5107299668
2018-01-10,14.3356608358
2018-01-11,14.3906825627
2018-01-12,14.4156924385
2018-01-16,13.9405047974
2018-01-17,13.7654356665
2018-01-18,13.6303823369
2018-01-19,13.7354238155
2018-01-22,13.2752420999
2018-01-23,13.3102559261
2018-01-24,13.4052934543
2018-01-25,13.5803625852
2018-01-26,13.8604731947
2018-01-29,13.5403467839
2018-01-30,13.3152579013
2018-01-31,13.6203783866
2018-02-01,13.6854040638
2018-02-02,13.515336908
2018-02-05,13.4002914791
2018-02-06,13.5453487591
2018-02-07,13.2952500006
2018-02-08,12.8000544588
2018-02-09,12.9601176642
2018-02-12,13.0551551924
2018-02-13,13.2952500006
2018-02-14,13.515336908
2018-02-15,13.8554712196
2018-02-16,13.780441592
2018-02-20,13.515336908
2018-02-21,13.557853697
2018-02-22,13.5327744264
2018-02-23,13.7584878619
2018-02-26,13.6581707795
2018-02-27,13.2017280542
2018-02-28,13.1866804918
2018-03-01,13.2970292825
2018-03-02,13.4976634475
2018-03-05,13.5879488217
2018-03-06,13.5227427181
2018-03-07,13.6631866336
2018-03-08,13.8588049444
2018-03-09,13.9691537351
2018-03-12,13.924011048
2018-03-13,13.7133451748
2018-03-14,13.7283927372
2018-03-15,13.8136622573
2018-03-16,13.7283927372
2018-03-19,13.3772829485
2018-03-20,13.3020451367
2018-03-21,13.5076951557
2018-03-22,13.3421719696
2018-03-23,12.8907450985
2018-03-26,13.1465536588
2018-03-27,12.7954438701
2018-03-28,12.8606499737
2018-03-29,12.9659829104
2018-04-02,12.6399523923
2018-04-03,12.8807133902
2018-04-04,13.0913792635
2018-04-05,13.1164585341
2018-04-06,13.0412207222
2018-04-09,13.031189014
2018-04-10,13.2669341578
2018-04-11,13.4575366145
2018-04-12,13.843757382
2018-04-13,13.803630549
2018-04-16,13.9189951939
2018-04-17,14.004264714
2018-04-18,13.9992488599
2018-04-19,13.9691537351
2018-04-20,13.8989317774
2018-04-23,13.924011048
2018-04-24,13.8889000692
2018-04-25,14.2851525449
2018-04-26,14.3654062109
2018-04-27,13.9440744645
2018-04-30,13.9390586104
2018-05-01,13.8788683609
2018-05-02,14.004264714
2018-05-03,13.9089634857
2018-05-04,13.964137881
2018-05-07,14.2650891284
2018-05-08,14.3453427944
2018-05-09,14.4205806063
2018-05-10,14.6362623336
2018-05-11,9.7909472499
2018-05-14,10.7339278252
2018-05-15,11.2004022587
2018-05-16,11.210433967
2018-05-17,11.1953864046
2018-05-18,11.130180301
2018-05-21,10.8292290536
2018-05-22,10.7188802628
2018-05-23,10.6938009922
2018-05-24,10.5282778061
2018-05-25,10.563388785
2018-05-29,10.5433253685
2018-05-30,10.5583729309
2018-05-31,10.4229448695
2018-06-01,10.5433253685
2018-06-04,10.6085314721
2018-06-05,10.7038327005
2018-06-06,10.8041497829
2018-06-07,10.7213881899
2018-06-08,10.7314552211
2018-06-11,10.6710530341
2018-06-12,10.7868238925
2018-06-13,10.7113211587
2018-06-14,10.7515892834
2018-06-15,10.7012541276
2018-06-18,10.6509189717
2018-06-19,10.5653492068
2018-06-20,10.575416238
2018-06-21,10.4697124108
2018-06-22,10.4294442861
2018-06-25,10.3036063966
2018-06-26,10.238170694
2018-06-27,10.1324668668
2018-06-28,10.2130031161
2018-06-29,10.3942096771
2018-07-02,10.515014051
2018-07-03,10.4747459264
2018-07-05,10.6458854562
2018-07-06,10.7113211587
2018-07-09,10.8572931106
2018-07-10,10.7767568613
2018-07-11,10.7113211587
2018-07-12,10.8824606885
2018-07-13,10.9076282664
2018-07-16,10.8472260794
2018-07-17,10.8572931106
2018-07-18,10.852259595
2018-07-19,10.7163546743
2018-07-20,10.6710530341
2018-07-23,10.5250810822
2018-07-24,10.3438745212
2018-07-25,10.4143437394
2018-07-26,10.3690420991
2018-07-27,10.4344778017
2018-07-30,10.2230701473
2018-07-31,10.177768507
2018-08-01,10.2834723343
2018-08-02,10.5099805354
2018-08-03,9.6895174956
2018-08-06,9.8556235098
2018-08-07,9.7851542916
2018-08-08,9.7851542916
2018-08-09,9.6794504644
2018-08-10,9.6542828865
2018-08-13,9.4680428099
2018-08-14,9.3925400762
2018-08-15,9.3371714048
2018-08-16,9.7700537449
2018-08-17,9.8329726897
2018-08-20,9.7824435391
2018-08-21,9.8784489251
2018-08-22,9.9542426509
2018-08-23,9.9138193305
2018-08-24,9.9845601412
2018-08-27,10.1361475927
2018-08-28,10.2372058937
2018-08-29,10.3938462603
2018-08-30,10.2068884034
2018-08-31,10.1866767432
2018-09-04,10.1260417626
2018-09-05,10.0451951218
2018-09-06,10.0098247164
2018-09-07,10.0199305465
2018-09-10,10.0502480369
2018-09-11,10.1108830175
2018-09-12,10.1563592529
2018-09-13,10.1260417626
2018-09-14,10.1209888476
2018-09-17,10.0047718014
2018-09-18,10.4342695807
2018-09-19,10.4443754108
2018-09-20,10.459534156
2018-09-21,10.560592457
2018-09-24,10.9597727461
2018-09-25,10.7121799086
2018-09-26,10.6262803527
2018-09-27,10.7424973989
2018-09-28,10.752603229
2018-10-01,10.5050103915
2018-10-02,10.3887933453
2018-10-03,10.454481241
2018-10-04,10.3180525346
2018-10-05,10.1260417626
2018-10-08,10.2776292142
2018-10-09,10.060353867
2018-10-10,10.0553009519
2018-10-11,9.8329726897
2018-10-12,9.8986605853
2018-10-15,9.9946659713
2018-10-16,10.4393224958
2018-10-17,10.3938462603
2018-10-18,10.0906713573
2018-10-19,9.9390839057
2018-10-22,9.9441368208
2018-10-23,9.8430785198
2018-10-24,9.3883161651
2018-10-25,9.5954856822
2018-10-26,9.4236865705
2018-10-29,9.0952470922
2018-10-30,8.9335538105
2018-10-31,9.1710408179
2018-11-01,9.4641098909
2018-11-02,9.8531843499
2018-11-05,10.1159359325
2018-11-06,11.3892705254
2018-11-07,11.5256992318
2018-11-08,11.3134767997
2018-11-09,11.2427359889
2018-11-12,11.0305135568
2018-11-13,11.0406193869
2018-11-14,11.2983180545
2018-11-15,11.7833978994
2018-11-16,11.7050777161
2018-11-19,11.284323515
2018-11-20,10.9548172129
2018-11-21,10.9091932634
2018-11-23,11.0004411624
2018-11-26,11.1981449437
2018-11-27,11.0764810783
2018-11-28,11.4059873804
2018-11-29,11.4465420022
2018-11-30,11.2082835991
2018-12-03,11.3350167922
2018-12-04,11.1322436832
2018-12-06,11.3096701536
2018-12-07,11.0409957842
2018-12-10,11.1930756159
2018-12-11,11.2944621704
2018-12-12,11.5327205735
2018-12-13,11.3958487249
2018-12-14,10.934539902
2018-12-17,10.4681617513
2018-12-18,10.5036470454
2018-12-19,10.3566365414
2018-12-20,9.9156050293
2018-12-21,9.3478403242
2018-12-24,9.1045125934
2018-12-26,9.3833256183
2018-12-27,9.4340188955
2018-12-28,9.4086722569
2018-12-31,9.5784947357
2019-01-02,9.6013067104
2019-01-03,9.4188109123
2019-01-04,9.8142184748
2019-01-07,9.7990104917
2019-01-08,9.9257436848
2019-01-09,10.1031701551
2019-01-10,10.1741407433
2019-01-11,10.0778235165
2019-01-14,9.7939411639
2019-01-15,9.9916449452
2019-01-16,10.0068529284
2019-01-17,10.1437247769
2019-01-18,10.1944180542
2019-01-22,10.0372688947
2019-01-23,10.0271302393
2019-01-24,10.1538634324
2019-01-25,10.3312899028
2019-01-28,10.5695483058
2019-01-29,10.3515672137
2019-01-30,10.5543403226
2019-01-31,10.6557268771
2019-02-01,11.6138298171
2019-02-04,11.6695924221
2019-02-05,11.5580672121
2019-02-06,11.6087604894
2019-02-07,11.4364033467
2019-02-08,11.487096624
2019-02-11,11.3654327586
2019-02-12,11.8672962033
2019-02-13,11.6695924221
2019-02-14,11.689869733
2019-02-15,11.7735136404
2019-02-19,11.6921416239
2019-02-20,11.4276825702
2019-02-21,11.3615678068
2019-02-22,11.5293975908
2019-02-25,11.5141403377
2019-02-26,11.5904266032
2019-02-27,11.5192260888
2019-02-28,11.4378540723
2019-03-01,11.4581970764
2019-03-04,11.234424031
2019-03-05,11.2598527861
2019-03-06,11.1733950186
2019-03-07,11.1327090103
2019-03-08,11.1632235165
2019-03-11,11.3819108109
2019-03-12,11.4225968192
2019-03-13,11.6717986198
2019-03-14,11.6616271177
2019-03-15,11.707398877
2019-03-18,11.7328276321
2019-03-19,11.8040281466
2019-03-20,11.7684278894
2019-03-21,11.9972866858
2019-03-22,11.6260268605
2019-03-25,11.6361983625
2019-03-26,11.8141996487
2019-03-27,11.6158553584
2019-03-28,11.6667128687
2019-03-29,11.6921416239
2019-04-01,11.7938566445
2019-04-02,11.7735136404
2019-04-03,11.865057159
2019-04-04,11.717570379
2019-04-05,11.6921416239
2019-04-08,12.327860503
2019-04-09,12.1447734658
2019-04-10,12.0735729513
2019-04-11,12.1549449679
2019-04-12,12.185459474
2019-04-15,12.4143182705
2019-04-16,12.3583750092
2019-04-17,12.4448327767
2019-04-18,12.4092325195
2019-04-22,12.338032005
2019-04-23,12.3532892581
2019-04-24,12.332946254
2019-04-25,12.2719172416
2019-04-26,12.327860503
2019-04-29,12.3736322623
2019-04-30,12.3126032499
2019-05-01,12.1295162127
2019-05-02,11.8752286611
2019-05-03,11.9769436817
2019-05-06,11.7938566445
2019-05-07,11.3768250599
2019-05-08,11.3208817985
2019-05-09,11.2751100392
2019-05-10,9.8612712522
2019-05-13,9.7341274763
2019-05-14,9.9019572604
2019-05-15,9.9121287625
2019-05-16,10.0240152852
2019-05-17,10.0901300486
2019-05-20,10.1969308203
2019-05-21,10.4410468699
2019-05-22,10.3189888451
2019-05-23,10.156244812
2019-05-24,10.0952157997
2019-05-28,9.8968715094
2019-05-29,9.6680127129
2019-05-30,9.6018979495
2019-05-31,9.525611684
2019-06-03,9.1441803566
2019-06-04,9.5968121985
2019-06-05,9.7036129702
2019-06-06,9.6374982067
2019-06-07,9.7773563601
2019-06-10,9.8079903748
2019-06-11,9.6241862866
2019-06-12,9.7977790366
2019-06-13,9.9969001322
2019-06-14,9.8845754116
2019-06-17,10.0888021763
2019-06-18,10.1960212278
2019-06-19,10.2879232719
2019-06-20,10.4972557057
2019-06-21,10.640214441
2019-06-24,10.7116938086
2019-06-25,10.6197917645
2019-06-26,10.6504257792
2019-06-27,10.7678561689
2019-06-28,11.1099359998
