date,FL
2016-04-21,47.4440834364
2016-04-22,47.404847509
2016-04-25,47.3656115816
2016-04-26,48.0875526461
2016-04-27,48.5976197026
2016-04-28,48.2366491703
2016-04-29,48.2131076139
2016-05-02,48.6839387429
2016-05-03,48.2758850978
2016-05-04,48.5348422187
2016-05-05,47.4126946945
2016-05-06,47.6951933719
2016-05-09,48.7781049687
2016-05-10,47.891373009
2016-05-11,46.1179090896
2016-05-12,46.3297830977
2016-05-13,45.0899277912
2016-05-16,46.5416571058
2016-05-17,45.9923541219
2016-05-18,44.8231234848
2016-05-19,45.945271009
2016-05-20,42.979034896
2016-05-23,42.4375790976
2016-05-24,42.4611206541
2016-05-25,43.0339651944
2016-05-26,42.9319517831
2016-05-27,43.1987560896
2016-05-31,43.8814612267
2016-06-01,43.0810483073
2016-06-02,43.222297646
2016-06-03,43.0418123799
2016-06-06,42.8377855573
2016-06-07,43.3007695009
2016-06-08,43.3792413557
2016-06-09,43.6695872186
2016-06-10,43.7009759606
2016-06-13,43.1752145331
2016-06-14,42.8770214847
2016-06-15,42.5631340654
2016-06-16,41.8254986299
2016-06-17,42.1001501218
2016-06-20,42.1550804202
2016-06-21,42.3434128718
2016-06-22,42.021678267
2016-06-23,41.6999436621
2016-06-24,41.6764021057
2016-06-27,40.6405736218
2016-06-28,40.9466138557
2016-06-29,43.222297646
2016-06-30,43.0496595654
2016-07-01,43.0967426783
2016-07-05,43.0888954928
2016-07-06,43.8265309283
2016-07-07,43.4341716541
2016-07-08,45.0506918638
2016-07-11,45.5999948477
2016-07-12,45.8040216703
2016-07-13,45.6980846663
2016-07-14,45.5088586428
2016-07-15,45.4536677193
2016-07-18,46.368260166
2016-07-19,46.0765367132
2016-07-20,45.9819237014
2016-07-21,46.2184562308
2016-07-22,46.6599836189
2016-07-25,46.6994057071
2016-07-26,46.9044005658
2016-07-27,46.9911291599
2016-07-28,46.7309433777
2016-07-29,47.0068979952
2016-08-01,47.1645863481
2016-08-02,45.903079525
2016-08-03,46.1711497249
2016-08-04,45.9661548662
2016-08-05,46.3524913307
2016-08-08,46.478642013
2016-08-09,46.0213457897
2016-08-10,46.0765367132
2016-08-11,47.5824604832
2016-08-12,48.2053294771
2016-08-15,48.2368671477
2016-08-16,48.008219036
2016-08-17,47.6218825715
2016-08-18,48.6310880299
2016-08-19,54.0003764457
2016-08-22,53.8111504222
2016-08-23,53.9609543575
2016-08-24,53.7874971693
2016-08-25,52.7546384579
2016-08-26,52.462915005
2016-08-29,52.3840708286
2016-08-30,51.7217797465
2016-08-31,51.7533174171
2016-09-01,51.666588823
2016-09-02,52.0371564523
2016-09-06,52.0292720346
2016-09-07,52.376186411
2016-09-08,51.9583122758
2016-09-09,50.9254535644
2016-09-12,51.5404381407
2016-09-13,51.0279509938
2016-09-14,51.311790029
2016-09-15,51.9583122758
2016-09-16,52.1160006287
2016-09-19,52.5259903462
2016-09-20,51.8794680994
2016-09-21,52.4471461698
2016-09-22,52.8965579755
2016-09-23,52.8807891402
2016-09-26,53.28289444
2016-09-27,53.6771153223
2016-09-28,53.4957737164
2016-09-29,52.6915631167
2016-09-30,53.3932762871
2016-10-03,53.2355879342
2016-10-04,52.8255982167
2016-10-05,53.6061555635
2016-10-06,53.5746178929
2016-10-07,54.4419038338
2016-10-10,54.2999843162
2016-10-11,54.0319141163
2016-10-12,54.8006448366
2016-10-13,54.2148803244
2016-10-14,54.2940376909
2016-10-17,53.7399361253
2016-10-18,53.7399361253
2016-10-19,53.9219980683
2016-10-20,53.8428407018
2016-10-21,53.7715990719
2016-10-24,54.5077625805
2016-10-25,53.8270092285
2016-10-26,54.4998468438
2016-10-27,52.8454578837
2016-10-28,53.1541716131
2016-10-31,52.8533736204
2016-11-01,52.0855471652
2016-11-02,53.1779188231
2016-11-03,51.9430639055
2016-11-04,52.3784294213
2016-11-07,53.2333289796
2016-11-08,53.3995594493
2016-11-09,54.8323077832
2016-11-10,56.7004216329
2016-11-11,56.6212642664
2016-11-14,56.5579383731
2016-11-15,55.4576509786
2016-11-16,55.1885159325
2016-11-17,56.4787810066
2016-11-18,56.8191576826
2016-11-21,57.8640349206
2016-11-22,58.0460968636
2016-11-23,58.7268502156
2016-11-25,58.5210410627
2016-11-28,57.8640349206
2016-11-29,57.3415963016
2016-11-30,56.7320845795
2016-12-01,58.3231476464
2016-12-02,58.7585131622
2016-12-05,60.2070929694
2016-12-06,60.8086889549
2016-12-07,62.1622799222
2016-12-08,62.6926342779
2016-12-09,61.8219032462
2016-12-12,61.418200677
2016-12-13,60.9986666345
2016-12-14,60.4287335956
2016-12-15,60.3654077024
2016-12-16,59.716317297
2016-12-19,59.6292441938
2016-12-20,59.8508848201
2016-12-21,59.4313507776
2016-12-22,57.0962084654
2016-12-23,56.7954104727
2016-12-27,56.9220622591
2016-12-28,56.312550537
2016-12-29,56.1146571207
2016-12-30,56.1146571207
2017-01-03,56.7795789994
2017-01-04,57.7848775541
2017-01-05,56.811241946
2017-01-06,56.0354997542
2017-01-09,56.0988256474
2017-01-10,56.1542358039
2017-01-11,55.9207215727
2017-01-12,55.9048282314
2017-01-13,56.063761645
2017-01-17,55.4121346492
2017-01-18,55.1101611634
2017-01-19,54.474427509
2017-01-20,54.9432810791
2017-01-23,54.6651476053
2017-01-24,54.7207743001
2017-01-25,54.9909611032
2017-01-26,54.9830144325
2017-01-27,54.0453072923
2017-01-30,53.9737872562
2017-01-31,54.4664808383
2017-02-01,54.2837074127
2017-02-02,55.0545344686
2017-02-03,55.2611479063
2017-02-06,54.6095209106
2017-02-07,54.2996007541
2017-02-08,55.3644546251
2017-02-09,56.6518152753
2017-02-10,56.5961885805
2017-02-13,55.9684015968
2017-02-14,56.1352816811
2017-02-15,55.9207215727
2017-02-16,56.0240282916
2017-02-17,56.4213618255
2017-02-21,56.5802952391
2017-02-22,56.4372551669
2017-02-23,54.4982675211
2017-02-24,59.6079767681
2017-02-27,60.402643836
2017-02-28,60.1324570329
2017-03-01,60.3867504947
2017-03-02,60.8714974061
2017-03-03,60.8476573941
2017-03-06,60.4185371774
2017-03-07,60.1721903863
2017-03-08,61.395977671
2017-03-09,60.776137358
2017-03-10,61.1814175627
2017-03-13,60.3708571533
2017-03-14,60.2834437759
2017-03-15,60.5854172617
2017-03-16,60.2357637518
2017-03-17,60.1324570329
2017-03-20,58.7894696881
2017-03-21,58.3682961421
2017-03-22,57.8756025599
2017-03-23,57.899442572
2017-03-24,57.6848824636
2017-03-27,57.8517625479
2017-03-28,58.121949351
2017-03-29,59.9099502539
2017-03-30,59.8940569126
2017-03-31,59.4490433545
2017-04-03,59.0834965032
2017-04-04,57.5736290741
2017-04-05,56.5802952391
2017-04-06,57.4464823432
2017-04-07,57.4226423312
2017-04-10,57.6610424516
2017-04-11,57.8438158772
2017-04-12,57.9395837843
2017-04-13,57.5325701792
2017-04-17,57.8837191718
2017-04-18,57.9316031254
2017-04-19,57.9794870789
2017-04-20,61.091944059
2017-04-21,60.5253172755
2017-04-24,60.988195493
2017-04-25,61.1318473537
2017-04-26,61.3872284392
2017-04-27,61.203673284
2017-04-28,61.722416114
2017-05-01,61.0201181287
2017-05-02,61.2355959197
2017-05-03,61.3154025089
2017-05-04,60.7567563843
2017-05-05,61.2595378964
2017-05-08,61.0759827412
2017-05-09,61.1877119661
2017-05-10,61.7303967729
2017-05-11,60.5013752987
2017-05-12,59.7591740188
2017-05-15,58.4264039786
2017-05-16,57.2931504115
2017-05-17,56.5509491316
2017-05-18,56.2237421157
2017-05-19,46.8624291985
2017-05-22,48.0994313317
2017-05-23,47.7802049747
2017-05-24,47.5886691606
2017-05-25,47.6126111373
2017-05-26,47.7403016801
2017-05-30,47.6126111373
2017-05-31,47.4130946642
2017-06-01,47.3731913696
2017-06-02,46.3197443917
2017-06-05,45.9685953991
2017-06-06,43.9574693504
2017-06-07,44.1250631878
2017-06-08,42.9997902796
2017-06-09,43.7180495827
2017-06-12,43.7818948541
2017-06-13,43.9734306682
2017-06-14,42.9120030314
2017-06-15,42.1618210926
2017-06-16,41.5313490377
2017-06-19,41.0604901612
2017-06-20,40.1666563617
2017-06-21,38.163510972
2017-06-22,37.9081298864
2017-06-23,38.3311048094
2017-06-26,38.6024472128
2017-06-27,38.7061957788
2017-06-28,38.8737896161
2017-06-29,38.8658089572
2017-06-30,39.3286871748
2017-07-03,40.4140567884
2017-07-05,40.142714385
2017-07-06,39.9671398887
2017-07-07,39.8873332994
2017-07-10,38.6263891895
2017-07-11,38.5625439181
2017-07-12,38.7460990734
2017-07-13,39.0111532337
2017-07-14,38.8906740699
2017-07-17,39.3163671153
2017-07-18,39.019185178
2017-07-19,38.9870574009
2017-07-20,38.5372685228
2017-07-21,37.9188088154
2017-07-24,36.1839088569
2017-07-25,36.7461449545
2017-07-26,37.0272630034
2017-07-27,37.9509365924
2017-07-28,36.9630074493
2017-07-31,37.9027449269
2017-08-01,37.6457227108
2017-08-02,38.2722143625
2017-08-03,38.9950893452
2017-08-04,39.3565268366
2017-08-07,39.2280157285
2017-08-08,40.1918490388
2017-08-09,39.9990823767
2017-08-10,39.4288143348
2017-08-11,39.5974851641
2017-08-14,39.6135490526
2017-08-15,37.8545532614
2017-08-16,39.0111532337
2017-08-17,38.3123740837
2017-08-18,27.6138243396
2017-08-21,25.557646611
2017-08-22,26.6499910293
2017-08-23,28.3126034896
2017-08-24,27.9270701654
2017-08-25,28.8186159775
2017-08-28,28.6740409809
2017-08-29,28.2403159913
2017-08-30,28.3045715453
2017-08-31,28.2965396011
2017-09-01,29.1880854131
2017-09-05,29.1800534688
2017-09-06,29.4772354062
2017-09-07,29.0435104165
2017-09-08,28.6981368137
2017-09-11,28.103772939
2017-09-12,28.6740409809
2017-09-13,28.995318751
2017-09-14,29.4129798521
2017-09-15,29.661970124
2017-09-18,29.123829859
2017-09-19,28.1519646045
2017-09-20,27.7664312804
2017-09-21,27.0676521304
2017-09-22,26.9873326879
2017-09-25,27.8387187787
2017-09-26,28.2081882143
2017-09-27,28.168028493
2017-09-28,27.9993576637
2017-09-29,28.2885076568
2017-10-02,27.9110062769
2017-10-03,27.6138243396
2017-10-04,27.1881312942
2017-10-05,27.6138243396
2017-10-06,27.6379201724
2017-10-09,26.8186618586
2017-10-10,26.9873326879
2017-10-11,26.449192423
2017-10-12,25.493391057
2017-10-13,25.6718366832
2017-10-16,25.1040551452
2017-10-17,25.160833299
2017-10-18,25.2906119363
2017-10-19,25.1364998045
2017-10-20,25.3717235846
2017-10-23,25.6475031887
2017-10-24,25.2500561121
2017-10-25,25.3798347494
2017-10-26,26.8236220889
2017-10-27,25.5907250349
2017-10-30,24.8039420465
2017-10-31,24.3983838051
2017-11-01,24.260494003
2017-11-02,24.3416056513
2017-11-03,24.211827014
2017-11-06,24.0496037175
2017-11-07,23.7170459595
2017-11-08,24.2361605085
2017-11-09,24.828275541
2017-11-10,24.6092740906
2017-11-13,24.0414925526
2017-11-14,24.3334944865
2017-11-15,25.3068342659
2017-11-16,25.8340599798
2017-11-17,33.1097748312
2017-11-20,33.0043296885
2017-11-21,33.0043296885
2017-11-22,32.882662216
2017-11-24,32.5257709636
2017-11-27,31.9579894256
2017-11-28,32.8096617326
2017-11-29,34.5454510059
2017-11-30,34.7482301267
2017-12-01,35.1294548736
2017-12-04,37.1166902567
2017-12-05,35.2024553571
2017-12-06,34.732007797
2017-12-07,35.0564543902
2017-12-08,36.4759082352
2017-12-11,36.0216830048
2017-12-12,36.1514616421
2017-12-13,36.7841324987
2017-12-14,35.9567936862
2017-12-15,37.0274674436
2017-12-18,37.7736946078
2017-12-19,37.481692674
2017-12-20,37.5465819926
2017-12-21,38.9173688487
2017-12-22,38.333364981
2017-12-26,39.3797052439
2017-12-27,38.6740339038
2017-12-28,38.1954751789
2017-12-29,38.0251407175
2018-01-02,38.8443683652
2018-01-03,38.8281460356
2018-01-04,37.5628043223
2018-01-05,38.0900300361
2018-01-08,38.098141201
2018-01-09,37.3113582126
2018-01-10,37.5384708278
2018-01-11,37.5546931574
2018-01-12,38.4874771128
2018-01-16,38.0900300361
2018-01-17,38.9903693321
2018-01-18,39.6635960129
2018-01-19,40.9859879771
2018-01-22,41.1165945909
2018-01-23,42.0553296272
2018-01-24,42.6512223024
2018-01-25,42.8063176563
2018-01-26,42.1124700207
2018-01-29,41.8594197066
2018-01-30,40.732937663
2018-01-31,40.1207191611
2018-02-01,40.1696966412
2018-02-02,39.4921748324
2018-02-05,37.2473736586
2018-02-06,38.8881192438
2018-02-07,39.1901470381
2018-02-08,37.4514464926
2018-02-09,37.7453113735
2018-02-12,37.8269405071
2018-02-13,38.0718279079
2018-02-14,39.6554330996
2018-02-15,40.1941853813
2018-02-16,40.1370449878
2018-02-20,39.3207536518
2018-02-21,39.5248264858
2018-02-22,39.3942198721
2018-02-23,39.3860569587
2018-02-26,40.2594886882
2018-02-27,38.8064901102
2018-02-28,37.4759352326
2018-03-01,37.4514464926
2018-03-02,32.6843050907
2018-03-05,33.9822083148
2018-03-06,34.3658652427
2018-03-07,33.2393831991
2018-03-08,33.3455010728
2018-03-09,34.7413592573
2018-03-12,35.3617406726
2018-03-13,35.802537994
2018-03-14,35.3127631924
2018-03-15,35.4760214596
2018-03-16,36.006610828
2018-03-19,35.7698863405
2018-03-20,35.6066280734
2018-03-21,35.7209088604
2018-03-22,34.1862811488
2018-03-23,35.7045830337
2018-03-26,36.9453458643
2018-03-27,36.006610828
2018-03-28,36.553526023
2018-03-29,37.1739074383
2018-04-02,35.7698863405
2018-04-03,37.4187948391
2018-04-04,39.0105629442
2018-04-05,39.1085179045
2018-04-06,37.9248954674
2018-04-09,37.2310478319
2018-04-10,38.0718279079
2018-04-11,37.6391934998
2018-04-12,37.4922610594
2018-04-13,36.8963683841
2018-04-16,35.3862294126
2018-04-17,34.5862639034
2018-04-18,34.6270784702
2018-04-19,34.2719917391
2018-04-20,33.646470276
2018-04-23,33.9180782797
2018-04-24,34.3296055581
2018-04-25,34.5189081061
2018-04-26,35.5230346652
2018-04-27,36.551852861
2018-04-30,35.4571903007
2018-05-01,35.0703546591
2018-05-02,35.0621241135
2018-05-03,34.2802222847
2018-05-04,34.2966833758
2018-05-07,33.3501706356
2018-05-08,34.5106775605
2018-05-09,34.1238419189
2018-05-10,34.4530637416
2018-05-11,35.0538935679
2018-05-14,35.7534899411
2018-05-15,35.9016397613
2018-05-16,36.3378586763
2018-05-17,36.1567866738
2018-05-18,35.7534899411
2018-05-21,36.2884754029
2018-05-22,36.4366252231
2018-05-23,37.0621466862
2018-05-24,38.1815008832
2018-05-25,45.8770609879
2018-05-29,44.9058566111
2018-05-30,44.9058566111
2018-05-31,44.4202544227
2018-06-01,45.021084249
2018-06-04,45.8852915335
2018-06-05,46.9634930027
2018-06-06,46.9141097293
2018-06-07,47.4490951911
2018-06-08,48.4943744781
2018-06-11,47.7453948315
2018-06-12,47.6877810126
2018-06-13,47.0951817318
2018-06-14,47.4490951911
2018-06-15,46.807112637
2018-06-18,46.008749717
2018-06-19,46.1157468094
2018-06-20,46.6754239079
2018-06-21,46.7577293636
2018-06-22,44.9223177022
2018-06-25,43.7618107773
2018-06-26,44.2227213291
2018-06-27,43.901730052
2018-06-28,44.5025598783
2018-06-29,43.3338224079
2018-07-02,42.8317591283
2018-07-03,42.9469867662
2018-07-05,42.9058340384
2018-07-06,43.045753313
2018-07-09,44.0004965988
2018-07-10,43.6383525938
2018-07-11,42.8235285827
2018-07-12,42.7329925815
2018-07-13,43.350283499
2018-07-16,43.4655111369
2018-07-17,43.2597474978
2018-07-18,43.4737416825
2018-07-19,43.9881507804
2018-07-20,43.4165533409
2018-07-23,42.8449559014
2018-07-24,41.1053115202
2018-07-25,40.7656666649
2018-07-26,40.2603413922
2018-07-27,39.2248387844
2018-07-30,40.0035367455
2018-07-31,40.4343058304
2018-08-01,39.6390398275
2018-08-02,39.4816434312
2018-08-03,39.067442388
2018-08-06,38.9266140334
2018-08-07,39.3988032225
2018-08-08,38.9348980542
2018-08-09,39.4402233268
2018-08-10,39.7384480779
2018-08-13,39.8378563282
2018-08-14,40.5005779973
2018-08-15,40.0532408707
2018-08-16,41.2130037914
2018-08-17,41.9999857734
2018-08-20,42.8780919848
2018-08-21,43.350281174
2018-08-22,43.1846007567
2018-08-23,44.070990989
