date,PXD
2016-10-24,144.0925639126
2016-10-25,142.3043326656
2016-10-26,142.3043326656
2016-10-27,142.0244356009
2016-10-28,141.2158440805
2016-10-31,139.1865903611
2016-11-01,140.7026994618
2016-11-02,133.1610285507
2016-11-03,134.6382630591
2016-11-04,133.0366298553
2016-11-07,134.8481858576
2016-11-08,136.092172812
2016-11-09,138.1680760422
2016-11-10,139.5053620182
2016-11-11,133.7985718649
2016-11-14,134.9959093085
2016-11-15,138.9611177256
2016-11-16,138.8056193563
2016-11-17,136.7297161262
2016-11-18,138.5412721285
2016-11-21,142.3976316872
2016-11-22,142.3587570949
2016-11-23,144.2325124449
2016-11-25,141.4024421237
2016-11-28,134.5294142006
2016-11-29,135.0270089823
2016-11-30,148.5320423561
2016-12-01,147.3891293417
2016-12-02,145.8185958118
2016-12-05,146.3628401044
2016-12-06,143.6571684785
2016-12-07,144.4424352435
2016-12-08,145.3987502147
2016-12-09,145.437624807
2016-12-12,146.9148593154
2016-12-13,148.6953156439
2016-12-14,145.8496954857
2016-12-15,145.7408466272
2016-12-16,143.8282166848
2016-12-19,144.6290332867
2016-12-20,144.3646860588
2016-12-21,143.7115929078
2016-12-22,145.3443257854
2016-12-23,143.8437665217
2016-12-27,143.8359916032
2016-12-28,141.3557926129
2016-12-29,141.2313939174
2016-12-30,140.0029568
2017-01-03,145.0799785576
2017-01-04,143.1906733706
2017-01-05,144.3802358958
2017-01-06,143.8904160325
2017-01-09,141.9700111716
2017-01-10,140.9359470158
2017-01-11,142.1954838071
2017-01-12,141.9389114978
2017-01-13,141.4801913083
2017-01-17,140.7415740541
2017-01-18,142.2887828287
2017-01-19,143.0196251644
2017-01-20,143.8126668478
2017-01-23,142.2032587256
2017-01-24,140.5316512556
2017-01-25,140.1584551693
2017-01-26,141.6823391884
2017-01-27,141.0836704666
2017-01-30,139.0155421549
2017-01-31,140.1273554954
2017-02-01,140.4616769894
2017-02-02,142.6386541596
2017-02-03,142.9341010613
2017-02-06,140.7882235649
2017-02-07,136.0221985459
2017-02-08,141.2547186728
2017-02-09,148.9596628717
2017-02-10,151.1910644711
2017-02-13,153.1969934351
2017-02-14,154.6431282696
2017-02-15,153.7256878908
2017-02-16,150.219199663
2017-02-17,149.2784345287
2017-02-21,150.5690709939
2017-02-22,146.2695410828
2017-02-23,143.7893420924
2017-02-24,144.115888668
2017-02-27,145.1732775792
2017-02-28,144.5901586943
2017-03-01,150.4602221354
2017-03-02,148.6331162962
2017-03-03,150.9733667541
2017-03-06,150.8411931402
2017-03-07,150.786768711
2017-03-08,143.2528727183
2017-03-09,145.9740941811
2017-03-10,143.6182938862
2017-03-13,143.3772714138
2017-03-14,139.4120629966
2017-03-15,143.1673486152
2017-03-16,142.560904975
2017-03-17,143.6727183155
2017-03-20,143.0507248383
2017-03-21,141.7367636177
2017-03-22,141.7600883731
2017-03-23,141.1536447328
2017-03-24,140.656049951
2017-03-27,140.2595291093
2017-03-28,144.1236635864
2017-03-29,146.4483642075
2017-03-30,141.9068473905
2017-03-31,144.8230611
2017-04-03,144.2398183581
2017-04-04,146.051759143
2017-04-05,146.4328110677
2017-04-06,148.0969970246
2017-04-07,147.6226262612
2017-04-10,148.0192313257
2017-04-11,147.7159450999
2017-04-12,145.3440912828
2017-04-13,141.580231455
2017-04-17,142.3190055948
2017-04-18,140.4681819605
2017-04-19,136.1366325306
2017-04-20,135.6544851973
2017-04-21,135.8022400252
2017-04-24,136.6498861435
2017-04-25,138.6951240251
2017-04-26,137.5752979606
2017-04-27,134.0369586597
2017-04-28,134.5268825629
2017-05-01,134.091394649
2017-05-02,132.5438572405
2017-05-03,132.8315903265
2017-05-04,128.8033271224
2017-05-05,131.8984019394
2017-05-08,134.1147243586
2017-05-09,131.7973065308
2017-05-10,133.1893125415
2017-05-11,133.1815359716
2017-05-12,133.4770456275
2017-05-15,135.1956675736
2017-05-16,135.9266651435
2017-05-17,134.7212968102
2017-05-18,134.3402448855
2017-05-19,137.3497774338
2017-05-22,134.9701470468
2017-05-23,135.1101253048
2017-05-24,135.0479127457
2017-05-25,131.1285215201
2017-05-26,132.3883258426
2017-05-30,128.3756157783
2017-05-31,129.7598452191
2017-06-01,129.8453874879
2017-06-02,128.2200843805
2017-06-05,128.7100082837
2017-06-06,131.1985106491
2017-06-07,128.2822969396
2017-06-08,127.0924817461
2017-06-09,131.7739768211
2017-06-12,130.4986193588
2017-06-13,131.2296169287
2017-06-14,128.2045312407
2017-06-15,122.8853574345
2017-06-16,123.4841533162
2017-06-19,123.4841533162
2017-06-20,122.776485456
2017-06-21,120.5601630368
2017-06-22,120.3424190798
2017-06-23,121.2600543271
2017-06-26,120.7001412948
2017-06-27,119.969143725
2017-06-28,121.05008694
2017-06-29,123.2353030796
2017-06-30,124.0985023377
2017-07-03,126.5792281332
2017-07-05,123.9663006495
2017-07-06,122.0843707356
2017-07-07,121.337820026
2017-07-10,123.2353030796
2017-07-11,124.720627929
2017-07-12,124.5106605419
2017-07-13,124.9305953161
2017-07-14,125.156115843
2017-07-17,126.6258875526
2017-07-18,125.5916037569
2017-07-19,127.4890868106
2017-07-20,126.9758331977
2017-07-21,124.5884262409
2017-07-24,124.5028839721
2017-07-25,126.4470264451
2017-07-26,126.4470264451
2017-07-27,127.457980531
2017-07-28,125.5216146279
2017-07-31,126.8358549397
2017-08-01,126.9680566278
2017-08-02,113.2890701877
2017-08-03,105.0770123817
2017-08-04,105.2480969193
2017-08-07,100.8154520808
2017-08-08,105.2792031989
2017-08-09,106.9667188654
2017-08-10,105.1858843601
2017-08-11,104.2215896935
2017-08-14,103.3039544463
2017-08-15,103.972739457
2017-08-16,102.3629894893
2017-08-17,102.0830329732
2017-08-18,102.6118397259
2017-08-21,99.4934351992
2017-08-22,99.5867540379
2017-08-23,100.86988807
2017-08-24,99.8589339841
2017-08-25,100.4732830056
2017-08-28,99.8978168335
2017-08-29,99.5089883389
2017-08-30,100.1622202099
2017-08-31,100.8232286507
2017-09-01,101.59310907
2017-09-05,101.9741609947
2017-09-06,103.4905921237
2017-09-07,102.4796380377
2017-09-08,99.9289231131
2017-09-11,100.8543349303
2017-09-12,101.0331960378
2017-09-13,105.3802986074
2017-09-14,106.4845715321
2017-09-15,106.4845715321
2017-09-18,106.5390075214
2017-09-19,106.6089966504
2017-09-20,109.8596028653
2017-09-21,110.4350690373
2017-09-22,111.9903830157
2017-09-25,114.0511740371
2017-09-26,114.7666184672
2017-09-27,116.3219324456
2017-09-28,114.7743950371
2017-09-29,114.766616359
2017-10-02,117.6836206381
2017-10-03,119.0215532675
2017-10-04,118.0492185078
2017-10-05,117.5824978231
2017-10-06,117.0457690358
2017-10-09,117.4269242616
2017-10-10,117.2013425973
2017-10-11,115.9100820364
2017-10-12,113.7553882089
2017-10-13,111.9507348949
2017-10-16,111.7718252991
2017-10-17,113.06308586
2017-10-18,112.8608402299
2017-10-19,111.2195391555
2017-10-20,112.5963651753
2017-10-23,111.9585135729
2017-10-24,111.4062274294
2017-10-25,110.6439169778
2017-10-26,110.6983677243
2017-10-27,113.0864218942
2017-10-30,113.770945565
2017-10-31,116.4234747896
2017-11-01,119.768306363
2017-11-02,114.968861989
2017-11-03,116.9057528304
2017-11-06,123.5254078745
2017-11-07,125.7578884828
2017-11-08,124.1243660865
2017-11-09,125.3456185447
2017-11-10,123.6265306895
2017-11-13,122.0630163959
2017-11-14,118.865979706
2017-11-15,117.8547515559
2017-11-16,117.4891536862
2017-11-17,118.4070376994
2017-11-20,117.8547515559
2017-11-21,118.4148163775
2017-11-22,119.8538718218
2017-11-24,119.869429178
2017-11-27,117.1313344946
2017-11-28,117.5280470766
2017-11-29,117.5824978231
2017-11-30,121.3784927251
2017-12-01,122.2497046698
2017-12-04,121.6196317455
2017-12-05,119.6827409041
2017-12-06,117.1935639192
2017-12-07,119.9861093492
2017-12-08,121.269591232
2017-12-11,123.4242850595
2017-12-12,123.673202758
2017-12-13,122.171917889
2017-12-14,121.7985413413
2017-12-15,121.2151404854
2017-12-18,123.9221204565
2017-12-19,124.6144228054
2017-12-20,130.0594974598
2017-12-21,131.3196433084
2017-12-22,133.1087392663
2017-12-26,135.3412198746
2017-12-27,134.1355247726
2017-12-28,134.2444262657
2017-12-29,134.4544505738
2018-01-02,134.5089013203
2018-01-03,137.1692092229
2018-01-04,137.8926262841
2018-01-05,137.3014467502
2018-01-08,138.8727397219
2018-01-09,138.4215763934
2018-01-10,139.0049772492
2018-01-11,143.2599141578
2018-01-12,144.8000924172
2018-01-16,141.9686535969
2018-01-17,143.3765943289
2018-01-18,143.4232663974
2018-01-19,142.48204635
2018-01-22,144.9167725883
2018-01-23,144.6911909241
2018-01-24,146.4958442381
2018-01-25,146.6280817654
2018-01-26,146.5191802723
2018-01-29,145.4612800538
2018-01-30,142.085333768
2018-01-31,142.27980072
2018-02-01,145.189026321
2018-02-02,139.0360919615
2018-02-05,133.6532467317
2018-02-06,135.3101051623
2018-02-07,137.0603077298
2018-02-08,131.5841183631
2018-02-09,128.3870816731
2018-02-12,133.0387311636
2018-02-13,133.9255004645
2018-02-14,139.6272714955
2018-02-15,139.6972795982
2018-02-16,139.0749853519
2018-02-20,138.6549367357
2018-02-21,135.9168420524
2018-02-22,138.0015277772
2018-02-23,140.0162053993
2018-02-26,139.7750663789
2018-02-27,135.8701699839
2018-02-28,132.4164369174
2018-03-01,131.5841183631
2018-03-02,131.374094055
2018-03-05,133.5521239167
2018-03-06,132.2064126093
2018-03-07,132.3697648489
2018-03-08,130.4328740076
2018-03-09,133.4276650675
2018-03-12,133.1631900129
2018-03-13,131.8952654862
2018-03-14,131.4907742261
2018-03-15,129.5694407409
2018-03-16,131.7241345685
2018-03-19,129.3127443644
2018-03-20,132.1286258285
2018-03-21,136.4146774493
2018-03-22,134.0577379918
2018-03-23,134.1588608068
2018-03-26,136.5702510109
2018-03-27,133.5987959852
2018-03-28,130.4328740076
2018-03-29,133.7497558323
2018-04-02,129.9579214458
2018-04-03,131.9433788761
2018-04-04,131.8032289398
2018-04-05,134.2558528243
2018-04-06,130.9078265693
2018-04-09,131.8577316928
2018-04-10,138.8418701828
2018-04-11,141.535863402
2018-04-12,142.1821103302
2018-04-13,146.6279777525
2018-04-16,148.8158739796
2018-04-17,150.4120260314
2018-04-18,151.4008616928
2018-04-19,152.1950446649
2018-04-20,151.7901670712
2018-04-23,153.658832888
2018-04-24,152.6544250115
2018-04-25,154.8656795613
2018-04-26,156.2905372465
2018-04-27,155.1693377565
2018-04-30,156.9289980672
2018-05-01,154.834535131
2018-05-02,152.8646499159
2018-05-03,149.6022708442
2018-05-04,151.1984228959
2018-05-07,152.4519862147
2018-05-08,153.8924161151
2018-05-09,156.9056397445
2018-05-10,158.2059197087
2018-05-11,157.4117367366
2018-05-14,156.9835008202
2018-05-15,158.0969142027
2018-05-16,160.4561047963
2018-05-17,165.3068498122
2018-05-18,163.2279590911
2018-05-21,163.3836812425
2018-05-22,157.8088282226
2018-05-23,155.3328460155
2018-05-24,150.4509565693
2018-05-25,148.4343547087
2018-05-29,148.6212212904
2018-05-30,153.0904470354
2018-05-31,150.3497371708
2018-06-01,149.4231903701
2018-06-04,148.4421408163
2018-06-05,148.8392323023
2018-06-06,148.6990823661
2018-06-07,152.156114127
2018-06-08,150.4587426768
2018-06-11,149.13510439
2018-06-12,150.2329455573
2018-06-13,150.1628705892
2018-06-14,149.0650294218
2018-06-15,143.4201014338
2018-06-18,143.7315457366
2018-06-19,140.2589417605
2018-06-20,142.6726351071
2018-06-21,138.6082869557
2018-06-22,144.5490870314
2018-06-25,141.9173826729
2018-06-26,145.0396118083
2018-06-27,150.1161539438
2018-06-28,147.0406414537
2018-06-29,147.3442996489
2018-07-02,144.2064982984
2018-07-03,144.9695368402
2018-07-05,142.7427100753
2018-07-06,144.0585622545
2018-07-09,147.3442996489
2018-07-10,147.795893888
2018-07-11,142.1665381151
2018-07-12,141.987457641
2018-07-13,143.6926151988
2018-07-16,142.4857685255
2018-07-17,142.2054686529
2018-07-18,141.8940243502
2018-07-19,142.4624102027
2018-07-20,140.8896164737
2018-07-23,141.1699163462
2018-07-24,145.732575382
2018-07-25,146.8849193023
2018-07-26,146.7291971509
2018-07-27,144.8371730115
2018-07-30,148.9248794856
2018-07-31,147.3676579717
2018-08-01,146.1140946529
2018-08-02,146.8304165493
2018-08-03,143.3500264657
2018-08-06,144.9072479796
2018-08-07,145.2654089278
2018-08-08,146.402180633
2018-08-09,144.5490870314
2018-08-10,144.9306063023
2018-08-13,142.5792018163
2018-08-14,142.7504961828
2018-08-15,135.2369023781
2018-08-16,134.7697359239
2018-08-17,134.8553831072
2018-08-20,134.3181416848
2018-08-21,135.2758329159
2018-08-22,137.0744237645
2018-08-23,136.1478769637
2018-08-24,137.0666376569
2018-08-27,138.1177621789
2018-08-28,136.8719849677
2018-08-29,136.739621139
2018-08-30,136.0544436729
2018-08-31,136.0232992426
2018-09-04,133.2203005175
2018-09-05,131.7565122944
2018-09-06,128.1826889199
2018-09-07,126.2828786729
2018-09-10,127.0848477526
2018-09-11,129.5764021749
2018-09-12,132.3404703621
2018-09-13,132.4961925135
2018-09-14,132.6986313103
2018-09-17,133.2280866251
2018-09-18,135.3147634538
2018-09-19,135.4782717127
2018-09-20,133.446097637
2018-09-21,134.3259277924
2018-09-24,136.1400908562
2018-09-25,138.1099760713
2018-09-26,135.4782717127
2018-09-27,134.0456279199
2018-09-28,135.7523716707
2018-10-01,138.8930919063
2018-10-02,138.8697118549
2018-10-03,143.0625344027
2018-10-04,141.1999236426
2018-10-05,142.9144607439
2018-10-08,141.714284773
2018-10-09,146.452641853
2018-10-10,139.734773756
2018-10-11,133.7806540042
2018-10-12,135.2458038908
2018-10-15,135.0509701293
2018-10-16,135.2613905917
2018-10-17,132.6272381361
2018-10-18,130.8503542311
2018-10-19,129.9774989795
2018-10-22,127.0471992064
2018-10-23,123.8986856204
2018-10-24,116.884670206
2018-10-25,119.7136564231
2018-10-26,116.6352829912
2018-10-29,111.5072583883
2018-10-30,113.6114630126
2018-10-31,114.7726722312
2018-11-01,116.5729361876
2018-11-02,114.4843182642
2018-11-05,115.5598006277
2018-11-06,115.7468410387
2018-11-07,126.0262702961
2018-11-08,121.9737280567
2018-11-09,124.5533270591
2018-11-12,120.2669843058
2018-11-13,117.1340574207
2018-11-14,117.4302047382
2018-11-15,120.6878252307
2018-11-16,121.9581413557
2018-11-19,122.4958825375
2018-11-20,117.7886988594
2018-11-21,119.9864236892
2018-11-23,114.6947387266
2018-11-26,117.0872973179
2018-11-27,114.6557719743
2018-11-28,115.2636533102
2018-11-29,116.2534088187
2018-11-30,115.1467530533
2018-12-03,119.5344093625
2018-12-04,113.533529508
2018-12-06,111.1487642671
2018-12-07,111.4449115846
2018-12-10,109.5433340722
2018-12-11,108.0703908352
2018-12-12,109.387467063
2018-12-13,108.015837382
2018-12-14,106.8780082147
2018-12-17,103.9866751939
2018-12-18,102.9267795313
2018-12-19,103.3164470543
2018-12-20,100.2380736224
2018-12-21,97.4792275594
2018-12-24,93.917666399
2018-12-26,101.3369360374
2018-12-27,101.3759027897
2018-12-28,101.7110168595
2018-12-31,102.498145256
2019-01-02,104.664696684
2019-01-03,104.9998107538
2019-01-04,108.5535785637
2019-01-07,110.9149637533
2019-01-08,110.8214435477
2019-01-09,113.634843064
2019-01-10,113.1906220877
2019-01-11,110.8526169496
2019-01-14,111.3591847295
2019-01-15,111.468291636
2019-01-16,111.8657525094
2019-01-17,111.655332047
2019-01-18,112.9256481721
2019-01-22,109.0913197455
2019-01-23,107.0962220276
2019-01-24,107.7898302186
2019-01-25,109.286153507
2019-01-28,108.8808992831
2019-01-29,109.2627734556
2019-01-30,110.283702366
2019-01-31,110.9149637533
2019-02-01,111.452704935
2019-02-04,112.6684676069
2019-02-05,111.9047192617
2019-02-06,110.5019161789
2019-02-07,106.6052409486
2019-02-08,105.7635590989
2019-02-11,107.2754690882
2019-02-12,110.1901821604
2019-02-13,113.7439499704
2019-02-14,111.5072583883
2019-02-15,113.2763489428
2019-02-19,113.4400093024
2019-02-20,110.1044553054
2019-02-21,106.1064665192
2019-02-22,110.7668900945
2019-02-25,111.3903581313
2019-02-26,111.2578711735
2019-02-27,110.3304624687
2019-02-28,109.8472747402
2019-03-01,112.5827407518
2019-03-04,112.2632133829
2019-03-05,110.9461371551
2019-03-06,108.1327376389
2019-03-07,106.238953477
2019-03-08,101.5941166026
2019-03-11,103.2151334983
2019-03-12,105.2336112676
2019-03-13,105.7401790475
2019-03-14,106.2779202293
2019-03-15,105.7323856971
2019-03-18,108.000250681
2019-03-19,107.711896714
2019-03-20,112.5671540509
2019-03-21,113.4633893538
2019-03-22,109.5433340722
2019-03-25,109.0523529932
2019-03-26,111.4994650378
2019-03-27,114.6791520257
2019-03-28,119.4175091056
2019-03-29,118.9255005337
2019-04-01,117.9180544102
2019-04-02,115.7235399861
2019-04-03,114.0678920932
2019-04-04,115.2081024345
2019-04-05,117.6759549541
2019-04-08,118.4959692407
2019-04-09,116.3170741364
2019-04-10,117.5275714166
2019-04-11,117.8633867911
2019-04-12,131.4521949687
2019-04-15,130.9992346961
2019-04-16,133.7326156513
2019-04-17,135.1071157888
2019-04-18,136.7159057225
2019-04-22,137.3641074919
2019-04-23,137.2313432741
2019-04-24,134.6151072169
2019-04-25,131.2100955126
2019-04-26,128.8125299319
2019-04-29,129.4451123815
2019-04-30,129.9995982324
2019-05-01,123.3770066608
2019-05-02,119.8548500585
2019-05-03,121.900980945
2019-05-06,122.0571741424
2019-05-07,115.5595371288
2019-05-08,120.0891398546
2019-05-09,119.8001824394
2019-05-10,118.4334919617
2019-05-13,114.9738126383
2019-05-14,117.4182361783
2019-05-15,118.3085374038
2019-05-16,121.1200149578
2019-05-17,120.4796228482
2019-05-20,120.432764889
2019-05-21,123.3223390417
2019-05-22,119.6049409426
2019-05-23,113.6930284193
2019-05-24,114.8020001212
2019-05-28,115.5048695097
2019-05-29,114.4818040664
2019-05-30,112.794917534
2019-05-31,110.8659315456
2019-06-03,111.3735594373
2019-06-04,112.9433010716
2019-06-05,110.5066871915
2019-06-06,112.4591021595
2019-06-07,113.224448827
2019-06-10,113.0292073302
2019-06-11,114.1225597123
2019-06-12,110.3661133138
2019-06-13,111.8733776691
2019-06-14,110.5691644704
2019-06-17,112.9354914117
2019-06-18,116.9808952255
2019-06-19,115.9265911428
2019-06-20,120.5342904673
2019-06-21,121.2137308762
2019-06-24,118.1445345465
2019-06-25,115.7313496459
2019-06-26,118.113295907
2019-06-27,117.7774805325
2019-06-28,120.1594267935
