date,LLL
2016-09-29,144.0666895736
2016-09-30,144.0475762483
2016-10-03,144.334276128
2016-10-04,143.5124031394
2016-10-05,143.7799896938
2016-10-06,145.7773321894
2016-10-07,144.8790058996
2016-10-10,144.3533894533
2016-10-11,142.9294467173
2016-10-12,142.5471802109
2016-10-13,142.4420569217
2016-10-14,141.9546671261
2016-10-17,141.6488539211
2016-10-18,142.6045201869
2016-10-19,141.5819572824
2016-10-20,140.7696409565
2016-10-21,139.8426446786
2016-10-24,140.6262910166
2016-10-25,141.371710704
2016-10-26,142.1171303913
2016-10-27,131.6430281178
2016-10-28,133.8888438425
2016-10-31,130.8689384425
2016-11-01,130.3815486469
2016-11-02,128.8811526096
2016-11-03,128.1070629343
2016-11-04,128.6231227178
2016-11-07,131.4901215153
2016-11-08,131.6239147925
2016-11-09,141.7730905356
2016-11-10,143.942452959
2016-11-11,144.2387095014
2016-11-14,147.1057082989
2016-11-15,145.452405659
2016-11-16,144.3579123095
2016-11-17,143.9834803742
2016-11-18,146.1244629789
2016-11-21,146.0380556092
2016-11-22,145.9900515149
2016-11-23,148.8030914396
2016-11-25,150.1184036228
2016-11-28,150.2720167244
2016-11-29,152.2977895029
2016-11-30,151.4721190814
2016-12-01,151.2032961534
2016-12-02,150.9536748632
2016-12-05,152.1345755824
2016-12-06,152.1345755824
2016-12-07,155.1108294276
2016-12-08,151.9905632996
2016-12-09,152.1249747635
2016-12-12,151.7505428282
2016-12-13,151.8465510167
2016-12-14,151.7409420093
2016-12-15,151.7697444659
2016-12-16,151.0688846894
2016-12-19,149.0527127298
2016-12-20,149.8495806948
2016-12-21,147.8622111917
2016-12-22,147.6605939958
2016-12-23,147.0365407702
2016-12-27,147.0269399513
2016-12-28,145.654022855
2016-12-29,146.8637260308
2016-12-30,146.0380556092
2017-01-03,146.2108703486
2017-01-04,146.1532654355
2017-01-05,146.249273624
2017-01-06,147.9582193803
2017-01-09,146.7677178422
2017-01-10,144.9339614409
2017-01-11,141.6120781169
2017-01-12,139.8935315418
2017-01-13,142.9465919378
2017-01-17,142.668168191
2017-01-18,142.5625591836
2017-01-19,145.8460392321
2017-01-20,145.3659982893
2017-01-23,143.7146574462
2017-01-24,143.6282500765
2017-01-25,144.8283524334
2017-01-26,149.436745484
2017-01-27,152.0865714881
2017-01-30,150.8576666746
2017-01-31,152.3553944161
2017-02-01,151.3185059797
2017-02-02,151.0208805952
2017-02-03,153.7283115124
2017-02-06,154.5827843905
2017-02-07,154.3331631003
2017-02-08,153.7955172444
2017-02-09,155.0532245144
2017-02-10,156.5989563501
2017-02-13,158.8647496
2017-02-14,159.1143708903
2017-02-15,161.4377690533
2017-02-16,161.7641968943
2017-02-17,161.5145756041
2017-02-21,162.0618222789
2017-02-22,162.2826411125
2017-02-23,159.8056298478
2017-02-24,160.4680863489
2017-02-27,162.8778918816
2017-02-28,162.3185717081
2017-03-01,164.7197910734
2017-03-02,161.6435301195
2017-03-03,161.5760259607
2017-03-06,162.3475020619
2017-03-07,163.0418305531
2017-03-08,161.5760259607
2017-03-09,163.7554459468
2017-03-10,164.2472619613
2017-03-13,164.199044705
2017-03-14,164.2761923151
2017-03-15,164.2954792177
2017-03-16,161.8846164012
2017-03-17,163.4179251525
2017-03-20,162.0099812676
2017-03-21,161.2867224227
2017-03-22,163.0900478094
2017-03-23,162.2607110005
2017-03-24,160.9684885309
2017-03-27,159.377319072
2017-03-28,160.7563326031
2017-03-29,160.862410567
2017-03-30,160.717758798
2017-03-31,159.3966059746
2017-04-03,159.0012244727
2017-04-04,158.8662161549
2017-04-05,156.61929201
2017-04-06,157.091821122
2017-04-07,159.8884219891
2017-04-10,160.1873689784
2017-04-11,161.296365874
2017-04-12,160.5152463214
2017-04-13,160.3609511012
2017-04-17,160.6020373828
2017-04-18,160.1873689784
2017-04-19,160.6502546391
2017-04-20,162.1449895854
2017-04-21,161.9039033037
2017-04-24,164.0833232898
2017-04-25,164.3822702791
2017-04-26,165.6359189436
2017-04-27,167.7381913196
2017-04-28,165.6455623949
2017-05-01,163.7168721417
2017-05-02,163.1768388708
2017-05-03,162.386075867
2017-05-04,162.0003378164
2017-05-05,162.9743263942
2017-05-08,160.0812910144
2017-05-09,161.7881818885
2017-05-10,162.5210841847
2017-05-11,161.95212056
2017-05-12,159.4255363284
2017-05-15,159.3869625233
2017-05-16,157.853653772
2017-05-17,156.2914146669
2017-05-18,155.6810527078
2017-05-19,157.6283980059
2017-05-22,160.3120529689
2017-05-23,159.0622641955
2017-05-24,159.6920027247
2017-05-25,162.7535008052
2017-05-26,161.9299965747
2017-05-30,160.9611680682
2017-05-31,163.3347979091
2017-06-01,161.9590614299
2017-06-02,163.1894736331
2017-06-05,160.932103213
2017-06-06,158.5681616572
2017-06-07,157.6962160013
2017-06-08,159.1979001864
2017-06-09,161.1064923442
2017-06-12,161.7265425883
2017-06-13,162.5597351039
2017-06-14,163.1216556377
2017-06-15,162.6953710948
2017-06-16,161.7459191585
2017-06-19,164.4586389766
2017-06-20,164.952741515
2017-06-21,164.206743565
2017-06-22,163.5770050357
2017-06-23,162.6469296695
2017-06-26,161.222751765
2017-06-27,160.8545969325
2017-06-28,162.8019422305
2017-06-29,160.8739735026
2017-06-30,161.8718668643
2017-07-03,165.262766637
2017-07-05,165.9893880169
2017-07-06,163.7901473072
2017-07-07,166.1637771481
2017-07-10,164.7395992435
2017-07-11,164.3714444111
2017-07-12,164.206743565
2017-07-13,163.7223293117
2017-07-14,166.745074252
2017-07-17,166.6191265461
2017-07-18,164.5748983974
2017-07-19,166.599749976
2017-07-20,172.1802021734
2017-07-21,171.1144908162
2017-07-24,172.1414490331
2017-07-25,171.7829824857
2017-07-26,170.0487794591
2017-07-27,170.5331937123
2017-07-28,170.8722836896
2017-07-31,169.5159237805
2017-08-01,168.9249383916
2017-08-02,169.5159237805
2017-08-03,169.9325200383
2017-08-04,170.5138171422
2017-08-07,171.075737676
2017-08-08,172.6258632864
2017-08-09,176.0652044844
2017-08-10,177.5765769545
2017-08-11,177.9059786467
2017-08-14,177.2956166876
2017-08-15,176.5011773123
2017-08-16,176.5206339818
2017-08-17,173.7383302442
2017-08-18,173.2421851721
2017-08-21,175.2267654605
2017-08-22,175.7618238716
2017-08-23,174.4095853417
2017-08-24,175.1781237867
2017-08-25,174.3512153333
2017-08-28,174.0399086214
2017-08-29,176.8903107022
2017-08-30,176.6762873378
2017-08-31,176.549818986
2017-09-01,177.2502590878
2017-09-05,177.8826008464
2017-09-06,176.1801422657
2017-09-07,176.549818986
2017-09-08,177.2502590878
2017-09-11,178.281462571
2017-09-12,179.3904927321
2017-09-13,177.7561324947
2017-09-14,179.088914355
2017-09-15,180.6065345755
2017-09-18,182.2117098087
2017-09-19,184.2741167751
2017-09-20,184.3616717878
2017-09-21,185.1496669023
2017-09-22,184.1379200886
2017-09-25,184.1768334276
2017-09-26,183.8752550504
2017-09-27,183.8363417114
2017-09-28,182.775953224
2017-09-29,183.3110116351
2017-10-02,186.3462520761
2017-10-03,185.2664069192
2017-10-04,183.4958499953
2017-10-05,184.2643884403
2017-10-06,184.2352034361
2017-10-09,182.5911148638
2017-10-10,182.4743748469
2017-10-11,182.5619298596
2017-10-12,183.6904166902
2017-10-13,182.4646465121
2017-10-16,181.2875180078
2017-10-17,181.0443096391
2017-10-18,180.7524595967
2017-10-19,182.4743748469
2017-10-20,184.2741167751
2017-10-23,184.0600934106
2017-10-24,183.0969882707
2017-10-25,183.3596533088
2017-10-26,180.4119678806
2017-10-27,183.9628100632
2017-10-30,182.6689415418
2017-10-31,182.0949697918
2017-11-01,180.509251228
2017-11-02,182.4646465121
2017-11-03,181.4528996985
2017-11-06,181.3361596815
2017-11-07,181.0443096391
2017-11-08,181.96850144
2017-11-09,179.740712783
2017-11-10,179.2153827067
2017-11-13,180.0909328339
2017-11-14,179.6920711093
2017-11-15,178.1160808803
2017-11-16,180.8886562831
2017-11-17,180.1072376049
2017-11-20,184.8250528749
2017-11-21,186.0557872931
2017-11-22,184.8055174079
2017-11-24,185.6064715531
2017-11-27,188.3219014601
2017-11-28,190.2461449553
2017-11-29,191.8871241796
2017-11-30,193.977419144
2017-12-01,190.9982604331
2017-12-04,188.4586497288
2017-12-05,190.5196414927
2017-12-06,190.1191644201
2017-12-07,189.1228556053
2017-12-08,189.3475134753
2017-12-11,188.9177332022
2017-12-12,189.8749710831
2017-12-13,189.464726277
2017-12-14,187.9409598544
2017-12-15,190.5196414927
2017-12-18,189.689384147
2017-12-19,188.4586497288
2017-12-20,189.5917068122
2017-12-21,190.7442993627
2017-12-22,193.1080908644
2017-12-26,192.7466847257
2017-12-27,193.5671743379
2017-12-28,194.426734884
2017-12-29,193.2546068666
2018-01-02,193.6648516727
2018-01-03,194.61232182
2018-01-04,193.6648516727
2018-01-05,196.8979714539
2018-01-08,198.5389506783
2018-01-09,200.22876857
2018-01-10,200.9515808474
2018-01-11,201.6743931248
2018-01-12,204.5949454348
2018-01-16,202.5730246048
2018-01-17,207.6717814804
2018-01-18,205.1126353091
2018-01-19,205.8354475865
2018-01-22,204.927048373
2018-01-23,204.3409843644
2018-01-24,204.9172806396
2018-01-25,204.3409843644
2018-01-26,211.9695842108
2018-01-29,212.4091322174
2018-01-30,209.3909025726
2018-01-31,207.5252654783
2018-02-01,209.1076383017
2018-02-02,205.6107897165
2018-02-05,194.7588378222
2018-02-06,197.6110159979
2018-02-07,202.8660566091
2018-02-08,194.1727738135
2018-02-09,197.8063706674
2018-02-12,199.6915432287
2018-02-13,201.8111413935
2018-02-14,204.1456296948
2018-02-15,208.3945937578
2018-02-16,207.9452780178
2018-02-20,206.0796409235
2018-02-21,205.7670734522
2018-02-22,207.0954852052
2018-02-23,208.4532001587
2018-02-26,209.9574311143
2018-02-27,207.8964393504
2018-02-28,203.5107270187
2018-03-01,199.8140975759
2018-03-02,201.2554888971
2018-03-05,202.2164164446
2018-03-06,201.2260727477
2018-03-07,201.3731534947
2018-03-08,203.245981674
2018-03-09,206.3052612129
2018-03-12,200.7848305065
2018-03-13,202.5007725555
2018-03-14,199.9023460241
2018-03-15,199.7846814265
2018-03-16,201.3633481116
2018-03-19,202.5792156206
2018-03-20,202.7655179003
2018-03-21,202.3340810422
2018-03-22,196.4508511597
2018-03-23,197.7745778833
2018-03-26,204.4716545662
2018-03-27,200.539695928
2018-03-28,198.6962838982
2018-03-29,203.9519692599
2018-04-02,203.461700103
2018-04-03,204.3736007348
2018-04-04,206.6484496227
2018-04-05,208.9232985106
2018-04-06,203.7362508309
2018-04-09,204.6089299301
2018-04-10,206.6092280902
2018-04-11,206.315066596
2018-04-12,207.3642425917
2018-04-13,206.2268181478
2018-04-16,208.5114724188
2018-04-17,209.7567560773
2018-04-18,210.3352736824
2018-04-19,211.8551080687
2018-04-20,210.9039859044
2018-04-23,210.7863213067
2018-04-24,202.8243501991
2018-04-25,198.0687393774
2018-04-26,197.0195633817
2018-04-27,193.4602093028
2018-04-30,192.0678448972
2018-05-01,183.3410539049
2018-05-02,180.6739896915
2018-05-03,179.6640352283
2018-05-04,180.4190497299
2018-05-07,184.7334183104
2018-05-08,188.6163500328
2018-05-09,189.979298289
2018-05-10,191.76387802
2018-05-11,192.2835633263
2018-05-14,188.1358862591
2018-05-15,188.2927723893
2018-05-16,189.6066937297
2018-05-17,190.9598366027
2018-05-18,191.0681407122
2018-05-21,193.5788268856
2018-05-22,191.2945947592
2018-05-23,193.1653021041
2018-05-24,195.5873758243
2018-05-25,195.0261636209
2018-05-29,192.860081432
2018-05-30,195.9615172933
2018-05-31,195.2723093241
2018-06-01,197.2217832941
2018-06-04,197.0937875284
2018-06-05,197.3596248879
2018-06-06,197.8814537789
2018-06-07,199.1909489203
2018-06-08,201.0715020934
2018-06-11,199.1811030922
2018-06-12,198.5411242637
2018-06-13,197.3202415754
2018-06-14,194.7110971207
2018-06-15,194.435413933
2018-06-18,195.2920009804
2018-06-19,190.6447701025
2018-06-20,192.1019526659
2018-06-21,189.9260246489
2018-06-22,191.1469073372
2018-06-25,189.7291080863
2018-06-26,189.1580500547
2018-06-27,187.8091716008
2018-06-28,188.5279170543
2018-06-29,189.3549666173
2018-07-02,189.6798789457
2018-07-03,190.6447701025
2018-07-05,190.6447701025
2018-07-06,190.5856951337
2018-07-09,193.3031436979
2018-07-10,194.2581890266
2018-07-11,194.2483431985
2018-07-12,198.9349573889
2018-07-13,200.2050692178
2018-07-16,201.0518104371
2018-07-17,199.8998485457
2018-07-18,200.0770734521
2018-07-19,201.2979561404
2018-07-20,200.4216774367
2018-07-23,197.3202415754
2018-07-24,197.3300874035
2018-07-25,197.1725541534
2018-07-26,203.2277384541
2018-07-27,208.6626355824
2018-07-30,208.0128109258
2018-07-31,211.1339384433
2018-08-01,208.4361815354
2018-08-02,208.1998816603
2018-08-03,208.1506525196
2018-08-06,206.0633369558
2018-08-07,208.2983399416
2018-08-08,209.0170853951
2018-08-09,207.6780527693
2018-08-10,206.8214657219
2018-08-13,205.324899846
2018-08-14,206.6245491593
2018-08-15,204.9015292364
2018-08-16,207.3137571285
2018-08-17,207.9265266242
2018-08-20,208.6381299095
2018-08-21,209.5078672583
2018-08-22,209.7747184903
2018-08-23,207.4125909181
2018-08-24,208.8753310046
2018-08-27,209.4288002266
2018-08-28,209.8043686272
2018-08-29,208.6381299095
2018-08-30,210.8816569341
2018-08-31,211.2275751978
2018-09-04,208.9642814153
2018-09-05,208.5392961199
2018-09-06,209.1322988577
2018-09-07,207.5410748446
2018-09-10,207.2544568547
2018-09-11,205.0801134828
2018-09-12,207.2346900968
2018-09-13,211.3461757454
2018-09-14,213.6490030438
2018-09-17,214.2617725395
2018-09-18,215.0722096144
2018-09-19,212.4728809472
2018-09-20,207.9067598663
2018-09-21,208.9939315522
2018-09-24,206.9381887279
2018-09-25,209.8933190378
2018-09-26,208.9840481732
2018-09-27,209.6165844269
2018-09-28,210.1404035119
2018-10-01,210.0020362064
2018-10-02,209.2805495421
2018-10-03,210.9804907238
2018-10-04,209.1224154787
2018-10-05,207.8276928345
2018-10-08,210.100869996
2018-10-09,206.7207543907
2018-10-10,199.2785700315
2018-10-11,192.9037906004
2018-10-12,193.4967933382
2018-10-15,218.3337246722
2018-10-16,218.2250075037
2018-10-17,217.59247125
2018-10-18,215.6849791102
2018-10-19,212.7199654212
2018-10-22,216.6733170065
2018-10-23,212.6804319054
2018-10-24,203.5877232594
2018-10-25,201.9964992464
2018-10-26,201.8680153198
2018-10-29,184.0482830495
2018-10-30,189.5632085109
2018-10-31,187.2603812125
2018-11-01,188.4167365512
2018-11-02,183.7320149227
2018-11-05,188.7428880569
2018-11-06,189.0888063206
2018-11-07,192.2218374519
2018-11-08,190.610846681
2018-11-09,193.1014581796
2018-11-12,187.2603812125
2018-11-13,189.4347245844
2018-11-14,188.2783692457
2018-11-15,190.2748117962
2018-11-16,189.9869978205
2018-11-19,186.0866222188
2018-11-20,184.131472108
2018-11-21,182.9405177258
2018-11-23,183.4168994787
2018-11-26,184.7864970182
2018-11-27,178.782102008
2018-11-28,181.8885080215
2018-11-29,181.5609955664
2018-11-30,181.9083572613
2018-12-03,181.4617493679
2018-12-04,176.9261980957
2018-12-06,178.1270770978
2018-12-07,177.4720521876
2018-12-10,182.2656435759
2018-12-11,185.6598635652
2018-12-12,188.2005662472
2018-12-13,190.4534549535
2018-12-14,189.8480531426
2018-12-17,186.7714209886
2018-12-18,182.5038344524
2018-12-19,176.5192886818
2018-12-20,171.3287124994
2018-12-21,164.9868804142
2018-12-24,162.8233132865
2018-12-26,163.656981354
2018-12-27,168.0932864277
2018-12-28,167.9741909895
2018-12-31,172.3509483441
2019-01-02,170.5545921509
2019-01-03,166.7236888882
2019-01-04,169.7109994635
2019-01-07,169.3934116283
2019-01-08,169.5323563062
2019-01-09,169.6415271246
2019-01-10,171.8944158309
2019-01-11,174.2564753556
2019-01-14,175.7352437135
2019-01-15,176.8170272773
2019-01-16,173.9289629005
2019-01-17,176.6582333597
2019-01-18,181.9083572613
2019-01-22,177.3033336501
2019-01-23,181.1143876731
2019-01-24,181.1044630533
2019-01-25,183.0993116435
2019-01-28,182.6725529898
2019-01-29,198.0854876195
2019-01-30,197.450311949
2019-01-31,195.3959156397
2019-02-01,196.7555885594
2019-02-04,200.6162656816
2019-02-05,201.4697829889
2019-02-06,201.2018182529
2019-02-07,201.0727981948
2019-02-08,204.2982996466
2019-02-11,205.0327215156
2019-02-12,207.0771932051
2019-02-13,207.2657609823
2019-02-14,207.4642533793
2019-02-15,210.6401317318
2019-02-19,210.2729207973
2019-02-20,211.3547043612
2019-02-21,210.3721669958
2019-02-22,212.237995528
2019-02-25,209.6575943665
2019-02-26,207.4245548999
2019-02-27,207.2657609823
2019-02-28,210.9974180465
2019-03-01,211.0372758823
2019-03-04,208.8650238334
2019-03-05,207.5497152534
2019-03-06,205.1682095668
2019-03-07,206.7425940793
2019-03-08,207.5198218766
2019-03-11,209.5725004181
2019-03-12,206.792416374
2019-03-13,207.1411724369
2019-03-14,205.3376053688
2019-03-15,206.3340512628
2019-03-18,209.6023937949
2019-03-19,208.9945617996
2019-03-20,206.5433049005
2019-03-21,207.9881514467
2019-03-22,204.5703420304
2019-03-25,205.3276409099
2019-03-26,205.13831619
2019-03-27,203.8927588225
2019-03-28,205.4771077939
2019-03-29,205.636539137
2019-04-01,210.5689463121
2019-04-02,208.775343703
2019-04-03,205.9354729052
2019-04-04,209.2735666499
2019-04-05,212.0237573173
2019-04-08,211.236565061
2019-04-09,210.1803324134
2019-04-10,209.6223227128
2019-04-11,212.9803453755
2019-04-12,216.2885457434
2019-04-15,213.6180707476
2019-04-16,214.1362226125
2019-04-17,214.2358672019
2019-04-18,213.9070400569
2019-04-22,212.5817670179
2019-04-23,215.9796475163
2019-04-24,214.8536636561
2019-04-25,212.7511628199
2019-04-26,214.6444100184
2019-04-29,213.4088171099
2019-04-30,217.8031435023
2019-05-01,231.8430661482
2019-05-02,229.0430531862
2019-05-03,229.2722357418
2019-05-06,230.1391436695
2019-05-07,227.8074602776
2019-05-08,231.1854118582
2019-05-09,233.5569530858
2019-05-10,234.3142519652
2019-05-13,233.5071307911
2019-05-14,234.672972487
2019-05-15,236.2672859174
2019-05-16,238.31
2019-05-17,237.44
2019-05-20,236.95
2019-05-21,242.89
2019-05-22,243.63
2019-05-23,243.78
2019-05-24,242.15
2019-05-28,240.76
2019-05-29,240.77
2019-05-30,241.56
2019-05-31,242.06
2019-06-03,245.73
2019-06-04,248.66
2019-06-05,255.57
2019-06-06,255.85
2019-06-07,256.37
2019-06-10,254.49
2019-06-11,243.32
2019-06-12,244.03
2019-06-13,245.65
2019-06-14,246.76
2019-06-17,248.54
2019-06-18,254.31
2019-06-19,256.97
2019-06-20,258.8
2019-06-21,256.23
2019-06-24,256.36
2019-06-25,254.16
2019-06-26,248.29
2019-06-27,246.18
2019-06-28,245.17
