date,K
2016-02-01,46.2542396818
2016-02-02,45.4937065928
2016-02-03,45.4685650031
2016-02-04,45.1480097342
2016-02-05,45.1542951316
2016-02-08,44.8211690679
2016-02-09,44.8777376448
2016-02-10,44.5383261836
2016-02-11,46.317093656
2016-02-12,47.121624527
2016-02-16,47.2599032704
2016-02-17,47.6118855265
2016-02-18,47.6370271162
2016-02-19,47.4673213856
2016-02-22,46.3988038226
2016-02-23,46.5873657455
2016-02-24,46.4553723995
2016-02-25,47.0839121424
2016-02-26,46.4805139892
2016-02-29,46.8412204967
2016-03-01,46.9361432618
2016-03-02,47.5183362212
2016-03-03,47.3601316127
2016-03-04,47.606930802
2016-03-07,47.4170852718
2016-03-08,47.3601316127
2016-03-09,47.587946249
2016-03-10,47.6132589864
2016-03-11,47.7967763323
2016-03-14,47.4297416405
2016-03-15,47.5183362212
2016-03-16,47.8600581757
2016-03-17,48.3726411074
2016-03-18,48.1954519458
2016-03-21,47.7714635949
2016-03-22,47.1006760547
2016-03-23,47.4866952995
2016-03-24,47.7398226732
2016-03-28,47.885370913
2016-03-29,48.4675638725
2016-03-30,48.6194402967
2016-03-31,48.4422511351
2016-04-01,49.2712432839
2016-04-04,49.404135155
2016-04-05,48.606783928
2016-04-06,49.2206178091
2016-04-07,48.7966294582
2016-04-08,48.885224039
2016-04-11,48.7206912461
2016-04-12,48.9421776981
2016-04-13,48.5181893472
2016-04-14,48.385297476
2016-04-15,49.0750695693
2016-04-18,49.1510077814
2016-04-19,49.106710491
2016-04-20,48.5435020846
2016-04-21,47.4550543778
2016-04-22,47.6385717237
2016-04-25,47.9676373095
2016-04-26,47.6638844611
2016-04-27,48.3410001856
2016-04-28,48.3979538447
2016-04-29,48.606783928
2016-05-02,49.0054595415
2016-05-03,48.6320966654
2016-05-04,48.7396757992
2016-05-05,47.4930234839
2016-05-06,47.4740389308
2016-05-09,47.6765408298
2016-05-10,48.328343817
2016-05-11,48.2081083145
2016-05-12,48.9231931451
2016-05-13,48.847254933
2016-05-16,48.8725676703
2016-05-17,47.7271663045
2016-05-18,47.4866952995
2016-05-19,47.6132589864
2016-05-20,47.0184096582
2016-05-23,47.088019686
2016-05-24,47.2398961102
2016-05-25,47.3031779536
2016-05-26,47.6702126454
2016-05-27,47.4550543778
2016-05-31,47.3786064449
2016-06-01,47.7162514821
2016-06-02,47.4805370221
2016-06-03,47.8627766869
2016-06-06,47.4741663611
2016-06-07,47.8818886701
2016-06-08,48.4679894894
2016-06-09,49.4936659231
2016-06-10,49.7676043495
2016-06-13,48.9903836979
2016-06-14,48.9776423757
2016-06-15,48.6145146942
2016-06-16,49.0732022919
2016-06-17,48.9075651038
2016-06-20,48.9649010536
2016-06-21,49.2643221243
2016-06-22,49.2770634464
2016-06-23,49.5828551782
2016-06-24,49.1751328692
2016-06-27,48.9457890703
2016-06-28,48.518954778
2016-06-29,49.4172179902
2016-06-30,52.0164477104
2016-07-01,51.984594405
2016-07-05,52.4050580362
2016-07-06,52.54521258
2016-07-07,52.4114286973
2016-07-08,52.6471431572
2016-07-11,52.0419303547
2016-07-12,51.9336291164
2016-07-13,52.946564228
2016-07-14,54.3544803264
2016-07-15,54.7813146187
2016-07-18,54.5392294977
2016-07-19,55.4120100655
2016-07-20,52.4050580362
2016-07-21,52.54521258
2016-07-22,52.787297701
2016-07-25,53.2013906711
2016-07-26,52.7745563788
2016-07-27,51.7743625894
2016-07-28,52.1056369655
2016-07-29,52.6917377848
2016-08-01,52.4751353081
2016-08-02,52.1566022542
2016-08-03,51.6533200289
2016-08-04,52.5069886135
2016-08-05,52.6917377848
2016-08-08,52.8255216675
2016-08-09,52.8637456339
2016-08-10,52.8510043118
2016-08-11,53.1695373657
2016-08-12,53.2141319933
2016-08-15,53.1249427382
2016-08-16,52.5261005967
2016-08-17,52.6025485297
2016-08-18,52.8892282782
2016-08-19,52.9019696004
2016-08-22,52.9083402615
2016-08-23,52.6789964626
2016-08-24,52.4560233249
2016-08-25,52.7618150567
2016-08-26,52.4751353081
2016-08-29,52.946564228
2016-08-30,52.4305406806
2016-08-31,52.7062209507
2016-09-01,52.3728401589
2016-09-02,52.8408555012
2016-09-06,52.9306118683
2016-09-07,51.8022461114
2016-09-08,51.2829414165
2016-09-09,49.4493470615
2016-09-12,50.7315808762
2016-09-13,50.0904639688
2016-09-14,50.0648192925
2016-09-15,50.1738091668
2016-09-16,50.019941109
2016-09-19,50.1161086451
2016-09-20,49.5455145976
2016-09-21,49.7378496698
2016-09-22,50.1481644905
2016-09-23,49.8211948678
2016-09-26,49.6160374574
2016-09-27,49.6096262884
2016-09-28,49.8917177276
2016-09-29,49.5326922595
2016-09-30,49.66732681
2016-10-03,49.5262810904
2016-10-04,48.8210524923
2016-10-05,48.8402859996
2016-10-06,48.705651449
2016-10-07,48.9428647047
2016-10-10,49.0262099027
2016-10-11,48.7569408016
2016-10-12,49.0197987336
2016-10-13,48.5838392366
2016-10-14,48.3979153335
2016-10-17,48.0773568799
2016-10-18,48.3145701356
2016-10-19,48.0388898654
2016-10-20,47.5901080303
2016-10-21,47.6606308901
2016-10-24,47.6221638757
2016-10-25,47.5772856921
2016-10-26,47.4875293251
2016-10-27,47.5452298468
2016-10-28,47.8465547932
2016-10-31,48.1671132469
2016-11-01,48.2184025995
2016-11-02,48.1414685706
2016-11-03,47.4234176344
2016-11-04,47.2310825622
2016-11-07,48.0517122036
2016-11-08,49.3403571873
2016-11-09,48.0068340201
2016-11-10,46.5771433167
2016-11-11,46.4809757806
2016-11-14,46.5002092879
2016-11-15,47.0579809972
2016-11-16,46.9682246302
2016-11-17,47.0836256735
2016-11-18,46.8464124178
2016-11-21,47.0515698281
2016-11-22,47.7567984262
2016-11-23,47.0515698281
2016-11-25,47.5452298468
2016-11-28,47.3721282818
2016-11-29,47.5324075086
2016-11-30,46.4864621111
2016-12-01,45.8149909918
2016-12-02,45.9505765062
2016-12-05,46.2733991598
2016-12-06,46.4670927519
2016-12-07,46.9061315608
2016-12-08,46.5445701888
2016-12-09,47.203128402
2016-12-12,47.6486236639
2016-12-13,47.74547046
2016-12-14,47.2095848551
2016-12-15,47.3968219941
2016-12-16,47.3193445573
2016-12-19,47.0804557937
2016-12-20,47.3064316512
2016-12-21,47.2289542143
2016-12-22,47.5582333209
2016-12-23,47.5001252433
2016-12-27,47.6809059293
2016-12-28,47.4097349003
2016-12-29,47.7519269131
2016-12-30,47.5905155863
2017-01-03,47.3709961819
2017-01-04,47.2483235735
2017-01-05,47.203128402
2017-01-06,47.2160413082
2017-01-09,46.5703960011
2017-01-10,46.2669427067
2017-01-11,46.4025282212
2017-01-12,46.4348104866
2017-01-13,46.0861620207
2017-01-17,46.5058314703
2017-01-18,46.473549205
2017-01-19,46.3444201436
2017-01-20,46.6220476256
2017-01-23,46.6736992502
2017-01-24,46.8803057485
2017-01-25,46.6866121563
2017-01-26,46.5445701888
2017-01-27,47.1321074182
2017-01-30,46.9190444669
2017-01-31,46.9448702792
2017-02-01,46.4218975804
2017-02-02,46.9836089976
2017-02-03,47.3645397288
2017-02-06,46.6995250625
2017-02-07,47.0352606222
2017-02-08,47.4484736187
2017-02-09,49.3531272747
2017-02-10,49.0690433395
2017-02-13,48.8236981228
2017-02-14,49.017391715
2017-02-15,49.0948691518
2017-02-16,48.2361608934
2017-02-17,47.0675428875
2017-02-21,48.2555302526
2017-02-22,48.0941189258
2017-02-23,48.294268971
2017-02-24,48.5718964531
2017-02-27,48.0360108482
2017-02-28,48.1595468804
2017-03-01,48.6536910093
2017-03-02,48.7772270416
2017-03-03,48.4196227377
2017-03-06,48.2570753269
2017-03-07,48.2050601554
2017-03-08,48.0230070553
2017-03-09,48.1790525697
2017-03-10,48.2375696376
2017-03-13,48.2115620519
2017-03-14,48.2635772233
2017-03-15,48.6016758379
2017-03-16,48.6081777343
2017-03-17,48.8357441095
2017-03-20,48.7512194558
2017-03-21,47.853957748
2017-03-22,47.2752889655
2017-03-23,47.5353648228
2017-03-24,47.4638439621
2017-03-27,47.177760519
2017-03-28,47.2427794833
2017-03-29,47.5158591335
2017-03-30,47.1647567261
2017-03-31,47.2102700012
2017-04-03,47.0542244868
2017-04-04,46.9892055224
2017-04-05,47.3012965512
2017-04-06,47.0802320725
2017-04-07,47.1972662083
2017-04-10,46.9892055224
2017-04-11,46.9111827652
2017-04-12,47.028216901
2017-04-13,46.7811448366
2017-04-17,47.0152131082
2017-04-18,47.4508401692
2017-04-19,47.2427794833
2017-04-20,47.327304137
2017-04-21,47.0867339689
2017-04-24,47.3143003441
2017-04-25,47.0412206939
2017-04-26,46.4820576006
2017-04-27,46.1374570897
2017-04-28,46.1634646754
2017-05-01,45.6108034786
2017-05-02,44.8825910781
2017-05-03,44.8240740102
2017-05-04,45.7733508894
2017-05-05,45.961905886
2017-05-08,47.2687870691
2017-05-09,46.0659362289
2017-05-10,46.1959741576
2017-05-11,45.961905886
2017-05-12,46.0529324361
2017-05-15,46.1764684683
2017-05-16,45.7408414073
2017-05-17,45.8578755431
2017-05-18,45.5652902036
2017-05-19,46.1829703647
2017-05-22,46.3650234649
2017-05-23,46.5600803578
2017-05-24,47.1517529333
2017-05-25,47.2557832762
2017-05-26,47.2167718976
2017-05-30,46.9436922474
2017-05-31,46.8912997337
2017-06-01,47.7688743377
2017-06-02,47.7885215303
2017-06-05,47.7754234019
2017-06-06,47.7033836956
2017-06-07,47.8933065577
2017-06-08,47.3169889073
2017-06-09,47.5855005398
2017-06-12,47.8605612366
2017-06-13,48.0046406492
2017-06-14,48.1290728692
2017-06-15,47.873659365
2017-06-16,47.0746735316
2017-06-19,46.9960847611
2017-06-20,46.5572974591
2017-06-21,46.1578045424
2017-06-22,46.1119610929
2017-06-23,46.210197056
2017-06-26,46.491806817
2017-06-27,45.4112112226
2017-06-28,45.5356434425
2017-06-29,44.985522049
2017-06-30,45.4897999931
2017-07-03,45.0313654985
2017-07-05,44.3371646924
2017-07-06,43.5840223084
2017-07-07,43.5643751158
2017-07-10,43.1386859422
2017-07-11,42.7915855391
2017-07-12,43.0535481075
2017-07-13,43.2369219053
2017-07-14,43.4726882168
2017-07-17,43.7150035926
2017-07-18,43.3940994463
2017-07-19,43.4530410242
2017-07-20,43.7150035926
2017-07-21,44.0228096104
2017-07-24,43.7673961062
2017-07-25,44.2520268577
2017-07-26,44.0817511882
2017-07-27,44.324066564
2017-07-28,44.3044193713
2017-07-31,44.5336366186
2017-08-01,44.1799871514
2017-08-02,44.1668890229
2017-08-03,46.0792157719
2017-08-04,45.5945850204
2017-08-07,45.9154891666
2017-08-08,45.3326224521
2017-08-09,45.2147392963
2017-08-10,45.0248164343
2017-08-11,45.0641108195
2017-08-14,45.7517625614
2017-08-15,45.7190172404
2017-08-16,45.8892929098
2017-08-17,45.9089401024
2017-08-18,45.8107041393
2017-08-21,45.9744307445
2017-08-22,45.8434494604
2017-08-23,45.7845078825
2017-08-24,44.4746950408
2017-08-25,44.3437137566
2017-08-28,43.7346507852
2017-08-29,43.4202957032
2017-08-30,43.6102185652
2017-08-31,43.2206647582
2017-09-01,43.2140621513
2017-09-05,43.8413098067
2017-09-06,44.7920852001
2017-09-07,44.732661738
2017-09-08,45.1948442209
2017-09-11,45.4061276416
2017-09-12,45.2212546485
2017-09-13,44.8845216966
2017-09-14,44.6468278483
2017-09-15,45.1090103312
2017-09-18,45.3004859313
2017-09-19,43.491371641
2017-09-20,42.7320718477
2017-09-21,42.2038632958
2017-09-22,41.8341173095
2017-09-25,42.2764919717
2017-09-26,41.8737329509
2017-09-27,41.6228338887
2017-09-28,41.4709739301
2017-09-29,41.1804592265
2017-10-02,41.411550468
2017-10-03,40.9493679851
2017-10-04,41.213472261
2017-10-05,41.3983452542
2017-10-06,41.2002670472
2017-10-09,40.302312509
2017-10-10,40.5862246057
2017-10-11,40.4409672539
2017-10-12,41.1936644403
2017-10-13,40.9097523437
2017-10-16,40.8767393092
2017-10-17,40.7644949919
2017-10-18,40.7975080264
2017-10-19,40.7380845643
2017-10-20,40.5730193919
2017-10-23,40.5928272126
2017-10-24,40.4079542194
2017-10-25,39.9754834675
2017-10-26,39.978784771
2017-10-27,39.7873091709
2017-10-30,38.869546812
2017-10-31,41.2861009369
2017-11-01,41.603026068
2017-11-02,41.1870618334
2017-11-03,40.9097523437
2017-11-06,39.7476935295
2017-11-07,40.170260371
2017-11-08,41.477576537
2017-11-09,41.7812964543
2017-11-10,42.7188666339
2017-11-13,42.0982215854
2017-11-14,43.035791765
2017-11-15,42.0850163716
2017-11-16,43.101817834
2017-11-17,43.1546386892
2017-11-20,43.2866908272
2017-11-21,42.4877753925
2017-11-22,42.7254692408
2017-11-24,42.8707265926
2017-11-27,42.9631630892
2017-11-28,43.5375898893
2017-11-29,44.1054140826
2017-11-30,44.0393880136
2017-12-01,43.9262275547
2017-12-04,44.9579846802
2017-12-05,45.2442140763
2017-12-06,45.3507180376
2017-12-07,44.7782592454
2017-12-08,44.2856784242
2017-12-11,44.2989914194
2017-12-12,43.8996015644
2017-12-13,43.8197235934
2017-12-14,43.3005167818
2017-12-15,43.2605777963
2017-12-18,43.6932501393
2017-12-19,43.5800896803
2017-12-20,44.5119993421
2017-12-21,45.0312061536
2017-12-22,45.3307485449
2017-12-26,45.3640310328
2017-12-27,45.4572219989
2017-12-28,45.2841530618
2017-12-29,45.2508705739
2018-01-02,45.2442140763
2018-01-03,45.0312061536
2018-01-04,45.7501078926
2018-01-05,45.8898943419
2018-01-08,46.0429937863
2018-01-09,45.7833903805
2018-01-10,44.6118468058
2018-01-11,43.9195710571
2018-01-12,43.0608828688
2018-01-16,43.8929450668
2018-01-17,44.2723654291
2018-01-18,43.7997541006
2018-01-19,44.3455869025
2018-01-22,44.7116942696
2018-01-23,44.5519383276
2018-01-24,44.7982287382
2018-01-25,45.2042750908
2018-01-26,45.4838479893
2018-01-29,45.104427627
2018-01-30,45.2242445835
2018-01-31,45.3374050424
2018-02-01,45.4771914917
2018-02-02,43.5667766852
2018-02-05,42.6881190041
2018-02-06,43.3737382553
2018-02-07,42.7413709848
2018-02-08,43.9195710571
2018-02-09,44.8181982309
2018-02-12,44.6451292937
2018-02-13,44.9247021923
2018-02-14,45.0911146318
2018-02-15,46.4756661293
2018-02-16,46.3691621679
2018-02-20,46.3824751631
2018-02-21,45.4705349941
2018-02-22,45.4372525062
2018-02-23,45.6236344385
2018-02-26,45.8965508395
2018-02-27,44.6850682792
2018-02-28,44.066014004
2018-03-01,44.5386253324
2018-03-02,45.4106265159
2018-03-05,46.4304869222
2018-03-06,46.9001594778
2018-03-07,46.4975830016
2018-03-08,46.7257096715
2018-03-09,47.1349957556
2018-03-12,46.8531922223
2018-03-13,46.7257096715
2018-03-14,46.2962947635
2018-03-15,44.9476635682
2018-03-16,44.5786351317
2018-03-19,44.5719255238
2018-03-20,44.4981198365
2018-03-21,42.7267833412
2018-03-22,42.5187854951
2018-03-23,42.2369819618
2018-03-26,43.0287156983
2018-03-27,43.1964558967
2018-03-28,42.8743947158
2018-03-29,43.6191611968
2018-04-02,42.3510452967
2018-04-03,42.5187854951
2018-04-04,43.5654843333
2018-04-05,43.3172288396
2018-04-06,43.1025213856
2018-04-09,43.2635519761
2018-04-10,42.6865256935
2018-04-11,42.5053662793
2018-04-12,42.0088552919
2018-04-13,42.3107876491
2018-04-16,42.8274274602
2018-04-17,42.8005890285
2018-04-18,42.5456239269
2018-04-19,41.7337613665
2018-04-20,40.4388070347
2018-04-23,40.6065472332
2018-04-24,40.5662895855
2018-04-25,40.8950603744
2018-04-26,40.3247436998
2018-04-27,40.4186782109
2018-04-30,39.5195907474
2018-05-01,39.4189466284
2018-05-02,38.0099289616
2018-05-03,39.0163701521
2018-05-04,40.1234554617
2018-05-07,40.5864184093
2018-05-08,40.4589358585
2018-05-09,40.4790646824
2018-05-10,40.9554468459
2018-05-11,41.1902831237
2018-05-14,41.36473293
2018-05-15,41.0963486125
2018-05-16,41.257379203
2018-05-17,41.049381357
2018-05-18,40.3851301712
2018-05-21,40.7742874316
2018-05-22,41.2775080268
2018-05-23,41.7538901903
2018-05-24,42.6127200062
2018-05-25,43.7667725714
2018-05-29,43.3306480555
2018-05-30,44.2632835587
2018-05-31,43.5654843333
2018-06-01,43.186595201
2018-06-04,43.7210995126
2018-06-05,42.8077060687
2018-06-06,42.5641344837
2018-06-07,42.1243524552
2018-06-08,43.1054046726
2018-06-11,44.2826673336
2018-06-12,44.458580145
2018-06-13,44.4991754092
2018-06-14,45.0607432302
2018-06-15,45.3719735889
2018-06-18,44.8307033999
2018-06-19,45.0539773529
2018-06-20,45.1216361265
2018-06-21,45.2231242869
2018-06-22,45.6020134192
2018-06-25,46.7183831839
2018-06-26,46.4815774762
2018-06-27,46.8063395896
2018-06-28,47.1378675803
2018-06-29,47.2731851276
2018-07-02,47.0972723162
2018-07-03,46.9145936274
2018-07-05,48.403086647
2018-07-06,48.5992970905
2018-07-09,47.6791377693
2018-07-10,47.7941576844
2018-07-11,47.5844154862
2018-07-12,47.8212211939
2018-07-13,48.1527491846
2018-07-16,47.7603282976
2018-07-17,47.8009235618
2018-07-18,46.6574902876
2018-07-19,47.0905064388
2018-07-20,47.4964590805
2018-07-23,47.2664192502
2018-07-24,47.4829273258
2018-07-25,47.936241109
2018-07-26,47.9565387411
2018-07-27,48.3083643639
2018-07-30,48.2610032224
2018-07-31,48.0580269016
2018-08-01,46.9754865237
2018-08-02,47.2799510049
2018-08-03,48.8158051661
2018-08-06,48.8496345529
2018-08-07,48.646658232
2018-08-08,48.0444951468
2018-08-09,48.2407055903
2018-08-10,48.2948326092
2018-08-13,48.0444951468
2018-08-14,48.3827890149
2018-08-15,48.7819757793
2018-08-16,49.187928421
2018-08-17,49.8171550157
2018-08-20,49.8780479119
2018-08-21,48.8631663076
2018-08-22,48.8090392887
2018-08-23,48.7887416566
2018-08-24,49.0187814869
2018-08-27,48.7278487604
2018-08-28,48.3557255055
2018-08-29,48.5857653358
2018-08-30,48.5451700716
2018-08-31,48.9511227133
2018-09-04,49.0329465708
2018-09-05,49.5716202989
2018-09-06,50.2193925036
2018-09-07,50.5194133143
2018-09-10,50.4716827307
2018-09-11,50.0898380627
2018-09-12,50.7648848866
2018-09-13,51.0035378041
2018-09-14,51.0308124233
2018-09-17,50.9353512562
2018-09-18,50.0216515148
2018-09-19,49.3670606553
2018-09-20,49.6398068468
2018-09-21,49.8920970739
2018-09-24,49.3261487266
2018-09-25,49.1625010117
2018-09-26,49.0329465708
2018-09-27,47.7374021613
2018-09-28,47.7442208161
2018-10-01,47.6555783039
2018-10-02,48.0169670076
2018-10-03,46.8237024199
2018-10-04,47.1441791949
2018-10-05,47.3078269097
2018-10-08,47.907868531
2018-10-09,47.0418993731
2018-10-10,46.8646143486
2018-10-11,46.1077436673
2018-10-12,46.3327592753
2018-10-15,46.8237024199
2018-10-16,47.6283036847
2018-10-17,47.491930589
2018-10-18,47.4305626959
2018-10-19,48.5283661166
2018-10-22,48.1328841389
2018-10-23,48.5351847713
2018-10-24,48.7192884506
2018-10-25,48.1056095198
2018-10-26,47.1578165044
2018-10-29,47.9283244953
2018-10-30,48.9988532968
2018-10-31,44.648551543
2018-11-01,43.6393906345
2018-11-02,42.9575251559
2018-11-05,43.0598049777
2018-11-06,43.9053181712
2018-11-07,43.8234943138
2018-11-08,44.4439918994
2018-11-09,44.328074768
2018-11-12,43.8439502781
2018-11-13,43.2439086569
2018-11-14,42.5893177974
2018-11-15,42.6302297261
2018-11-16,42.091555998
2018-11-19,42.0642813788
2018-11-20,42.0779186884
2018-11-21,42.2006544745
2018-11-23,42.0983746527
2018-11-26,41.9347269379
2018-11-27,42.4461260469
2018-11-28,42.6847789644
2018-11-29,43.1279915255
2018-11-30,43.7825823851
2018-12-03,43.4180141421
2018-12-04,42.4687609812
2018-12-06,42.1454646148
2018-12-07,41.8496828328
2018-12-10,41.4782359437
2018-12-11,41.8703187711
2018-12-12,41.9597411703
2018-12-13,41.9941344007
2018-12-14,41.5195078203
2018-12-17,40.7422208117
2018-12-18,40.4808322602
2018-12-19,40.3707739227
2018-12-20,39.4283994079
2018-12-21,39.6485160829
2018-12-24,38.3966024938
2018-12-26,39.3114624243
2018-12-27,39.3045837782
2018-12-28,39.3802488852
2018-12-31,39.215161379
2019-01-02,38.9606514735
2019-01-03,39.0294379345
2019-01-04,39.4146421157
2019-01-07,39.6003655602
2019-01-08,39.8204822352
2019-01-09,39.8617541118
2019-01-10,40.0956280789
2019-01-11,40.2951088157
2019-01-14,40.2675942313
2019-01-15,40.7972499805
2019-01-16,40.6665557047
2019-01-17,40.7766140422
2019-01-18,40.8797937336
2019-01-22,40.3776525688
2019-01-23,40.6734343508
2019-01-24,39.6622733751
2019-01-25,39.7448171282
2019-01-28,39.9786910954
2019-01-29,40.0543562024
2019-01-30,39.7792103586
2019-01-31,40.5908905977
2019-02-01,40.3776525688
2019-02-04,40.5289827828
2019-02-05,40.6803129969
2019-02-06,40.6940702891
2019-02-07,38.410359786
2019-02-08,38.0801847735
2019-02-11,38.2934228024
2019-02-12,38.8849863665
2019-02-13,39.1807681485
2019-02-14,38.919379597
2019-02-15,39.0638311649
2019-02-19,39.4971858688
2019-02-20,40.2056864164
2019-02-21,40.1231426633
2019-02-22,39.0225592884
2019-02-25,38.2865441564
2019-02-26,38.4653889548
2019-02-27,38.3553306173
2019-02-28,38.699262922
2019-03-01,39.0982243954
2019-03-04,37.9494904978
2019-03-05,38.060677432
2019-03-06,37.8522019303
2019-03-07,37.7340658127
2019-03-08,37.9147445808
2019-03-11,37.6298280618
2019-03-12,37.6367772452
2019-03-13,37.2545721587
2019-03-14,37.3935558265
2019-03-15,37.7132182625
2019-03-18,37.7132182625
2019-03-19,37.81050683
2019-03-20,37.6020313282
2019-03-21,39.2489877919
2019-03-22,39.42966656
2019-03-25,39.3810222763
2019-03-26,40.0064487815
2019-03-27,39.5686502279
2019-03-28,39.589497778
2019-03-29,39.8744142971
2019-04-01,38.9293253559
2019-04-02,39.1586484078
2019-04-03,39.3740730929
2019-04-04,39.2281402417
2019-04-05,39.4713616604
2019-04-08,39.9578044977
2019-04-09,39.7215322625
2019-04-10,39.9925504147
2019-04-11,39.8535667469
2019-04-12,40.0064487815
2019-04-15,40.548485086
2019-04-16,40.5762818195
2019-04-17,40.3678063178
2019-04-18,40.6179769199
2019-04-22,40.5554342694
2019-04-23,40.6040785531
2019-04-24,40.7013671206
2019-04-25,40.2635685669
2019-04-26,41.278149342
2019-04-29,41.4449297434
2019-04-30,41.9035758472
2019-05-01,41.2712001586
2019-05-02,39.8744142971
2019-05-03,39.2420386085
2019-05-06,39.8883126638
2019-05-07,39.7145830791
2019-05-08,39.784074913
2019-05-09,40.1593308161
2019-05-10,40.7500114043
2019-05-13,40.1523816327
2019-05-14,39.7284814458
2019-05-15,39.8674651137
2019-05-16,39.8883126638
2019-05-17,39.624243695
2019-05-20,39.2211910583
2019-05-21,39.2906828922
2019-05-22,39.4922092106
2019-05-23,39.6728879787
2019-05-24,39.304581259
2019-05-28,37.9147445808
2019-05-29,36.691688304
2019-05-30,36.1982962833
2019-05-31,36.9140621725
2019-06-03,37.7849418737
2019-06-04,38.3467997454
2019-06-05,38.6347519047
2019-06-06,39.1685168828
2019-06-07,39.3230277976
2019-06-10,38.4661945432
2019-06-11,39.0912614255
2019-06-12,39.4845619357
2019-06-13,39.7584676481
2019-06-14,39.7725140949
2019-06-17,39.7163283078
2019-06-18,38.9788898511
2019-06-19,38.6698680217
2019-06-20,38.7611699258
2019-06-21,39.0420988617
2019-06-24,39.1825633296
2019-06-25,38.2976371817
2019-06-26,37.5391290548
2019-06-27,37.3565252465
