date,PX
2016-01-19,91.9679662577
2016-01-20,91.6307441366
2016-01-21,91.7618860726
2016-01-22,91.8836607274
2016-01-25,90.0476736235
2016-01-26,91.9304971331
2016-01-27,91.8930280086
2016-01-28,91.98670082
2016-01-29,93.6728114257
2016-02-01,94.1692773262
2016-02-02,91.9398644143
2016-02-03,96.7546469216
2016-02-04,98.8529178975
2016-02-05,98.4501248084
2016-02-08,95.4806966862
2016-02-09,97.2511128221
2016-02-10,96.8295851707
2016-02-11,95.602471341
2016-02-12,97.2604801033
2016-02-16,97.4197238827
2016-02-17,97.8880879398
2016-02-18,97.8880879398
2016-02-19,96.7733814839
2016-02-22,97.6258040678
2016-02-23,95.7523478393
2016-02-24,95.4432275616
2016-02-25,96.1176718039
2016-02-26,96.7078105159
2016-02-29,95.3495547502
2016-03-01,98.6749395558
2016-03-02,97.5508658187
2016-03-03,99.8458496986
2016-03-04,102.6287791828
2016-03-07,102.4401059975
2016-03-08,102.0155913304
2016-03-09,102.8834879831
2016-03-10,104.3928734661
2016-03-11,104.8173881332
2016-03-14,103.6759153617
2016-03-15,103.2419670353
2016-03-16,103.8928895248
2016-03-17,106.7135536461
2016-03-18,106.4871458237
2016-03-21,106.5626150978
2016-03-22,106.2041360456
2016-03-23,106.4116765495
2016-03-24,105.4117086671
2016-03-28,106.0814984751
2016-03-29,106.0909321344
2016-03-30,108.4870815886
2016-03-31,107.9682303289
2016-04-01,108.7134894111
2016-04-04,108.2135054698
2016-04-05,106.5909160756
2016-04-06,106.8644921944
2016-04-07,105.3456730522
2016-04-08,105.9399935861
2016-04-11,106.3550745939
2016-04-12,107.6003176174
2016-04-13,109.0248001669
2016-04-14,108.9870655299
2016-04-15,109.7323246121
2016-04-18,109.5436514267
2016-04-19,112.0907394292
2016-04-20,112.5341214148
2016-04-21,112.119040407
2016-04-22,112.8454321707
2016-04-25,112.4397848222
2016-04-26,112.6567589853
2016-04-27,111.7416940363
2016-04-28,111.5624545102
2016-04-29,110.8077617687
2016-05-02,110.7511598131
2016-05-03,108.571984522
2016-05-04,107.4871137062
2016-05-05,107.0437317205
2016-05-06,107.8267254398
2016-05-09,106.6286507127
2016-05-10,107.5625829803
2016-05-11,107.0059970835
2016-05-12,107.166369291
2016-05-13,105.619249171
2016-05-16,106.5531814386
2016-05-17,105.9211262676
2016-05-18,104.5060773773
2016-05-19,103.82685391
2016-05-20,103.8457212285
2016-05-23,104.2325012585
2016-05-24,104.496643718
2016-05-25,105.3079384151
2016-05-26,104.3079705326
2016-05-27,104.496643718
2016-05-31,103.6381807246
2016-06-01,104.5626793329
2016-06-02,104.3079705326
2016-06-03,104.7041842219
2016-06-06,106.0433796116
2016-06-07,106.2428342441
2016-06-08,107.9619432194
2016-06-09,107.7434929076
2016-06-10,108.0189302573
2016-06-13,107.2116138876
2016-06-14,106.803206783
2016-06-15,106.3758039991
2016-06-16,106.4897780748
2016-06-17,106.4707823955
2016-06-20,106.9646700569
2016-06-21,106.2333364044
2016-06-22,107.1926182083
2016-06-23,109.4151126847
2016-06-24,104.7516734201
2016-06-27,101.6363820173
2016-06-28,103.0325644448
2016-06-29,105.0935956473
2016-06-30,106.7462197451
2016-07-01,107.6960037094
2016-07-05,105.8819163376
2016-07-06,106.2143407251
2016-07-07,106.2238385648
2016-07-08,108.9782120612
2016-07-11,108.6172941548
2016-07-12,111.1152259808
2016-07-13,111.6471050008
2016-07-14,112.4069321722
2016-07-15,113.0147939094
2016-07-18,112.7013652011
2016-07-19,112.2454688983
2016-07-20,112.3309494551
2016-07-21,111.7705769162
2016-07-22,111.7895725954
2016-07-25,111.827563954
2016-07-26,112.4449235308
2016-07-27,112.3974343326
2016-07-28,111.2292000565
2016-07-29,110.6878231969
2016-08-01,110.0799614597
2016-08-02,110.2224290544
2016-08-03,110.7258145554
2016-08-04,110.8112951122
2016-08-05,110.8492864708
2016-08-08,110.9442648672
2016-08-09,111.0487411033
2016-08-10,110.6403339987
2016-08-11,111.1057281412
2016-08-12,110.9062735087
2016-08-15,112.1030013036
2016-08-16,115.1803013479
2016-08-17,114.3919806576
2016-08-18,115.7691674058
2016-08-19,116.4055226618
2016-08-22,116.2820507465
2016-08-23,116.3010464258
2016-08-24,115.9591241986
2016-08-25,116.8614189647
2016-08-26,115.7026825283
2016-08-29,116.1110896329
2016-08-30,116.3675313033
2016-08-31,115.9116350004
2016-09-01,116.6809600115
2016-09-02,117.25083039
2016-09-06,116.7379470493
2016-09-07,116.8143962615
2016-09-08,115.2185189566
2016-09-09,112.1987750742
2016-09-12,113.2690640452
2016-09-13,112.7625880142
2016-09-14,111.6540744372
2016-09-15,112.9632671963
2016-09-16,112.4567911654
2016-09-19,112.5810211352
2016-09-20,112.3898981047
2016-09-21,112.7625880142
2016-09-22,113.1161656207
2016-09-23,111.6540744372
2016-09-26,111.2622722246
2016-09-27,111.8069728616
2016-09-28,113.0970533177
2016-09-29,113.5844170455
2016-09-30,115.4669788963
2016-10-03,115.8587811089
2016-10-04,115.0178397745
2016-10-05,115.0178397745
2016-10-06,115.4860911993
2016-10-07,113.574860894
2016-10-10,113.4984116818
2016-10-11,111.9312028314
2016-10-12,112.1032135589
2016-10-13,111.9025343768
2016-10-14,111.9789835891
2016-10-17,111.8834220738
2016-10-18,113.230839439
2016-10-19,114.5591445013
2016-10-20,114.4540268345
2016-10-21,114.5591445013
2016-10-24,114.2533476524
2016-10-25,113.2690640452
2016-10-26,113.3072886513
2016-10-27,111.3865021944
2016-10-28,112.2274435288
2016-10-31,111.8643097707
2016-11-01,110.8322454059
2016-11-02,109.8957425563
2016-11-03,109.7428441318
2016-11-04,109.4179349799
2016-11-07,112.2656681349
2016-11-08,112.6192457413
2016-11-09,113.4124063181
2016-11-10,114.8936098047
2016-11-11,112.6192457413
2016-11-14,111.6062936795
2016-11-15,111.8834220738
2016-11-16,111.9503151345
2016-11-17,111.1284861032
2016-11-18,110.6411223753
2016-11-21,111.5585129219
2016-11-22,111.6445182856
2016-11-23,113.4410747726
2016-11-25,113.7946523791
2016-11-28,113.4219624696
2016-11-29,116.7570593524
2016-11-30,114.9605028654
2016-12-01,114.4158022284
2016-12-02,114.2724599555
2016-12-05,115.1611820474
2016-12-06,114.4495982572
2016-12-07,117.5651813387
2016-12-08,118.2383011402
2016-12-09,119.161436868
2016-12-12,118.7383329928
2016-12-13,118.9787329219
2016-12-14,117.8728932479
2016-12-15,118.690253007
2016-12-16,117.7863492735
2016-12-19,118.2767651289
2016-12-20,113.8437904358
2016-12-21,113.9784143961
2016-12-22,112.689870776
2016-12-23,113.0745106626
2016-12-27,113.9976463905
2016-12-28,112.9687346938
2016-12-29,112.9014227137
2016-12-30,112.689870776
2017-01-03,112.4110068583
2017-01-04,112.3629268724
2017-01-05,111.228239207
2017-01-06,111.7378870567
2017-01-09,112.0744469575
2017-01-10,111.4013271559
2017-01-11,112.4302388526
2017-01-12,112.747566759
2017-01-13,112.5840948072
2017-01-17,112.4302388526
2017-01-18,112.1225269433
2017-01-19,111.6417270851
2017-01-20,112.8821907193
2017-01-23,112.1994549206
2017-01-24,113.1706706343
2017-01-25,114.9784781013
2017-01-26,114.9111661211
2017-01-27,115.5842859227
2017-01-30,114.7188461778
2017-01-31,113.8918704217
2017-02-01,113.4206865606
2017-02-02,112.1417589376
2017-02-03,112.9591186967
2017-02-06,111.9686709887
2017-02-07,111.8340470284
2017-02-08,111.8340470284
2017-02-09,111.3147831814
2017-02-10,111.7667350482
2017-02-13,112.9302707052
2017-02-14,112.8148787392
2017-02-15,113.0745106626
2017-02-16,112.9879666881
2017-02-17,112.9110387108
2017-02-21,113.7668624585
2017-02-22,113.2668306059
2017-02-23,113.5264625294
2017-02-24,113.5745425152
2017-02-27,113.968798399
2017-02-28,114.1515023451
2017-03-01,115.7381418773
2017-03-02,114.2188143253
2017-03-03,113.8413864365
2017-03-06,113.9672315066
2017-03-07,114.9933528469
2017-03-08,114.7803842668
2017-03-09,113.2508826463
2017-03-10,113.2121610863
2017-03-13,112.9895121163
2017-03-14,112.9217493862
2017-03-15,114.8287862169
2017-03-16,113.3767277164
2017-03-17,114.5383745168
2017-03-20,114.4609313967
2017-03-21,113.2121610863
2017-03-22,113.3283257664
2017-03-23,113.8801079966
2017-03-24,112.6894200262
2017-03-27,114.1221177466
2017-03-28,114.9836724569
2017-03-29,114.5964568568
2017-03-30,114.8094254368
2017-03-31,114.8094254368
2017-04-03,114.2286020367
2017-04-04,115.4580115671
2017-04-05,114.3544471067
2017-04-06,115.5548154671
2017-04-07,115.0514351869
2017-04-10,115.7484232672
2017-04-11,115.370888057
2017-04-12,114.4512510067
2017-04-13,113.7155413665
2017-04-17,114.2770039867
2017-04-18,114.5383745168
2017-04-19,114.3834882767
2017-04-20,115.9033095072
2017-04-21,115.7581036572
2017-04-24,119.0784774282
2017-04-25,120.7144633387
2017-04-26,121.1113593289
2017-04-27,121.469533759
2017-04-28,120.9855142588
2017-05-01,120.9661534788
2017-05-02,121.556657269
2017-05-03,121.517935709
2017-05-04,122.2826865192
2017-05-05,125.3416897602
2017-05-08,124.9641545501
2017-05-09,124.50917622
2017-05-10,125.0415976701
2017-05-11,124.9641545501
2017-05-12,125.5740191203
2017-05-15,126.0096366704
2017-05-16,126.8421502107
2017-05-17,124.70278402
2017-05-18,124.2671664699
2017-05-19,125.0996800102
2017-05-22,125.6708230203
2017-05-23,125.8160288704
2017-05-24,128.0425185711
2017-05-25,127.713385311
2017-05-26,127.752106871
2017-05-30,127.3842520509
2017-05-31,128.0618793511
2017-06-01,129.8043495517
2017-06-02,132.2534882224
2017-06-05,129.9180941342
2017-06-06,129.7915062745
2017-06-07,129.5870181935
2017-06-08,129.4896429168
2017-06-09,132.615389298
2017-06-12,131.4274109226
2017-06-13,132.703027047
2017-06-14,131.6416365313
2017-06-15,131.3202981183
2017-06-16,132.4303762723
2017-06-19,132.878302545
2017-06-20,131.2229228416
2017-06-21,129.3727925848
2017-06-22,128.9930290058
2017-06-23,129.3143674188
2017-06-26,129.3922676402
2017-06-27,128.7593283418
2017-06-28,130.1323197429
2017-06-29,128.2140267925
2017-06-30,129.0709292272
2017-07-03,130.6581462369
2017-07-05,129.1780420315
2017-07-06,128.9540788952
2017-07-07,129.5675431382
2017-07-10,129.8401939129
2017-07-11,129.4701678615
2017-07-12,130.3075952409
2017-07-13,130.0738945769
2017-07-14,130.7847340966
2017-07-17,131.0086972329
2017-07-18,130.6386711816
2017-07-19,132.060350221
2017-07-20,131.6611115866
2017-07-21,131.2034477863
2017-07-24,131.6708491143
2017-07-25,132.294050885
2017-07-26,131.4858360886
2017-07-27,129.2267296698
2017-07-28,128.7885409248
2017-07-31,126.7436601147
2017-08-01,126.7339225871
2017-08-02,127.1721113321
2017-08-03,126.8994605574
2017-08-04,126.7339225871
2017-08-07,126.8020852807
2017-08-08,125.2051307433
2017-08-09,125.477781518
2017-08-10,124.2703280873
2017-08-11,124.0950525893
2017-08-14,127.6200376048
2017-08-15,128.0192762391
2017-08-16,130.0836321045
2017-08-17,128.3308771245
2017-08-18,128.8274910355
2017-08-21,127.7661005198
2017-08-22,129.2656797805
2017-08-23,128.9053912568
2017-08-24,128.6814281205
2017-08-25,128.9443413675
2017-08-28,128.6132654268
2017-08-29,127.4447621068
2017-08-30,127.2110614427
2017-08-31,128.0874389328
2017-09-01,127.5908250218
2017-09-05,126.8799855021
2017-09-06,128.3114020691
2017-09-07,129.5358961733
2017-09-08,129.7513975129
2017-09-11,132.24925395
2017-09-12,132.0631391567
2017-09-13,131.4068396222
2017-09-14,131.3480665296
2017-09-15,131.4754082303
2017-09-18,131.9847750332
2017-09-19,133.718581266
2017-09-20,135.168317551
2017-09-21,135.7364574465
2017-09-22,134.7862924489
2017-09-25,134.8842476033
2017-09-26,135.5993202304
2017-09-27,135.8735946627
2017-09-28,138.175540791
2017-09-29,136.882532753
2017-10-02,138.3028824917
2017-10-03,139.5762994989
2017-10-04,139.4391622827
2017-10-05,139.4391622827
2017-10-06,139.0571371806
2017-10-09,137.9894259976
2017-10-10,137.7445381117
2017-10-11,138.2930869763
2017-10-12,138.9689775416
2017-10-13,139.3020250665
2017-10-16,138.4008376461
2017-10-17,138.5477703777
2017-10-18,137.039261
2017-10-19,137.5388322874
2017-10-20,140.2130080024
2017-10-23,139.5273219217
2017-10-24,140.0268932091
2017-10-25,140.7419658362
2017-10-26,146.5409109764
2017-10-27,145.1107657222
2017-10-30,144.4348751569
2017-10-31,143.1320716034
2017-11-01,144.8952643826
2017-11-02,144.8756733517
2017-11-03,144.4838527341
2017-11-06,144.4544661878
2017-11-07,145.9042024728
2017-11-08,146.9033450477
2017-11-09,145.4242222163
2017-11-10,145.2479029384
2017-11-13,145.1205612377
2017-11-14,144.6111944348
2017-11-15,143.1810491806
2017-11-16,145.9923621118
2017-11-17,147.5596445821
2017-11-20,147.7849414372
2017-11-21,148.2551261783
2017-11-22,148.6175602496
2017-11-24,149.7538400406
2017-11-27,148.9701988054
2017-11-28,153.1626794136
2017-11-29,151.9970130763
2017-11-30,150.7725736463
2017-12-01,148.7644929812
2017-12-04,150.2240247817
2017-12-05,149.9497503494
2017-12-06,148.086153537
2017-12-07,148.6474216234
2017-12-08,149.0905280074
2017-12-11,149.9275067328
2017-12-12,149.0216003477
2017-12-13,148.952672688
2017-12-14,146.8553024703
2017-12-15,147.3082556629
2017-12-18,150.9811152459
2017-12-19,151.8082471627
2017-12-20,151.6506982262
2017-12-21,151.739319503
2017-12-22,151.4833024811
2017-12-26,150.2721450315
2017-12-27,151.8279407798
2017-12-28,152.9110897185
2017-12-29,152.3104343979
2018-01-02,153.7973024865
2018-01-03,155.0872344044
2018-01-04,157.5193961122
2018-01-05,158.8979493069
2018-01-08,158.8388684557
2018-01-09,160.3848173955
2018-01-10,160.1288003736
2018-01-11,161.3005705891
2018-01-12,161.6353620793
2018-01-16,159.6167663299
2018-01-17,160.9559322904
2018-01-18,159.0259578179
2018-01-19,159.4001365421
2018-01-22,158.1594386669
2018-01-23,156.7907322807
2018-01-24,158.4056088802
2018-01-25,160.8476173966
2018-01-26,163.1517705934
2018-01-29,160.3355833528
2018-01-30,158.2579067522
2018-01-31,159.0161110093
2018-02-01,157.3815407927
2018-02-02,152.6747663137
2018-02-05,148.0172258773
2018-02-06,152.9307833355
2018-02-07,147.7119748127
2018-02-08,141.8629705438
2018-02-09,147.1900939604
2018-02-12,151.3946812043
2018-02-13,151.4734556726
2018-02-14,152.6944599307
2018-02-15,153.4132769537
2018-02-16,151.2568258848
2018-02-20,151.2469790763
2018-02-21,150.4001535424
2018-02-22,151.315906736
2018-02-23,153.2360344001
2018-02-26,153.4428173793
2018-02-27,151.6408514176
2018-02-28,147.4559577909
2018-03-01,145.6539918292
2018-03-02,147.1408599178
2018-03-05,150.4001535424
2018-03-06,152.108574823
2018-03-07,153.5440283439
2018-03-08,156.2961392324
2018-03-09,158.4839683919
2018-03-12,159.4937356963
2018-03-13,158.7611594166
2018-03-14,155.9595501309
2018-03-15,154.1083100729
2018-03-16,152.7718533465
2018-03-19,148.0794052849
2018-03-20,148.71298477
2018-03-21,150.1880370088
2018-03-22,144.6244171552
2018-03-23,141.1199306282
2018-03-26,144.6442165141
2018-03-27,142.6642806231
2018-03-28,140.7338431294
2018-03-29,142.8523745328
2018-04-02,140.6744450527
2018-04-03,142.1989956887
2018-04-04,143.5651514535
2018-04-05,145.2381972814
2018-04-06,141.7436104338
2018-04-09,142.5058857518
2018-04-10,145.2183979224
2018-04-11,143.1493649164
2018-04-12,145.4460905499
2018-04-13,145.0600030512
2018-04-16,149.6831533566
2018-04-17,153.3658341137
2018-04-18,151.7125876448
2018-04-19,150.0395418169
2018-04-20,149.1683700249
2018-04-23,148.8515802824
2018-04-24,145.3074950375
2018-04-25,148.2476998356
2018-04-26,154.4250998154
2018-04-27,151.6927882859
2018-04-30,150.9899110446
2018-05-01,151.7620860421
2018-05-02,149.7227520744
2018-05-03,151.3067007871
2018-05-04,153.0193453328
2018-05-07,153.7024232152
2018-05-08,152.4550636039
2018-05-09,153.9499152016
2018-05-10,155.4744658376
2018-05-11,156.048647246
2018-05-14,156.8604209613
2018-05-15,156.9891167942
2018-05-16,157.4049033313
2018-05-17,158.2562757644
2018-05-18,157.9394860219
2018-05-21,158.8601562112
2018-05-22,157.6127965999
2018-05-23,157.0782139093
2018-05-24,155.9199514131
2018-05-25,155.4942651965
2018-05-29,151.7719857215
2018-05-30,154.9200837882
2018-05-31,154.6923911607
2018-06-01,156.2169417967
2018-06-04,155.9496504514
2018-06-05,157.9097869835
2018-06-06,161.458822068
2018-06-07,158.9713194171
2018-06-08,159.0310194807
2018-06-11,159.7673202654
2018-06-12,160.5334710819
2018-06-13,159.6678201594
2018-06-14,160.7424213046
2018-06-15,159.4588699367
2018-06-18,157.6778180386
2018-06-19,154.5336146878
2018-06-20,154.2450643803
2018-06-21,155.0908152816
2018-06-22,157.3494676887
2018-06-25,154.026164147
2018-06-26,153.4192135002
2018-06-27,154.7624649317
2018-06-28,155.8967661405
2018-06-29,157.3594176993
2018-07-02,157.4887678371
2018-07-03,156.3942666707
2018-07-05,161.0707716545
2018-07-06,163.2199739449
2018-07-09,163.9861247614
2018-07-10,165.6378265216
2018-07-11,163.2398739661
2018-07-12,165.0607259066
2018-07-13,165.9661768716
2018-07-16,166.2049771261
2018-07-17,166.0258769352
2018-07-18,164.2050249947
2018-07-19,164.4338752386
2018-07-20,164.7522755779
2018-07-23,161.0906716757
2018-07-24,162.5234732027
2018-07-25,164.9811258218
2018-07-26,165.6179265004
2018-07-27,165.5980264792
2018-07-30,164.5134753234
2018-07-31,166.6626776138
2018-08-01,164.6527754719
2018-08-02,163.1005738177
2018-08-03,164.21
2018-08-06,157.96
2018-08-07,157.03
2018-08-08,157.05
2018-08-09,157.15
2018-08-10,154.79
2018-08-13,154.32
2018-08-14,155.34
2018-08-15,154.63
2018-08-16,154.53
2018-08-17,156.04
2018-08-20,158.29
2018-08-21,158.32
2018-08-22,155.02
2018-08-23,154.9
2018-08-24,156.21
2018-08-27,158.05
2018-08-28,158.35
2018-08-29,159.5
2018-08-30,157.89
2018-08-31,158.19
2018-09-04,156.18
2018-09-05,156.14
2018-09-06,156.67
2018-09-07,155.03
2018-09-10,155.87
2018-09-11,157.08
2018-09-12,156.6
2018-09-13,159.19
2018-09-14,156.99
2018-09-17,158.02
2018-09-18,158.17
2018-09-19,164.37
2018-09-20,166.21
2018-09-21,166.5
2018-09-24,164.0
2018-09-25,163.06
2018-09-26,162.58
2018-09-27,162.33
2018-09-28,160.73
2018-10-01,168.87
2018-10-02,169.03
2018-10-03,167.57
2018-10-04,165.83
2018-10-05,164.24
2018-10-08,164.31
2018-10-09,161.18
2018-10-10,158.01
2018-10-11,154.26
2018-10-12,156.24
2018-10-15,156.79
2018-10-16,160.67
2018-10-17,159.79
2018-10-18,161.36
2018-10-19,159.85
2018-10-22,166.88
2018-10-23,164.17
2018-10-24,161.23
2018-10-25,165.0
2018-10-26,164.94
2018-10-29,165.49
2018-10-30,164.5
