date,JNPR
2020-07-20,23.93
2020-07-21,24.14
2020-07-22,24.49
2020-07-23,24.5
2020-07-24,24.48
2020-07-27,25.12
2020-07-28,24.26
2020-07-29,24.99
2020-07-30,24.93
2020-07-31,25.38
2020-08-03,25.3
2020-08-04,25.52
2020-08-05,25.63
2020-08-06,25.77
2020-08-07,25.94
2020-08-10,26.03
2020-08-11,25.52
2020-08-12,25.43
2020-08-13,24.94
2020-08-14,24.82
2020-08-17,24.31
2020-08-18,23.97
2020-08-19,23.82
2020-08-20,23.69
2020-08-21,23.62
2020-08-24,23.84
2020-08-25,23.84
2020-08-26,24.11
2020-08-27,23.87
2020-08-28,24.06
2020-08-31,25.0
2020-09-01,24.57
2020-09-02,24.93
2020-09-03,23.07
2020-09-04,23.24
2020-09-08,22.76
2020-09-09,23.23
2020-09-10,22.85
2020-09-11,23.12
2020-09-14,23.12
2020-09-15,23.1
2020-09-16,23.22
2020-09-17,23.26
2020-09-18,23.27
2020-09-21,22.97
2020-09-22,22.54
2020-09-23,21.38
2020-09-24,21.16
2020-09-25,21.39
2020-09-28,21.98
2020-09-29,21.86
2020-09-30,21.5
2020-10-01,21.35
2020-10-02,21.32
2020-10-05,21.96
2020-10-06,21.74
2020-10-07,22.29
2020-10-08,22.64
2020-10-09,22.66
2020-10-12,22.62
2020-10-13,22.33
2020-10-14,22.5
2020-10-15,22.5
2020-10-16,22.43
2020-10-19,22.07
2020-10-20,21.94
2020-10-21,21.85
2020-10-22,22.42
2020-10-23,22.29
2020-10-26,21.89
2020-10-27,21.85
2020-10-28,20.48
2020-10-29,19.69
2020-10-30,19.72
2020-11-02,19.67
2020-11-03,20.1
2020-11-04,20.04
2020-11-05,20.51
2020-11-06,20.59
2020-11-09,21.42
2020-11-10,21.48
2020-11-11,21.51
2020-11-12,21.32
2020-11-13,21.85
2020-11-16,22.34
2020-11-17,22.21
2020-11-18,21.85
2020-11-19,21.94
2020-11-20,21.63
2020-11-23,21.91
2020-11-24,22.29
2020-11-25,22.04
2020-11-27,22.21
2020-11-30,21.77
2020-12-01,21.89
2020-12-02,21.64
2020-12-03,21.63
2020-12-04,21.98
2020-12-07,22.11
2020-12-08,21.74
2020-12-09,21.9
2020-12-10,21.97
2020-12-11,21.92
2020-12-14,22.08
2020-12-15,22.29
2020-12-16,22.17
2020-12-17,22.23
2020-12-18,22.68
2020-12-21,22.49
2020-12-22,22.37
2020-12-23,22.34
2020-12-24,22.4
2020-12-28,22.56
2020-12-29,22.19
2020-12-30,22.2
2020-12-31,22.51
2021-01-04,22.61
2021-01-05,23.36
2021-01-06,23.58
2021-01-07,23.83
2021-01-08,23.8
2021-01-11,23.81
2021-01-12,23.81
2021-01-13,23.5
2021-01-14,24.21
2021-01-15,24.44
2021-01-19,24.51
2021-01-20,25.09
2021-01-21,25.25
2021-01-22,25.04
2021-01-25,25.41
2021-01-26,26.04
2021-01-27,27.59
2021-01-28,26.11
2021-01-29,24.42
2021-02-01,24.77
2021-02-02,24.19
2021-02-03,24.33
2021-02-04,24.41
2021-02-05,24.55
2021-02-08,25.15
2021-02-09,25.5
2021-02-10,25.44
2021-02-11,25.76
2021-02-12,25.25
2021-02-16,24.45
2021-02-17,24.2
2021-02-18,24.04
2021-02-19,23.97
2021-02-22,24.02
2021-02-23,23.61
2021-02-24,23.75
2021-02-25,23.64
2021-02-26,23.28
2021-03-01,23.97
2021-03-02,23.8
2021-03-03,23.87
2021-03-04,23.63
2021-03-05,23.81
2021-03-08,23.96
2021-03-09,24.14
2021-03-10,24.69
2021-03-11,25.25
2021-03-12,25.4
2021-03-15,25.83
2021-03-16,25.55
2021-03-17,25.4
2021-03-18,25.2
2021-03-19,25.0
2021-03-22,25.29
2021-03-23,24.88
2021-03-24,24.5
2021-03-25,25.04
2021-03-26,25.84
2021-03-29,25.68
2021-03-30,25.47
2021-03-31,25.33
2021-04-01,25.62
2021-04-05,25.71
2021-04-06,25.58
2021-04-07,25.42
2021-04-08,25.6
2021-04-09,25.41
2021-04-12,25.51
2021-04-13,25.67
2021-04-14,25.59
2021-04-15,25.62
2021-04-16,26.01
2021-04-19,25.92
2021-04-20,25.33
2021-04-21,25.56
2021-04-22,25.07
2021-04-23,25.3
2021-04-26,25.56
2021-04-27,25.28
2021-04-28,25.26
2021-04-29,26.35
2021-04-30,25.39
2021-05-03,25.87
2021-05-04,26.09
2021-05-05,26.31
2021-05-06,27.01
2021-05-07,27.2
2021-05-10,27.0
2021-05-11,26.84
2021-05-12,25.9
2021-05-13,26.33
2021-05-14,26.58
2021-05-17,26.52
2021-05-18,26.3
2021-05-19,26.0
2021-05-20,26.51
2021-05-21,26.73
2021-05-24,26.84
2021-05-25,26.58
2021-05-26,26.57
2021-05-27,26.58
2021-05-28,26.33
2021-06-01,26.43
2021-06-02,26.47
2021-06-03,26.93
2021-06-04,27.8
2021-06-07,27.97
2021-06-08,28.58
2021-06-09,28.48
2021-06-10,28.93
2021-06-11,28.67
2021-06-14,28.51
2021-06-15,28.3
2021-06-16,28.21
2021-06-17,27.75
2021-06-18,26.93
2021-06-21,27.64
2021-06-22,27.39
2021-06-23,27.17
2021-06-24,27.33
2021-06-25,27.69
2021-06-28,27.68
2021-06-29,27.6
2021-06-30,27.35
2021-07-01,27.3
2021-07-02,27.32
2021-07-06,27.14
2021-07-07,27.32
2021-07-08,27.25
2021-07-09,27.62
2021-07-12,27.32
2021-07-13,27.45
2021-07-14,28.05
2021-07-15,28.07
2021-07-16,27.61
2021-07-19,26.61
2021-07-20,27.12
2021-07-21,27.17
2021-07-22,27.3
2021-07-23,27.57
2021-07-26,27.61
2021-07-27,27.64
2021-07-28,26.98
2021-07-29,27.41
2021-07-30,28.14
2021-08-02,28.01
2021-08-03,29.05
2021-08-04,28.55
2021-08-05,28.22
2021-08-06,28.39
2021-08-09,28.22
2021-08-10,28.22
2021-08-11,28.4
2021-08-12,28.5
2021-08-13,28.89
2021-08-16,28.67
2021-08-17,28.4
2021-08-18,28.83
2021-08-19,29.02
2021-08-20,29.07
2021-08-23,29.22
2021-08-24,29.43
2021-08-25,29.48
2021-08-26,29.4
2021-08-27,29.49
2021-08-30,29.44
2021-08-31,28.98
2021-09-01,29.07
2021-09-02,29.37
2021-09-03,28.98
2021-09-07,28.29
2021-09-08,28.27
2021-09-09,28.14
2021-09-10,27.83
2021-09-13,28.24
2021-09-14,27.99
2021-09-15,28.05
2021-09-16,28.05
2021-09-17,27.9
2021-09-20,27.55
2021-09-21,27.41
2021-09-22,27.77
2021-09-23,28.16
2021-09-24,28.53
2021-09-27,28.66
2021-09-28,28.26
2021-09-29,28.36
2021-09-30,27.52
2021-10-01,28.0
2021-10-04,27.79
2021-10-05,28.02
2021-10-06,28.08
2021-10-07,28.63
2021-10-08,28.69
2021-10-11,28.64
2021-10-12,28.35
2021-10-13,28.29
2021-10-14,28.95
2021-10-15,28.6
2021-10-18,28.41
2021-10-19,28.28
2021-10-20,28.55
2021-10-21,28.43
2021-10-22,28.15
2021-10-25,27.64
2021-10-26,27.49
2021-10-27,29.82
2021-10-28,29.7
2021-10-29,29.52
2021-11-01,30.28
2021-11-02,31.22
2021-11-03,31.23
2021-11-04,31.07
2021-11-05,31.29
2021-11-08,31.26
2021-11-09,31.42
2021-11-10,31.75
2021-11-11,31.69
2021-11-12,32.03
2021-11-15,32.14
2021-11-16,31.99
2021-11-17,32.12
2021-11-18,32.38
2021-11-19,32.2
2021-11-22,32.4
2021-11-23,32.33
2021-11-24,32.42
2021-11-26,31.45
2021-11-29,31.84
2021-11-30,31.13
2021-12-01,30.8
2021-12-02,31.21
2021-12-03,31.27
2021-12-06,31.45
2021-12-07,32.66
2021-12-08,32.43
2021-12-09,32.74
2021-12-10,34.0
2021-12-13,34.01
2021-12-14,33.52
2021-12-15,34.05
2021-12-16,33.47
2021-12-17,33.64
2021-12-20,33.16
2021-12-21,33.6
2021-12-22,33.84
2021-12-23,34.13
2021-12-27,35.11
2021-12-28,35.43
2021-12-29,35.77
2021-12-30,35.38
2021-12-31,35.71
2022-01-03,35.36
2022-01-04,34.98
2022-01-05,34.26
2022-01-06,34.44
2022-01-07,34.24
2022-01-10,34.51
2022-01-11,35.36
2022-01-12,34.88
2022-01-13,34.87
2022-01-14,34.64
2022-01-18,34.05
2022-01-19,33.57
2022-01-20,33.31
2022-01-21,32.87
2022-01-24,32.29
2022-01-25,31.52
2022-01-26,31.43
2022-01-27,31.45
2022-01-28,33.63
2022-01-31,34.82
2022-02-01,34.04
2022-02-02,34.6
2022-02-03,34.77
2022-02-04,35.13
2022-02-07,34.72
2022-02-08,34.91
2022-02-09,35.13
2022-02-10,34.56
2022-02-11,33.99
2022-02-14,33.79
2022-02-15,34.6
2022-02-16,34.75
2022-02-17,34.38
2022-02-18,34.32
2022-02-22,33.81
2022-02-23,33.19
2022-02-24,33.67
2022-02-25,34.32
2022-02-28,33.79
2022-03-01,33.08
2022-03-02,34.21
2022-03-03,34.33
2022-03-04,34.15
2022-03-07,33.04
2022-03-08,32.88
2022-03-09,33.69
2022-03-10,33.25
2022-03-11,33.14
2022-03-14,33.29
2022-03-15,34.38
2022-03-16,34.17
2022-03-17,34.65
2022-03-18,35.31
2022-03-21,35.31
2022-03-22,35.68
2022-03-23,35.07
2022-03-24,35.66
2022-03-25,36.52
2022-03-28,37.31
2022-03-29,37.69
2022-03-30,37.58
2022-03-31,37.16
2022-04-01,36.83
2022-04-04,36.79
2022-04-05,36.29
2022-04-06,35.58
2022-04-07,35.7
2022-04-08,35.43
2022-04-11,34.41
2022-04-12,34.22
2022-04-13,35.22
2022-04-14,35.13
2022-04-18,35.1
2022-04-19,35.77
2022-04-20,36.5
2022-04-21,36.15
2022-04-22,35.15
2022-04-25,34.62
2022-04-26,33.6
2022-04-27,31.9
2022-04-28,32.68
2022-04-29,31.52
2022-05-02,32.24
2022-05-03,32.3
2022-05-04,32.92
2022-05-05,31.78
2022-05-06,32.07
2022-05-09,30.7
2022-05-10,31.09
2022-05-11,30.57
2022-05-12,29.67
2022-05-13,30.46
2022-05-16,30.27
2022-05-17,31.41
2022-05-18,29.85
2022-05-19,28.8
2022-05-20,28.87
2022-05-23,29.61
2022-05-24,29.72
2022-05-25,30.07
2022-05-26,30.62
2022-05-27,31.22
2022-05-31,30.68
2022-06-01,30.75
2022-06-02,31.17
2022-06-03,30.8
2022-06-06,30.7
2022-06-07,30.89
2022-06-08,30.25
2022-06-09,29.58
2022-06-10,28.81
2022-06-13,28.07
2022-06-14,28.32
2022-06-15,28.58
2022-06-16,27.65
2022-06-17,27.63
2022-06-21,28.39
2022-06-22,28.16
2022-06-23,28.22
2022-06-24,29.15
2022-06-27,29.17
2022-06-28,28.67
2022-06-29,28.79
2022-06-30,28.5
2022-07-01,28.22
2022-07-05,28.04
2022-07-06,28.09
2022-07-07,28.66
2022-07-08,28.79
2022-07-11,28.67
2022-07-12,28.37
2022-07-13,27.98
2022-07-14,28.03
2022-07-15,28.52
2022-07-18,28.17
2022-07-19,29.18
2022-07-20,28.53
2022-07-21,29.24
2022-07-22,28.61
2022-07-25,28.42
2022-07-26,28.07
2022-07-27,27.71
2022-07-28,28.0
2022-07-29,28.03
2022-08-01,27.98
2022-08-02,27.71
2022-08-03,28.21
2022-08-04,27.92
2022-08-05,28.04
2022-08-08,28.11
2022-08-09,27.82
2022-08-10,28.72
2022-08-11,28.74
2022-08-12,28.91
2022-08-15,29.04
2022-08-16,29.1
2022-08-17,28.82
2022-08-18,30.26
2022-08-19,29.73
2022-08-22,28.97
2022-08-23,29.02
2022-08-24,28.99
2022-08-25,30.38
2022-08-26,29.39
2022-08-29,29.37
2022-08-30,28.92
2022-08-31,28.42
2022-09-01,28.14
2022-09-02,28.01
2022-09-06,27.76
2022-09-07,28.19
2022-09-08,28.69
2022-09-09,29.04
2022-09-12,29.41
2022-09-13,28.02
2022-09-14,28.05
2022-09-15,27.98
2022-09-16,27.61
2022-09-19,27.31
2022-09-20,26.88
2022-09-21,26.36
2022-09-22,26.33
2022-09-23,26.38
2022-09-26,25.97
2022-09-27,26.02
2022-09-28,26.68
2022-09-29,26.11
2022-09-30,26.12
2022-10-03,26.57
2022-10-04,27.63
2022-10-05,27.58
2022-10-06,27.54
2022-10-07,26.74
2022-10-10,26.33
2022-10-11,25.81
2022-10-12,25.91
2022-10-13,26.32
2022-10-14,25.81
2022-10-17,26.61
2022-10-18,27.44
2022-10-19,27.37
2022-10-20,27.61
2022-10-21,28.76
2022-10-24,28.49
2022-10-25,29.16
2022-10-26,30.0
2022-10-27,30.28
2022-10-28,30.83
2022-10-31,30.6
2022-11-01,30.91
2022-11-02,30.11
2022-11-03,29.84
2022-11-04,30.12
2022-11-07,29.82
2022-11-08,30.04
2022-11-09,28.94
2022-11-10,30.51
2022-11-11,30.5
2022-11-14,30.24
2022-11-15,30.46
2022-11-16,29.93
2022-11-17,30.51
2022-11-18,31.57
2022-11-21,31.87
2022-11-22,32.24
2022-11-23,31.73
2022-11-25,32.02
2022-11-28,31.91
2022-11-29,31.87
2022-11-30,33.24
2022-12-01,32.92
2022-12-02,32.86
2022-12-05,32.53
2022-12-06,32.15
2022-12-07,31.97
2022-12-08,32.45
2022-12-09,32.38
2022-12-12,33.05
2022-12-13,33.13
2022-12-14,33.08
2022-12-15,32.29
2022-12-16,31.78
2022-12-19,31.67
2022-12-20,31.78
2022-12-21,31.75
2022-12-22,31.39
2022-12-23,31.67
2022-12-27,31.78
2022-12-28,31.36
2022-12-29,32.03
2022-12-30,31.96
2023-01-03,32.53
2023-01-04,31.83
2023-01-05,31.17
2023-01-06,31.95
2023-01-09,31.83
2023-01-10,31.83
2023-01-11,32.16
2023-01-12,31.69
2023-01-13,31.94
2023-01-17,32.12
2023-01-18,32.06
2023-01-19,31.45
2023-01-20,31.46
2023-01-23,31.85
2023-01-24,32.01
2023-01-25,31.98
2023-01-26,32.32
2023-01-27,32.01
2023-01-30,32.13
2023-01-31,32.3
2023-02-01,30.99
2023-02-02,31.45
2023-02-03,30.73
2023-02-06,30.8
2023-02-07,31.22
2023-02-08,31.06
2023-02-09,30.97
2023-02-10,31.13
2023-02-13,31.29
2023-02-14,31.36
2023-02-15,31.52
2023-02-16,31.53
2023-02-17,31.56
2023-02-21,31.46
2023-02-22,31.28
2023-02-23,31.47
2023-02-24,30.77
2023-02-27,30.9
2023-02-28,30.78
2023-03-01,30.53
2023-03-02,30.73
2023-03-03,30.68
2023-03-06,31.33
2023-03-07,31.2
2023-03-08,31.3
2023-03-09,31.06
2023-03-10,30.8
2023-03-13,30.69
2023-03-14,31.25
2023-03-15,30.7
2023-03-16,31.58
2023-03-17,31.33
2023-03-20,31.99
2023-03-21,32.14
2023-03-22,31.41
2023-03-23,32.12
2023-03-24,32.68
2023-03-27,32.8
2023-03-28,32.96
2023-03-29,33.37
2023-03-30,34.04
2023-03-31,34.42
2023-04-03,34.43
2023-04-04,34.14
2023-04-05,34.31
2023-04-06,33.69
2023-04-10,33.92
2023-04-11,33.64
2023-04-12,33.76
2023-04-13,34.09
2023-04-14,33.99
2023-04-17,33.57
2023-04-18,33.14
2023-04-19,31.76
2023-04-20,30.86
2023-04-21,31.31
2023-04-24,31.25
2023-04-25,30.98
2023-04-26,30.04
2023-04-27,29.58
2023-04-28,30.15
2023-05-01,29.88
2023-05-02,29.18
2023-05-03,28.94
2023-05-04,28.43
2023-05-05,28.85
2023-05-08,28.9
2023-05-09,29.1
2023-05-10,29.07
2023-05-11,28.92
2023-05-12,29.08
2023-05-15,29.29
2023-05-16,28.87
2023-05-17,28.73
2023-05-18,29.43
2023-05-19,29.54
2023-05-22,29.76
2023-05-23,29.33
2023-05-24,29.22
2023-05-25,29.73
2023-05-26,30.5
2023-05-30,30.69
2023-05-31,30.37
2023-06-01,30.55
2023-06-02,30.97
2023-06-05,30.04
2023-06-06,29.51
2023-06-07,30.05
2023-06-08,30.06
2023-06-09,30.19
2023-06-12,30.99
2023-06-13,31.23
2023-06-14,31.68
2023-06-15,32.44
2023-06-16,32.47
2023-06-20,31.5
2023-06-21,30.8
2023-06-22,30.57
2023-06-23,29.91
2023-06-26,29.98
2023-06-27,30.66
2023-06-28,30.52
2023-06-29,30.88
2023-06-30,31.33
2023-07-03,31.33
2023-07-05,31.15
2023-07-06,31.18
2023-07-07,31.08
2023-07-10,31.1
2023-07-11,31.46
2023-07-12,30.94
2023-07-13,31.14
2023-07-14,29.22
2023-07-17,29.33
2023-07-18,29.94
2023-07-19,30.22
2023-07-20,29.93
2023-07-21,30.01
2023-07-24,29.37
2023-07-25,29.82
2023-07-26,29.67
2023-07-27,29.69
2023-07-28,27.63
2023-07-31,27.8
2023-08-01,28.01
2023-08-02,28.29
2023-08-03,28.28
2023-08-04,28.24
2023-08-07,28.09
2023-08-08,27.72
2023-08-09,27.77
2023-08-10,27.85
2023-08-11,27.68
2023-08-14,27.77
2023-08-15,27.33
2023-08-16,27.12
2023-08-17,27.95
2023-08-18,28.2
2023-08-21,28.0
2023-08-22,28.34
2023-08-23,28.14
2023-08-24,27.89
2023-08-25,28.08
2023-08-28,28.21
2023-08-29,28.51
2023-08-30,28.51
2023-08-31,29.12
2023-09-01,29.31
2023-09-05,29.01
2023-09-06,29.25
2023-09-07,28.66
2023-09-08,29.07
2023-09-11,28.84
2023-09-12,28.74
2023-09-13,28.41
2023-09-14,28.35
2023-09-15,28.43
2023-09-18,28.28
2023-09-19,28.48
2023-09-20,28.22
2023-09-21,27.73
2023-09-22,27.93
2023-09-25,27.9
2023-09-26,27.52
2023-09-27,27.5
2023-09-28,27.84
2023-09-29,27.79
2023-10-02,28.05
2023-10-03,27.55
2023-10-04,27.08
2023-10-05,26.47
2023-10-06,26.61
2023-10-09,26.82
2023-10-10,26.47
2023-10-11,26.2
2023-10-12,25.9
2023-10-13,25.66
2023-10-16,26.29
2023-10-17,26.1
2023-10-18,25.53
2023-10-19,25.07
2023-10-20,25.32
2023-10-23,24.96
2023-10-24,25.18
2023-10-25,25.03
2023-10-26,25.08
2023-10-27,26.61
2023-10-30,26.42
2023-10-31,26.92
2023-11-01,26.67
2023-11-02,26.87
2023-11-03,27.26
2023-11-06,27.37
2023-11-07,26.94
2023-11-08,26.83
2023-11-09,26.78
2023-11-10,27.14
2023-11-13,26.88
2023-11-14,27.53
2023-11-15,27.67
2023-11-16,26.82
2023-11-17,26.99
2023-11-20,26.92
2023-11-21,26.87
2023-11-22,27.04
2023-11-24,27.33
2023-11-27,27.28
2023-11-28,27.49
2023-11-29,28.04
2023-11-30,28.45
2023-12-01,28.57
2023-12-04,28.89
2023-12-05,28.75
2023-12-06,28.81
2023-12-07,28.86
2023-12-08,28.99
2023-12-11,29.38
2023-12-12,29.35
2023-12-13,29.35
2023-12-14,29.59
2023-12-15,29.31
2023-12-18,29.3
2023-12-19,29.42
2023-12-20,29.06
2023-12-21,29.21
2023-12-22,29.45
2023-12-26,29.59
2023-12-27,29.44
2023-12-28,29.51
2023-12-29,29.48
2024-01-02,29.34
2024-01-03,30.02
2024-01-04,29.77
2024-01-05,29.91
2024-01-08,30.22
2024-01-09,36.81
2024-01-10,37.59
2024-01-11,37.75
2024-01-12,37.51
2024-01-16,37.35
2024-01-17,37.22
2024-01-18,37.32
2024-01-19,37.41
2024-01-22,37.47
2024-01-23,37.29
2024-01-24,37.19
2024-01-25,37.23
2024-01-26,37.2
2024-01-29,37.23
2024-01-30,37.18
2024-01-31,36.96
2024-02-01,36.89
2024-02-02,36.94
2024-02-05,36.94
2024-02-06,36.99
2024-02-07,37.03
2024-02-08,36.95
2024-02-09,37.03
2024-02-12,37.0
2024-02-13,37.06
2024-02-14,37.03
2024-02-15,37.01
2024-02-16,36.92
2024-02-20,36.9
2024-02-21,36.99
2024-02-22,37.16
2024-02-23,37.18
2024-02-26,37.08
2024-02-27,37.16
2024-02-28,37.05
2024-02-29,37.03
2024-03-01,37.37
2024-03-04,37.64
2024-03-05,37.45
2024-03-06,37.44
2024-03-07,37.35
2024-03-08,37.36
2024-03-11,37.0
2024-03-12,36.85
2024-03-13,36.59
2024-03-14,36.47
2024-03-15,36.22
2024-03-18,36.71
2024-03-19,36.71
2024-03-20,36.82
2024-03-21,36.94
2024-03-22,37.05
2024-03-25,37.07
2024-03-26,37.04
2024-03-27,37.28
2024-03-28,37.06
2024-04-01,37.05
2024-04-02,36.91
2024-04-03,37.05
2024-04-04,36.97
2024-04-05,37.07
2024-04-08,37.13
2024-04-09,37.18
2024-04-10,36.97
2024-04-11,36.93
2024-04-12,36.65
2024-04-15,36.52
2024-04-16,36.43
2024-04-17,36.48
2024-04-18,36.16
2024-04-19,36.06
2024-04-22,36.11
2024-04-23,35.88
2024-04-24,35.36
2024-04-25,34.95
2024-04-26,34.71
2024-04-29,35.15
2024-04-30,34.82
2024-05-01,34.89
2024-05-02,34.65
2024-05-03,34.84
2024-05-06,34.78
2024-05-07,34.5
2024-05-08,34.59
2024-05-09,34.45
2024-05-10,34.64
2024-05-13,34.5
2024-05-14,34.44
2024-05-15,34.58
2024-05-16,34.71
2024-05-17,34.64
2024-05-20,34.64
2024-05-21,34.55
2024-05-22,34.68
2024-05-23,34.59
2024-05-24,34.69
2024-05-28,34.42
2024-05-29,34.62
2024-05-30,35.13
2024-05-31,35.67
2024-06-03,35.45
2024-06-04,35.24
2024-06-05,35.42
2024-06-06,35.46
2024-06-07,35.55
2024-06-10,35.43
2024-06-11,35.45
2024-06-12,35.54
2024-06-13,35.55
2024-06-14,35.46
2024-06-17,35.5
2024-06-18,35.54
2024-06-20,35.43
2024-06-21,35.69
2024-06-24,35.54
2024-06-25,35.48
2024-06-26,35.69
2024-06-27,36.01
2024-06-28,36.46
2024-07-01,36.75
2024-07-02,36.57
2024-07-03,36.35
2024-07-05,36.72
2024-07-08,36.93
2024-07-09,36.92
2024-07-10,36.94
2024-07-11,37.16
2024-07-12,37.13
2024-07-15,37.16
2024-07-16,37.28
2024-07-17,37.2
2024-07-18,37.32
2024-07-19,37.29
2024-07-22,37.25
2024-07-23,37.18
2024-07-24,36.77
2024-07-25,37.49
2024-07-26,37.25
2024-07-29,37.64
2024-07-30,37.96
2024-07-31,37.69
2024-08-01,37.86
2024-08-02,38.2
2024-08-05,37.97
2024-08-06,38.12
2024-08-07,38.4
2024-08-08,38.58
2024-08-09,38.57
2024-08-12,38.78
2024-08-13,38.81
2024-08-14,38.79
2024-08-15,38.81
2024-08-16,38.86
2024-08-19,38.99
2024-08-20,38.82
2024-08-21,39.0
2024-08-22,38.74
2024-08-23,38.8
2024-08-26,38.87
2024-08-27,38.85
2024-08-28,38.82
2024-08-29,38.98
2024-08-30,38.88
2024-09-03,38.76
2024-09-04,38.77
2024-09-05,38.61
2024-09-06,38.4
2024-09-09,38.34
2024-09-10,38.4
2024-09-11,38.53
2024-09-12,38.55
2024-09-13,38.6
2024-09-16,38.63
2024-09-17,39.03
2024-09-18,38.98
2024-09-19,38.96
2024-09-20,38.9
2024-09-23,38.87
2024-09-24,38.81
2024-09-25,38.85
2024-09-26,38.82
2024-09-27,38.95
2024-09-30,38.98
2024-10-01,38.88
2024-10-02,38.9
2024-10-03,38.85
2024-10-04,38.82
2024-10-07,38.77
2024-10-08,38.77
2024-10-09,38.8
2024-10-10,38.77
2024-10-11,38.75
2024-10-14,38.76
2024-10-15,38.98
2024-10-16,39.14
2024-10-17,39.22
2024-10-18,39.21
2024-10-21,39.26
2024-10-22,39.19
2024-10-23,39.17
2024-10-24,39.16
2024-10-25,39.08
2024-10-28,39.02
2024-10-29,39.04
2024-10-30,38.95
2024-10-31,38.9
2024-11-01,39.0
2024-11-04,38.98
2024-11-05,39.15
2024-11-06,39.01
2024-11-07,39.0
2024-11-08,38.91
2024-11-11,38.84
2024-11-12,38.53
2024-11-13,38.25
2024-11-14,38.41
2024-11-15,36.51
2024-11-18,35.61
2024-11-19,35.08
2024-11-20,35.66
2024-11-21,35.43
2024-11-22,35.91
2024-11-25,36.2
2024-11-26,36.02
2024-11-27,36.07
2024-11-29,35.92
2024-12-02,35.62
2024-12-03,35.46
2024-12-04,36.25
2024-12-05,36.78
2024-12-06,36.52
2024-12-09,37.13
2024-12-10,37.23
2024-12-11,37.39
2024-12-12,37.3
2024-12-13,37.23
2024-12-16,37.6
2024-12-17,37.66
2024-12-18,37.28
2024-12-19,37.0
2024-12-20,37.24
2024-12-23,37.48
2024-12-24,37.5
2024-12-26,37.51
2024-12-27,37.51
2024-12-30,37.35
2024-12-31,37.45
2025-01-02,37.78
2025-01-03,37.95
2025-01-06,37.98
2025-01-07,38.31
2025-01-08,38.37
2025-01-10,38.45
2025-01-13,38.49
2025-01-14,38.51
2025-01-15,38.67
2025-01-16,38.84
2025-01-17,38.43
2025-01-21,38.57
2025-01-22,38.79
2025-01-23,38.97
2025-01-24,39.03
2025-01-27,38.65
2025-01-28,36.3
2025-01-29,35.15
2025-01-30,34.38
2025-01-31,34.86
2025-02-03,34.59
2025-02-04,35.65
2025-02-05,36.08
2025-02-06,36.0
2025-02-07,35.7
2025-02-10,35.97
2025-02-11,36.1
2025-02-12,36.35
2025-02-13,36.34
2025-02-14,36.55
2025-02-18,36.16
2025-02-19,36.04
2025-02-20,36.07
2025-02-21,35.99
2025-02-24,35.96
2025-02-25,36.03
2025-02-26,35.99
2025-02-27,35.98
2025-02-28,36.2
2025-03-03,36.03
2025-03-04,35.94
2025-03-05,36.01
2025-03-06,36.06
2025-03-07,36.06
2025-03-10,35.84
2025-03-11,35.55
2025-03-12,35.61
2025-03-13,35.56
2025-03-14,35.76
2025-03-17,36.1
2025-03-18,35.99
2025-03-19,36.08
2025-03-20,36.16
2025-03-21,36.05
2025-03-24,36.1
2025-03-25,36.1
2025-03-26,36.12
2025-03-27,36.15
2025-03-28,36.12
2025-03-31,36.19
2025-04-01,36.14
2025-04-02,36.07
2025-04-03,35.24
2025-04-04,33.95
2025-04-07,34.14
2025-04-08,33.93
2025-04-09,35.15
2025-04-10,34.64
2025-04-11,34.93
2025-04-14,34.78
2025-04-15,34.67
2025-04-16,34.49
2025-04-17,34.33
2025-04-21,34.04
2025-04-22,34.63
2025-04-23,35.34
2025-04-24,35.53
2025-04-25,35.6
2025-04-28,35.79
2025-04-29,36.05
2025-04-30,36.32
2025-05-01,36.35
2025-05-02,36.63
2025-05-05,36.63
2025-05-06,36.6
2025-05-07,36.38
2025-05-08,36.3
2025-05-09,36.35
2025-05-12,36.58
2025-05-13,36.39
2025-05-14,36.1
2025-05-15,36.26
2025-05-16,36.05
2025-05-19,36.13
2025-05-20,36.14
2025-05-21,35.99
2025-05-22,35.97
2025-05-23,35.99
2025-05-27,36.07
2025-05-28,35.92
2025-05-29,35.95
2025-05-30,35.93
2025-06-02,35.87
2025-06-03,35.95
2025-06-04,35.89
2025-06-05,35.81
2025-06-06,35.9
2025-06-09,35.76
2025-06-10,35.83
2025-06-11,35.9
2025-06-12,35.92
2025-06-13,35.77
2025-06-16,36.02
2025-06-17,35.93
2025-06-18,35.85
2025-06-20,36.03
2025-06-23,36.3
2025-06-24,36.56
2025-06-25,36.55
2025-06-26,36.9
2025-06-27,36.82
2025-06-30,39.93
