date,HRS
2017-02-06,88.3752198709
2017-02-07,88.5517517474
2017-02-08,88.1902817146
2017-02-09,87.8372179617
2017-02-10,88.8880029407
2017-02-13,89.9556004793
2017-02-14,90.7373845036
2017-02-15,90.2161951541
2017-02-16,91.3342303717
2017-02-17,92.0151390381
2017-02-21,93.3265186918
2017-02-22,92.8389544616
2017-02-23,92.3345776717
2017-02-24,93.3937689305
2017-02-27,93.6207384859
2017-02-28,92.3850153506
2017-03-01,93.2340496137
2017-03-02,92.7212665439
2017-03-03,92.8557670212
2017-03-06,92.3850153506
2017-03-07,92.2421085935
2017-03-08,92.4942969885
2017-03-09,92.4606718691
2017-03-10,93.4358003296
2017-03-13,93.5793917783
2017-03-14,93.3851209948
2017-03-15,94.3902611357
2017-03-16,94.3057955777
2017-03-17,94.8632682609
2017-03-20,95.0659856002
2017-03-21,93.6723038922
2017-03-22,93.7483228944
2017-03-23,94.1115247941
2017-03-24,93.6638573364
2017-03-27,93.5793917783
2017-03-28,94.3395818009
2017-03-29,93.8665746757
2017-03-30,94.424047359
2017-03-31,93.984826457
2017-04-03,93.1401708764
2017-04-04,93.0050259835
2017-04-05,92.109691068
2017-04-06,92.4813395235
2017-04-07,93.0557053183
2017-04-10,92.9627932045
2017-04-11,92.8614345348
2017-04-12,93.157063988
2017-04-13,92.9290069812
2017-04-17,93.0894915416
2017-04-18,92.5404654141
2017-04-19,92.4222136329
2017-04-20,92.8698810906
2017-04-21,93.1401708764
2017-04-24,94.3395818009
2017-04-25,93.9341471222
2017-04-26,93.8665746757
2017-04-27,95.6910307299
2017-04-28,94.508512917
2017-05-01,92.6671637512
2017-05-02,92.5235723025
2017-05-03,92.2786221841
2017-05-04,92.9121138696
2017-05-05,93.5202658877
2017-05-08,91.2228027084
2017-05-09,91.6451304987
2017-05-10,92.0336720658
2017-05-11,92.0421186216
2017-05-12,91.020085369
2017-05-15,91.7549357242
2017-05-16,91.76338228
2017-05-17,90.5301851322
2017-05-18,90.7497955832
2017-05-19,91.062318148
2017-05-22,91.6873632777
2017-05-23,92.0167789542
2017-05-24,92.8107551999
2017-05-25,93.7990022293
2017-05-26,93.3851209948
2017-05-30,93.3597813274
2017-05-31,95.1842373815
2017-06-01,96.2026136731
2017-06-02,96.5929912515
2017-06-05,95.6764525891
2017-06-06,94.1064558063
2017-06-07,93.7330511661
2017-06-08,94.3780228174
2017-06-09,92.5534319617
2017-06-12,92.1036490997
2017-06-13,92.7655936891
2017-06-14,92.8165125037
2017-06-15,92.926836602
2017-06-16,93.809429388
2017-06-19,95.2860750107
2017-06-20,94.9381297777
2017-06-21,94.8023462722
2017-06-22,94.1913204973
2017-06-23,94.5307792611
2017-06-26,94.1234287445
2017-06-27,92.7995395655
2017-06-28,93.7075917588
2017-06-29,92.4940266781
2017-06-30,92.5704048999
2017-07-03,93.0711065766
2017-07-05,94.0555369917
2017-07-06,93.5887811915
2017-07-07,95.7358578728
2017-07-10,96.6608830042
2017-07-11,97.3567734701
2017-07-12,98.0950962815
2017-07-13,97.7132051722
2017-07-14,97.7471510485
2017-07-17,96.3129377713
2017-07-18,96.5590453751
2017-07-19,97.1106658663
2017-07-20,96.9409364844
2017-07-21,96.6948288806
2017-07-24,96.6948288806
2017-07-25,97.5689351975
2017-07-26,97.789583394
2017-07-27,96.643910066
2017-07-28,97.0936929281
2017-07-31,97.1446117427
2017-08-01,98.315744478
2017-08-02,98.6552032418
2017-08-03,99.2153102022
2017-08-04,99.028607882
2017-08-07,99.6141742497
2017-08-08,99.198337264
2017-08-09,100.6070911339
2017-08-10,100.3355241228
2017-08-11,100.4543346902
2017-08-14,101.7018456473
2017-08-15,101.6594133018
2017-08-16,102.0497908802
2017-08-17,101.0823334033
2017-08-18,100.7428746395
2017-08-21,100.615577603
2017-08-22,101.8291426837
2017-08-23,101.056873996
2017-08-24,100.8531987377
2017-08-25,101.5490892036
2017-08-28,102.9663295426
2017-08-29,103.1190859864
2017-08-30,103.8234629213
2017-08-31,104.2987051907
2017-09-01,104.5108669181
2017-09-05,104.2902187216
2017-09-06,104.145948747
2017-09-07,104.4005428199
2017-09-08,104.4516986595
2017-09-11,105.0996726289
2017-09-12,105.4407115601
2017-09-13,105.1167245754
2017-09-14,105.9352180103
2017-09-15,108.1690230098
2017-09-18,109.968003372
2017-09-19,111.6135162152
2017-09-20,112.2018083715
2017-09-21,111.7414058144
2017-09-22,112.3723278371
2017-09-25,111.4771006427
2017-09-26,112.1336005853
2017-09-27,111.9971850128
2017-09-28,111.6476201083
2017-09-29,112.2700161578
2017-10-02,113.2334511385
2017-10-03,113.6597498025
2017-10-04,114.2480419588
2017-10-05,114.921593848
2017-10-06,115.6633535234
2017-10-09,115.8509249356
2017-10-10,116.0129184279
2017-10-11,115.953236615
2017-10-12,116.4818469583
2017-10-13,116.4306911187
2017-10-16,115.8679768821
2017-10-17,116.0299703745
2017-10-18,114.9642237144
2017-10-19,115.620723657
2017-10-20,116.5756326644
2017-10-23,116.652366424
2017-10-24,116.7717300499
2017-10-25,116.5841586377
2017-10-26,115.833872989
2017-10-27,116.4051131988
2017-10-30,115.6463015769
2017-10-31,118.7838597441
2017-11-01,116.9337235422
2017-11-02,116.8910936758
2017-11-03,118.8605935036
2017-11-06,118.5025026258
2017-11-07,118.8264896105
2017-11-08,120.4634764803
2017-11-09,117.2832884467
2017-11-10,118.3064052404
2017-11-13,118.4854506793
2017-11-14,118.8009116906
2017-11-15,118.4854506793
2017-11-16,120.148015469
2017-11-17,119.7114248891
2017-11-20,121.4920296071
2017-11-21,123.2726343251
2017-11-22,122.0056655834
2017-11-24,123.2212707275
2017-11-27,122.8446043448
2017-11-28,123.4438463172
2017-11-29,122.6049075559
2017-11-30,123.7006643054
2017-12-01,122.29672597
2017-12-04,121.2951358162
2017-12-05,122.0570291811
2017-12-06,122.0056655834
2017-12-07,122.5877863566
2017-12-08,122.6305893547
2017-12-11,122.1083927787
2017-12-12,121.0639996268
2017-12-13,121.5091508063
2017-12-14,120.9355906327
2017-12-15,123.3496797216
2017-12-18,122.1340745775
2017-12-19,122.0484685815
2017-12-20,121.8515747905
2017-12-21,122.2368017728
2017-12-22,122.2282411732
2017-12-26,121.7317263961
2017-12-27,122.6049075559
2017-12-28,122.6049075559
2017-12-29,121.2608934177
2018-01-02,121.6204386012
2018-01-03,122.2624835716
2018-01-04,121.928620187
2018-01-05,123.0500587354
2018-01-08,125.3271782305
2018-01-09,124.6594514613
2018-01-10,124.2571032798
2018-01-11,124.3855122739
2018-01-12,126.0205867986
2018-01-16,124.7878604554
2018-01-17,126.3630107829
2018-01-18,124.7621786565
2018-01-19,124.8905876506
2018-01-22,122.579225757
2018-01-23,121.9114989878
2018-01-24,122.5021803606
2018-01-25,123.6749825066
2018-01-26,125.1131632404
2018-01-29,126.0034655994
2018-01-30,133.81073244
2018-01-31,136.438836519
2018-02-01,134.983534586
2018-02-02,133.4597478562
2018-02-05,126.8680861596
2018-02-06,127.2447525423
2018-02-07,130.7974013787
2018-02-08,128.272024495
2018-02-09,130.9942951697
2018-02-12,130.7974013787
2018-02-13,130.9942951697
2018-02-14,132.6636120928
2018-02-15,133.7422476431
2018-02-16,134.1103534262
2018-02-20,134.4099744124
2018-02-21,135.4030039667
2018-02-22,135.2489131738
2018-02-23,135.9423217419
2018-02-26,136.5758061127
2018-02-27,136.1306549332
2018-02-28,133.6737628463
2018-03-01,130.8658861756
2018-03-02,131.7133855365
2018-03-05,132.0558095208
2018-03-06,132.4067941046
2018-03-07,133.8278536392
2018-03-08,133.8106697854
2018-03-09,135.5118713147
2018-03-12,135.7696291222
2018-03-13,135.8383645375
2018-03-14,135.3915843379
2018-03-15,135.9070999528
2018-03-16,134.4722481579
2018-03-19,134.4035127426
2018-03-20,136.4569832754
2018-03-21,137.3075840401
2018-03-22,132.8054143362
2018-03-23,135.0564991882
2018-03-26,139.249359523
2018-03-27,137.7715480935
2018-03-28,137.2818082593
2018-03-29,138.5705972967
2018-04-02,137.1529293556
2018-04-03,137.213072844
2018-04-04,139.4383819152
2018-04-05,141.191135006
2018-04-06,138.3643910507
2018-04-09,139.9023459686
2018-04-10,139.5243011843
2018-04-11,139.0689290578
2018-04-12,139.8422024802
2018-04-13,138.9228663002
2018-04-16,141.9214487938
2018-04-17,143.4508117848
2018-04-18,144.5849461377
2018-04-19,145.0832778988
2018-04-20,144.344372184
2018-04-23,145.2035648756
2018-04-24,141.6121394248
2018-04-25,138.4674941737
2018-04-26,137.2560324786
2018-04-27,135.8813241721
2018-04-30,134.3949208156
2018-05-01,130.4082667268
2018-05-02,126.0951194151
2018-05-03,126.5590834685
2018-05-04,128.7414329051
2018-05-07,128.7758006128
2018-05-08,132.2641229405
2018-05-09,133.5099523433
2018-05-10,134.6440866962
2018-05-11,134.5925351347
2018-05-14,133.3209299512
2018-05-15,133.0717640706
2018-05-16,132.0579166946
2018-05-17,131.3190109798
2018-05-18,132.2297552329
2018-05-21,132.7194950671
2018-05-22,129.5061144006
2018-05-23,132.2555310136
2018-05-24,132.2383471598
2018-05-25,131.3705625413
2018-05-29,129.6178094505
2018-05-30,131.2416836376
2018-05-31,129.772464135
2018-06-01,131.6870974199
2018-06-04,131.8682113793
2018-06-05,131.9113337506
2018-06-06,132.3684308861
2018-06-07,131.9372071733
2018-06-08,133.3774943741
2018-06-11,133.0152664554
2018-06-12,131.4024897694
2018-06-13,131.2989960784
2018-06-14,129.3239914737
2018-06-15,128.7030293272
2018-06-18,128.7375272242
2018-06-19,125.4429780583
2018-06-20,125.2532396247
2018-06-21,123.4593489794
2018-06-22,123.9336950635
2018-06-25,124.2959229822
2018-06-26,124.4425390446
2018-06-27,124.0371887545
2018-06-28,124.8478893346
2018-06-29,124.658150901
2018-07-02,125.8914507196
2018-07-03,125.7103367603
2018-07-05,124.1665558684
2018-07-06,124.4511635188
2018-07-09,125.8742017711
2018-07-10,126.2968010097
2018-07-11,124.8565138089
2018-07-12,127.2454931779
2018-07-13,128.4097972025
2018-07-16,128.9962614519
2018-07-17,130.781527623
2018-07-18,131.2213758101
2018-07-19,129.8242109805
2018-07-20,130.143316528
2018-07-23,129.5223543816
2018-07-24,130.2123123221
2018-07-25,130.5400423438
2018-07-26,132.1700679782
2018-07-27,132.7134098564
2018-07-30,129.7034683409
2018-07-31,142.2607028582
2018-08-01,141.381006484
2018-08-02,140.9584072454
2018-08-03,140.0442129743
2018-08-06,140.2684493049
2018-08-07,141.5534959691
2018-08-08,141.8553525681
2018-08-09,141.9329728364
2018-08-10,140.8031667088
2018-08-13,140.1908290366
2018-08-14,142.2175804869
2018-08-15,140.406440893
2018-08-16,141.3206351642
2018-08-17,142.0105931047
2018-08-20,142.4849391888
2018-08-21,143.2956397689
2018-08-22,141.1826435761
2018-08-23,139.7854787466
2018-08-24,140.7772932861
2018-08-27,141.8553525681
2018-08-28,142.0105931047
2018-08-29,142.0105931047
2018-08-30,140.1218332426
2018-08-31,140.1563311396
2018-09-04,140.0355885
2018-09-05,140.302947202
2018-09-06,139.8932846748
2018-09-07,138.7327039327
2018-09-10,139.5988089641
2018-09-11,139.7200636685
2018-09-12,140.0318614798
2018-09-13,141.5821894861
2018-09-14,142.6648207753
2018-09-17,144.1631824797
2018-09-18,145.5316284293
2018-09-19,143.3577048005
2018-09-20,140.8806444106
2018-09-21,142.2837345615
2018-09-24,140.534202398
2018-09-25,142.7427702282
2018-09-26,143.123856442
2018-09-27,144.8127612533
2018-09-28,146.5536323664
2018-10-01,145.9993251463
2018-10-02,145.9386977941
2018-10-03,146.4496997626
2018-10-04,146.0426303979
2018-10-05,145.1245590646
2018-10-08,144.9340159576
2018-10-09,144.0246056747
2018-10-10,139.1397732975
2018-10-11,133.5707179454
2018-10-12,134.1336862159
2018-10-15,150.0526966933
2018-10-16,150.2952061021
2018-10-17,148.5976402406
2018-10-18,147.8441288632
2018-10-19,146.3111229576
2018-10-22,148.7015728443
2018-10-23,146.4670218633
2018-10-24,140.4822360962
2018-10-25,139.4688932094
2018-10-26,139.3043332534
2018-10-29,127.0489470588
2018-10-30,130.6519439896
2018-10-31,128.7984792223
2018-11-01,129.9244157632
2018-11-02,127.3434227695
2018-11-05,129.5260074487
2018-11-06,130.4007735304
2018-11-07,132.5920192599
2018-11-08,131.2235733103
2018-11-09,132.6353245115
2018-11-12,128.789818172
2018-11-13,130.2881798764
2018-11-14,129.4047527443
2018-11-15,130.8078428952
2018-11-16,130.7039102914
2018-11-19,128.2701551531
2018-11-20,126.8757260526
2018-11-21,125.9966294457
2018-11-23,126.3273064205
2018-11-26,126.8407259341
2018-11-27,122.5071171584
2018-11-28,124.9610883928
2018-11-29,124.5520931871
2018-11-30,124.3954567253
2018-12-03,124.2649263405
2018-12-04,120.9929646946
2018-12-06,121.610808516
2018-12-07,121.3062376181
2018-12-10,124.830558008
2018-12-11,126.1619679331
2018-12-12,127.9371811665
2018-12-13,129.1728688094
2018-12-14,129.1989748864
2018-12-17,126.9712563189
2018-12-18,124.3954567253
2018-12-19,120.4882472066
2018-12-20,117.0770531502
2018-12-21,111.9167519373
2018-12-24,110.741978474
2018-12-26,111.5860749625
2018-12-27,114.5534657105
2018-12-28,114.1531725304
2018-12-31,117.1727754324
2019-01-02,115.8587695587
2019-01-03,113.1698436315
2019-01-04,115.6673249943
2019-01-07,116.4244012262
2019-01-08,116.3808910979
2019-01-09,116.050214123
2019-01-10,117.3816240481
2019-01-11,119.1394332302
2019-01-14,120.1227621292
2019-01-15,120.7754140532
2019-01-16,118.843564358
2019-01-17,120.6535856941
2019-01-18,124.2475222892
2019-01-22,121.1757072333
2019-01-23,123.673188596
2019-01-24,123.5078501086
2019-01-25,124.856664085
2019-01-28,124.1692040583
2019-01-29,135.0728422029
2019-01-30,134.794377382
2019-01-31,133.2976289695
2019-02-01,133.8110484831
2019-02-04,136.8219493594
2019-02-05,137.3179648217
2019-02-06,137.1787324112
2019-02-07,136.9959898725
2019-02-08,139.371642876
2019-02-11,139.8067441587
2019-02-12,141.0424318016
2019-02-13,140.9380074938
2019-02-14,141.1816642121
2019-02-15,143.4093827795
2019-02-19,143.2266402408
2019-02-20,143.7574638057
2019-02-21,143.2092361895
2019-02-22,144.3492015502
2019-02-25,142.6087964193
2019-02-26,141.2686844686
2019-02-27,141.0163257246
2019-02-28,143.522509113
2019-03-01,143.4006807539
2019-03-04,142.1301850084
2019-03-05,141.3383006738
2019-03-06,139.7719360561
2019-03-07,140.8988483783
2019-03-08,141.3794932125
2019-03-11,142.6466477752
2019-03-12,140.9949773451
2019-03-13,141.3707542155
2019-03-14,140.2084676166
2019-03-15,140.4182035442
2019-03-18,142.7078207541
2019-03-19,142.4106948566
2019-03-20,140.6891124507
2019-03-21,141.7203140948
2019-03-22,139.1947439664
2019-03-25,139.5967378277
2019-03-26,139.5879988307
2019-03-27,138.871401078
2019-03-28,139.7627787704
2019-03-29,139.5705208367
2019-04-01,142.7078207541
2019-04-02,141.4843611763
2019-04-03,139.8239517492
2019-04-04,141.8426600526
2019-04-05,143.7565003922
2019-04-08,143.32828954
2019-04-09,142.6029527903
2019-04-10,142.174741938
2019-04-11,144.3857081751
2019-04-12,146.675325385
2019-04-15,144.8139190273
2019-04-16,145.1722179037
2019-04-17,145.2071738916
2019-04-18,144.7614850454
2019-04-22,144.0711042836
2019-04-23,146.3956774815
2019-04-24,145.4256488162
2019-04-25,143.9749753168
2019-04-26,145.4606048041
2019-04-29,144.3420131901
2019-04-30,147.2520991859
2019-05-01,157.0135588174
2019-05-02,155.3618883874
2019-05-03,155.4580173542
2019-05-06,155.9910961702
2019-05-07,154.4093377161
2019-05-08,156.7601279049
2019-05-09,158.333147362
2019-05-10,158.7875752052
2019-05-13,158.5865782746
2019-05-14,159.1546130786
2019-05-15,160.3868116534
2019-05-16,161.7282476905
2019-05-17,161.0879308404
2019-05-20,160.5353286273
2019-05-21,164.7017738846
2019-05-22,165.2017473154
2019-05-23,165.3771765894
2019-05-24,164.0965428893
2019-05-28,163.5702550673
2019-05-29,163.2193965194
2019-05-30,163.7895416598
2019-05-31,164.19302899
2019-06-03,166.5350097978
2019-06-04,168.4998176664
2019-06-05,173.4118373381
2019-06-06,173.4030658744
2019-06-07,173.8591819868
2019-06-10,172.4294334038
2019-06-11,165.0526324326
2019-06-12,165.5438343997
2019-06-13,166.5086954067
2019-06-14,167.1840981115
2019-06-17,168.4735032753
2019-06-18,172.2452326661
2019-06-19,174.0082968697
2019-06-20,174.902986167
2019-06-21,172.9908070806
2019-06-24,173.0522073265
2019-06-25,171.6312302071
2019-06-26,167.7279288609
2019-06-27,166.1841512498
2019-06-28,165.8946929477
2019-07-01,156.2636258057
