date,NLSN
2019-07-02,21.6562577369
2019-07-03,21.7511580776
2019-07-05,21.8460584182
2019-07-08,21.7226879754
2019-07-09,21.2861464084
2019-07-10,21.3241065446
2019-07-11,21.6942178732
2019-07-12,21.6942178732
2019-07-15,22.2161697467
2019-07-16,22.1971896786
2019-07-17,22.1592295424
2019-07-18,22.3585202577
2019-07-19,22.3015800533
2019-07-22,22.3015800533
2019-07-23,22.3300501555
2019-07-24,22.5862810753
2019-07-25,22.4629106324
2019-07-26,22.3490302237
2019-07-29,22.3015800533
2019-07-30,21.7321780094
2019-07-31,21.9789188951
2019-08-01,21.8080982819
2019-08-02,21.5708474303
2019-08-05,20.7641945348
2019-08-06,20.650314126
2019-08-07,20.6123539897
2019-08-08,20.9919553523
2019-08-09,20.5933739216
2019-08-12,20.0524419799
2019-08-13,20.1853024568
2019-08-14,19.8531512645
2019-08-15,19.198338914
2019-08-16,19.3122193228
2019-08-19,19.6633505832
2019-08-20,19.6728406173
2019-08-21,19.9670316733
2019-08-22,19.9573811022
2019-08-23,19.3204434074
2019-08-26,19.5713582569
2019-08-27,19.6099605414
2019-08-28,19.802971964
2019-08-29,20.1696936671
2019-08-30,20.0345856712
2019-09-03,19.7933213929
2019-09-04,19.8608753908
2019-09-05,20.2855005207
2019-09-06,20.4688613722
2019-09-09,20.9127876443
2019-09-10,21.6076287658
2019-09-11,22.0419044668
2019-09-12,21.7234356194
2019-09-13,21.6751827638
2019-09-16,21.8585436153
2019-09-17,21.7813390462
2019-09-18,21.9453987555
2019-09-19,21.839242473
2019-09-20,21.5979781947
2019-09-23,21.617279337
2019-09-24,21.2988104896
2019-09-25,21.4146173432
2019-09-26,20.603969368
2019-09-27,20.3144522341
2019-09-30,20.5074636567
2019-10-01,20.237247665
2019-10-02,19.5906593991
2019-10-03,19.9766822444
2019-10-04,20.603969368
2019-10-07,20.2082959516
2019-10-08,19.5617076857
2019-10-09,19.4941536878
2019-10-10,19.5520571146
2019-10-11,19.9670316733
2019-10-14,19.8415742486
2019-10-15,19.8994776754
2019-10-16,19.9380799599
2019-10-17,19.8898271042
2019-10-18,20.1503925248
2019-10-21,20.237247665
2019-10-22,20.5364153701
2019-10-23,20.6618727948
2019-10-24,20.5653670835
2019-10-25,19.8801765331
2019-10-28,20.2179465227
2019-10-29,20.1600430959
2019-10-30,19.4941536878
2019-10-31,19.4555514033
2019-11-01,19.725767395
2019-11-04,20.0635373846
2019-11-05,20.1600430959
2019-11-06,19.3879974053
2019-11-07,19.2142871249
2019-11-08,19.6389122548
2019-11-11,19.8801765331
2019-11-12,19.7354179661
2019-11-13,19.8415742486
2019-11-14,19.8222731063
2019-11-15,19.9766822444
2019-11-18,19.7450685372
2019-11-19,19.6196111125
2019-11-20,19.4072985476
2019-11-21,19.0007616204
2019-11-22,19.0685177749
2019-11-25,19.4750547021
2019-11-26,19.1072355775
2019-11-27,19.1943506334
2019-11-29,18.9233260152
2019-12-02,18.8458904101
2019-12-03,18.874928762
2019-12-04,18.8458904101
2019-12-05,19.0878766762
2019-12-06,19.5137725047
2019-12-09,19.3492218437
2019-12-10,19.1072355775
2019-12-11,19.0007616204
2019-12-12,19.3589012944
2019-12-13,19.3105040411
2019-12-16,19.3395423931
2019-12-17,19.1072355775
2019-12-18,19.2427478866
2019-12-19,19.4460163502
2019-12-20,20.1235778955
2019-12-23,19.5234519554
2019-12-24,19.4653752515
2019-12-26,19.6299259125
2019-12-27,19.5428108567
2019-12-30,19.4556958008
2019-12-31,19.6492848138
2020-01-02,19.4750547021
2020-01-03,19.4363368995
2020-01-06,19.8331943761
2020-01-07,19.7073615177
2020-01-08,19.6880026164
2020-01-09,19.4460163502
2020-01-10,19.3395423931
2020-01-13,19.2233889853
2020-01-14,19.7654382215
2020-01-15,20.8204983421
2020-01-16,21.0721640589
2020-01-17,20.8204983421
2020-01-21,20.5397942733
2020-01-22,20.5397942733
2020-01-23,20.684986033
2020-01-24,20.4817175694
2020-01-27,19.9880655864
2020-01-28,20.1719751487
2020-01-29,19.8815916293
2020-01-30,20.1429367968
2020-01-31,19.7460793202
2020-02-03,19.9493477838
2020-02-04,20.1332573461
2020-02-05,20.4913970201
2020-02-06,20.520435372
2020-02-07,20.6075504278
2020-02-10,20.520435372
2020-02-11,20.7430627369
2020-02-12,21.1012024109
2020-02-13,20.9076133979
2020-02-14,20.7043449343
2020-02-18,21.0237668057
2020-02-19,21.1302407628
2020-02-20,21.53677769
2020-02-21,21.1495996641
2020-02-24,20.6946654837
2020-02-25,19.7654382215
2020-02-26,19.6396053631
2020-02-27,17.9844193025
2020-02-28,17.6262796285
2020-03-02,17.5391645727
2020-03-03,17.0164742377
2020-03-04,17.2778194052
2020-03-05,16.1706404214
2020-03-06,15.8889896273
2020-03-09,13.8688735866
2020-03-10,15.5879146405
2020-03-11,14.9760525705
2020-03-12,13.2472994203
2020-03-13,14.6167050055
2020-03-16,14.2379332479
2020-03-17,15.7530202784
2020-03-18,15.6170509295
2020-03-19,14.7041138727
2020-03-20,13.2278752276
2020-03-23,11.5962430409
2020-03-24,12.8976639517
2020-03-25,13.2278752276
2020-03-26,13.4124050582
2020-03-27,12.625725254
2020-03-30,12.7131341211
2020-03-31,12.1789688219
2020-04-01,11.5088341738
2020-04-02,11.9555906059
2020-04-03,11.819621257
2020-04-06,12.7908308919
2020-04-07,13.043345397
2020-04-08,14.4710235603
2020-04-09,13.7329042378
2020-04-13,13.3929808655
2020-04-14,13.6163590816
2020-04-15,12.7228462174
2020-04-16,12.2372414
2020-04-17,12.878239759
2020-04-20,12.4023470379
2020-04-21,11.5962430409
2020-04-22,11.5185462701
2020-04-23,12.0041510876
2020-04-24,12.1109841474
2020-04-27,12.7811187955
2020-04-28,13.2084510349
2020-04-29,13.5580865035
2020-04-30,14.3059179224
2020-05-01,13.5580865035
2020-05-04,13.7426163341
2020-05-05,13.1307542641
2020-05-06,12.7714066992
2020-05-07,13.2861478057
2020-05-08,13.7426163341
2020-05-11,13.5386623108
2020-05-12,12.5868768686
2020-05-13,11.9070301241
2020-05-14,12.4800438087
2020-05-15,12.3440744598
2020-05-18,13.4026929619
2020-05-19,12.9559365298
2020-05-20,13.1987389386
2020-05-21,13.0336333006
2020-05-22,13.1987389386
2020-05-26,13.7814647195
2020-05-27,14.0534034173
2020-05-28,14.1893727662
2020-05-29,13.490101829
2020-06-01,14.1505243808
2020-06-02,14.5778566201
2020-06-03,15.5005057733
2020-06-04,15.5492495022
2020-06-05,15.851460621
2020-06-08,17.079802588
2020-06-09,16.2414104518
2020-06-10,15.5102545191
2020-06-11,14.710857366
2020-06-12,14.7401036033
2020-06-15,14.8180935695
2020-06-16,14.8083448237
2020-06-17,14.6231186541
2020-06-18,14.710857366
2020-06-19,14.3696512641
2020-06-22,14.1746763487
2020-06-23,14.4378924845
2020-06-24,13.7749777721
2020-06-25,13.8724652298
2020-06-26,13.7262340433
2020-06-29,14.3209075352
2020-06-30,14.4866362133
2020-07-01,14.2624150606
2020-07-02,14.3501537725
2020-07-06,14.6621136371
2020-07-07,14.2429175691
2020-07-08,14.3891487556
2020-07-09,14.0381939079
2020-07-10,14.2624150606
2020-07-13,14.330656281
2020-07-14,14.4963849591
2020-07-15,15.217792146
2020-07-16,15.1398021798
2020-07-17,14.964324756
2020-07-20,14.4476412302
2020-07-21,14.6913598745
2020-07-22,14.6718623829
2020-07-23,14.7693498406
2020-07-24,14.5548774337
2020-07-27,14.4183949929
2020-07-28,14.2819125521
2020-07-29,14.2331688233
2020-07-30,14.0869376368
2020-07-31,14.0674401452
2020-08-03,14.0576913994
2020-08-04,14.2721638064
2020-08-05,14.6328673998
2020-08-06,14.9935709933
2020-08-07,15.4810082818
2020-08-10,15.724726926
2020-08-11,15.8807068583
2020-08-12,15.4615107902
2020-08-13,15.471259536
2020-08-14,15.4907570275
2020-08-17,15.0618122137
2020-08-18,15.2470383833
2020-08-19,15.6077419768
2020-08-20,15.1086856502
2020-08-21,14.5802730692
2020-08-24,15.2456815046
2020-08-25,15.0499731412
2020-08-26,14.8346939416
2020-08-27,14.9521189596
2020-08-28,15.2554669228
2020-08-31,14.9521189596
2020-09-01,14.5607022329
2020-09-02,15.2163252501
2020-09-03,15.0304023049
2020-09-04,14.9521189596
2020-09-08,14.5313459784
2020-09-09,14.5411313965
2020-09-10,14.100787579
2020-09-11,14.1790709244
2020-09-14,15.0304023049
2020-09-15,15.0499731412
2020-09-16,15.3728919408
2020-09-17,15.1380419047
2020-09-18,14.4628480512
2020-09-21,13.7680833613
2020-09-22,13.513662489
2020-09-23,13.2592416166
2020-09-24,13.4060228891
2020-09-25,13.572374998
2020-09-28,13.8561521248
2020-09-29,13.7093708523
2020-09-30,13.8757229612
2020-10-01,13.8757229612
2020-10-02,13.983362561
2020-10-05,14.1986417607
2020-10-06,13.9540063065
2020-10-07,14.100787579
2020-10-08,14.1301438335
2020-10-09,13.45494998
2020-10-12,13.6506583433
2020-10-13,13.6017312525
2020-10-14,13.5430187435
2020-10-15,13.631087507
2020-10-16,13.6408729252
2020-10-19,13.3179541256
2020-10-20,13.3179541256
2020-10-21,13.4451645618
2020-10-22,13.7876541977
2020-10-23,13.8757229612
2020-10-26,13.3570957983
2020-10-27,14.0714313245
2020-10-28,13.6213020888
2020-10-29,13.5625895798
2020-10-30,13.220099944
2020-11-02,13.7289416887
2020-11-03,13.9344354702
2020-11-04,13.7289416887
2020-11-05,13.8267958703
2020-11-06,13.8757229612
2020-11-09,15.3043940136
2020-11-10,14.9814752141
2020-11-11,15.2456815046
2020-11-12,14.5019897239
2020-11-13,15.4120336134
2020-11-16,16.3122920848
2020-11-17,16.2927212485
2020-11-18,15.9208753581
2020-11-19,15.7833724247
2020-11-20,15.4690800056
2020-11-23,15.8619455295
2020-11-24,16.3137408821
2020-11-25,16.0583782915
2020-11-27,15.9503402724
2020-11-30,15.8815888057
2020-12-01,15.8423022533
2020-12-02,16.0681999296
2020-12-03,16.9325040823
2020-12-04,17.6396620254
2020-12-07,16.9423257204
2020-12-08,17.2075099491
2020-12-09,18.7789720449
2020-12-10,18.6218258353
2020-12-11,18.7593287687
2020-12-14,18.9459398926
2020-12-15,19.289697226
2020-12-16,19.1423726545
2020-12-17,19.2602323117
2020-12-18,19.7316709405
2020-12-21,19.3780919689
2020-12-22,19.387913607
2020-12-23,19.8691738738
2020-12-24,19.9575686167
2020-12-28,20.2227528454
2020-12-29,20.379899055
2020-12-30,20.183466293
2020-12-31,20.4977587122
2021-01-04,19.8691738738
2021-01-05,20.2129312073
2021-01-06,20.5468669027
2021-01-07,20.4682937979
2021-01-08,20.5665101789
2021-01-11,20.8513376837
2021-01-12,21.2540248458
2021-01-13,21.4111710554
2021-01-14,21.971004427
2021-01-15,21.7352851126
2021-01-19,21.8826096841
2021-01-20,21.8826096841
2021-01-21,21.3915277792
2021-01-22,21.3424195887
2021-01-25,21.1165219124
2021-01-26,22.5799459891
2021-01-27,22.7763787511
2021-01-28,22.5504810748
2021-01-29,21.9317178746
2021-02-01,22.4129781414
2021-02-02,21.7156418364
2021-02-03,22.1281506366
2021-02-04,22.2852968461
2021-02-05,22.2852968461
2021-02-08,22.4129781414
2021-02-09,22.9040600464
2021-02-10,22.8745951321
2021-02-11,22.7174489225
2021-02-12,23.3558553989
2021-02-16,22.9924547893
2021-02-17,22.9237033226
2021-02-18,22.6781623701
2021-02-19,22.962989875
2021-02-22,23.1790659131
2021-02-23,23.0612062559
2021-02-24,23.8862238562
2021-02-25,22.2951184842
2021-02-26,22.0102909794
2021-03-01,22.7272705606
2021-03-02,24.4460572279
2021-03-03,23.7290776467
2021-03-04,23.4927714792
2021-03-05,24.565995323
2021-03-08,25.8558331536
2021-03-09,25.4029129993
2021-03-10,25.5801426249
2021-03-11,25.6589113474
2021-03-12,25.7376800699
2021-03-15,26.2102924047
2021-03-16,25.8853714245
2021-03-17,26.2004463144
2021-03-18,25.6195269861
2021-03-19,25.8262948827
2021-03-22,25.7770644311
2021-03-23,24.9007623935
2021-03-24,24.6152257745
2021-03-25,25.0189154772
2021-03-26,25.10753029
2021-03-29,24.1426134397
2021-03-30,24.8810702129
2021-03-31,24.7629171292
2021-04-01,24.9401467548
2021-04-05,25.137068561
2021-04-06,25.1666068319
2021-04-07,24.7038405873
2021-04-08,25.1469146513
2021-04-09,25.1764529222
2021-04-12,25.1961451028
2021-04-13,24.8810702129
2021-04-14,24.9303006645
2021-04-15,25.1862990125
2021-04-16,25.2946060059
2021-04-19,24.9204545742
2021-04-20,24.4281500587
2021-04-21,24.9204545742
2021-04-22,24.7333788583
2021-04-23,25.2059911931
2021-04-26,25.0484537482
2021-04-27,25.137068561
2021-04-28,25.1961451028
2021-04-29,25.7869105214
2021-04-30,25.2552216447
2021-05-03,25.3339903672
2021-05-04,25.3733747284
2021-05-05,25.5998348055
2021-05-06,26.2299845854
2021-05-07,27.2244397066
2021-05-10,27.64782159
2021-05-11,27.5592067772
2021-05-12,26.8896726361
2021-05-13,27.204747526
2021-05-14,27.5788989578
2021-05-17,27.6675137706
2021-05-18,27.0275179005
2021-05-19,26.7715195524
2021-05-20,26.8010578233
2021-05-21,26.7321351912
2021-05-24,26.9979796295
2021-05-25,26.5450594753
2021-05-26,26.6927508299
2021-05-27,27.0570561714
2021-05-28,26.791211733
2021-06-01,27.1259788036
2021-06-02,27.0176718101
2021-06-03,26.8499214738
2021-06-04,26.6723034707
2021-06-07,26.5637591355
2021-06-08,26.6723034707
2021-06-09,26.4848178007
2021-06-10,25.2414917788
2021-06-11,25.7940811219
2021-06-14,25.350036114
2021-06-15,25.4191097819
2021-06-16,24.9651971073
2021-06-17,24.5606227668
2021-06-18,24.1264454258
2021-06-21,24.669167102
2021-06-22,24.4915490989
2021-06-23,24.3928724305
2021-06-24,24.6296964347
2021-06-25,24.9849324409
2021-06-28,24.2843280952
2021-06-29,24.0869747584
2021-06-30,24.3435340963
2021-07-01,24.5803581005
2021-07-02,24.4126077642
2021-07-06,23.9784304232
2021-07-07,23.9389597558
2021-07-08,23.4751794143
2021-07-09,23.98829809
2021-07-12,23.9784304232
2021-07-13,23.3765027459
2021-07-14,23.6922680848
2021-07-15,23.5837237495
2021-07-16,23.4455764138
2021-07-19,22.9028547375
2021-07-20,23.7909447532
2021-07-21,24.0277687574
2021-07-22,23.7317387522
2021-07-23,23.8205477537
2021-07-26,24.0771070916
2021-07-27,23.8106800869
2021-07-28,23.7317387522
2021-07-29,23.3271644117
2021-07-30,23.3765027459
2021-08-02,23.3172967448
2021-08-03,23.2284877433
2021-08-04,22.7943104023
2021-08-05,22.814045736
2021-08-06,22.873251737
2021-08-09,22.6364277328
2021-08-10,22.9127224044
2021-08-11,23.119943408
2021-08-12,22.8535164033
2021-08-13,22.7055014007
2021-08-16,22.6166923991
2021-08-17,22.5180157307
2021-08-18,22.1529120576
2021-08-19,22.2617472665
2021-08-20,22.2617472665
2021-08-23,22.3507942555
2021-08-24,21.5691595737
2021-08-25,21.7076771123
2021-08-26,21.0150894196
2021-08-27,21.4405361451
2021-08-30,21.1536069581
2021-08-31,21.2327598373
2021-09-01,21.3218068263
2021-09-02,20.9854070899
2021-09-03,20.7578425623
2021-09-07,20.3917604961
2021-09-08,20.6193250237
2021-09-09,20.0652548695
2021-09-10,19.6793845836
2021-09-13,20.0949371992
2021-09-14,19.7486433528
2021-09-15,20.0751489794
2021-09-16,19.8673726716
2021-09-17,19.7783256825
2021-09-20,19.2638319679
2021-09-21,19.0956320997
2021-09-22,19.3231966273
2021-09-23,19.7090669133
2021-09-24,19.5111847153
2021-09-27,19.6299140341
2021-09-28,19.2440437481
2021-09-29,19.1747849789
2021-09-30,18.9867968908
2021-10-01,19.2440437481
2021-10-04,19.2638319679
2021-10-05,19.2143614184
2021-10-06,18.9966910007
2021-10-07,19.253937858
2021-10-08,19.352878957
2021-10-11,19.4419259461
2021-10-12,19.4221377263
2021-10-13,19.1154203195
2021-10-14,19.4716082757
2021-10-15,19.5606552648
2021-10-18,19.5507611549
2021-10-19,19.6892786935
2021-10-20,19.8475844518
2021-10-21,19.540867045
2021-10-22,19.4617141659
2021-10-25,19.3924553966
2021-10-26,19.1945731987
2021-10-27,19.2143614184
2021-10-28,20.4709133753
2021-10-29,20.0355725398
2021-11-01,20.9359365404
2021-11-02,20.7083720128
2021-11-03,20.7083720128
2021-11-04,20.6094309138
2021-11-05,21.1140305185
2021-11-08,20.5995368039
2021-11-09,20.8666777711
2021-11-10,20.9458306503
2021-11-11,20.8468895513
2021-11-12,20.8666777711
2021-11-15,21.4207479253
2021-11-16,21.6087360133
2021-11-17,21.737359442
2021-11-18,21.0031902961
2021-11-19,20.7948449979
2021-11-22,21.0031902961
2021-11-23,21.2313780036
2021-11-24,20.9238206587
2021-11-26,20.1400454894
2021-11-29,20.0209910333
2021-11-30,19.0090281565
2021-12-01,18.9991069518
2021-12-02,19.7134336884
2021-12-03,19.5943792323
2021-12-06,19.9416213959
2021-12-07,20.4178392203
2021-12-08,20.546814881
2021-12-09,20.6063421091
2021-12-10,20.517051267
2021-12-13,20.2789423548
2021-12-14,19.9515426006
2021-12-15,19.8324881445
2021-12-16,20.1499666941
2021-12-17,20.2789423548
2021-12-20,19.7134336884
2021-12-21,19.9713850099
2021-12-22,20.4773664483
2021-12-23,20.8742146353
2021-12-27,21.0428751148
2021-12-28,21.0230327054
2021-12-29,20.6956329512
2021-12-30,20.5368936764
2021-12-31,20.3483907875
2022-01-03,20.943663068
2022-01-04,21.2214567989
2022-01-05,20.3186271735
2022-01-06,20.1995727174
2022-01-07,20.8345298166
2022-01-10,20.090439466
2022-01-11,20.7253965652
2022-01-12,20.4178392203
2022-01-13,20.517051267
2022-01-14,20.3483907875
2022-01-18,19.7630397117
2022-01-19,19.4654035715
2022-01-20,19.0189493611
2022-01-21,18.7113920162
2022-01-24,18.9891857471
2022-01-25,19.237215864
2022-01-26,18.383992262
2022-01-27,17.8978532329
2022-01-28,18.1558045545
2022-01-31,18.7113920162
2022-02-01,18.9495009284
2022-02-02,18.8998949051
2022-02-03,18.4038346713
2022-02-04,18.2450953965
2022-02-07,18.0268288937
2022-02-08,18.4236770807
2022-02-09,18.7312344256
2022-02-10,18.3244650339
2022-02-11,17.8482472096
2022-02-14,17.8085623909
2022-02-15,18.2153317825
2022-02-16,18.1558045545
2022-02-17,17.6002170927
2022-02-18,17.1736052917
2022-02-22,16.9354963795
2022-02-23,16.4791209645
2022-02-24,16.7172298766
2022-02-25,17.4315566132
2022-02-28,17.2827385431
2022-03-01,17.2926597478
2022-03-02,17.7192715488
2022-03-03,17.3907681998
2022-03-04,16.8233533244
2022-03-07,16.6143057387
2022-03-08,17.201629908
2022-03-09,18.0577295447
2022-03-10,18.0278656038
2022-03-11,17.4305867876
2022-03-14,22.7463682522
2022-03-15,23.3137831277
2022-03-16,23.2938738338
2022-03-17,23.8115154745
2022-03-18,24.3291571153
2022-03-21,22.6567764298
2022-03-22,23.1246448359
2022-03-23,23.1246448359
2022-03-24,22.2486359054
2022-03-25,22.1789533768
2022-03-28,22.1092708482
2022-03-29,26.598816617
2022-03-30,26.9074106721
2022-03-31,27.1164582578
2022-04-01,27.2060500802
2022-04-04,27.3155511965
2022-04-05,27.2259593741
2022-04-06,27.3752790782
2022-04-07,27.6241452516
2022-04-08,27.6241452516
2022-04-11,27.2757326088
2022-04-12,27.2259593741
2022-04-13,27.395188372
2022-04-14,27.2757326088
2022-04-18,27.0666850231
2022-04-19,26.927319966
2022-04-20,27.0069571415
2022-04-21,26.7979095558
2022-04-22,26.6983630864
2022-04-25,26.6485898517
2022-04-26,26.1906760926
2022-04-27,26.2105853865
2022-04-28,26.7182723803
2022-04-29,26.6884084395
2022-05-02,26.7182723803
2022-05-03,26.6286805579
2022-05-04,26.6386352048
2022-05-05,26.5888619701
2022-05-06,26.5191794415
2022-05-09,25.5834426294
2022-05-10,25.7228076865
2022-05-11,25.5535786886
2022-05-12,25.5336693947
2022-05-13,25.0259824009
2022-05-16,24.8965719907
2022-05-17,25.7228076865
2022-05-18,25.0857102825
2022-05-19,25.324621809
2022-05-20,25.3843496907
2022-05-23,25.5336693947
2022-05-24,25.4241682784
2022-05-25,25.6332158641
2022-05-26,25.5734879825
2022-05-27,25.7128530396
2022-05-31,25.4440775723
2022-06-01,25.3743950437
2022-06-02,25.6138702624
2022-06-03,25.3145262391
2022-06-06,25.2845918367
2022-06-07,25.5140889213
2022-06-08,25.3743950437
2022-06-09,24.9154008746
2022-06-10,24.3466472303
2022-06-13,23.2091399417
2022-06-14,22.4707580175
2022-06-15,22.6004737609
2022-06-16,21.6725072886
2022-06-17,22.3609985423
2022-06-21,22.8698833819
2022-06-22,22.9796428571
2022-06-23,23.0993804665
2022-06-24,23.4785495627
2022-06-27,23.8876530612
2022-06-28,23.6082653061
2022-06-29,23.508483965
2022-06-30,23.1692274052
2022-07-01,23.5683527697
2022-07-05,23.3987244898
2022-07-06,23.6282215743
2022-07-07,23.6182434402
2022-07-08,23.6681341108
2022-07-11,23.2989431487
2022-07-12,23.1991618076
2022-07-13,22.9097959184
2022-07-14,22.8998177843
2022-07-15,23.3188994169
2022-07-18,23.5483965015
2022-07-19,23.9974125364
2022-07-20,23.9475218659
2022-07-21,23.9874344023
2022-07-22,23.8577186589
2022-07-25,23.8976311953
2022-07-26,23.598287172
2022-07-27,24.1670408163
2022-07-28,23.9974125364
2022-07-29,23.8976311953
2022-08-01,23.8277842566
2022-08-02,23.9375437318
2022-08-03,23.688090379
2022-08-04,22.9097959184
2022-08-05,22.9896209913
2022-08-08,22.6603425656
2022-08-09,27.4598250729
2022-08-10,27.3400874636
2022-08-11,27.3899781341
2022-08-12,27.5196938776
2022-08-15,27.4997376093
2022-08-16,27.5196938776
2022-08-17,27.38
2022-08-18,27.68
2022-08-19,27.65
2022-08-22,27.81
2022-08-23,27.78
2022-08-24,27.8
2022-08-25,27.84
2022-08-26,27.84
2022-08-29,27.85
2022-08-30,27.86
2022-08-31,27.84
2022-09-01,27.89
2022-09-02,27.85
2022-09-06,27.86
2022-09-07,27.89
2022-09-08,27.87
2022-09-09,27.86
2022-09-12,27.86
2022-09-13,27.86
2022-09-14,27.85
2022-09-15,27.8
2022-09-16,27.83
2022-09-19,27.82
2022-09-20,27.85
2022-09-21,27.87
2022-09-22,27.84
2022-09-23,27.8
2022-09-26,27.79
2022-09-27,27.79
2022-09-28,27.85
2022-09-29,27.74
2022-09-30,27.72
2022-10-03,27.87
2022-10-04,27.92
2022-10-05,27.9
2022-10-06,27.93
2022-10-07,27.96
2022-10-10,27.97
2022-10-11,27.98
