date,NLSN
2015-11-18,39.4392973796
2015-11-19,39.2663180051
2015-11-20,39.5299056234
2015-11-23,39.1570601501
2015-11-24,38.8836401363
2015-11-25,38.742787402
2015-11-27,39.0244928707
2015-11-30,38.6765037623
2015-12-01,39.3227692493
2015-12-02,38.6433619424
2015-12-03,37.8396728111
2015-12-04,38.8504983165
2015-12-07,38.6765037623
2015-12-08,37.7899600814
2015-12-09,37.3591164233
2015-12-10,37.864529176
2015-12-11,37.6656782569
2015-12-14,37.1022673195
2015-12-15,38.1793764646
2015-12-16,38.9250674111
2015-12-17,38.3202291989
2015-12-18,37.8148164462
2015-12-21,38.2622310142
2015-12-22,38.3285146539
2015-12-23,38.6019346676
2015-12-24,38.5025092081
2015-12-28,38.9084965012
2015-12-29,39.2233437898
2015-12-30,38.9747801409
2015-12-31,38.6102201226
2016-01-04,37.8396728111
2016-01-05,38.4445110234
2016-01-06,38.2208037394
2016-01-07,37.4005436982
2016-01-08,36.7294218462
2016-01-11,37.2762618737
2016-01-12,37.5248255226
2016-01-13,36.9697000401
2016-01-14,37.864529176
2016-01-15,37.0276982249
2016-01-19,37.3011182386
2016-01-20,36.4062891027
2016-01-21,36.3648618279
2016-01-22,37.5413964325
2016-01-25,37.0608400447
2016-01-26,37.7568182615
2016-01-27,38.0385237302
2016-01-28,38.8256419516
2016-01-29,39.9027510967
2016-02-01,39.7950401821
2016-02-02,39.1156328753
2016-02-03,38.6930746722
2016-02-04,38.6930746722
2016-02-05,37.8065309913
2016-02-08,37.0525545898
2016-02-09,37.3922582432
2016-02-10,37.6325364371
2016-02-11,39.2150583348
2016-02-12,39.181916515
2016-02-16,39.7618983623
2016-02-17,40.1098874707
2016-02-18,39.6459019928
2016-02-19,39.8447529119
2016-02-22,40.9715747867
2016-02-23,40.3667365745
2016-02-24,40.9715747867
2016-02-25,41.1455693409
2016-02-26,41.2201384356
2016-02-29,41.7089802784
2016-03-01,42.1563948463
2016-03-02,42.3063583062
2016-03-03,42.681266956
2016-03-04,43.0978321225
2016-03-07,43.2061390658
2016-03-08,42.5896226194
2016-03-09,42.1897200596
2016-03-10,41.9814374764
2016-03-11,42.2147139696
2016-03-14,42.5146408895
2016-03-15,42.5396347994
2016-03-16,43.1478199425
2016-03-17,44.0226067921
2016-03-18,43.5477225023
2016-03-21,43.3311086157
2016-03-22,43.1561512458
2016-03-23,43.2644581891
2016-03-24,43.3227773124
2016-03-28,43.5060659856
2016-03-29,43.6393668389
2016-03-30,43.9892815787
2016-03-31,43.8726433321
2016-04-01,44.5308162952
2016-04-04,44.1642389487
2016-04-05,43.5977103223
2016-04-06,43.8393181188
2016-04-07,43.564385109
2016-04-08,43.7476737822
2016-04-11,43.8726433321
2016-04-12,44.072594612
2016-04-13,44.3142024086
2016-04-14,44.122582432
2016-04-15,43.9059685455
2016-04-18,44.3725215319
2016-04-19,44.9557127649
2016-04-20,44.0392693987
2016-04-21,43.2061390658
2016-04-22,43.2561268858
2016-04-25,43.0145190892
2016-04-26,43.3061147057
2016-04-27,42.9561999659
2016-04-28,43.1394886392
2016-04-29,43.439415559
2016-05-02,43.7476737822
2016-05-03,42.9561999659
2016-05-04,42.7645799893
2016-05-05,42.4729843728
2016-05-06,42.7229234727
2016-05-09,43.0728382125
2016-05-10,43.6476981422
2016-05-11,43.3561025257
2016-05-12,43.5727164123
2016-05-13,43.3727651324
2016-05-16,43.6060416256
2016-05-17,43.3144460091
2016-05-18,43.2977834024
2016-05-19,42.9811938759
2016-05-20,43.489403379
2016-05-23,43.5060659856
2016-05-24,44.1642389487
2016-05-25,44.1142511287
2016-05-26,44.4558345652
2016-05-27,44.755761485
2016-05-31,44.7390988784
2016-06-01,44.906692431
2016-06-02,45.0156282402
2016-06-03,44.998868885
2016-06-06,45.5016495429
2016-06-07,45.1664624376
2016-06-08,45.8284569706
2016-06-09,46.0714676219
2016-06-10,45.5938259969
2016-06-13,45.1664624376
2016-06-14,45.5435479311
2016-06-15,45.3591950232
2016-06-16,45.15808276
2016-06-17,44.7558582337
2016-06-20,44.9150721087
2016-06-21,44.8564143652
2016-06-22,44.8061362994
2016-06-23,44.9904892074
2016-06-24,42.8201527006
2016-06-27,42.0408426808
2016-06-28,42.7614949572
2016-06-29,43.5240456217
2016-06-30,43.5491846546
2016-07-01,43.6832594967
2016-07-05,43.289414648
2016-07-06,43.7251578849
2016-07-07,43.7838156283
2016-07-08,44.3033556415
2016-07-11,44.7390988784
2016-07-12,45.1832217929
2016-07-13,45.0575266284
2016-07-14,45.2753982468
2016-07-15,45.4010934113
2016-07-18,45.2753982468
2016-07-19,45.568686964
2016-07-20,46.1636440759
2016-07-21,46.4401734377
2016-07-22,46.7669808654
2016-07-25,46.2725798851
2016-07-26,45.409473089
2016-07-27,45.2921576021
2016-07-28,45.3759543784
2016-07-29,45.1329437271
2016-08-01,44.8228956547
2016-08-02,44.5798850034
2016-08-03,44.7055801679
2016-08-04,44.3787727402
2016-08-05,44.336874352
2016-08-08,44.336874352
2016-08-09,44.1441417665
2016-08-10,44.3033556415
2016-08-11,44.2111791876
2016-08-12,44.3787727402
2016-08-15,44.3536337073
2016-08-16,44.2111791876
2016-08-17,44.4541898389
2016-08-18,44.5379866152
2016-08-19,44.5379866152
2016-08-22,44.8061362994
2016-08-23,44.5798850034
2016-08-24,44.2343044995
2016-08-25,44.3354500128
2016-08-26,44.2427332922
2016-08-29,44.3944515623
2016-08-30,44.7484608589
2016-08-31,44.9086079217
2016-09-01,44.4113091478
2016-09-02,44.3944515623
2016-09-06,44.706316895
2016-09-07,44.9844670567
2016-09-08,44.1331589861
2016-09-09,43.8297224461
2016-09-12,44.4281667334
2016-09-13,43.7538633111
2016-09-14,43.72014814
2016-09-15,44.2680196706
2016-09-16,43.9814407161
2016-09-19,44.0910150222
2016-09-20,44.17530295
2016-09-21,44.1078726078
2016-09-22,44.4365955261
2016-09-23,44.9507518856
2016-09-26,44.7990336156
2016-09-27,45.0856125701
2016-09-28,45.2204732545
2016-09-29,45.0687549845
2016-09-30,45.1530429123
2016-10-03,45.2204732545
2016-10-04,45.0603261917
2016-10-05,44.8327487867
2016-10-06,44.3017348417
2016-10-07,44.1331589861
2016-10-10,44.2764484634
2016-10-11,43.6190026267
2016-10-12,43.87186641
2016-10-13,44.2933060489
2016-10-14,45.1193277412
2016-10-17,45.0687549845
2016-10-18,45.4227642812
2016-10-19,45.7852023706
2016-10-20,45.5576249656
2016-10-21,46.0212085684
2016-10-24,46.2993587301
2016-10-25,38.477439032
2016-10-26,38.5870133381
2016-10-27,38.7303028154
2016-10-28,37.642988547
2016-10-31,37.946425087
2016-11-01,38.1824312848
2016-11-02,37.6598461326
2016-11-03,36.9181123681
2016-11-04,36.6652485847
2016-11-07,37.6345597542
2016-11-08,37.6345597542
2016-11-09,38.0391418076
2016-11-10,37.8199931953
2016-11-11,37.1625473586
2016-11-14,36.3028104953
2016-11-15,36.732678927
2016-11-16,37.6177021687
2016-11-17,36.8506820259
2016-11-18,36.2016649819
2016-11-21,36.1592146243
2016-11-22,36.4308969131
2016-11-23,36.6006983436
2016-11-25,36.8469104178
2016-11-28,36.8638905609
2016-11-29,36.8469104178
2016-11-30,36.5922082721
2016-12-01,35.7516911911
2016-12-02,35.717730905
2016-12-05,36.0063933369
2016-12-06,35.9979032653
2016-12-07,36.8469104178
2016-12-08,35.6498103328
2016-12-09,36.2695855541
2016-12-12,35.8026316203
2016-12-13,35.6922606905
2016-12-14,36.6091884151
2016-12-15,36.2526054111
2016-12-16,36.6261685582
2016-12-19,36.7535196311
2016-12-20,36.7535196311
2016-12-21,36.7280494165
2016-12-22,36.3120359118
2016-12-23,36.2950557687
2016-12-27,36.2526054111
2016-12-28,35.8620621209
2016-12-29,35.7432011196
2016-12-30,35.6158500467
2017-01-03,35.8875323355
2017-01-04,36.0828039806
2017-01-05,36.0997841236
2017-01-06,36.0912940521
2017-01-09,35.9639429792
2017-01-10,35.4460486162
2017-01-11,35.3102074718
2017-01-12,35.6667904759
2017-01-13,35.9639429792
2017-01-17,35.9724330508
2017-01-18,35.5649096176
2017-01-19,35.1913464705
2017-01-20,34.7668428942
2017-01-23,34.4187499617
2017-01-24,34.5545911061
2017-01-25,34.8092932519
2017-01-26,34.5630811776
2017-01-27,34.7159024651
2017-01-30,34.8687237525
2017-01-31,34.7328826081
2017-02-01,35.0809755407
2017-02-02,35.361147901
2017-02-03,36.0488436945
2017-02-06,35.6498103328
2017-02-07,35.539439403
2017-02-08,35.7092408335
2017-02-09,36.6601288443
2017-02-10,37.6195069266
2017-02-13,38.1883417188
2017-02-14,38.0100502167
2017-02-15,38.0440105028
2017-02-16,38.0779707889
2017-02-17,38.273242434
2017-02-21,38.629825438
2017-02-22,38.1034410035
2017-02-23,38.3836133638
2017-02-24,38.3411630062
2017-02-27,37.9675998591
2017-02-28,37.9251495015
2017-03-01,38.5321570792
2017-03-02,38.5578052867
2017-03-03,38.2756750041
2017-03-06,37.9593471115
2017-03-07,38.0448411365
2017-03-08,37.950797709
2017-03-09,37.8909518915
2017-03-10,37.3608889363
2017-03-13,37.1386044712
2017-03-14,37.3095925213
2017-03-15,37.6686674264
2017-03-16,37.6344698164
2017-03-17,36.454652271
2017-03-20,36.471751076
2017-03-21,35.6082614233
2017-03-22,35.3004829332
2017-03-23,35.2748347257
2017-03-24,35.2919335307
2017-03-27,35.0781984681
2017-03-28,35.3432299457
2017-03-29,35.1551430906
2017-03-30,35.1209454806
2017-03-31,35.3175817382
2017-04-03,35.7963482783
2017-04-04,35.6681072408
2017-04-05,35.7707000708
2017-04-06,35.9074905109
2017-04-07,35.6339096308
2017-04-10,35.4629215807
2017-04-11,35.3688781532
2017-04-12,35.0525502606
2017-04-13,35.0781984681
2017-04-17,35.2577359207
2017-04-18,35.2406371157
2017-04-19,35.7023048508
2017-04-20,35.1636924931
2017-04-21,35.0525502606
2017-04-24,35.5569650083
2017-04-25,34.1805112054
2017-04-26,33.6931952627
2017-04-27,34.3685980604
2017-04-28,35.1636924931
2017-05-01,34.650728343
2017-05-02,34.4027956704
2017-05-03,34.3600486579
2017-05-04,34.1035665828
2017-05-05,34.3685980604
2017-05-08,34.6079813305
2017-05-09,34.8730128081
2017-05-10,34.3856968654
2017-05-11,34.7618705755
2017-05-12,34.5395861105
2017-05-15,35.1551430906
2017-05-16,34.650728343
2017-05-17,34.3771474629
2017-05-18,33.3768673701
2017-05-19,33.8214363002
2017-05-22,33.8641833128
2017-05-23,33.4367131876
2017-05-24,33.1802311125
2017-05-25,32.8297056099
2017-05-26,32.949397245
2017-05-30,33.2828239426
2017-05-31,33.1887805151
2017-06-01,33.6200276631
2017-06-02,33.6804022638
2017-06-05,33.2319052299
2017-06-06,33.3871542032
2017-06-07,32.6540340515
2017-06-08,32.1020377019
2017-06-09,32.4901601352
2017-06-12,32.973156941
2017-06-13,33.4992784617
2017-06-14,33.3440294884
2017-06-15,33.1629056862
2017-06-16,33.0766562566
2017-06-19,33.4389038609
2017-06-20,32.9041573973
2017-06-21,32.1106626449
2017-06-22,32.0330381582
2017-06-23,32.309036333
2017-06-26,33.430278918
2017-06-27,33.5855278913
2017-06-28,33.6200276631
2017-06-29,33.2664050017
2017-06-30,33.3440294884
2017-07-03,33.1629056862
2017-07-05,32.748908424
2017-07-06,32.3349111619
2017-07-07,32.3435361048
2017-07-10,32.3435361048
2017-07-11,32.0502880442
2017-07-12,32.6626589944
2017-07-13,33.0076567129
2017-07-14,33.3354045454
2017-07-17,33.645902492
2017-07-18,33.6286526061
2017-07-19,33.2836548876
2017-07-20,33.5596530624
2017-07-21,33.9995251534
2017-07-24,34.3531478148
2017-07-25,33.3095297165
2017-07-26,34.4048974726
2017-07-27,35.5433899435
2017-07-28,36.0522615782
2017-07-31,37.0958796765
2017-08-01,37.0527549617
2017-08-02,37.3028783076
2017-08-03,37.0786297906
2017-08-04,36.543883327
2017-08-07,37.1562542772
2017-08-08,36.1730107797
2017-08-09,36.55250827
2017-08-10,35.5088901716
2017-08-11,35.1811423391
2017-08-14,35.2760167117
2017-08-15,35.3105164835
2017-08-16,34.9051441643
2017-08-17,34.5083967881
2017-08-18,34.2065237845
2017-08-21,33.9391505527
2017-08-22,34.534271617
2017-08-23,33.9775478428
2017-08-24,34.1602228312
2017-08-25,34.3515966286
2017-08-28,34.238512112
2017-08-29,33.9862466518
2017-08-30,33.8296680903
2017-08-31,33.7948728544
2017-09-01,34.3689942466
2017-09-05,33.7600776185
2017-09-06,33.9079573711
2017-09-07,33.5339085853
2017-09-08,33.4730169225
2017-09-11,33.925354989
2017-09-12,34.3602954376
2017-09-13,33.9688490339
2017-09-14,34.247210921
2017-09-15,34.6647537516
2017-09-18,35.0127061104
2017-09-19,34.9431156387
2017-09-20,35.160585863
2017-09-21,35.2475739527
2017-09-22,35.5694298846
2017-09-25,35.7782012999
2017-09-26,35.760803682
2017-09-27,35.6564179743
2017-09-28,35.8999846255
2017-09-29,36.056563187
2017-10-02,36.056563187
2017-10-03,35.9521774794
2017-10-04,36.1000572319
2017-10-05,35.6825144013
2017-10-06,35.7955989179
2017-10-09,35.134489436
2017-10-10,34.9518144476
2017-10-11,34.551669235
2017-10-12,34.6821513695
2017-10-13,34.534271617
2017-10-16,34.4646811452
2017-10-17,34.7952358862
2017-10-18,36.2653346023
2017-10-19,35.9347798614
2017-10-20,36.3262262651
2017-10-23,35.9956715242
2017-10-24,35.7782012999
2017-10-25,33.5426073943
2017-10-26,34.1602228312
2017-10-27,33.5513062032
2017-10-30,32.7597145868
2017-10-31,32.2464848575
2017-11-01,31.4548932411
2017-11-02,32.0203158242
2017-11-03,32.0464122512
2017-11-06,32.5161479356
2017-11-07,33.0554740919
2017-11-08,32.6553288792
2017-11-09,32.2725812844
2017-11-10,31.8550384538
2017-11-13,31.4635920501
2017-11-14,31.2896158706
2017-11-15,31.3766039603
2017-11-16,31.0286516015
2017-11-17,31.6462670385
2017-11-20,31.480989668
2017-11-21,31.61270929
2017-11-22,32.1308064701
2017-11-24,32.060556005
2017-11-27,32.1220251619
2017-11-28,32.8859989698
2017-11-29,31.8937111504
2017-11-30,32.2449634758
2017-12-01,31.8146793772
2017-12-04,33.0264999
2017-12-05,33.219688679
2017-12-06,33.3338456847
2017-12-07,33.4655653068
2017-12-08,33.3250643766
2017-12-11,33.2723765278
2017-12-12,33.3075017603
2017-12-13,32.446933563
2017-12-14,32.1395877782
2017-12-15,32.6840288827
2017-12-18,32.9562494349
2017-12-19,32.9299055105
2017-12-20,31.805898069
2017-12-21,32.0078681562
2017-12-22,32.0868999294
2017-12-26,31.7971167609
2017-12-27,31.4897709761
2017-12-28,31.61270929
2017-12-29,31.9639616155
2018-01-02,32.192275627
2018-01-03,31.6039279819
2018-01-04,31.4283018192
2018-01-05,31.61270929
2018-01-08,31.7532102202
2018-01-09,31.9024924585
2018-01-10,31.8410233016
2018-01-11,31.8761485341
2018-01-12,32.8947802779
2018-01-16,32.578653185
2018-01-17,31.867367226
2018-01-18,32.1044625457
2018-01-19,32.2361821677
2018-01-22,32.578653185
2018-01-23,32.5610905687
2018-01-24,32.9562494349
2018-01-25,32.6664662664
2018-01-26,32.6576849582
2018-01-29,32.5171840281
2018-01-30,32.0693373131
2018-01-31,32.8508737372
2018-02-01,33.8168176322
2018-02-02,32.9211242023
2018-02-05,31.6829597551
2018-02-06,32.3679017898
2018-02-07,32.9825933593
2018-02-08,29.7686345815
2018-02-09,29.5930084187
2018-02-12,29.5051953374
2018-02-13,29.031004698
2018-02-14,28.9607542329
2018-02-15,29.5051953374
2018-02-16,29.5754458025
2018-02-20,29.0749112387
2018-02-21,28.5568140587
2018-02-22,28.1089673437
2018-02-23,29.2066308607
2018-02-26,29.672040192
2018-02-27,29.1188177794
2018-02-28,28.6534084482
2018-03-01,28.3636252797
2018-03-02,28.6973149889
2018-03-05,29.1890682445
2018-03-06,29.5227579536
2018-03-07,29.0082387345
2018-03-08,29.0880779237
2018-03-09,29.6380812269
2018-03-12,30.0905032989
2018-03-13,29.7179204161
2018-03-14,29.7534045002
2018-03-15,29.691307353
2018-03-16,29.7179204161
2018-03-19,28.9904966925
2018-03-20,28.7509791249
2018-03-21,28.777592188
2018-03-22,28.2275888848
2018-03-23,27.9525872332
2018-03-26,28.4138803262
2018-03-27,28.4671064523
2018-03-28,28.6267848307
2018-03-29,28.2009758217
2018-04-02,27.3493578038
2018-04-03,27.5800043503
2018-04-04,27.8106508968
2018-04-05,28.5735587045
2018-04-06,28.0146843803
2018-04-09,28.351783179
2018-04-10,28.8308183141
2018-04-11,28.6977529988
2018-04-12,28.8219472931
2018-04-13,28.6888819778
2018-04-16,29.8509857314
2018-04-17,30.2856657613
2018-04-18,30.5251833289
2018-04-19,30.7824429384
2018-04-20,29.3098534492
2018-04-23,29.7622755212
2018-04-24,29.7179204161
2018-04-25,30.4719572028
2018-04-26,28.3074280739
2018-04-27,28.4316223682
2018-04-30,27.899361107
2018-05-01,27.2695186146
2018-05-02,26.7993545006
2018-05-03,26.7372573535
2018-05-04,26.7816124586
2018-05-07,26.7017732694
2018-05-08,26.5066108069
2018-05-09,26.7993545006
2018-05-10,26.8791936898
2018-05-11,26.7638704165
2018-05-14,27.0743561522
2018-05-15,27.2695186146
2018-05-16,27.7219406866
2018-05-17,27.7219406866
2018-05-18,27.5800043503
2018-05-21,27.5888753713
2018-05-22,27.6421014975
2018-05-23,27.0122590051
2018-05-24,27.0388720681
2018-05-25,26.6130630592
2018-05-29,26.3824165127
2018-05-30,26.6929022484
2018-05-31,26.7638704165
2018-06-01,26.4622557018
2018-06-04,26.6041920382
2018-06-05,26.9235487949
2018-06-06,27.605612031
2018-06-07,27.77612784
2018-06-08,28.0363888117
2018-06-11,28.0992104256
2018-06-12,28.2338281696
2018-06-13,28.2966497834
2018-06-14,28.2966497834
2018-06-15,28.1710065557
2018-06-18,27.7940768726
2018-06-19,27.5068923521
2018-06-20,27.5876629985
2018-06-21,27.7312552587
2018-06-22,27.9286946165
2018-06-25,27.7940768726
2018-06-26,27.2017587991
2018-06-27,27.0671410551
2018-06-28,27.5517649334
2018-06-29,27.7581788075
2018-07-02,27.4530452545
2018-07-03,27.4081726732
2018-07-05,27.5966375147
2018-07-06,28.0094652629
2018-07-09,28.6107578527
2018-07-10,28.3145988159
2018-07-11,28.0094652629
2018-07-12,27.9466436491
2018-07-13,27.8927965515
2018-07-16,27.9735671979
2018-07-17,27.5068923521
2018-07-18,27.605612031
2018-07-19,27.4261217057
2018-07-20,26.8068800834
2018-07-23,26.4748229816
2018-07-24,26.4837974979
2018-07-25,26.5376445955
2018-07-26,19.8426554618
2018-07-27,20.0670183684
2018-07-30,20.6683109582
2018-07-31,21.1439603202
2018-08-01,21.0452406413
2018-08-02,20.25548321
2018-08-03,19.7349612666
2018-08-06,19.9862477221
2018-08-07,19.5375219088
2018-08-08,19.5195728763
2018-08-09,19.8785535269
2018-08-10,19.7170122341
2018-08-13,22.0952590443
2018-08-14,23.3786148702
2018-08-15,23.4683600329
2018-08-16,23.881187781
2018-08-17,23.4683600329
2018-08-20,23.4324619678
2018-08-21,23.674773907
2018-08-22,23.6111075922
2018-08-23,24.293246679
2018-08-24,24.0749621712
2018-08-27,24.1931996129
2018-08-28,24.3023418668
2018-08-29,24.2204851764
2018-08-30,23.7475354095
2018-08-31,23.6474883435
2018-09-04,23.7020594704
2018-09-05,23.984010293
2018-09-06,23.62020278
2018-09-07,23.8112017243
2018-09-10,24.1659140495
2018-09-11,23.9931054808
2018-09-12,24.3023418668
2018-09-13,24.138628486
2018-09-14,24.8753386998
2018-09-17,24.7571012581
2018-09-18,24.9481002024
2018-09-19,25.0663376441
2018-09-20,24.7480060702
2018-09-21,24.7752916337
2018-09-24,24.6934349433
2018-09-25,24.7389108824
2018-09-26,25.4301451571
2018-09-27,25.4301451571
2018-09-28,25.1572895223
2018-10-01,25.1936702736
2018-10-02,25.0390520806
2018-10-03,24.8389579485
2018-10-04,24.6388638163
2018-10-05,24.5206263746
2018-10-08,24.4569600599
2018-10-09,24.4569600599
2018-10-10,23.929439166
2018-10-11,23.4201086479
2018-10-12,23.7839161608
2018-10-15,23.8839632269
2018-10-16,24.6843397555
2018-10-17,24.602483065
2018-10-18,24.5206263746
2018-10-19,24.5115311868
2018-10-22,24.5297215624
2018-10-23,24.1295332982
2018-10-24,23.256395267
2018-10-25,22.7288743732
2018-10-26,22.3741620481
2018-10-29,22.6106369315
2018-10-30,23.1654433888
2018-10-31,23.6292979678
2018-11-01,24.3387226181
2018-11-02,23.9203439782
2018-11-05,24.3387226181
2018-11-06,24.4205793086
2018-11-07,24.1568188616
2018-11-08,24.138628486
2018-11-09,24.0658669834
2018-11-12,24.0476766078
2018-11-13,24.138628486
2018-11-14,23.6020124044
2018-11-15,23.4564893992
2018-11-16,23.3928230844
2018-11-19,23.2836808305
2018-11-20,23.0108251958
2018-11-21,23.2229490353
2018-11-23,23.1491668302
2018-11-26,23.4811867529
2018-11-27,23.6840878167
2018-11-28,24.0714443932
2018-11-29,25.0398358343
2018-11-30,25.0582813855
2018-12-03,25.9990044998
2018-12-04,24.9752764049
2018-12-06,25.0859497124
2018-12-07,24.3757959889
2018-12-10,23.9699938612
2018-12-11,24.025330515
2018-12-12,24.0437760663
2018-12-13,23.9238799831
2018-12-14,23.7209789192
2018-12-17,23.3336223428
2018-12-18,22.7987013563
2018-12-19,22.4113447798
2018-12-20,21.784196037
2018-12-21,21.2031611724
2018-12-24,20.391556917
2018-12-26,21.7011910564
2018-12-27,21.387616685
2018-12-28,21.4521761144
2018-12-31,21.5167355438
2019-01-02,21.7011910564
2019-01-03,21.5444038707
2019-01-04,22.5496864143
2019-01-07,23.0569390739
2019-01-08,23.4350728747
2019-01-09,23.6748650411
2019-01-10,23.6195283873
2019-01-11,23.6840878167
2019-01-14,23.4258500991
2019-01-15,23.1122757277
2019-01-16,23.204503484
2019-01-17,23.3059540159
2019-01-18,24.1083354957
2019-01-22,22.881706337
2019-01-23,23.5088550798
2019-01-24,23.3151767915
2019-01-25,23.6840878167
2019-01-28,23.8132066755
2019-01-29,23.4996323041
2019-01-30,23.6103056117
2019-01-31,23.6840878167
2019-02-01,23.5918600604
2019-02-04,23.6933105924
2019-02-05,23.7855383487
2019-02-06,23.7302016949
2019-02-07,23.5641917335
2019-02-08,24.2558999058
2019-02-11,24.0898899444
2019-02-12,23.95154831
2019-02-13,24.025330515
2019-02-14,24.0529988419
2019-02-15,24.2558999058
2019-02-19,23.9331027587
2019-02-20,23.8408750024
2019-02-21,23.8593205537
2019-02-22,24.0714443932
2019-02-25,23.6748650411
2019-02-26,23.5088550798
2019-02-27,23.379736221
2019-02-28,24.1636721495
2019-03-01,24.8830486486
2019-03-04,25.0675041612
2019-03-05,24.6340337066
2019-03-06,24.5325831746
2019-03-07,24.420434223
2019-03-08,24.3269767633
2019-03-11,24.9064130135
2019-03-12,25.1587481547
2019-03-13,25.2989343443
2019-03-14,25.5325779936
2019-03-15,25.1867853926
2019-03-18,25.4765035178
2019-03-19,25.3176258362
2019-03-20,25.1494024088
2019-03-21,25.6260354533
2019-03-22,25.1026736789
2019-03-25,24.7942640618
2019-03-26,25.2895885983
2019-03-27,24.8877215216
2019-03-28,22.1120349681
2019-03-29,22.1213807141
2019-04-01,22.6914712183
2019-04-02,22.6634339804
2019-04-03,24.2989395254
2019-04-04,24.5325831746
2019-04-05,24.4952001908
2019-04-08,24.3176310173
2019-04-09,24.5419289206
2019-04-10,24.8036098078
2019-04-11,25.1120194249
2019-04-12,24.8970672675
2019-04-15,24.7662268239
2019-04-16,24.429779969
2019-04-17,24.5419289206
2019-04-18,24.5138916827
2019-04-22,24.3363225093
2019-04-23,23.8970724486
2019-04-24,23.9251096865
2019-04-25,23.6821202913
2019-04-26,23.7288490211
2019-04-29,23.6914660372
2019-04-30,23.8596894647
2019-05-01,23.2335244846
2019-05-02,22.8503488998
2019-05-03,23.130721279
2019-05-06,22.9157691216
2019-05-07,22.5793222666
2019-05-08,22.5419392828
2019-05-09,22.6821254723
2019-05-10,22.9811893434
2019-05-13,22.1961466818
2019-05-14,22.467173315
2019-05-15,22.2709126496
2019-05-16,22.13072646
2019-05-17,22.0559604923
2019-05-20,22.140072206
2019-05-21,22.5793222666
2019-05-22,22.4110988392
2019-05-23,21.8783913188
2019-05-24,21.495215734
2019-05-28,21.149423133
2019-05-29,21.1120401492
2019-05-30,20.8970879918
2019-05-31,21.2428805928
2019-06-03,21.3924125283
2019-06-04,21.5139072259
2019-06-05,21.4284969193
2019-06-06,21.4569670215
2019-06-07,21.5898274984
2019-06-10,21.3051264765
2019-06-11,21.3905367831
2019-06-12,21.6372776688
2019-06-13,21.9884089292
2019-06-14,21.8840185545
2019-06-17,22.2636199171
2019-06-18,22.2256597808
2019-06-19,22.396480394
2019-06-20,22.254129883
2019-06-21,22.2161697467
2019-06-24,21.2007361018
2019-06-25,20.8685849095
2019-06-26,20.9729752842
2019-06-27,21.1912460677
2019-06-28,21.4474769875
2019-07-01,21.2671663402
