date,XEC
2015-12-14,95.3558771784
2015-12-15,98.0619349514
2015-12-16,93.8348860854
2015-12-17,89.3372314421
2015-12-18,84.7462644617
2015-12-21,80.416572025
2015-12-22,79.5674297583
2015-12-23,86.1086245819
2015-12-24,85.4741006903
2015-12-28,83.3279169394
2015-12-29,84.4010088149
2015-12-30,83.5238728471
2015-12-31,83.402566809
2016-01-04,83.9811032984
2016-01-05,84.5223148529
2016-01-06,79.3528113832
2016-01-07,76.3854790667
2016-01-08,76.8147158169
2016-01-11,75.3403808923
2016-01-12,74.7151882344
2016-01-13,74.7338507018
2016-01-14,79.2781615137
2016-01-15,78.6809625569
2016-01-19,75.7602864088
2016-01-20,72.4663609128
2016-01-21,75.0884375824
2016-01-22,78.7276187254
2016-01-25,70.5441267706
2016-01-26,75.9282486154
2016-01-27,78.8675872309
2016-01-28,82.936005124
2016-01-29,86.7804734083
2016-02-01,81.3963515635
2016-02-02,78.7462811928
2016-02-03,83.5705290156
2016-02-04,82.7400492163
2016-02-05,79.1941804104
2016-02-08,79.6980670301
2016-02-09,76.46946017
2016-02-10,77.869145225
2016-02-11,75.8049637335
2016-02-12,79.0833696317
2016-02-16,78.7191023097
2016-02-17,79.1020500072
2016-02-18,77.1499507687
2016-02-19,79.9333267165
2016-02-22,82.1002502732
2016-02-23,80.5777996709
2016-02-24,79.2795135744
2016-02-25,78.9526070033
2016-02-26,79.9333267165
2016-02-29,78.4855976161
2016-03-01,80.2882538508
2016-03-02,83.9309270711
2016-03-03,82.2777138403
2016-03-04,84.6688019029
2016-03-07,89.1707723957
2016-03-08,84.7528635926
2016-03-09,86.5835403905
2016-03-10,85.6401814283
2016-03-11,88.2367536213
2016-03-14,88.1993928703
2016-03-15,89.3202153996
2016-03-16,90.8333258142
2016-03-17,91.6646025234
2016-03-18,92.1129315352
2016-03-21,90.4783986799
2016-03-22,90.9080473161
2016-03-23,88.2367536213
2016-03-24,89.3108752119
2016-03-28,89.1520920202
2016-03-29,90.366316427
2016-03-30,90.1888528598
2016-03-31,90.8520061897
2016-04-01,91.3096753892
2016-04-04,88.5169592536
2016-04-05,88.6664022575
2016-04-06,91.9261277803
2016-04-07,92.4771988572
2016-04-08,94.896307483
2016-04-11,96.1292122653
2016-04-12,99.9773696159
2016-04-13,99.2955359106
2016-04-14,100.7993061375
2016-04-15,98.2400946955
2016-04-18,100.6031621948
2016-04-19,100.8740276394
2016-04-20,102.0695716707
2016-04-21,99.7718854856
2016-04-22,101.6025622835
2016-04-25,99.1834536577
2016-04-26,103.9189288441
2016-04-27,105.1424934386
2016-04-28,102.5739418089
2016-04-29,101.6959641609
2016-05-02,103.0689717593
2016-05-03,98.4175582626
2016-05-04,99.1460929067
2016-05-05,106.1792542782
2016-05-06,102.9195287554
2016-05-09,103.1717138245
2016-05-10,105.7215850787
2016-05-11,106.9731702365
2016-05-12,107.8050280042
2016-05-13,106.5245278449
2016-05-16,108.8238201017
2016-05-17,108.7303529368
2016-05-18,108.5340718904
2016-05-19,107.8798017361
2016-05-20,109.6743713023
2016-05-23,109.6089442869
2016-05-24,109.8426121992
2016-05-25,110.6557765338
2016-05-26,110.7959772812
2016-05-27,110.1510538433
2016-05-31,108.6836193543
2016-06-01,108.3190974112
2016-06-02,109.5715574209
2016-06-03,108.3471375606
2016-06-06,109.8519589156
2016-06-07,113.5999922284
2016-06-08,113.6373790944
2016-06-09,112.4690395331
2016-06-10,107.1787979993
2016-06-13,106.1693526183
2016-06-14,107.2442250147
2016-06-15,106.6179950098
2016-06-16,104.0943815574
2016-06-17,107.5059330765
2016-06-20,108.8051266687
2016-06-21,111.0950722089
2016-06-22,110.7212035493
2016-06-23,112.4316526671
2016-06-24,106.4591008295
2016-06-27,102.3465455736
2016-06-28,107.6741739733
2016-06-29,110.3847217556
2016-06-30,111.5250211675
2016-07-01,111.8054226622
2016-07-05,107.8517615866
2016-07-06,108.8612069676
2016-07-07,107.2816118807
2016-07-08,110.6931633998
2016-07-11,109.9360793641
2016-07-12,112.8148680432
2016-07-13,109.8799990651
2016-07-14,111.4876343015
2016-07-15,111.6465284819
2016-07-18,110.5810028019
2016-07-19,110.8614042966
2016-07-20,111.3567802707
2016-07-21,109.3565829416
2016-07-22,110.6464298174
2016-07-25,106.2628197832
2016-07-26,107.2535717312
2016-07-27,105.8141773916
2016-07-28,107.6274403908
2016-07-29,112.1792913218
2016-08-01,107.935882035
2016-08-02,109.1135683129
2016-08-03,113.4597914811
2016-08-04,117.2171715103
2016-08-05,118.4135512212
2016-08-08,119.6379710814
2016-08-09,119.572544066
2016-08-10,118.3668176387
2016-08-11,121.3951537817
2016-08-12,122.3023440681
2016-08-15,122.5268035203
2016-08-16,120.7778902879
2016-08-17,120.890120014
2016-08-18,122.3584589311
2016-08-19,122.8541402216
2016-08-22,122.5642134291
2016-08-23,124.1447820723
2016-08-24,123.6865106905
2016-08-25,124.3879464789
2016-08-26,124.5001762051
2016-08-29,124.8555703379
2016-08-30,125.5476536491
2016-08-31,123.6210433503
2016-09-01,125.9030477819
2016-09-02,126.1836220973
2016-09-06,126.5016063214
2016-09-07,125.856285396
2016-09-08,126.7260657737
2016-09-09,122.1527044332
2016-09-12,123.8548552797
2016-09-13,118.692287877
2016-09-14,117.0743093251
2016-09-15,119.3843711882
2016-09-16,119.1879691675
2016-09-19,118.7671076944
2016-09-20,117.9347372255
2016-09-21,120.3476763377
2016-09-22,119.6930029352
2016-09-23,115.7836674744
2016-09-26,116.5131606943
2016-09-27,114.5865503955
2016-09-28,120.7217754248
2016-09-29,122.2649341593
2016-09-30,125.6692358524
2016-10-03,125.9311052135
2016-10-04,125.9965725537
2016-10-05,130.4483516908
2016-10-06,130.457704168
2016-10-07,129.5972762676
2016-10-10,132.0195678569
2016-10-11,130.1490724211
2016-10-12,130.7476309606
2016-10-13,130.0461951722
2016-10-14,128.6713810269
2016-10-17,128.5685037779
2016-10-18,128.0634700102
2016-10-19,131.2152548195
2016-10-20,129.6440386535
2016-10-21,128.2692245082
2016-10-24,126.9318202716
2016-10-25,125.229669425
2016-10-26,125.0613248358
2016-10-27,124.4814712507
2016-10-28,122.5268035203
2016-10-31,120.7685378107
2016-11-01,121.8534251635
2016-11-02,120.0203396364
2016-11-03,113.6606551548
2016-11-04,112.3326033954
2016-11-07,114.4649681922
2016-11-08,112.8750470718
2016-11-09,117.5606381384
2016-11-10,117.2707113458
2016-11-11,116.5220355093
2016-11-14,117.008674803
2016-11-15,120.5742434746
2016-11-16,120.1905471083
2016-11-17,117.7199168477
2016-11-18,117.5982570243
2016-11-21,120.8737138092
2016-11-22,121.4258622386
2016-11-23,121.3884284468
2016-11-25,119.7881338462
2016-11-28,115.8763026003
2016-11-29,116.0353962155
2016-11-30,129.0342804274
2016-12-01,128.688017853
2016-12-02,130.1572941822
2016-12-05,132.0102668777
2016-12-06,134.0597669802
2016-12-07,133.460826311
2016-12-08,133.5076185508
2016-12-09,132.5062646194
2016-12-12,131.8324563665
2016-12-13,132.9367532254
2016-12-14,128.2856045909
2016-12-15,128.47277355
2016-12-16,128.6786594051
2016-12-19,128.7628854367
2016-12-20,127.4152689309
2016-12-21,127.2093830759
2016-12-22,127.9954927042
2016-12-23,127.0128556688
2016-12-27,127.9393420165
2016-12-28,127.6866639217
2016-12-29,127.5743625462
2016-12-30,127.181307732
2017-01-03,129.8858991915
2017-01-04,129.6145042008
2017-01-05,131.1212143218
2017-01-06,131.0276298422
2017-01-09,130.419330725
2017-01-10,132.2723034205
2017-01-11,133.3298080396
2017-01-12,129.9326914313
2017-01-13,130.6907257158
2017-01-17,130.0262759109
2017-01-18,129.4647690334
2017-01-19,129.6519379926
2017-01-20,129.127864907
2017-01-23,128.3791890705
2017-01-24,129.4273352416
2017-01-25,130.9434038106
2017-01-26,132.1038513572
2017-01-27,130.5035567566
2017-01-30,126.32033052
2017-01-31,126.535574823
2017-02-01,124.9352802224
2017-02-02,124.1117368022
2017-02-03,126.2173875925
2017-02-06,122.7828371923
2017-02-07,119.2079100729
2017-02-08,119.0300995617
2017-02-09,121.3229193111
2017-02-10,123.2320426943
2017-02-13,124.2895473134
2017-02-14,127.5857064827
2017-02-15,125.8158937469
2017-02-16,124.5985622355
2017-02-17,123.6246970264
2017-02-21,122.3886373379
2017-02-22,120.1412560861
2017-02-23,119.4670417105
2017-02-24,118.0156079854
2017-02-27,117.9687875427
2017-02-28,117.7253212404
2017-03-01,120.2817174143
2017-03-02,117.0230145992
2017-03-03,117.6223162664
2017-03-06,117.3694858755
2017-03-07,116.3488002237
2017-03-08,111.8634018086
2017-03-09,113.2211946482
2017-03-10,111.648027772
2017-03-13,112.9215438147
2017-03-14,113.1931023826
2017-03-15,115.178289155
2017-03-16,113.3522918879
2017-03-17,113.2305587368
2017-03-20,112.4907957414
2017-03-21,110.9363570422
2017-03-22,110.5430653232
2017-03-23,109.6722050881
2017-03-24,109.2320929263
2017-03-27,109.8033023278
2017-03-28,111.8727658972
2017-03-29,113.8298604039
2017-03-30,113.3803841536
2017-03-31,111.8914940743
2017-04-03,110.608613943
2017-04-04,112.3316062361
2017-04-05,110.1778658697
2017-04-06,110.6273421201
2017-04-07,110.7022548285
2017-04-10,111.7884891002
2017-04-11,113.0620051429
2017-04-12,114.1576035032
2017-04-13,111.4888382666
2017-04-17,112.1817808193
2017-04-18,110.4119680835
2017-04-19,108.8575293843
2017-04-20,109.4942874057
2017-04-21,111.086182459
2017-04-24,111.751032746
2017-04-25,113.1650101169
2017-04-26,111.8446736315
2017-04-27,109.2227288377
2017-04-28,109.2601851919
2017-05-01,108.9324420927
2017-05-02,108.0241255034
2017-05-03,110.7209830056
2017-05-04,108.4642376652
2017-05-05,112.6499852467
2017-05-08,114.1576035032
2017-05-09,111.4420178239
2017-05-10,112.4346112101
2017-05-11,110.8333520682
2017-05-12,109.9056802847
2017-05-15,109.8119760642
2017-05-16,109.783864798
2017-05-17,108.8374521704
2017-05-18,108.5469690867
2017-05-19,110.1867929464
2017-05-22,108.6500437293
2017-05-23,107.7504832121
2017-05-24,106.4105128582
2017-05-25,103.9929439679
2017-05-26,103.9648327018
2017-05-30,100.9007046897
2017-05-31,100.7882596251
2017-06-01,100.4977765414
2017-06-02,97.9958738527
2017-06-05,96.2436049283
2017-06-06,97.3961668411
2017-06-07,93.5449233765
2017-06-08,92.4017318857
2017-06-09,93.6011459088
2017-06-12,93.8728881484
2017-06-13,94.7724486657
2017-06-14,91.3709854597
2017-06-15,87.9695222537
2017-06-16,87.9132997213
2017-06-19,87.5665941053
2017-06-20,88.0913377404
2017-06-21,86.507736413
2017-06-22,85.5800646296
2017-06-23,87.1449251128
2017-06-26,87.2386293334
2017-06-27,86.7701082306
2017-06-28,87.4447786186
2017-06-29,88.3162278697
2017-06-30,88.0913377404
2017-07-03,90.743167182
2017-07-05,88.3162278697
2017-07-06,86.2828462837
2017-07-07,85.8330660251
2017-07-10,86.4140321925
2017-07-11,87.5665941053
2017-07-12,86.3390688161
2017-07-13,87.1261842687
2017-07-14,87.9132997213
2017-07-17,88.203782805
2017-07-18,87.9788926757
2017-07-19,90.6400925394
2017-07-20,89.6280869574
2017-07-21,89.0377503679
2017-07-24,89.04712079
2017-07-25,91.3053925053
2017-07-26,90.6588333835
2017-07-27,92.9358459429
2017-07-28,92.1487304902
2017-07-31,92.795289612
2017-08-01,92.3361389313
2017-08-02,91.9894333153
2017-08-03,87.0418504702
2017-08-04,88.0819673183
2017-08-07,86.6576631659
2017-08-08,87.9507814095
2017-08-09,94.5100768481
2017-08-10,91.6239868552
2017-08-11,91.4553192582
2017-08-14,90.2455431933
2017-08-15,90.6112894455
2017-08-16,90.5550207913
2017-08-17,90.3111899565
2017-08-18,92.1868117625
2017-08-21,91.717906311
2017-08-22,93.0402196842
2017-08-23,93.6310405531
2017-08-24,92.8526575036
2017-08-25,93.3684535002
2017-08-28,93.3778316093
2017-08-29,92.2524585257
2017-08-30,92.3087271799
2017-08-31,93.4903689176
2017-09-01,95.1409161069
2017-09-05,95.4128812687
2017-09-06,96.4913638071
2017-09-07,95.7317369757
2017-09-08,93.293428628
2017-09-11,94.0811897865
2017-09-12,95.0096225804
2017-09-13,100.0362890204
2017-09-14,100.1488263287
2017-09-15,100.1582114685
2017-09-18,100.6556238755
2017-09-19,100.5805427575
2017-09-20,102.5983478049
2017-09-21,102.6452735037
2017-09-22,104.0342741874
2017-09-25,107.2627622633
2017-09-26,106.277322589
2017-09-27,108.4077493134
2017-09-28,107.2252217042
2017-09-29,106.6808835984
2017-10-02,108.8676211614
2017-10-03,108.5109858507
2017-10-04,108.5203709905
2017-10-05,108.9239319999
2017-10-06,108.5297561302
2017-10-09,108.6236075278
2017-10-10,107.7789449498
2017-10-11,108.3983641736
2017-10-12,107.5161610367
2017-10-13,107.7977152293
2017-10-16,108.7549994843
2017-10-17,109.1679456336
2017-10-18,107.9572626052
2017-10-19,108.2294316581
2017-10-20,110.1252298886
2017-10-23,107.2533771235
2017-10-24,106.3805591263
2017-10-25,106.1177752131
2017-10-26,106.389944266
2017-10-27,108.3514384749
2017-10-30,109.9375270935
2017-10-31,109.7404391587
2017-11-01,113.7572789739
2017-11-02,113.4381842222
2017-11-03,114.9961174216
2017-11-06,117.6521119724
2017-11-07,118.2246054974
2017-11-08,117.6333416929
2017-11-09,118.0275175626
2017-11-10,117.36117264
2017-11-13,114.3766981978
2017-11-14,110.3692435223
2017-11-15,108.5003293408
2017-11-16,108.5754615692
2017-11-17,109.47704831
2017-11-20,108.265541127
2017-11-21,107.9650122134
2017-11-22,108.3876309982
2017-11-24,109.4300906672
2017-11-27,105.7955691183
2017-11-28,107.2888221578
2017-11-29,107.2794306292
2017-11-30,109.0450379967
2017-12-01,109.7775772236
2017-12-04,105.9364420466
2017-12-05,105.8894844038
2017-12-06,103.400729338
2017-12-07,104.1332685649
2017-12-08,105.091204477
2017-12-11,105.8613098182
2017-12-12,106.6595897449
2017-12-13,106.387235417
2017-12-14,106.1712302603
2017-12-15,105.4950402047
2017-12-18,106.7441135019
2017-12-19,106.1712302603
2017-12-20,107.889879985
2017-12-21,111.5525761196
2017-12-22,112.65138496
2017-12-26,114.7456958267
2017-12-27,114.1164634138
2017-12-28,115.3373621253
2017-12-29,114.5860398413
2018-01-02,117.8730748339
2018-01-03,118.5210903039
2018-01-04,120.8314063272
2018-01-05,120.042517929
2018-01-08,120.4369621281
2018-01-09,119.8452958294
2018-01-10,117.9106409481
2018-01-11,119.8828619436
2018-01-12,119.4038939876
2018-01-16,118.1736037475
2018-01-17,118.7558785176
2018-01-18,117.05601185
2018-01-19,116.492520137
2018-01-22,119.0845820169
2018-01-23,117.4410645206
2018-01-24,116.6709591795
2018-01-25,112.9331308165
2018-01-26,112.4917289746
2018-01-29,111.4586608341
2018-01-30,107.3733459147
2018-01-31,105.3729503335
2018-02-01,106.5093252881
2018-02-02,104.1990092648
2018-02-05,101.3439845855
2018-02-06,101.8605186558
2018-02-07,99.4656788754
2018-02-08,94.0937245447
2018-02-09,94.0937245447
2018-02-12,94.7605230718
2018-02-13,93.7086718742
2018-02-14,96.0471624832
2018-02-15,92.8233463826
2018-02-16,92.7951497403
2018-02-20,92.456790033
2018-02-21,89.4115526668
2018-02-22,89.7029179704
2018-02-23,92.766953098
2018-02-26,92.4285933907
2018-02-27,92.0338403988
2018-02-28,90.3138452198
2018-03-01,89.6183280435
2018-03-02,90.0882720815
2018-03-05,90.8777780653
2018-03-06,87.7949451762
2018-03-07,87.1182257615
2018-03-08,88.0581138374
2018-03-09,87.3062033767
2018-03-12,89.6465246858
2018-03-13,86.9960403116
2018-03-14,87.917130626
2018-03-15,86.6012873197
2018-03-16,86.9208492655
2018-03-19,86.1407421625
2018-03-20,86.1125455202
2018-03-21,88.9792041519
2018-03-22,88.58445116
2018-03-23,87.606967561
2018-03-26,89.0731929595
2018-03-27,88.0017205529
2018-03-28,87.174619046
2018-03-29,87.879535103
2018-04-02,84.4113481027
2018-04-03,85.9339667858
2018-04-04,86.0937477587
2018-04-05,88.3024847372
2018-04-06,85.0222753521
2018-04-09,85.0034775905
2018-04-10,88.4622657101
2018-04-11,89.2235750516
2018-04-12,87.917130626
2018-04-13,88.3306813795
2018-04-16,90.9059747076
2018-04-17,90.5300194772
2018-04-18,94.9004990305
2018-04-19,94.4023583502
2018-04-20,94.5621393231
2018-04-23,96.2351400984
2018-04-24,94.5433415616
2018-04-25,95.2952520224
2018-04-26,95.7276005373
2018-04-27,94.2049818543
2018-04-30,94.5433415616
2018-05-01,93.8384255046
2018-05-02,92.5883743636
2018-05-03,90.539418358
2018-05-04,91.4605086724
2018-05-07,91.4511097917
2018-05-08,94.0452008814
2018-05-09,91.8552616643
2018-05-10,91.9398515912
2018-05-11,92.6165710059
2018-05-14,91.244334415
2018-05-15,92.6470795478
2018-05-16,93.193114566
2018-05-17,93.5696904406
2018-05-18,92.5435211823
2018-05-21,93.193114566
2018-05-22,93.5320328531
2018-05-23,90.0392916163
2018-05-24,89.3896982326
2018-05-25,86.6877663323
2018-05-29,85.6427682803
2018-05-30,89.3049686608
2018-05-31,87.478575669
2018-06-01,82.9314219832
2018-06-04,80.3048052579
2018-06-05,79.0715192686
2018-06-06,78.7702585689
2018-06-07,80.5872371639
2018-06-08,80.577822767
2018-06-11,82.1406126466
2018-06-12,84.6165990221
2018-06-13,83.505700192
2018-06-14,81.481604866
2018-06-15,80.0788597332
2018-06-18,84.6542566095
2018-06-19,87.619791622
2018-06-20,89.5214997887
2018-06-21,88.2787994025
2018-06-22,91.9692429736
2018-06-25,89.6062293605
2018-06-26,92.7882955008
2018-06-27,94.5958596989
2018-06-28,95.0100931609
2018-06-29,95.7820737039
2018-07-02,91.940999783
2018-07-03,92.2422604827
2018-07-05,92.8071242945
2018-07-06,94.6711748738
2018-07-09,96.0362624192
2018-07-10,96.120991991
2018-07-11,94.6523460801
2018-07-12,93.5037896626
2018-07-13,94.1157254588
2018-07-16,92.1857741015
2018-07-17,91.6868110676
2018-07-18,89.9263188539
2018-07-19,90.7642001749
2018-07-20,91.0842896683
2018-07-23,91.0937040651
2018-07-24,92.1951884983
2018-07-25,92.6000075635
2018-07-26,93.4661320751
2018-07-27,93.2119433597
2018-07-30,94.4734725396
2018-07-31,92.8259530883
2018-08-01,90.8018577623
2018-08-02,90.5005970626
2018-08-03,88.523573721
2018-08-06,89.4744278044
2018-08-07,91.6397390833
2018-08-08,83.7410601136
2018-08-09,83.6657449387
2018-08-10,84.7201573876
2018-08-13,81.4627760723
2018-08-14,81.1238577852
2018-08-15,78.4923548992
2018-08-16,78.7092888289
2018-08-17,77.5774596306
2018-08-20,77.6906425504
2018-08-21,78.9639503985
2018-08-22,79.2280438781
2018-08-23,78.3131486095
2018-08-24,79.1337247782
2018-08-27,79.3978182578
2018-08-28,78.8601993886
2018-08-29,79.0677014083
2018-08-30,80.1523710567
2018-08-31,79.6807755574
2018-09-04,79.3506587079
2018-09-05,81.237040705
2018-09-06,80.6145346459
2018-09-07,78.8413355687
2018-09-10,79.7373670173
2018-09-11,81.1332896951
2018-09-12,84.1043413406
2018-09-13,84.2929795403
2018-09-14,86.4811826569
2018-09-17,86.0001552477
2018-09-18,85.2927619987
2018-09-19,87.5941480352
2018-09-20,85.3021939087
2018-09-21,87.094256806
2018-09-24,89.2447322827
2018-09-25,89.1692770028
2018-09-26,87.8299457848
2018-09-27,88.6316581336
2018-09-28,87.6601714051
2018-10-01,90.0275808115
2018-10-02,90.7632697903
2018-10-03,92.923177177
2018-10-04,92.5459007776
2018-10-05,93.545683236
2018-10-08,93.6117066059
2018-10-09,94.7341038942
2018-10-10,91.5649821391
2018-10-11,89.1881408228
2018-10-12,87.745058595
2018-10-15,87.5469884853
2018-10-16,87.9431287047
2018-10-17,87.0093696161
2018-10-18,85.7266298581
2018-10-19,86.443455017
2018-10-22,84.7174154896
2018-10-23,81.5860213745
2018-10-24,78.0679189499
2018-10-25,78.1245104098
2018-10-26,77.2756385111
2018-10-29,74.059357206
2018-10-30,74.5120888853
2018-10-31,74.9553886547
2018-11-01,76.2758560526
2018-11-02,76.1532412228
2018-11-05,78.6715611889
2018-11-06,78.4263315293
2018-11-07,87.8959691547
2018-11-08,85.4625363785
2018-11-09,85.1890109889
2018-11-12,81.2936321649
2018-11-13,79.7562308373
2018-11-14,81.8218191241
2018-11-15,84.0240235663
2018-11-16,83.8917022693
2018-11-19,83.2017412209
2018-11-20,78.5799473487
2018-11-21,79.2604568759
2018-11-23,75.5649120824
2018-11-26,77.1433161246
2018-11-27,76.9542857004
2018-11-28,77.6158921852
2018-11-29,79.0147173244
2018-11-30,77.4835708882
2018-12-03,80.7254426636
2018-12-04,76.4817096398
2018-12-06,71.2644699313
2018-12-07,71.0943425495
2018-12-10,68.4006590044
2018-12-11,68.3061437923
2018-12-12,68.8165259377
2018-12-13,67.5594736166
2018-12-14,64.7807263806
2018-12-17,62.7770038838
2018-12-18,61.2836635325
2018-12-19,60.2628992417
2018-12-20,58.4765617328
2018-12-21,57.0493820299
2018-12-24,54.1761195818
2018-12-26,58.5899799873
2018-12-27,58.5805284661
2018-12-28,57.8905674177
2018-12-31,58.2686282661
2019-01-02,59.2704895145
2019-01-03,58.4482071692
2019-01-04,61.3687272234
2019-01-07,62.7202947565
2019-01-08,63.7316075261
2019-01-09,64.9414022411
2019-01-10,66.5954184531
2019-01-11,66.7655458349
2019-01-14,68.0793072832
2019-01-15,69.2985535194
2019-01-16,69.8656447921
2019-01-17,69.232392871
2019-01-18,70.6406695314
2019-01-22,69.4403263376
2019-01-23,68.4101105256
2019-01-24,69.2512959134
2019-01-25,71.5480155677
2019-01-28,70.6123149678
2019-01-29,70.9147636465
2019-01-30,72.1812674888
2019-01-31,71.2077608041
2019-02-01,71.9922370646
2019-02-04,72.0962037979
2019-02-05,71.4913064404
2019-02-06,70.669024095
2019-02-07,67.6350857863
2019-02-08,66.7466427925
2019-02-11,68.3061437923
2019-02-12,68.9015896286
2019-02-13,70.2342541193
2019-02-14,70.933666689
2019-02-15,71.9947820448
2019-02-19,71.1231515739
2019-02-20,72.4021745475
2019-02-21,69.4651588304
2019-02-22,70.2799438358
2019-02-25,69.8441286004
2019-02-26,68.7830132445
2019-02-27,68.8209102215
2019-02-28,68.1292903914
2019-03-01,69.2377769685
2019-03-04,70.5736454075
2019-03-05,69.6735922039
2019-03-06,68.3850949861
2019-03-07,67.6366296905
2019-03-08,64.6996139734
2019-03-11,65.1259549646
2019-03-12,66.3481324727
2019-03-13,66.8407931736
2019-03-14,66.8123704408
2019-03-15,66.3765552054
2019-03-18,68.1103419029
2019-03-19,66.9734325931
2019-03-20,68.2903525436
2019-03-21,68.6219510923
2019-03-22,64.3301184477
2019-03-25,64.3301184477
2019-03-26,66.4239264266
2019-03-27,66.4902461364
2019-03-28,66.9544841046
2019-03-29,66.2249672974
2019-04-01,66.3765552054
2019-04-02,64.9648928124
2019-04-03,62.2363104688
2019-04-04,62.9847757644
2019-04-05,65.2112231628
2019-04-08,65.675461131
2019-04-09,63.3069000689
2019-04-10,64.3964381574
2019-04-11,63.6669213503
2019-04-12,67.1060720125
2019-04-15,65.9312657257
2019-04-16,65.9123172372
2019-04-17,65.3912338035
2019-04-18,65.6565126425
2019-04-22,66.7460507311
2019-04-23,67.4945160267
2019-04-24,67.1344947453
2019-04-25,66.0070596797
2019-04-26,65.0785837433
2019-04-29,64.9175215911
2019-04-30,65.0501610106
2019-05-01,63.3637455344
2019-05-02,61.9615573856
2019-05-03,63.3163743131
2019-05-06,63.5153334423
2019-05-07,62.548960529
2019-05-08,63.7521895485
2019-05-09,63.9132517008
2019-05-10,64.2164275167
2019-05-13,62.6152802387
2019-05-14,64.1406335627
2019-05-15,64.625251683
2019-05-16,65.8035388773
2019-05-17,65.1383767515
2019-05-20,65.2619068606
2019-05-21,67.8560391513
2019-05-22,65.1763860158
2019-05-23,60.8908414622
2019-05-24,60.8148229336
2019-05-28,59.8835959574
2019-05-29,58.8288388721
2019-05-30,56.1776926849
2019-05-31,54.3437456808
2019-06-03,54.8473684332
2019-06-04,55.968641731
2019-06-05,52.9564075326
2019-06-06,53.2414770151
2019-06-07,52.7188496305
2019-06-10,53.5455511298
2019-06-11,53.4125187046
2019-06-12,51.6640925453
2019-06-13,53.8401229284
2019-06-14,51.8826458152
2019-06-17,52.8328774235
2019-06-18,53.7641043997
2019-06-19,52.88989132
2019-06-20,54.0681785144
2019-06-21,53.8496252445
2019-06-24,53.1274492221
2019-06-25,52.7948681592
2019-06-26,54.3342433647
2019-06-27,54.8853776975
2019-06-28,56.3772413226
