date,XEC
2019-07-01,57.0614080806
2019-07-02,55.6455629842
2019-07-03,55.8166046737
2019-07-05,56.187195001
2019-07-08,54.1536993591
2019-07-09,54.2962341004
2019-07-10,54.24872252
2019-07-11,52.1867199299
2019-07-12,53.0894399578
2019-07-15,50.723363253
2019-07-16,48.9654347776
2019-07-17,47.2835248308
2019-07-18,46.6373673372
2019-07-19,46.9509437679
2019-07-22,47.1504924057
2019-07-23,47.8441614798
2019-07-24,47.986696221
2019-07-25,46.0007121596
2019-07-26,45.8296704701
2019-07-29,45.6396241484
2019-07-30,48.5188259217
2019-07-31,48.1482355944
2019-08-01,44.8699365457
2019-08-02,44.3283045289
2019-08-05,42.6844038465
2019-08-06,41.7626791864
2019-08-07,41.373084227
2019-08-08,41.943223192
2019-08-09,40.8789637907
2019-08-12,38.9594959418
2019-08-13,40.2803178774
2019-08-14,36.6219261853
2019-08-15,36.7747563415
2019-08-16,39.2104869564
2019-08-19,40.0223971613
2019-08-20,38.6851332943
2019-08-21,38.8284115658
2019-08-22,38.4081286362
2019-08-23,36.4022328357
2019-08-26,36.4117847205
2019-08-27,35.9437423671
2019-08-28,39.7358406184
2019-08-29,40.4140244366
2019-08-30,40.8629630205
2019-09-03,39.3346614583
2019-09-04,40.2898499347
2019-09-05,41.2450384111
2019-09-06,40.3758168976
2019-09-09,42.8115475124
2019-09-10,43.0407927467
2019-09-11,43.9386699146
2019-09-12,42.3244013894
2019-09-13,45.8012874435
2019-09-16,51.3604843762
2019-09-17,48.5617821403
2019-09-18,48.4758151775
2019-09-19,48.5426783708
2019-09-20,48.4376076384
2019-09-23,48.5140227165
2019-09-24,46.0209807931
2019-09-25,44.7887876586
2019-09-26,44.6264056176
2019-09-27,45.7153204807
2019-09-30,45.7917355588
2019-10-01,43.2891417506
2019-10-02,43.6425614869
2019-10-03,44.6837169261
2019-10-04,44.5404386547
2019-10-07,43.2891417506
2019-10-08,41.9614297684
2019-10-09,41.369212913
2019-10-10,42.8497550515
2019-10-11,43.2891417506
2019-10-14,42.6587173562
2019-10-15,41.5411468388
2019-10-16,41.4360761064
2019-10-17,40.7769960577
2019-10-18,39.4779397297
2019-10-21,40.643269671
2019-10-22,41.4742836454
2019-10-23,42.5727503933
2019-10-24,42.7542362038
2019-10-25,43.9291180298
2019-10-28,42.5727503933
2019-10-29,42.219330657
2019-10-30,40.4522319757
2019-10-31,40.3280574737
2019-11-01,42.0091891922
2019-11-04,44.9607215843
2019-11-05,44.1010519555
2019-11-06,43.8718067212
2019-11-07,43.8718067212
2019-11-08,44.4544716918
2019-11-11,43.4992832154
2019-11-12,43.0025852077
2019-11-13,43.718976565
2019-11-14,43.3369011744
2019-11-15,44.9583172246
2019-11-18,44.6608977124
2019-11-19,43.35608953
2019-11-20,44.1140295771
2019-11-21,44.7376511349
2019-11-22,44.7952162018
2019-11-25,45.8121990498
2019-11-26,43.3273069966
2019-11-27,44.3155073112
2019-11-29,44.1044353993
2019-12-02,45.7258514495
2019-12-03,43.5671614419
2019-12-04,45.1118240695
2019-12-05,44.2867247778
2019-12-06,45.8985466501
2019-12-09,45.7354456273
2019-12-10,45.7258514495
2019-12-11,45.188577492
2019-12-12,47.0498479875
2019-12-13,46.1192127397
2019-12-16,46.8579644312
2019-12-17,48.2203376805
2019-12-18,48.6041047929
2019-12-19,48.9878719054
2019-12-20,49.1221903947
2019-12-23,50.3118684434
2019-12-24,50.4269985771
2019-12-26,50.1199848871
2019-12-27,49.8033770194
2019-12-30,49.7458119525
2019-12-31,50.3598393324
2020-01-02,50.1007965315
2020-01-03,51.2329095133
2020-01-06,52.2882690725
2020-01-07,52.8927022746
2020-01-08,51.6262708035
2020-01-09,52.2402981835
2020-01-10,51.8181543598
2020-01-13,50.484563644
2020-01-14,50.8491424008
2020-01-15,49.5443342184
2020-01-16,49.0454369722
2020-01-17,49.1989438172
2020-01-21,47.836570568
2020-01-22,46.5413565634
2020-01-23,46.1767778066
2020-01-24,45.2365483811
2020-01-27,43.4520313082
2020-01-28,44.2675364221
2020-01-29,43.5191905528
2020-01-30,43.9125518431
2020-01-31,42.1088464145
2020-02-03,39.6911136061
2020-02-04,40.2859526304
2020-02-05,42.3582950376
2020-02-06,41.9361512139
2020-02-07,41.3125296562
2020-02-10,39.1634338264
2020-02-11,39.4032882717
2020-02-12,39.2305930711
2020-02-13,38.626159869
2020-02-14,37.9415724125
2020-02-18,37.5366051847
2020-02-19,39.2046844801
2020-02-20,41.750192769
2020-02-21,40.969184544
2020-02-24,37.9801407199
2020-02-25,34.9621706652
2020-02-26,32.6577142976
2020-02-27,29.5529655513
2020-02-28,31.8670639958
2020-03-02,31.5488754596
2020-03-03,29.9772169328
2020-03-04,29.4854710133
2020-03-05,27.7981075642
2020-03-06,23.517025442
2020-03-09,14.5306098159
2020-03-10,17.0857601817
2020-03-11,15.9865634206
2020-03-12,14.6077464307
2020-03-13,17.4521591021
2020-03-16,14.5498939696
2020-03-17,12.7757518289
2020-03-18,12.9107409048
2020-03-19,15.7937218835
2020-03-20,14.2702737409
2020-03-23,13.0746562113
2020-03-24,15.5333858085
2020-03-25,16.1601208039
2020-03-26,16.3626044178
2020-03-27,15.369470502
2020-03-30,14.328126202
2020-03-31,16.2276153419
2020-04-01,14.463115278
2020-04-02,15.7840798067
2020-04-03,16.285467803
2020-04-06,16.1215524965
2020-04-07,16.0347738048
2020-04-08,17.3846645641
2020-04-09,17.3171700261
2020-04-13,18.3585143261
2020-04-14,19.0720280132
2020-04-15,19.1202383975
2020-04-16,17.8282000993
2020-04-17,19.7951837771
2020-04-20,19.1009542437
2020-04-21,18.7634815539
2020-04-22,19.5348477021
2020-04-23,21.9839352225
2020-04-24,22.0996401447
2020-04-27,21.8007357623
2020-04-28,22.3214079123
2020-04-29,25.011547354
2020-04-30,24.5101593577
2020-05-01,22.6492385253
2020-05-04,23.0734899068
2020-05-05,22.4274707577
2020-05-06,22.3696182966
2020-05-07,23.0349215994
2020-05-08,23.2084789827
2020-05-11,23.5748779031
2020-05-12,23.1024161373
2020-05-13,22.3310499892
2020-05-14,22.8227959086
2020-05-15,23.1731671891
2020-05-18,26.1610556087
2020-05-19,25.3337900853
2020-05-20,26.3167761778
2020-05-21,26.3751713912
2020-05-22,26.0929278597
2020-05-26,26.6768799938
2020-05-27,26.7644728139
2020-05-28,26.5795546381
2020-05-29,25.5771034746
2020-06-01,26.696345065
2020-06-02,27.1148440944
2020-06-03,28.1075627224
2020-06-04,28.2535507559
2020-06-05,31.3874272091
2020-06-08,32.6721219041
2020-06-09,30.9299980373
2020-06-10,29.3630598108
2020-06-11,27.7766565131
2020-06-12,29.5674430577
2020-06-15,29.2268043128
2020-06-16,29.7815588402
2020-06-17,28.0394349734
2020-06-18,28.2632832915
2020-06-19,28.3119459694
2020-06-22,29.041886137
2020-06-23,28.8569679612
2020-06-24,26.1026603953
2020-06-25,26.9104608475
2020-06-26,25.2656623364
2020-06-29,26.3362412489
2020-06-30,26.7547402784
2020-07-01,25.635498688
2020-07-02,26.0734627886
2020-07-06,26.8909957763
2020-07-07,25.4408479766
2020-07-08,25.8009517926
2020-07-09,23.9615025701
2020-07-10,24.7595704868
2020-07-13,23.8641772145
2020-07-14,24.6622451311
2020-07-15,25.5187082611
2020-07-16,25.3240575498
2020-07-17,24.8471633069
2020-07-20,23.9128398923
2020-07-21,26.5211594247
2020-07-22,25.7328240437
2020-07-23,25.7425565792
2020-07-24,25.4408479766
2020-07-27,24.6914427378
2020-07-28,24.2924087795
2020-07-29,24.4481293486
2020-07-30,24.0198977836
2020-07-31,23.805782001
2020-08-03,24.0198977836
2020-08-04,25.002883876
2020-08-05,26.1026603953
2020-08-06,27.3581574836
2020-08-07,27.5917383373
2020-08-10,28.7985727478
2020-08-11,27.7279938352
2020-08-12,28.4287363962
2020-08-13,28.1756904714
2020-08-14,28.7346930321
2020-08-17,28.0481986593
2020-08-18,27.685337348
2020-08-19,27.6951444104
2020-08-20,26.7144381636
2020-08-21,26.1652426654
2020-08-24,27.2538265994
2020-08-25,27.6068808482
2020-08-26,27.3224760367
2020-08-27,27.7343726603
2020-08-28,28.1658834089
2020-08-31,27.2440195369
2020-09-01,28.3424105334
2020-09-02,26.6065604765
2020-09-03,26.6850169762
2020-09-04,26.3908051022
2020-09-08,24.8412892322
2020-09-09,25.4591341677
2020-09-10,23.5467569864
2020-09-11,23.7919335481
2020-09-14,24.5078491083
2020-09-15,24.1449877969
2020-09-16,25.8808378538
2020-09-17,25.7631531042
2020-09-18,25.5572047924
2020-09-21,24.4686208584
2020-09-22,24.2136372342
2020-09-23,22.8994908635
2020-09-24,23.0760179879
2020-09-25,23.1544744876
2020-09-28,24.5274632332
2020-09-29,24.2234442967
2020-09-30,23.8605829853
2020-10-01,22.9289120509
2020-10-02,23.6154064236
2020-10-05,24.6353409203
2020-10-06,23.1250533002
2020-10-07,23.7428982357
2020-10-08,25.2727999808
2020-10-09,24.4293926085
2020-10-12,24.292093734
2020-10-13,23.9292324226
2020-10-14,25.1060799188
2020-10-15,26.449647477
2020-10-16,25.0570446065
2020-10-19,24.419585546
2020-10-20,26.2927344775
2020-10-21,26.5771392891
2020-10-22,26.8811582256
2020-10-23,27.4990031611
2020-10-26,25.5473977299
2020-10-27,25.3806776679
2020-10-28,23.3015804247
2020-10-29,24.2038301717
2020-10-30,24.8805174821
2020-11-02,25.6356612921
2020-11-03,25.6258542296
2020-11-04,25.2826070433
2020-11-05,26.430033352
2020-11-06,26.4104192271
2020-11-09,30.6470702134
2020-11-10,31.7748823973
2020-11-11,31.6768117726
2020-11-12,30.2744018396
2020-11-13,31.7066329217
2020-11-16,33.5833495121
2020-11-17,34.343913604
2020-11-18,33.6327367908
2020-11-19,34.2648939581
2020-11-20,34.0969772105
2020-11-23,37.1293561224
2020-11-24,38.314650811
2020-11-25,37.5244543519
2020-11-27,37.1491110339
2020-11-30,35.5094533812
2020-12-01,35.7168799517
2020-12-02,36.3194047518
2020-12-03,36.7145029813
2020-12-04,37.939307493
2020-12-07,37.1392335781
2020-12-08,37.4256797945
2020-12-09,38.1467340635
2020-12-10,38.8776657882
2020-12-11,39.0554599915
2020-12-14,38.0084496831
2020-12-15,38.7393814078
2020-12-16,39.7271269817
2020-12-17,39.3912934866
2020-12-18,38.5220773816
2020-12-21,37.9491849487
2020-12-22,36.7540128043
2020-12-23,37.7812682011
2020-12-24,37.484944529
2020-12-28,36.6058509682
2020-12-29,36.6749931584
2020-12-30,37.7713907454
2020-12-31,37.0503364765
2021-01-04,38.2751409881
2021-01-05,41.0210736835
2021-01-06,42.9175451854
2021-01-07,43.2435012247
2021-01-08,43.3323983264
2021-01-11,44.4584282806
2021-01-12,47.6784788515
2021-01-13,46.9080373039
2021-01-14,48.9230382746
2021-01-15,46.9673020383
2021-01-19,48.5970822352
2021-01-20,48.0933319925
2021-01-21,43.9546780379
2021-01-22,43.7867612904
2021-01-25,44.7251195856
2021-01-26,42.9570550083
2021-01-27,41.8013926869
2021-01-28,43.3323983264
2021-01-29,41.6631083065
2021-02-01,42.8879128181
2021-02-02,44.0929624183
2021-02-03,46.2561252251
2021-02-04,46.3055125038
2021-02-05,47.3624002678
2021-02-08,49.3774012386
2021-02-09,49.0514451992
2021-02-10,49.8416416583
2021-02-11,49.4959307074
2021-02-12,51.4319120323
2021-02-16,53.197559157
2021-02-17,52.9098975468
2021-02-18,49.100861053
2021-02-19,49.8944103225
2021-02-22,51.5906218862
2021-02-23,56.5602241867
2021-02-24,60.3196638511
2021-02-25,57.9191773108
2021-02-26,57.522402676
2021-03-01,58.5242586288
2021-03-02,59.1987755079
2021-03-03,61.5099877554
2021-03-04,63.1764412215
2021-03-05,66.6482192757
2021-03-08,67.5905590333
2021-03-09,63.9303130276
2021-03-10,63.9997485886
2021-03-11,65.6761214205
2021-03-12,64.6147492725
2021-03-15,65.2297499564
2021-03-16,62.9185377089
2021-03-17,62.8391827819
2021-03-18,59.2384529714
2021-03-19,61.1528905842
2021-03-22,59.5558726792
2021-03-23,56.9074019921
2021-03-24,57.4628864808
2021-03-25,58.1969195551
2021-03-26,60.3395025829
2021-03-29,59.952647314
2021-03-30,59.3872434594
2021-03-31,58.9111138977
2021-04-01,63.9005549299
2021-04-05,61.3810359991
2021-04-06,62.6011180011
2021-04-07,62.6308760987
2021-04-08,62.0456335124
2021-04-09,61.2024874135
2021-04-12,61.4207134626
2021-04-13,61.3611972674
2021-04-14,64.3766844917
2021-04-15,63.6426514173
2021-04-16,62.0654722441
2021-04-19,61.6587782435
2021-04-20,59.496356484
2021-04-21,60.3890994122
2021-04-22,60.2799863877
2021-04-23,62.1150690735
2021-04-26,62.1745852687
2021-04-27,63.1169250263
2021-04-28,66.7176548368
2021-04-29,66.628380544
2021-04-30,65.6662020547
2021-05-03,66.6779773733
2021-05-04,66.6184611781
2021-05-05,69.8025776222
2021-05-06,68.4634632298
2021-05-07,70.0902392324
2021-05-10,69.6835452317
2021-05-11,68.9395927915
2021-05-12,70.2588684522
2021-05-13,67.6302364968
2021-05-14,71.1954882514
2021-05-17,73.9441180958
2021-05-18,72.2212450412
2021-05-19,70.707506866
2021-05-20,71.2552410742
2021-05-21,70.8967241379
2021-05-24,65.867528227
2021-05-25,65.3496704303
2021-05-26,67.022749466
2021-05-27,66.8634086054
2021-05-28,67.4708956363
2021-06-01,67.8891653952
2021-06-02,70.6676716509
2021-06-03,71.3747467196
2021-06-04,70.9664357644
2021-06-07,70.1796902655
2021-06-08,70.5581248093
2021-06-09,71.3050350931
2021-06-10,71.6834696369
2021-06-11,71.2552410742
2021-06-14,69.5224092157
2021-06-15,70.3290723222
2021-06-16,69.4726151968
2021-06-17,65.409423253
2021-06-18,64.4035840708
2021-06-21,67.8294125725
2021-06-22,68.1580530973
2021-06-23,69.5722032347
2021-06-24,70.249401892
2021-06-25,72.7490616417
2021-06-28,70.3091547147
2021-06-29,69.6419148612
2021-06-30,72.1515334147
2021-07-01,73.5756423558
2021-07-02,73.4063426915
2021-07-06,70.4884131828
2021-07-07,70.249401892
2021-07-08,71.7033872444
2021-07-09,73.8345712542
2021-07-12,73.9739945072
2021-07-13,73.2569606347
2021-07-14,68.7157461092
2021-07-15,67.5505660665
2021-07-16,65.8077754043
2021-07-19,63.0890219713
2021-07-20,62.5313289594
2021-07-21,65.7579813854
2021-07-22,64.254202014
2021-07-23,64.2840784254
2021-07-26,65.8974046384
2021-07-27,64.254202014
2021-07-28,64.0550259384
2021-07-29,64.2044079951
2021-07-30,64.9314006713
2021-08-02,64.7322245957
2021-08-03,65.3994644492
2021-08-04,63.2483628319
2021-08-05,64.6425953616
2021-08-06,65.5986405249
2021-08-09,63.885726274
2021-08-10,65.5289288984
2021-08-11,65.4890936832
2021-08-12,65.27
2021-08-13,63.99
2021-08-16,62.27
2021-08-17,62.37
2021-08-18,60.4
2021-08-19,58.54
2021-08-20,57.83
2021-08-23,59.1
2021-08-24,59.26
2021-08-25,60.58
2021-08-26,59.86
2021-08-27,63.75
2021-08-30,64.25
2021-08-31,64.22
2021-09-01,65.57
2021-09-02,69.38
2021-09-03,71.55
2021-09-07,71.08
2021-09-08,73.77
2021-09-09,74.1
2021-09-10,73.24
2021-09-13,75.9
2021-09-14,74.58
2021-09-15,80.12
2021-09-16,77.61
2021-09-17,77.76
2021-09-20,77.41
2021-09-21,75.9
2021-09-22,77.48
2021-09-23,79.28
2021-09-24,81.39
2021-09-27,88.25
2021-09-28,87.26
2021-09-29,90.0
2021-09-30,87.2
2021-10-01,87.2
2021-10-04,87.2
