date,FLIR
2019-06-17,49.6548902253
2019-06-18,50.7449230958
2019-06-19,51.5819126213
2019-06-20,52.5162265103
2019-06-21,52.2047885473
2019-06-24,52.1853236746
2019-06-25,51.9614776387
2019-06-26,51.4651233852
2019-06-27,51.9712100751
2019-06-28,52.6524806191
2019-07-01,52.6816779281
2019-07-02,52.817932037
2019-07-03,53.2753565451
2019-07-05,53.0515105092
2019-07-08,52.4286345832
2019-07-09,52.7011428008
2019-07-10,52.3799724015
2019-07-11,52.2631831654
2019-07-12,53.4408079629
2019-07-15,52.7303401099
2019-07-16,52.5746211284
2019-07-17,52.2437182927
2019-07-18,52.3410426561
2019-07-19,52.6038184374
2019-07-22,52.5551562557
2019-07-23,53.2364267997
2019-07-24,50.6475987323
2019-07-25,48.8568304451
2019-07-26,50.044187679
2019-07-29,49.0612116083
2019-07-30,49.1682684081
2019-07-31,48.3312788825
2019-08-01,47.7084029565
2019-08-02,47.5040217933
2019-08-05,45.1487721982
2019-08-06,45.4894074702
2019-08-07,46.0928185235
2019-08-08,47.4066974299
2019-08-09,47.2801757574
2019-08-12,46.0052265964
2019-08-13,46.0830860872
2019-08-14,44.6718828173
2019-08-15,44.9249261623
2019-08-16,45.7229859424
2019-08-19,46.3945240501
2019-08-20,46.1706780142
2019-08-21,46.6086376497
2019-08-22,46.7351593222
2019-08-23,45.8756621392
2019-08-26,46.090536435
2019-08-27,46.4519159323
2019-08-28,46.8816645238
2019-08-29,48.1513762713
2019-08-30,48.122075231
2019-09-03,47.4188502631
2019-09-04,48.0146380831
2019-09-05,49.2745828172
2019-09-06,49.8313025834
2019-09-09,50.2708181883
2019-09-10,50.7103337933
2019-09-11,51.4037917477
2019-09-12,51.2279855057
2019-09-13,51.5112288955
2019-09-16,51.5112288955
2019-09-17,51.4037917477
2019-09-18,51.9995795677
2019-09-19,51.8433073526
2019-09-20,51.9312104736
2019-09-23,52.2144538634
2019-09-24,52.1949198365
2019-09-25,53.2692913152
2019-09-26,52.2925899709
2019-09-27,51.5600639628
2019-09-30,51.3647236939
2019-10-01,50.3001192287
2019-10-02,49.5773602339
2019-10-03,49.6750303684
2019-10-04,50.9642761428
2019-10-07,51.1107813444
2019-10-08,50.2708181883
2019-10-09,50.6712657395
2019-10-10,50.8861400352
2019-10-11,51.7456372182
2019-10-14,51.7847052719
2019-10-15,52.2828229575
2019-10-16,52.4586291995
2019-10-17,51.8921424198
2019-10-18,51.6577340972
2019-10-21,52.1851528231
2019-10-22,51.9800455408
2019-10-23,52.0581816483
2019-10-24,52.360959065
2019-10-25,52.9079118178
2019-10-28,53.4939326244
2019-10-29,53.7576419873
2019-10-30,53.728340947
2019-10-31,50.3587213093
2019-11-01,52.0581816483
2019-11-04,52.1265507424
2019-11-05,52.3316580247
2019-11-06,52.1460847693
2019-11-07,51.7358702047
2019-11-08,51.9995795677
2019-11-11,52.273055944
2019-11-12,52.1851528231
2019-11-13,51.4233257746
2019-11-14,51.9605115139
2019-11-15,52.5856003742
2019-11-18,52.5465323204
2019-11-19,52.2535219172
2019-11-20,52.0191135945
2019-11-21,51.8628413795
2019-11-22,51.9800455408
2019-11-25,52.2632889306
2019-11-26,52.6160220393
2019-11-27,52.8805718707
2019-11-29,52.4788480526
2019-12-02,51.5480245714
2019-12-03,51.0483193342
2019-12-04,51.4402450104
2019-12-05,51.6949967
2019-12-06,52.429857343
2019-12-09,52.1065186601
2019-12-10,51.273676598
2019-12-11,51.4402450104
2019-12-12,52.1065186601
2019-12-13,52.0967205182
2019-12-16,51.6166115648
2019-12-17,51.5382264295
2019-12-18,51.175695179
2019-12-19,51.3716580171
2019-12-20,51.3716580171
2019-12-23,51.587217139
2019-12-24,51.3618598752
2019-12-26,51.0973100437
2019-12-27,51.0973100437
2019-12-30,50.9013472056
2019-12-31,51.0189249085
2020-01-02,51.6851985581
2020-01-03,51.6362078486
2020-01-06,51.6068134229
2020-01-07,51.6362078486
2020-01-08,52.5474350459
2020-01-09,53.4586622432
2020-01-10,52.8707737288
2020-01-13,53.4390659594
2020-01-14,53.1549198441
2020-01-15,52.851177445
2020-01-16,53.3312863984
2020-01-17,53.5566436623
2020-01-21,53.7330102166
2020-01-22,53.1941124117
2020-01-23,53.7722027842
2020-01-24,53.1941124117
2020-01-27,51.7047948419
2020-01-28,52.5474350459
2020-01-29,51.7047948419
2020-01-30,51.4206487266
2020-01-31,50.4996233874
2020-02-03,50.6857880836
2020-02-04,52.4984443364
2020-02-05,53.1549198441
2020-02-06,52.8707737288
2020-02-07,51.9791428153
2020-02-10,52.8413793031
2020-02-11,55.2811166379
2020-02-12,57.1721580259
2020-02-13,57.6032762698
2020-02-14,56.3491141057
2020-02-18,55.4378869084
2020-02-19,56.633260221
2020-02-20,57.0153877554
2020-02-21,57.1721580259
2020-02-24,55.6436478884
2020-02-25,52.9981495736
2020-02-26,52.9981495736
2020-02-27,43.5331444917
2020-02-28,41.612708678
2020-03-02,42.768889423
2020-03-03,40.3977390815
2020-03-04,39.9862171214
2020-03-05,39.3395397556
2020-03-06,38.8573893184
2020-03-09,35.5020158675
2020-03-10,36.8500691307
2020-03-11,34.5869140172
2020-03-12,30.5427542275
2020-03-13,31.566093931
2020-03-16,31.5070551019
2020-03-17,34.2622004575
2020-03-18,33.1306229007
2020-03-19,30.8969872017
2020-03-20,25.1111819551
2020-03-23,28.5059146253
2020-03-24,28.899506819
2020-03-25,30.9658658356
2020-03-26,33.2290209491
2020-03-27,31.999045344
2020-03-30,31.62513276
2020-03-31,31.379137639
2020-04-01,30.1885212532
2020-04-02,32.0679239779
2020-04-03,30.5919532517
2020-04-06,34.5278751882
2020-04-07,33.2487005588
2020-04-08,34.291719872
2020-04-09,33.9473267026
2020-04-13,34.1539626042
2020-04-14,34.3212392865
2020-04-15,33.2585403637
2020-04-16,33.1503025104
2020-04-17,33.6029335331
2020-04-20,38.3457194666
2020-04-21,39.99880668
2020-04-22,39.2017824878
2020-04-23,38.1095641504
2020-04-24,39.0246660007
2020-04-27,40.5891949705
2020-04-28,42.3308404274
2020-04-29,44.8104712474
2020-04-30,42.7047530113
2020-05-01,42.1537239402
2020-05-04,41.0910250174
2020-05-05,40.7564716528
2020-05-06,44.6825537844
2020-05-07,47.1326651899
2020-05-08,47.3196214819
2020-05-11,47.9198495772
2020-05-12,45.4598983669
2020-05-13,44.525116907
2020-05-14,43.8068111536
2020-05-15,43.531296618
2020-05-18,45.2926216846
2020-05-19,44.1315247133
2020-05-20,45.017107149
2020-05-21,44.6038353457
2020-05-22,44.5050668883
2020-05-26,44.7322343403
2020-05-27,43.507505469
2020-05-28,44.2877762821
2020-05-29,45.6310273023
2020-06-01,45.305091393
2020-06-02,45.8186873713
2020-06-03,46.727357179
2020-06-04,46.3520370411
2020-06-05,45.8581947542
2020-06-08,46.016224286
2020-06-09,45.0186628666
2020-06-10,43.9223329899
2020-06-11,41.0086634977
2020-06-12,40.7518655085
2020-06-15,41.2852151783
2020-06-16,42.5988356612
2020-06-17,41.0778014178
2020-06-18,39.7345503977
2020-06-19,39.4678755628
2020-06-22,39.2604618023
2020-06-23,38.9048953558
2020-06-24,38.4604372977
2020-06-25,39.309846031
2020-06-26,38.5888362922
2020-06-29,39.5567671744
2020-06-30,40.0703631527
2020-07-01,40.356791679
2020-07-02,41.6407816248
2020-07-06,41.2457077953
2020-07-07,39.833318855
2020-07-08,39.2900923395
2020-07-09,39.4481218713
2020-07-10,39.8036883178
2020-07-13,39.0530480418
2020-07-14,39.5567671744
2020-07-15,41.8383185395
2020-07-16,42.2037618318
2020-07-17,40.9000181945
2020-07-20,40.9987866519
2020-07-21,40.732111817
2020-07-22,41.0284171891
2020-07-23,41.3741067899
2020-07-24,40.4654369821
2020-07-27,41.0778014178
2020-07-28,40.8111265829
2020-07-29,41.3642299442
2020-07-30,40.6530970511
2020-07-31,41.146939338
2020-08-03,41.5222594759
2020-08-04,41.9864712256
2020-08-05,42.3025302891
2020-08-06,36.9986641287
2020-08-07,37.0134793973
2020-08-10,37.5616443356
2020-08-11,37.8678265535
2020-08-12,36.0998711666
2020-08-13,37.0678020488
2020-08-14,37.3344768837
2020-08-17,37.6702896387
2020-08-18,37.1418783918
2020-08-19,36.7714966767
2020-08-20,35.8727037147
2020-08-21,35.0788402853
2020-08-24,35.5253884644
2020-08-25,35.1681499211
2020-08-26,35.7635474932
2020-08-27,35.7933173718
2020-08-28,36.150555915
2020-08-31,36.6169506797
2020-09-01,36.0810928649
2020-09-02,36.8551097086
2020-09-03,35.7139310288
2020-09-04,34.8902977209
2020-09-08,34.503289299
2020-09-09,33.6002696481
2020-09-10,33.2926475693
2020-09-11,33.9575081913
2020-09-14,34.8109113779
2020-09-15,35.0689169925
2020-09-16,35.7437009074
2020-09-17,35.8032406646
2020-09-18,35.7238543217
2020-09-21,35.3368458999
2020-09-22,34.7017551564
2020-09-23,34.2552069774
2020-09-24,34.3742864918
2020-09-25,34.9696840638
2020-09-28,35.704007736
2020-09-29,35.3070760213
2020-09-30,35.5750049287
2020-10-01,35.1681499211
2020-10-02,35.2177663855
2020-10-05,36.1803257936
2020-10-06,36.3787916509
2020-10-07,36.448254701
2020-10-08,37.1329619088
2020-10-09,37.2421181304
2020-10-12,37.6985896023
2020-10-13,36.0215531077
2020-10-14,36.6864137298
2020-10-15,37.2024249589
2020-10-16,36.89480288
2020-10-19,36.7261069013
2020-10-20,35.9719366434
2020-10-21,35.3963856571
2020-10-22,36.5574109225
2020-10-23,35.8826270076
2020-10-26,34.8605278423
2020-10-27,34.7414483279
2020-10-28,33.759042334
2020-10-29,34.1162808772
2020-10-30,34.4239029561
2020-11-02,35.1979197997
2020-11-03,36.0612462792
2020-11-04,35.326922607
2020-11-05,35.3765390714
2020-11-06,34.4834427133
2020-11-09,36.5673342154
2020-11-10,35.7833940789
2020-11-11,36.1108627435
2020-11-12,35.2276896783
2020-11-13,37.0337289802
2020-11-16,37.9367486311
2020-11-17,36.9444193444
2020-11-18,38.016134974
2020-11-19,37.4703538663
2020-11-20,37.9089533795
2020-11-23,38.8260250889
2020-11-24,40.8994046059
2020-11-25,39.8427785059
2020-11-27,39.0054521625
2020-11-30,38.1182849654
2020-12-01,40.2415053361
2020-12-02,39.8926193597
2020-12-03,40.3910278974
2020-12-04,41.0788316795
2020-12-07,40.7698183861
2020-12-08,41.1685452163
2020-12-09,41.5473357049
2020-12-10,41.8364126568
2020-12-11,41.7167946078
2020-12-14,41.9859352181
2020-12-15,42.7036435125
2020-12-16,41.6470174125
2020-12-17,41.6171129002
2020-12-18,41.8862535106
2020-12-21,41.4576221681
2020-12-22,41.3679086313
2020-12-23,44.0991874181
2020-12-24,44.3982325407
2020-12-28,44.4879460775
2020-12-29,42.9030069275
2020-12-30,43.6705560756
2020-12-31,43.6904924172
2021-01-04,52.0737240217
2021-01-05,52.9708593896
2021-01-06,52.2830556076
2021-01-07,51.7049017038
2021-01-08,52.4624826811
2021-01-11,52.9708593896
2021-01-12,53.5390451226
2021-01-13,53.8580265868
2021-01-14,53.9178356113
2021-01-15,53.5191087811
2021-01-19,53.9577082943
2021-01-20,53.9477401236
2021-01-21,54.0075491481
2021-01-22,54.1869762217
2021-01-25,54.3564351245
2021-01-26,54.0274854896
2021-01-27,54.2069125632
2021-01-28,52.71168695
2021-01-29,51.8843287774
2021-02-01,53.2100954877
2021-02-02,54.0474218311
2021-02-03,53.9477401236
2021-02-04,54.336498783
2021-02-05,54.1072308556
2021-02-08,54.4062759783
2021-02-09,54.5857030519
2021-02-10,54.4561168321
2021-02-11,54.4561168321
2021-02-12,54.5159258566
2021-02-16,54.6754165887
2021-02-17,55.2934431754
2021-02-18,55.7619472009
2021-02-19,55.5526156151
2021-02-22,54.864811833
2021-02-23,53.7782812207
2021-02-24,54.5358621981
2021-02-25,53.4493315858
2021-02-26,53.2300318292
2021-03-01,53.8281220745
2021-03-02,53.7085040255
2021-03-03,53.3596180491
2021-03-04,53.24
2021-03-05,54.57
2021-03-08,54.65
2021-03-09,54.23
2021-03-10,54.59
2021-03-11,54.59
2021-03-12,55.16
2021-03-15,55.77
2021-03-16,55.16
2021-03-17,55.21
2021-03-18,54.97
2021-03-19,54.26
2021-03-22,55.08
2021-03-23,54.79
2021-03-24,54.76
2021-03-25,55.47
2021-03-26,55.63
2021-03-29,56.12
2021-03-30,56.04
2021-03-31,56.47
2021-04-01,56.87
2021-04-05,57.68
2021-04-06,57.71
2021-04-07,57.35
2021-04-08,57.71
2021-04-09,57.73
2021-04-12,58.33
2021-04-13,58.19
2021-04-14,57.99
2021-04-15,58.42
2021-04-16,58.53
2021-04-19,58.56
2021-04-20,58.23
2021-04-21,58.98
2021-04-22,59.16
2021-04-23,59.55
2021-04-26,59.42
2021-04-27,59.69
2021-04-28,60.37
2021-04-29,60.3
2021-04-30,59.97
2021-05-03,59.61
2021-05-04,59.0
2021-05-05,58.69
2021-05-06,59.05
2021-05-07,59.25
2021-05-10,58.95
2021-05-11,58.37
2021-05-12,57.52
2021-05-13,57.34
2021-05-14,57.34
