ticker,fator,desvio
A,1.0027344707869532,0.0027344707869532137
AAL,0.999999982174312,-1.782568803676554e-08
AAPL,0.24999999928909855,-0.7500000007109014
ABBV,1.0105038195872234,0.01050381958722335
ABT,1.006310848412369,0.006310848412369063
ACN,1.0000000057656486,5.765648625200015e-09
ADBE,0.9999999871882543,-1.2811745664365048e-08
ADI,0.9999999865085862,-1.3491413763944138e-08
ADM,1.0000000289619098,2.896190975931745e-08
ADP,0.9999999682034959,-3.17965040963486e-08
ADSK,1.0,0.0
AEE,1.0,0.0
AEP,1.0000000259062634,2.5906263356745285e-08
AES,1.0,0.0
AET,1.0023796537559633,0.0023796537559632736
AFL,0.5000000037819206,-0.49999999621807945
AIG,0.9999999731488275,-2.685117250766922e-08
AIV,0.1333143949744959,-0.8666856050255041
AIZ,1.000000033754234,3.375423407447897e-08
AKAM,1.0000000288445918,2.8844591826171495e-08
ALL,1.0000000218642098,2.1864209776012444e-08
ALLE,1.000000009163062,9.1630620868699e-09
AMAT,0.9999999517126928,-4.82873071527834e-08
AME,1.000000005632628,5.632627919638367e-09
AMG,1.0000000341742197,3.417421967633061e-08
AMGN,0.9999999588837823,-4.1116217652792386e-08
AMP,1.0000000085332028,8.533202811022988e-09
AMT,0.999999984445679,-1.5554321053379283e-08
AMZN,0.049999998317053464,-0.9500000016829465
AN,0.9999999797494504,-2.0250549570555165e-08
AON,1.0035037979038137,0.0035037979038137212
APA,1.007303599931011,0.007303599931010929
APD,0.9250693939176682,-0.07493060608233182
APH,0.25000000144141216,-0.7499999985585879
AVB,1.0000000395220092,3.9522009220860355e-08
AVGO,0.10000000315799054,-0.8999999968420095
AVY,1.0000000024090288,2.409028754257747e-09
AXP,1.00437630413746,0.004376304137460041
AZO,0.9999999772187055,-2.2781294517493222e-08
BA,1.0000000250127,2.5012699911286518e-08
BAC,0.9999999552528179,-4.474718207081452e-08
BAX,0.9999999799490289,-2.005097110568954e-08
BBBY,0.2491256872387831,-0.750874312761217
BBT,0.7833376897702455,-0.21666231022975446
BBY,0.9999999699432914,-3.005670856648379e-08
BDX,0.7669887801651818,-0.2330112198348182
BEN,0.9999999670347522,-3.2965247753757865e-08
BIIB,0.9999999881231454,-1.187685461090382e-08
BK,0.9999999704287034,-2.9571296633612576e-08
BLK,0.9999999643121437,-3.568785633678573e-08
BMY,0.9999999517126928,-4.82873071527834e-08
BSX,1.0000000327969674,3.2796967364134844e-08
BWA,0.8802816950341174,-0.11971830496588265
BXP,1.0000000474612414,4.7461241381441255e-08
C,1.00123477782467,0.0012347778246699637
CAG,0.7831677037433945,-0.2168322962566055
CAH,1.000000010111855,1.0111854908956275e-08
CAT,1.01252056204406,0.012520562044060046
CB,0.999999974181406,-2.5818594040494247e-08
CCI,0.9999999614234246,-3.857657537853498e-08
CCL,1.0000000166338543,1.663385429395703e-08
CF,0.9999999962928113,-3.707188667156913e-09
CHRW,1.0000000097875492,9.787549215545255e-09
CI,1.0000000415629255,4.156292554569063e-08
CINF,0.9999999746109999,-2.5389000124498295e-08
CL,1.0061219351763786,0.006121935176378601
CLX,1.0060717210516368,0.00607172105163678
CMCSA,0.4706885138719241,-0.5293114861280759
CME,0.9999999633202187,-3.667978132337879e-08
CMG,0.02000000058737182,-0.9799999994126282
CMI,1.0000000034220204,3.4220204447876768e-09
CMS,1.0000000083199505,8.319950506319174e-09
CNP,0.9999999583093194,-4.1690680574468786e-08
COF,0.9999999874945044,-1.250549563902581e-08
COL,0.0032164684455980377,-0.9967835315544019
COP,0.9999999672558174,-3.274418258758516e-08
COST,1.0000000412627814,4.1262781413919924e-08
CPB,1.0060635910188385,0.006063591018838466
CRM,0.9999999922876982,-7.712301797191401e-09
CSCO,1.0077936781959105,0.007793678195910481
CTAS,0.24999999421012992,-0.7500000057898701
CTSH,1.0,0.0
CVS,1.004491399805384,0.004491399805383933
CVX,0.9999999593505452,-4.0649454802199614e-08
D,1.0000000044434445,4.443444501234239e-09
DAL,0.999999964216246,-3.578375395996147e-08
DD,0.4569146708572458,-0.5430853291427542
DE,1.0,0.0
DG,0.999999978836631,-2.1163368946197636e-08
DGX,1.0056069226768927,0.005606922676892667
DHI,0.9999999576667382,-4.2333261784932574e-08
DHR,0.6721188872653531,-0.32788111273464693
DIS,0.999999965562259,-3.443774099221031e-08
DLTR,1.0000000353849785,3.5384978502861486e-08
DOV,0.8077544151731657,-0.1922455848268343
DRI,1.0078872137621886,0.007887213762188594
DTE,0.8510638254075358,-0.14893617459246422
DUK,1.000000033819175,3.3819175015992187e-08
DVA,0.9999999520575037,-4.794249630624137e-08
DVN,1.0,0.0
EA,1.0000000219078091,2.1907809122367894e-08
EBAY,1.0,0.0
ECL,1.0000000026438167,2.643816721104031e-09
ED,1.0,0.0
EFX,0.9999999702320335,-2.9767966536198287e-08
EIX,0.9999999873476044,-1.2652395575685205e-08
EL,0.9999999862888562,-1.371114377590743e-08
EMN,1.0000000450111772,4.501117722988113e-08
EMR,0.9999999748464223,-2.515357766519344e-08
EOG,1.0026696289561723,0.0026696289561722875
EQIX,1.0000000080656983,8.065698331449767e-09
EQR,0.9999999925466899,-7.453310080229869e-09
EQT,0.5443657958723186,-0.4556342041276814
ES,0.9999999705712843,-2.9428715686563578e-08
ESRX,1.000000031257335,3.125733494258043e-08
ESS,1.0000000175626298,1.7562629794909412e-08
ETN,1.000000002901462,2.9014619595812974e-09
ETR,0.5,-0.5
EW,0.3333333375071384,-0.6666666624928617
EXC,0.7132667632428434,-0.28673323675715656
EXPD,1.0000000401723275,4.0172327464560453e-08
EXPE,0.9999999734146385,-2.6585361467823532e-08
F,1.0337255758656774,0.03372557586567737
FAST,0.25198809155304563,-0.7480119084469543
FCX,0.9999999971826461,-2.8173539057263497e-09
FDX,0.9999999509034806,-4.9096519405544825e-08
FE,1.000000028353278,2.8353277947701372e-08
FFIV,0.9999999751029344,-2.4897065631357407e-08
FIS,1.0000000275203607,2.752036065700736e-08
FISV,0.49999999507569204,-0.500000004924308
FITB,1.0,0.0
FLR,1.00000000958266,9.582659998841336e-09
FLS,1.000000032267176,3.2267176042211076e-08
FMC,0.8673027078941387,-0.13269729210586134
FSLR,0.9999999681112037,-3.1888796270251873e-08
FTI,0.7440476097033675,-0.2559523902966325
GD,1.0052354717398309,0.005235471739830855
GE,4.792437223228664,3.7924372232286636
GILD,1.0000000358468029,3.584680285939612e-08
GIS,1.0078167992401965,0.007816799240196515
GLW,0.9999999876213178,-1.237868219039484e-08
GM,1.0000000533368683,5.333686825537143e-08
GOOG,0.04999999901045467,-0.9500000009895453
GOOGL,0.049999999227696365,-0.9500000007723036
GPC,1.0000000316171525,3.161715245170171e-08
GRMN,1.0000000368075854,3.680758542401463e-08
GS,0.9999999698194382,-3.01805618274642e-08
GT,1.002609655672104,0.0026096556721040276
GWW,0.9999999850915593,-1.490844070417552e-08
HAL,1.0000000312954946,3.1295494640204424e-08
HAR,47.45816042293184,46.45816042293184
