Date,VTR
2015-01-02,51.36674118041992
2015-01-05,51.62599563598633
2015-01-06,52.775115966796875
2015-01-07,53.559852600097656
2015-01-08,53.30060577392578
2015-01-09,53.29358673095703
2015-01-12,53.910213470458984
2015-01-13,54.113407135009766
2015-01-14,54.38666915893555
2015-01-15,54.44971466064453
2015-01-16,54.65289306640625
2015-01-20,55.37025833129883
2015-01-21,55.0400276184082
2015-01-22,56.248477935791016
2015-01-23,56.508426666259766
2015-01-26,56.66300582885742
2015-01-27,56.74030303955078
2015-01-28,56.73324966430664
2015-01-29,56.8737907409668
2015-01-30,56.07282638549805
2015-02-02,56.058773040771484
2015-02-03,56.016632080078125
2015-02-04,55.20163345336914
2015-02-05,55.76368713378906
2015-02-06,53.40302658081055
2015-02-09,53.220375061035156
2015-02-10,53.86673355102539
2015-02-11,53.740257263183594
2015-02-12,54.112632751464844
2015-02-13,53.824581146240234
2015-02-17,53.740257263183594
2015-02-18,54.69575500488281
2015-02-19,53.634883880615234
2015-02-20,54.40070343017578
2015-02-23,54.50608444213867
2015-02-24,52.3702392578125
2015-02-25,52.29294967651367
2015-02-26,51.836280822753906
2015-02-27,52.32107162475586
2015-03-02,52.46861267089844
2015-03-03,52.36320495605469
2015-03-04,51.711082458496094
2015-03-05,51.61902618408203
2015-03-06,49.50184631347656
2015-03-09,49.56557846069336
2015-03-10,49.21155548095703
2015-03-11,48.94248962402344
2015-03-12,49.82758331298828
2015-03-13,49.643489837646484
2015-03-16,50.06126403808594
2015-03-17,49.77095413208008
2015-03-18,50.627716064453125
2015-03-19,50.882625579833984
2015-03-20,52.20674133300781
2015-03-23,52.44041061401367
2015-03-24,51.958919525146484
2015-03-25,50.981754302978516
2015-03-26,50.74100875854492
2015-03-27,51.20833969116211
2015-03-30,52.15007400512695
2015-03-31,51.70399475097656
2015-04-01,51.711082458496094
2015-04-02,51.8526725769043
2015-04-06,54.45132827758789
2015-04-07,53.08475875854492
2015-04-08,53.17681121826172
2015-04-09,52.48288345336914
2015-04-10,52.43331527709961
2015-04-13,51.923500061035156
2015-04-14,52.29170227050781
2015-04-15,51.81020736694336
2015-04-16,51.895172119140625
2015-04-17,51.6260986328125
2015-04-20,51.796051025390625
2015-04-21,51.5411376953125
2015-04-22,51.484474182128906
2015-04-23,51.732322692871094
2015-04-24,51.5623779296875
2015-04-27,51.20833969116211
2015-04-28,51.420745849609375
2015-04-29,50.181602478027344
2015-04-30,48.78673553466797
2015-05-01,49.09824752807617
2015-05-04,48.70174026489258
2015-05-05,47.965328216552734
2015-05-06,47.512149810791016
2015-05-07,48.475154876708984
2015-05-08,48.94248962402344
2015-05-11,48.07862854003906
2015-05-12,48.19900131225586
2015-05-13,47.50507736206055
2015-05-14,48.29106521606445
2015-05-15,49.140743255615234
2015-05-18,48.99205017089844
2015-05-19,49.0062141418457
2015-05-20,48.77961349487305
2015-05-21,48.37601852416992
2015-05-22,48.34769821166992
2015-05-26,47.951171875
2015-05-27,48.029056549072266
2015-05-28,47.533409118652344
2015-05-29,47.10147476196289
2015-06-01,47.54047393798828
2015-06-02,47.22892379760742
2015-06-03,46.43354034423828
2015-06-04,46.51953887939453
2015-06-05,45.54499816894531
2015-06-08,45.8244514465332
2015-06-09,45.308528900146484
2015-06-10,45.65249252319336
2015-06-11,45.910465240478516
2015-06-12,45.83879852294922
2015-06-15,45.54499816894531
2015-06-16,45.989261627197266
2015-06-17,46.14691162109375
2015-06-18,46.662841796875
2015-06-19,46.7130012512207
2015-06-22,46.00361251831055
2015-06-23,45.559322357177734
2015-06-24,45.10790252685547
2015-06-25,44.29815673828125
2015-06-26,44.993247985839844
2015-06-29,44.699466705322266
2015-06-30,44.491641998291016
2015-07-01,44.86426544189453
2015-07-02,45.10790252685547
2015-07-06,45.02190017700195
2015-07-07,46.139747619628906
2015-07-08,45.95344543457031
2015-07-09,45.92477035522461
2015-07-10,46.25439453125
2015-07-13,46.28306198120117
2015-07-14,46.0394287109375
2015-07-15,46.07524490356445
2015-07-16,46.28306198120117
2015-07-17,46.17558288574219
2015-07-20,46.08242416381836
2015-07-21,45.817291259765625
2015-07-22,46.06092834472656
2015-07-23,45.60947799682617
2015-07-24,46.856327056884766
2015-07-27,47.35074234008789
2015-07-28,47.45823287963867
2015-07-29,47.75203323364258
2015-07-30,47.5513916015625
2015-07-31,48.074485778808594
2015-08-03,48.32526779174805
2015-08-04,47.83800506591797
2015-08-05,47.601539611816406
2015-08-06,48.00282669067383
2015-08-07,48.296607971191406
2015-08-10,47.84516525268555
2015-08-11,48.353946685791016
2015-08-12,48.70505142211914
2015-08-13,48.61906814575195
2015-08-14,49.006004333496094
2015-08-17,49.09915542602539
2015-08-18,37.52436447143555
2015-08-19,37.68124008178711
2015-08-20,37.99498748779297
2015-08-21,37.39886474609375
2015-08-24,35.6858024597168
2015-08-25,34.48727798461914
2015-08-26,35.20262908935547
2015-08-27,35.779911041259766
2015-08-28,35.572845458984375
2015-08-31,34.52491760253906
2015-09-01,34.054290771484375
2015-09-02,34.16724395751953
2015-09-03,34.16724395751953
2015-09-04,33.32012939453125
2015-09-08,33.640159606933594
2015-09-09,33.163246154785156
2015-09-10,33.119319915771484
2015-09-11,33.50747299194336
2015-09-14,33.67927932739258
2015-09-15,34.24557876586914
2015-09-16,34.729164123535156
2015-09-17,35.282737731933594
2015-09-18,35.728153228759766
2015-09-21,36.122657775878906
2015-09-22,36.02721405029297
2015-09-23,36.186283111572266
2015-09-24,35.995391845703125
2015-09-25,36.21809768676758
2015-09-28,35.23819351196289
2015-09-29,35.55635070800781
2015-09-30,35.67087936401367
2015-10-01,35.479984283447266
2015-10-02,35.67087936401367
2015-10-05,36.472618103027344
2015-10-06,36.307186126708984
2015-10-07,36.631683349609375
2015-10-08,36.80349349975586
2015-10-09,36.682586669921875
2015-10-12,36.61896514892578
2015-10-13,36.26265335083008
2015-10-14,35.58817672729492
2015-10-15,35.6263542175293
2015-10-16,36.24992370605469
2015-10-19,36.92438888549805
2015-10-20,36.733497619628906
2015-10-21,37.08346176147461
2015-10-22,37.1470947265625
2015-10-23,35.07911682128906
2015-10-26,35.04730987548828
2015-10-27,35.09185791015625
2015-10-28,34.94551086425781
2015-10-29,34.920047760009766
2015-10-30,34.181941986083984
2015-11-02,34.67190170288086
2015-11-03,34.11195373535156
2015-11-04,34.0037727355957
2015-11-05,34.48100662231445
2015-11-06,32.33668899536133
2015-11-09,31.668569564819336
2015-11-10,31.91036605834961
2015-11-11,31.738557815551758
2015-11-12,31.808555603027344
2015-11-13,31.611303329467773
2015-11-16,32.14580154418945
2015-11-17,31.853097915649414
2015-11-18,32.51484298706055
2015-11-19,32.826629638671875
2015-11-20,33.558387756347656
2015-11-23,33.95288848876953
2015-11-24,33.590187072753906
2015-11-25,33.72380447387695
2015-11-27,34.150123596191406
2015-11-30,33.940155029296875
2015-12-01,34.334659576416016
2015-12-02,33.672908782958984
2015-12-03,33.13842010498047
2015-12-04,33.85108184814453
2015-12-07,34.24557876586914
2015-12-08,34.37284469604492
2015-12-09,34.24557876586914
2015-12-10,34.124691009521484
2015-12-11,34.60189437866211
2015-12-14,34.63371658325195
2015-12-15,34.6655387878418
2015-12-16,35.45454406738281
2015-12-17,35.33848571777344
2015-12-18,34.76466369628906
2015-12-21,34.842037200927734
2015-12-22,35.11927795410156
2015-12-23,35.71888732910156
2015-12-24,35.796260833740234
2015-12-28,36.015464782714844
2015-12-29,36.43456268310547
2015-12-30,36.511932373046875
2015-12-31,36.38296890258789
