Date,MAR
2015-01-02,69.6653060913086
2015-01-05,67.75679016113281
2015-01-06,66.90556335449219
2015-01-07,68.43775939941406
2015-01-08,70.70469665527344
2015-01-09,70.54338073730469
2015-01-12,69.80866241455078
2015-01-13,69.36959838867188
2015-01-14,68.60797882080078
2015-01-15,68.1868667602539
2015-01-16,67.99871063232422
2015-01-20,68.38399505615234
2015-01-21,68.3302230834961
2015-01-22,70.31939697265625
2015-01-23,70.34627532958984
2015-01-26,71.16165161132812
2015-01-27,70.43585968017578
2015-01-28,68.90367126464844
2015-01-29,69.09184265136719
2015-01-30,66.75325012207031
2015-02-02,67.02203369140625
2015-02-03,68.66173553466797
2015-02-04,68.0434799194336
2015-02-05,67.82845306396484
2015-02-06,66.5023422241211
2015-02-09,65.7586669921875
2015-02-10,69.1993637084961
2015-02-11,69.0112075805664
2015-02-12,70.80323028564453
2015-02-13,71.14373779296875
2015-02-17,72.83719635009766
2015-02-18,72.98057556152344
2015-02-19,74.45899963378906
2015-02-20,74.369384765625
2015-02-23,74.32457733154297
2015-02-24,73.6973648071289
2015-02-25,73.97579956054688
2015-02-26,74.74828338623047
2015-02-27,74.64049530029297
2015-03-02,76.19438934326172
2015-03-03,75.36803436279297
2015-03-04,74.68541717529297
2015-03-05,74.4608383178711
2015-03-06,73.2213134765625
2015-03-09,74.08361053466797
2015-03-10,72.9878158569336
2015-03-11,72.8171615600586
2015-03-12,74.37101745605469
2015-03-13,73.72430419921875
2015-03-16,74.99076843261719
2015-03-17,74.04767608642578
2015-03-18,74.75725555419922
2015-03-19,75.72731018066406
2015-03-20,75.48477172851562
2015-03-23,75.69136047363281
2015-03-24,73.87699127197266
2015-03-25,71.66743469238281
2015-03-26,72.37702941894531
2015-03-27,72.59261322021484
2015-03-30,73.20335388183594
2015-03-31,72.14350128173828
2015-04-01,72.15247344970703
2015-04-02,71.99078369140625
2015-04-06,72.10755157470703
2015-04-07,71.09259033203125
2015-04-08,72.0267333984375
2015-04-09,72.05364227294922
2015-04-10,72.14350128173828
2015-04-13,72.044677734375
2015-04-14,71.19139099121094
2015-04-15,70.92192077636719
2015-04-16,70.5177230834961
2015-04-17,69.73631286621094
2015-04-20,71.64947509765625
2015-04-21,72.27822875976562
2015-04-22,72.56564331054688
2015-04-23,73.06861877441406
2015-04-24,73.50874328613281
2015-04-27,73.08657836914062
2015-04-28,73.04168701171875
2015-04-29,75.33210754394531
2015-04-30,71.9009780883789
2015-05-01,72.72730255126953
2015-05-04,72.31413269042969
2015-05-05,70.248291015625
2015-05-06,70.79618835449219
2015-05-07,70.49081420898438
2015-05-08,72.12553405761719
2015-05-11,71.60455322265625
2015-05-12,71.10157012939453
2015-05-13,70.67041778564453
2015-05-14,72.37702941894531
2015-05-15,72.6644515991211
2015-05-18,72.96085357666016
2015-05-19,72.6644515991211
2015-05-20,72.67344665527344
2015-05-21,72.50228118896484
2015-05-22,72.21395111083984
2015-05-26,70.91650390625
2015-05-27,71.3580093383789
2015-05-28,71.20486450195312
