Date,MPC
2015-01-02,32.55597686767578
2015-01-05,31.650062561035156
2015-01-06,31.337432861328125
2015-01-07,31.596771240234375
2015-01-08,32.33926010131836
2015-01-09,31.436899185180664
2015-01-12,30.34625244140625
2015-01-13,28.72627067565918
2015-01-14,27.578784942626953
2015-01-15,27.301687240600586
2015-01-16,27.55391502380371
2015-01-20,28.569961547851562
2015-01-21,28.758258819580078
2015-01-22,29.831140518188477
2015-01-23,30.96440887451172
2015-01-26,31.330326080322266
2015-01-27,31.504404067993164
2015-01-28,31.721113204956055
2015-01-29,31.976898193359375
2015-01-30,32.89346694946289
2015-02-02,33.373069763183594
2015-02-03,34.04095458984375
2015-02-04,34.172420501708984
2015-02-05,34.56674575805664
2015-02-06,35.1280517578125
2015-02-09,35.58633804321289
2015-02-10,36.30040740966797
2015-02-11,35.85277557373047
2015-02-12,36.0233039855957
2015-02-13,36.94442367553711
2015-02-17,37.06580352783203
2015-02-18,37.354984283447266
2015-02-19,37.71916198730469
2015-02-20,37.69058609008789
2015-02-23,37.96906280517578
2015-02-24,37.55134582519531
2015-02-25,37.36568832397461
2015-02-26,38.21540832519531
2015-02-27,37.48708724975586
2015-03-02,36.337486267089844
2015-03-03,36.69093322753906
2015-03-04,36.41960525512695
2015-03-05,36.326778411865234
2015-03-06,35.162879943847656
2015-03-09,35.6198616027832
2015-03-10,34.31675338745117
2015-03-11,34.58451843261719
2015-03-12,34.156097412109375
2015-03-13,34.34531021118164
2015-03-16,35.00936508178711
2015-03-17,34.89510726928711
2015-03-18,36.06257629394531
2015-03-19,35.7234001159668
2015-03-20,36.50885772705078
2015-03-23,36.56596755981445
2015-03-24,36.30892562866211
2015-03-25,36.80161666870117
2015-03-26,36.01615905761719
2015-03-27,35.5770263671875
2015-03-30,36.737342834472656
2015-03-31,36.55525207519531
2015-04-01,36.330345153808594
2015-04-02,34.65949249267578
2015-04-06,35.18074035644531
2015-04-07,35.07362365722656
2015-04-08,35.216434478759766
2015-04-09,35.652008056640625
2015-04-10,35.8519287109375
2015-04-13,34.705902099609375
2015-04-14,35.00223159790039
2015-04-15,34.99864196777344
2015-04-16,35.701995849609375
2015-04-17,35.24500274658203
2015-04-20,35.46278762817383
2015-04-21,35.70554733276367
2015-04-22,36.462432861328125
2015-04-23,36.30534362792969
2015-04-24,36.826595306396484
2015-04-27,36.75162887573242
2015-04-28,36.59810256958008
2015-04-29,36.60524368286133
2015-04-30,35.19144821166992
2015-05-01,36.651668548583984
2015-05-04,36.14826965332031
2015-05-05,36.355342864990234
2015-05-06,36.06614685058594
2015-05-07,36.66236877441406
2015-05-08,37.44422912597656
2015-05-11,36.51598358154297
2015-05-12,36.176822662353516
2015-05-13,36.51598358154297
2015-05-14,37.3835563659668
2015-05-15,36.9337043762207
2015-05-18,37.407264709472656
2015-05-19,37.4036865234375
2015-05-20,37.42878723144531
2015-05-21,37.188419342041016
2015-05-22,36.980350494384766
2015-05-26,36.03323745727539
2015-05-27,36.21978759765625
2015-05-28,36.869117736816406
2015-05-29,37.116661071777344
2015-06-01,37.14896774291992
2015-06-02,36.962398529052734
2015-06-03,36.66464614868164
2015-06-04,35.99376678466797
2015-06-05,36.20542526245117
2015-06-08,36.040401458740234
2015-06-09,35.635013580322266
