Date,D
2015-01-02,47.99188232421875
2015-01-05,47.409725189208984
2015-01-06,47.16817855834961
2015-01-07,47.36018371582031
2015-01-08,47.917564392089844
2015-01-09,47.37875747680664
2015-01-12,47.37875747680664
2015-01-13,47.341590881347656
2015-01-14,47.347808837890625
2015-01-15,47.793704986572266
2015-01-16,48.159114837646484
2015-01-20,48.53690719604492
2015-01-21,49.094295501708984
2015-01-22,48.75366973876953
2015-01-23,48.98282241821289
2015-01-26,48.883731842041016
2015-01-27,48.91470718383789
2015-01-28,48.21485137939453
2015-01-29,49.0137939453125
2015-01-30,47.62030792236328
2015-02-02,48.13433837890625
2015-02-03,48.6669807434082
2015-02-04,48.0786018371582
2015-02-05,48.735103607177734
2015-02-06,46.88948059082031
2015-02-09,46.59221649169922
2015-02-10,47.47785568237305
2015-02-11,45.904754638671875
2015-02-12,45.65702438354492
2015-02-13,45.155372619628906
2015-02-17,45.32257843017578
2015-02-18,46.24538040161133
2015-02-19,45.700374603271484
2015-02-20,45.8242301940918
2015-02-23,45.76850509643555
2015-02-24,45.86758041381836
2015-02-25,45.42898178100586
2015-02-26,44.95413589477539
2015-02-27,45.04161071777344
2015-03-02,43.93572235107422
2015-03-03,44.34183883666992
2015-03-04,44.116912841796875
2015-03-05,44.473052978515625
2015-03-06,43.47338104248047
2015-03-09,43.467124938964844
2015-03-10,43.27342987060547
2015-03-11,42.95479965209961
2015-03-12,43.623329162597656
2015-03-13,43.085994720458984
2015-03-16,43.723289489746094
2015-03-17,43.72954559326172
2015-03-18,44.93539047241211
2015-03-19,44.735450744628906
2015-03-20,45.10408401489258
2015-03-23,45.110328674316406
2015-03-24,44.64798355102539
2015-03-25,44.173152923583984
2015-03-26,43.96070098876953
2015-03-27,43.97945022583008
2015-03-30,44.44805145263672
2015-03-31,44.27935028076172
2015-04-01,44.679237365722656
2015-04-02,44.722965240478516
2015-04-06,45.42898178100586
2015-04-07,44.95413589477539
2015-04-08,44.82917404174805
2015-04-09,44.591758728027344
2015-04-10,44.922908782958984
2015-04-13,44.41682052612305
2015-04-14,44.754207611083984
2015-04-15,45.24779510498047
2015-04-16,44.860408782958984
2015-04-17,44.65424728393555
2015-04-20,45.4539794921875
2015-04-21,45.04161071777344
2015-04-22,45.310264587402344
2015-04-23,45.735130310058594
2015-04-24,45.94757080078125
2015-04-27,45.341522216796875
2015-04-28,45.44772720336914
2015-04-29,45.17281723022461
2015-04-30,44.78546142578125
2015-05-01,44.797943115234375
2015-05-04,44.83542251586914
2015-05-05,44.24811935424805
2015-05-06,44.17938995361328
2015-05-07,44.31685256958008
2015-05-08,44.85417556762695
2015-05-11,44.366825103759766
2015-05-12,44.41682052612305
2015-05-13,44.2981071472168
2015-05-14,44.735450744628906
2015-05-15,45.10408401489258
2015-05-18,45.147830963134766
2015-05-19,45.10408401489258
2015-05-20,44.91666030883789
2015-05-21,44.99787902832031
2015-05-22,44.96664047241211
2015-05-26,44.679237365722656
2015-05-27,44.659061431884766
2015-05-28,44.74732208251953
2015-05-29,44.463600158691406
2015-06-01,44.450992584228516
2015-06-02,43.87723159790039
2015-06-03,43.14582061767578
2015-06-04,42.799049377441406
2015-06-05,42.33245849609375
2015-06-08,42.20005798339844
2015-06-09,42.13701248168945
2015-06-10,42.149627685546875
2015-06-11,42.414432525634766
2015-06-12,42.118099212646484
2015-06-15,42.307247161865234
2015-06-16,42.47748947143555
2015-06-17,42.87470245361328
2015-06-18,43.41064453125
2015-06-19,42.906227111816406
2015-06-22,43.03865432739258
2015-06-23,42.59727478027344
2015-06-24,42.65403366088867
2015-06-25,42.26941680908203
2015-06-26,42.414432525634766
2015-06-29,42.42704772949219
2015-06-30,42.162235260009766
2015-07-01,42.28832244873047
2015-07-02,42.81165313720703
2015-07-06,42.780128479003906
2015-07-07,43.713287353515625
2015-07-08,43.77633285522461
2015-07-09,43.2845458984375
2015-07-10,43.47999954223633
2015-07-13,43.561973571777344
2015-07-14,43.631309509277344
2015-07-15,43.83308792114258
2015-07-16,44.24922561645508
2015-07-17,43.9150505065918
2015-07-20,43.68806838989258
2015-07-21,43.360206604003906
2015-07-22,43.33497619628906
2015-07-23,43.019737243652344
2015-07-24,43.2467155456543
2015-07-27,43.59348678588867
2015-07-28,44.217689514160156
2015-07-29,44.54558181762695
2015-07-30,44.797767639160156
2015-07-31,45.20759963989258
2015-08-03,45.220211029052734
2015-08-04,44.293365478515625
2015-08-05,44.86712646484375
2015-08-06,44.97431182861328
2015-08-07,45.61111831665039
2015-08-10,45.617431640625
2015-08-11,45.82549285888672
2015-08-12,46.96672439575195
2015-08-13,47.244144439697266
2015-08-14,47.521575927734375
2015-08-17,48.05751037597656
2015-08-18,47.97553253173828
2015-08-19,48.00706481933594
2015-08-20,47.742252349853516
2015-08-21,47.540489196777344
2015-08-24,45.62373352050781
2015-08-25,44.28074645996094
2015-08-26,44.94133377075195
2015-08-27,45.316776275634766
2015-08-28,45.202232360839844
2015-08-31,44.38766098022461
2015-09-01,43.14671325683594
2015-09-02,43.331260681152344
2015-09-03,43.331260681152344
2015-09-04,42.78397750854492
2015-09-08,43.73219299316406
2015-09-09,43.324893951416016
2015-09-10,42.80942916870117
2015-09-11,43.12125015258789
2015-09-14,43.3439826965332
2015-09-15,43.324893951416016
2015-09-16,43.751277923583984
2015-09-17,44.2031135559082
2015-09-18,43.91036605834961
2015-09-21,44.114017486572266
2015-09-22,43.961273193359375
2015-09-23,44.050376892089844
2015-09-24,44.17766189575195
2015-09-25,44.58493423461914
2015-09-28,44.18400955200195
2015-09-29,44.09492111206055
2015-09-30,44.78858947753906
2015-10-01,44.01219177246094
2015-10-02,44.133087158203125
2015-10-05,44.750396728515625
2015-10-06,44.4067497253418
2015-10-07,44.4067497253418
2015-10-08,44.998592376708984
2015-10-09,45.19586944580078
2015-10-12,45.819515228271484
2015-10-13,45.75587463378906
2015-10-14,45.87678527832031
2015-10-15,46.3286247253418
2015-10-16,46.54499053955078
2015-10-19,46.69136428833008
2015-10-20,46.89500045776367
2015-10-21,47.04136657714844
2015-10-22,47.40411376953125
2015-10-23,46.506813049316406
2015-10-26,46.354087829589844
2015-10-27,46.048614501953125
2015-10-28,45.514041900634766
2015-10-29,45.10676956176758
2015-10-30,45.456787109375
2015-11-02,45.01131057739258
2015-11-03,44.998592376708984
2015-11-04,44.90949249267578
2015-11-05,44.699485778808594
2015-11-06,43.17853546142578
2015-11-09,43.10216522216797
2015-11-10,43.14671325683594
2015-11-11,43.471275329589844
2015-11-12,43.21671676635742
2015-11-13,43.4012565612793
2015-11-16,44.07582092285156
2015-11-17,43.464908599853516
2015-11-18,43.57946014404297
2015-11-19,43.795814514160156
2015-11-20,43.91036605834961
2015-11-23,43.41443634033203
2015-11-24,43.35017776489258
2015-11-25,43.18314743041992
2015-11-27,43.27952575683594
2015-11-30,43.27952575683594
2015-12-01,43.30522155761719
2015-12-02,42.48934555053711
2015-12-03,41.8662109375
2015-12-04,42.78485870361328
2015-12-07,42.48934555053711
2015-12-08,42.341609954833984
2015-12-09,42.521461486816406
2015-12-10,41.88548278808594
2015-12-11,41.686336517333984
2015-12-14,42.01396560668945
2015-12-15,42.49576187133789
2015-12-16,43.40800476074219
2015-12-17,43.38872146606445
2015-12-18,42.97758483886719
2015-12-21,42.759159088134766
2015-12-22,43.13175964355469
2015-12-23,43.73563003540039
2015-12-24,43.53649139404297
2015-12-28,43.594295501708984
2015-12-29,44.09537887573242
2015-12-30,44.12108612060547
2015-12-31,43.452972412109375
