date,APC
2015-01-02,80.484483096296
2015-01-05,74.136879556437
2015-01-06,73.589166462089
2015-01-07,74.76283737855
2015-01-08,77.178643348265
2015-01-09,77.403596940587
2015-01-12,73.40333523365
2015-01-13,74.136879556437
2015-01-14,75.652871156866
2015-01-15,73.823900645381
2015-01-16,76.728736163622
2015-01-20,76.063655977627
2015-01-21,78.968491495868
2015-01-22,79.731377591567
2015-01-23,79.653132863803
2015-01-26,80.846364962205
2015-01-27,80.836584371234
2015-01-28,77.442719304469
2015-01-29,78.381656037637
2015-01-30,79.956331183889
2015-02-02,80.95395146288
2015-02-03,83.721858707534
2015-02-04,81.247369191996
2015-02-05,81.843985241196
2015-02-06,80.885487326087
2015-02-09,81.628812239845
2015-02-10,82.48950424525
2015-02-11,83.731639298504
2015-02-12,85.39433976349
2015-02-13,87.477605640208
2015-02-17,86.724500135479
2015-02-18,84.963993760788
2015-02-19,84.210888256059
2015-02-20,83.575149842976
2015-02-23,83.64361397977
2015-02-24,84.005495845678
2015-02-25,84.514086576145
2015-02-26,83.369757432595
2015-02-27,82.381917744574
2015-03-02,80.220407140092
2015-03-03,80.963732053851
2015-03-04,81.52122573917
2015-03-05,81.022415599674
2015-03-06,79.936770001948
2015-03-09,79.261909224983
2015-03-10,77.515144356585
2015-03-11,78.005808645461
2015-03-12,76.730081494384
2015-03-13,76.955787067267
2015-03-16,79.134336509875
2015-03-17,78.938070794325
2015-03-18,81.04792723649
2015-03-19,78.928257508547
2015-03-20,80.419876946729
2015-03-23,79.526867940976
2015-03-24,79.889959514744
2015-03-25,80.802595092053
2015-03-26,81.646537668919
2015-03-27,80.65539580539
2015-03-30,82.284401244457
2015-03-31,81.263819523596
2015-04-01,82.294214530235
2015-04-02,82.971331248883
2015-04-06,84.256871685738
2015-04-07,83.844713683082
2015-04-08,84.512017115953
2015-04-09,87.240110562102
2015-04-10,88.417704855404
2015-04-13,87.024218274997
2015-04-14,89.134074717162
2015-04-15,92.77480374062
2015-04-16,92.186006593969
2015-04-17,91.930861163754
2015-04-20,91.911234592199
2015-04-21,90.831773156672
2015-04-22,91.302810873993
2015-04-23,91.714968876648
2015-04-24,90.92009272867
2015-04-27,91.420570303323
2015-04-28,91.911234592199
2015-04-29,92.146753450859
2015-04-30,92.343019166409
2015-05-01,92.166380022414
2015-05-04,91.979927592641
2015-05-05,87.652268564757
2015-05-06,87.985920281193
2015-05-07,87.112537846994
2015-05-08,86.906458845666
2015-05-11,84.708282831503
2015-05-12,84.580710116396
2015-05-13,83.520875252424
2015-05-14,82.912451534218
2015-05-15,83.089090678213
2015-05-18,83.393302537316
2015-05-19,81.999815956909
2015-05-20,81.842803384469
2015-05-21,84.001726255522
2015-05-22,84.56108354484
2015-05-26,82.608239675115
2015-05-27,82.578799817783
2015-05-28,82.3530942449
2015-05-29,82.048882385797
2015-06-01,82.27458795868
2015-06-02,83.206850107544
2015-06-03,82.3530942449
2015-06-04,81.842803384469
2015-06-05,82.912451534218
2015-06-08,81.675977526251
2015-06-09,81.931953347814
2015-06-10,83.300439470783
2015-06-11,82.630964245158
2015-06-12,81.833501108751
2015-06-15,81.39046603297
2015-06-16,82.315917080158
2015-06-17,81.744894093595
2015-06-18,81.607060958908
2015-06-19,80.553622000939
2015-06-22,80.701300359533
2015-06-23,80.947430957189
2015-06-24,80.189348716408
2015-06-25,79.480492595158
2015-06-26,80.100741701251
2015-06-29,77.37361467922
2015-06-30,76.851817812189
2015-07-01,75.985438108439
2015-07-02,75.591629152189
2015-07-06,75.197820195939
2015-07-07,76.713984677501
2015-07-08,74.30190482047
2015-07-09,74.902463478751
2015-07-10,74.53819019422
2015-07-13,74.528344970314
2015-07-14,75.187974972032
2015-07-15,74.036083775001
2015-07-16,73.533977355782
2015-07-17,72.736514219376
2015-07-20,71.496016007189
2015-07-21,72.234407800157
2015-07-22,71.535396902814
2015-07-23,71.417254215939
2015-07-24,70.501648392657
2015-07-27,68.906722119845
2015-07-28,71.722456157032
2015-07-29,75.099367956876
2015-07-30,75.443950793595
2015-07-31,73.19923974297
2015-08-03,72.086729441564
2015-08-04,73.150013623439
2015-08-05,72.864502130157
2015-08-06,74.971380046095
2015-08-07,71.919360635157
2015-08-10,74.528344970314
2015-08-11,74.30190482047
2015-08-12,76.891198707814
2015-08-13,75.059987061251
2015-08-14,75.069832285157
2015-08-17,75.355343778439
2015-08-18,75.453796017501
2015-08-19,71.259730633439
2015-08-20,69.950315853907
2015-08-21,67.715450027189
2015-08-24,64.53544270547
2015-08-25,62.999587776095
2015-08-26,64.151478973126
2015-08-27,67.941890177032
2015-08-28,69.842018390939
2015-08-31,70.472112720939
2015-09-01,67.233034055782
2015-09-02,68.453841820157
2015-09-03,68.434151372345
2015-09-04,67.548081220782
2015-09-08,68.892321643086
2015-09-09,66.421291455027
2015-09-10,66.43117557578
2015-09-11,64.889252738431
2015-09-14,64.246784889535
2015-09-15,64.958441583696
2015-09-16,68.338810880961
2015-09-17,67.775415998084
2015-09-18,64.711338564891
2015-09-21,65.096819274228
2015-09-22,64.058986595243
2015-09-23,62.447874912628
2015-09-24,62.961849191745
2015-09-25,61.943784754264
2015-09-28,58.74132963054
2015-09-29,58.355848921203
2015-09-30,59.690205222755
2015-10-01,60.24371598488
2015-10-02,63.367098142586
2015-10-05,65.719518881619
2015-10-06,67.854488964102
2015-10-07,68.338810880961
2015-10-08,71.491845400925
2015-10-09,71.56103424619
2015-10-12,70.266214427647
2015-10-13,69.762124269283
2015-10-14,70.740652223755
2015-10-15,72.114545008315
2015-10-16,72.539562200662
2015-10-19,71.47207715942
2015-10-20,72.440720993139
2015-10-21,70.72088398225
2015-10-22,72.154081491324
2015-10-23,71.195321778357
2015-10-26,68.20043319043
2015-10-27,64.53342439135
2015-10-28,64.790411530908
2015-10-29,66.796888043612
2015-10-30,66.104999590956
2015-11-02,66.599205628568
2015-11-03,70.019111408841
2015-11-04,69.406295922203
2015-11-05,69.287686473176
2015-11-06,67.80506836034
2015-11-09,67.113179907684
2015-11-10,62.685093810682
2015-11-11,60.303020709393
2015-11-12,57.822106400582
2015-11-13,59.354145117178
2015-11-16,61.390273992139
2015-11-17,60.411746037668
2015-11-18,61.024561524306
2015-11-19,58.948896166337
2015-11-20,58.059325298636
2015-11-23,59.650668739746
2015-11-24,61.301316905369
2015-11-25,60.42163015842
2015-11-27,60.006497086826
2015-11-30,59.205883305895
2015-12-01,59.798930551029
2015-12-02,58.088977660892
2015-12-03,57.466278053501
2015-12-04,56.151689993454
2015-12-07,53.324831458314
2015-12-08,51.477137968887
2015-12-09,50.493688208385
2015-12-10,50.891041646972
2015-12-11,49.222157204908
2015-12-14,47.275125355834
2015-12-15,48.477119507559
2015-12-16,47.354596043552
2015-12-17,46.420815462873
2015-12-18,45.367828850619
2015-12-21,46.242006415509
2015-12-22,48.228773608442
2015-12-23,51.159255218018
2015-12-24,50.881107811007
2015-12-28,49.361230908414
2015-12-29,49.400966252272
2015-12-30,48.059898397043
2015-12-31,48.258575116336
