Date,ROST
2015-01-02,41.99306869506836
2015-01-05,41.96170425415039
2015-01-06,42.0423469543457
2015-01-07,42.862220764160156
2015-01-08,43.431209564208984
2015-01-09,42.65165710449219
2015-01-12,42.93389129638672
2015-01-13,42.499332427978516
2015-01-14,41.500240325927734
2015-01-15,40.83269500732422
2015-01-16,41.621219635009766
2015-01-20,41.13287353515625
2015-01-21,41.29414367675781
2015-01-22,42.23051834106445
2015-01-23,42.41420364379883
2015-01-26,42.665103912353516
2015-01-27,42.261863708496094
2015-01-28,41.96170425415039
2015-01-29,41.94826126098633
2015-01-30,41.08805465698242
2015-02-02,41.150779724121094
2015-02-03,42.378360748291016
2015-02-04,42.445556640625
2015-02-05,42.53068923950195
2015-02-06,42.55309295654297
2015-02-09,42.39179992675781
2015-02-10,42.71438217163086
2015-02-11,42.48140335083008
2015-02-12,42.862220764160156
2015-02-13,43.090721130371094
2015-02-17,43.39088821411133
2015-02-18,43.32368087768555
2015-02-19,43.4222526550293
2015-02-20,43.870269775390625
2015-02-23,44.282447814941406
2015-02-24,43.93746566772461
2015-02-25,44.11219787597656
2015-02-26,44.37654113769531
2015-02-27,47.40515899658203
2015-03-02,47.48581314086914
2015-03-03,47.2841911315918
2015-03-04,47.096031188964844
2015-03-05,47.12520217895508
2015-03-06,46.87825012207031
2015-03-09,47.34972381591797
2015-03-10,47.11174011230469
2015-03-11,47.17012405395508
2015-03-12,47.722415924072266
2015-03-13,47.614654541015625
2015-03-16,47.978363037109375
2015-03-17,47.767311096191406
2015-03-18,47.4979133605957
2015-03-19,47.92897033691406
2015-03-20,48.25227355957031
2015-03-23,47.767311096191406
2015-03-24,47.88407516479492
2015-03-25,47.0758171081543
2015-03-26,46.595359802246094
2015-03-27,46.75702667236328
2015-03-30,47.479942321777344
2015-03-31,47.30931854248047
2015-04-01,46.70761489868164
2015-04-02,46.6627197265625
2015-04-06,46.67619323730469
2015-04-07,46.168792724609375
2015-04-08,46.698646545410156
2015-04-09,46.55494689941406
2015-04-10,46.4561767578125
2015-04-13,46.783958435058594
2015-04-14,46.60884475708008
2015-04-15,46.411277770996094
2015-04-16,46.4561767578125
2015-04-17,45.08216094970703
2015-04-20,45.93082046508789
2015-04-21,46.528018951416016
2015-04-22,46.65821838378906
2015-04-23,46.92764663696289
2015-04-24,46.869266510009766
2015-04-27,46.0161247253418
2015-04-28,45.72426223754883
2015-04-29,44.79477310180664
2015-04-30,44.39963150024414
2015-05-01,45.66587829589844
2015-05-04,45.477298736572266
2015-05-05,45.14501190185547
2015-05-06,45.441368103027344
2015-05-07,45.275245666503906
2015-05-08,46.04756164550781
2015-05-11,45.805076599121094
2015-05-12,45.83203125
2015-05-13,45.45932388305664
2015-05-14,44.61516189575195
2015-05-15,45.11806869506836
2015-05-18,45.957740783691406
2015-05-19,46.240631103515625
2015-05-20,45.320133209228516
2015-05-21,45.598533630371094
2015-05-22,43.56891632080078
2015-05-26,42.913352966308594
2015-05-27,43.353397369384766
2015-05-28,43.52852249145508
2015-05-29,43.407291412353516
2015-06-01,43.33992004394531
2015-06-02,43.54648971557617
2015-06-03,44.08531188964844
2015-06-04,43.941627502441406
2015-06-05,43.93036651611328
2015-06-08,43.921363830566406
2015-06-09,43.8853645324707
2015-06-10,44.033897399902344
2015-06-11,44.04740524291992
2015-06-12,43.68730926513672
2015-06-15,43.83134841918945
2015-06-16,44.26345443725586
2015-06-17,44.497501373291016
2015-06-18,45.154659271240234
2015-06-19,45.43373489379883
2015-06-22,45.28968811035156
2015-06-23,45.496742248535156
2015-06-24,45.082645416259766
2015-06-25,44.821590423583984
2015-06-26,45.25369644165039
2015-06-29,43.70531463623047
2015-06-30,43.75933837890625
2015-07-01,44.46150588989258
2015-07-02,44.389488220214844
2015-07-06,44.893592834472656
2015-07-07,45.52376174926758
2015-07-08,45.16366958618164
2015-07-09,45.2986946105957
2015-07-10,45.78482437133789
2015-07-13,47.18013000488281
2015-07-14,47.198143005371094
2015-07-15,47.09912872314453
2015-07-16,47.675262451171875
2015-07-17,47.054100036621094
2015-07-20,47.558223724365234
2015-07-21,47.58525085449219
2015-07-22,47.963321685791016
2015-07-23,47.61224365234375
2015-07-24,47.43220901489258
2015-07-27,46.88307571411133
2015-07-28,46.82005310058594
2015-07-29,47.52222442626953
2015-07-30,47.486209869384766
2015-07-31,47.85530471801758
2015-08-03,47.738277435302734
2015-08-04,47.882293701171875
2015-08-05,48.4404296875
2015-08-06,48.224395751953125
2015-08-07,47.77428436279297
2015-08-10,48.368412017822266
2015-08-11,48.4494514465332
2015-08-12,48.215389251708984
2015-08-13,48.27840805053711
2015-08-14,48.359432220458984
2015-08-17,49.06159210205078
2015-08-18,50.8890266418457
2015-08-19,50.14183807373047
