Date,BXP
2015-01-02,84.04042053222656
2015-01-05,84.80235290527344
2015-01-06,86.44779205322266
2015-01-07,87.41458129882812
2015-01-08,87.7667236328125
2015-01-09,88.2085189819336
2015-01-12,88.57345581054688
2015-01-13,88.3813705444336
2015-01-14,89.41861724853516
2015-01-15,89.61707305908203
2015-01-16,90.33418273925781
2015-01-20,89.96920013427734
2015-01-21,89.96920013427734
2015-01-22,91.65953826904297
2015-01-23,91.34578704833984
2015-01-26,92.34459686279297
2015-01-27,92.33819580078125
2015-01-28,91.54425048828125
2015-01-29,91.8387680053711
2015-01-30,88.86797332763672
2015-02-02,89.770751953125
2015-02-03,90.795166015625
2015-02-04,90.35980987548828
2015-02-05,92.06285858154297
2015-02-06,90.2445297241211
2015-02-09,89.75794219970703
2015-02-10,91.05766296386719
2015-02-11,90.22531127929688
2015-02-12,91.33939361572266
2015-02-13,90.32777404785156
2015-02-17,89.7963638305664
2015-02-18,90.77595520019531
2015-02-19,88.65669250488281
2015-02-20,89.23290252685547
2015-02-23,90.23173522949219
2015-02-24,88.52224731445312
2015-02-25,88.13809967041016
2015-02-26,87.22249603271484
2015-02-27,87.97802734375
2015-03-02,88.84236907958984
2015-03-03,88.83596801757812
2015-03-04,87.9075927734375
2015-03-05,89.0152587890625
2015-03-06,85.67948150634766
2015-03-09,86.39659118652344
2015-03-10,86.27494049072266
2015-03-11,86.16609954833984
2015-03-12,87.93319702148438
2015-03-13,87.06243133544922
2015-03-16,87.87557220458984
2015-03-17,88.0420150756836
2015-03-18,90.35980987548828
2015-03-19,90.37258911132812
2015-03-20,92.6646957397461
2015-03-23,92.67112731933594
2015-03-24,92.18448638916016
2015-03-25,90.37897491455078
2015-03-26,89.8988037109375
2015-03-27,89.93096160888672
2015-03-30,91.50045776367188
2015-03-31,90.36193084716797
2015-04-01,89.86665344238281
2015-04-02,90.6513900756836
2015-04-06,91.44898986816406
2015-04-07,89.73796081542969
2015-04-08,89.86665344238281
2015-04-09,88.34858703613281
2015-04-10,88.49653625488281
2015-04-13,88.16850280761719
2015-04-14,88.54157257080078
2015-04-15,87.79540252685547
2015-04-16,88.56085205078125
2015-04-17,87.86616516113281
2015-04-20,87.73107147216797
2015-04-21,87.97554016113281
2015-04-22,87.80827331542969
2015-04-23,88.14276123046875
2015-04-24,88.68306732177734
2015-04-27,88.6380615234375
2015-04-28,88.99185180664062
2015-04-29,86.75979614257812
2015-04-30,85.10668182373047
2015-05-01,85.51835632324219
2015-05-04,85.51835632324219
2015-05-05,83.39566802978516
2015-05-06,82.75242614746094
2015-05-07,84.58566284179688
2015-05-08,85.76278686523438
2015-05-11,84.16114807128906
2015-05-12,84.50203704833984
2015-05-13,84.03889465332031
2015-05-14,85.78205871582031
2015-05-15,86.64400482177734
2015-05-18,86.39315032958984
2015-05-19,85.80137634277344
2015-05-20,85.74992370605469
2015-05-21,85.06165313720703
2015-05-22,85.4668960571289
2015-05-26,84.41197204589844
2015-05-27,84.81725311279297
2015-05-28,84.61784362792969
2015-05-29,83.64012145996094
2015-06-01,84.68213653564453
2015-06-02,83.3442153930664
2015-06-03,82.27003479003906
2015-06-04,81.98698425292969
2015-06-05,81.16364288330078
2015-06-08,81.04141998291016
2015-06-09,80.33385467529297
2015-06-10,81.18936920166016
2015-06-11,81.54315948486328
2015-06-12,81.11217498779297
2015-06-15,80.46894836425781
2015-06-16,81.06072235107422
2015-06-17,81.6332015991211
2015-06-18,82.39222717285156
2015-06-19,81.50454711914062
2015-06-22,80.80342864990234
2015-06-23,80.38533020019531
2015-06-24,80.32101440429688
2015-06-25,79.28539276123047
2015-06-26,79.81566619873047
2015-06-29,78.13436889648438
2015-06-30,78.27015686035156
2015-07-01,78.97498321533203
2015-07-02,78.7939453125
2015-07-06,79.23365020751953
2015-07-07,80.80502319335938
2015-07-08,79.99669647216797
2015-07-09,79.61518096923828
2015-07-10,80.28768920898438
2015-07-13,80.66275787353516
2015-07-14,80.59161376953125
2015-07-15,80.27473449707031
2015-07-16,81.4710464477539
2015-07-17,81.19944763183594
2015-07-20,81.34818267822266
2015-07-21,81.08952331542969
2015-07-22,81.43226623535156
2015-07-23,80.5334243774414
2015-07-24,80.93433380126953
2015-07-27,80.97958374023438
2015-07-28,80.71446990966797
2015-07-29,81.68443298339844
2015-07-30,79.75743865966797
2015-07-31,79.71864318847656
2015-08-03,80.6368637084961
2015-08-04,79.55696105957031
2015-08-05,78.43181610107422
2015-08-06,78.21194458007812
2015-08-07,77.70757293701172
2015-08-10,77.42952728271484
2015-08-11,77.43599700927734
2015-08-12,77.57177734375
2015-08-13,78.0567626953125
2015-08-14,78.8392105102539
2015-08-17,79.5311050415039
2015-08-18,79.4923095703125
2015-08-19,79.16252899169922
2015-08-20,78.14727783203125
2015-08-21,76.7246322631836
2015-08-24,72.63786315917969
2015-08-25,70.25818634033203
2015-08-26,73.59488677978516
2015-08-27,75.52189636230469
2015-08-28,75.41194915771484
2015-08-31,73.31684112548828
2015-09-01,71.5579605102539
2015-09-02,72.36625671386719
2015-09-03,72.38568115234375
2015-09-04,71.04064178466797
2015-09-08,72.23692321777344
2015-09-09,71.49976348876953
2015-09-10,72.35333251953125
2015-09-11,73.67896270751953
2015-09-14,73.25216674804688
2015-09-15,74.02169036865234
2015-09-16,76.12327575683594
2015-09-17,77.2484359741211
2015-09-18,76.7246322631836
2015-09-21,76.75054931640625
2015-09-22,75.4572525024414
