Date,PRU
2015-01-02,55.2119255065918
2015-01-05,53.45954895019531
2015-01-06,52.35053253173828
2015-01-07,52.38116455078125
2015-01-08,53.2205924987793
2015-01-09,52.27702713012695
2015-01-12,51.596893310546875
2015-01-13,51.08833694458008
2015-01-14,49.74034881591797
2015-01-15,48.882545471191406
2015-01-16,49.63007354736328
2015-01-20,49.329830169677734
2015-01-21,49.38499450683594
2015-01-22,50.377567291259766
2015-01-23,49.44012451171875
2015-01-26,49.476890563964844
2015-01-27,48.69260787963867
2015-01-28,47.17307662963867
2015-01-29,47.1546745300293
2015-01-30,46.49295425415039
2015-02-02,47.86543273925781
2015-02-03,49.07248306274414
2015-02-04,48.94995880126953
2015-02-05,46.14984130859375
2015-02-06,47.66938400268555
2015-02-09,47.33851623535156
2015-02-10,47.84093475341797
2015-02-11,48.52105712890625
2015-02-12,48.22081756591797
2015-02-13,49.21953582763672
2015-02-17,49.599449157714844
2015-02-18,48.74775695800781
2015-02-19,49.201171875
2015-02-20,49.87388229370117
2015-02-23,49.633174896240234
2015-02-24,50.3182487487793
2015-02-25,49.91092300415039
2015-02-26,50.059043884277344
2015-02-27,49.8985595703125
2015-03-02,50.70091247558594
2015-03-03,50.29975128173828
2015-03-04,49.744266510009766
2015-03-05,49.997314453125
2015-03-06,50.97862243652344
2015-03-09,51.00333023071289
2015-03-10,49.29375457763672
2015-03-11,49.65786361694336
2015-03-12,50.811981201171875
2015-03-13,50.077545166015625
2015-03-16,51.26869201660156
2015-03-17,50.805809020996094
2015-03-18,50.50341033935547
2015-03-19,49.50358200073242
2015-03-20,51.02801513671875
2015-03-23,50.466373443603516
2015-03-24,49.731937408447266
2015-03-25,48.99131774902344
2015-03-26,49.39866256713867
2015-03-27,48.84320068359375
2015-03-30,49.602333068847656
2015-03-31,49.56528854370117
2015-04-01,49.034523010253906
2015-04-02,49.701080322265625
2015-04-06,49.448036193847656
2015-04-07,49.170310974121094
2015-04-08,49.51593017578125
2015-04-09,50.07138442993164
2015-04-10,49.58379364013672
2015-04-13,49.97263717651367
2015-04-14,49.318416595458984
2015-04-15,49.423343658447266
2015-04-16,49.47270584106445
2015-04-17,48.8370361328125
2015-04-20,49.33077621459961
2015-04-21,49.19498825073242
2015-04-22,50.06520462036133
2015-04-23,50.18247604370117
2015-04-24,49.861534118652344
2015-04-27,49.509769439697266
2015-04-28,50.08372497558594
2015-04-29,50.92925262451172
2015-04-30,50.3614387512207
2015-05-01,51.44767379760742
2015-05-04,51.959930419921875
2015-05-05,51.47236633300781
2015-05-06,51.657508850097656
2015-05-07,52.564762115478516
2015-05-08,52.817813873291016
2015-05-11,53.552249908447266
2015-05-12,53.21895980834961
2015-05-13,53.12641143798828
2015-05-14,53.26218032836914
2015-05-15,52.74375915527344
2015-05-18,53.342403411865234
2015-05-19,53.24982452392578
2015-05-20,52.854835510253906
2015-05-21,53.20904541015625
2015-05-22,52.892120361328125
2015-05-26,52.177528381347656
2015-05-27,52.94183349609375
2015-05-28,52.86106491088867
2015-05-29,52.57522201538086
2015-06-01,52.395023345947266
2015-06-02,53.14067077636719
2015-06-03,54.05411911010742
2015-06-04,53.811763763427734
2015-06-05,54.83084487915039
2015-06-08,54.420719146728516
2015-06-09,54.663063049316406
2015-06-10,56.26625061035156
2015-06-11,55.88096618652344
