Date,TMUS
2015-01-02,26.248476028442383
2015-01-05,25.89272689819336
2015-01-06,25.835041046142578
2015-01-07,27.16188621520996
2015-01-08,27.9022274017334
2015-01-09,28.123367309570312
2015-01-12,28.14259910583496
2015-01-13,28.334896087646484
2015-01-14,28.431041717529297
2015-01-15,28.05606460571289
2015-01-16,28.017606735229492
2015-01-20,28.40220069885254
2015-01-21,28.921396255493164
2015-01-22,29.325220108032227
2015-01-23,28.998315811157227
2015-01-26,29.47905731201172
2015-01-27,29.47905731201172
2015-01-28,28.931013107299805
2015-01-29,28.41180992126465
2015-01-30,29.017547607421875
2015-02-02,29.17138671875
2015-02-03,29.700199127197266
2015-02-04,29.56559181213379
2015-02-05,30.007875442504883
2015-02-06,30.104022979736328
2015-02-09,29.88288116455078
2015-02-10,30.094404220581055
2015-02-11,30.05594825744629
2015-02-12,30.37323760986328
2015-02-13,30.527076721191406
2015-02-17,30.53668785095215
2015-02-18,29.80596351623535
2015-02-19,30.62322425842285
2015-02-20,30.71937370300293
2015-02-23,30.152095794677734
2015-02-24,30.37323760986328
2015-02-25,30.95012664794922
2015-02-26,31.22895622253418
2015-02-27,31.757770538330078
2015-03-02,31.690471649169922
2015-03-03,31.4981689453125
2015-03-04,31.421253204345703
2015-03-05,31.53663444519043
2015-03-06,31.459714889526367
2015-03-09,31.7481632232666
2015-03-10,31.11358070373535
2015-03-11,30.873207092285156
2015-03-12,30.91166877746582
2015-03-13,30.805904388427734
2015-03-16,31.21934700012207
2015-03-17,31.41163444519043
2015-03-18,31.59432029724121
2015-03-19,31.921220779418945
2015-03-20,31.86353302001953
2015-03-23,31.873151779174805
2015-03-24,31.709693908691406
2015-03-25,31.09434700012207
2015-03-26,31.20972442626953
2015-03-27,31.1328067779541
2015-03-30,31.055892944335938
2015-03-31,30.469385147094727
2015-04-01,30.42131233215332
2015-04-02,31.690471649169922
2015-04-06,31.805845260620117
2015-04-07,31.709693908691406
2015-04-08,31.507787704467773
2015-04-09,31.1328067779541
2015-04-10,30.825136184692383
2015-04-13,30.277090072631836
2015-04-14,30.642454147338867
2015-04-15,30.777057647705078
2015-04-16,30.825136184692383
2015-04-17,30.853979110717773
2015-04-20,31.430870056152344
2015-04-21,32.0654411315918
2015-04-22,32.77694320678711
2015-04-23,33.11346435546875
2015-04-24,32.98847579956055
2015-04-27,32.74810028076172
2015-04-28,32.66157150268555
2015-04-29,33.286529541015625
2015-04-30,32.72887420654297
2015-05-01,32.54618453979492
2015-05-04,32.834632873535156
2015-05-05,32.49811553955078
2015-05-06,32.017372131347656
2015-05-07,32.017372131347656
2015-05-08,32.46927261352539
2015-05-11,32.66157150268555
2015-05-12,33.228843688964844
2015-05-13,32.62310791015625
2015-05-14,32.767330169677734
2015-05-15,33.07501220703125
2015-05-18,33.488441467285156
2015-05-19,33.07501220703125
2015-05-20,33.85380172729492
2015-05-21,34.8537483215332
2015-05-22,35.267189025878906
2015-05-26,37.065162658691406
2015-05-27,37.16130447387695
2015-05-28,36.84401321411133
2015-05-29,37.382450103759766
2015-06-01,37.392059326171875
2015-06-02,37.15169143676758
2015-06-03,36.853633880615234
2015-06-04,37.82472229003906
2015-06-05,38.6900634765625
2015-06-08,37.95933532714844
2015-06-09,37.29591369628906
2015-06-10,37.17092514038086
2015-06-11,36.65171432495117
2015-06-12,37.49782943725586
2015-06-15,37.45936584472656
2015-06-16,37.353599548339844
2015-06-17,38.23816680908203
2015-06-18,38.04587173461914
2015-06-19,37.65166473388672
2015-06-22,37.690120697021484
2015-06-23,37.97856521606445
2015-06-24,37.52666091918945
2015-06-25,37.78627014160156
2015-06-26,37.593963623046875
2015-06-29,37.190147399902344
2015-06-30,37.27667999267578
2015-07-01,37.14208221435547
2015-07-02,37.4689826965332
2015-07-06,37.065162658691406
2015-07-07,37.190147399902344
2015-07-08,36.98823928833008
2015-07-09,37.27667999267578
2015-07-10,37.52666091918945
2015-07-13,37.747806549072266
2015-07-14,37.920875549316406
2015-07-15,37.54589080810547
2015-07-16,37.13246154785156
2015-07-17,36.574798583984375
2015-07-20,36.61326217651367
2015-07-21,36.18059539794922
2015-07-22,36.276737213134766
2015-07-23,36.46903610229492
2015-07-24,35.959449768066406
2015-07-27,35.094120025634766
2015-07-28,35.49794006347656
2015-07-29,35.61331558227539
2015-07-30,37.36322021484375
2015-07-31,39.09388732910156
2015-08-03,39.89191818237305
2015-08-04,39.62270736694336
2015-08-05,39.170806884765625
2015-08-06,38.863121032714844
2015-08-07,38.805442810058594
2015-08-10,39.8726921081543
2015-08-11,39.372711181640625
2015-08-12,39.76692581176758
2015-08-13,39.64193344116211
2015-08-14,39.64193344116211
2015-08-17,40.38227462768555
2015-08-18,40.42074203491211
2015-08-19,40.24766540527344
2015-08-20,39.170806884765625
2015-08-21,38.58430099487305
2015-08-24,37.23822784423828
2015-08-25,36.66133499145508
2015-08-26,37.45936584472656
2015-08-27,38.40161895751953
2015-08-28,38.45930480957031
2015-08-31,38.084327697753906
2015-09-01,37.45936584472656
2015-09-02,37.80550003051758
2015-09-03,37.93048858642578
2015-09-04,37.709354400634766
2015-09-08,38.72852325439453
2015-09-09,37.920875549316406
2015-09-10,38.1227912902832
2015-09-11,38.2862434387207
2015-09-14,38.411231994628906
2015-09-15,39.718849182128906
2015-09-16,39.93037796020508
2015-09-17,40.83416748046875
2015-09-18,40.228431701660156
2015-09-21,41.161075592041016
2015-09-22,40.70917892456055
2015-09-23,41.37260055541992
2015-09-24,40.882240295410156
2015-09-25,41.08415222167969
2015-09-28,38.9785041809082
2015-09-29,38.036258697509766
2015-09-30,38.27662658691406
2015-10-01,38.58430099487305
2015-10-02,39.13234329223633
2015-10-05,39.38233184814453
2015-10-06,39.08427429199219
2015-10-07,38.815059661865234
2015-10-08,38.036258697509766
2015-10-09,38.084327697753906
2015-10-12,38.96889877319336
2015-10-13,38.63237762451172
2015-10-14,37.98817443847656
2015-10-15,38.40161895751953
2015-10-16,38.9785041809082
2015-10-19,39.62270736694336
2015-10-20,39.13234329223633
2015-10-21,38.67083740234375
2015-10-22,38.882354736328125
2015-10-23,39.68038558959961
2015-10-26,39.786155700683594
2015-10-27,37.517059326171875
2015-10-28,37.795894622802734
2015-10-29,36.03636932373047
2015-10-30,36.430580139160156
2015-11-02,36.81517791748047
2015-11-03,37.17092514038086
2015-11-04,37.36322021484375
2015-11-05,37.920875549316406
2015-11-06,37.60358810424805
2015-11-09,37.074771881103516
2015-11-10,35.60370635986328
2015-11-11,35.959449768066406
2015-11-12,36.50749969482422
2015-11-13,37.22861099243164
2015-11-16,36.41135025024414
2015-11-17,36.68056869506836
2015-11-18,35.88252639770508
2015-11-19,36.276737213134766
2015-11-20,36.959388732910156
2015-11-23,36.565185546875
2015-11-24,36.911319732666016
2015-11-25,35.546016693115234
2015-11-27,35.46909713745117
2015-11-30,34.132633209228516
2015-12-01,34.786441802978516
2015-12-02,34.34416198730469
2015-12-03,33.228843688964844
2015-12-04,34.084564208984375
2015-12-07,35.1806526184082
2015-12-08,35.46909713745117
2015-12-09,34.68067932128906
2015-12-10,34.94028091430664
2015-12-11,34.61337661743164
2015-12-14,35.11334991455078
2015-12-15,36.69017791748047
2015-12-16,37.62282180786133
2015-12-17,37.690120697021484
2015-12-18,36.430580139160156
2015-12-21,37.47859573364258
2015-12-22,37.747806549072266
2015-12-23,38.58430099487305
2015-12-24,38.14200973510742
2015-12-28,38.24777603149414
