date,WBA
2015-01-02,72.391320987147
2015-01-05,70.962544915033
2015-01-06,71.143523217501
2015-01-07,72.962831415993
2015-01-08,73.867722928333
2015-01-09,72.076990251282
2015-01-12,72.105565772724
2015-01-13,71.686458124904
2015-01-14,71.429278431924
2015-01-15,71.229249781827
2015-01-16,72.41989650859
2015-01-20,72.438946856218
2015-01-21,72.000788860769
2015-01-22,72.410371334776
2015-01-23,72.000788860769
2015-01-26,72.238918206122
2015-01-27,71.372127389039
2015-01-28,70.267207226604
2015-01-29,71.029221131731
2015-01-30,70.248156878975
2015-02-02,71.334026693783
2015-02-03,71.238774955642
2015-02-04,71.124472869872
2015-02-05,71.238774955642
2015-02-06,72.534198594359
2015-02-09,72.772327939711
2015-02-10,73.04855798032
2015-02-11,75.753707343524
2015-02-12,76.16328981753
2015-02-13,75.313644313313
2015-02-17,74.615321433233
2015-02-18,74.414434029374
2015-02-19,73.754375416695
2015-02-20,73.783073617247
2015-02-23,75.179719377407
2015-02-24,76.901611410482
2015-02-25,76.538100870166
2015-02-26,78.106935833634
2015-02-27,79.474883393243
2015-03-02,79.991451003165
2015-03-03,79.599242262298
2015-03-04,79.417486992141
2015-03-05,79.589676195448
2015-03-06,78.776560513163
2015-03-09,79.87665820096
2015-03-10,79.130504986628
2015-03-11,78.929617582769
2015-03-12,80.594113214742
2015-03-13,80.08711167167
2015-03-16,83.004762061046
2015-03-17,82.516892651675
2015-03-18,83.396970801913
2015-03-19,83.56916000522
2015-03-20,84.401407821207
2015-03-23,84.104859748844
2015-03-24,84.181388283647
2015-03-25,82.153382111359
2015-03-26,80.775868484899
2015-03-27,81.588984167185
2015-03-30,82.258608846714
2015-03-31,81.005454089309
2015-04-01,80.603679281592
2015-04-02,82.239476713013
2015-04-06,84.190954350497
2015-04-07,83.492631470417
2015-04-08,83.875274144434
2015-04-09,88.600911168538
2015-04-10,88.026947157514
2015-04-13,87.730399085151
2015-04-14,87.988682890112
2015-04-15,87.567775948694
2015-04-16,85.63543044491
2015-04-17,83.186517331204
2015-04-20,83.339574400811
2015-04-21,83.310876200259
2015-04-22,83.243913732306
2015-04-23,82.928233526243
2015-04-24,82.249042779863
2015-04-27,82.382967715769
2015-04-28,82.344703448367
2015-04-29,80.900227353955
2015-04-30,79.331392390487
2015-05-01,79.838393933559
2015-05-04,80.479320412537
2015-05-05,79.532279794346
2015-05-06,79.494015526944
2015-05-07,80.574981081041
2015-05-08,81.330700362223
2015-05-11,80.594113214742
2015-05-12,80.527150746789
2015-05-13,80.421924011434
2015-05-14,81.646380568287
2015-05-15,82.717780055534
2015-05-18,82.612553320179
2015-05-19,82.437972600159
2015-05-20,81.525623182986
2015-05-21,83.686450749975
2015-05-22,83.023796962765
2015-05-26,82.159465935969
2015-05-27,82.764497654726
2015-05-28,82.639649839745
2015-05-29,82.437972600159
2015-06-01,82.572424093216
2015-06-02,82.908552825859
2015-06-03,82.418765244008
2015-06-04,81.871355593704
2015-06-05,80.565255375435
2015-06-08,79.960223656678
2015-06-09,80.834158361549
2015-06-10,82.101843867516
2015-06-11,82.389954209781
2015-06-12,81.688885710269
2015-06-15,81.074250313437
2015-06-16,82.476387312461
2015-06-17,82.226691682498
2015-06-18,84.320293502958
2015-06-19,85.011758324395
2015-06-22,84.272275112581
2015-06-23,83.638432359597
2015-06-24,82.7356866205
2015-06-25,82.937363860085
2015-06-26,83.331114661181
2015-06-29,80.93979882038
2015-06-30,81.093457669588
2015-07-01,82.37074685363
2015-07-02,82.409161565932
2015-07-06,82.005807086761
2015-07-07,83.792091208806
2015-07-08,82.505198346688
2015-07-09,86.000937166172
2015-07-10,89.419846561053
2015-07-13,90.735550457398
2015-07-14,90.591495286265
2015-07-15,90.226555519396
2015-07-16,92.281742627554
2015-07-17,91.955217572987
2015-07-20,91.859180792232
2015-07-21,91.868784470308
2015-07-22,92.809944921707
2015-07-23,91.695918264948
2015-07-24,91.340582176155
2015-07-27,90.639513676643
2015-07-28,92.406590442536
2015-07-29,92.752322853254
2015-07-30,92.713908140952
2015-07-31,92.800341243632
2015-08-03,92.108876422195
2015-08-04,91.878388148383
2015-08-05,92.848359634009
2015-08-06,90.015274601735
2015-08-07,89.583109088337
2015-08-10,90.226555519396
2015-08-11,89.266187711845
2015-08-12,89.659938512941
2015-08-13,88.872436910749
2015-08-14,88.449875075427
2015-08-17,89.371828170676
2015-08-18,88.639114153311
2015-08-19,88.128142535938
2015-08-20,86.547022814256
2015-08-21,82.536377666575
2015-08-24,79.316292379736
2015-08-25,78.091888692823
2015-08-26,82.343558188321
2015-08-27,84.695955823019
2015-08-28,84.281393944773
2015-08-31,83.442629214369
2015-09-01,82.950939544821
2015-09-02,84.676673875194
2015-09-03,85.091235753439
2015-09-04,84.291034918686
2015-09-08,86.855533979462
2015-09-09,85.746821979503
2015-09-10,86.171024831661
2015-09-11,87.154404170756
2015-09-14,86.932661770764
2015-09-15,87.655734814216
2015-09-16,87.646093840303
2015-09-17,86.460254049042
2015-09-18,83.384783370892
2015-09-21,85.081594779527
2015-09-22,83.596884796972
2015-09-23,84.300675892598
2015-09-24,82.671351301353
2015-09-25,82.256789423107
2015-09-28,79.663367440592
2015-09-29,79.113831927569
2015-09-30,80.116493214489
2015-10-01,81.591562223131
2015-10-02,83.98252375348
2015-10-05,84.802006536059
2015-10-06,81.080590605759
2015-10-07,81.40838371879
2015-10-08,81.254128136187
2015-10-09,82.304994292671
2015-10-12,83.114836101337
2015-10-13,82.083251892679
2015-10-14,81.01310378837
2015-10-15,84.12713836217
2015-10-16,84.975544066487
2015-10-19,85.284055231693
2015-10-20,85.554002501249
2015-10-21,84.87913432736
2015-10-22,85.447951788209
2015-10-23,86.730201318597
2015-10-26,86.267434570788
2015-10-27,91.743507753198
2015-10-28,81.900073388338
2015-10-29,80.868489179679
2015-10-30,81.639767092695
2015-11-02,83.442629214369
2015-11-03,85.062312831701
2015-11-04,84.339239788249
2015-11-05,82.864170779607
2015-11-06,81.630126118782
2015-11-09,80.482850223172
2015-11-10,80.531055092735
2015-11-11,78.882448553664
2015-11-12,77.860505318919
2015-11-13,76.669355797249
2015-11-16,79.255021832093
2015-11-17,80.349329929237
2015-11-18,81.908476864106
2015-11-19,80.213751934901
2015-11-20,79.245337689641
2015-11-23,79.322810829262
2015-11-24,80.310593359427
2015-11-25,80.765748054699
2015-11-27,81.521111166002
2015-11-30,81.375849029213
2015-12-01,81.337112459403
2015-12-02,80.678590772626
2015-12-03,79.351863256619
2015-12-04,81.947213433917
2015-12-07,82.189316995232
2015-12-08,81.017535758467
2015-12-09,80.707643199984
2015-12-10,80.785116339604
2015-12-11,79.12912798021
2015-12-14,79.952280088681
2015-12-15,79.516493678314
2015-12-16,82.03437071599
2015-12-17,80.707643199984
2015-12-18,79.903859376418
2015-12-21,82.208685280137
2015-12-22,83.293309234828
2015-12-23,83.332045804639
2015-12-24,83.729095645195
2015-12-28,83.128678813134
2015-12-29,84.077724773489
2015-12-30,83.661306648027
2015-12-31,82.465315055131
