Date,TDC
2015-01-02,44.0
2015-01-05,43.06999969482422
2015-01-06,42.630001068115234
2015-01-07,42.779998779296875
2015-01-08,43.33000183105469
2015-01-09,43.43000030517578
2015-01-12,42.630001068115234
2015-01-13,42.83000183105469
2015-01-14,42.650001525878906
2015-01-15,41.95000076293945
2015-01-16,42.93000030517578
2015-01-20,43.31999969482422
2015-01-21,43.290000915527344
2015-01-22,44.25
2015-01-23,43.349998474121094
2015-01-26,44.36000061035156
2015-01-27,45.220001220703125
2015-01-28,44.58000183105469
2015-01-29,45.0
2015-01-30,44.560001373291016
2015-02-02,45.529998779296875
2015-02-03,46.689998626708984
2015-02-04,46.97999954223633
2015-02-05,42.189998626708984
2015-02-06,41.630001068115234
2015-02-09,42.5
2015-02-10,43.630001068115234
2015-02-11,43.83000183105469
2015-02-12,46.02000045776367
2015-02-13,45.72999954223633
2015-02-17,45.08000183105469
2015-02-18,45.15999984741211
2015-02-19,45.16999816894531
2015-02-20,45.290000915527344
2015-02-23,44.630001068115234
2015-02-24,44.72999954223633
2015-02-25,43.95000076293945
2015-02-26,43.959999084472656
2015-02-27,44.52000045776367
2015-03-02,44.959999084472656
2015-03-03,44.04999923706055
2015-03-04,44.63999938964844
2015-03-05,44.029998779296875
2015-03-06,42.88999938964844
2015-03-09,42.849998474121094
2015-03-10,42.18000030517578
2015-03-11,42.2400016784668
2015-03-12,42.34000015258789
2015-03-13,42.13999938964844
2015-03-16,42.189998626708984
2015-03-17,42.7400016784668
2015-03-18,42.72999954223633
2015-03-19,42.72999954223633
2015-03-20,43.95000076293945
2015-03-23,44.22999954223633
2015-03-24,43.70000076293945
2015-03-25,42.66999816894531
2015-03-26,42.619998931884766
2015-03-27,42.709999084472656
2015-03-30,43.56999969482422
2015-03-31,44.13999938964844
2015-04-01,44.0099983215332
2015-04-02,43.970001220703125
2015-04-06,44.720001220703125
2015-04-07,45.400001525878906
2015-04-08,45.619998931884766
2015-04-09,45.88999938964844
2015-04-10,44.86000061035156
2015-04-13,44.13999938964844
2015-04-14,43.59000015258789
2015-04-15,43.720001220703125
2015-04-16,43.7400016784668
2015-04-17,43.099998474121094
2015-04-20,43.150001525878906
2015-04-21,43.45000076293945
2015-04-22,43.720001220703125
2015-04-23,44.45000076293945
2015-04-24,43.97999954223633
2015-04-27,43.86000061035156
2015-04-28,44.220001220703125
2015-04-29,44.220001220703125
2015-04-30,43.9900016784668
2015-05-01,45.0099983215332
2015-05-04,45.279998779296875
2015-05-05,44.540000915527344
2015-05-06,44.939998626708984
2015-05-07,41.79999923706055
2015-05-08,40.86000061035156
2015-05-11,40.11000061035156
2015-05-12,40.0099983215332
2015-05-13,40.63999938964844
2015-05-14,40.81999969482422
2015-05-15,40.220001220703125
2015-05-18,40.459999084472656
2015-05-19,40.290000915527344
2015-05-20,40.22999954223633
2015-05-21,39.93000030517578
2015-05-22,39.56999969482422
2015-05-26,38.70000076293945
2015-05-27,38.83000183105469
2015-05-28,38.72999954223633
2015-05-29,38.939998626708984
2015-06-01,38.619998931884766
2015-06-02,39.25
2015-06-03,40.0
2015-06-04,39.119998931884766
2015-06-05,39.16999816894531
2015-06-08,38.869998931884766
2015-06-09,38.77000045776367
2015-06-10,39.040000915527344
2015-06-11,38.560001373291016
2015-06-12,38.56999969482422
2015-06-15,37.5
2015-06-16,38.25
2015-06-17,38.650001525878906
2015-06-18,39.02000045776367
2015-06-19,38.36000061035156
2015-06-22,38.560001373291016
2015-06-23,38.06999969482422
2015-06-24,37.599998474121094
2015-06-25,37.52000045776367
2015-06-26,37.29999923706055
2015-06-29,36.95000076293945
2015-06-30,37.0
2015-07-01,36.20000076293945
2015-07-02,36.02000045776367
2015-07-06,35.619998931884766
2015-07-07,35.90999984741211
2015-07-08,35.40999984741211
2015-07-09,35.560001373291016
2015-07-10,35.93000030517578
2015-07-13,36.29999923706055
2015-07-14,36.310001373291016
2015-07-15,35.9900016784668
2015-07-16,35.7599983215332
2015-07-17,35.619998931884766
2015-07-20,36.849998474121094
2015-07-21,36.630001068115234
2015-07-22,36.61000061035156
2015-07-23,36.709999084472656
2015-07-24,35.869998931884766
2015-07-27,35.7400016784668
2015-07-28,36.150001525878906
2015-07-29,36.380001068115234
2015-07-30,36.599998474121094
2015-07-31,37.11000061035156
2015-08-03,36.529998779296875
2015-08-04,35.9900016784668
2015-08-05,36.27000045776367
2015-08-06,30.43000030517578
2015-08-07,30.0
2015-08-10,30.899999618530273
2015-08-11,30.25
2015-08-12,30.520000457763672
2015-08-13,30.540000915527344
2015-08-14,30.530000686645508
2015-08-17,30.6299991607666
