Date,HCA
2015-01-02,68.65709686279297
2015-01-05,66.65225219726562
2015-01-06,66.5408706665039
2015-01-07,67.74748992919922
2015-01-08,69.54813385009766
2015-01-09,69.28823852539062
2015-01-12,67.01422119140625
2015-01-13,66.95852661132812
2015-01-14,65.3991928100586
2015-01-15,65.03720092773438
2015-01-16,64.82373046875
2015-01-20,62.98595428466797
2015-01-21,64.29467010498047
2015-01-22,65.34351348876953
2015-01-23,63.70990753173828
2015-01-26,67.75675964355469
2015-01-27,67.21842193603516
2015-01-28,66.36450958251953
2015-01-29,67.00495910644531
2015-01-30,65.71477508544922
2015-02-02,65.13929748535156
2015-02-03,64.87012481689453
2015-02-04,64.00694274902344
2015-02-05,63.90482711791992
2015-02-06,63.097320556640625
2015-02-09,62.42904281616211
2015-02-10,64.0533447265625
2015-02-11,64.0162124633789
2015-02-12,64.06262969970703
2015-02-13,63.61711120605469
2015-02-17,64.34110260009766
2015-02-18,64.04407501220703
2015-02-19,64.60095977783203
2015-02-20,64.77733612060547
2015-02-23,65.77046966552734
2015-02-24,65.35279846191406
2015-02-25,65.8818359375
2015-02-26,67.07918548583984
2015-02-27,66.4016342163086
2015-03-02,66.81930541992188
2015-03-03,65.70549774169922
2015-03-04,69.54813385009766
2015-03-05,67.6732177734375
2015-03-06,67.58970642089844
2015-03-09,66.5408706665039
2015-03-10,65.19500732421875
2015-03-11,66.60584259033203
2015-03-12,67.21842193603516
2015-03-13,66.64292907714844
2015-03-16,67.88671112060547
2015-03-17,67.90528106689453
2015-03-18,69.64095306396484
2015-03-19,70.0029296875
2015-03-20,70.56913757324219
2015-03-23,72.06348419189453
2015-03-24,71.00538635253906
2015-03-25,70.2164306640625
2015-03-26,70.63410186767578
2015-03-27,70.60626220703125
2015-03-30,70.69906616210938
2015-03-31,69.82661437988281
2015-04-01,69.47386932373047
2015-04-02,69.6595458984375
2015-04-06,70.49488067626953
2015-04-07,70.28138732910156
2015-04-08,71.24668884277344
2015-04-09,72.2583999633789
2015-04-10,72.62039184570312
2015-04-13,71.85003662109375
2015-04-14,71.78504180908203
2015-04-15,73.54856872558594
2015-04-16,72.22129821777344
2015-04-17,72.43475341796875
2015-04-20,72.91741180419922
2015-04-21,72.10062408447266
2015-04-22,71.96141052246094
2015-04-23,71.87784576416016
2015-04-24,72.15631103515625
2015-04-27,70.89399719238281
2015-04-28,70.49488067626953
2015-04-29,70.59696960449219
2015-04-30,68.6942138671875
2015-05-01,69.14901733398438
2015-05-04,70.02153778076172
2015-05-05,68.32295989990234
2015-05-06,69.14901733398438
2015-05-07,71.08892822265625
2015-05-08,71.37664031982422
2015-05-11,72.05421447753906
2015-05-12,71.0146484375
2015-05-13,72.14704132080078
2015-05-14,73.39078521728516
2015-05-15,74.10546112060547
2015-05-18,75.18214416503906
2015-05-19,76.5929946899414
2015-05-20,76.24028778076172
2015-05-21,75.72978973388672
2015-05-22,76.23100280761719
2015-05-26,76.28669738769531
2015-05-27,76.06392669677734
2015-05-28,75.9246826171875
2015-05-29,75.95254516601562
2015-06-01,76.4723129272461
2015-06-02,75.69267272949219
2015-06-03,75.26567077636719
2015-06-04,74.69953155517578
2015-06-05,75.4420394897461
2015-06-08,74.48600769042969
2015-06-09,75.47918701171875
2015-06-10,77.12203979492188
2015-06-11,77.6139907836914
2015-06-12,76.53730010986328
2015-06-15,77.80891418457031
2015-06-16,77.05709075927734
2015-06-17,78.07807159423828
2015-06-18,77.59542083740234
2015-06-19,78.33796691894531
2015-06-22,78.44007110595703
2015-06-23,77.9295654296875
2015-06-24,77.38194274902344
2015-06-25,84.20401763916016
2015-06-26,85.24356079101562
2015-06-29,84.10195922851562
2015-06-30,84.20401763916016
2015-07-01,84.34325408935547
2015-07-02,83.99982452392578
2015-07-06,85.48490905761719
2015-07-07,85.80975341796875
2015-07-08,84.50102233886719
2015-07-09,85.05793762207031
2015-07-10,86.29241943359375
2015-07-13,88.00025939941406
2015-07-14,87.9167251586914
2015-07-15,87.35981750488281
2015-07-16,87.00708770751953
2015-07-17,86.54302215576172
2015-07-20,86.47807312011719
2015-07-21,85.65199279785156
2015-07-22,86.57086181640625
2015-07-23,86.61726379394531
2015-07-24,86.16248321533203
2015-07-27,85.41993713378906
2015-07-28,85.66123962402344
2015-07-29,86.84004974365234
2015-07-30,86.28314971923828
2015-07-31,86.32953643798828
2015-08-03,86.20887756347656
2015-08-04,87.28556823730469
2015-08-05,85.63341522216797
2015-08-06,84.8166275024414
2015-08-07,84.8908462524414
2015-08-10,84.863037109375
2015-08-11,83.96270751953125
2015-08-12,84.35253143310547
2015-08-13,84.3246841430664
2015-08-14,84.83519744873047
2015-08-17,84.76092529296875
2015-08-18,83.98126220703125
2015-08-19,83.36865997314453
2015-08-20,80.79761505126953
2015-08-21,80.05509948730469
2015-08-24,78.2544174194336
2015-08-25,77.14060974121094
2015-08-26,80.70480346679688
2015-08-27,82.45904541015625
2015-08-28,82.44049835205078
2015-08-31,80.39849853515625
2015-09-01,78.26371002197266
2015-09-02,79.33112335205078
2015-09-03,80.19432067871094
2015-09-04,79.27543640136719
2015-09-08,81.14103698730469
2015-09-09,79.79521179199219
2015-09-10,79.15473937988281
2015-09-11,78.60714721679688
2015-09-14,78.87629699707031
2015-09-15,79.67455291748047
2015-09-16,79.08049011230469
2015-09-17,79.84159088134766
2015-09-18,76.55583953857422
2015-09-21,76.3331069946289
2015-09-22,76.76004791259766
2015-09-23,78.1152114868164
2015-09-24,76.01751708984375
2015-09-25,73.74348449707031
2015-09-28,68.7127914428711
2015-09-29,68.75919342041016
2015-09-30,71.80360412597656
2015-10-01,71.55300903320312
2015-10-02,72.2955322265625
2015-10-05,73.18658447265625
2015-10-06,71.65509796142578
2015-10-07,71.9799575805664
2015-10-08,71.15390014648438
2015-10-09,72.3141098022461
2015-10-12,72.20272064208984
2015-10-13,70.41134643554688
2015-10-14,70.55984497070312
2015-10-15,67.02351379394531
2015-10-16,67.71035766601562
2015-10-19,68.23013305664062
2015-10-20,67.21842193603516
2015-10-21,66.08602142333984
2015-10-22,61.33378601074219
2015-10-23,64.02549743652344
2015-10-26,64.1183090209961
2015-10-27,63.85844421386719
2015-10-28,64.02549743652344
2015-10-29,62.837432861328125
2015-10-30,63.84916687011719
2015-11-02,64.7402114868164
2015-11-03,63.85844421386719
2015-11-04,63.737762451171875
2015-11-05,63.66350555419922
2015-11-06,64.94438934326172
2015-11-09,64.95365905761719
2015-11-10,65.04649353027344
2015-11-11,62.800315856933594
2015-11-12,60.4334716796875
2015-11-13,61.67721176147461
2015-11-16,62.373355865478516
2015-11-17,64.27610778808594
2015-11-18,65.16716003417969
2015-11-19,60.69335174560547
2015-11-20,62.577552795410156
2015-11-23,62.52186965942383
2015-11-24,64.0348129272461
2015-11-25,64.00694274902344
2015-11-27,64.46174621582031
2015-11-30,63.17155456542969
2015-12-01,66.04893493652344
2015-12-02,64.98152923583984
2015-12-03,62.54041290283203
2015-12-04,62.41975402832031
2015-12-07,61.64936447143555
2015-12-08,62.41975402832031
2015-12-09,62.54041290283203
2015-12-10,63.515010833740234
2015-12-11,61.53800582885742
2015-12-14,60.758323669433594
2015-12-15,60.943973541259766
2015-12-16,60.758323669433594
2015-12-17,60.09004211425781
2015-12-18,59.83943557739258
2015-12-21,62.75389862060547
2015-12-22,62.057769775390625
2015-12-23,64.54529571533203
2015-12-24,63.96980667114258
2015-12-28,63.153011322021484
2015-12-29,64.0348129272461
2015-12-30,63.52430725097656
2015-12-31,62.7724609375
