Date,LRCX
2015-01-02,6.795444488525391
2015-01-05,6.712477207183838
2015-01-06,6.600432872772217
2015-01-07,6.6346435546875
2015-01-08,6.806563377380371
2015-01-09,6.819391250610352
2015-01-12,6.612405300140381
2015-01-13,6.548258304595947
2015-01-14,6.504637241363525
2015-01-15,6.558522701263428
2015-01-16,6.635498523712158
2015-01-20,6.714188098907471
2015-01-21,6.845906734466553
2015-01-22,6.916042804718018
2015-01-23,6.878407955169678
2015-01-26,6.943413257598877
2015-01-27,6.855316638946533
2015-01-28,6.818535804748535
2015-01-29,6.831366539001465
2015-01-30,6.5379958152771
2015-02-02,6.556811809539795
2015-02-03,6.63977575302124
2015-02-04,6.623526096343994
2015-02-05,6.67398738861084
2015-02-06,6.68339729309082
2015-02-09,6.644052505493164
2015-02-10,6.892093658447266
2015-02-11,6.893803596496582
2015-02-12,6.937424659729004
2015-02-13,7.031508922576904
2015-02-17,7.005847454071045
2015-02-18,7.006705284118652
2015-02-19,7.105064392089844
2015-02-20,7.170923233032227
2015-02-23,7.114475250244141
2015-02-24,7.204280853271484
2015-02-25,7.144406795501709
2015-02-26,7.131580829620361
2015-02-27,7.052892684936523
2015-03-02,7.225663185119629
2015-03-03,6.995586395263672
2015-03-04,6.916895389556885
2015-03-05,6.908344745635986
2015-03-06,6.857027053833008
2015-03-09,6.924746990203857
2015-03-10,6.6830058097839355
2015-03-11,6.709582805633545
2015-03-12,6.662432670593262
2015-03-13,6.747298240661621
2015-03-16,6.848451614379883
2015-03-17,6.770443439483643
2015-03-18,6.642716884613037
2015-03-19,6.7678728103637695
2015-03-20,6.791875839233398
2015-03-23,6.723298072814941
2015-03-24,6.751584529876709
2015-03-25,6.236387729644775
2015-03-26,6.099229335784912
2015-03-27,6.175522804260254
2015-03-30,6.188379764556885
2015-03-31,6.021221160888672
2015-04-01,6.02293586730957
2015-04-02,6.064940452575684
2015-04-06,6.202097415924072
2015-04-07,6.1009440422058105
2015-04-08,6.243244647979736
2015-04-09,6.271533012390137
2015-04-10,6.266391277313232
2015-04-13,6.232100486755371
2015-04-14,6.172094821929932
2015-04-15,6.208099365234375
2015-04-16,6.1540913581848145
2015-04-17,6.057226181030273
2015-04-20,6.17123556137085
2015-04-21,6.672719478607178
2015-04-22,6.717295169830322
2015-04-23,6.607569694519043
2015-04-24,6.574994087219238
2015-04-27,6.543276786804199
2015-04-28,6.548421859741211
2015-04-29,6.547563552856445
2015-04-30,6.478984832763672
2015-05-01,6.620428562164307
2015-05-04,6.591282844543457
2015-05-05,6.480698585510254
2015-05-06,6.446409702301025
2015-05-07,6.467841625213623
2015-05-08,6.602426052093506
2015-05-11,6.695864677429199
2015-05-12,6.583568096160889
2015-05-13,6.6212873458862305
2015-05-14,6.7078657150268555
2015-05-15,6.749014854431152
2015-05-18,6.811593532562256
2015-05-19,6.924746990203857
2015-05-20,6.888742923736572
2015-05-21,6.963323593139648
2015-05-22,6.950462818145752
2015-05-26,6.893030643463135
2015-05-27,7.08590841293335
2015-05-28,7.061903953552246
2015-05-29,7.050759792327881
2015-06-01,7.148488521575928
2015-06-02,7.139057159423828
2015-06-03,7.1596293449401855
2015-06-04,7.112483024597168
2015-06-05,7.152771472930908
2015-06-08,7.076201915740967
2015-06-09,7.052973747253418
2015-06-10,7.109755516052246
2015-06-11,7.101149082183838
2015-06-12,7.008238315582275
2015-06-15,6.991030216217041
2015-06-16,7.102013111114502
2015-06-17,7.076201915740967
2015-06-18,7.215575695037842
2015-06-19,7.160513401031494
2015-06-22,7.198367595672607
2015-06-23,7.207833290100098
2015-06-24,7.158793926239014
2015-06-25,7.203530311584473
2015-06-26,7.128681659698486
2015-06-29,6.899835586547852
2015-06-30,6.99877405166626
2015-07-01,7.0779242515563965
2015-07-02,7.160513401031494
2015-07-06,6.980706214904785
2015-07-07,6.896394729614258
2015-07-08,6.706260681152344
2015-07-09,6.678730010986328
2015-07-10,6.756160736083984
2015-07-13,6.81982421875
2015-07-14,6.869723320007324
2015-07-15,6.838752746582031
2015-07-16,6.654640197753906
2015-07-17,6.646897792816162
2015-07-20,6.631411552429199
2015-07-21,6.656362533569336
2015-07-22,6.579792499542236
2015-07-23,6.626250267028809
2015-07-24,6.491180419921875
2015-07-27,6.491180419921875
2015-07-28,6.689053535461426
2015-07-29,6.6821722984313965
2015-07-30,6.759601593017578
2015-07-31,6.613345146179199
2015-08-03,6.5161285400390625
2015-08-04,6.288141250610352
2015-08-05,6.370733737945557
