Date,WMB
2015-01-02,24.092252731323242
2015-01-05,23.138580322265625
2015-01-06,22.824235916137695
2015-01-07,22.701692581176758
2015-01-08,22.920137405395508
2015-01-09,22.63243865966797
2015-01-12,21.993099212646484
2015-01-13,21.81195831298828
2015-01-14,22.126296997070312
2015-01-15,22.179574966430664
2015-01-16,22.376697540283203
2015-01-20,22.424654006958008
2015-01-21,22.78694725036621
2015-01-22,23.07997703552246
2015-01-23,23.09595489501953
2015-01-26,23.309064865112305
2015-01-27,23.420948028564453
2015-01-28,22.64841651916504
2015-01-29,23.223819732666016
2015-01-30,23.36766815185547
2015-02-02,23.884469985961914
2015-02-03,24.550443649291992
2015-02-04,24.166839599609375
2015-02-05,24.720928192138672
2015-02-06,24.71027374267578
2015-02-09,24.534454345703125
2015-02-10,25.227067947387695
2015-02-11,25.115184783935547
2015-02-12,25.55739402770996
2015-02-13,26.32459259033203
2015-02-17,26.452457427978516
2015-02-18,25.935665130615234
2015-02-19,26.32459259033203
2015-02-20,26.090173721313477
2015-02-23,26.186065673828125
2015-02-24,26.2659854888916
2015-02-25,26.30861473083496
2015-02-26,26.004928588867188
2015-02-27,26.127466201782227
2015-03-02,26.12213134765625
2015-03-03,26.186065673828125
2015-03-04,26.052875518798828
2015-03-05,25.56271743774414
2015-03-06,25.46149444580078
2015-03-09,25.738534927368164
2015-03-10,25.408203125
2015-03-11,24.938987731933594
2015-03-12,25.00909996032715
2015-03-13,24.885051727294922
2015-03-16,25.208662033081055
2015-03-17,25.235626220703125
2015-03-18,26.136314392089844
2015-03-19,25.850473403930664
2015-03-20,26.039241790771484
2015-03-23,26.465322494506836
2015-03-24,26.249582290649414
2015-03-25,26.459924697875977
2015-03-26,26.56778907775879
2015-03-27,26.57857322692871
2015-03-30,27.31207275390625
2015-03-31,27.28510856628418
2015-04-01,26.993865966796875
2015-04-02,27.12870216369629
2015-04-06,27.12870216369629
2015-04-07,27.25274658203125
2015-04-08,27.123308181762695
2015-04-09,27.35521697998047
2015-04-10,27.441518783569336
2015-04-13,27.139484405517578
2015-04-14,27.392972946166992
2015-04-15,27.948503494262695
2015-04-16,28.088722229003906
2015-04-17,27.894563674926758
2015-04-20,28.16422462463379
2015-04-21,27.80286407470703
2015-04-22,28.347606658935547
2015-04-23,28.34221839904785
2015-04-24,28.352994918823242
2015-04-27,27.921527862548828
2015-04-28,28.002426147460938
2015-04-29,28.34221839904785
2015-04-30,27.60871696472168
2015-05-01,27.576343536376953
2015-05-04,27.446910858154297
2015-05-05,26.697233200073242
2015-05-06,26.664867401123047
2015-05-07,26.805099487304688
2015-05-08,27.473876953125
2015-05-11,26.77273941040039
2015-05-12,27.02083396911621
2015-05-13,28.69817352294922
2015-05-14,28.708961486816406
2015-05-15,29.016387939453125
2015-05-18,28.957063674926758
2015-05-19,28.628053665161133
2015-05-20,28.681987762451172
2015-05-21,28.644248962402344
2015-05-22,28.579517364501953
2015-05-26,28.19119644165039
2015-05-27,27.98085594177246
2015-05-28,27.657241821289062
2015-05-29,27.560169219970703
2015-06-01,27.67882537841797
2015-06-02,27.635679244995117
2015-06-03,26.918359756469727
2015-06-04,26.168676376342773
2015-06-05,26.30350685119629
2015-06-08,26.125530242919922
2015-06-09,25.979904174804688
2015-06-10,25.985368728637695
2015-06-11,25.958070755004883
2015-06-12,25.65774917602539
2015-06-15,25.963531494140625
2015-06-16,26.1710262298584
2015-06-17,26.509559631347656
2015-06-18,26.738893508911133
2015-06-19,26.39488983154297
2015-06-22,33.23112869262695
2015-06-23,32.182762145996094
2015-06-24,31.32549476623535
2015-06-25,30.167932510375977
2015-06-26,31.189001083374023
2015-06-29,30.784936904907227
2015-06-30,31.3364200592041
2015-07-01,31.401952743530273
2015-07-02,31.45108985900879
2015-07-06,31.1944580078125
2015-07-07,31.063405990600586
2015-07-08,30.582902908325195
2015-07-09,30.823163986206055
2015-07-10,31.60943603515625
2015-07-13,31.79507827758789
2015-07-14,31.685876846313477
