Date,HRL
2015-01-02,19.353487014770508
2015-01-05,19.008560180664062
2015-01-06,18.8660888671875
2015-01-07,19.17352294921875
2015-01-08,19.379732131958008
2015-01-09,19.226009368896484
2015-01-12,18.941070556640625
2015-01-13,19.008560180664062
2015-01-14,18.967321395874023
2015-01-15,19.193384170532227
2015-01-16,19.400611877441406
2015-01-20,19.577713012695312
2015-01-21,19.96579360961914
2015-01-22,20.2446231842041
2015-01-23,20.1014404296875
2015-01-26,20.067522048950195
2015-01-27,19.946962356567383
2015-01-28,19.743492126464844
2015-01-29,19.796239852905273
2015-01-30,19.298892974853516
2015-02-02,19.494810104370117
2015-02-03,19.694517135620117
2015-02-04,20.33127212524414
2015-02-05,20.350122451782227
2015-02-06,20.18809700012207
2015-02-09,20.003469467163086
2015-02-10,20.36895751953125
2015-02-11,20.319976806640625
2015-02-12,20.410400390625
2015-02-13,20.998180389404297
2015-02-17,20.99064826965332
2015-02-18,21.152666091918945
2015-02-19,21.721609115600586
2015-02-20,21.823339462280273
2015-02-23,21.778133392333984
2015-02-24,21.766826629638672
2015-02-25,22.053178787231445
2015-02-26,22.026809692382812
2015-02-27,22.04564094543457
2015-03-02,22.04564094543457
2015-03-03,21.99289894104004
2015-03-04,21.83464813232422
2015-03-05,21.83087921142578
2015-03-06,21.38627052307129
2015-03-09,21.706541061401367
2015-03-10,21.194116592407227
2015-03-11,20.813568115234375
2015-03-12,21.0848445892334
2015-03-13,20.817325592041016
2015-03-16,20.968040466308594
2015-03-17,20.82863426208496
2015-03-18,21.13006019592285
2015-03-19,21.09615135192871
2015-03-20,21.401342391967773
2015-03-23,21.46916961669922
2015-03-24,21.269468307495117
2015-03-25,21.348590850830078
2015-03-26,21.348590850830078
2015-03-27,21.574665069580078
2015-03-30,21.612342834472656
2015-03-31,21.42018699645996
2015-04-01,21.514381408691406
2015-04-02,21.634952545166016
2015-04-06,21.78566551208496
2015-04-07,21.849712371826172
2015-04-08,21.940141677856445
2015-04-09,21.864789962768555
2015-04-10,21.838415145874023
2015-04-13,21.61988067626953
2015-04-14,21.898698806762695
2015-04-15,21.710311889648438
2015-04-16,21.744367599487305
2015-04-17,21.32431411743164
2015-04-20,21.33945083618164
2015-04-21,20.84749412536621
2015-04-22,20.881553649902344
2015-04-23,20.768030166625977
2015-04-24,20.756669998168945
2015-04-27,20.718833923339844
2015-04-28,20.821001052856445
2015-04-29,20.65450096130371
2015-04-30,20.567455291748047
2015-05-01,20.91939353942871
2015-05-04,21.093473434448242
2015-05-05,21.051841735839844
2015-05-06,20.84749412536621
2015-05-07,20.953454971313477
2015-05-08,21.180513381958008
2015-05-11,21.11617660522461
2015-05-12,21.10103988647461
2015-05-13,21.180513381958008
2015-05-14,21.464332580566406
2015-05-15,21.44540786743164
2015-05-18,21.085901260375977
2015-05-19,21.112394332885742
2015-05-20,22.001693725585938
2015-05-21,21.76706886291504
2015-05-22,21.540010452270508
2015-05-26,21.422704696655273
2015-05-27,22.111440658569336
