Date,IP
2015-01-02,31.3826961517334
2015-01-05,30.887554168701172
2015-01-06,30.46903419494629
2015-01-07,30.415977478027344
2015-01-08,31.45931053161621
2015-01-09,31.276596069335938
2015-01-12,31.3649959564209
2015-01-13,31.418062210083008
2015-01-14,31.482887268066406
2015-01-15,31.45931053161621
2015-01-16,31.877822875976562
2015-01-20,31.96625328063965
2015-01-21,32.17845153808594
2015-01-22,32.52622985839844
2015-01-23,31.871919631958008
2015-01-26,32.18434143066406
2015-01-27,31.70098876953125
2015-01-28,31.33552360534668
2015-01-29,31.541837692260742
2015-01-30,31.040822982788086
2015-02-02,31.10563850402832
2015-02-03,31.671537399291992
2015-02-04,32.042869567871094
2015-02-05,32.40243911743164
2015-02-06,32.11361312866211
2015-02-09,31.95446014404297
2015-02-10,32.74434280395508
2015-02-11,32.95808410644531
2015-02-12,33.95554733276367
2015-02-13,34.02680206298828
2015-02-17,33.83085632324219
2015-02-18,33.99710464477539
2015-02-19,33.747745513916016
2015-02-20,34.19304275512695
2015-02-23,34.08617401123047
2015-02-24,33.70022964477539
2015-02-25,33.729923248291016
2015-02-26,33.70022964477539
2015-02-27,33.49243927001953
2015-03-02,33.83085632324219
2015-03-03,33.623050689697266
2015-03-04,33.391502380371094
2015-03-05,32.99370574951172
2015-03-06,32.76808547973633
2015-03-09,32.68495559692383
2015-03-10,32.23371887207031
2015-03-11,32.08530044555664
2015-03-12,32.57215118408203
2015-03-13,32.471214294433594
2015-03-16,32.55435562133789
2015-03-17,32.49496841430664
2015-03-18,32.732452392578125
2015-03-19,32.20996856689453
2015-03-20,32.85714340209961
2015-03-23,32.453399658203125
2015-03-24,32.41777420043945
2015-03-25,32.002166748046875
2015-03-26,32.18622589111328
2015-03-27,32.31090545654297
2015-03-30,32.77996063232422
2015-03-31,32.94620132446289
2015-04-01,32.59590148925781
2015-04-02,32.4593391418457
2015-04-06,32.24558639526367
2015-04-07,32.043739318847656
2015-04-08,32.35247039794922
2015-04-09,32.35247039794922
2015-04-10,33.41524124145508
2015-04-13,33.02337646484375
2015-04-14,32.655269622802734
2015-04-15,32.49496841430664
2015-04-16,32.4593391418457
2015-04-17,32.09122085571289
2015-04-20,32.44746398925781
2015-04-21,31.182815551757812
2015-04-22,31.49156379699707
2015-04-23,31.396568298339844
2015-04-24,31.865604400634766
2015-04-27,31.657804489135742
2015-04-28,31.740917205810547
2015-04-29,31.509376525878906
2015-04-30,31.895294189453125
2015-05-01,32.07935333251953
2015-05-04,31.90717887878418
2015-05-05,30.250656127929688
2015-05-06,30.76127052307129
2015-05-07,30.874080657958984
2015-05-08,31.16499900817871
2015-05-11,31.384681701660156
2015-05-12,30.945323944091797
2015-05-13,31.206560134887695
2015-05-14,31.835927963256836
2015-05-15,31.628124237060547
2015-05-18,31.835927963256836
2015-05-19,31.835927963256836
2015-05-20,31.610313415527344
2015-05-21,31.76584815979004
2015-05-22,31.76584815979004
2015-05-26,31.41887092590332
2015-05-27,31.65218162536621
2015-05-28,31.53253936767578
2015-05-29,31.00609588623047
2015-06-01,31.00011444091797
2015-06-02,30.61126708984375
2015-06-03,30.653139114379883
2015-06-04,30.59930419921875
2015-06-05,30.61126708984375
2015-06-08,30.22840118408203
2015-06-09,30.12670135498047
2015-06-10,30.449745178222656
2015-06-11,30.838584899902344
2015-06-12,30.59930419921875
2015-06-15,30.25233268737793
2015-06-16,30.234375
2015-06-17,30.461706161499023
2015-06-18,30.53349494934082
2015-06-19,30.593307495117188
2015-06-22,29.713924407958984
2015-06-23,29.492576599121094
2015-06-24,29.366960525512695
2015-06-25,28.936233520507812
2015-06-26,28.86444854736328
2015-06-29,28.53542137145996
2015-06-30,28.469614028930664
2015-07-01,29.04391098022461
2015-07-02,28.690959930419922
2015-07-06,28.517473220825195
2015-07-07,28.714885711669922
2015-07-08,28.00897789001465
2015-07-09,27.877382278442383
2015-07-10,28.080766677856445
2015-07-13,28.595239639282227
2015-07-14,28.565322875976562
2015-07-15,28.24826431274414
2015-07-16,28.780689239501953
2015-07-17,28.49951934814453
2015-07-20,29.103729248046875
2015-07-21,28.768720626831055
2015-07-22,29.19945526123047
2015-07-23,29.079801559448242
2015-07-24,28.565322875976562
2015-07-27,28.33202362060547
2015-07-28,29.151599884033203
2015-07-29,28.110675811767578
2015-07-30,28.3978214263916
2015-07-31,28.637123107910156
2015-08-03,28.320056915283203
2015-08-04,28.361921310424805
2015-08-05,28.589263916015625
2015-08-06,28.278179168701172
2015-08-07,28.439699172973633
2015-08-10,28.708900451660156
2015-08-11,28.278179168701172
2015-08-12,28.447111129760742
2015-08-13,28.278179168701172
2015-08-14,28.54364013671875
2015-08-17,29.056474685668945
2015-08-18,28.718616485595703
2015-08-19,28.368688583374023
2015-08-20,27.76534080505371
2015-08-21,26.733652114868164
2015-08-24,25.345989227294922
2015-08-25,24.543554306030273
2015-08-26,25.345989227294922
2015-08-27,26.033788681030273
2015-08-28,26.38371467590332
2015-08-31,26.027746200561523
2015-09-01,25.152921676635742
2015-09-02,25.327884674072266
2015-09-03,25.430448532104492
2015-09-04,25.158950805664062
2015-09-08,25.907073974609375
2015-09-09,25.333913803100586
2015-09-10,25.231351852416992
2015-09-11,25.122753143310547
2015-09-14,25.03828239440918
2015-09-15,24.796958923339844
2015-09-16,24.863323211669922
2015-09-17,24.682315826416016
2015-09-18,24.38668441772461
2015-09-21,24.338422775268555
2015-09-22,23.87384796142578
2015-09-23,23.68681526184082
