date,XEC
2015-07-01,106.90692173855
2015-07-02,106.30309560651
2015-07-06,104.52131357753
2015-07-07,105.68937068542
2015-07-08,102.64054365806
2015-07-09,104.59060510088
2015-07-10,104.21445111699
2015-07-13,105.23402638912
2015-07-14,107.90669943259
2015-07-15,104.98655666288
2015-07-16,104.42232568703
2015-07-17,102.50196061136
2015-07-20,100.54200037949
2015-07-21,102.11590783841
2015-07-22,102.57125213471
2015-07-23,104.05607049219
2015-07-24,102.15550299461
2015-07-27,98.938396553408
2015-07-28,101.35370108158
2015-07-29,104.72918814758
2015-07-30,104.69949178043
2015-07-31,103.0661915872
2015-08-03,101.36359987063
2015-08-04,103.2839649463
2015-08-05,107.02570720715
2015-08-06,111.70783442773
2015-08-07,109.78746935206
2015-08-10,113.71728860486
2015-08-11,113.41042614431
2015-08-12,117.7559945372
2015-08-13,114.33631287766
2015-08-14,115.31761283214
2015-08-17,114.2669280324
2015-08-18,116.25926430361
2015-08-19,111.40232513498
2015-08-20,108.75578889412
2015-08-21,105.56408601189
2015-08-24,98.060610602403
2015-08-25,98.318325741962
2015-08-26,100.12233171888
2015-08-27,104.20612546882
2015-08-28,106.80310110592
2015-08-31,109.53884643355
2015-09-01,104.68190726493
2015-09-02,107.02116776247
2015-09-03,107.23923441902
2015-09-04,106.33723143056
2015-09-08,109.59831915807
2015-09-09,106.95178291721
2015-09-10,107.75466469814
2015-09-11,105.05856785352
2015-09-14,103.09596794457
2015-09-15,104.1070042613
2015-09-16,108.29983133952
2015-09-17,108.04211619996
2015-09-18,103.05631946156
2015-09-21,102.67965887297
2015-09-22,102.73913159748
2015-09-23,101.00451046583
2015-09-24,101.55958922796
2015-09-25,100.96486198282
2015-09-28,96.811683387614
2015-09-29,98.65533784754
2015-09-30,101.57941346947
2015-10-01,102.85807704651
2015-10-02,108.10158892447
2015-10-05,111.15452211618
2015-10-06,112.51248265924
2015-10-07,116.63592489219
2015-10-08,121.12611559298
2015-10-09,121.49286406082
2015-10-12,120.47191562333
2015-10-13,117.68660969194
2015-10-14,118.94544902748
2015-10-15,120.80892772891
2015-10-16,121.87943677016
2015-10-19,115.50594312643
2015-10-20,114.76253407001
2015-10-21,113.81097047779
2015-10-22,116.78460670348
2015-10-23,116.00154916405
2015-10-26,113.14685838739
2015-10-27,111.99705238012
2015-10-28,115.50594312643
2015-10-29,116.77469458273
2015-10-30,117.02249760153
2015-11-02,116.26917642436
2015-11-03,119.65912172164
2015-11-04,117.55775212216
2015-11-05,114.92112800205
2015-11-06,116.72513397896
2015-11-09,116.31873702812
2015-11-10,116.74495822047
2015-11-11,114.64073010087
2015-11-12,111.7821560516
2015-11-13,111.87148649064
2015-11-16,116.50674371636
2015-11-17,115.65314174332
2015-11-18,117.74744425858
2015-11-19,114.46206922279
2015-11-20,114.14444988398
2015-11-23,117.69781623689
2015-11-24,121.12214973341
2015-11-25,119.80204435649
2015-11-27,117.15190799832
2015-11-30,118.13454282775
2015-12-01,121.38021544619
2015-12-02,115.00797746137
2015-12-03,114.51169724448
2015-12-04,112.95337736345
2015-12-07,105.181629167
2015-12-08,104.1295151072
2015-12-09,103.40494599055
2015-12-10,105.6282813622
2015-12-11,100.61585117165
2015-12-14,101.42975072734
2015-12-15,104.30817598528
2015-12-16,99.811877220289
2015-12-17,95.027735929499
2015-12-18,90.144338595332
2015-12-21,85.538858182622
2015-12-22,84.635628187888
2015-12-23,91.593476828642
2015-12-24,90.918535733676
2015-12-28,88.635646735996
2015-12-29,89.777091234836
2015-12-30,88.844084427089
2015-12-31,88.715051570698
