Date,KMX
2015-01-02,66.47000122070312
2015-01-05,64.58000183105469
2015-01-06,63.77000045776367
2015-01-07,64.77999877929688
2015-01-08,66.08999633789062
2015-01-09,65.04000091552734
2015-01-12,64.3499984741211
2015-01-13,64.2699966430664
2015-01-14,63.41999816894531
2015-01-15,62.22999954223633
2015-01-16,63.5099983215332
2015-01-20,62.810001373291016
2015-01-21,63.0099983215332
2015-01-22,64.23999786376953
2015-01-23,64.87000274658203
2015-01-26,64.7699966430664
2015-01-27,63.70000076293945
2015-01-28,62.529998779296875
2015-01-29,63.310001373291016
2015-01-30,62.099998474121094
2015-02-02,62.529998779296875
2015-02-03,63.75
2015-02-04,64.45999908447266
2015-02-05,64.52999877929688
2015-02-06,64.41999816894531
2015-02-09,64.55000305175781
2015-02-10,65.66999816894531
2015-02-11,65.97000122070312
2015-02-12,66.58000183105469
2015-02-13,67.68000030517578
2015-02-17,67.4800033569336
2015-02-18,67.51000213623047
2015-02-19,68.30000305175781
2015-02-20,68.12999725341797
2015-02-23,67.61000061035156
2015-02-24,67.27999877929688
2015-02-25,68.0999984741211
2015-02-26,67.7300033569336
2015-02-27,67.11000061035156
2015-03-02,67.7699966430664
2015-03-03,67.38999938964844
2015-03-04,64.69000244140625
2015-03-05,64.62000274658203
2015-03-06,63.0
2015-03-09,63.20000076293945
2015-03-10,62.150001525878906
2015-03-11,62.0
2015-03-12,62.45000076293945
2015-03-13,63.31999969482422
2015-03-16,64.18000030517578
2015-03-17,64.72000122070312
2015-03-18,65.4800033569336
2015-03-19,65.63999938964844
2015-03-20,66.55000305175781
2015-03-23,66.44999694824219
2015-03-24,67.30000305175781
2015-03-25,66.3499984741211
2015-03-26,65.80000305175781
2015-03-27,66.69000244140625
2015-03-30,69.22000122070312
2015-03-31,69.01000213623047
2015-04-01,68.38999938964844
2015-04-02,74.7300033569336
2015-04-06,73.94999694824219
2015-04-07,73.41999816894531
2015-04-08,74.06999969482422
2015-04-09,74.11000061035156
2015-04-10,73.19000244140625
2015-04-13,73.01000213623047
2015-04-14,72.45999908447266
2015-04-15,72.4000015258789
2015-04-16,71.68000030517578
2015-04-17,70.61000061035156
2015-04-20,70.97000122070312
2015-04-21,70.87999725341797
2015-04-22,70.83999633789062
2015-04-23,70.72000122070312
2015-04-24,69.97000122070312
2015-04-27,68.80999755859375
2015-04-28,69.38999938964844
2015-04-29,68.76000213623047
2015-04-30,68.11000061035156
2015-05-01,69.80999755859375
2015-05-04,71.33000183105469
2015-05-05,70.30000305175781
2015-05-06,69.97000122070312
2015-05-07,70.83999633789062
2015-05-08,71.52999877929688
2015-05-11,71.3499984741211
2015-05-12,71.2699966430664
2015-05-13,71.11000061035156
2015-05-14,71.72000122070312
2015-05-15,72.26000213623047
2015-05-18,73.0
2015-05-19,72.26000213623047
2015-05-20,72.30000305175781
2015-05-21,72.51000213623047
2015-05-22,72.41000366210938
2015-05-26,71.70999908447266
2015-05-27,72.83999633789062
2015-05-28,72.37999725341797
2015-05-29,71.04000091552734
2015-06-01,71.69999694824219
2015-06-02,72.0999984741211
2015-06-03,72.80999755859375
2015-06-04,73.08999633789062
2015-06-05,73.69999694824219
2015-06-08,72.16000366210938
2015-06-09,72.58999633789062
2015-06-10,73.1500015258789
2015-06-11,72.77999877929688
2015-06-12,72.86000061035156
2015-06-15,71.55000305175781
2015-06-16,72.19999694824219
2015-06-17,72.27999877929688
2015-06-18,71.95999908447266
2015-06-19,69.2699966430664
2015-06-22,68.02999877929688
2015-06-23,68.7300033569336
2015-06-24,68.12000274658203
2015-06-25,68.06999969482422
2015-06-26,68.41000366210938
2015-06-29,66.3499984741211
2015-06-30,66.20999908447266
2015-07-01,67.04000091552734
2015-07-02,66.66999816894531
2015-07-06,66.31999969482422
2015-07-07,66.5999984741211
2015-07-08,65.56999969482422
2015-07-09,66.25
2015-07-10,66.91999816894531
2015-07-13,68.2699966430664
2015-07-14,68.0199966430664
2015-07-15,67.55000305175781
2015-07-16,68.87000274658203
2015-07-17,67.94999694824219
2015-07-20,68.16999816894531
2015-07-21,66.87999725341797
2015-07-22,66.31999969482422
2015-07-23,65.19000244140625
2015-07-24,63.18000030517578
2015-07-27,61.959999084472656
2015-07-28,62.66999816894531
2015-07-29,64.26000213623047
2015-07-30,63.9900016784668
2015-07-31,64.51000213623047
2015-08-03,64.12999725341797
2015-08-04,64.76000213623047
2015-08-05,64.7699966430664
2015-08-06,62.099998474121094
2015-08-07,62.150001525878906
2015-08-10,63.40999984741211
2015-08-11,62.7599983215332
2015-08-12,62.5099983215332
2015-08-13,62.619998931884766
2015-08-14,63.130001068115234
2015-08-17,63.529998779296875
2015-08-18,63.5
2015-08-19,62.529998779296875
2015-08-20,61.31999969482422
2015-08-21,59.58000183105469
2015-08-24,57.70000076293945
2015-08-25,57.18000030517578
2015-08-26,58.5
2015-08-27,60.0
2015-08-28,61.02000045776367
2015-08-31,61.0
2015-09-01,58.560001373291016
2015-09-02,59.84000015258789
2015-09-03,60.58000183105469
2015-09-04,60.02000045776367
2015-09-08,60.11000061035156
2015-09-09,59.58000183105469
2015-09-10,59.81999969482422
2015-09-11,60.209999084472656
2015-09-14,58.9900016784668
2015-09-15,60.81999969482422
2015-09-16,62.060001373291016
2015-09-17,61.959999084472656
2015-09-18,60.27000045776367
2015-09-21,62.65999984741211
2015-09-22,59.720001220703125
2015-09-23,59.31999969482422
2015-09-24,59.06999969482422
2015-09-25,59.72999954223633
2015-09-28,57.900001525878906
2015-09-29,57.959999084472656
2015-09-30,59.31999969482422
2015-10-01,58.650001525878906
2015-10-02,59.779998779296875
2015-10-05,60.47999954223633
2015-10-06,59.220001220703125
2015-10-07,59.47999954223633
2015-10-08,59.959999084472656
2015-10-09,58.77000045776367
2015-10-12,57.34000015258789
2015-10-13,56.90999984741211
2015-10-14,56.77000045776367
2015-10-15,56.97999954223633
2015-10-16,56.18000030517578
2015-10-19,56.849998474121094
2015-10-20,56.95000076293945
2015-10-21,57.29999923706055
2015-10-22,58.2400016784668
2015-10-23,58.04999923706055
2015-10-26,58.790000915527344
2015-10-27,58.209999084472656
2015-10-28,57.869998931884766
2015-10-29,58.40999984741211
2015-10-30,59.0099983215332
2015-11-02,58.77000045776367
2015-11-03,57.959999084472656
2015-11-04,57.150001525878906
2015-11-05,57.060001373291016
2015-11-06,57.29999923706055
2015-11-09,56.45000076293945
2015-11-10,56.5
2015-11-11,56.02000045776367
2015-11-12,55.45000076293945
2015-11-13,53.97999954223633
2015-11-16,55.02000045776367
2015-11-17,55.619998931884766
2015-11-18,56.68000030517578
2015-11-19,56.349998474121094
2015-11-20,57.40999984741211
2015-11-23,56.630001068115234
2015-11-24,57.310001373291016
2015-11-25,57.88999938964844
2015-11-27,57.40999984741211
2015-11-30,57.29999923706055
2015-12-01,57.2599983215332
2015-12-02,57.97999954223633
2015-12-03,58.220001220703125
2015-12-04,59.220001220703125
2015-12-07,58.689998626708984
2015-12-08,59.25
2015-12-09,58.86000061035156
2015-12-10,58.650001525878906
2015-12-11,57.47999954223633
2015-12-14,57.86000061035156
2015-12-15,58.66999816894531
2015-12-16,58.65999984741211
2015-12-17,57.150001525878906
2015-12-18,53.4900016784668
2015-12-21,52.529998779296875
2015-12-22,51.619998931884766
2015-12-23,53.619998931884766
2015-12-24,53.22999954223633
2015-12-28,53.18000030517578
