date,BLL
2015-01-02,33.437103146885
2015-01-05,32.707762147195
2015-01-06,32.154637764879
2015-01-07,32.438542315094
2015-01-08,32.996561603448
2015-01-09,32.345539100368
2015-01-12,32.203586825261
2015-01-13,32.046949832039
2015-01-14,32.061634550153
2015-01-15,31.797309624091
2015-01-16,31.753255469747
2015-01-20,31.709201315404
2015-01-21,31.993105865619
2015-01-22,32.345539100368
2015-01-23,31.268659771966
2015-01-26,31.405717141036
2015-01-27,31.253975053852
2015-01-28,31.028809376095
2015-01-29,31.263764865928
2015-01-30,30.999439939866
2015-02-02,31.508510167838
2015-02-03,31.98821095958
2015-02-04,32.379803442636
2015-02-05,35.258008193092
2015-02-06,34.562931535669
2015-02-09,34.562931535669
2015-02-10,35.194374414596
2015-02-11,35.439119716505
2015-02-12,36.241884306769
2015-02-13,36.677530944168
2015-02-17,36.413206018105
2015-02-18,37.769094990684
2015-02-19,36.148881092043
2015-02-20,35.825817293522
2015-02-23,36.099932031661
2015-02-24,35.517438213116
2015-02-25,35.321641971589
2015-02-26,35.512543307078
2015-02-27,35.164381117793
2015-03-02,35.630231934442
2015-03-03,35.453698993396
2015-03-04,34.963329712713
2015-03-05,34.811315235701
2015-03-06,34.727952457985
2015-03-09,34.492575203257
2015-03-10,34.335657033438
2015-03-11,33.820769288721
2015-03-12,34.296427490984
2015-03-13,33.918843144858
2015-03-16,34.526901052905
2015-03-17,34.19344994204
2015-03-18,34.791700464474
2015-03-19,34.605360137814
2015-03-20,34.914292784645
2015-03-23,35.18399588902
2015-03-24,35.066307261656
2015-03-25,34.39450134712
2015-03-26,34.203257327654
2015-03-27,33.997302229767
2015-03-30,34.76718200044
2015-03-31,34.639685987462
2015-04-01,34.47296043203
2015-04-02,34.512189974484
2015-04-06,35.375239908487
2015-04-07,34.96823340552
2015-04-08,35.586098699181
2015-04-09,35.35562513726
2015-04-10,35.512543307078
2015-04-13,35.581195006374
2015-04-14,35.752824254613
2015-04-15,35.561580235147
2015-04-16,35.18399588902
2015-04-17,35.208514353055
2015-04-20,35.360528830066
2015-04-21,35.336010366032
2015-04-22,35.296780823578
2015-04-23,35.537061771112
2015-04-24,36.56193356774
2015-04-27,36.586452031774
2015-04-28,36.503089254058
2015-04-29,36.208867685648
2015-04-30,35.998008894955
2015-05-01,36.503089254058
2015-05-04,36.733562815979
2015-05-05,35.796957489874
2015-05-06,35.409565758135
2015-05-07,35.134958960952
2015-05-08,35.453698993396
2015-05-11,35.27716605235
2015-05-12,34.894678013417
2015-05-13,35.066307261656
2015-05-14,35.291877130771
2015-05-15,35.801861182681
2015-05-18,36.130408600739
2015-05-19,35.899935038818
2015-05-20,35.767535333033
2015-05-21,35.55667654234
2015-05-22,35.733209483386
2015-05-26,35.144766346566
2015-05-27,35.458602686203
2015-05-28,35.301684516384
2015-05-29,34.874291453077
2015-06-01,35.090444266704
2015-06-02,34.874291453077
2015-06-03,35.09535683065
2015-06-04,34.60901299999
2015-06-05,34.820253249671
2015-06-08,35.183782981679
2015-06-09,35.026580935405
2015-06-10,35.262384004816
2015-06-11,35.74381527153
2015-06-12,35.41958605109
2015-06-15,35.144482470111
2015-06-16,35.021668371459
2015-06-17,35.110094522488
2015-06-18,35.414673487144
2015-06-19,35.562050405526
2015-06-22,35.601350917094
2015-06-23,35.601350917094
2015-06-24,35.488361946335
2015-06-25,35.640651428663
2015-06-26,35.665214248393
2015-06-29,34.938154784376
2015-06-30,34.461636081608
2015-07-01,35.193608109571
2015-07-02,35.198520673517
2015-07-06,35.002018115675
2015-07-07,35.115007086434
2015-07-08,34.206182756413
2015-07-09,34.225833012197
2015-07-10,34.461636081608
2015-07-13,34.63357581972
2015-07-14,34.697439151019
2015-07-15,35.164132725895
2015-07-16,35.399935795306
2015-07-17,35.129744778272
2015-07-20,34.441985825824
2015-07-21,33.77387712916
2015-07-22,33.626500210778
2015-07-23,33.145068944064
2015-07-24,32.919091002546
2015-07-27,32.737326136541
2015-07-28,33.233495095093
2015-07-29,33.768964565214
2015-07-30,34.161969680899
2015-07-31,33.326833810068
2015-08-03,33.061555356981
2015-08-04,33.302270990338
2015-08-05,33.533161495803
2015-08-06,34.053893274085
2015-08-07,34.053893274085
2015-08-10,34.810428121778
2015-08-11,34.461636081608
2015-08-12,34.235658140089
2015-08-13,34.564799924475
2015-08-14,35.227996057194
2015-08-17,35.203433237463
2015-08-18,35.178870417733
2015-08-19,34.707264278911
2015-08-20,33.857390716243
2015-08-21,32.992779461736
2015-08-24,31.833414370466
2015-08-25,31.238994132993
2015-08-26,31.366720795591
2015-08-27,32.363971276641
2015-08-28,32.742238700487
2015-08-31,32.441986661893
2015-09-01,31.693817647691
2015-09-02,31.944848040614
2015-09-03,32.589651598907
2015-09-04,31.50677539414
2015-09-08,32.919436624904
2015-09-09,32.880059308367
2015-09-10,32.904670131202
2015-09-11,32.786538181591
2015-09-14,32.417375839057
2015-09-15,33.13108970129
2015-09-16,33.38704225878
2015-09-17,33.076945891052
2015-09-18,32.958813941441
2015-09-21,33.003113422545
2015-09-22,31.93500371148
2015-09-23,31.191756861844
2015-09-24,30.901349152384
2015-09-25,30.989948114592
2015-09-28,29.902149745259
2015-09-29,29.779095631081
2015-09-30,30.615863607491
2015-10-01,31.078547076801
2015-10-02,31.531386216976
2015-10-05,31.846404749271
2015-10-06,31.211445520113
2015-10-07,31.777494445332
2015-10-08,32.535507788668
2015-10-09,32.752083029622
2015-10-12,32.870214979233
2015-10-13,32.496130472131
2015-10-14,32.624106750876
2015-10-15,32.742238700487
2015-10-16,32.948969612306
2015-10-19,32.781616017024
2015-10-20,33.008035587112
2015-10-21,32.545352117803
2015-10-22,33.67744996824
2015-10-23,33.38704225878
2015-10-26,33.342742777676
2015-10-27,33.219688663498
2015-10-28,33.451030398153
2015-10-29,33.136011865857
2015-10-30,33.716827284777
2015-11-02,34.573283919456
2015-11-03,33.382120094213
2015-11-04,33.185233511528
2015-11-05,33.367353600512
2015-11-06,33.362431435945
2015-11-09,32.653639738279
2015-11-10,33.357509271377
2015-11-11,33.559318018629
2015-11-12,32.200800598104
2015-11-13,32.44690882646
2015-11-16,32.624106750876
2015-11-17,32.55027428237
2015-11-18,33.647916980838
2015-11-19,33.672527803673
2015-11-20,34.179510754087
2015-11-23,33.854647892657
2015-11-24,34.120444779281
2015-11-25,33.864492221791
2015-11-27,34.031845817073
2015-11-30,34.234034728608
2015-12-01,33.948011390339
2015-12-02,33.287198850202
2015-12-03,33.48445632487
2015-12-04,34.406635018942
2015-12-07,33.928285642872
2015-12-08,33.257610229002
2015-12-09,33.948011390339
2015-12-10,35.452099634682
2015-12-11,35.180870607013
2015-12-14,34.939230200545
2015-12-15,35.082241869679
2015-12-16,35.323882276147
2015-12-17,34.776492783944
2015-12-18,34.426360766409
2015-12-21,34.682795483477
2015-12-22,34.983613132345
2015-12-23,35.792368778484
2015-12-24,35.772643031017
2015-12-28,35.876203205218
2015-12-29,36.403866949954
2015-12-30,36.162226543486
2015-12-31,35.866340331484
