Date,SCHW
2015-01-02,26.264047622680664
2015-01-05,25.386262893676758
2015-01-06,24.456321716308594
2015-01-07,24.9343318939209
2015-01-08,25.58615493774414
2015-01-09,24.725740432739258
2015-01-12,24.48239517211914
2015-01-13,24.499786376953125
2015-01-14,23.66544532775879
2015-01-15,23.178760528564453
2015-01-16,23.378652572631836
2015-01-20,23.248289108276367
2015-01-21,23.204832077026367
2015-01-22,24.030473709106445
2015-01-23,23.630685806274414
2015-01-26,23.7784366607666
2015-01-27,23.30042839050293
2015-01-28,22.561702728271484
2015-01-29,22.87457275390625
2015-01-30,22.579086303710938
2015-02-02,23.1179256439209
2015-02-03,24.004398345947266
2015-02-04,23.995708465576172
2015-02-05,24.31797218322754
2015-02-06,25.354448318481445
2015-02-09,25.075735092163086
2015-02-10,25.424135208129883
2015-02-11,25.302186965942383
2015-02-12,26.094783782958984
2015-02-13,25.371868133544922
2015-02-17,25.90317153930664
2015-02-18,25.33702850341797
2015-02-19,25.50251579284668
2015-02-20,25.82478141784668
2015-02-23,25.70284080505371
2015-02-24,25.97285270690918
2015-02-25,25.8857479095459
2015-02-26,26.016401290893555
2015-02-27,25.554777145385742
2015-03-02,26.27769660949707
2015-03-03,26.08608055114746
2015-03-04,26.016401290893555
2015-03-05,26.312530517578125
2015-03-06,27.035459518432617
2015-03-09,26.983198165893555
2015-03-10,26.399633407592773
2015-03-11,26.72190284729004
2015-03-12,27.044166564941406
2015-03-13,26.425764083862305
2015-03-16,26.817703247070312
2015-03-17,26.913509368896484
2015-03-18,25.929302215576172
2015-03-19,25.62445068359375
2015-03-20,26.13833999633789
2015-03-23,26.05123519897461
2015-03-24,25.94671630859375
2015-03-25,25.44155502319336
2015-03-26,25.938011169433594
2015-03-27,26.329952239990234
2015-03-30,26.443187713623047
2015-03-31,26.51286506652832
2015-04-01,26.06865882873535
2015-04-02,26.13833999633789
2015-04-06,26.103498458862305
2015-04-07,25.929302215576172
2015-04-08,26.27769660949707
2015-04-09,26.6522216796875
2015-04-10,26.739316940307617
2015-04-13,26.930936813354492
2015-04-14,26.52157211303711
2015-04-15,26.591251373291016
2015-04-16,26.582538604736328
2015-04-17,26.34737205505371
2015-04-20,26.234146118164062
2015-04-21,26.26898765563965
2015-04-22,26.530277252197266
2015-04-23,26.565120697021484
2015-04-24,26.234146118164062
2015-04-27,26.20801544189453
2015-04-28,26.556415557861328
2015-04-29,26.83512306213379
2015-04-30,26.565120697021484
2015-05-01,26.748027801513672
2015-05-04,27.33159065246582
2015-05-05,27.227069854736328
2015-05-06,27.069995880126953
2015-05-07,27.20089340209961
2015-05-08,27.29688262939453
2015-05-11,27.960105895996094
2015-05-12,27.724489212036133
2015-05-13,27.66339683532715
2015-05-14,27.7593936920166
2015-05-15,27.23579978942871
2015-05-18,27.803028106689453
2015-05-19,27.698307037353516
2015-05-20,27.628496170043945
2015-05-21,27.471420288085938
2015-05-22,27.41033172607422
2015-05-26,27.29688262939453
2015-05-27,27.715761184692383
2015-05-28,27.837942123413086
2015-05-29,27.619768142700195
2015-06-01,27.436508178710938
2015-06-02,27.602317810058594
2015-06-03,28.178274154663086
2015-06-04,28.15209197998047
2015-06-05,28.998584747314453
2015-06-08,28.815309524536133
2015-06-09,28.815309524536133
2015-06-10,29.17311668395996
2015-06-11,29.138208389282227
2015-06-12,29.11202621459961
2015-06-15,28.841501235961914
2015-06-16,29.007299423217773
2015-06-17,28.85894775390625
2015-06-18,28.85894775390625
2015-06-19,28.509889602661133
2015-06-22,29.120750427246094
2015-06-23,29.21674156188965
2015-06-24,28.85894775390625
2015-06-25,29.01603126525879
2015-06-26,29.260366439819336
2015-06-29,28.15209197998047
2015-06-30,28.49243927001953
2015-07-01,28.90258026123047
2015-07-02,28.666969299316406
2015-07-06,28.361530303955078
2015-07-07,28.265541076660156
2015-07-08,27.515045166015625
2015-07-09,28.08228302001953
2015-07-10,28.649507522583008
2015-07-13,29.20802116394043
2015-07-14,29.469818115234375
2015-07-15,29.365095138549805
2015-07-16,30.33375358581543
2015-07-17,30.359926223754883
2015-07-20,30.534461975097656
2015-07-21,30.482112884521484
2015-07-22,30.76136016845703
2015-07-23,30.508289337158203
2015-07-24,30.377384185791016
2015-07-27,29.74034881591797
2015-07-28,30.089401245117188
2015-07-29,30.386112213134766
2015-07-30,30.708995819091797
2015-07-31,30.43846893310547
2015-08-03,30.281389236450195
2015-08-04,30.726451873779297
2015-08-05,30.927501678466797
2015-08-06,30.682741165161133
2015-08-07,30.62154197692871
2015-08-10,30.962467193603516
2015-08-11,30.368053436279297
2015-08-12,29.590057373046875
2015-08-13,29.77362060546875
2015-08-14,30.009641647338867
2015-08-17,29.756135940551758
2015-08-18,29.651243209838867
2015-08-19,28.93443489074707
2015-08-20,28.138957977294922
2015-08-21,27.03752326965332
2015-08-24,25.83119773864746
2015-08-25,25.175580978393555
2015-08-26,25.99728775024414
2015-08-27,26.53925895690918
2015-08-28,26.836467742919922
2015-08-31,26.556737899780273
2015-09-01,25.429086685180664
2015-09-02,25.7000732421875
2015-09-03,26.0147705078125
2015-09-04,25.437828063964844
2015-09-08,27.18612289428711
2015-09-09,26.7315731048584
2015-09-10,26.749061584472656
2015-09-11,26.652896881103516
2015-09-14,26.42562484741211
2015-09-15,26.941370010375977
2015-09-16,27.194875717163086
2015-09-17,26.032245635986328
2015-09-18,24.869630813598633
2015-09-21,25.394119262695312
2015-09-22,24.764734268188477
2015-09-23,24.89585304260254
2015-09-24,24.371356964111328
2015-09-25,24.843400955200195
2015-09-28,23.846872329711914
2015-09-29,24.109113693237305
2015-09-30,24.965784072875977
2015-10-01,24.957046508789062
2015-10-02,24.126598358154297
2015-10-05,24.799692153930664
2015-10-06,24.179046630859375
2015-10-07,24.589906692504883
2015-10-08,24.764734268188477
2015-10-09,24.66857147216797
2015-10-12,24.81717300415039
2015-10-13,24.554931640625
2015-10-14,24.283946990966797
2015-10-15,25.00075340270996
2015-10-16,25.0706844329834
2015-10-19,24.9133358001709
2015-10-20,25.656368255615234
2015-10-21,25.228031158447266
2015-10-22,25.74378204345703
