Date,EMN
2015-01-02,53.38664245605469
2015-01-05,51.54378890991211
2015-01-06,51.32737350463867
2015-01-07,50.99932098388672
2015-01-08,52.576900482177734
2015-01-09,51.96262741088867
2015-01-12,50.66424560546875
2015-01-13,50.0778923034668
2015-01-14,49.407772064208984
2015-01-15,48.72369384765625
2015-01-16,49.610191345214844
2015-01-20,48.765567779541016
2015-01-21,49.7358512878418
2015-01-22,50.59444046020508
2015-01-23,48.26298141479492
2015-01-26,48.702728271484375
2015-01-27,49.08667755126953
2015-01-28,47.92092514038086
2015-01-29,47.91394805908203
2015-01-30,49.48455810546875
2015-02-02,48.758583068847656
2015-02-03,51.04119110107422
2015-02-04,50.12676239013672
2015-02-05,51.61358642578125
2015-02-06,51.09703063964844
2015-02-09,52.06034851074219
2015-02-10,51.88584518432617
2015-02-11,51.564735412597656
2015-02-12,52.43032455444336
2015-02-13,52.821205139160156
2015-02-17,52.96082305908203
2015-02-18,52.72349166870117
2015-02-19,52.13711929321289
2015-02-20,52.681617736816406
2015-02-23,52.98176956176758
2015-02-24,52.93989944458008
2015-02-25,53.2191047668457
2015-02-26,52.55595779418945
2015-02-27,51.976585388183594
2015-03-02,52.63972091674805
2015-03-03,51.87884521484375
2015-03-04,51.976585388183594
2015-03-05,51.341365814208984
2015-03-06,50.350128173828125
2015-03-09,50.329185485839844
2015-03-10,49.53342056274414
2015-03-11,49.1215705871582
2015-03-12,49.5778923034668
2015-03-13,48.889892578125
2015-03-16,48.609073638916016
2015-03-17,48.384429931640625
2015-03-18,49.683189392089844
2015-03-19,48.39847946166992
2015-03-20,48.763526916503906
2015-03-23,48.85478210449219
2015-03-24,48.609073638916016
2015-03-25,48.33528518676758
2015-03-26,48.32124710083008
2015-03-27,48.23699188232422
2015-03-30,49.4234504699707
2015-03-31,48.62311935424805
2015-04-01,47.878963470458984
2015-04-02,47.787689208984375
2015-04-06,48.7775764465332
2015-04-07,49.0794563293457
2015-04-08,49.28302001953125
2015-04-09,50.47651290893555
2015-04-10,50.757328033447266
2015-04-13,50.63093566894531
2015-04-14,51.389137268066406
2015-04-15,52.87747573852539
2015-04-16,52.89851760864258
2015-04-17,53.2565803527832
2015-04-20,53.15127182006836
2015-04-21,52.32284927368164
2015-04-22,53.411033630371094
2015-04-23,52.863441467285156
2015-04-24,52.9827880859375
2015-04-27,53.319759368896484
2015-04-28,53.17935562133789
2015-04-29,53.55844497680664
2015-04-30,53.50931167602539
2015-05-01,55.278446197509766
2015-05-04,55.2222785949707
2015-05-05,55.84007263183594
2015-05-06,55.439918518066406
2015-05-07,54.9765625
2015-05-08,56.21916961669922
2015-05-11,56.233192443847656
2015-05-12,55.25035858154297
2015-05-13,54.95549392700195
2015-05-14,54.90635299682617
2015-05-15,54.93443298339844
2015-05-18,54.70977783203125
2015-05-19,54.091976165771484
2015-05-20,54.260494232177734
2015-05-21,54.850181579589844
2015-05-22,54.80105972290039
2015-05-26,53.635684967041016
2015-05-27,53.762046813964844
2015-05-28,53.71287536621094
2015-05-29,53.89542007446289
2015-06-01,53.825218200683594
2015-06-02,54.02178955078125
2015-06-03,54.9484748840332
2015-06-04,54.61151123046875
2015-06-05,54.25345993041992
2015-06-08,54.66063690185547
2015-06-09,54.6465950012207
2015-06-10,55.15907669067383
2015-06-11,55.0250244140625
2015-06-12,54.912109375
2015-06-15,54.79921340942383
2015-06-16,55.27199935913086
2015-06-17,55.70949172973633
2015-06-18,56.71150207519531
2015-06-19,56.78910827636719
2015-06-22,58.59550857543945
2015-06-23,58.56729507446289
2015-06-24,58.094512939453125
2015-06-25,58.66607666015625
2015-06-26,59.09651184082031
2015-06-29,58.28504180908203
2015-06-30,57.73464584350586
2015-07-01,57.19131088256836
2015-07-02,56.58446502685547
2015-07-06,55.36372375488281
2015-07-07,55.28611373901367
2015-07-08,53.52910614013672
2015-07-09,53.88190841674805
2015-07-10,54.46758270263672
2015-07-13,54.94033432006836
2015-07-14,55.92822265625
2015-07-15,55.9352912902832
2015-07-16,56.18930435180664
2015-07-17,55.16615295410156
2015-07-20,54.25590133666992
2015-07-21,54.037139892578125
2015-07-22,53.41618347167969
2015-07-23,52.58354187011719
2015-07-24,51.89907455444336
2015-07-27,50.88297653198242
2015-07-28,54.34761428833008
2015-07-29,55.0955810546875
2015-07-30,55.45545959472656
2015-07-31,55.3213996887207
2015-08-03,54.721595764160156
2015-08-04,54.93328857421875
2015-08-05,54.4040641784668
2015-08-06,54.42524337768555
2015-08-07,54.10063552856445
2015-08-10,56.28104782104492
2015-08-11,54.778045654296875
2015-08-12,54.67926788330078
2015-08-13,54.64399337768555
2015-08-14,53.980682373046875
