date,SE
2015-01-02,33.0378073591987
2015-01-05,31.435428691640833
2015-01-06,30.544218084403592
2015-01-07,30.553220211749423
2015-01-08,30.73326275866604
2015-01-09,30.310162773411996
2015-01-12,30.33716915544949
2015-01-13,30.202137245262023
2015-01-14,29.824047896737138
2015-01-15,29.698018113895507
2015-01-16,30.04009895303707
2015-01-20,29.905067042849613
2015-01-21,30.26515213668284
2015-01-22,30.562222339095257
2015-01-23,30.400184046870304
2015-01-26,30.274154264028674
2015-01-27,30.058103207728735
2015-01-28,29.707020241241338
2015-01-29,30.067105335074565
2015-01-30,30.103113844457887
2015-02-02,30.76026914070353
2015-02-03,31.453432946332494
2015-02-04,31.210375507995067
2015-02-05,32.59670311925299
2015-02-06,32.59670311925299
2015-02-09,32.416660572336376
2015-02-10,32.857764812282085
2015-02-11,32.5696967372155
2015-02-12,32.9244072015415
2015-02-13,33.47921074830781
2015-02-17,33.45192532797503
2015-02-18,33.35187878675488
2015-02-19,32.74250439932304
2015-02-20,32.96988290209611
2015-02-23,32.860741220765036
2015-02-24,32.860741220765036
2015-02-25,32.85164608065411
2015-02-26,32.205891132778575
2015-02-27,32.27865225366596
2015-03-02,32.005798050338264
2015-03-03,32.12403487178027
2015-03-04,31.823895248119808
2015-03-05,32.4514599157735
2015-03-06,32.12403487178027
2015-03-09,32.13313001189119
2015-03-10,31.660182726123193
2015-03-11,30.941666657360273
2015-03-12,31.050808338691347
2015-03-13,30.741573574919958
2015-03-16,31.023522918358577
2015-03-17,31.287281981575344
2015-03-18,32.46965019599535
2015-03-19,31.969417489894575
2015-03-20,32.6879335586575
2015-03-23,32.74250439932304
2015-03-24,32.60607729765919
2015-03-25,33.06083430320535
2015-03-26,32.72431411910119
2015-03-27,32.77888495976673
2015-03-30,33.34278364664396
2015-03-31,32.89712178120873
2015-04-01,32.49693561632811
2015-04-02,32.79707523998858
2015-04-06,33.31549822631119
2015-04-07,33.461020468085955
2015-04-08,33.406449627420415
2015-04-09,33.77025523185735
2015-04-10,33.7520649516355
2015-04-13,33.67930383074811
2015-04-14,34.04310943518504
2015-04-15,34.816196344613495
2015-04-16,34.670674102838724
2015-04-17,34.4251053198438
2015-04-20,34.51605672095304
2015-04-21,34.161346256627034
2015-04-22,34.397819899511035
2015-04-23,34.61610326217319
2015-04-24,34.37053447917826
2015-04-27,34.28867821817996
2015-04-28,34.37962961928918
2015-04-29,34.28867821817996
2015-04-30,33.87939691318842
2015-05-01,34.08858513573965
2015-05-04,33.89758719341027
2015-05-05,33.54287672908427
2015-05-06,33.088119723538114
2015-05-07,32.82436066032135
2015-05-08,33.67930383074811
2015-05-11,33.10631000375996
2015-05-12,33.33602350642274
2015-05-13,33.326834966316234
2015-05-14,33.45547452780738
2015-05-15,33.58411408929854
2015-05-18,33.3819662069553
2015-05-19,32.968481902162296
2015-05-20,32.9776704422688
2015-05-21,33.24413810535763
2015-05-22,33.170629784505536
2015-05-26,32.33447263481301
2015-05-27,32.63769445832789
2015-05-28,32.16907891289581
2015-05-29,32.3160955546
2015-06-01,31.856668549274435
2015-06-02,32.086382051937214
2015-06-03,31.98530811076559
2015-06-04,31.452372784587936
2015-06-05,31.314544682990267
2015-06-08,31.075642640220977
2015-06-09,31.084831180327487
2015-06-10,30.94700307872982
2015-06-11,30.469198993191235
2015-06-12,30.267051110847987
2015-06-15,30.276239650954505
2015-06-16,30.239485490528452
2015-06-17,30.340559431700083
2015-06-18,30.322182351487058
2015-06-19,30.000583447759162
2015-06-22,30.36812505201961
2015-06-23,30.689723955747503
2015-06-24,30.533518773936812
2015-06-25,29.90869804669405
2015-06-26,30.138411549356828
2015-06-29,29.59628768307267
2015-06-30,29.95464074722661
2015-07-01,29.265500239238268
2015-07-02,29.339008560090356
2015-07-06,28.576359731249923
2015-07-07,29.15523775796013
2015-07-08,28.521228490610856
2015-07-09,28.557982651036898
2015-07-10,28.741753453167128
2015-07-13,29.247123159025243
2015-07-14,29.348197100196867
2015-07-15,28.594736811462948
2015-07-16,28.750941993273635
2015-07-17,27.94235046390065
2015-07-20,27.56562031953369
2015-07-21,27.639128640385778
2015-07-22,27.06943915378208
2015-07-23,27.262398496018818
2015-07-24,26.93161105218441
2015-07-27,26.839725651119302
2015-07-28,27.60237447995973
2015-07-29,28.052612945178783
2015-07-30,27.896407763368092
2015-07-31,27.804522362302983
2015-08-03,26.89485689175837
2015-08-04,26.61920068856303
2015-08-05,26.61001214845652
2015-08-06,26.949988132397433
2015-08-07,26.830537111012788
2015-08-10,27.95153900400716
2015-08-11,27.895728942767875
2015-08-12,28.63986309262497
2015-08-13,28.02595241899287
2015-08-14,27.99804738837323
2015-08-17,27.85852223527502
2015-08-18,27.402740068487553
2015-08-19,26.937656224826867
2015-08-20,26.249332136209052
2015-08-21,25.784248292548366
2015-08-24,24.779667190241287
2015-08-25,24.305281669707387
2015-08-26,25.244751033901974
2015-08-27,26.174918721223342
2015-08-28,26.863242809841154
2015-08-31,27.039974670432215
2015-09-01,25.97028183001264
2015-09-02,26.09120362936442
2015-09-03,26.267935489955477
2015-09-04,25.923773445646574
2015-09-08,26.66790759550367
2015-09-09,25.905170091900146
2015-09-10,25.942376799393
2015-09-11,25.374974510126965
2015-09-14,25.23544935702876
2015-09-15,25.85866170753408
2015-09-16,26.370253935560832
2015-09-17,26.509779088659037
2015-09-18,25.97028183001264
2015-09-21,26.28653884370191
2015-09-22,26.072600275617994
2015-09-23,25.50519798635196
2015-09-24,25.430784571366246
2015-09-25,25.821455000041222
2015-09-28,24.612237006523443
2015-09-29,23.57044919672351
2015-09-30,24.43550514593238
2015-10-01,25.0587174964377
2015-10-02,26.277237166828694
2015-10-05,27.384136714741125
2015-10-06,27.346930007248268
2015-10-07,28.00734906524644
2015-10-08,28.25849434082321
2015-10-09,27.765505466542887
2015-10-12,27.3004216228822
2015-10-13,27.012069639812573
2015-10-14,26.937656224826867
2015-10-15,27.263214915389344
2015-10-16,27.3004216228822
2015-10-19,27.077181377925072
2015-10-20,26.956259578573295
2015-10-21,26.733019333616163
2015-10-22,26.509779088659037
2015-10-23,26.760924364235805
2015-10-26,26.100505306237633
2015-10-27,25.774946615675155
2015-10-28,26.267935489955477
2015-10-29,26.50047741178582
2015-10-30,26.574890826771533
2015-11-02,26.779527717982234
2015-11-03,27.3004216228822
2015-11-04,26.751622687362595
2015-11-05,26.379555612434043
2015-11-06,26.0074885375055
2015-11-09,25.81215332316801
2015-11-10,25.49589630947874
2015-11-11,25.29788823902791
2015-11-12,24.883014186654737
2015-11-13,24.807582540768703
2015-11-16,25.84476767170164
2015-11-17,25.712762291401084
2015-11-18,25.929628273323427
2015-11-19,25.72219124713684
2015-11-20,25.165882858727358
2015-11-23,25.401606752121204
2015-11-24,25.72219124713684
2015-11-25,25.44875153079997
2015-11-27,25.10930912431283
2015-11-30,24.703864027675408
2015-12-01,24.703864027675408
2015-12-02,23.883544878664814
2015-12-03,23.23294693289779
2015-12-04,22.21461971343636
2015-12-07,20.800276353073265
2015-12-08,21.02657129073136
2015-12-09,22.572920031395014
2015-12-10,22.224048669172117
2015-12-11,21.413158475897273
2015-12-14,21.535734900462074
2015-12-15,21.884606262684972
2015-12-16,22.554062119923504
2015-12-17,21.630024457819616
2015-12-18,20.715415751451477
2015-12-21,21.16800562676767
2015-12-22,21.54516385619783
2015-12-23,22.582348987130764
2015-12-24,22.49748838550898
2015-12-28,22.37491196094418
2015-12-29,22.412627783887196
2015-12-30,22.37491196094418
2015-12-31,22.572920031395014
