Date,EW
2015-04-15,23.546667098999023
2015-04-16,23.621667861938477
2015-04-17,23.323333740234375
2015-04-20,23.546667098999023
2015-04-21,23.413333892822266
2015-04-22,23.47833251953125
2015-04-23,23.65333366394043
2015-04-24,23.05500030517578
2015-04-27,21.828332901000977
2015-04-28,21.649999618530273
2015-04-29,21.65999984741211
2015-04-30,21.108333587646484
2015-05-01,21.198333740234375
2015-05-04,21.291667938232422
2015-05-05,20.643333435058594
2015-05-06,20.731666564941406
2015-05-07,20.65833282470703
2015-05-08,21.066667556762695
2015-05-11,21.178333282470703
2015-05-12,21.7450008392334
2015-05-13,21.386667251586914
2015-05-14,21.760000228881836
2015-05-15,21.90166664123535
2015-05-18,21.953332901000977
2015-05-19,21.84666633605957
2015-05-20,22.059999465942383
2015-05-21,21.969999313354492
2015-05-22,21.81333351135254
2015-05-26,21.426666259765625
2015-05-27,21.741666793823242
2015-05-28,21.774999618530273
2015-05-29,21.786666870117188
2015-06-01,22.031667709350586
2015-06-02,21.875
2015-06-03,22.02833366394043
2015-06-04,21.933332443237305
2015-06-05,22.149999618530273
2015-06-08,22.15166664123535
2015-06-09,22.21666717529297
2015-06-10,22.450000762939453
2015-06-11,22.52833366394043
2015-06-12,22.26333236694336
2015-06-15,22.266666412353516
2015-06-16,22.985000610351562
2015-06-17,23.600000381469727
2015-06-18,24.183332443237305
2015-06-19,24.36166763305664
2015-06-22,24.053333282470703
2015-06-23,24.104999542236328
2015-06-24,23.809999465942383
2015-06-25,24.101667404174805
2015-06-26,24.34666633605957
2015-06-29,23.725000381469727
2015-06-30,23.738332748413086
2015-07-01,23.933332443237305
2015-07-02,23.741666793823242
2015-07-06,24.18666648864746
2015-07-07,24.579999923706055
2015-07-08,23.836666107177734
2015-07-09,24.178333282470703
2015-07-10,24.52666664123535
2015-07-13,25.351667404174805
2015-07-14,25.383333206176758
2015-07-15,25.434999465942383
2015-07-16,25.7450008392334
2015-07-17,25.71666717529297
2015-07-20,25.668333053588867
2015-07-21,26.010000228881836
2015-07-22,26.1200008392334
2015-07-23,26.041667938232422
2015-07-24,25.850000381469727
2015-07-27,25.453332901000977
2015-07-28,25.96666717529297
2015-07-29,25.626667022705078
2015-07-30,25.516666412353516
2015-07-31,25.360000610351562
2015-08-03,25.18166732788086
2015-08-04,24.895000457763672
2015-08-05,25.020000457763672
2015-08-06,24.046667098999023
2015-08-07,23.98666763305664
2015-08-10,24.083332061767578
2015-08-11,23.968332290649414
2015-08-12,24.020000457763672
2015-08-13,24.066667556762695
2015-08-14,23.883333206176758
2015-08-17,24.128332138061523
2015-08-18,24.211666107177734
2015-08-19,24.31166648864746
2015-08-20,23.816667556762695
2015-08-21,23.31166648864746
2015-08-24,22.321666717529297
2015-08-25,22.625
2015-08-26,23.358333587646484
2015-08-27,24.264999389648438
2015-08-28,24.116666793823242
2015-08-31,23.479999542236328
2015-09-01,22.578332901000977
2015-09-02,23.171667098999023
2015-09-03,22.924999237060547
2015-09-04,22.68166732788086
2015-09-08,23.280000686645508
2015-09-09,22.920000076293945
2015-09-10,23.03499984741211
2015-09-11,23.18833351135254
2015-09-14,23.166667938232422
2015-09-15,23.416667938232422
2015-09-16,23.43000030517578
2015-09-17,23.601667404174805
2015-09-18,23.791667938232422
2015-09-21,23.59666633605957
2015-09-22,23.68833351135254
2015-09-23,23.600000381469727
2015-09-24,23.38833236694336
2015-09-25,22.893333435058594
2015-09-28,22.316667556762695
2015-09-29,22.96500015258789
2015-09-30,23.69499969482422
2015-10-01,24.833332061767578
2015-10-02,25.758333206176758
2015-10-05,24.895000457763672
2015-10-06,24.051666259765625
2015-10-07,24.213333129882812
2015-10-08,24.378332138061523
2015-10-09,24.703332901000977
2015-10-12,24.921667098999023
2015-10-13,24.09666633605957
2015-10-14,24.06833267211914
2015-10-15,24.524999618530273
2015-10-16,25.213333129882812
2015-10-19,25.233333587646484
2015-10-20,25.200000762939453
2015-10-21,24.81833267211914
2015-10-22,24.76333236694336
2015-10-23,24.979999542236328
2015-10-26,24.48666763305664
2015-10-27,25.163333892822266
2015-10-28,25.674999237060547
2015-10-29,25.833332061767578
2015-10-30,26.191667556762695
2015-11-02,26.253332138061523
2015-11-03,26.323333740234375
2015-11-04,26.073333740234375
2015-11-05,26.441667556762695
2015-11-06,26.19499969482422
2015-11-09,26.196666717529297
2015-11-10,26.261667251586914
2015-11-11,26.233333587646484
2015-11-12,25.491666793823242
2015-11-13,25.545000076293945
2015-11-16,25.78499984741211
2015-11-17,25.793333053588867
2015-11-18,26.18166732788086
2015-11-19,25.988332748413086
2015-11-20,26.280000686645508
2015-11-23,26.84000015258789
2015-11-24,26.735000610351562
2015-11-25,27.27833366394043
2015-11-27,27.520000457763672
2015-11-30,27.166667938232422
2015-12-01,27.47333335876465
2015-12-02,27.143333435058594
2015-12-03,26.233333587646484
2015-12-04,27.003332138061523
2015-12-07,26.79833221435547
2015-12-08,26.636667251586914
2015-12-09,27.001667022705078
2015-12-10,27.261667251586914
2015-12-11,26.61833381652832
2015-12-14,26.843332290649414
2015-12-15,26.676666259765625
2015-12-16,27.190000534057617
2015-12-17,26.996667861938477
2015-12-18,26.07666778564453
2015-12-21,26.31999969482422
2015-12-22,26.433332443237305
2015-12-23,26.366666793823242
2015-12-24,26.393333435058594
2015-12-28,26.606666564941406
2015-12-29,26.586666107177734
2015-12-30,26.40333366394043
2015-12-31,26.32666778564453
